context: My name is Yukimura Shouichirou. response:	And that's my little sister, Ruri.
context: But we're out of petals.\Then collect them please.\I stayed up all night making those petals.\Men are sad creatures, are they not, Kurotatsu?\To be precise, we're the sad creatures, Shiroyan.\Oh yeah, you guys.\Bring me some dolls.\I said dolls. And cute ones. response:	I'm sure you've got things like that.
context: Then collect them please.\I stayed up all night making those petals.\Men are sad creatures, are they not, Kurotatsu?\To be precise, we're the sad creatures, Shiroyan.\Oh yeah, you guys.\Bring me some dolls.\I said dolls. And cute ones.\I'm sure you've got things like that. response:	I need them for the filming.
context: I stayed up all night making those petals.\Men are sad creatures, are they not, Kurotatsu?\To be precise, we're the sad creatures, Shiroyan.\Oh yeah, you guys.\Bring me some dolls.\I said dolls. And cute ones.\I'm sure you've got things like that.\I need them for the filming. response:	I'm bringing them?
context: Men are sad creatures, are they not, Kurotatsu?\To be precise, we're the sad creatures, Shiroyan.\Oh yeah, you guys.\Bring me some dolls.\I said dolls. And cute ones.\I'm sure you've got things like that.\I need them for the filming.\I'm bringing them? response:	Ruri has some. But she'll get mad if I touch them without her permission.
context: To be precise, we're the sad creatures, Shiroyan.\Oh yeah, you guys.\Bring me some dolls.\I said dolls. And cute ones.\I'm sure you've got things like that.\I need them for the filming.\I'm bringing them?\Ruri has some. But she'll get mad if I touch them without her permission. response:	No touching, okay?
context: Oh yeah, you guys.\Bring me some dolls.\I said dolls. And cute ones.\I'm sure you've got things like that.\I need them for the filming.\I'm bringing them?\Ruri has some. But she'll get mad if I touch them without her permission.\No touching, okay? response:	What should I do, Kanou-kun?
context: Bring me some dolls.\I said dolls. And cute ones.\I'm sure you've got things like that.\I need them for the filming.\I'm bringing them?\Ruri has some. But she'll get mad if I touch them without her permission.\No touching, okay?\What should I do, Kanou-kun? response:	I think you can get away with being the doll.
context: I said dolls. And cute ones.\I'm sure you've got things like that.\I need them for the filming.\I'm bringing them?\Ruri has some. But she'll get mad if I touch them without her permission.\No touching, okay?\What should I do, Kanou-kun?\I think you can get away with being the doll. response:	What?
context: I'm sure you've got things like that.\I need them for the filming.\I'm bringing them?\Ruri has some. But she'll get mad if I touch them without her permission.\No touching, okay?\What should I do, Kanou-kun?\I think you can get away with being the doll.\What? response:	You'll be perfect if you wear animal suit pajamas.
context: I need them for the filming.\I'm bringing them?\Ruri has some. But she'll get mad if I touch them without her permission.\No touching, okay?\What should I do, Kanou-kun?\I think you can get away with being the doll.\What?\You'll be perfect if you wear animal suit pajamas. response:	What are you implying, Kanou-kun?!
context: I'm bringing them?\Ruri has some. But she'll get mad if I touch them without her permission.\No touching, okay?\What should I do, Kanou-kun?\I think you can get away with being the doll.\What?\You'll be perfect if you wear animal suit pajamas.\What are you implying, Kanou-kun?! response:	Hurray! Hurray! Hurray! We picked up everything!
context: Ruri has some. But she'll get mad if I touch them without her permission.\No touching, okay?\What should I do, Kanou-kun?\I think you can get away with being the doll.\What?\You'll be perfect if you wear animal suit pajamas.\What are you implying, Kanou-kun?!\Hurray! Hurray! Hurray! We picked up everything! response:	Animals didn't shit on them, either!
context: No touching, okay?\What should I do, Kanou-kun?\I think you can get away with being the doll.\What?\You'll be perfect if you wear animal suit pajamas.\What are you implying, Kanou-kun?!\Hurray! Hurray! Hurray! We picked up everything!\Animals didn't shit on them, either! response:	Sorry to make you all wait.
context: What should I do, Kanou-kun?\I think you can get away with being the doll.\What?\You'll be perfect if you wear animal suit pajamas.\What are you implying, Kanou-kun?!\Hurray! Hurray! Hurray! We picked up everything!\Animals didn't shit on them, either!\Sorry to make you all wait. response:	I went and dressed up as a maid.
context: I think you can get away with being the doll.\What?\You'll be perfect if you wear animal suit pajamas.\What are you implying, Kanou-kun?!\Hurray! Hurray! Hurray! We picked up everything!\Animals didn't shit on them, either!\Sorry to make you all wait.\I went and dressed up as a maid. response:	It's a maid!
context: What?\You'll be perfect if you wear animal suit pajamas.\What are you implying, Kanou-kun?!\Hurray! Hurray! Hurray! We picked up everything!\Animals didn't shit on them, either!\Sorry to make you all wait.\I went and dressed up as a maid.\It's a maid! response:	It's Aoi as a maid!
context: You'll be perfect if you wear animal suit pajamas.\What are you implying, Kanou-kun?!\Hurray! Hurray! Hurray! We picked up everything!\Animals didn't shit on them, either!\Sorry to make you all wait.\I went and dressed up as a maid.\It's a maid!\It's Aoi as a maid! response:	You guys. Don't compare me to any regular old maid you see around.
context: What are you implying, Kanou-kun?!\Hurray! Hurray! Hurray! We picked up everything!\Animals didn't shit on them, either!\Sorry to make you all wait.\I went and dressed up as a maid.\It's a maid!\It's Aoi as a maid!\You guys. Don't compare me to any regular old maid you see around. response:	Add the sama at the end.
context: Hurray! Hurray! Hurray! We picked up everything!\Animals didn't shit on them, either!\Sorry to make you all wait.\I went and dressed up as a maid.\It's a maid!\It's Aoi as a maid!\You guys. Don't compare me to any regular old maid you see around.\Add the sama at the end. response:	Maid-sama, huh?
context: Animals didn't shit on them, either!\Sorry to make you all wait.\I went and dressed up as a maid.\It's a maid!\It's Aoi as a maid!\You guys. Don't compare me to any regular old maid you see around.\Add the sama at the end.\Maid-sama, huh? response:	It sounds so naughty.
context: Sorry to make you all wait.\I went and dressed up as a maid.\It's a maid!\It's Aoi as a maid!\You guys. Don't compare me to any regular old maid you see around.\Add the sama at the end.\Maid-sama, huh?\It sounds so naughty. response:	Hm? But...
context: I went and dressed up as a maid.\It's a maid!\It's Aoi as a maid!\You guys. Don't compare me to any regular old maid you see around.\Add the sama at the end.\Maid-sama, huh?\It sounds so naughty.\Hm? But... response:	Yeah.
context: It's a maid!\It's Aoi as a maid!\You guys. Don't compare me to any regular old maid you see around.\Add the sama at the end.\Maid-sama, huh?\It sounds so naughty.\Hm? But...\Yeah. response:	When you think of Maid-sama...
context: It's Aoi as a maid!\You guys. Don't compare me to any regular old maid you see around.\Add the sama at the end.\Maid-sama, huh?\It sounds so naughty.\Hm? But...\Yeah.\When you think of Maid-sama... response:	Master. Would you like some candy? Or maybe the whip?
context: You guys. Don't compare me to any regular old maid you see around.\Add the sama at the end.\Maid-sama, huh?\It sounds so naughty.\Hm? But...\Yeah.\When you think of Maid-sama...\Master. Would you like some candy? Or maybe the whip? response:	Stop zoning out, you freaks.
context: Add the sama at the end.\Maid-sama, huh?\It sounds so naughty.\Hm? But...\Yeah.\When you think of Maid-sama...\Master. Would you like some candy? Or maybe the whip?\Stop zoning out, you freaks. response:	I got some great footage.
context: Maid-sama, huh?\It sounds so naughty.\Hm? But...\Yeah.\When you think of Maid-sama...\Master. Would you like some candy? Or maybe the whip?\Stop zoning out, you freaks.\I got some great footage. response:	This is so exciting.
context: It sounds so naughty.\Hm? But...\Yeah.\When you think of Maid-sama...\Master. Would you like some candy? Or maybe the whip?\Stop zoning out, you freaks.\I got some great footage.\This is so exciting. response:	There's definitely something about a maid outfit.
context: Hm? But...\Yeah.\When you think of Maid-sama...\Master. Would you like some candy? Or maybe the whip?\Stop zoning out, you freaks.\I got some great footage.\This is so exciting.\There's definitely something about a maid outfit. response:	You look like you're having fun, Yukimura-senpai.
context: Yeah.\When you think of Maid-sama...\Master. Would you like some candy? Or maybe the whip?\Stop zoning out, you freaks.\I got some great footage.\This is so exciting.\There's definitely something about a maid outfit.\You look like you're having fun, Yukimura-senpai. response:	Yeah, since everyone else looks like they're having fun.
context: When you think of Maid-sama...\Master. Would you like some candy? Or maybe the whip?\Stop zoning out, you freaks.\I got some great footage.\This is so exciting.\There's definitely something about a maid outfit.\You look like you're having fun, Yukimura-senpai.\Yeah, since everyone else looks like they're having fun. response:	Let's try some different variations this time!
context: Master. Would you like some candy? Or maybe the whip?\Stop zoning out, you freaks.\I got some great footage.\This is so exciting.\There's definitely something about a maid outfit.\You look like you're having fun, Yukimura-senpai.\Yeah, since everyone else looks like they're having fun.\Let's try some different variations this time! response:	Good call! Want to go rated R now?
context: Stop zoning out, you freaks.\I got some great footage.\This is so exciting.\There's definitely something about a maid outfit.\You look like you're having fun, Yukimura-senpai.\Yeah, since everyone else looks like they're having fun.\Let's try some different variations this time!\Good call! Want to go rated R now? response:	No, you idiot! We're adding action scenes to make it more fancy.
context: I got some great footage.\This is so exciting.\There's definitely something about a maid outfit.\You look like you're having fun, Yukimura-senpai.\Yeah, since everyone else looks like they're having fun.\Let's try some different variations this time!\Good call! Want to go rated R now?\No, you idiot! We're adding action scenes to make it more fancy. response:	You don't have any say on-
context: This is so exciting.\There's definitely something about a maid outfit.\You look like you're having fun, Yukimura-senpai.\Yeah, since everyone else looks like they're having fun.\Let's try some different variations this time!\Good call! Want to go rated R now?\No, you idiot! We're adding action scenes to make it more fancy.\You don't have any say on- response:	Shut up! You guys don't understand Aoi at all!
context: There's definitely something about a maid outfit.\You look like you're having fun, Yukimura-senpai.\Yeah, since everyone else looks like they're having fun.\Let's try some different variations this time!\Good call! Want to go rated R now?\No, you idiot! We're adding action scenes to make it more fancy.\You don't have any say on-\Shut up! You guys don't understand Aoi at all! response:	Ikkun?
context: You look like you're having fun, Yukimura-senpai.\Yeah, since everyone else looks like they're having fun.\Let's try some different variations this time!\Good call! Want to go rated R now?\No, you idiot! We're adding action scenes to make it more fancy.\You don't have any say on-\Shut up! You guys don't understand Aoi at all!\Ikkun? response:	Listen. Pure men revere net idol Aoi as the oasis of their heart.
context: Yeah, since everyone else looks like they're having fun.\Let's try some different variations this time!\Good call! Want to go rated R now?\No, you idiot! We're adding action scenes to make it more fancy.\You don't have any say on-\Shut up! You guys don't understand Aoi at all!\Ikkun?\Listen. Pure men revere net idol Aoi as the oasis of their heart. response:	She's the fairy of purity.
context: Let's try some different variations this time!\Good call! Want to go rated R now?\No, you idiot! We're adding action scenes to make it more fancy.\You don't have any say on-\Shut up! You guys don't understand Aoi at all!\Ikkun?\Listen. Pure men revere net idol Aoi as the oasis of their heart.\She's the fairy of purity. response:	We don't need action or anything naughty!
context: Good call! Want to go rated R now?\No, you idiot! We're adding action scenes to make it more fancy.\You don't have any say on-\Shut up! You guys don't understand Aoi at all!\Ikkun?\Listen. Pure men revere net idol Aoi as the oasis of their heart.\She's the fairy of purity.\We don't need action or anything naughty! response:	What did you say?!
context: No, you idiot! We're adding action scenes to make it more fancy.\You don't have any say on-\Shut up! You guys don't understand Aoi at all!\Ikkun?\Listen. Pure men revere net idol Aoi as the oasis of their heart.\She's the fairy of purity.\We don't need action or anything naughty!\What did you say?! response:	Doing the same thing over and over would make it old!
context: You don't have any say on-\Shut up! You guys don't understand Aoi at all!\Ikkun?\Listen. Pure men revere net idol Aoi as the oasis of their heart.\She's the fairy of purity.\We don't need action or anything naughty!\What did you say?!\Doing the same thing over and over would make it old! response:	Well, that's...
context: Shut up! You guys don't understand Aoi at all!\Ikkun?\Listen. Pure men revere net idol Aoi as the oasis of their heart.\She's the fairy of purity.\We don't need action or anything naughty!\What did you say?!\Doing the same thing over and over would make it old!\Well, that's... response:	If you've got a problem with it, then you come up with an idea.
context: Ikkun?\Listen. Pure men revere net idol Aoi as the oasis of their heart.\She's the fairy of purity.\We don't need action or anything naughty!\What did you say?!\Doing the same thing over and over would make it old!\Well, that's...\If you've got a problem with it, then you come up with an idea. response:	How about we put glasses on Aoi and shoot her playing around with the fairies?
context: Listen. Pure men revere net idol Aoi as the oasis of their heart.\She's the fairy of purity.\We don't need action or anything naughty!\What did you say?!\Doing the same thing over and over would make it old!\Well, that's...\If you've got a problem with it, then you come up with an idea.\How about we put glasses on Aoi and shoot her playing around with the fairies? response:	Where do we get the fairies from?
context: She's the fairy of purity.\We don't need action or anything naughty!\What did you say?!\Doing the same thing over and over would make it old!\Well, that's...\If you've got a problem with it, then you come up with an idea.\How about we put glasses on Aoi and shoot her playing around with the fairies?\Where do we get the fairies from? response:	How about someone cosplays?
context: We don't need action or anything naughty!\What did you say?!\Doing the same thing over and over would make it old!\Well, that's...\If you've got a problem with it, then you come up with an idea.\How about we put glasses on Aoi and shoot her playing around with the fairies?\Where do we get the fairies from?\How about someone cosplays? response:	I think you're the best candidate for that.
context: What did you say?!\Doing the same thing over and over would make it old!\Well, that's...\If you've got a problem with it, then you come up with an idea.\How about we put glasses on Aoi and shoot her playing around with the fairies?\Where do we get the fairies from?\How about someone cosplays?\I think you're the best candidate for that. response:	That'll be some hilarious footage.
context: Doing the same thing over and over would make it old!\Well, that's...\If you've got a problem with it, then you come up with an idea.\How about we put glasses on Aoi and shoot her playing around with the fairies?\Where do we get the fairies from?\How about someone cosplays?\I think you're the best candidate for that.\That'll be some hilarious footage. response:	It shouldn't be comedic.
context: Well, that's...\If you've got a problem with it, then you come up with an idea.\How about we put glasses on Aoi and shoot her playing around with the fairies?\Where do we get the fairies from?\How about someone cosplays?\I think you're the best candidate for that.\That'll be some hilarious footage.\It shouldn't be comedic. response:	You guys need to be more serious about Aoi!
context: If you've got a problem with it, then you come up with an idea.\How about we put glasses on Aoi and shoot her playing around with the fairies?\Where do we get the fairies from?\How about someone cosplays?\I think you're the best candidate for that.\That'll be some hilarious footage.\It shouldn't be comedic.\You guys need to be more serious about Aoi! response:	Quit being so serious during such a stupid meeting.
context: How about we put glasses on Aoi and shoot her playing around with the fairies?\Where do we get the fairies from?\How about someone cosplays?\I think you're the best candidate for that.\That'll be some hilarious footage.\It shouldn't be comedic.\You guys need to be more serious about Aoi!\Quit being so serious during such a stupid meeting. response:	That face.
context: Where do we get the fairies from?\How about someone cosplays?\I think you're the best candidate for that.\That'll be some hilarious footage.\It shouldn't be comedic.\You guys need to be more serious about Aoi!\Quit being so serious during such a stupid meeting.\That face. response:	That's a new one.
context: How about someone cosplays?\I think you're the best candidate for that.\That'll be some hilarious footage.\It shouldn't be comedic.\You guys need to be more serious about Aoi!\Quit being so serious during such a stupid meeting.\That face.\That's a new one. response:	It was new!
context: I think you're the best candidate for that.\That'll be some hilarious footage.\It shouldn't be comedic.\You guys need to be more serious about Aoi!\Quit being so serious during such a stupid meeting.\That face.\That's a new one.\It was new! response:	It's different from usual!
context: That'll be some hilarious footage.\It shouldn't be comedic.\You guys need to be more serious about Aoi!\Quit being so serious during such a stupid meeting.\That face.\That's a new one.\It was new!\It's different from usual! response:	It pierced my heart!
context: It shouldn't be comedic.\You guys need to be more serious about Aoi!\Quit being so serious during such a stupid meeting.\That face.\That's a new one.\It was new!\It's different from usual!\It pierced my heart! response:	What? Aren't I always perfectly cute?
context: You guys need to be more serious about Aoi!\Quit being so serious during such a stupid meeting.\That face.\That's a new one.\It was new!\It's different from usual!\It pierced my heart!\What? Aren't I always perfectly cute? response:	But you were even cuter there.
context: Quit being so serious during such a stupid meeting.\That face.\That's a new one.\It was new!\It's different from usual!\It pierced my heart!\What? Aren't I always perfectly cute?\But you were even cuter there. response:	You looked like you were laughing because you really are having fun.
context: That face.\That's a new one.\It was new!\It's different from usual!\It pierced my heart!\What? Aren't I always perfectly cute?\But you were even cuter there.\You looked like you were laughing because you really are having fun. response:	Cut the crap. I was laughing at how retarded you guys are.
context: That's a new one.\It was new!\It's different from usual!\It pierced my heart!\What? Aren't I always perfectly cute?\But you were even cuter there.\You looked like you were laughing because you really are having fun.\Cut the crap. I was laughing at how retarded you guys are. response:	You really thought that the great Aoi-sama was having fun hanging out with you guys?
context: It was new!\It's different from usual!\It pierced my heart!\What? Aren't I always perfectly cute?\But you were even cuter there.\You looked like you were laughing because you really are having fun.\Cut the crap. I was laughing at how retarded you guys are.\You really thought that the great Aoi-sama was having fun hanging out with you guys? response:	She's mean.
context: It's different from usual!\It pierced my heart!\What? Aren't I always perfectly cute?\But you were even cuter there.\You looked like you were laughing because you really are having fun.\Cut the crap. I was laughing at how retarded you guys are.\You really thought that the great Aoi-sama was having fun hanging out with you guys?\She's mean. response:	I guess it's impossible to get decent footage no matter how many amateurs there are.
context: It pierced my heart!\What? Aren't I always perfectly cute?\But you were even cuter there.\You looked like you were laughing because you really are having fun.\Cut the crap. I was laughing at how retarded you guys are.\You really thought that the great Aoi-sama was having fun hanging out with you guys?\She's mean.\I guess it's impossible to get decent footage no matter how many amateurs there are. response:	I made you guys work for me, but I ended up with nothing special.
context: What? Aren't I always perfectly cute?\But you were even cuter there.\You looked like you were laughing because you really are having fun.\Cut the crap. I was laughing at how retarded you guys are.\You really thought that the great Aoi-sama was having fun hanging out with you guys?\She's mean.\I guess it's impossible to get decent footage no matter how many amateurs there are.\I made you guys work for me, but I ended up with nothing special. response:	Aoi-chan!
context: But you were even cuter there.\You looked like you were laughing because you really are having fun.\Cut the crap. I was laughing at how retarded you guys are.\You really thought that the great Aoi-sama was having fun hanging out with you guys?\She's mean.\I guess it's impossible to get decent footage no matter how many amateurs there are.\I made you guys work for me, but I ended up with nothing special.\Aoi-chan! response:	What was that old man doing?
context: You looked like you were laughing because you really are having fun.\Cut the crap. I was laughing at how retarded you guys are.\You really thought that the great Aoi-sama was having fun hanging out with you guys?\She's mean.\I guess it's impossible to get decent footage no matter how many amateurs there are.\I made you guys work for me, but I ended up with nothing special.\Aoi-chan!\What was that old man doing? response:	Aoi-chan!
context: Cut the crap. I was laughing at how retarded you guys are.\You really thought that the great Aoi-sama was having fun hanging out with you guys?\She's mean.\I guess it's impossible to get decent footage no matter how many amateurs there are.\I made you guys work for me, but I ended up with nothing special.\Aoi-chan!\What was that old man doing?\Aoi-chan! response:	Glad I made it in time.
context: You really thought that the great Aoi-sama was having fun hanging out with you guys?\She's mean.\I guess it's impossible to get decent footage no matter how many amateurs there are.\I made you guys work for me, but I ended up with nothing special.\Aoi-chan!\What was that old man doing?\Aoi-chan!\Glad I made it in time. response:	Are you alright?
context: She's mean.\I guess it's impossible to get decent footage no matter how many amateurs there are.\I made you guys work for me, but I ended up with nothing special.\Aoi-chan!\What was that old man doing?\Aoi-chan!\Glad I made it in time.\Are you alright? response:	What? Prez?
context: I guess it's impossible to get decent footage no matter how many amateurs there are.\I made you guys work for me, but I ended up with nothing special.\Aoi-chan!\What was that old man doing?\Aoi-chan!\Glad I made it in time.\Are you alright?\What? Prez? response:	What?
context: I made you guys work for me, but I ended up with nothing special.\Aoi-chan!\What was that old man doing?\Aoi-chan!\Glad I made it in time.\Are you alright?\What? Prez?\What? response:	You were chasing after a bag-snatcher?
context: Aoi-chan!\What was that old man doing?\Aoi-chan!\Glad I made it in time.\Are you alright?\What? Prez?\What?\You were chasing after a bag-snatcher? response:	Then that person that ran into her was...
context: What was that old man doing?\Aoi-chan!\Glad I made it in time.\Are you alright?\What? Prez?\What?\You were chasing after a bag-snatcher?\Then that person that ran into her was... response:	Yeah, him.
context: Aoi-chan!\Glad I made it in time.\Are you alright?\What? Prez?\What?\You were chasing after a bag-snatcher?\Then that person that ran into her was...\Yeah, him. response:	I returned the bag to the owner, but he got away from me while I was doing that.
context: Glad I made it in time.\Are you alright?\What? Prez?\What?\You were chasing after a bag-snatcher?\Then that person that ran into her was...\Yeah, him.\I returned the bag to the owner, but he got away from me while I was doing that. response:	But, this is a rare group.
context: Are you alright?\What? Prez?\What?\You were chasing after a bag-snatcher?\Then that person that ran into her was...\Yeah, him.\I returned the bag to the owner, but he got away from me while I was doing that.\But, this is a rare group. response:	What were you all doing?
context: What? Prez?\What?\You were chasing after a bag-snatcher?\Then that person that ran into her was...\Yeah, him.\I returned the bag to the owner, but he got away from me while I was doing that.\But, this is a rare group.\What were you all doing? response:	Film shooting.
context: What?\You were chasing after a bag-snatcher?\Then that person that ran into her was...\Yeah, him.\I returned the bag to the owner, but he got away from me while I was doing that.\But, this is a rare group.\What were you all doing?\Film shooting. response:	Ah, shooting for Aoi-chan.
context: You were chasing after a bag-snatcher?\Then that person that ran into her was...\Yeah, him.\I returned the bag to the owner, but he got away from me while I was doing that.\But, this is a rare group.\What were you all doing?\Film shooting.\Ah, shooting for Aoi-chan. response:	You know her, Prez?
context: Then that person that ran into her was...\Yeah, him.\I returned the bag to the owner, but he got away from me while I was doing that.\But, this is a rare group.\What were you all doing?\Film shooting.\Ah, shooting for Aoi-chan.\You know her, Prez? response:	Yeah, I guess.
context: Yeah, him.\I returned the bag to the owner, but he got away from me while I was doing that.\But, this is a rare group.\What were you all doing?\Film shooting.\Ah, shooting for Aoi-chan.\You know her, Prez?\Yeah, I guess. response:	They haven't realized that it's him? I guess I'll keep it quiet, then.
context: I returned the bag to the owner, but he got away from me while I was doing that.\But, this is a rare group.\What were you all doing?\Film shooting.\Ah, shooting for Aoi-chan.\You know her, Prez?\Yeah, I guess.\They haven't realized that it's him? I guess I'll keep it quiet, then. response:	I thought it looked more like she jumped off rather than was pushed off.
context: But, this is a rare group.\What were you all doing?\Film shooting.\Ah, shooting for Aoi-chan.\You know her, Prez?\Yeah, I guess.\They haven't realized that it's him? I guess I'll keep it quiet, then.\I thought it looked more like she jumped off rather than was pushed off. response:	Why would she do that?
context: What were you all doing?\Film shooting.\Ah, shooting for Aoi-chan.\You know her, Prez?\Yeah, I guess.\They haven't realized that it's him? I guess I'll keep it quiet, then.\I thought it looked more like she jumped off rather than was pushed off.\Why would she do that? response:	Maybe because she was about to drop something important?
context: Film shooting.\Ah, shooting for Aoi-chan.\You know her, Prez?\Yeah, I guess.\They haven't realized that it's him? I guess I'll keep it quiet, then.\I thought it looked more like she jumped off rather than was pushed off.\Why would she do that?\Maybe because she was about to drop something important? response:	Maybe she did drop it?
context: Ah, shooting for Aoi-chan.\You know her, Prez?\Yeah, I guess.\They haven't realized that it's him? I guess I'll keep it quiet, then.\I thought it looked more like she jumped off rather than was pushed off.\Why would she do that?\Maybe because she was about to drop something important?\Maybe she did drop it? response:	If so, we'll look for it together.
context: You know her, Prez?\Yeah, I guess.\They haven't realized that it's him? I guess I'll keep it quiet, then.\I thought it looked more like she jumped off rather than was pushed off.\Why would she do that?\Maybe because she was about to drop something important?\Maybe she did drop it?\If so, we'll look for it together. response:	We will.
context: Yeah, I guess.\They haven't realized that it's him? I guess I'll keep it quiet, then.\I thought it looked more like she jumped off rather than was pushed off.\Why would she do that?\Maybe because she was about to drop something important?\Maybe she did drop it?\If so, we'll look for it together.\We will. response:	No, leave me alone! You're annoying me.
context: They haven't realized that it's him? I guess I'll keep it quiet, then.\I thought it looked more like she jumped off rather than was pushed off.\Why would she do that?\Maybe because she was about to drop something important?\Maybe she did drop it?\If so, we'll look for it together.\We will.\No, leave me alone! You're annoying me. response:	You shouldn't be like that, Aoi-chan. Everyone's worried about you.
context: I thought it looked more like she jumped off rather than was pushed off.\Why would she do that?\Maybe because she was about to drop something important?\Maybe she did drop it?\If so, we'll look for it together.\We will.\No, leave me alone! You're annoying me.\You shouldn't be like that, Aoi-chan. Everyone's worried about you. response:	Your friends will-
context: Why would she do that?\Maybe because she was about to drop something important?\Maybe she did drop it?\If so, we'll look for it together.\We will.\No, leave me alone! You're annoying me.\You shouldn't be like that, Aoi-chan. Everyone's worried about you.\Your friends will- response:	They're no friends of mine!
context: Maybe because she was about to drop something important?\Maybe she did drop it?\If so, we'll look for it together.\We will.\No, leave me alone! You're annoying me.\You shouldn't be like that, Aoi-chan. Everyone's worried about you.\Your friends will-\They're no friends of mine! response:	They already hate me, anyway!
context: Maybe she did drop it?\If so, we'll look for it together.\We will.\No, leave me alone! You're annoying me.\You shouldn't be like that, Aoi-chan. Everyone's worried about you.\Your friends will-\They're no friends of mine!\They already hate me, anyway! response:	You hate her?
context: If so, we'll look for it together.\We will.\No, leave me alone! You're annoying me.\You shouldn't be like that, Aoi-chan. Everyone's worried about you.\Your friends will-\They're no friends of mine!\They already hate me, anyway!\You hate her? response:	How could they not after all the horrible things I've said?!
context: We will.\No, leave me alone! You're annoying me.\You shouldn't be like that, Aoi-chan. Everyone's worried about you.\Your friends will-\They're no friends of mine!\They already hate me, anyway!\You hate her?\How could they not after all the horrible things I've said?! response:	Did she?
context: No, leave me alone! You're annoying me.\You shouldn't be like that, Aoi-chan. Everyone's worried about you.\Your friends will-\They're no friends of mine!\They already hate me, anyway!\You hate her?\How could they not after all the horrible things I've said?!\Did she? response:	Like, annoying, stupid, and freaks.
context: You shouldn't be like that, Aoi-chan. Everyone's worried about you.\Your friends will-\They're no friends of mine!\They already hate me, anyway!\You hate her?\How could they not after all the horrible things I've said?!\Did she?\Like, annoying, stupid, and freaks. response:	We say that to each other all the time.
context: Your friends will-\They're no friends of mine!\They already hate me, anyway!\You hate her?\How could they not after all the horrible things I've said?!\Did she?\Like, annoying, stupid, and freaks.\We say that to each other all the time. response:	It's different from saying it amongst friends!
context: They're no friends of mine!\They already hate me, anyway!\You hate her?\How could they not after all the horrible things I've said?!\Did she?\Like, annoying, stupid, and freaks.\We say that to each other all the time.\It's different from saying it amongst friends! response:	It's no different at all.
context: They already hate me, anyway!\You hate her?\How could they not after all the horrible things I've said?!\Did she?\Like, annoying, stupid, and freaks.\We say that to each other all the time.\It's different from saying it amongst friends!\It's no different at all. response:	Because, you know,
context: You hate her?\How could they not after all the horrible things I've said?!\Did she?\Like, annoying, stupid, and freaks.\We say that to each other all the time.\It's different from saying it amongst friends!\It's no different at all.\Because, you know, response:	We like people who say what's on their mind.
context: How could they not after all the horrible things I've said?!\Did she?\Like, annoying, stupid, and freaks.\We say that to each other all the time.\It's different from saying it amongst friends!\It's no different at all.\Because, you know,\We like people who say what's on their mind. response:	Besides, Shiroyan really is a genuine idiot.
context: Did she?\Like, annoying, stupid, and freaks.\We say that to each other all the time.\It's different from saying it amongst friends!\It's no different at all.\Because, you know,\We like people who say what's on their mind.\Besides, Shiroyan really is a genuine idiot. response:	Kurotatsu is a hardcore freak, too.
context: Like, annoying, stupid, and freaks.\We say that to each other all the time.\It's different from saying it amongst friends!\It's no different at all.\Because, you know,\We like people who say what's on their mind.\Besides, Shiroyan really is a genuine idiot.\Kurotatsu is a hardcore freak, too. response:	It's really hard to be with them.
context: We say that to each other all the time.\It's different from saying it amongst friends!\It's no different at all.\Because, you know,\We like people who say what's on their mind.\Besides, Shiroyan really is a genuine idiot.\Kurotatsu is a hardcore freak, too.\It's really hard to be with them. response:	Why are you acting like you've got nothing to do with this?
context: It's different from saying it amongst friends!\It's no different at all.\Because, you know,\We like people who say what's on their mind.\Besides, Shiroyan really is a genuine idiot.\Kurotatsu is a hardcore freak, too.\It's really hard to be with them.\Why are you acting like you've got nothing to do with this? response:	You're the most messed up one out of all of us, you otaku!
context: It's no different at all.\Because, you know,\We like people who say what's on their mind.\Besides, Shiroyan really is a genuine idiot.\Kurotatsu is a hardcore freak, too.\It's really hard to be with them.\Why are you acting like you've got nothing to do with this?\You're the most messed up one out of all of us, you otaku! response:	That seriously hurts!
context: Because, you know,\We like people who say what's on their mind.\Besides, Shiroyan really is a genuine idiot.\Kurotatsu is a hardcore freak, too.\It's really hard to be with them.\Why are you acting like you've got nothing to do with this?\You're the most messed up one out of all of us, you otaku!\That seriously hurts! response:	Stop that...
context: We like people who say what's on their mind.\Besides, Shiroyan really is a genuine idiot.\Kurotatsu is a hardcore freak, too.\It's really hard to be with them.\Why are you acting like you've got nothing to do with this?\You're the most messed up one out of all of us, you otaku!\That seriously hurts!\Stop that... response:	Good grief, you guys!
context: Besides, Shiroyan really is a genuine idiot.\Kurotatsu is a hardcore freak, too.\It's really hard to be with them.\Why are you acting like you've got nothing to do with this?\You're the most messed up one out of all of us, you otaku!\That seriously hurts!\Stop that...\Good grief, you guys! response:	Misa-chan...
context: Kurotatsu is a hardcore freak, too.\It's really hard to be with them.\Why are you acting like you've got nothing to do with this?\You're the most messed up one out of all of us, you otaku!\That seriously hurts!\Stop that...\Good grief, you guys!\Misa-chan... response:	It's been a while.
context: It's really hard to be with them.\Why are you acting like you've got nothing to do with this?\You're the most messed up one out of all of us, you otaku!\That seriously hurts!\Stop that...\Good grief, you guys!\Misa-chan...\It's been a while. response:	Yup, it sure has.
