context: Original Translation by Triad/ Softsub by Urusai response:	Sign: Rumors about Yano...
context: The one who brings a soccer ball to recess, so all of the other kids cheer and go to the field to play.\And when that type of person leaves...\He's one of those types, and I...\Just kidding! If I talk about that moron any more, not only will my mouth rot, but so will my brain!\Bye!\So, what do you think of that?\What do you mean?\From that day forward, we were really busy looking for a good script... response:	Huh...? Our... our...
context: And when that type of person leaves...\He's one of those types, and I...\Just kidding! If I talk about that moron any more, not only will my mouth rot, but so will my brain!\Bye!\So, what do you think of that?\What do you mean?\From that day forward, we were really busy looking for a good script...\Huh...? Our... our... response:	There's a student council meeting during lunch tomorrow.
context: He's one of those types, and I...\Just kidding! If I talk about that moron any more, not only will my mouth rot, but so will my brain!\Bye!\So, what do you think of that?\What do you mean?\From that day forward, we were really busy looking for a good script...\Huh...? Our... our...\There's a student council meeting during lunch tomorrow. response:	They said they'll assign the classrooms for the festival.
context: Just kidding! If I talk about that moron any more, not only will my mouth rot, but so will my brain!\Bye!\So, what do you think of that?\What do you mean?\From that day forward, we were really busy looking for a good script...\Huh...? Our... our...\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival. response:	I forgot about it...
context: Bye!\So, what do you think of that?\What do you mean?\From that day forward, we were really busy looking for a good script...\Huh...? Our... our...\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I forgot about it... response:	I heard our class might not be able to put on a play after all.
context: So, what do you think of that?\What do you mean?\From that day forward, we were really busy looking for a good script...\Huh...? Our... our...\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I forgot about it...\I heard our class might not be able to put on a play after all. response:	Seriously?! That doesn't bother me one bit!
context: What do you mean?\From that day forward, we were really busy looking for a good script...\Huh...? Our... our...\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I forgot about it...\I heard our class might not be able to put on a play after all.\Seriously?! That doesn't bother me one bit! response:	Why, why?
context: From that day forward, we were really busy looking for a good script...\Huh...? Our... our...\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I forgot about it...\I heard our class might not be able to put on a play after all.\Seriously?! That doesn't bother me one bit!\Why, why? response:	I heard Takahashi forgot to go to the room assignment meeting, so we couldn't get a classroom.
context: Huh...? Our... our...\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I forgot about it...\I heard our class might not be able to put on a play after all.\Seriously?! That doesn't bother me one bit!\Why, why?\I heard Takahashi forgot to go to the room assignment meeting, so we couldn't get a classroom. response:	We're not completely out of a classroom yet.
context: There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I forgot about it...\I heard our class might not be able to put on a play after all.\Seriously?! That doesn't bother me one bit!\Why, why?\I heard Takahashi forgot to go to the room assignment meeting, so we couldn't get a classroom.\We're not completely out of a classroom yet. response:	There are still open classrooms in the third building.
context: They said they'll assign the classrooms for the festival.\I forgot about it...\I heard our class might not be able to put on a play after all.\Seriously?! That doesn't bother me one bit!\Why, why?\I heard Takahashi forgot to go to the room assignment meeting, so we couldn't get a classroom.\We're not completely out of a classroom yet.\There are still open classrooms in the third building. response:	The third building? That's totally far away from everything!
context: I forgot about it...\I heard our class might not be able to put on a play after all.\Seriously?! That doesn't bother me one bit!\Why, why?\I heard Takahashi forgot to go to the room assignment meeting, so we couldn't get a classroom.\We're not completely out of a classroom yet.\There are still open classrooms in the third building.\The third building? That's totally far away from everything! response:	Nobody would come to that run-down building, anyway!
context: I heard our class might not be able to put on a play after all.\Seriously?! That doesn't bother me one bit!\Why, why?\I heard Takahashi forgot to go to the room assignment meeting, so we couldn't get a classroom.\We're not completely out of a classroom yet.\There are still open classrooms in the third building.\The third building? That's totally far away from everything!\Nobody would come to that run-down building, anyway! response:	I just can't get into this anymore.
context: Seriously?! That doesn't bother me one bit!\Why, why?\I heard Takahashi forgot to go to the room assignment meeting, so we couldn't get a classroom.\We're not completely out of a classroom yet.\There are still open classrooms in the third building.\The third building? That's totally far away from everything!\Nobody would come to that run-down building, anyway!\I just can't get into this anymore. response:	What was that girl doing?
context: Why, why?\I heard Takahashi forgot to go to the room assignment meeting, so we couldn't get a classroom.\We're not completely out of a classroom yet.\There are still open classrooms in the third building.\The third building? That's totally far away from everything!\Nobody would come to that run-down building, anyway!\I just can't get into this anymore.\What was that girl doing? response:	It's not Nana's fault! I heard the person deciding who goes where forgot about our class.
context: I heard Takahashi forgot to go to the room assignment meeting, so we couldn't get a classroom.\We're not completely out of a classroom yet.\There are still open classrooms in the third building.\The third building? That's totally far away from everything!\Nobody would come to that run-down building, anyway!\I just can't get into this anymore.\What was that girl doing?\It's not Nana's fault! I heard the person deciding who goes where forgot about our class. response:	Nana tried her hardest to protest, but she was told it was too late to move things around.
context: We're not completely out of a classroom yet.\There are still open classrooms in the third building.\The third building? That's totally far away from everything!\Nobody would come to that run-down building, anyway!\I just can't get into this anymore.\What was that girl doing?\It's not Nana's fault! I heard the person deciding who goes where forgot about our class.\Nana tried her hardest to protest, but she was told it was too late to move things around. response:	They didn't listen to her at all... they said it was her fault for missing the assignment meeting.
context: There are still open classrooms in the third building.\The third building? That's totally far away from everything!\Nobody would come to that run-down building, anyway!\I just can't get into this anymore.\What was that girl doing?\It's not Nana's fault! I heard the person deciding who goes where forgot about our class.\Nana tried her hardest to protest, but she was told it was too late to move things around.\They didn't listen to her at all... they said it was her fault for missing the assignment meeting. response:	Takahashi.
context: The third building? That's totally far away from everything!\Nobody would come to that run-down building, anyway!\I just can't get into this anymore.\What was that girl doing?\It's not Nana's fault! I heard the person deciding who goes where forgot about our class.\Nana tried her hardest to protest, but she was told it was too late to move things around.\They didn't listen to her at all... they said it was her fault for missing the assignment meeting.\Takahashi. response:	When's the meeting today?
context: Nobody would come to that run-down building, anyway!\I just can't get into this anymore.\What was that girl doing?\It's not Nana's fault! I heard the person deciding who goes where forgot about our class.\Nana tried her hardest to protest, but she was told it was too late to move things around.\They didn't listen to her at all... they said it was her fault for missing the assignment meeting.\Takahashi.\When's the meeting today? response:	It should've just ended...
context: I just can't get into this anymore.\What was that girl doing?\It's not Nana's fault! I heard the person deciding who goes where forgot about our class.\Nana tried her hardest to protest, but she was told it was too late to move things around.\They didn't listen to her at all... they said it was her fault for missing the assignment meeting.\Takahashi.\When's the meeting today?\It should've just ended... response:	You think some people will still be around?
context: What was that girl doing?\It's not Nana's fault! I heard the person deciding who goes where forgot about our class.\Nana tried her hardest to protest, but she was told it was too late to move things around.\They didn't listen to her at all... they said it was her fault for missing the assignment meeting.\Takahashi.\When's the meeting today?\It should've just ended...\You think some people will still be around? response:	Probably.
context: It's not Nana's fault! I heard the person deciding who goes where forgot about our class.\Nana tried her hardest to protest, but she was told it was too late to move things around.\They didn't listen to her at all... they said it was her fault for missing the assignment meeting.\Takahashi.\When's the meeting today?\It should've just ended...\You think some people will still be around?\Probably. response:	I'll go.
context: Nana tried her hardest to protest, but she was told it was too late to move things around.\They didn't listen to her at all... they said it was her fault for missing the assignment meeting.\Takahashi.\When's the meeting today?\It should've just ended...\You think some people will still be around?\Probably.\I'll go. response:	But...!
context: They didn't listen to her at all... they said it was her fault for missing the assignment meeting.\Takahashi.\When's the meeting today?\It should've just ended...\You think some people will still be around?\Probably.\I'll go.\But...! response:	It'll be fine. If anything happens, I'll take responsibility.
context: Takahashi.\When's the meeting today?\It should've just ended...\You think some people will still be around?\Probably.\I'll go.\But...!\It'll be fine. If anything happens, I'll take responsibility. response:	You don't have to worry about a thing.
context: When's the meeting today?\It should've just ended...\You think some people will still be around?\Probably.\I'll go.\But...!\It'll be fine. If anything happens, I'll take responsibility.\You don't have to worry about a thing. response:	You don't have to worry about a thing.
context: It should've just ended...\You think some people will still be around?\Probably.\I'll go.\But...!\It'll be fine. If anything happens, I'll take responsibility.\You don't have to worry about a thing.\You don't have to worry about a thing. response:	About the classroom distribution...
context: You think some people will still be around?\Probably.\I'll go.\But...!\It'll be fine. If anything happens, I'll take responsibility.\You don't have to worry about a thing.\You don't have to worry about a thing.\About the classroom distribution... response:	Yano and I... are different.
context: Probably.\I'll go.\But...!\It'll be fine. If anything happens, I'll take responsibility.\You don't have to worry about a thing.\You don't have to worry about a thing.\About the classroom distribution...\Yano and I... are different. response:	What? I'm telling you, it's already been decided. Just use one of the leftover rooms.
context: I'll go.\But...!\It'll be fine. If anything happens, I'll take responsibility.\You don't have to worry about a thing.\You don't have to worry about a thing.\About the classroom distribution...\Yano and I... are different.\What? I'm telling you, it's already been decided. Just use one of the leftover rooms. response:	I'm telling you the leftovers are no good, so change it.
context: But...!\It'll be fine. If anything happens, I'll take responsibility.\You don't have to worry about a thing.\You don't have to worry about a thing.\About the classroom distribution...\Yano and I... are different.\What? I'm telling you, it's already been decided. Just use one of the leftover rooms.\I'm telling you the leftovers are no good, so change it. response:	Yano has a different way of thinking than most people...
context: It'll be fine. If anything happens, I'll take responsibility.\You don't have to worry about a thing.\You don't have to worry about a thing.\About the classroom distribution...\Yano and I... are different.\What? I'm telling you, it's already been decided. Just use one of the leftover rooms.\I'm telling you the leftovers are no good, so change it.\Yano has a different way of thinking than most people... response:	I wonder when I began getting that feeling from him...
context: You don't have to worry about a thing.\You don't have to worry about a thing.\About the classroom distribution...\Yano and I... are different.\What? I'm telling you, it's already been decided. Just use one of the leftover rooms.\I'm telling you the leftovers are no good, so change it.\Yano has a different way of thinking than most people...\I wonder when I began getting that feeling from him... response:	Even though he's totally irresponsible, he's serious.
context: You don't have to worry about a thing.\About the classroom distribution...\Yano and I... are different.\What? I'm telling you, it's already been decided. Just use one of the leftover rooms.\I'm telling you the leftovers are no good, so change it.\Yano has a different way of thinking than most people...\I wonder when I began getting that feeling from him...\Even though he's totally irresponsible, he's serious. response:	Even though he cuts corners, he's confident.
context: About the classroom distribution...\Yano and I... are different.\What? I'm telling you, it's already been decided. Just use one of the leftover rooms.\I'm telling you the leftovers are no good, so change it.\Yano has a different way of thinking than most people...\I wonder when I began getting that feeling from him...\Even though he's totally irresponsible, he's serious.\Even though he cuts corners, he's confident. response:	The first school building was impossible to get, but...
context: Yano and I... are different.\What? I'm telling you, it's already been decided. Just use one of the leftover rooms.\I'm telling you the leftovers are no good, so change it.\Yano has a different way of thinking than most people...\I wonder when I began getting that feeling from him...\Even though he's totally irresponsible, he's serious.\Even though he cuts corners, he's confident.\The first school building was impossible to get, but... response:	Why do you keep... contradicting yourself, Yano?
context: What? I'm telling you, it's already been decided. Just use one of the leftover rooms.\I'm telling you the leftovers are no good, so change it.\Yano has a different way of thinking than most people...\I wonder when I began getting that feeling from him...\Even though he's totally irresponsible, he's serious.\Even though he cuts corners, he's confident.\The first school building was impossible to get, but...\Why do you keep... contradicting yourself, Yano? response:	I thought... you weren't going to clean up after my messes anymore.
context: I'm telling you the leftovers are no good, so change it.\Yano has a different way of thinking than most people...\I wonder when I began getting that feeling from him...\Even though he's totally irresponsible, he's serious.\Even though he cuts corners, he's confident.\The first school building was impossible to get, but...\Why do you keep... contradicting yourself, Yano?\I thought... you weren't going to clean up after my messes anymore. response:	In the end, I'm just too full of pride, too weak-minded, everyone's friend...
context: Yano has a different way of thinking than most people...\I wonder when I began getting that feeling from him...\Even though he's totally irresponsible, he's serious.\Even though he cuts corners, he's confident.\The first school building was impossible to get, but...\Why do you keep... contradicting yourself, Yano?\I thought... you weren't going to clean up after my messes anymore.\In the end, I'm just too full of pride, too weak-minded, everyone's friend... response:	What's up with that?
context: I wonder when I began getting that feeling from him...\Even though he's totally irresponsible, he's serious.\Even though he cuts corners, he's confident.\The first school building was impossible to get, but...\Why do you keep... contradicting yourself, Yano?\I thought... you weren't going to clean up after my messes anymore.\In the end, I'm just too full of pride, too weak-minded, everyone's friend...\What's up with that? response:	They all mean someone who's too softhearted!
context: Even though he's totally irresponsible, he's serious.\Even though he cuts corners, he's confident.\The first school building was impossible to get, but...\Why do you keep... contradicting yourself, Yano?\I thought... you weren't going to clean up after my messes anymore.\In the end, I'm just too full of pride, too weak-minded, everyone's friend...\What's up with that?\They all mean someone who's too softhearted! response:	I have no eye for anything... I confess my love too quickly... I rely on people too much...
context: Even though he cuts corners, he's confident.\The first school building was impossible to get, but...\Why do you keep... contradicting yourself, Yano?\I thought... you weren't going to clean up after my messes anymore.\In the end, I'm just too full of pride, too weak-minded, everyone's friend...\What's up with that?\They all mean someone who's too softhearted!\I have no eye for anything... I confess my love too quickly... I rely on people too much... response:	In other words, a...
context: The first school building was impossible to get, but...\Why do you keep... contradicting yourself, Yano?\I thought... you weren't going to clean up after my messes anymore.\In the end, I'm just too full of pride, too weak-minded, everyone's friend...\What's up with that?\They all mean someone who's too softhearted!\I have no eye for anything... I confess my love too quickly... I rely on people too much...\In other words, a... response:	Moron?
context: Why do you keep... contradicting yourself, Yano?\I thought... you weren't going to clean up after my messes anymore.\In the end, I'm just too full of pride, too weak-minded, everyone's friend...\What's up with that?\They all mean someone who's too softhearted!\I have no eye for anything... I confess my love too quickly... I rely on people too much...\In other words, a...\Moron? response:	Yeah...
context: I thought... you weren't going to clean up after my messes anymore.\In the end, I'm just too full of pride, too weak-minded, everyone's friend...\What's up with that?\They all mean someone who's too softhearted!\I have no eye for anything... I confess my love too quickly... I rely on people too much...\In other words, a...\Moron?\Yeah... response:	I'm not trying to put on a comic skit here!
context: In the end, I'm just too full of pride, too weak-minded, everyone's friend...\What's up with that?\They all mean someone who's too softhearted!\I have no eye for anything... I confess my love too quickly... I rely on people too much...\In other words, a...\Moron?\Yeah...\I'm not trying to put on a comic skit here! response:	I don't think that's so bad, though.
context: What's up with that?\They all mean someone who's too softhearted!\I have no eye for anything... I confess my love too quickly... I rely on people too much...\In other words, a...\Moron?\Yeah...\I'm not trying to put on a comic skit here!\I don't think that's so bad, though. response:	What's not?
context: They all mean someone who's too softhearted!\I have no eye for anything... I confess my love too quickly... I rely on people too much...\In other words, a...\Moron?\Yeah...\I'm not trying to put on a comic skit here!\I don't think that's so bad, though.\What's not? response:	Being softhearted.
context: I have no eye for anything... I confess my love too quickly... I rely on people too much...\In other words, a...\Moron?\Yeah...\I'm not trying to put on a comic skit here!\I don't think that's so bad, though.\What's not?\Being softhearted. response:	And...
context: In other words, a...\Moron?\Yeah...\I'm not trying to put on a comic skit here!\I don't think that's so bad, though.\What's not?\Being softhearted.\And... response:	I don't think confessing...
context: Moron?\Yeah...\I'm not trying to put on a comic skit here!\I don't think that's so bad, though.\What's not?\Being softhearted.\And...\I don't think confessing... response:	What...do you mean by that?
context: Yeah...\I'm not trying to put on a comic skit here!\I don't think that's so bad, though.\What's not?\Being softhearted.\And...\I don't think confessing...\What...do you mean by that? response:	Huh? Who knows?
context: I'm not trying to put on a comic skit here!\I don't think that's so bad, though.\What's not?\Being softhearted.\And...\I don't think confessing...\What...do you mean by that?\Huh? Who knows? response:	Why do you always evade the important questions by saying things like who knows? or I dunno?
context: I don't think that's so bad, though.\What's not?\Being softhearted.\And...\I don't think confessing...\What...do you mean by that?\Huh? Who knows?\Why do you always evade the important questions by saying things like who knows? or I dunno? response:	I don't.
context: What's not?\Being softhearted.\And...\I don't think confessing...\What...do you mean by that?\Huh? Who knows?\Why do you always evade the important questions by saying things like who knows? or I dunno?\I don't. response:	You can call it irresponsible or whatever.
context: Being softhearted.\And...\I don't think confessing...\What...do you mean by that?\Huh? Who knows?\Why do you always evade the important questions by saying things like who knows? or I dunno?\I don't.\You can call it irresponsible or whatever. response:	You can call it whatever you want, but...
context: And...\I don't think confessing...\What...do you mean by that?\Huh? Who knows?\Why do you always evade the important questions by saying things like who knows? or I dunno?\I don't.\You can call it irresponsible or whatever.\You can call it whatever you want, but... response:	But?
context: I don't think confessing...\What...do you mean by that?\Huh? Who knows?\Why do you always evade the important questions by saying things like who knows? or I dunno?\I don't.\You can call it irresponsible or whatever.\You can call it whatever you want, but...\But? response:	But...
context: What...do you mean by that?\Huh? Who knows?\Why do you always evade the important questions by saying things like who knows? or I dunno?\I don't.\You can call it irresponsible or whatever.\You can call it whatever you want, but...\But?\But... response:	Aren't I all right the way I am, not knowing?
context: Huh? Who knows?\Why do you always evade the important questions by saying things like who knows? or I dunno?\I don't.\You can call it irresponsible or whatever.\You can call it whatever you want, but...\But?\But...\Aren't I all right the way I am, not knowing? response:	There he goes...
context: Why do you always evade the important questions by saying things like who knows? or I dunno?\I don't.\You can call it irresponsible or whatever.\You can call it whatever you want, but...\But?\But...\Aren't I all right the way I am, not knowing?\There he goes... response:	He's saying it again...
context: I don't.\You can call it irresponsible or whatever.\You can call it whatever you want, but...\But?\But...\Aren't I all right the way I am, not knowing?\There he goes...\He's saying it again... response:	He's contradicting himself again...
context: You can call it irresponsible or whatever.\You can call it whatever you want, but...\But?\But...\Aren't I all right the way I am, not knowing?\There he goes...\He's saying it again...\He's contradicting himself again... response:	But...
context: You can call it whatever you want, but...\But?\But...\Aren't I all right the way I am, not knowing?\There he goes...\He's saying it again...\He's contradicting himself again...\But... response:	Yeah... he might just be all right the way he is...
context: But?\But...\Aren't I all right the way I am, not knowing?\There he goes...\He's saying it again...\He's contradicting himself again...\But...\Yeah... he might just be all right the way he is... response:	Koko ni ite itsudemo
context: But...\Aren't I all right the way I am, not knowing?\There he goes...\He's saying it again...\He's contradicting himself again...\But...\Yeah... he might just be all right the way he is...\Koko ni ite itsudemo response:	Koko ni ite watashi wo
context: Aren't I all right the way I am, not knowing?\There he goes...\He's saying it again...\He's contradicting himself again...\But...\Yeah... he might just be all right the way he is...\Koko ni ite itsudemo\Koko ni ite watashi wo response:	Koko ni ite miteite
context: There he goes...\He's saying it again...\He's contradicting himself again...\But...\Yeah... he might just be all right the way he is...\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite response:	Kono mama zutto
context: He's saying it again...\He's contradicting himself again...\But...\Yeah... he might just be all right the way he is...\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto response:	Te no hira no naka
context: He's contradicting himself again...\But...\Yeah... he might just be all right the way he is...\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka response:	afuredashisou na
context: But...\Yeah... he might just be all right the way he is...\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\afuredashisou na response:	Anata ga kureta hajimete
context: Yeah... he might just be all right the way he is...\Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\afuredashisou na\Anata ga kureta hajimete response:	Watashi hitori ja kokoro ga yuretara
context: Koko ni ite itsudemo\Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara response:	Minna koborete shimau
context: Koko ni ite watashi wo\Koko ni ite miteite\Kono mama zutto\Te no hira no naka\afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau response:	Anata no ookina te de
context: Koko ni ite miteite\Kono mama zutto\Te no hira no naka\afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de response:	Watashi goto tsukamaeteite
context: Kono mama zutto\Te no hira no naka\afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite response:	Konna ni mo konna ni mo
context: Te no hira no naka\afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo response:	Tayorinai watashi no koto wo
context: afuredashisou na\Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo response:	Dakedo ima wa anata no te wa
context: Anata ga kureta hajimete\Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa response:	sukoshi tookute
context: Watashi hitori ja kokoro ga yuretara\Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute response:	Koko ni ite yasashiku
context: Minna koborete shimau\Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku response:	Koko ni ite anata no
context: Anata no ookina te de\Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no response:	Koko ni ite sono te de
context: Watashi goto tsukamaeteite\Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de response:	Tsutsundeite ne
context: Konna ni mo konna ni mo\Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne response:	Itsumo hitori de aruiteru michi ha
context: Tayorinai watashi no koto wo\Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha response:	Hirosugite samishii dake
context: Dakedo ima wa anata no te wa\sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake response:	Futari de arukeba shiawasena kimochi
context: sukoshi tookute\Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi response:	Sore dake de ippai yo
context: Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo response:	Anata ga egao dattara
context: Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara response:	Watashi mo onaji de itai
context: Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai response:	Watashi dake furuete shimau
context: Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai\Watashi dake furuete shimau response:	Kaze yo douka suki no kimochi
context: Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai\Watashi dake furuete shimau\Kaze yo douka suki no kimochi response:	sotto tsutaete
context: Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai\Watashi dake furuete shimau\Kaze yo douka suki no kimochi\sotto tsutaete response:	Be here... always...
context: Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai\Watashi dake furuete shimau\Kaze yo douka suki no kimochi\sotto tsutaete\Be here... always... response:	Be here... look...
context: Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai\Watashi dake furuete shimau\Kaze yo douka suki no kimochi\sotto tsutaete\Be here... always...\Be here... look... response:	Be here... at me...
context: Anata ga egao dattara\Watashi mo onaji de itai\Watashi dake furuete shimau\Kaze yo douka suki no kimochi\sotto tsutaete\Be here... always...\Be here... look...\Be here... at me... response:	Just like this, forever...
context: Watashi mo onaji de itai\Watashi dake furuete shimau\Kaze yo douka suki no kimochi\sotto tsutaete\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever... response:	The first time you gave me
context: Watashi dake furuete shimau\Kaze yo douka suki no kimochi\sotto tsutaete\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me response:	seems like it's going
context: Kaze yo douka suki no kimochi\sotto tsutaete\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going response:	to overflow in the palm of my hand.
context: sotto tsutaete\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand. response:	If my heart wavered alone,
context: Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone, response:	it seems like everyone would vanish.
context: Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone,\it seems like everyone would vanish. response:	On that day, you
context: Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone,\it seems like everyone would vanish.\On that day, you response:	took hold of me
context: Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone,\it seems like everyone would vanish.\On that day, you\took hold of me response:	even though, even though
context: The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone,\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though response:	I'm so unreliable.
context: seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone,\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though\I'm so unreliable. response:	But you still stretched out your
context: to overflow in the palm of my hand.\If my heart wavered alone,\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your response:	arm and hand to me, just a little bit.
context: If my heart wavered alone,\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit. response:	Be here... with that...
context: it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that... response:	Be here... gentle hand...
context: On that day, you\took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand... response:	Be here... of yours...
context: took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand...\Be here... of yours... response:	and embrace me.
context: even though, even though\I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand...\Be here... of yours...\and embrace me. response:	The path I always walk alone
context: I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand...\Be here... of yours...\and embrace me.\The path I always walk alone response:	is too wide, and only makes me lonely.
context: But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand...\Be here... of yours...\and embrace me.\The path I always walk alone\is too wide, and only makes me lonely. response:	If we walked together, I'd be filled
context: arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand...\Be here... of yours...\and embrace me.\The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled response:	with happiness, and that'd be just fine.
context: Be here... with that...\Be here... gentle hand...\Be here... of yours...\and embrace me.\The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine. response:	If you're smiling,
