context: Sosomme Tiextrira! response:	It's upside-down!
context: Grasping this future comes at a cost.\Surrender your past.\Erase your unneeded past.\Wait!\Don't erase it!\It's full of failures and mistakes I've made, but I don't want it to be erased!\Why? There is no value in retaining it.\The tears and frustration and laughter, they're all part of me! response:	It's my life, and it doesn't belong to anybody else!
context: Surrender your past.\Erase your unneeded past.\Wait!\Don't erase it!\It's full of failures and mistakes I've made, but I don't want it to be erased!\Why? There is no value in retaining it.\The tears and frustration and laughter, they're all part of me!\It's my life, and it doesn't belong to anybody else! response:	I've lived it as hard as I could!
context: Erase your unneeded past.\Wait!\Don't erase it!\It's full of failures and mistakes I've made, but I don't want it to be erased!\Why? There is no value in retaining it.\The tears and frustration and laughter, they're all part of me!\It's my life, and it doesn't belong to anybody else!\I've lived it as hard as I could! response:	I won't erase it!
context: Wait!\Don't erase it!\It's full of failures and mistakes I've made, but I don't want it to be erased!\Why? There is no value in retaining it.\The tears and frustration and laughter, they're all part of me!\It's my life, and it doesn't belong to anybody else!\I've lived it as hard as I could!\I won't erase it! response:	Are you certain?
context: Don't erase it!\It's full of failures and mistakes I've made, but I don't want it to be erased!\Why? There is no value in retaining it.\The tears and frustration and laughter, they're all part of me!\It's my life, and it doesn't belong to anybody else!\I've lived it as hard as I could!\I won't erase it!\Are you certain? response:	Will you give up on becoming Chariot?
context: It's full of failures and mistakes I've made, but I don't want it to be erased!\Why? There is no value in retaining it.\The tears and frustration and laughter, they're all part of me!\It's my life, and it doesn't belong to anybody else!\I've lived it as hard as I could!\I won't erase it!\Are you certain?\Will you give up on becoming Chariot? response:	I won't!
context: Why? There is no value in retaining it.\The tears and frustration and laughter, they're all part of me!\It's my life, and it doesn't belong to anybody else!\I've lived it as hard as I could!\I won't erase it!\Are you certain?\Will you give up on becoming Chariot?\I won't! response:	I'll work hard and become an amazing witch!
context: The tears and frustration and laughter, they're all part of me!\It's my life, and it doesn't belong to anybody else!\I've lived it as hard as I could!\I won't erase it!\Are you certain?\Will you give up on becoming Chariot?\I won't!\I'll work hard and become an amazing witch! response:	It's just like Professor told me.
context: It's my life, and it doesn't belong to anybody else!\I've lived it as hard as I could!\I won't erase it!\Are you certain?\Will you give up on becoming Chariot?\I won't!\I'll work hard and become an amazing witch!\It's just like Professor told me. response:	That which is dreamed cannot be grasped.
context: I've lived it as hard as I could!\I won't erase it!\Are you certain?\Will you give up on becoming Chariot?\I won't!\I'll work hard and become an amazing witch!\It's just like Professor told me.\That which is dreamed cannot be grasped. response:	But work towards it, day after day, and you will find it in your hands!
context: I won't erase it!\Are you certain?\Will you give up on becoming Chariot?\I won't!\I'll work hard and become an amazing witch!\It's just like Professor told me.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands! response:	Phaidoari...
context: Are you certain?\Will you give up on becoming Chariot?\I won't!\I'll work hard and become an amazing witch!\It's just like Professor told me.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands!\Phaidoari... response:	Afairrynghor!
context: Will you give up on becoming Chariot?\I won't!\I'll work hard and become an amazing witch!\It's just like Professor told me.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands!\Phaidoari...\Afairrynghor! response:	It has been a while.
context: I won't!\I'll work hard and become an amazing witch!\It's just like Professor told me.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands!\Phaidoari...\Afairrynghor!\It has been a while. response:	Quite a few years have passed since we last met, Professor Woodward.
context: I'll work hard and become an amazing witch!\It's just like Professor told me.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands!\Phaidoari...\Afairrynghor!\It has been a while.\Quite a few years have passed since we last met, Professor Woodward. response:	Is that you, Chariot?
context: It's just like Professor told me.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands!\Phaidoari...\Afairrynghor!\It has been a while.\Quite a few years have passed since we last met, Professor Woodward.\Is that you, Chariot? response:	It appears the lost Claiomh Solais has been revived.
context: That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands!\Phaidoari...\Afairrynghor!\It has been a while.\Quite a few years have passed since we last met, Professor Woodward.\Is that you, Chariot?\It appears the lost Claiomh Solais has been revived. response:	I see you were testing her.
context: But work towards it, day after day, and you will find it in your hands!\Phaidoari...\Afairrynghor!\It has been a while.\Quite a few years have passed since we last met, Professor Woodward.\Is that you, Chariot?\It appears the lost Claiomh Solais has been revived.\I see you were testing her. response:	Just as you did of me.
context: Phaidoari...\Afairrynghor!\It has been a while.\Quite a few years have passed since we last met, Professor Woodward.\Is that you, Chariot?\It appears the lost Claiomh Solais has been revived.\I see you were testing her.\Just as you did of me. response:	She's quite the stubborn one.
context: Afairrynghor!\It has been a while.\Quite a few years have passed since we last met, Professor Woodward.\Is that you, Chariot?\It appears the lost Claiomh Solais has been revived.\I see you were testing her.\Just as you did of me.\She's quite the stubborn one. response:	She revived a Word.
context: It has been a while.\Quite a few years have passed since we last met, Professor Woodward.\Is that you, Chariot?\It appears the lost Claiomh Solais has been revived.\I see you were testing her.\Just as you did of me.\She's quite the stubborn one.\She revived a Word. response:	Phaidoari Afairrynghor.
context: Quite a few years have passed since we last met, Professor Woodward.\Is that you, Chariot?\It appears the lost Claiomh Solais has been revived.\I see you were testing her.\Just as you did of me.\She's quite the stubborn one.\She revived a Word.\Phaidoari Afairrynghor. response:	Akko revived the first Word as well.
context: Is that you, Chariot?\It appears the lost Claiomh Solais has been revived.\I see you were testing her.\Just as you did of me.\She's quite the stubborn one.\She revived a Word.\Phaidoari Afairrynghor.\Akko revived the first Word as well. response:	With this, she has also revived the second.
context: It appears the lost Claiomh Solais has been revived.\I see you were testing her.\Just as you did of me.\She's quite the stubborn one.\She revived a Word.\Phaidoari Afairrynghor.\Akko revived the first Word as well.\With this, she has also revived the second. response:	There are seven Words of Arcturus in total.
context: I see you were testing her.\Just as you did of me.\She's quite the stubborn one.\She revived a Word.\Phaidoari Afairrynghor.\Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total. response:	Revive the remaining Words.
context: Just as you did of me.\She's quite the stubborn one.\She revived a Word.\Phaidoari Afairrynghor.\Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words. response:	Chariot.
context: She's quite the stubborn one.\She revived a Word.\Phaidoari Afairrynghor.\Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot. response:	You will aid her.
context: She revived a Word.\Phaidoari Afairrynghor.\Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot.\You will aid her. response:	Akko, I promise to tell you the truth one day.
context: Phaidoari Afairrynghor.\Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot.\You will aid her.\Akko, I promise to tell you the truth one day. response:	I lost sight of everything else
context: Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot.\You will aid her.\Akko, I promise to tell you the truth one day.\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot.\You will aid her.\Akko, I promise to tell you the truth one day.\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot.\You will aid her.\Akko, I promise to tell you the truth one day.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Revive the remaining Words.\Chariot.\You will aid her.\Akko, I promise to tell you the truth one day.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Chariot.\You will aid her.\Akko, I promise to tell you the truth one day.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: You will aid her.\Akko, I promise to tell you the truth one day.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	Chasing after a shooting star
context: Akko, I promise to tell you the truth one day.\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Longing to know more about this world
context: muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Just wishing won't make it come true
context: nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	But if you only push open the door
context: hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	You'll be one step closer
context: kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	You're not the only one who believes in the future
context: chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	The scenery may be ever-changing
context: machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	But under this shining sky
context: mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	I'll never let go of the treasures we collected together
context: keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together response:	meguriatta takaramono itsumademo hanasanai yo
context: But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo response:	I'll never let go of the treasures we collected together
context: kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together response:	meguriatta takaramono itsumademo hanasanai yo
context: But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo response:	I'll never let go of the treasures we collected together
context: kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together response:	meguriatta takaramono itsumademo hanasanai yo
context: But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo response:	Through the tears and laughter, eating and sleeping
context: kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping response:	sou naite waratte tabete nete mo
context: I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo response:	Through the tears and laughter, eating and sleeping
context: meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping response:	sou naite waratte tabete nete mo
context: I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo response:	Through the tears and laughter, eating and sleeping
context: meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping response:	sou naite waratte tabete nete mo
context: I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo response:	And all of the times we were beset by worries
context: meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries response:	kuyo kuyo shichaisou na toki demo
context: Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo response:	And all of the times we were beset by worries
context: sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries response:	kuyo kuyo shichaisou na toki demo
context: Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo response:	And all of the times we were beset by worries
