context: 5 Days Until Christmas response:	Isn't Christmas great?
context: If I can't fly anymore, I can't be by my lord's side.\Right now,\I still can't be with him.\I got three salted salmons at Shopping Street 8.\I'm sure Sou will be happy!\Santa?\Enheart Nelreth/ Samurai\No, it's not! response:	A PKer?
context: Right now,\I still can't be with him.\I got three salted salmons at Shopping Street 8.\I'm sure Sou will be happy!\Santa?\Enheart Nelreth/ Samurai\No, it's not!\A PKer? response:	But there's no fighting allowed inside towns!
context: I still can't be with him.\I got three salted salmons at Shopping Street 8.\I'm sure Sou will be happy!\Santa?\Enheart Nelreth/ Samurai\No, it's not!\A PKer?\But there's no fighting allowed inside towns! response:	The Royal Guard isn't coming.
context: I got three salted salmons at Shopping Street 8.\I'm sure Sou will be happy!\Santa?\Enheart Nelreth/ Samurai\No, it's not!\A PKer?\But there's no fighting allowed inside towns!\The Royal Guard isn't coming. response:	It's okay.
context: I'm sure Sou will be happy!\Santa?\Enheart Nelreth/ Samurai\No, it's not!\A PKer?\But there's no fighting allowed inside towns!\The Royal Guard isn't coming.\It's okay. response:	I'm the West Wind Brigade's second captain for a reason!
context: Santa?\Enheart Nelreth/ Samurai\No, it's not!\A PKer?\But there's no fighting allowed inside towns!\The Royal Guard isn't coming.\It's okay.\I'm the West Wind Brigade's second captain for a reason! response:	There's no way I can lose!
context: Enheart Nelreth/ Samurai\No, it's not!\A PKer?\But there's no fighting allowed inside towns!\The Royal Guard isn't coming.\It's okay.\I'm the West Wind Brigade's second captain for a reason!\There's no way I can lose! response:	When his dear friend is wounded, Soujirou's rage silently rises.
context: No, it's not!\A PKer?\But there's no fighting allowed inside towns!\The Royal Guard isn't coming.\It's okay.\I'm the West Wind Brigade's second captain for a reason!\There's no way I can lose!\When his dear friend is wounded, Soujirou's rage silently rises. response:	Lenessia is forced to make an important decision.
context: A PKer?\But there's no fighting allowed inside towns!\The Royal Guard isn't coming.\It's okay.\I'm the West Wind Brigade's second captain for a reason!\There's no way I can lose!\When his dear friend is wounded, Soujirou's rage silently rises.\Lenessia is forced to make an important decision. response:	Akatsuki runs through the city, lost in thought.
context: But there's no fighting allowed inside towns!\The Royal Guard isn't coming.\It's okay.\I'm the West Wind Brigade's second captain for a reason!\There's no way I can lose!\When his dear friend is wounded, Soujirou's rage silently rises.\Lenessia is forced to make an important decision.\Akatsuki runs through the city, lost in thought. response:	As the snow falls, the battle with the murderer finally begins.
context: The Royal Guard isn't coming.\It's okay.\I'm the West Wind Brigade's second captain for a reason!\There's no way I can lose!\When his dear friend is wounded, Soujirou's rage silently rises.\Lenessia is forced to make an important decision.\Akatsuki runs through the city, lost in thought.\As the snow falls, the battle with the murderer finally begins. response:	What secret of the Teachings does Soujirou share with Akatsuki?
context: It's okay.\I'm the West Wind Brigade's second captain for a reason!\There's no way I can lose!\When his dear friend is wounded, Soujirou's rage silently rises.\Lenessia is forced to make an important decision.\Akatsuki runs through the city, lost in thought.\As the snow falls, the battle with the murderer finally begins.\What secret of the Teachings does Soujirou share with Akatsuki? response:	Next time: Christmas Eve.
context: I'm the West Wind Brigade's second captain for a reason!\There's no way I can lose!\When his dear friend is wounded, Soujirou's rage silently rises.\Lenessia is forced to make an important decision.\Akatsuki runs through the city, lost in thought.\As the snow falls, the battle with the murderer finally begins.\What secret of the Teachings does Soujirou share with Akatsuki?\Next time: Christmas Eve. response:	Christmas Eve
context: There's no way I can lose!\When his dear friend is wounded, Soujirou's rage silently rises.\Lenessia is forced to make an important decision.\Akatsuki runs through the city, lost in thought.\As the snow falls, the battle with the murderer finally begins.\What secret of the Teachings does Soujirou share with Akatsuki?\Next time: Christmas Eve.\Christmas Eve response:	Rise up once more.
