context: Signs response:	Point
context: demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai response:	And still I want to see you
context: demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you response:	kimi ga sou saseta
context: And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta response:	You did this to me
context: demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me response:	kimi ga sou saseta
context: And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta response:	You did this to me
context: And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me response:	kimi ga sou saseta
context: demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta response:	You did this to me
context: demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me response:	koi ga yokubari da ne
context: And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne response:	Love is greedy
context: kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy response:	koi ga yokubari da ne Love is greedy
context: You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy response:	koi ga yokubari da ne Love is greedy
context: kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy response:	tobihanesou na kokoro no
context: You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no response:	My heart seems to hop with glee
context: kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee response:	yuku mama ni yukou yo
context: You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo response:	So I'll let it guide me
context: koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
context: koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
context: tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
context: yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me response:	risou mo mousou mo genjitsu mo
context: So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo response:	My ideals, delusions and reality
context: yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality response:	subete kimi wo jiku ni mawaru
context: So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru response:	Are all about you
context: yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you response:	atarashii sekai he
context: So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he response:	Changing into a new world
context: yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he\Changing into a new world response:	Changing into a new world
context: So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he\Changing into a new world\Changing into a new world response:	atarashii sekai he
context: risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he response:	atarashii sekai he
context: My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he response:	Changing into a new world
context: subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world response:	atarashii sekai he
context: Are all about you\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he response:	Changing into a new world
context: atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world response:	Changing into a new world
context: Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world response:	atarashii sekai he
context: Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he response:	atarashii sekai he
context: atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he response:	Changing into a new world
context: atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world response:	atarashii sekai he
context: Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he response:	Changing into a new world
context: atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world response:	Changing into a new world
context: Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world response:	atarashii sekai he
context: Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he response:	atarashii sekai he
context: atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he response:	Changing into a new world
context: atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world response:	atarashii sekai he
context: Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he response:	Changing into a new world
context: atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world response:	Changing into a new world
context: Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world response:	inside identity ibasho wa doko
context: Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\inside identity ibasho wa doko response:	kanchigai ga haji ka douka
context: atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka response:	sunaosa ga itai toka
context: atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka response:	dare ga nanto iou to tadashisa nante wakannai ze
context: Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze response:	futsuu ni nagareteku nichijou ni
context: atarashii sekai he\Changing into a new world\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni response:	muri shite najimase to
context: Changing into a new world\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to response:	shizunjimatta kouseitachi wo
context: Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo response:	kande nonde haite ware
context: inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware response:	konna boku wo wakatte hoshii
context: kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii response:	iitai kedo ienakute
context: sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute response:	nande daremo wakatte kunnai no to
context: dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to response:	omou no wa zeitaku nano kana nano kana
context: futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana response:	kanjouteki na taiyou wa
context: muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa response:	netsu wo agesugite dounika narisou
context: shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou response:	sakebitakute shou ga nai
context: kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai response:	gamushara ni mo tometeru identity
context: konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity response:	inside my identity
context: iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity response:	inside my justice
context: nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice response:	tamashii wa ite
context: omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite response:	ibasho wa doko
context: kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko response:	Inside identity! Where do I belong?
context: netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong? response:	Getting it wrong is a shame?
context: sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame? response:	Being honest hurts?
context: gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts? response:	Whatever people say, they don't know what's right
context: inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right response:	The boring river of time flows on
context: inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on response:	When the stars tried to fit in
context: tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in response:	They ended up sinking into it
context: ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it response:	So chew them, swallow them, and spit them out!
context: Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out! response:	I wish you understood me
context: Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me response:	That's what I want to say, but I can't
context: Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't response:	No one ever understands me
context: Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me response:	Is it selfish to think that? Is it? Is it?
context: The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it? response:	The emotional Sun in the sky
context: When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky response:	Overheated, reaching its limit
context: They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit response:	Of course I want to shout
context: So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout response:	My fast and furious identity
context: I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity response:	Inside my identity
context: That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity response:	Inside my justice
context: No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity\Inside my justice response:	There's a soul
context: Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity\Inside my justice\There's a soul response:	But where do I belong?
context: The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity\Inside my justice\There's a soul\But where do I belong? response:	inside identity ibasho wa doko
context: Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity\Inside my justice\There's a soul\But where do I belong?\inside identity ibasho wa doko response:	kanchigai ga haji ka douka
context: Of course I want to shout\My fast and furious identity\Inside my identity\Inside my justice\There's a soul\But where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka response:	sunaosa ga itai toka
context: My fast and furious identity\Inside my identity\Inside my justice\There's a soul\But where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka response:	dare ga nanto iou to tadashisa nante wakannai ze
context: Inside my identity\Inside my justice\There's a soul\But where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze response:	futsuu ni nagareteku nichijou ni
context: Inside my justice\There's a soul\But where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni response:	muri shite najimase to
context: There's a soul\But where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to response:	shizunjimatta kouseitachi wo
context: But where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo response:	kande nonde haite ware
context: inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware response:	konna boku wo wakatte hoshii
context: kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii response:	iitai kedo ienakute
context: sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute response:	nande daremo wakatte kunnai no to
context: dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to response:	omou no wa zeitaku nano kana nano kana
context: futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana response:	kanjouteki na taiyou wa
context: muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa response:	netsu wo agesugite dounika narisou
context: shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou response:	sakebitakute shou ga nai
context: kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai response:	gamushara ni mo tometeru identity
context: konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity response:	inside my identity
context: iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity response:	inside my justice
context: nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice response:	tamashii wa ite
context: omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite response:	ibasho wa doko
context: kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko response:	Inside identity! Where do I belong?
context: netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong? response:	Getting it wrong is a shame?
context: sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame? response:	Being honest hurts?
context: gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts? response:	Whatever people say, they don't know what's right
context: inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right response:	The boring river of time flows on
context: inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on response:	When the stars tried to fit in
context: tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in response:	They ended up sinking into it
context: ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it response:	So chew them, swallow them, and spit them out!
context: Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out! response:	I wish you understood me
context: Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me response:	That's what I want to say, but I can't
context: Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't response:	No one ever understands me
context: Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me response:	Is it selfish to think that? Is it? Is it?
context: The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it? response:	The emotional Sun in the sky
context: When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky response:	Overheated, reaching its limit
context: They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit response:	Of course I want to shout
context: So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout response:	My fast and furious identity
context: I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity response:	Inside my identity
context: That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity response:	Inside my justice
context: No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity\Inside my justice response:	There's a soul
context: Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity\Inside my justice\There's a soul response:	But where do I belong?
context: The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity\Inside my justice\There's a soul\But where do I belong? response:	Paradise Lost... of memories
context: Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity\Inside my justice\There's a soul\But where do I belong?\Paradise Lost... of memories response:	Point
context: Of course I want to shout\My fast and furious identity\Inside my identity\Inside my justice\There's a soul\But where do I belong?\Paradise Lost... of memories\Point response:	Point
context: My fast and furious identity\Inside my identity\Inside my justice\There's a soul\But where do I belong?\Paradise Lost... of memories\Point\Point response:	Point
context: Inside my identity\Inside my justice\There's a soul\But where do I belong?\Paradise Lost... of memories\Point\Point\Point response:	Point
context: Inside my justice\There's a soul\But where do I belong?\Paradise Lost... of memories\Point\Point\Point\Point response:	Point
context: There's a soul\But where do I belong?\Paradise Lost... of memories\Point\Point\Point\Point\Point response:	Point
context: But where do I belong?\Paradise Lost... of memories\Point\Point\Point\Point\Point\Point response:	Point
context: Paradise Lost... of memories\Point\Point\Point\Point\Point\Point\Point response:	Point
context: Point\Point\Point\Point\Point\Point\Point\Point response:	Point
context: Point\Point\Point\Point\Point\Point\Point\Point response:	Point
context: Point\Point\Point\Point\Point\Point\Point\Point response:	Point
