context: There really aren't many espers, are there? response:	Potato
context: Shigeo, you could've been killed back there!\It doesn't matter...\Ritsu, my little brother, was kidnapped.\I'm going to go save him.\Do you want to die?\No, not at all.\Then calm down.\But I think I can win. response:	All right.
context: It doesn't matter...\Ritsu, my little brother, was kidnapped.\I'm going to go save him.\Do you want to die?\No, not at all.\Then calm down.\But I think I can win.\All right. response:	But why are they after your little brother?
context: Ritsu, my little brother, was kidnapped.\I'm going to go save him.\Do you want to die?\No, not at all.\Then calm down.\But I think I can win.\All right.\But why are they after your little brother? response:	I have no idea.
context: I'm going to go save him.\Do you want to die?\No, not at all.\Then calm down.\But I think I can win.\All right.\But why are they after your little brother?\I have no idea. response:	Ah! That's right!
context: Do you want to die?\No, not at all.\Then calm down.\But I think I can win.\All right.\But why are they after your little brother?\I have no idea.\Ah! That's right! response:	There's a research facility where people like you were gathering.
context: No, not at all.\Then calm down.\But I think I can win.\All right.\But why are they after your little brother?\I have no idea.\Ah! That's right!\There's a research facility where people like you were gathering. response:	Ritsu was going there recently, too.
context: Then calm down.\But I think I can win.\All right.\But why are they after your little brother?\I have no idea.\Ah! That's right!\There's a research facility where people like you were gathering.\Ritsu was going there recently, too. response:	Ritsu was?
context: But I think I can win.\All right.\But why are they after your little brother?\I have no idea.\Ah! That's right!\There's a research facility where people like you were gathering.\Ritsu was going there recently, too.\Ritsu was? response:	So the information must have leaked from there.
context: All right.\But why are they after your little brother?\I have no idea.\Ah! That's right!\There's a research facility where people like you were gathering.\Ritsu was going there recently, too.\Ritsu was?\So the information must have leaked from there. response:	Want to check it out?
context: But why are they after your little brother?\I have no idea.\Ah! That's right!\There's a research facility where people like you were gathering.\Ritsu was going there recently, too.\Ritsu was?\So the information must have leaked from there.\Want to check it out? response:	Though, I have a terrible feeling about this...
context: I have no idea.\Ah! That's right!\There's a research facility where people like you were gathering.\Ritsu was going there recently, too.\Ritsu was?\So the information must have leaked from there.\Want to check it out?\Though, I have a terrible feeling about this... response:	I'll lead you there.
context: Ah! That's right!\There's a research facility where people like you were gathering.\Ritsu was going there recently, too.\Ritsu was?\So the information must have leaked from there.\Want to check it out?\Though, I have a terrible feeling about this...\I'll lead you there. response:	This is terrible... How could they do this to civilians?
context: There's a research facility where people like you were gathering.\Ritsu was going there recently, too.\Ritsu was?\So the information must have leaked from there.\Want to check it out?\Though, I have a terrible feeling about this...\I'll lead you there.\This is terrible... How could they do this to civilians? response:	They're unconscious, but not dead.
context: Ritsu was going there recently, too.\Ritsu was?\So the information must have leaked from there.\Want to check it out?\Though, I have a terrible feeling about this...\I'll lead you there.\This is terrible... How could they do this to civilians?\They're unconscious, but not dead. response:	Wh-Who are you?! Where did he go?
context: Ritsu was?\So the information must have leaked from there.\Want to check it out?\Though, I have a terrible feeling about this...\I'll lead you there.\This is terrible... How could they do this to civilians?\They're unconscious, but not dead.\Wh-Who are you?! Where did he go? response:	The guy with the sword!
context: So the information must have leaked from there.\Want to check it out?\Though, I have a terrible feeling about this...\I'll lead you there.\This is terrible... How could they do this to civilians?\They're unconscious, but not dead.\Wh-Who are you?! Where did he go?\The guy with the sword! response:	You'll need to answer our questions first.
context: Want to check it out?\Though, I have a terrible feeling about this...\I'll lead you there.\This is terrible... How could they do this to civilians?\They're unconscious, but not dead.\Wh-Who are you?! Where did he go?\The guy with the sword!\You'll need to answer our questions first. response:	Did you sell Kageyama Ritsu's information to Claw?
context: Though, I have a terrible feeling about this...\I'll lead you there.\This is terrible... How could they do this to civilians?\They're unconscious, but not dead.\Wh-Who are you?! Where did he go?\The guy with the sword!\You'll need to answer our questions first.\Did you sell Kageyama Ritsu's information to Claw? response:	Claw? What's that?
context: I'll lead you there.\This is terrible... How could they do this to civilians?\They're unconscious, but not dead.\Wh-Who are you?! Where did he go?\The guy with the sword!\You'll need to answer our questions first.\Did you sell Kageyama Ritsu's information to Claw?\Claw? What's that? response:	Kageyama Ritsu?
context: This is terrible... How could they do this to civilians?\They're unconscious, but not dead.\Wh-Who are you?! Where did he go?\The guy with the sword!\You'll need to answer our questions first.\Did you sell Kageyama Ritsu's information to Claw?\Claw? What's that?\Kageyama Ritsu? response:	I don't know who that is.
context: They're unconscious, but not dead.\Wh-Who are you?! Where did he go?\The guy with the sword!\You'll need to answer our questions first.\Did you sell Kageyama Ritsu's information to Claw?\Claw? What's that?\Kageyama Ritsu?\I don't know who that is. response:	The one I invited here was Kageyama Shigeo-kun.
context: Wh-Who are you?! Where did he go?\The guy with the sword!\You'll need to answer our questions first.\Did you sell Kageyama Ritsu's information to Claw?\Claw? What's that?\Kageyama Ritsu?\I don't know who that is.\The one I invited here was Kageyama Shigeo-kun. response:	That's me.
context: The guy with the sword!\You'll need to answer our questions first.\Did you sell Kageyama Ritsu's information to Claw?\Claw? What's that?\Kageyama Ritsu?\I don't know who that is.\The one I invited here was Kageyama Shigeo-kun.\That's me. response:	That's you?!
context: You'll need to answer our questions first.\Did you sell Kageyama Ritsu's information to Claw?\Claw? What's that?\Kageyama Ritsu?\I don't know who that is.\The one I invited here was Kageyama Shigeo-kun.\That's me.\That's you?! response:	This all started with a misunderstanding,
context: Did you sell Kageyama Ritsu's information to Claw?\Claw? What's that?\Kageyama Ritsu?\I don't know who that is.\The one I invited here was Kageyama Shigeo-kun.\That's me.\That's you?!\This all started with a misunderstanding, response:	and yet they really managed to awaken Ritsu.
context: Claw? What's that?\Kageyama Ritsu?\I don't know who that is.\The one I invited here was Kageyama Shigeo-kun.\That's me.\That's you?!\This all started with a misunderstanding,\and yet they really managed to awaken Ritsu. response:	I have no idea what's going on.
context: Kageyama Ritsu?\I don't know who that is.\The one I invited here was Kageyama Shigeo-kun.\That's me.\That's you?!\This all started with a misunderstanding,\and yet they really managed to awaken Ritsu.\I have no idea what's going on. response:	Damn it...
context: I don't know who that is.\The one I invited here was Kageyama Shigeo-kun.\That's me.\That's you?!\This all started with a misunderstanding,\and yet they really managed to awaken Ritsu.\I have no idea what's going on.\Damn it... response:	And we were finally seeing some hope in our research, too.
context: The one I invited here was Kageyama Shigeo-kun.\That's me.\That's you?!\This all started with a misunderstanding,\and yet they really managed to awaken Ritsu.\I have no idea what's going on.\Damn it...\And we were finally seeing some hope in our research, too. response:	Looks like this guy doesn't know anything.
context: That's me.\That's you?!\This all started with a misunderstanding,\and yet they really managed to awaken Ritsu.\I have no idea what's going on.\Damn it...\And we were finally seeing some hope in our research, too.\Looks like this guy doesn't know anything. response:	Where are the other kids?
context: That's you?!\This all started with a misunderstanding,\and yet they really managed to awaken Ritsu.\I have no idea what's going on.\Damn it...\And we were finally seeing some hope in our research, too.\Looks like this guy doesn't know anything.\Where are the other kids? response:	They were kidnapped...
context: This all started with a misunderstanding,\and yet they really managed to awaken Ritsu.\I have no idea what's going on.\Damn it...\And we were finally seeing some hope in our research, too.\Looks like this guy doesn't know anything.\Where are the other kids?\They were kidnapped... response:	Is this my fault?
context: and yet they really managed to awaken Ritsu.\I have no idea what's going on.\Damn it...\And we were finally seeing some hope in our research, too.\Looks like this guy doesn't know anything.\Where are the other kids?\They were kidnapped...\Is this my fault? response:	To think there are people like them...
context: I have no idea what's going on.\Damn it...\And we were finally seeing some hope in our research, too.\Looks like this guy doesn't know anything.\Where are the other kids?\They were kidnapped...\Is this my fault?\To think there are people like them... response:	What kind of level of power did the kids who were kidnapped have?
context: Damn it...\And we were finally seeing some hope in our research, too.\Looks like this guy doesn't know anything.\Where are the other kids?\They were kidnapped...\Is this my fault?\To think there are people like them...\What kind of level of power did the kids who were kidnapped have? response:	I'd like to know to know what we're up against.
context: And we were finally seeing some hope in our research, too.\Looks like this guy doesn't know anything.\Where are the other kids?\They were kidnapped...\Is this my fault?\To think there are people like them...\What kind of level of power did the kids who were kidnapped have?\I'd like to know to know what we're up against. response:	Hold on a sec. Who are you guys?
context: Looks like this guy doesn't know anything.\Where are the other kids?\They were kidnapped...\Is this my fault?\To think there are people like them...\What kind of level of power did the kids who were kidnapped have?\I'd like to know to know what we're up against.\Hold on a sec. Who are you guys? response:	What are you doing, Hanazawa-kun?
context: Where are the other kids?\They were kidnapped...\Is this my fault?\To think there are people like them...\What kind of level of power did the kids who were kidnapped have?\I'd like to know to know what we're up against.\Hold on a sec. Who are you guys?\What are you doing, Hanazawa-kun? response:	Introducing ourselves.
context: They were kidnapped...\Is this my fault?\To think there are people like them...\What kind of level of power did the kids who were kidnapped have?\I'd like to know to know what we're up against.\Hold on a sec. Who are you guys?\What are you doing, Hanazawa-kun?\Introducing ourselves. response:	Come on, brats. Hurry up and get out.
context: Is this my fault?\To think there are people like them...\What kind of level of power did the kids who were kidnapped have?\I'd like to know to know what we're up against.\Hold on a sec. Who are you guys?\What are you doing, Hanazawa-kun?\Introducing ourselves.\Come on, brats. Hurry up and get out. response:	Quit dawdling. Keep moving.
context: To think there are people like them...\What kind of level of power did the kids who were kidnapped have?\I'd like to know to know what we're up against.\Hold on a sec. Who are you guys?\What are you doing, Hanazawa-kun?\Introducing ourselves.\Come on, brats. Hurry up and get out.\Quit dawdling. Keep moving. response:	Don't make me spank you.
context: What kind of level of power did the kids who were kidnapped have?\I'd like to know to know what we're up against.\Hold on a sec. Who are you guys?\What are you doing, Hanazawa-kun?\Introducing ourselves.\Come on, brats. Hurry up and get out.\Quit dawdling. Keep moving.\Don't make me spank you. response:	Don't scare them more than necessary. They'll be useless then.
context: I'd like to know to know what we're up against.\Hold on a sec. Who are you guys?\What are you doing, Hanazawa-kun?\Introducing ourselves.\Come on, brats. Hurry up and get out.\Quit dawdling. Keep moving.\Don't make me spank you.\Don't scare them more than necessary. They'll be useless then. response:	Kageyama, are you okay?
context: Hold on a sec. Who are you guys?\What are you doing, Hanazawa-kun?\Introducing ourselves.\Come on, brats. Hurry up and get out.\Quit dawdling. Keep moving.\Don't make me spank you.\Don't scare them more than necessary. They'll be useless then.\Kageyama, are you okay? response:	I'm fine, but we really shouldn't fight back right now.
context: What are you doing, Hanazawa-kun?\Introducing ourselves.\Come on, brats. Hurry up and get out.\Quit dawdling. Keep moving.\Don't make me spank you.\Don't scare them more than necessary. They'll be useless then.\Kageyama, are you okay?\I'm fine, but we really shouldn't fight back right now. response:	Trapped in a suspicious research facility,
context: Introducing ourselves.\Come on, brats. Hurry up and get out.\Quit dawdling. Keep moving.\Don't make me spank you.\Don't scare them more than necessary. They'll be useless then.\Kageyama, are you okay?\I'm fine, but we really shouldn't fight back right now.\Trapped in a suspicious research facility, response:	Ritsu tries to plot an escape with the good-for-nothing espers.
context: Come on, brats. Hurry up and get out.\Quit dawdling. Keep moving.\Don't make me spank you.\Don't scare them more than necessary. They'll be useless then.\Kageyama, are you okay?\I'm fine, but we really shouldn't fight back right now.\Trapped in a suspicious research facility,\Ritsu tries to plot an escape with the good-for-nothing espers. response:	Meanwhile, Mob rises to save Ritsu.
context: Quit dawdling. Keep moving.\Don't make me spank you.\Don't scare them more than necessary. They'll be useless then.\Kageyama, are you okay?\I'm fine, but we really shouldn't fight back right now.\Trapped in a suspicious research facility,\Ritsu tries to plot an escape with the good-for-nothing espers.\Meanwhile, Mob rises to save Ritsu. response:	That's right, Mob! That's what you call a man.
context: Don't make me spank you.\Don't scare them more than necessary. They'll be useless then.\Kageyama, are you okay?\I'm fine, but we really shouldn't fight back right now.\Trapped in a suspicious research facility,\Ritsu tries to plot an escape with the good-for-nothing espers.\Meanwhile, Mob rises to save Ritsu.\That's right, Mob! That's what you call a man. response:	'Claw' 7th Division
context: Don't scare them more than necessary. They'll be useless then.\Kageyama, are you okay?\I'm fine, but we really shouldn't fight back right now.\Trapped in a suspicious research facility,\Ritsu tries to plot an escape with the good-for-nothing espers.\Meanwhile, Mob rises to save Ritsu.\That's right, Mob! That's what you call a man.\'Claw' 7th Division response:	Claw 7th Division
context: Kageyama, are you okay?\I'm fine, but we really shouldn't fight back right now.\Trapped in a suspicious research facility,\Ritsu tries to plot an escape with the good-for-nothing espers.\Meanwhile, Mob rises to save Ritsu.\That's right, Mob! That's what you call a man.\'Claw' 7th Division\Claw 7th Division response:	Option B, the serious course, involves buying the Blu-rays and the manga volumes.
