context: HONNOUJI ACADEMY response:	NATURALS ELECTION
context: I was likely born for the express purpose of being worn by you.\Have you remembered something?\No. I just get that feeling.\Every time I drink your blood, that feeling grows stronger.\Save me, Matoi!\We have you now!\Take him away!\I'm sorry, I never intended to get you mixed up in all this! response:	- Our straw mats! - Our dressers!
context: Have you remembered something?\No. I just get that feeling.\Every time I drink your blood, that feeling grows stronger.\Save me, Matoi!\We have you now!\Take him away!\I'm sorry, I never intended to get you mixed up in all this!\- Our straw mats! - Our dressers! response:	S-Stop it!
context: No. I just get that feeling.\Every time I drink your blood, that feeling grows stronger.\Save me, Matoi!\We have you now!\Take him away!\I'm sorry, I never intended to get you mixed up in all this!\- Our straw mats! - Our dressers!\S-Stop it! response:	Our sliding screen!
context: Every time I drink your blood, that feeling grows stronger.\Save me, Matoi!\We have you now!\Take him away!\I'm sorry, I never intended to get you mixed up in all this!\- Our straw mats! - Our dressers!\S-Stop it!\Our sliding screen! response:	Pops!
context: Save me, Matoi!\We have you now!\Take him away!\I'm sorry, I never intended to get you mixed up in all this!\- Our straw mats! - Our dressers!\S-Stop it!\Our sliding screen!\Pops! response:	Mr. Mankanshoku!
context: We have you now!\Take him away!\I'm sorry, I never intended to get you mixed up in all this!\- Our straw mats! - Our dressers!\S-Stop it!\Our sliding screen!\Pops!\Mr. Mankanshoku! response:	Matoi!
context: Take him away!\I'm sorry, I never intended to get you mixed up in all this!\- Our straw mats! - Our dressers!\S-Stop it!\Our sliding screen!\Pops!\Mr. Mankanshoku!\Matoi! response:	Prepare for surgery!
context: I'm sorry, I never intended to get you mixed up in all this!\- Our straw mats! - Our dressers!\S-Stop it!\Our sliding screen!\Pops!\Mr. Mankanshoku!\Matoi!\Prepare for surgery! response:	You know how to operate, Mom?!
context: - Our straw mats! - Our dressers!\S-Stop it!\Our sliding screen!\Pops!\Mr. Mankanshoku!\Matoi!\Prepare for surgery!\You know how to operate, Mom?! response:	Everyone has a first time!
context: S-Stop it!\Our sliding screen!\Pops!\Mr. Mankanshoku!\Matoi!\Prepare for surgery!\You know how to operate, Mom?!\Everyone has a first time! response:	Got it, Mom! I'll help!
context: Our sliding screen!\Pops!\Mr. Mankanshoku!\Matoi!\Prepare for surgery!\You know how to operate, Mom?!\Everyone has a first time!\Got it, Mom! I'll help! response:	Senketsu, if I go too far, I'll need you to stop me.
context: Pops!\Mr. Mankanshoku!\Matoi!\Prepare for surgery!\You know how to operate, Mom?!\Everyone has a first time!\Got it, Mom! I'll help!\Senketsu, if I go too far, I'll need you to stop me. response:	I cannot promise that.
context: Mr. Mankanshoku!\Matoi!\Prepare for surgery!\You know how to operate, Mom?!\Everyone has a first time!\Got it, Mom! I'll help!\Senketsu, if I go too far, I'll need you to stop me.\I cannot promise that. response:	It is you who is wearing me.
context: Matoi!\Prepare for surgery!\You know how to operate, Mom?!\Everyone has a first time!\Got it, Mom! I'll help!\Senketsu, if I go too far, I'll need you to stop me.\I cannot promise that.\It is you who is wearing me. response:	Sheesh, you're an outfit that doesn't have much give, you know that?
context: Prepare for surgery!\You know how to operate, Mom?!\Everyone has a first time!\Got it, Mom! I'll help!\Senketsu, if I go too far, I'll need you to stop me.\I cannot promise that.\It is you who is wearing me.\Sheesh, you're an outfit that doesn't have much give, you know that? response:	But when you were out of control, you did stop.
context: You know how to operate, Mom?!\Everyone has a first time!\Got it, Mom! I'll help!\Senketsu, if I go too far, I'll need you to stop me.\I cannot promise that.\It is you who is wearing me.\Sheesh, you're an outfit that doesn't have much give, you know that?\But when you were out of control, you did stop. response:	Using your own willpower.
context: Everyone has a first time!\Got it, Mom! I'll help!\Senketsu, if I go too far, I'll need you to stop me.\I cannot promise that.\It is you who is wearing me.\Sheesh, you're an outfit that doesn't have much give, you know that?\But when you were out of control, you did stop.\Using your own willpower. response:	That is why I am not frightened in the least.
context: Got it, Mom! I'll help!\Senketsu, if I go too far, I'll need you to stop me.\I cannot promise that.\It is you who is wearing me.\Sheesh, you're an outfit that doesn't have much give, you know that?\But when you were out of control, you did stop.\Using your own willpower.\That is why I am not frightened in the least. response:	Gotcha. We're all responsible for our own actions.
context: Senketsu, if I go too far, I'll need you to stop me.\I cannot promise that.\It is you who is wearing me.\Sheesh, you're an outfit that doesn't have much give, you know that?\But when you were out of control, you did stop.\Using your own willpower.\That is why I am not frightened in the least.\Gotcha. We're all responsible for our own actions. response:	What are you doing?! Stop it!
context: I cannot promise that.\It is you who is wearing me.\Sheesh, you're an outfit that doesn't have much give, you know that?\But when you were out of control, you did stop.\Using your own willpower.\That is why I am not frightened in the least.\Gotcha. We're all responsible for our own actions.\What are you doing?! Stop it! response:	Do what you will with me!
context: It is you who is wearing me.\Sheesh, you're an outfit that doesn't have much give, you know that?\But when you were out of control, you did stop.\Using your own willpower.\That is why I am not frightened in the least.\Gotcha. We're all responsible for our own actions.\What are you doing?! Stop it!\Do what you will with me! response:	I will... never yield!
context: Sheesh, you're an outfit that doesn't have much give, you know that?\But when you were out of control, you did stop.\Using your own willpower.\That is why I am not frightened in the least.\Gotcha. We're all responsible for our own actions.\What are you doing?! Stop it!\Do what you will with me!\I will... never yield! response:	I won't be beaten!
context: But when you were out of control, you did stop.\Using your own willpower.\That is why I am not frightened in the least.\Gotcha. We're all responsible for our own actions.\What are you doing?! Stop it!\Do what you will with me!\I will... never yield!\I won't be beaten! response:	Hold it!
context: Using your own willpower.\That is why I am not frightened in the least.\Gotcha. We're all responsible for our own actions.\What are you doing?! Stop it!\Do what you will with me!\I will... never yield!\I won't be beaten!\Hold it! response:	What do you think you're doing to that guy?
context: That is why I am not frightened in the least.\Gotcha. We're all responsible for our own actions.\What are you doing?! Stop it!\Do what you will with me!\I will... never yield!\I won't be beaten!\Hold it!\What do you think you're doing to that guy? response:	Matoi...
context: Gotcha. We're all responsible for our own actions.\What are you doing?! Stop it!\Do what you will with me!\I will... never yield!\I won't be beaten!\Hold it!\What do you think you're doing to that guy?\Matoi... response:	Don't be so whiney.
context: What are you doing?! Stop it!\Do what you will with me!\I will... never yield!\I won't be beaten!\Hold it!\What do you think you're doing to that guy?\Matoi...\Don't be so whiney. response:	You know I couldn't stand by and do nothing.
context: Do what you will with me!\I will... never yield!\I won't be beaten!\Hold it!\What do you think you're doing to that guy?\Matoi...\Don't be so whiney.\You know I couldn't stand by and do nothing. response:	Don't waste my breath, huh?
context: I will... never yield!\I won't be beaten!\Hold it!\What do you think you're doing to that guy?\Matoi...\Don't be so whiney.\You know I couldn't stand by and do nothing.\Don't waste my breath, huh? response:	Have it your way. Let's do it, Senketsu!
context: I won't be beaten!\Hold it!\What do you think you're doing to that guy?\Matoi...\Don't be so whiney.\You know I couldn't stand by and do nothing.\Don't waste my breath, huh?\Have it your way. Let's do it, Senketsu! response:	Scissor Blade: Decapitation Mode!
context: Hold it!\What do you think you're doing to that guy?\Matoi...\Don't be so whiney.\You know I couldn't stand by and do nothing.\Don't waste my breath, huh?\Have it your way. Let's do it, Senketsu!\Scissor Blade: Decapitation Mode! response:	SCISSOR BLADE: DECAPITATION MODE
context: What do you think you're doing to that guy?\Matoi...\Don't be so whiney.\You know I couldn't stand by and do nothing.\Don't waste my breath, huh?\Have it your way. Let's do it, Senketsu!\Scissor Blade: Decapitation Mode!\SCISSOR BLADE: DECAPITATION MODE response:	SEN-I-SOSHITSU (LIFE FIBER LOST)
context: Matoi...\Don't be so whiney.\You know I couldn't stand by and do nothing.\Don't waste my breath, huh?\Have it your way. Let's do it, Senketsu!\Scissor Blade: Decapitation Mode!\SCISSOR BLADE: DECAPITATION MODE\SEN-I-SOSHITSU (LIFE FIBER LOST) response:	Sen-i-Soshitsu!
context: Don't be so whiney.\You know I couldn't stand by and do nothing.\Don't waste my breath, huh?\Have it your way. Let's do it, Senketsu!\Scissor Blade: Decapitation Mode!\SCISSOR BLADE: DECAPITATION MODE\SEN-I-SOSHITSU (LIFE FIBER LOST)\Sen-i-Soshitsu! response:	Hey, these guys aren't human!
context: You know I couldn't stand by and do nothing.\Don't waste my breath, huh?\Have it your way. Let's do it, Senketsu!\Scissor Blade: Decapitation Mode!\SCISSOR BLADE: DECAPITATION MODE\SEN-I-SOSHITSU (LIFE FIBER LOST)\Sen-i-Soshitsu!\Hey, these guys aren't human! response:	So, you've finally gotten dressed, Ryuko.
context: Don't waste my breath, huh?\Have it your way. Let's do it, Senketsu!\Scissor Blade: Decapitation Mode!\SCISSOR BLADE: DECAPITATION MODE\SEN-I-SOSHITSU (LIFE FIBER LOST)\Sen-i-Soshitsu!\Hey, these guys aren't human!\So, you've finally gotten dressed, Ryuko. response:	Nagita... You set all this up?
context: Have it your way. Let's do it, Senketsu!\Scissor Blade: Decapitation Mode!\SCISSOR BLADE: DECAPITATION MODE\SEN-I-SOSHITSU (LIFE FIBER LOST)\Sen-i-Soshitsu!\Hey, these guys aren't human!\So, you've finally gotten dressed, Ryuko.\Nagita... You set all this up? response:	I did! They are my puppets!
context: Scissor Blade: Decapitation Mode!\SCISSOR BLADE: DECAPITATION MODE\SEN-I-SOSHITSU (LIFE FIBER LOST)\Sen-i-Soshitsu!\Hey, these guys aren't human!\So, you've finally gotten dressed, Ryuko.\Nagita... You set all this up?\I did! They are my puppets! response:	As are you, I suppose.
context: SCISSOR BLADE: DECAPITATION MODE\SEN-I-SOSHITSU (LIFE FIBER LOST)\Sen-i-Soshitsu!\Hey, these guys aren't human!\So, you've finally gotten dressed, Ryuko.\Nagita... You set all this up?\I did! They are my puppets!\As are you, I suppose. response:	Come again?
context: SEN-I-SOSHITSU (LIFE FIBER LOST)\Sen-i-Soshitsu!\Hey, these guys aren't human!\So, you've finally gotten dressed, Ryuko.\Nagita... You set all this up?\I did! They are my puppets!\As are you, I suppose.\Come again? response:	Fear resulting from the runaway incident.
context: Sen-i-Soshitsu!\Hey, these guys aren't human!\So, you've finally gotten dressed, Ryuko.\Nagita... You set all this up?\I did! They are my puppets!\As are you, I suppose.\Come again?\Fear resulting from the runaway incident. response:	Rejection of your Kamui.
context: Hey, these guys aren't human!\So, you've finally gotten dressed, Ryuko.\Nagita... You set all this up?\I did! They are my puppets!\As are you, I suppose.\Come again?\Fear resulting from the runaway incident.\Rejection of your Kamui. response:	However, you conquer that fear in order to save the helpless.
context: So, you've finally gotten dressed, Ryuko.\Nagita... You set all this up?\I did! They are my puppets!\As are you, I suppose.\Come again?\Fear resulting from the runaway incident.\Rejection of your Kamui.\However, you conquer that fear in order to save the helpless. response:	Your reactions are so predictable that it's downright adorable!
context: Nagita... You set all this up?\I did! They are my puppets!\As are you, I suppose.\Come again?\Fear resulting from the runaway incident.\Rejection of your Kamui.\However, you conquer that fear in order to save the helpless.\Your reactions are so predictable that it's downright adorable! response:	No, you can't be!
context: I did! They are my puppets!\As are you, I suppose.\Come again?\Fear resulting from the runaway incident.\Rejection of your Kamui.\However, you conquer that fear in order to save the helpless.\Your reactions are so predictable that it's downright adorable!\No, you can't be! response:	Ta-dah!
context: As are you, I suppose.\Come again?\Fear resulting from the runaway incident.\Rejection of your Kamui.\However, you conquer that fear in order to save the helpless.\Your reactions are so predictable that it's downright adorable!\No, you can't be!\Ta-dah! response:	Nui Harime! It was you all along?
context: Come again?\Fear resulting from the runaway incident.\Rejection of your Kamui.\However, you conquer that fear in order to save the helpless.\Your reactions are so predictable that it's downright adorable!\No, you can't be!\Ta-dah!\Nui Harime! It was you all along? response:	NUI HARIME
context: Fear resulting from the runaway incident.\Rejection of your Kamui.\However, you conquer that fear in order to save the helpless.\Your reactions are so predictable that it's downright adorable!\No, you can't be!\Ta-dah!\Nui Harime! It was you all along?\NUI HARIME response:	The data is disappearing?
context: Rejection of your Kamui.\However, you conquer that fear in order to save the helpless.\Your reactions are so predictable that it's downright adorable!\No, you can't be!\Ta-dah!\Nui Harime! It was you all along?\NUI HARIME\The data is disappearing? response:	Then that boy really was a
context: However, you conquer that fear in order to save the helpless.\Your reactions are so predictable that it's downright adorable!\No, you can't be!\Ta-dah!\Nui Harime! It was you all along?\NUI HARIME\The data is disappearing?\Then that boy really was a response:	Oh, no! Ryuko!
context: Your reactions are so predictable that it's downright adorable!\No, you can't be!\Ta-dah!\Nui Harime! It was you all along?\NUI HARIME\The data is disappearing?\Then that boy really was a\Oh, no! Ryuko! response:	What are you angry about?
context: No, you can't be!\Ta-dah!\Nui Harime! It was you all along?\NUI HARIME\The data is disappearing?\Then that boy really was a\Oh, no! Ryuko!\What are you angry about? response:	NUI HARIME
context: Ta-dah!\Nui Harime! It was you all along?\NUI HARIME\The data is disappearing?\Then that boy really was a\Oh, no! Ryuko!\What are you angry about?\NUI HARIME response:	This was good rehab, wasn't it?
context: Nui Harime! It was you all along?\NUI HARIME\The data is disappearing?\Then that boy really was a\Oh, no! Ryuko!\What are you angry about?\NUI HARIME\This was good rehab, wasn't it? response:	Why this elaborate setup just to get me to put on Senketsu?
context: NUI HARIME\The data is disappearing?\Then that boy really was a\Oh, no! Ryuko!\What are you angry about?\NUI HARIME\This was good rehab, wasn't it?\Why this elaborate setup just to get me to put on Senketsu? response:	Well, Satsuki banned me from the school grounds.
context: The data is disappearing?\Then that boy really was a\Oh, no! Ryuko!\What are you angry about?\NUI HARIME\This was good rehab, wasn't it?\Why this elaborate setup just to get me to put on Senketsu?\Well, Satsuki banned me from the school grounds. response:	I have my own problems, I'll have you know.
context: Then that boy really was a\Oh, no! Ryuko!\What are you angry about?\NUI HARIME\This was good rehab, wasn't it?\Why this elaborate setup just to get me to put on Senketsu?\Well, Satsuki banned me from the school grounds.\I have my own problems, I'll have you know. response:	Will you show me just how much power
context: Oh, no! Ryuko!\What are you angry about?\NUI HARIME\This was good rehab, wasn't it?\Why this elaborate setup just to get me to put on Senketsu?\Well, Satsuki banned me from the school grounds.\I have my own problems, I'll have you know.\Will you show me just how much power response:	you can wring out of it this time?
context: What are you angry about?\NUI HARIME\This was good rehab, wasn't it?\Why this elaborate setup just to get me to put on Senketsu?\Well, Satsuki banned me from the school grounds.\I have my own problems, I'll have you know.\Will you show me just how much power\you can wring out of it this time? response:	You little
context: NUI HARIME\This was good rehab, wasn't it?\Why this elaborate setup just to get me to put on Senketsu?\Well, Satsuki banned me from the school grounds.\I have my own problems, I'll have you know.\Will you show me just how much power\you can wring out of it this time?\You little response:	Come on, what's that? It's nothing like last time!
context: This was good rehab, wasn't it?\Why this elaborate setup just to get me to put on Senketsu?\Well, Satsuki banned me from the school grounds.\I have my own problems, I'll have you know.\Will you show me just how much power\you can wring out of it this time?\You little\Come on, what's that? It's nothing like last time! response:	Bite me!
context: Why this elaborate setup just to get me to put on Senketsu?\Well, Satsuki banned me from the school grounds.\I have my own problems, I'll have you know.\Will you show me just how much power\you can wring out of it this time?\You little\Come on, what's that? It's nothing like last time!\Bite me! response:	You really are afraid of yourself!
context: Well, Satsuki banned me from the school grounds.\I have my own problems, I'll have you know.\Will you show me just how much power\you can wring out of it this time?\You little\Come on, what's that? It's nothing like last time!\Bite me!\You really are afraid of yourself! response:	I am not!
context: I have my own problems, I'll have you know.\Will you show me just how much power\you can wring out of it this time?\You little\Come on, what's that? It's nothing like last time!\Bite me!\You really are afraid of yourself!\I am not! response:	After all the trouble I've gone to, you're still holding back.
context: Will you show me just how much power\you can wring out of it this time?\You little\Come on, what's that? It's nothing like last time!\Bite me!\You really are afraid of yourself!\I am not!\After all the trouble I've gone to, you're still holding back. response:	You're weaker than I thought.
context: you can wring out of it this time?\You little\Come on, what's that? It's nothing like last time!\Bite me!\You really are afraid of yourself!\I am not!\After all the trouble I've gone to, you're still holding back.\You're weaker than I thought. response:	I'm bored!
context: You little\Come on, what's that? It's nothing like last time!\Bite me!\You really are afraid of yourself!\I am not!\After all the trouble I've gone to, you're still holding back.\You're weaker than I thought.\I'm bored! response:	It's all over.
context: Come on, what's that? It's nothing like last time!\Bite me!\You really are afraid of yourself!\I am not!\After all the trouble I've gone to, you're still holding back.\You're weaker than I thought.\I'm bored!\It's all over. response:	S-Senketsu...
context: Bite me!\You really are afraid of yourself!\I am not!\After all the trouble I've gone to, you're still holding back.\You're weaker than I thought.\I'm bored!\It's all over.\S-Senketsu... response:	You don't have what it takes to wear a Kamui.
context: You really are afraid of yourself!\I am not!\After all the trouble I've gone to, you're still holding back.\You're weaker than I thought.\I'm bored!\It's all over.\S-Senketsu...\You don't have what it takes to wear a Kamui. response:	Go and join your father.
context: I am not!\After all the trouble I've gone to, you're still holding back.\You're weaker than I thought.\I'm bored!\It's all over.\S-Senketsu...\You don't have what it takes to wear a Kamui.\Go and join your father. response:	Oopsie, you figured it out already?
context: After all the trouble I've gone to, you're still holding back.\You're weaker than I thought.\I'm bored!\It's all over.\S-Senketsu...\You don't have what it takes to wear a Kamui.\Go and join your father.\Oopsie, you figured it out already? response:	Why are you here?
context: You're weaker than I thought.\I'm bored!\It's all over.\S-Senketsu...\You don't have what it takes to wear a Kamui.\Go and join your father.\Oopsie, you figured it out already?\Why are you here? response:	Are you mad?
context: I'm bored!\It's all over.\S-Senketsu...\You don't have what it takes to wear a Kamui.\Go and join your father.\Oopsie, you figured it out already?\Why are you here?\Are you mad? response:	There is only one way to deal with those who do not obey my orders.
context: It's all over.\S-Senketsu...\You don't have what it takes to wear a Kamui.\Go and join your father.\Oopsie, you figured it out already?\Why are you here?\Are you mad?\There is only one way to deal with those who do not obey my orders. response:	Oh gosh, she really means it...
context: S-Senketsu...\You don't have what it takes to wear a Kamui.\Go and join your father.\Oopsie, you figured it out already?\Why are you here?\Are you mad?\There is only one way to deal with those who do not obey my orders.\Oh gosh, she really means it... response:	Would you like to undergo the blood purge?
context: You don't have what it takes to wear a Kamui.\Go and join your father.\Oopsie, you figured it out already?\Why are you here?\Are you mad?\There is only one way to deal with those who do not obey my orders.\Oh gosh, she really means it...\Would you like to undergo the blood purge? response:	Fine, fine, I'll leave.
context: Go and join your father.\Oopsie, you figured it out already?\Why are you here?\Are you mad?\There is only one way to deal with those who do not obey my orders.\Oh gosh, she really means it...\Would you like to undergo the blood purge?\Fine, fine, I'll leave. response:	I'm bored with her, anyway.
context: Oopsie, you figured it out already?\Why are you here?\Are you mad?\There is only one way to deal with those who do not obey my orders.\Oh gosh, she really means it...\Would you like to undergo the blood purge?\Fine, fine, I'll leave.\I'm bored with her, anyway. response:	How disgraceful.
context: Why are you here?\Are you mad?\There is only one way to deal with those who do not obey my orders.\Oh gosh, she really means it...\Would you like to undergo the blood purge?\Fine, fine, I'll leave.\I'm bored with her, anyway.\How disgraceful. response:	Is this... Ryuko Matoi's Kamui?
context: Are you mad?\There is only one way to deal with those who do not obey my orders.\Oh gosh, she really means it...\Would you like to undergo the blood purge?\Fine, fine, I'll leave.\I'm bored with her, anyway.\How disgraceful.\Is this... Ryuko Matoi's Kamui? response:	Its remains.
context: There is only one way to deal with those who do not obey my orders.\Oh gosh, she really means it...\Would you like to undergo the blood purge?\Fine, fine, I'll leave.\I'm bored with her, anyway.\How disgraceful.\Is this... Ryuko Matoi's Kamui?\Its remains. response:	What shall I do with it?
context: Oh gosh, she really means it...\Would you like to undergo the blood purge?\Fine, fine, I'll leave.\I'm bored with her, anyway.\How disgraceful.\Is this... Ryuko Matoi's Kamui?\Its remains.\What shall I do with it? response:	Find suitable hosts and divide the scraps among them.
context: Would you like to undergo the blood purge?\Fine, fine, I'll leave.\I'm bored with her, anyway.\How disgraceful.\Is this... Ryuko Matoi's Kamui?\Its remains.\What shall I do with it?\Find suitable hosts and divide the scraps among them. response:	Then use them to gather combat data during the School Raid Trip.
context: Fine, fine, I'll leave.\I'm bored with her, anyway.\How disgraceful.\Is this... Ryuko Matoi's Kamui?\Its remains.\What shall I do with it?\Find suitable hosts and divide the scraps among them.\Then use them to gather combat data during the School Raid Trip. response:	Understood.
context: I'm bored with her, anyway.\How disgraceful.\Is this... Ryuko Matoi's Kamui?\Its remains.\What shall I do with it?\Find suitable hosts and divide the scraps among them.\Then use them to gather combat data during the School Raid Trip.\Understood. response:	Three years of study here at Honnouji Academy!
context: How disgraceful.\Is this... Ryuko Matoi's Kamui?\Its remains.\What shall I do with it?\Find suitable hosts and divide the scraps among them.\Then use them to gather combat data during the School Raid Trip.\Understood.\Three years of study here at Honnouji Academy! response:	This battle is the first step towards realizing our ambitions!
context: Is this... Ryuko Matoi's Kamui?\Its remains.\What shall I do with it?\Find suitable hosts and divide the scraps among them.\Then use them to gather combat data during the School Raid Trip.\Understood.\Three years of study here at Honnouji Academy!\This battle is the first step towards realizing our ambitions! response:	I have but one word to bestow upon you: Win.
context: Its remains.\What shall I do with it?\Find suitable hosts and divide the scraps among them.\Then use them to gather combat data during the School Raid Trip.\Understood.\Three years of study here at Honnouji Academy!\This battle is the first step towards realizing our ambitions!\I have but one word to bestow upon you: Win. response:	Honnouji Academy Tri-City Schools Raid Trip, roll out!
context: What shall I do with it?\Find suitable hosts and divide the scraps among them.\Then use them to gather combat data during the School Raid Trip.\Understood.\Three years of study here at Honnouji Academy!\This battle is the first step towards realizing our ambitions!\I have but one word to bestow upon you: Win.\Honnouji Academy Tri-City Schools Raid Trip, roll out! response:	I-I'm going, too?!
context: Find suitable hosts and divide the scraps among them.\Then use them to gather combat data during the School Raid Trip.\Understood.\Three years of study here at Honnouji Academy!\This battle is the first step towards realizing our ambitions!\I have but one word to bestow upon you: Win.\Honnouji Academy Tri-City Schools Raid Trip, roll out!\I-I'm going, too?! response:	We're going, Soroi.
context: Then use them to gather combat data during the School Raid Trip.\Understood.\Three years of study here at Honnouji Academy!\This battle is the first step towards realizing our ambitions!\I have but one word to bestow upon you: Win.\Honnouji Academy Tri-City Schools Raid Trip, roll out!\I-I'm going, too?!\We're going, Soroi. response:	Yes, Milady.
context: Understood.\Three years of study here at Honnouji Academy!\This battle is the first step towards realizing our ambitions!\I have but one word to bestow upon you: Win.\Honnouji Academy Tri-City Schools Raid Trip, roll out!\I-I'm going, too?!\We're going, Soroi.\Yes, Milady. response:	Ryuko!
context: Three years of study here at Honnouji Academy!\This battle is the first step towards realizing our ambitions!\I have but one word to bestow upon you: Win.\Honnouji Academy Tri-City Schools Raid Trip, roll out!\I-I'm going, too?!\We're going, Soroi.\Yes, Milady.\Ryuko! response:	Is that
context: This battle is the first step towards realizing our ambitions!\I have but one word to bestow upon you: Win.\Honnouji Academy Tri-City Schools Raid Trip, roll out!\I-I'm going, too?!\We're going, Soroi.\Yes, Milady.\Ryuko!\Is that response:	NEXT EPISODE PREVIEW
context: I have but one word to bestow upon you: Win.\Honnouji Academy Tri-City Schools Raid Trip, roll out!\I-I'm going, too?!\We're going, Soroi.\Yes, Milady.\Ryuko!\Is that\NEXT EPISODE PREVIEW response:	School trips are the source of many a youthful memory,
context: Honnouji Academy Tri-City Schools Raid Trip, roll out!\I-I'm going, too?!\We're going, Soroi.\Yes, Milady.\Ryuko!\Is that\NEXT EPISODE PREVIEW\School trips are the source of many a youthful memory, response:	MAKING MEMORIES
context: I-I'm going, too?!\We're going, Soroi.\Yes, Milady.\Ryuko!\Is that\NEXT EPISODE PREVIEW\School trips are the source of many a youthful memory,\MAKING MEMORIES response:	BUT
context: We're going, Soroi.\Yes, Milady.\Ryuko!\Is that\NEXT EPISODE PREVIEW\School trips are the source of many a youthful memory,\MAKING MEMORIES\BUT response:	but they're a little different at Honnouji Academy!
context: Yes, Milady.\Ryuko!\Is that\NEXT EPISODE PREVIEW\School trips are the source of many a youthful memory,\MAKING MEMORIES\BUT\but they're a little different at Honnouji Academy! response:	A LITTLE DIFFERENT
context: Ryuko!\Is that\NEXT EPISODE PREVIEW\School trips are the source of many a youthful memory,\MAKING MEMORIES\BUT\but they're a little different at Honnouji Academy!\A LITTLE DIFFERENT response:	Theirs is a school raid trip to conquer the three cities of Kobe, Kyoto, and Osaka!
context: Is that\NEXT EPISODE PREVIEW\School trips are the source of many a youthful memory,\MAKING MEMORIES\BUT\but they're a little different at Honnouji Academy!\A LITTLE DIFFERENT\Theirs is a school raid trip to conquer the three cities of Kobe, Kyoto, and Osaka! response:	TRI-CITY SCHOOLS RAID TRIP
context: NEXT EPISODE PREVIEW\School trips are the source of many a youthful memory,\MAKING MEMORIES\BUT\but they're a little different at Honnouji Academy!\A LITTLE DIFFERENT\Theirs is a school raid trip to conquer the three cities of Kobe, Kyoto, and Osaka!\TRI-CITY SCHOOLS RAID TRIP response:	The album of their youth is drawn in a deep, blood red!
context: School trips are the source of many a youthful memory,\MAKING MEMORIES\BUT\but they're a little different at Honnouji Academy!\A LITTLE DIFFERENT\Theirs is a school raid trip to conquer the three cities of Kobe, Kyoto, and Osaka!\TRI-CITY SCHOOLS RAID TRIP\The album of their youth is drawn in a deep, blood red! response:	ALBUM OF THEIR YOUTH
context: MAKING MEMORIES\BUT\but they're a little different at Honnouji Academy!\A LITTLE DIFFERENT\Theirs is a school raid trip to conquer the three cities of Kobe, Kyoto, and Osaka!\TRI-CITY SCHOOLS RAID TRIP\The album of their youth is drawn in a deep, blood red!\ALBUM OF THEIR YOUTH response:	COLOR OF BLOOD
context: BUT\but they're a little different at Honnouji Academy!\A LITTLE DIFFERENT\Theirs is a school raid trip to conquer the three cities of Kobe, Kyoto, and Osaka!\TRI-CITY SCHOOLS RAID TRIP\The album of their youth is drawn in a deep, blood red!\ALBUM OF THEIR YOUTH\COLOR OF BLOOD response:	Next time on Kill La Kill, Ride Like the Wind!
context: but they're a little different at Honnouji Academy!\A LITTLE DIFFERENT\Theirs is a school raid trip to conquer the three cities of Kobe, Kyoto, and Osaka!\TRI-CITY SCHOOLS RAID TRIP\The album of their youth is drawn in a deep, blood red!\ALBUM OF THEIR YOUTH\COLOR OF BLOOD\Next time on Kill La Kill, Ride Like the Wind! response:	EPISODE 14 RIDE LIKE THE WIND
