context: Father, please speak. response:	I am giving you a golden lotus.
context: Did you think passing air could only be done by mouth?\I don't want to touch you.\I'm freezing.\You are so afraid of the cold. You are like a mortal.\Aren't I reduced to a mortal here? I can't use my powers.\You are a Celestial?\You must be as well. Were you captured to be a godson?\What did you say? Godson? response:	Yes. Doesn't the Ghost Lord like to take in godsons?
context: I don't want to touch you.\I'm freezing.\You are so afraid of the cold. You are like a mortal.\Aren't I reduced to a mortal here? I can't use my powers.\You are a Celestial?\You must be as well. Were you captured to be a godson?\What did you say? Godson?\Yes. Doesn't the Ghost Lord like to take in godsons? response:	You must be one too.
context: I'm freezing.\You are so afraid of the cold. You are like a mortal.\Aren't I reduced to a mortal here? I can't use my powers.\You are a Celestial?\You must be as well. Were you captured to be a godson?\What did you say? Godson?\Yes. Doesn't the Ghost Lord like to take in godsons?\You must be one too. response:	I am Grand Ziming Palace's second prince.
context: You are so afraid of the cold. You are like a mortal.\Aren't I reduced to a mortal here? I can't use my powers.\You are a Celestial?\You must be as well. Were you captured to be a godson?\What did you say? Godson?\Yes. Doesn't the Ghost Lord like to take in godsons?\You must be one too.\I am Grand Ziming Palace's second prince. response:	Li Jing.
context: Aren't I reduced to a mortal here? I can't use my powers.\You are a Celestial?\You must be as well. Were you captured to be a godson?\What did you say? Godson?\Yes. Doesn't the Ghost Lord like to take in godsons?\You must be one too.\I am Grand Ziming Palace's second prince.\Li Jing. response:	Who are you?
context: You are a Celestial?\You must be as well. Were you captured to be a godson?\What did you say? Godson?\Yes. Doesn't the Ghost Lord like to take in godsons?\You must be one too.\I am Grand Ziming Palace's second prince.\Li Jing.\Who are you? response:	Forget it. I can't escape after running into you.
context: You must be as well. Were you captured to be a godson?\What did you say? Godson?\Yes. Doesn't the Ghost Lord like to take in godsons?\You must be one too.\I am Grand Ziming Palace's second prince.\Li Jing.\Who are you?\Forget it. I can't escape after running into you. response:	I am Si Yin, Seventeenth Disciple of Mo Yuan of Kunlun Mountain.
context: What did you say? Godson?\Yes. Doesn't the Ghost Lord like to take in godsons?\You must be one too.\I am Grand Ziming Palace's second prince.\Li Jing.\Who are you?\Forget it. I can't escape after running into you.\I am Si Yin, Seventeenth Disciple of Mo Yuan of Kunlun Mountain. response:	I was captured by your father.
context: Yes. Doesn't the Ghost Lord like to take in godsons?\You must be one too.\I am Grand Ziming Palace's second prince.\Li Jing.\Who are you?\Forget it. I can't escape after running into you.\I am Si Yin, Seventeenth Disciple of Mo Yuan of Kunlun Mountain.\I was captured by your father. response:	You are the godson my father captured?
context: You must be one too.\I am Grand Ziming Palace's second prince.\Li Jing.\Who are you?\Forget it. I can't escape after running into you.\I am Si Yin, Seventeenth Disciple of Mo Yuan of Kunlun Mountain.\I was captured by your father.\You are the godson my father captured? response:	Your father took a liking to Ninth Disciple, not me.
context: I am Grand Ziming Palace's second prince.\Li Jing.\Who are you?\Forget it. I can't escape after running into you.\I am Si Yin, Seventeenth Disciple of Mo Yuan of Kunlun Mountain.\I was captured by your father.\You are the godson my father captured?\Your father took a liking to Ninth Disciple, not me. response:	So you are...
context: Li Jing.\Who are you?\Forget it. I can't escape after running into you.\I am Si Yin, Seventeenth Disciple of Mo Yuan of Kunlun Mountain.\I was captured by your father.\You are the godson my father captured?\Your father took a liking to Ninth Disciple, not me.\So you are... response:	I was captured by convenience.
context: Who are you?\Forget it. I can't escape after running into you.\I am Si Yin, Seventeenth Disciple of Mo Yuan of Kunlun Mountain.\I was captured by your father.\You are the godson my father captured?\Your father took a liking to Ninth Disciple, not me.\So you are...\I was captured by convenience. response:	Forget it.
context: Forget it. I can't escape after running into you.\I am Si Yin, Seventeenth Disciple of Mo Yuan of Kunlun Mountain.\I was captured by your father.\You are the godson my father captured?\Your father took a liking to Ninth Disciple, not me.\So you are...\I was captured by convenience.\Forget it. response:	I can't escape anyway.
context: I am Si Yin, Seventeenth Disciple of Mo Yuan of Kunlun Mountain.\I was captured by your father.\You are the godson my father captured?\Your father took a liking to Ninth Disciple, not me.\So you are...\I was captured by convenience.\Forget it.\I can't escape anyway. response:	Make your move, Second Prince.
context: I was captured by your father.\You are the godson my father captured?\Your father took a liking to Ninth Disciple, not me.\So you are...\I was captured by convenience.\Forget it.\I can't escape anyway.\Make your move, Second Prince. response:	Make my move? What move?
context: You are the godson my father captured?\Your father took a liking to Ninth Disciple, not me.\So you are...\I was captured by convenience.\Forget it.\I can't escape anyway.\Make your move, Second Prince.\Make my move? What move? response:	You want me to be like my father and capture you to be my godson?
context: Your father took a liking to Ninth Disciple, not me.\So you are...\I was captured by convenience.\Forget it.\I can't escape anyway.\Make your move, Second Prince.\Make my move? What move?\You want me to be like my father and capture you to be my godson? response:	I'd rather die.
context: So you are...\I was captured by convenience.\Forget it.\I can't escape anyway.\Make your move, Second Prince.\Make my move? What move?\You want me to be like my father and capture you to be my godson?\I'd rather die. response:	I'm just joking. I don't have a fondness for that.
context: I was captured by convenience.\Forget it.\I can't escape anyway.\Make your move, Second Prince.\Make my move? What move?\You want me to be like my father and capture you to be my godson?\I'd rather die.\I'm just joking. I don't have a fondness for that. response:	If you want to run, then run.
context: Forget it.\I can't escape anyway.\Make your move, Second Prince.\Make my move? What move?\You want me to be like my father and capture you to be my godson?\I'd rather die.\I'm just joking. I don't have a fondness for that.\If you want to run, then run. response:	I don't like meddling in these matters.
context: I can't escape anyway.\Make your move, Second Prince.\Make my move? What move?\You want me to be like my father and capture you to be my godson?\I'd rather die.\I'm just joking. I don't have a fondness for that.\If you want to run, then run.\I don't like meddling in these matters. response:	So you are here. Come back with us.
context: Make your move, Second Prince.\Make my move? What move?\You want me to be like my father and capture you to be my godson?\I'd rather die.\I'm just joking. I don't have a fondness for that.\If you want to run, then run.\I don't like meddling in these matters.\So you are here. Come back with us. response:	You all are increasingly ill-behaved.
context: Make my move? What move?\You want me to be like my father and capture you to be my godson?\I'd rather die.\I'm just joking. I don't have a fondness for that.\If you want to run, then run.\I don't like meddling in these matters.\So you are here. Come back with us.\You all are increasingly ill-behaved. response:	Do you still hold any regard for me, a prince?
context: You want me to be like my father and capture you to be my godson?\I'd rather die.\I'm just joking. I don't have a fondness for that.\If you want to run, then run.\I don't like meddling in these matters.\So you are here. Come back with us.\You all are increasingly ill-behaved.\Do you still hold any regard for me, a prince? response:	Second Prince, we dare not be rude.
context: I'd rather die.\I'm just joking. I don't have a fondness for that.\If you want to run, then run.\I don't like meddling in these matters.\So you are here. Come back with us.\You all are increasingly ill-behaved.\Do you still hold any regard for me, a prince?\Second Prince, we dare not be rude. response:	Aren't you going to leave?
context: I'm just joking. I don't have a fondness for that.\If you want to run, then run.\I don't like meddling in these matters.\So you are here. Come back with us.\You all are increasingly ill-behaved.\Do you still hold any regard for me, a prince?\Second Prince, we dare not be rude.\Aren't you going to leave? response:	Second Prince, do you know who she is?
context: If you want to run, then run.\I don't like meddling in these matters.\So you are here. Come back with us.\You all are increasingly ill-behaved.\Do you still hold any regard for me, a prince?\Second Prince, we dare not be rude.\Aren't you going to leave?\Second Prince, do you know who she is? response:	Do you really think I only drink and indulge my fancies all day long
context: I don't like meddling in these matters.\So you are here. Come back with us.\You all are increasingly ill-behaved.\Do you still hold any regard for me, a prince?\Second Prince, we dare not be rude.\Aren't you going to leave?\Second Prince, do you know who she is?\Do you really think I only drink and indulge my fancies all day long response:	and don't know what happens in Grand Ziming Palace?
context: So you are here. Come back with us.\You all are increasingly ill-behaved.\Do you still hold any regard for me, a prince?\Second Prince, we dare not be rude.\Aren't you going to leave?\Second Prince, do you know who she is?\Do you really think I only drink and indulge my fancies all day long\and don't know what happens in Grand Ziming Palace? response:	I dare not think that.
context: You all are increasingly ill-behaved.\Do you still hold any regard for me, a prince?\Second Prince, we dare not be rude.\Aren't you going to leave?\Second Prince, do you know who she is?\Do you really think I only drink and indulge my fancies all day long\and don't know what happens in Grand Ziming Palace?\I dare not think that. response:	A bunch of brainless good-for-nothings.
context: Do you still hold any regard for me, a prince?\Second Prince, we dare not be rude.\Aren't you going to leave?\Second Prince, do you know who she is?\Do you really think I only drink and indulge my fancies all day long\and don't know what happens in Grand Ziming Palace?\I dare not think that.\A bunch of brainless good-for-nothings. response:	- Leave now! - Yes.
context: Second Prince, we dare not be rude.\Aren't you going to leave?\Second Prince, do you know who she is?\Do you really think I only drink and indulge my fancies all day long\and don't know what happens in Grand Ziming Palace?\I dare not think that.\A bunch of brainless good-for-nothings.\- Leave now! - Yes. response:	You're all still there?
context: Aren't you going to leave?\Second Prince, do you know who she is?\Do you really think I only drink and indulge my fancies all day long\and don't know what happens in Grand Ziming Palace?\I dare not think that.\A bunch of brainless good-for-nothings.\- Leave now! - Yes.\You're all still there? response:	Let's go.
context: Second Prince, do you know who she is?\Do you really think I only drink and indulge my fancies all day long\and don't know what happens in Grand Ziming Palace?\I dare not think that.\A bunch of brainless good-for-nothings.\- Leave now! - Yes.\You're all still there?\Let's go. response:	You are the Celestial pretty boy my sister took a liking to?
context: Do you really think I only drink and indulge my fancies all day long\and don't know what happens in Grand Ziming Palace?\I dare not think that.\A bunch of brainless good-for-nothings.\- Leave now! - Yes.\You're all still there?\Let's go.\You are the Celestial pretty boy my sister took a liking to? response:	Why do you say that?
context: and don't know what happens in Grand Ziming Palace?\I dare not think that.\A bunch of brainless good-for-nothings.\- Leave now! - Yes.\You're all still there?\Let's go.\You are the Celestial pretty boy my sister took a liking to?\Why do you say that? response:	I heard the palace people say Yan Zhi took a liking to a Celestial pretty boy.
context: I dare not think that.\A bunch of brainless good-for-nothings.\- Leave now! - Yes.\You're all still there?\Let's go.\You are the Celestial pretty boy my sister took a liking to?\Why do you say that?\I heard the palace people say Yan Zhi took a liking to a Celestial pretty boy. response:	She helped you escape. That means she really does like you.
context: A bunch of brainless good-for-nothings.\- Leave now! - Yes.\You're all still there?\Let's go.\You are the Celestial pretty boy my sister took a liking to?\Why do you say that?\I heard the palace people say Yan Zhi took a liking to a Celestial pretty boy.\She helped you escape. That means she really does like you. response:	There must be a misunderstanding.
context: - Leave now! - Yes.\You're all still there?\Let's go.\You are the Celestial pretty boy my sister took a liking to?\Why do you say that?\I heard the palace people say Yan Zhi took a liking to a Celestial pretty boy.\She helped you escape. That means she really does like you.\There must be a misunderstanding. response:	It's all right.
context: You're all still there?\Let's go.\You are the Celestial pretty boy my sister took a liking to?\Why do you say that?\I heard the palace people say Yan Zhi took a liking to a Celestial pretty boy.\She helped you escape. That means she really does like you.\There must be a misunderstanding.\It's all right. response:	Since my sister likes you so much, I can't let you be captured.
context: Let's go.\You are the Celestial pretty boy my sister took a liking to?\Why do you say that?\I heard the palace people say Yan Zhi took a liking to a Celestial pretty boy.\She helped you escape. That means she really does like you.\There must be a misunderstanding.\It's all right.\Since my sister likes you so much, I can't let you be captured. response:	I'll humble myself and escort you back.
context: You are the Celestial pretty boy my sister took a liking to?\Why do you say that?\I heard the palace people say Yan Zhi took a liking to a Celestial pretty boy.\She helped you escape. That means she really does like you.\There must be a misunderstanding.\It's all right.\Since my sister likes you so much, I can't let you be captured.\I'll humble myself and escort you back. response:	Back to where?
context: Why do you say that?\I heard the palace people say Yan Zhi took a liking to a Celestial pretty boy.\She helped you escape. That means she really does like you.\There must be a misunderstanding.\It's all right.\Since my sister likes you so much, I can't let you be captured.\I'll humble myself and escort you back.\Back to where? response:	Back to where you came from of course!
context: I heard the palace people say Yan Zhi took a liking to a Celestial pretty boy.\She helped you escape. That means she really does like you.\There must be a misunderstanding.\It's all right.\Since my sister likes you so much, I can't let you be captured.\I'll humble myself and escort you back.\Back to where?\Back to where you came from of course! response:	What did you say?
context: She helped you escape. That means she really does like you.\There must be a misunderstanding.\It's all right.\Since my sister likes you so much, I can't let you be captured.\I'll humble myself and escort you back.\Back to where?\Back to where you came from of course!\What did you say? response:	Second Prince is currently drinking with Si Yin...
context: There must be a misunderstanding.\It's all right.\Since my sister likes you so much, I can't let you be captured.\I'll humble myself and escort you back.\Back to where?\Back to where you came from of course!\What did you say?\Second Prince is currently drinking with Si Yin... response:	and will be talking though the night?
context: It's all right.\Since my sister likes you so much, I can't let you be captured.\I'll humble myself and escort you back.\Back to where?\Back to where you came from of course!\What did you say?\Second Prince is currently drinking with Si Yin...\and will be talking though the night? response:	I heard it myself.
context: Since my sister likes you so much, I can't let you be captured.\I'll humble myself and escort you back.\Back to where?\Back to where you came from of course!\What did you say?\Second Prince is currently drinking with Si Yin...\and will be talking though the night?\I heard it myself. response:	They were both drenched from head to toe, and said they had fallen into the water.
context: I'll humble myself and escort you back.\Back to where?\Back to where you came from of course!\What did you say?\Second Prince is currently drinking with Si Yin...\and will be talking though the night?\I heard it myself.\They were both drenched from head to toe, and said they had fallen into the water. response:	Convey my orders not to interfere with Second Prince.
context: Back to where?\Back to where you came from of course!\What did you say?\Second Prince is currently drinking with Si Yin...\and will be talking though the night?\I heard it myself.\They were both drenched from head to toe, and said they had fallen into the water.\Convey my orders not to interfere with Second Prince. response:	Allow him to mingle with the one from Kunlun Mountain.
context: Back to where you came from of course!\What did you say?\Second Prince is currently drinking with Si Yin...\and will be talking though the night?\I heard it myself.\They were both drenched from head to toe, and said they had fallen into the water.\Convey my orders not to interfere with Second Prince.\Allow him to mingle with the one from Kunlun Mountain. response:	When we wage war against the Celestial Tribe
context: What did you say?\Second Prince is currently drinking with Si Yin...\and will be talking though the night?\I heard it myself.\They were both drenched from head to toe, and said they had fallen into the water.\Convey my orders not to interfere with Second Prince.\Allow him to mingle with the one from Kunlun Mountain.\When we wage war against the Celestial Tribe response:	I'll get a chance to lodge an accusation against him.
context: Second Prince is currently drinking with Si Yin...\and will be talking though the night?\I heard it myself.\They were both drenched from head to toe, and said they had fallen into the water.\Convey my orders not to interfere with Second Prince.\Allow him to mingle with the one from Kunlun Mountain.\When we wage war against the Celestial Tribe\I'll get a chance to lodge an accusation against him. response:	Second Brother?
context: and will be talking though the night?\I heard it myself.\They were both drenched from head to toe, and said they had fallen into the water.\Convey my orders not to interfere with Second Prince.\Allow him to mingle with the one from Kunlun Mountain.\When we wage war against the Celestial Tribe\I'll get a chance to lodge an accusation against him.\Second Brother? response:	You're back?
context: I heard it myself.\They were both drenched from head to toe, and said they had fallen into the water.\Convey my orders not to interfere with Second Prince.\Allow him to mingle with the one from Kunlun Mountain.\When we wage war against the Celestial Tribe\I'll get a chance to lodge an accusation against him.\Second Brother?\You're back? response:	How come you're drinking here?
context: They were both drenched from head to toe, and said they had fallen into the water.\Convey my orders not to interfere with Second Prince.\Allow him to mingle with the one from Kunlun Mountain.\When we wage war against the Celestial Tribe\I'll get a chance to lodge an accusation against him.\Second Brother?\You're back?\How come you're drinking here? response:	This Celestial immortal has such a pretty face.
context: Convey my orders not to interfere with Second Prince.\Allow him to mingle with the one from Kunlun Mountain.\When we wage war against the Celestial Tribe\I'll get a chance to lodge an accusation against him.\Second Brother?\You're back?\How come you're drinking here?\This Celestial immortal has such a pretty face. response:	No wonder he caught your eye.
context: Allow him to mingle with the one from Kunlun Mountain.\When we wage war against the Celestial Tribe\I'll get a chance to lodge an accusation against him.\Second Brother?\You're back?\How come you're drinking here?\This Celestial immortal has such a pretty face.\No wonder he caught your eye. response:	You've misunderstood, Second Brother.
context: When we wage war against the Celestial Tribe\I'll get a chance to lodge an accusation against him.\Second Brother?\You're back?\How come you're drinking here?\This Celestial immortal has such a pretty face.\No wonder he caught your eye.\You've misunderstood, Second Brother. response:	I have much experience in matters of romance.
context: I'll get a chance to lodge an accusation against him.\Second Brother?\You're back?\How come you're drinking here?\This Celestial immortal has such a pretty face.\No wonder he caught your eye.\You've misunderstood, Second Brother.\I have much experience in matters of romance. response:	How could I not know? Have you fallen for him?
context: Second Brother?\You're back?\How come you're drinking here?\This Celestial immortal has such a pretty face.\No wonder he caught your eye.\You've misunderstood, Second Brother.\I have much experience in matters of romance.\How could I not know? Have you fallen for him? response:	But he is from the Celestial Tribe.
context: You're back?\How come you're drinking here?\This Celestial immortal has such a pretty face.\No wonder he caught your eye.\You've misunderstood, Second Brother.\I have much experience in matters of romance.\How could I not know? Have you fallen for him?\But he is from the Celestial Tribe. response:	If you like him, who cares which tribe he is from?
context: How come you're drinking here?\This Celestial immortal has such a pretty face.\No wonder he caught your eye.\You've misunderstood, Second Brother.\I have much experience in matters of romance.\How could I not know? Have you fallen for him?\But he is from the Celestial Tribe.\If you like him, who cares which tribe he is from? response:	Those from the Celestial Tribe and the Ghost Tribe cannot marry each other.
context: This Celestial immortal has such a pretty face.\No wonder he caught your eye.\You've misunderstood, Second Brother.\I have much experience in matters of romance.\How could I not know? Have you fallen for him?\But he is from the Celestial Tribe.\If you like him, who cares which tribe he is from?\Those from the Celestial Tribe and the Ghost Tribe cannot marry each other. response:	Furthermore, we are about to wage war against the Celestial Tribe.
context: No wonder he caught your eye.\You've misunderstood, Second Brother.\I have much experience in matters of romance.\How could I not know? Have you fallen for him?\But he is from the Celestial Tribe.\If you like him, who cares which tribe he is from?\Those from the Celestial Tribe and the Ghost Tribe cannot marry each other.\Furthermore, we are about to wage war against the Celestial Tribe. response:	You are smart. It is good you are aware.
context: You've misunderstood, Second Brother.\I have much experience in matters of romance.\How could I not know? Have you fallen for him?\But he is from the Celestial Tribe.\If you like him, who cares which tribe he is from?\Those from the Celestial Tribe and the Ghost Tribe cannot marry each other.\Furthermore, we are about to wage war against the Celestial Tribe.\You are smart. It is good you are aware. response:	He says he wants to make their disciple his godson?
context: I have much experience in matters of romance.\How could I not know? Have you fallen for him?\But he is from the Celestial Tribe.\If you like him, who cares which tribe he is from?\Those from the Celestial Tribe and the Ghost Tribe cannot marry each other.\Furthermore, we are about to wage war against the Celestial Tribe.\You are smart. It is good you are aware.\He says he wants to make their disciple his godson? response:	It is complete pretense.
context: How could I not know? Have you fallen for him?\But he is from the Celestial Tribe.\If you like him, who cares which tribe he is from?\Those from the Celestial Tribe and the Ghost Tribe cannot marry each other.\Furthermore, we are about to wage war against the Celestial Tribe.\You are smart. It is good you are aware.\He says he wants to make their disciple his godson?\It is complete pretense. response:	Father has lost his patience and wants to use this opportunity to rebel.
context: But he is from the Celestial Tribe.\If you like him, who cares which tribe he is from?\Those from the Celestial Tribe and the Ghost Tribe cannot marry each other.\Furthermore, we are about to wage war against the Celestial Tribe.\You are smart. It is good you are aware.\He says he wants to make their disciple his godson?\It is complete pretense.\Father has lost his patience and wants to use this opportunity to rebel. response:	However, I have no interest in rebelling.
context: If you like him, who cares which tribe he is from?\Those from the Celestial Tribe and the Ghost Tribe cannot marry each other.\Furthermore, we are about to wage war against the Celestial Tribe.\You are smart. It is good you are aware.\He says he wants to make their disciple his godson?\It is complete pretense.\Father has lost his patience and wants to use this opportunity to rebel.\However, I have no interest in rebelling. response:	Are you speaking the truth?
context: Those from the Celestial Tribe and the Ghost Tribe cannot marry each other.\Furthermore, we are about to wage war against the Celestial Tribe.\You are smart. It is good you are aware.\He says he wants to make their disciple his godson?\It is complete pretense.\Father has lost his patience and wants to use this opportunity to rebel.\However, I have no interest in rebelling.\Are you speaking the truth? response:	- Then... - What is it?
context: Furthermore, we are about to wage war against the Celestial Tribe.\You are smart. It is good you are aware.\He says he wants to make their disciple his godson?\It is complete pretense.\Father has lost his patience and wants to use this opportunity to rebel.\However, I have no interest in rebelling.\Are you speaking the truth?\- Then... - What is it? response:	Speak freely. When did you learn to hold back with me?
context: You are smart. It is good you are aware.\He says he wants to make their disciple his godson?\It is complete pretense.\Father has lost his patience and wants to use this opportunity to rebel.\However, I have no interest in rebelling.\Are you speaking the truth?\- Then... - What is it?\Speak freely. When did you learn to hold back with me? response:	Since you do not support revolting, why don't you...
context: He says he wants to make their disciple his godson?\It is complete pretense.\Father has lost his patience and wants to use this opportunity to rebel.\However, I have no interest in rebelling.\Are you speaking the truth?\- Then... - What is it?\Speak freely. When did you learn to hold back with me?\Since you do not support revolting, why don't you... response:	help me help him escape?
context: It is complete pretense.\Father has lost his patience and wants to use this opportunity to rebel.\However, I have no interest in rebelling.\Are you speaking the truth?\- Then... - What is it?\Speak freely. When did you learn to hold back with me?\Since you do not support revolting, why don't you...\help me help him escape? response:	You've really fallen for him? Come.
context: Father has lost his patience and wants to use this opportunity to rebel.\However, I have no interest in rebelling.\Are you speaking the truth?\- Then... - What is it?\Speak freely. When did you learn to hold back with me?\Since you do not support revolting, why don't you...\help me help him escape?\You've really fallen for him? Come. response:	Since you really do like him, why bother rescuing him?
context: However, I have no interest in rebelling.\Are you speaking the truth?\- Then... - What is it?\Speak freely. When did you learn to hold back with me?\Since you do not support revolting, why don't you...\help me help him escape?\You've really fallen for him? Come.\Since you really do like him, why bother rescuing him? response:	It'll be more satisfying to lock him up and force him to submit to you.
context: Are you speaking the truth?\- Then... - What is it?\Speak freely. When did you learn to hold back with me?\Since you do not support revolting, why don't you...\help me help him escape?\You've really fallen for him? Come.\Since you really do like him, why bother rescuing him?\It'll be more satisfying to lock him up and force him to submit to you. response:	No, no. If Father finds out, he will surely kill him.
context: - Then... - What is it?\Speak freely. When did you learn to hold back with me?\Since you do not support revolting, why don't you...\help me help him escape?\You've really fallen for him? Come.\Since you really do like him, why bother rescuing him?\It'll be more satisfying to lock him up and force him to submit to you.\No, no. If Father finds out, he will surely kill him. response:	Don't worry. Since he is a hostage, he is naturally safe.
context: Speak freely. When did you learn to hold back with me?\Since you do not support revolting, why don't you...\help me help him escape?\You've really fallen for him? Come.\Since you really do like him, why bother rescuing him?\It'll be more satisfying to lock him up and force him to submit to you.\No, no. If Father finds out, he will surely kill him.\Don't worry. Since he is a hostage, he is naturally safe. response:	I forced this fellow to drink a lot.
context: Since you do not support revolting, why don't you...\help me help him escape?\You've really fallen for him? Come.\Since you really do like him, why bother rescuing him?\It'll be more satisfying to lock him up and force him to submit to you.\No, no. If Father finds out, he will surely kill him.\Don't worry. Since he is a hostage, he is naturally safe.\I forced this fellow to drink a lot. response:	He'll be asleep for at least 10 days.
context: help me help him escape?\You've really fallen for him? Come.\Since you really do like him, why bother rescuing him?\It'll be more satisfying to lock him up and force him to submit to you.\No, no. If Father finds out, he will surely kill him.\Don't worry. Since he is a hostage, he is naturally safe.\I forced this fellow to drink a lot.\He'll be asleep for at least 10 days. response:	You and I will have to plan how we'll get him out of here.
context: You've really fallen for him? Come.\Since you really do like him, why bother rescuing him?\It'll be more satisfying to lock him up and force him to submit to you.\No, no. If Father finds out, he will surely kill him.\Don't worry. Since he is a hostage, he is naturally safe.\I forced this fellow to drink a lot.\He'll be asleep for at least 10 days.\You and I will have to plan how we'll get him out of here. response:	You'll really help me?
context: Since you really do like him, why bother rescuing him?\It'll be more satisfying to lock him up and force him to submit to you.\No, no. If Father finds out, he will surely kill him.\Don't worry. Since he is a hostage, he is naturally safe.\I forced this fellow to drink a lot.\He'll be asleep for at least 10 days.\You and I will have to plan how we'll get him out of here.\You'll really help me? response:	He and I get along pretty well.
context: It'll be more satisfying to lock him up and force him to submit to you.\No, no. If Father finds out, he will surely kill him.\Don't worry. Since he is a hostage, he is naturally safe.\I forced this fellow to drink a lot.\He'll be asleep for at least 10 days.\You and I will have to plan how we'll get him out of here.\You'll really help me?\He and I get along pretty well. response:	I don't want him to die in Grand Ziming Palace.
context: No, no. If Father finds out, he will surely kill him.\Don't worry. Since he is a hostage, he is naturally safe.\I forced this fellow to drink a lot.\He'll be asleep for at least 10 days.\You and I will have to plan how we'll get him out of here.\You'll really help me?\He and I get along pretty well.\I don't want him to die in Grand Ziming Palace. response:	- Mother! - The baby is here!
context: Don't worry. Since he is a hostage, he is naturally safe.\I forced this fellow to drink a lot.\He'll be asleep for at least 10 days.\You and I will have to plan how we'll get him out of here.\You'll really help me?\He and I get along pretty well.\I don't want him to die in Grand Ziming Palace.\- Mother! - The baby is here! response:	We have so many children and we only had one girl, Bai Qian.
context: I forced this fellow to drink a lot.\He'll be asleep for at least 10 days.\You and I will have to plan how we'll get him out of here.\You'll really help me?\He and I get along pretty well.\I don't want him to die in Grand Ziming Palace.\- Mother! - The baby is here!\We have so many children and we only had one girl, Bai Qian. response:	This is wonderful. Now we have another girl in our Fox Den.
context: He'll be asleep for at least 10 days.\You and I will have to plan how we'll get him out of here.\You'll really help me?\He and I get along pretty well.\I don't want him to die in Grand Ziming Palace.\- Mother! - The baby is here!\We have so many children and we only had one girl, Bai Qian.\This is wonderful. Now we have another girl in our Fox Den. response:	Congratulations, Second Brother, on having a princess.
context: You and I will have to plan how we'll get him out of here.\You'll really help me?\He and I get along pretty well.\I don't want him to die in Grand Ziming Palace.\- Mother! - The baby is here!\We have so many children and we only had one girl, Bai Qian.\This is wonderful. Now we have another girl in our Fox Den.\Congratulations, Second Brother, on having a princess. response:	She finally came out of her mother's womb after 10 days of labor.
context: You'll really help me?\He and I get along pretty well.\I don't want him to die in Grand Ziming Palace.\- Mother! - The baby is here!\We have so many children and we only had one girl, Bai Qian.\This is wonderful. Now we have another girl in our Fox Den.\Congratulations, Second Brother, on having a princess.\She finally came out of her mother's womb after 10 days of labor. response:	I'm guessing she'll grow up to be another troublesome child.
context: He and I get along pretty well.\I don't want him to die in Grand Ziming Palace.\- Mother! - The baby is here!\We have so many children and we only had one girl, Bai Qian.\This is wonderful. Now we have another girl in our Fox Den.\Congratulations, Second Brother, on having a princess.\She finally came out of her mother's womb after 10 days of labor.\I'm guessing she'll grow up to be another troublesome child. response:	Mother, do you think she'll be like Bai Qian?
context: I don't want him to die in Grand Ziming Palace.\- Mother! - The baby is here!\We have so many children and we only had one girl, Bai Qian.\This is wonderful. Now we have another girl in our Fox Den.\Congratulations, Second Brother, on having a princess.\She finally came out of her mother's womb after 10 days of labor.\I'm guessing she'll grow up to be another troublesome child.\Mother, do you think she'll be like Bai Qian? response:	Isn't it good to be like Bai Qian?
context: - Mother! - The baby is here!\We have so many children and we only had one girl, Bai Qian.\This is wonderful. Now we have another girl in our Fox Den.\Congratulations, Second Brother, on having a princess.\She finally came out of her mother's womb after 10 days of labor.\I'm guessing she'll grow up to be another troublesome child.\Mother, do you think she'll be like Bai Qian?\Isn't it good to be like Bai Qian? response:	Fox King, look. There is a red birthmark on the child's forehead.
context: We have so many children and we only had one girl, Bai Qian.\This is wonderful. Now we have another girl in our Fox Den.\Congratulations, Second Brother, on having a princess.\She finally came out of her mother's womb after 10 days of labor.\I'm guessing she'll grow up to be another troublesome child.\Mother, do you think she'll be like Bai Qian?\Isn't it good to be like Bai Qian?\Fox King, look. There is a red birthmark on the child's forehead. response:	See what it looks like. Come, look.
context: This is wonderful. Now we have another girl in our Fox Den.\Congratulations, Second Brother, on having a princess.\She finally came out of her mother's womb after 10 days of labor.\I'm guessing she'll grow up to be another troublesome child.\Mother, do you think she'll be like Bai Qian?\Isn't it good to be like Bai Qian?\Fox King, look. There is a red birthmark on the child's forehead.\See what it looks like. Come, look. response:	It looks like a plumed cockscomb flower.
context: Congratulations, Second Brother, on having a princess.\She finally came out of her mother's womb after 10 days of labor.\I'm guessing she'll grow up to be another troublesome child.\Mother, do you think she'll be like Bai Qian?\Isn't it good to be like Bai Qian?\Fox King, look. There is a red birthmark on the child's forehead.\See what it looks like. Come, look.\It looks like a plumed cockscomb flower. response:	Yes, a plumed cockscomb.
context: She finally came out of her mother's womb after 10 days of labor.\I'm guessing she'll grow up to be another troublesome child.\Mother, do you think she'll be like Bai Qian?\Isn't it good to be like Bai Qian?\Fox King, look. There is a red birthmark on the child's forehead.\See what it looks like. Come, look.\It looks like a plumed cockscomb flower.\Yes, a plumed cockscomb. response:	A plumed cockscomb.
context: I'm guessing she'll grow up to be another troublesome child.\Mother, do you think she'll be like Bai Qian?\Isn't it good to be like Bai Qian?\Fox King, look. There is a red birthmark on the child's forehead.\See what it looks like. Come, look.\It looks like a plumed cockscomb flower.\Yes, a plumed cockscomb.\A plumed cockscomb. response:	Why don't I choose a name for her?
