context: Doing things that bring attention to myself... response:	That is what I, Yoshikage Kira, hate the most.
context: Guy...\He's wearing the same suit...\He brought in that guy, and killed him in front of me.\He's too terrifying...\He made me switch his face using Cinderella.\And his hair and fingerprints, by force...\So he's someone else now?\Yes... response:	H-His face...
context: He's wearing the same suit...\He brought in that guy, and killed him in front of me.\He's too terrifying...\He made me switch his face using Cinderella.\And his hair and fingerprints, by force...\So he's someone else now?\Yes...\H-His face... response:	Shining Diamond!
context: He brought in that guy, and killed him in front of me.\He's too terrifying...\He made me switch his face using Cinderella.\And his hair and fingerprints, by force...\So he's someone else now?\Yes...\H-His face...\Shining Diamond! response:	H-His...
context: He's too terrifying...\He made me switch his face using Cinderella.\And his hair and fingerprints, by force...\So he's someone else now?\Yes...\H-His face...\Shining Diamond!\H-His... response:	Josuke, don't touch her! Get away from there!
context: He made me switch his face using Cinderella.\And his hair and fingerprints, by force...\So he's someone else now?\Yes...\H-His face...\Shining Diamond!\H-His...\Josuke, don't touch her! Get away from there! response:	His face...
context: And his hair and fingerprints, by force...\So he's someone else now?\Yes...\H-His face...\Shining Diamond!\H-His...\Josuke, don't touch her! Get away from there!\His face... response:	Aya!
context: So he's someone else now?\Yes...\H-His face...\Shining Diamond!\H-His...\Josuke, don't touch her! Get away from there!\His face...\Aya! response:	On the other side of that door!
context: Yes...\H-His face...\Shining Diamond!\H-His...\Josuke, don't touch her! Get away from there!\His face...\Aya!\On the other side of that door! response:	You're not getting away, damn it!
context: H-His face...\Shining Diamond!\H-His...\Josuke, don't touch her! Get away from there!\His face...\Aya!\On the other side of that door!\You're not getting away, damn it! response:	Th-This is...
context: Shining Diamond!\H-His...\Josuke, don't touch her! Get away from there!\His face...\Aya!\On the other side of that door!\You're not getting away, damn it!\Th-This is... response:	I-It's time for everyone to go home...
context: H-His...\Josuke, don't touch her! Get away from there!\His face...\Aya!\On the other side of that door!\You're not getting away, damn it!\Th-This is...\I-It's time for everyone to go home... response:	S-So many...
context: Josuke, don't touch her! Get away from there!\His face...\Aya!\On the other side of that door!\You're not getting away, damn it!\Th-This is...\I-It's time for everyone to go home...\S-So many... response:	Wh-Which one is he? Which one is Yoshikage Kira?!
context: His face...\Aya!\On the other side of that door!\You're not getting away, damn it!\Th-This is...\I-It's time for everyone to go home...\S-So many...\Wh-Which one is he? Which one is Yoshikage Kira?! response:	Yoshikage Kira, you coward! Show yourself!
context: Aya!\On the other side of that door!\You're not getting away, damn it!\Th-This is...\I-It's time for everyone to go home...\S-So many...\Wh-Which one is he? Which one is Yoshikage Kira?!\Yoshikage Kira, you coward! Show yourself! response:	He managed to get away.
context: On the other side of that door!\You're not getting away, damn it!\Th-This is...\I-It's time for everyone to go home...\S-So many...\Wh-Which one is he? Which one is Yoshikage Kira?!\Yoshikage Kira, you coward! Show yourself!\He managed to get away. response:	He's not going to be quivering, or hiding.
context: You're not getting away, damn it!\Th-This is...\I-It's time for everyone to go home...\S-So many...\Wh-Which one is he? Which one is Yoshikage Kira?!\Yoshikage Kira, you coward! Show yourself!\He managed to get away.\He's not going to be quivering, or hiding. response:	He's not even going to leave Morioh.
context: Th-This is...\I-It's time for everyone to go home...\S-So many...\Wh-Which one is he? Which one is Yoshikage Kira?!\Yoshikage Kira, you coward! Show yourself!\He managed to get away.\He's not going to be quivering, or hiding.\He's not even going to leave Morioh. response:	He's going to live his life in this town, like he always has.
context: I-It's time for everyone to go home...\S-So many...\Wh-Which one is he? Which one is Yoshikage Kira?!\Yoshikage Kira, you coward! Show yourself!\He managed to get away.\He's not going to be quivering, or hiding.\He's not even going to leave Morioh.\He's going to live his life in this town, like he always has. response:	Aya Tsuji: dead.
context: S-So many...\Wh-Which one is he? Which one is Yoshikage Kira?!\Yoshikage Kira, you coward! Show yourself!\He managed to get away.\He's not going to be quivering, or hiding.\He's not even going to leave Morioh.\He's going to live his life in this town, like he always has.\Aya Tsuji: dead. response:	Aya Tsuji: Dead
context: Wh-Which one is he? Which one is Yoshikage Kira?!\Yoshikage Kira, you coward! Show yourself!\He managed to get away.\He's not going to be quivering, or hiding.\He's not even going to leave Morioh.\He's going to live his life in this town, like he always has.\Aya Tsuji: dead.\Aya Tsuji: Dead response:	Yoshikage Kira Changes His Face, Name, and Address, Becoming a Different Person
context: Yoshikage Kira, you coward! Show yourself!\He managed to get away.\He's not going to be quivering, or hiding.\He's not even going to leave Morioh.\He's going to live his life in this town, like he always has.\Aya Tsuji: dead.\Aya Tsuji: Dead\Yoshikage Kira Changes His Face, Name, and Address, Becoming a Different Person response:	Yoshikage Kira changes his face, name, and address, becoming a different person.
context: He managed to get away.\He's not going to be quivering, or hiding.\He's not even going to leave Morioh.\He's going to live his life in this town, like he always has.\Aya Tsuji: dead.\Aya Tsuji: Dead\Yoshikage Kira Changes His Face, Name, and Address, Becoming a Different Person\Yoshikage Kira changes his face, name, and address, becoming a different person. response:	Episode 25 Heart Father
context: He's not going to be quivering, or hiding.\He's not even going to leave Morioh.\He's going to live his life in this town, like he always has.\Aya Tsuji: dead.\Aya Tsuji: Dead\Yoshikage Kira Changes His Face, Name, and Address, Becoming a Different Person\Yoshikage Kira changes his face, name, and address, becoming a different person.\Episode 25 Heart Father response:	Episode 25 Hear t Fa t her
