context: Kiss Him, Not Me response:	Let The Shipping Wars Begin!
context: It goes until Monday, 4:00 P.M. Then the winner is based on the number of hits.\Good luck, Senpai!\Amazing. Both of them are going up.\And so, the decisive moment came...\It's time!\To duel!\Hits\My Lord, Surely You Jest response:	Tags Kachu Rabu
context: Good luck, Senpai!\Amazing. Both of them are going up.\And so, the decisive moment came...\It's time!\To duel!\Hits\My Lord, Surely You Jest\Tags Kachu Rabu response:	Hits
context: Amazing. Both of them are going up.\And so, the decisive moment came...\It's time!\To duel!\Hits\My Lord, Surely You Jest\Tags Kachu Rabu\Hits response:	LoveIn The Castle Tower
context: And so, the decisive moment came...\It's time!\To duel!\Hits\My Lord, Surely You Jest\Tags Kachu Rabu\Hits\LoveIn The Castle Tower response:	I win!
context: It's time!\To duel!\Hits\My Lord, Surely You Jest\Tags Kachu Rabu\Hits\LoveIn The Castle Tower\I win! response:	I lost...
context: To duel!\Hits\My Lord, Surely You Jest\Tags Kachu Rabu\Hits\LoveIn The Castle Tower\I win!\I lost... response:	This is proof that I was right!
context: Hits\My Lord, Surely You Jest\Tags Kachu Rabu\Hits\LoveIn The Castle Tower\I win!\I lost...\This is proof that I was right! response:	Everyone follows Akane x Lord!
context: My Lord, Surely You Jest\Tags Kachu Rabu\Hits\LoveIn The Castle Tower\I win!\I lost...\This is proof that I was right!\Everyone follows Akane x Lord! response:	Now, let me hear you admit you've lost, Senpai.
context: Tags Kachu Rabu\Hits\LoveIn The Castle Tower\I win!\I lost...\This is proof that I was right!\Everyone follows Akane x Lord!\Now, let me hear you admit you've lost, Senpai. response:	I can't hear you. Speak up!
context: Hits\LoveIn The Castle Tower\I win!\I lost...\This is proof that I was right!\Everyone follows Akane x Lord!\Now, let me hear you admit you've lost, Senpai.\I can't hear you. Speak up! response:	H-Hey.
context: LoveIn The Castle Tower\I win!\I lost...\This is proof that I was right!\Everyone follows Akane x Lord!\Now, let me hear you admit you've lost, Senpai.\I can't hear you. Speak up!\H-Hey. response:	But, but, but!
context: I win!\I lost...\This is proof that I was right!\Everyone follows Akane x Lord!\Now, let me hear you admit you've lost, Senpai.\I can't hear you. Speak up!\H-Hey.\But, but, but! response:	I won't give up my pairing!
context: I lost...\This is proof that I was right!\Everyone follows Akane x Lord!\Now, let me hear you admit you've lost, Senpai.\I can't hear you. Speak up!\H-Hey.\But, but, but!\I won't give up my pairing! response:	S-Serinuma!
context: This is proof that I was right!\Everyone follows Akane x Lord!\Now, let me hear you admit you've lost, Senpai.\I can't hear you. Speak up!\H-Hey.\But, but, but!\I won't give up my pairing!\S-Serinuma! response:	Wait!
context: Everyone follows Akane x Lord!\Now, let me hear you admit you've lost, Senpai.\I can't hear you. Speak up!\H-Hey.\But, but, but!\I won't give up my pairing!\S-Serinuma!\Wait! response:	Satisfied?
context: Now, let me hear you admit you've lost, Senpai.\I can't hear you. Speak up!\H-Hey.\But, but, but!\I won't give up my pairing!\S-Serinuma!\Wait!\Satisfied? response:	Yeah.
context: I can't hear you. Speak up!\H-Hey.\But, but, but!\I won't give up my pairing!\S-Serinuma!\Wait!\Satisfied?\Yeah. response:	Isn't it great that your justice won in the end?
context: H-Hey.\But, but, but!\I won't give up my pairing!\S-Serinuma!\Wait!\Satisfied?\Yeah.\Isn't it great that your justice won in the end? response:	What are you trying to say?
context: But, but, but!\I won't give up my pairing!\S-Serinuma!\Wait!\Satisfied?\Yeah.\Isn't it great that your justice won in the end?\What are you trying to say? response:	You once told me that you like beautiful things.
context: I won't give up my pairing!\S-Serinuma!\Wait!\Satisfied?\Yeah.\Isn't it great that your justice won in the end?\What are you trying to say?\You once told me that you like beautiful things. response:	Is making the girl you like cry beautiful?
context: S-Serinuma!\Wait!\Satisfied?\Yeah.\Isn't it great that your justice won in the end?\What are you trying to say?\You once told me that you like beautiful things.\Is making the girl you like cry beautiful? response:	It was here, wasn't it? Where I first met her.
context: Wait!\Satisfied?\Yeah.\Isn't it great that your justice won in the end?\What are you trying to say?\You once told me that you like beautiful things.\Is making the girl you like cry beautiful?\It was here, wasn't it? Where I first met her. response:	Higashinohashi High School Entrance Ceremony
context: Satisfied?\Yeah.\Isn't it great that your justice won in the end?\What are you trying to say?\You once told me that you like beautiful things.\Is making the girl you like cry beautiful?\It was here, wasn't it? Where I first met her.\Higashinohashi High School Entrance Ceremony response:	I'm finally here!
context: Yeah.\Isn't it great that your justice won in the end?\What are you trying to say?\You once told me that you like beautiful things.\Is making the girl you like cry beautiful?\It was here, wasn't it? Where I first met her.\Higashinohashi High School Entrance Ceremony\I'm finally here! response:	This is the school I chose for myself.
context: Isn't it great that your justice won in the end?\What are you trying to say?\You once told me that you like beautiful things.\Is making the girl you like cry beautiful?\It was here, wasn't it? Where I first met her.\Higashinohashi High School Entrance Ceremony\I'm finally here!\This is the school I chose for myself. response:	I'll make a place for myself in this world!
context: What are you trying to say?\You once told me that you like beautiful things.\Is making the girl you like cry beautiful?\It was here, wasn't it? Where I first met her.\Higashinohashi High School Entrance Ceremony\I'm finally here!\This is the school I chose for myself.\I'll make a place for myself in this world! response:	What's going on there? Amazing!
context: You once told me that you like beautiful things.\Is making the girl you like cry beautiful?\It was here, wasn't it? Where I first met her.\Higashinohashi High School Entrance Ceremony\I'm finally here!\This is the school I chose for myself.\I'll make a place for myself in this world!\What's going on there? Amazing! response:	Oh, right, I heard a super rich girl was coming to our school.
context: Is making the girl you like cry beautiful?\It was here, wasn't it? Where I first met her.\Higashinohashi High School Entrance Ceremony\I'm finally here!\This is the school I chose for myself.\I'll make a place for myself in this world!\What's going on there? Amazing!\Oh, right, I heard a super rich girl was coming to our school. response:	What, why would someone like that come to a plain public school like ours?
context: It was here, wasn't it? Where I first met her.\Higashinohashi High School Entrance Ceremony\I'm finally here!\This is the school I chose for myself.\I'll make a place for myself in this world!\What's going on there? Amazing!\Oh, right, I heard a super rich girl was coming to our school.\What, why would someone like that come to a plain public school like ours? response:	Oh, no!
context: Higashinohashi High School Entrance Ceremony\I'm finally here!\This is the school I chose for myself.\I'll make a place for myself in this world!\What's going on there? Amazing!\Oh, right, I heard a super rich girl was coming to our school.\What, why would someone like that come to a plain public school like ours?\Oh, no! response:	This is no different than how things were before!
context: I'm finally here!\This is the school I chose for myself.\I'll make a place for myself in this world!\What's going on there? Amazing!\Oh, right, I heard a super rich girl was coming to our school.\What, why would someone like that come to a plain public school like ours?\Oh, no!\This is no different than how things were before! response:	I'm late! I'm late!
context: This is the school I chose for myself.\I'll make a place for myself in this world!\What's going on there? Amazing!\Oh, right, I heard a super rich girl was coming to our school.\What, why would someone like that come to a plain public school like ours?\Oh, no!\This is no different than how things were before!\I'm late! I'm late! response:	I'm sorry!
context: I'll make a place for myself in this world!\What's going on there? Amazing!\Oh, right, I heard a super rich girl was coming to our school.\What, why would someone like that come to a plain public school like ours?\Oh, no!\This is no different than how things were before!\I'm late! I'm late!\I'm sorry! response:	I tripped!
context: What's going on there? Amazing!\Oh, right, I heard a super rich girl was coming to our school.\What, why would someone like that come to a plain public school like ours?\Oh, no!\This is no different than how things were before!\I'm late! I'm late!\I'm sorry!\I tripped! response:	Don't die!
context: Oh, right, I heard a super rich girl was coming to our school.\What, why would someone like that come to a plain public school like ours?\Oh, no!\This is no different than how things were before!\I'm late! I'm late!\I'm sorry!\I tripped!\Don't die! response:	That was a beautiful flying body attack, my lady.
context: What, why would someone like that come to a plain public school like ours?\Oh, no!\This is no different than how things were before!\I'm late! I'm late!\I'm sorry!\I tripped!\Don't die!\That was a beautiful flying body attack, my lady. response:	This is the first doujinshi I've made.
context: Oh, no!\This is no different than how things were before!\I'm late! I'm late!\I'm sorry!\I tripped!\Don't die!\That was a beautiful flying body attack, my lady.\This is the first doujinshi I've made. response:	I wonder if I'll be big one day.
context: This is no different than how things were before!\I'm late! I'm late!\I'm sorry!\I tripped!\Don't die!\That was a beautiful flying body attack, my lady.\This is the first doujinshi I've made.\I wonder if I'll be big one day. response:	Please take a look!
context: I'm late! I'm late!\I'm sorry!\I tripped!\Don't die!\That was a beautiful flying body attack, my lady.\This is the first doujinshi I've made.\I wonder if I'll be big one day.\Please take a look! response:	They're new issues!
context: I'm sorry!\I tripped!\Don't die!\That was a beautiful flying body attack, my lady.\This is the first doujinshi I've made.\I wonder if I'll be big one day.\Please take a look!\They're new issues! response:	It's hard to get a sale.
context: I tripped!\Don't die!\That was a beautiful flying body attack, my lady.\This is the first doujinshi I've made.\I wonder if I'll be big one day.\Please take a look!\They're new issues!\It's hard to get a sale. response:	She's...
context: Don't die!\That was a beautiful flying body attack, my lady.\This is the first doujinshi I've made.\I wonder if I'll be big one day.\Please take a look!\They're new issues!\It's hard to get a sale.\She's... response:	I would like everything from here to here.
context: That was a beautiful flying body attack, my lady.\This is the first doujinshi I've made.\I wonder if I'll be big one day.\Please take a look!\They're new issues!\It's hard to get a sale.\She's...\I would like everything from here to here. response:	Sh-She's so cool!
context: This is the first doujinshi I've made.\I wonder if I'll be big one day.\Please take a look!\They're new issues!\It's hard to get a sale.\She's...\I would like everything from here to here.\Sh-She's so cool! response:	Th-Thank you very much!
context: I wonder if I'll be big one day.\Please take a look!\They're new issues!\It's hard to get a sale.\She's...\I would like everything from here to here.\Sh-She's so cool!\Th-Thank you very much! response:	Um, would you mind telling me your
context: Please take a look!\They're new issues!\It's hard to get a sale.\She's...\I would like everything from here to here.\Sh-She's so cool!\Th-Thank you very much!\Um, would you mind telling me your response:	Oh! Round Triangle-san has started selling copies of her books!
context: They're new issues!\It's hard to get a sale.\She's...\I would like everything from here to here.\Sh-She's so cool!\Th-Thank you very much!\Um, would you mind telling me your\Oh! Round Triangle-san has started selling copies of her books! response:	Thank you!
context: It's hard to get a sale.\She's...\I would like everything from here to here.\Sh-She's so cool!\Th-Thank you very much!\Um, would you mind telling me your\Oh! Round Triangle-san has started selling copies of her books!\Thank you! response:	I'm happy I could sell a few issues.
context: She's...\I would like everything from here to here.\Sh-She's so cool!\Th-Thank you very much!\Um, would you mind telling me your\Oh! Round Triangle-san has started selling copies of her books!\Thank you!\I'm happy I could sell a few issues. response:	Hmm? I got a message from the mail form.
context: I would like everything from here to here.\Sh-She's so cool!\Th-Thank you very much!\Um, would you mind telling me your\Oh! Round Triangle-san has started selling copies of her books!\Thank you!\I'm happy I could sell a few issues.\Hmm? I got a message from the mail form. response:	Dear Yokoshima-sensei,
context: Sh-She's so cool!\Th-Thank you very much!\Um, would you mind telling me your\Oh! Round Triangle-san has started selling copies of her books!\Thank you!\I'm happy I could sell a few issues.\Hmm? I got a message from the mail form.\Dear Yokoshima-sensei, response:	Today, I bought all of your books.
context: Th-Thank you very much!\Um, would you mind telling me your\Oh! Round Triangle-san has started selling copies of her books!\Thank you!\I'm happy I could sell a few issues.\Hmm? I got a message from the mail form.\Dear Yokoshima-sensei,\Today, I bought all of your books. response:	I-It's her!
context: Um, would you mind telling me your\Oh! Round Triangle-san has started selling copies of her books!\Thank you!\I'm happy I could sell a few issues.\Hmm? I got a message from the mail form.\Dear Yokoshima-sensei,\Today, I bought all of your books.\I-It's her! response:	Your books were very good.
context: Oh! Round Triangle-san has started selling copies of her books!\Thank you!\I'm happy I could sell a few issues.\Hmm? I got a message from the mail form.\Dear Yokoshima-sensei,\Today, I bought all of your books.\I-It's her!\Your books were very good. response:	No, those words aren't enough to express how good they were.
context: Thank you!\I'm happy I could sell a few issues.\Hmm? I got a message from the mail form.\Dear Yokoshima-sensei,\Today, I bought all of your books.\I-It's her!\Your books were very good.\No, those words aren't enough to express how good they were. response:	It was like my soul was trembling!
context: I'm happy I could sell a few issues.\Hmm? I got a message from the mail form.\Dear Yokoshima-sensei,\Today, I bought all of your books.\I-It's her!\Your books were very good.\No, those words aren't enough to express how good they were.\It was like my soul was trembling! response:	Oh, flying body attack girl...
context: Hmm? I got a message from the mail form.\Dear Yokoshima-sensei,\Today, I bought all of your books.\I-It's her!\Your books were very good.\No, those words aren't enough to express how good they were.\It was like my soul was trembling!\Oh, flying body attack girl... response:	And so, I started looking for her around school.
context: Dear Yokoshima-sensei,\Today, I bought all of your books.\I-It's her!\Your books were very good.\No, those words aren't enough to express how good they were.\It was like my soul was trembling!\Oh, flying body attack girl...\And so, I started looking for her around school. response:	But I wasn't able to find her.
context: Today, I bought all of your books.\I-It's her!\Your books were very good.\No, those words aren't enough to express how good they were.\It was like my soul was trembling!\Oh, flying body attack girl...\And so, I started looking for her around school.\But I wasn't able to find her. response:	I became absorbed in my writing.
context: I-It's her!\Your books were very good.\No, those words aren't enough to express how good they were.\It was like my soul was trembling!\Oh, flying body attack girl...\And so, I started looking for her around school.\But I wasn't able to find her.\I became absorbed in my writing. response:	My circle started getting bigger and bigger.
context: Your books were very good.\No, those words aren't enough to express how good they were.\It was like my soul was trembling!\Oh, flying body attack girl...\And so, I started looking for her around school.\But I wasn't able to find her.\I became absorbed in my writing.\My circle started getting bigger and bigger. response:	And then, that day, I was reunited with her without even knowing it.
context: No, those words aren't enough to express how good they were.\It was like my soul was trembling!\Oh, flying body attack girl...\And so, I started looking for her around school.\But I wasn't able to find her.\I became absorbed in my writing.\My circle started getting bigger and bigger.\And then, that day, I was reunited with her without even knowing it. response:	Oh, it's Serinuma-san from year two!
context: It was like my soul was trembling!\Oh, flying body attack girl...\And so, I started looking for her around school.\But I wasn't able to find her.\I became absorbed in my writing.\My circle started getting bigger and bigger.\And then, that day, I was reunited with her without even knowing it.\Oh, it's Serinuma-san from year two! response:	She really is cute.
context: Oh, flying body attack girl...\And so, I started looking for her around school.\But I wasn't able to find her.\I became absorbed in my writing.\My circle started getting bigger and bigger.\And then, that day, I was reunited with her without even knowing it.\Oh, it's Serinuma-san from year two!\She really is cute. response:	I hear she's a huge otaku, though.
context: And so, I started looking for her around school.\But I wasn't able to find her.\I became absorbed in my writing.\My circle started getting bigger and bigger.\And then, that day, I was reunited with her without even knowing it.\Oh, it's Serinuma-san from year two!\She really is cute.\I hear she's a huge otaku, though. response:	If she's this cute, it doesn't matter.
context: But I wasn't able to find her.\I became absorbed in my writing.\My circle started getting bigger and bigger.\And then, that day, I was reunited with her without even knowing it.\Oh, it's Serinuma-san from year two!\She really is cute.\I hear she's a huge otaku, though.\If she's this cute, it doesn't matter. response:	But just a little while ago, she was a huge fatty!
context: I became absorbed in my writing.\My circle started getting bigger and bigger.\And then, that day, I was reunited with her without even knowing it.\Oh, it's Serinuma-san from year two!\She really is cute.\I hear she's a huge otaku, though.\If she's this cute, it doesn't matter.\But just a little while ago, she was a huge fatty! response:	This girl, and that girl, are one in the same?!
context: My circle started getting bigger and bigger.\And then, that day, I was reunited with her without even knowing it.\Oh, it's Serinuma-san from year two!\She really is cute.\I hear she's a huge otaku, though.\If she's this cute, it doesn't matter.\But just a little while ago, she was a huge fatty!\This girl, and that girl, are one in the same?! response:	This must be...
context: And then, that day, I was reunited with her without even knowing it.\Oh, it's Serinuma-san from year two!\She really is cute.\I hear she's a huge otaku, though.\If she's this cute, it doesn't matter.\But just a little while ago, she was a huge fatty!\This girl, and that girl, are one in the same?!\This must be... response:	Fate!
context: Oh, it's Serinuma-san from year two!\She really is cute.\I hear she's a huge otaku, though.\If she's this cute, it doesn't matter.\But just a little while ago, she was a huge fatty!\This girl, and that girl, are one in the same?!\This must be...\Fate! response:	She was always beautiful.
context: She really is cute.\I hear she's a huge otaku, though.\If she's this cute, it doesn't matter.\But just a little while ago, she was a huge fatty!\This girl, and that girl, are one in the same?!\This must be...\Fate!\She was always beautiful. response:	I don't want to lose her over something like this!
context: I hear she's a huge otaku, though.\If she's this cute, it doesn't matter.\But just a little while ago, she was a huge fatty!\This girl, and that girl, are one in the same?!\This must be...\Fate!\She was always beautiful.\I don't want to lose her over something like this! response:	There's nothing more precious to me than her!
context: If she's this cute, it doesn't matter.\But just a little while ago, she was a huge fatty!\This girl, and that girl, are one in the same?!\This must be...\Fate!\She was always beautiful.\I don't want to lose her over something like this!\There's nothing more precious to me than her! response:	Shima-chan
context: But just a little while ago, she was a huge fatty!\This girl, and that girl, are one in the same?!\This must be...\Fate!\She was always beautiful.\I don't want to lose her over something like this!\There's nothing more precious to me than her!\Shima-chan response:	Senpai, your phone.
context: This girl, and that girl, are one in the same?!\This must be...\Fate!\She was always beautiful.\I don't want to lose her over something like this!\There's nothing more precious to me than her!\Shima-chan\Senpai, your phone. response:	It's from Nishina-san.
context: This must be...\Fate!\She was always beautiful.\I don't want to lose her over something like this!\There's nothing more precious to me than her!\Shima-chan\Senpai, your phone.\It's from Nishina-san. response:	I-I'm not picking up.
context: Fate!\She was always beautiful.\I don't want to lose her over something like this!\There's nothing more precious to me than her!\Shima-chan\Senpai, your phone.\It's from Nishina-san.\I-I'm not picking up. response:	Just pick up.
context: She was always beautiful.\I don't want to lose her over something like this!\There's nothing more precious to me than her!\Shima-chan\Senpai, your phone.\It's from Nishina-san.\I-I'm not picking up.\Just pick up. response:	No!
context: I don't want to lose her over something like this!\There's nothing more precious to me than her!\Shima-chan\Senpai, your phone.\It's from Nishina-san.\I-I'm not picking up.\Just pick up.\No! response:	Jeez.
context: There's nothing more precious to me than her!\Shima-chan\Senpai, your phone.\It's from Nishina-san.\I-I'm not picking up.\Just pick up.\No!\Jeez. response:	Igarashi
context: Shima-chan\Senpai, your phone.\It's from Nishina-san.\I-I'm not picking up.\Just pick up.\No!\Jeez.\Igarashi response:	Erry's in front of the station You owe me
context: Senpai, your phone.\It's from Nishina-san.\I-I'm not picking up.\Just pick up.\No!\Jeez.\Igarashi\Erry's in front of the station You owe me response:	Meow
context: It's from Nishina-san.\I-I'm not picking up.\Just pick up.\No!\Jeez.\Igarashi\Erry's in front of the station You owe me\Meow response:	You may have lost the duel, but that story was pretty good!
context: I-I'm not picking up.\Just pick up.\No!\Jeez.\Igarashi\Erry's in front of the station You owe me\Meow\You may have lost the duel, but that story was pretty good! response:	He's right!
context: Just pick up.\No!\Jeez.\Igarashi\Erry's in front of the station You owe me\Meow\You may have lost the duel, but that story was pretty good!\He's right! response:	Cheer up.
context: No!\Jeez.\Igarashi\Erry's in front of the station You owe me\Meow\You may have lost the duel, but that story was pretty good!\He's right!\Cheer up. response:	A loss is a loss. I know that.
context: Jeez.\Igarashi\Erry's in front of the station You owe me\Meow\You may have lost the duel, but that story was pretty good!\He's right!\Cheer up.\A loss is a loss. I know that. response:	But... But, I...
context: Igarashi\Erry's in front of the station You owe me\Meow\You may have lost the duel, but that story was pretty good!\He's right!\Cheer up.\A loss is a loss. I know that.\But... But, I... response:	I still love the stories Shima-chan writes!
context: Erry's in front of the station You owe me\Meow\You may have lost the duel, but that story was pretty good!\He's right!\Cheer up.\A loss is a loss. I know that.\But... But, I...\I still love the stories Shima-chan writes! response:	They make my soul tremble!
context: Meow\You may have lost the duel, but that story was pretty good!\He's right!\Cheer up.\A loss is a loss. I know that.\But... But, I...\I still love the stories Shima-chan writes!\They make my soul tremble! response:	I feel the same. I love your storyI love you!
context: You may have lost the duel, but that story was pretty good!\He's right!\Cheer up.\A loss is a loss. I know that.\But... But, I...\I still love the stories Shima-chan writes!\They make my soul tremble!\I feel the same. I love your storyI love you! response:	Sh-Shima-chan.
context: He's right!\Cheer up.\A loss is a loss. I know that.\But... But, I...\I still love the stories Shima-chan writes!\They make my soul tremble!\I feel the same. I love your storyI love you!\Sh-Shima-chan. response:	Senpai.
context: Cheer up.\A loss is a loss. I know that.\But... But, I...\I still love the stories Shima-chan writes!\They make my soul tremble!\I feel the same. I love your storyI love you!\Sh-Shima-chan.\Senpai. response:	Shima-chan, I'm sowwy!
context: A loss is a loss. I know that.\But... But, I...\I still love the stories Shima-chan writes!\They make my soul tremble!\I feel the same. I love your storyI love you!\Sh-Shima-chan.\Senpai.\Shima-chan, I'm sowwy! response:	That's my line! Shenpai!
context: But... But, I...\I still love the stories Shima-chan writes!\They make my soul tremble!\I feel the same. I love your storyI love you!\Sh-Shima-chan.\Senpai.\Shima-chan, I'm sowwy!\That's my line! Shenpai! response:	This is making up, right?
context: I still love the stories Shima-chan writes!\They make my soul tremble!\I feel the same. I love your storyI love you!\Sh-Shima-chan.\Senpai.\Shima-chan, I'm sowwy!\That's my line! Shenpai!\This is making up, right? response:	Oh!
context: They make my soul tremble!\I feel the same. I love your storyI love you!\Sh-Shima-chan.\Senpai.\Shima-chan, I'm sowwy!\That's my line! Shenpai!\This is making up, right?\Oh! response:	So we're done with all that shipping stuff, right?
context: I feel the same. I love your storyI love you!\Sh-Shima-chan.\Senpai.\Shima-chan, I'm sowwy!\That's my line! Shenpai!\This is making up, right?\Oh!\So we're done with all that shipping stuff, right? response:	Why, you!
context: Sh-Shima-chan.\Senpai.\Shima-chan, I'm sowwy!\That's my line! Shenpai!\This is making up, right?\Oh!\So we're done with all that shipping stuff, right?\Why, you! response:	About that, I have an idea.
context: Senpai.\Shima-chan, I'm sowwy!\That's my line! Shenpai!\This is making up, right?\Oh!\So we're done with all that shipping stuff, right?\Why, you!\About that, I have an idea. response:	Yeah, me, too.
context: Shima-chan, I'm sowwy!\That's my line! Shenpai!\This is making up, right?\Oh!\So we're done with all that shipping stuff, right?\Why, you!\About that, I have an idea.\Yeah, me, too. response:	The lord and Akane-chan are versatile!
context: That's my line! Shenpai!\This is making up, right?\Oh!\So we're done with all that shipping stuff, right?\Why, you!\About that, I have an idea.\Yeah, me, too.\The lord and Akane-chan are versatile! response:	That's why you're my soulmate!
context: This is making up, right?\Oh!\So we're done with all that shipping stuff, right?\Why, you!\About that, I have an idea.\Yeah, me, too.\The lord and Akane-chan are versatile!\That's why you're my soulmate! response:	Nana
context: Oh!\So we're done with all that shipping stuff, right?\Why, you!\About that, I have an idea.\Yeah, me, too.\The lord and Akane-chan are versatile!\That's why you're my soulmate!\Nana response:	Iga
context: So we're done with all that shipping stuff, right?\Why, you!\About that, I have an idea.\Yeah, me, too.\The lord and Akane-chan are versatile!\That's why you're my soulmate!\Nana\Iga response:	Mu
context: Why, you!\About that, I have an idea.\Yeah, me, too.\The lord and Akane-chan are versatile!\That's why you're my soulmate!\Nana\Iga\Mu response:	Shi
context: About that, I have an idea.\Yeah, me, too.\The lord and Akane-chan are versatile!\That's why you're my soulmate!\Nana\Iga\Mu\Shi response:	Versatile apparently refers to a pairing in which
context: Yeah, me, too.\The lord and Akane-chan are versatile!\That's why you're my soulmate!\Nana\Iga\Mu\Shi\Versatile apparently refers to a pairing in which response:	both players can be the catcher or pitcher.
context: The lord and Akane-chan are versatile!\That's why you're my soulmate!\Nana\Iga\Mu\Shi\Versatile apparently refers to a pairing in which\both players can be the catcher or pitcher. response:	Yeah?
context: That's why you're my soulmate!\Nana\Iga\Mu\Shi\Versatile apparently refers to a pairing in which\both players can be the catcher or pitcher.\Yeah? response:	Yeah?
context: Nana\Iga\Mu\Shi\Versatile apparently refers to a pairing in which\both players can be the catcher or pitcher.\Yeah?\Yeah? response:	All's well that ends well.
context: Iga\Mu\Shi\Versatile apparently refers to a pairing in which\both players can be the catcher or pitcher.\Yeah?\Yeah?\All's well that ends well. response:	Nishina, are those new sneakers?
context: Mu\Shi\Versatile apparently refers to a pairing in which\both players can be the catcher or pitcher.\Yeah?\Yeah?\All's well that ends well.\Nishina, are those new sneakers? response:	Yeah. Thanks for noticing.
context: Shi\Versatile apparently refers to a pairing in which\both players can be the catcher or pitcher.\Yeah?\Yeah?\All's well that ends well.\Nishina, are those new sneakers?\Yeah. Thanks for noticing. response:	I thought it was rare to see you in sneakers.
context: Versatile apparently refers to a pairing in which\both players can be the catcher or pitcher.\Yeah?\Yeah?\All's well that ends well.\Nishina, are those new sneakers?\Yeah. Thanks for noticing.\I thought it was rare to see you in sneakers. response:	Also, I kind of collect them.
context: both players can be the catcher or pitcher.\Yeah?\Yeah?\All's well that ends well.\Nishina, are those new sneakers?\Yeah. Thanks for noticing.\I thought it was rare to see you in sneakers.\Also, I kind of collect them. response:	Kind of?
context: Yeah?\Yeah?\All's well that ends well.\Nishina, are those new sneakers?\Yeah. Thanks for noticing.\I thought it was rare to see you in sneakers.\Also, I kind of collect them.\Kind of? response:	Don't you think when a man starts collecting things, it quickly gets out of hand?
context: Yeah?\All's well that ends well.\Nishina, are those new sneakers?\Yeah. Thanks for noticing.\I thought it was rare to see you in sneakers.\Also, I kind of collect them.\Kind of?\Don't you think when a man starts collecting things, it quickly gets out of hand? response:	No, really. It's just a small collection.
context: All's well that ends well.\Nishina, are those new sneakers?\Yeah. Thanks for noticing.\I thought it was rare to see you in sneakers.\Also, I kind of collect them.\Kind of?\Don't you think when a man starts collecting things, it quickly gets out of hand?\No, really. It's just a small collection. response:	If we're talking out of hand, your room is something else.
context: Nishina, are those new sneakers?\Yeah. Thanks for noticing.\I thought it was rare to see you in sneakers.\Also, I kind of collect them.\Kind of?\Don't you think when a man starts collecting things, it quickly gets out of hand?\No, really. It's just a small collection.\If we're talking out of hand, your room is something else. response:	It was like an exhibition hall of plastic models.
context: Yeah. Thanks for noticing.\I thought it was rare to see you in sneakers.\Also, I kind of collect them.\Kind of?\Don't you think when a man starts collecting things, it quickly gets out of hand?\No, really. It's just a small collection.\If we're talking out of hand, your room is something else.\It was like an exhibition hall of plastic models. response:	Compared to other points in my life, it's actually pretty tame.
context: I thought it was rare to see you in sneakers.\Also, I kind of collect them.\Kind of?\Don't you think when a man starts collecting things, it quickly gets out of hand?\No, really. It's just a small collection.\If we're talking out of hand, your room is something else.\It was like an exhibition hall of plastic models.\Compared to other points in my life, it's actually pretty tame. response:	Next time: On A Journey to the Holy Land of Kachu Rabu
context: Also, I kind of collect them.\Kind of?\Don't you think when a man starts collecting things, it quickly gets out of hand?\No, really. It's just a small collection.\If we're talking out of hand, your room is something else.\It was like an exhibition hall of plastic models.\Compared to other points in my life, it's actually pretty tame.\Next time: On A Journey to the Holy Land of Kachu Rabu response:	Look forward to it!!
context: Kind of?\Don't you think when a man starts collecting things, it quickly gets out of hand?\No, really. It's just a small collection.\If we're talking out of hand, your room is something else.\It was like an exhibition hall of plastic models.\Compared to other points in my life, it's actually pretty tame.\Next time: On A Journey to the Holy Land of Kachu Rabu\Look forward to it!! response:	It was really bad when I didn't buy shel
