context: I can't see Yano. response:	Summer vacation is so boring.
context: Then.. why don't we both go searching for our own happiness?\Hey! That's a bean jelly bun! Trade with me?\No.\Stingy!\Just kidding.\Here's half.\Hey, is something like this...\Who knows? response:	I really let him have it when I broke up with him.
context: Hey! That's a bean jelly bun! Trade with me?\No.\Stingy!\Just kidding.\Here's half.\Hey, is something like this...\Who knows?\I really let him have it when I broke up with him. response:	What did you say?
context: No.\Stingy!\Just kidding.\Here's half.\Hey, is something like this...\Who knows?\I really let him have it when I broke up with him.\What did you say? response:	You'll definitely regret this later!
context: Stingy!\Just kidding.\Here's half.\Hey, is something like this...\Who knows?\I really let him have it when I broke up with him.\What did you say?\You'll definitely regret this later! response:	Serves him right!
context: Just kidding.\Here's half.\Hey, is something like this...\Who knows?\I really let him have it when I broke up with him.\What did you say?\You'll definitely regret this later!\Serves him right! response:	Ah, I figured it out.
context: Here's half.\Hey, is something like this...\Who knows?\I really let him have it when I broke up with him.\What did you say?\You'll definitely regret this later!\Serves him right!\Ah, I figured it out. response:	Happiness is a hot chocolate on a cold days!
context: Hey, is something like this...\Who knows?\I really let him have it when I broke up with him.\What did you say?\You'll definitely regret this later!\Serves him right!\Ah, I figured it out.\Happiness is a hot chocolate on a cold days! response:	What should we do?
context: Who knows?\I really let him have it when I broke up with him.\What did you say?\You'll definitely regret this later!\Serves him right!\Ah, I figured it out.\Happiness is a hot chocolate on a cold days!\What should we do? response:	There are still people around.
context: I really let him have it when I broke up with him.\What did you say?\You'll definitely regret this later!\Serves him right!\Ah, I figured it out.\Happiness is a hot chocolate on a cold days!\What should we do?\There are still people around. response:	It's fine. They're leaving.
context: What did you say?\You'll definitely regret this later!\Serves him right!\Ah, I figured it out.\Happiness is a hot chocolate on a cold days!\What should we do?\There are still people around.\It's fine. They're leaving. response:	I'm sure this will become a memory.
context: You'll definitely regret this later!\Serves him right!\Ah, I figured it out.\Happiness is a hot chocolate on a cold days!\What should we do?\There are still people around.\It's fine. They're leaving.\I'm sure this will become a memory. response:	If we're seen by anyone, it'll become a huge fuss.
context: Serves him right!\Ah, I figured it out.\Happiness is a hot chocolate on a cold days!\What should we do?\There are still people around.\It's fine. They're leaving.\I'm sure this will become a memory.\If we're seen by anyone, it'll become a huge fuss. response:	Because I graduated today, I don't really care.
context: Ah, I figured it out.\Happiness is a hot chocolate on a cold days!\What should we do?\There are still people around.\It's fine. They're leaving.\I'm sure this will become a memory.\If we're seen by anyone, it'll become a huge fuss.\Because I graduated today, I don't really care. response:	I still have another year.
context: Happiness is a hot chocolate on a cold days!\What should we do?\There are still people around.\It's fine. They're leaving.\I'm sure this will become a memory.\If we're seen by anyone, it'll become a huge fuss.\Because I graduated today, I don't really care.\I still have another year. response:	This'll only make you look even better.
context: What should we do?\There are still people around.\It's fine. They're leaving.\I'm sure this will become a memory.\If we're seen by anyone, it'll become a huge fuss.\Because I graduated today, I don't really care.\I still have another year.\This'll only make you look even better. response:	Is that so?
context: There are still people around.\It's fine. They're leaving.\I'm sure this will become a memory.\If we're seen by anyone, it'll become a huge fuss.\Because I graduated today, I don't really care.\I still have another year.\This'll only make you look even better.\Is that so? response:	Hurry.
context: It's fine. They're leaving.\I'm sure this will become a memory.\If we're seen by anyone, it'll become a huge fuss.\Because I graduated today, I don't really care.\I still have another year.\This'll only make you look even better.\Is that so?\Hurry. response:	The beach...
context: I'm sure this will become a memory.\If we're seen by anyone, it'll become a huge fuss.\Because I graduated today, I don't really care.\I still have another year.\This'll only make you look even better.\Is that so?\Hurry.\The beach... response:	I want to go to the beach.
context: If we're seen by anyone, it'll become a huge fuss.\Because I graduated today, I don't really care.\I still have another year.\This'll only make you look even better.\Is that so?\Hurry.\The beach...\I want to go to the beach. response:	No way. It's cold and it stinks.
context: Because I graduated today, I don't really care.\I still have another year.\This'll only make you look even better.\Is that so?\Hurry.\The beach...\I want to go to the beach.\No way. It's cold and it stinks. response:	Let's go! Take me to the beach!
context: I still have another year.\This'll only make you look even better.\Is that so?\Hurry.\The beach...\I want to go to the beach.\No way. It's cold and it stinks.\Let's go! Take me to the beach! response:	It's so cold!
context: This'll only make you look even better.\Is that so?\Hurry.\The beach...\I want to go to the beach.\No way. It's cold and it stinks.\Let's go! Take me to the beach!\It's so cold! response:	And it stinks like kelp! It wasn't supposed to be like this!
context: Is that so?\Hurry.\The beach...\I want to go to the beach.\No way. It's cold and it stinks.\Let's go! Take me to the beach!\It's so cold!\And it stinks like kelp! It wasn't supposed to be like this! response:	Didn't I tell you?
context: Hurry.\The beach...\I want to go to the beach.\No way. It's cold and it stinks.\Let's go! Take me to the beach!\It's so cold!\And it stinks like kelp! It wasn't supposed to be like this!\Didn't I tell you? response:	Ah! A bug! Over here, too!
context: The beach...\I want to go to the beach.\No way. It's cold and it stinks.\Let's go! Take me to the beach!\It's so cold!\And it stinks like kelp! It wasn't supposed to be like this!\Didn't I tell you?\Ah! A bug! Over here, too! response:	Gross, gross!
context: I want to go to the beach.\No way. It's cold and it stinks.\Let's go! Take me to the beach!\It's so cold!\And it stinks like kelp! It wasn't supposed to be like this!\Didn't I tell you?\Ah! A bug! Over here, too!\Gross, gross! response:	Let's go back! Let's go back!
context: No way. It's cold and it stinks.\Let's go! Take me to the beach!\It's so cold!\And it stinks like kelp! It wasn't supposed to be like this!\Didn't I tell you?\Ah! A bug! Over here, too!\Gross, gross!\Let's go back! Let's go back! response:	We just got here!
context: Let's go! Take me to the beach!\It's so cold!\And it stinks like kelp! It wasn't supposed to be like this!\Didn't I tell you?\Ah! A bug! Over here, too!\Gross, gross!\Let's go back! Let's go back!\We just got here! response:	Let's go back! Let's go back! Let's go back!
context: It's so cold!\And it stinks like kelp! It wasn't supposed to be like this!\Didn't I tell you?\Ah! A bug! Over here, too!\Gross, gross!\Let's go back! Let's go back!\We just got here!\Let's go back! Let's go back! Let's go back! response:	Mocchan.
context: And it stinks like kelp! It wasn't supposed to be like this!\Didn't I tell you?\Ah! A bug! Over here, too!\Gross, gross!\Let's go back! Let's go back!\We just got here!\Let's go back! Let's go back! Let's go back!\Mocchan. response:	Motoharu-kun.
context: Didn't I tell you?\Ah! A bug! Over here, too!\Gross, gross!\Let's go back! Let's go back!\We just got here!\Let's go back! Let's go back! Let's go back!\Mocchan.\Motoharu-kun. response:	Are you mad?
context: Ah! A bug! Over here, too!\Gross, gross!\Let's go back! Let's go back!\We just got here!\Let's go back! Let's go back! Let's go back!\Mocchan.\Motoharu-kun.\Are you mad? response:	I'm sorry.
context: Gross, gross!\Let's go back! Let's go back!\We just got here!\Let's go back! Let's go back! Let's go back!\Mocchan.\Motoharu-kun.\Are you mad?\I'm sorry. response:	I just wanted to see something beautiful.
context: Let's go back! Let's go back!\We just got here!\Let's go back! Let's go back! Let's go back!\Mocchan.\Motoharu-kun.\Are you mad?\I'm sorry.\I just wanted to see something beautiful. response:	Then I'll take you to the southern islands one day.
context: We just got here!\Let's go back! Let's go back! Let's go back!\Mocchan.\Motoharu-kun.\Are you mad?\I'm sorry.\I just wanted to see something beautiful.\Then I'll take you to the southern islands one day. response:	Really? When?
context: Let's go back! Let's go back! Let's go back!\Mocchan.\Motoharu-kun.\Are you mad?\I'm sorry.\I just wanted to see something beautiful.\Then I'll take you to the southern islands one day.\Really? When? response:	Well, first I have to save crazy money... So about ten years, I guess?
context: Mocchan.\Motoharu-kun.\Are you mad?\I'm sorry.\I just wanted to see something beautiful.\Then I'll take you to the southern islands one day.\Really? When?\Well, first I have to save crazy money... So about ten years, I guess? response:	You moron!
context: Motoharu-kun.\Are you mad?\I'm sorry.\I just wanted to see something beautiful.\Then I'll take you to the southern islands one day.\Really? When?\Well, first I have to save crazy money... So about ten years, I guess?\You moron! response:	Stop.
context: Are you mad?\I'm sorry.\I just wanted to see something beautiful.\Then I'll take you to the southern islands one day.\Really? When?\Well, first I have to save crazy money... So about ten years, I guess?\You moron!\Stop. response:	Stop here today.
context: I'm sorry.\I just wanted to see something beautiful.\Then I'll take you to the southern islands one day.\Really? When?\Well, first I have to save crazy money... So about ten years, I guess?\You moron!\Stop.\Stop here today. response:	Why?
context: I just wanted to see something beautiful.\Then I'll take you to the southern islands one day.\Really? When?\Well, first I have to save crazy money... So about ten years, I guess?\You moron!\Stop.\Stop here today.\Why? response:	No reason.
context: Then I'll take you to the southern islands one day.\Really? When?\Well, first I have to save crazy money... So about ten years, I guess?\You moron!\Stop.\Stop here today.\Why?\No reason. response:	What the heck?
context: Really? When?\Well, first I have to save crazy money... So about ten years, I guess?\You moron!\Stop.\Stop here today.\Why?\No reason.\What the heck? response:	Should I get us something to drink?
context: Well, first I have to save crazy money... So about ten years, I guess?\You moron!\Stop.\Stop here today.\Why?\No reason.\What the heck?\Should I get us something to drink? response:	Is coffee all right?
context: You moron!\Stop.\Stop here today.\Why?\No reason.\What the heck?\Should I get us something to drink?\Is coffee all right? response:	What is this?
context: Stop.\Stop here today.\Why?\No reason.\What the heck?\Should I get us something to drink?\Is coffee all right?\What is this? response:	I bumped it.
context: Stop here today.\Why?\No reason.\What the heck?\Should I get us something to drink?\Is coffee all right?\What is this?\I bumped it. response:	Are you still seeing him?
context: Why?\No reason.\What the heck?\Should I get us something to drink?\Is coffee all right?\What is this?\I bumped it.\Are you still seeing him? response:	I only met with him.
context: No reason.\What the heck?\Should I get us something to drink?\Is coffee all right?\What is this?\I bumped it.\Are you still seeing him?\I only met with him. response:	I said I only met with him.
context: What the heck?\Should I get us something to drink?\Is coffee all right?\What is this?\I bumped it.\Are you still seeing him?\I only met with him.\I said I only met with him. response:	You're mean.
context: Should I get us something to drink?\Is coffee all right?\What is this?\I bumped it.\Are you still seeing him?\I only met with him.\I said I only met with him.\You're mean. response:	Kagawa, a junior is here to see you.
context: Is coffee all right?\What is this?\I bumped it.\Are you still seeing him?\I only met with him.\I said I only met with him.\You're mean.\Kagawa, a junior is here to see you. response:	A junior?
context: What is this?\I bumped it.\Are you still seeing him?\I only met with him.\I said I only met with him.\You're mean.\Kagawa, a junior is here to see you.\A junior? response:	Did you fall?
context: I bumped it.\Are you still seeing him?\I only met with him.\I said I only met with him.\You're mean.\Kagawa, a junior is here to see you.\A junior?\Did you fall? response:	As if, you moron.
context: Are you still seeing him?\I only met with him.\I said I only met with him.\You're mean.\Kagawa, a junior is here to see you.\A junior?\Did you fall?\As if, you moron. response:	So, did you win or lose?
context: I only met with him.\I said I only met with him.\You're mean.\Kagawa, a junior is here to see you.\A junior?\Did you fall?\As if, you moron.\So, did you win or lose? response:	Winning and losing doesn't matter in these kinds of situations.
context: I said I only met with him.\You're mean.\Kagawa, a junior is here to see you.\A junior?\Did you fall?\As if, you moron.\So, did you win or lose?\Winning and losing doesn't matter in these kinds of situations. response:	I kept on punching until I was satisfied.
context: You're mean.\Kagawa, a junior is here to see you.\A junior?\Did you fall?\As if, you moron.\So, did you win or lose?\Winning and losing doesn't matter in these kinds of situations.\I kept on punching until I was satisfied. response:	Which means you were also punched until he was satisfied.
context: Kagawa, a junior is here to see you.\A junior?\Did you fall?\As if, you moron.\So, did you win or lose?\Winning and losing doesn't matter in these kinds of situations.\I kept on punching until I was satisfied.\Which means you were also punched until he was satisfied. response:	Thank you.
context: A junior?\Did you fall?\As if, you moron.\So, did you win or lose?\Winning and losing doesn't matter in these kinds of situations.\I kept on punching until I was satisfied.\Which means you were also punched until he was satisfied.\Thank you. response:	Ow! Don't touch them, you moron!
context: Did you fall?\As if, you moron.\So, did you win or lose?\Winning and losing doesn't matter in these kinds of situations.\I kept on punching until I was satisfied.\Which means you were also punched until he was satisfied.\Thank you.\Ow! Don't touch them, you moron! response:	Hey, I wanna take a picture of this.
context: As if, you moron.\So, did you win or lose?\Winning and losing doesn't matter in these kinds of situations.\I kept on punching until I was satisfied.\Which means you were also punched until he was satisfied.\Thank you.\Ow! Don't touch them, you moron!\Hey, I wanna take a picture of this. response:	What? Are you an idiot or something?
context: So, did you win or lose?\Winning and losing doesn't matter in these kinds of situations.\I kept on punching until I was satisfied.\Which means you were also punched until he was satisfied.\Thank you.\Ow! Don't touch them, you moron!\Hey, I wanna take a picture of this.\What? Are you an idiot or something? response:	It'll be proof that you fought for me.
context: Winning and losing doesn't matter in these kinds of situations.\I kept on punching until I was satisfied.\Which means you were also punched until he was satisfied.\Thank you.\Ow! Don't touch them, you moron!\Hey, I wanna take a picture of this.\What? Are you an idiot or something?\It'll be proof that you fought for me. response:	You're... the same.
context: I kept on punching until I was satisfied.\Which means you were also punched until he was satisfied.\Thank you.\Ow! Don't touch them, you moron!\Hey, I wanna take a picture of this.\What? Are you an idiot or something?\It'll be proof that you fought for me.\You're... the same. response:	As that arrogant guy.
context: Which means you were also punched until he was satisfied.\Thank you.\Ow! Don't touch them, you moron!\Hey, I wanna take a picture of this.\What? Are you an idiot or something?\It'll be proof that you fought for me.\You're... the same.\As that arrogant guy. response:	You really like crying, don't you?
context: Thank you.\Ow! Don't touch them, you moron!\Hey, I wanna take a picture of this.\What? Are you an idiot or something?\It'll be proof that you fought for me.\You're... the same.\As that arrogant guy.\You really like crying, don't you? response:	There's no human out there who likes crying.
context: Ow! Don't touch them, you moron!\Hey, I wanna take a picture of this.\What? Are you an idiot or something?\It'll be proof that you fought for me.\You're... the same.\As that arrogant guy.\You really like crying, don't you?\There's no human out there who likes crying. response:	That's why I'm here like this right now.
context: Hey, I wanna take a picture of this.\What? Are you an idiot or something?\It'll be proof that you fought for me.\You're... the same.\As that arrogant guy.\You really like crying, don't you?\There's no human out there who likes crying.\That's why I'm here like this right now. response:	Promise me...
context: What? Are you an idiot or something?\It'll be proof that you fought for me.\You're... the same.\As that arrogant guy.\You really like crying, don't you?\There's no human out there who likes crying.\That's why I'm here like this right now.\Promise me... response:	Yeah.
context: It'll be proof that you fought for me.\You're... the same.\As that arrogant guy.\You really like crying, don't you?\There's no human out there who likes crying.\That's why I'm here like this right now.\Promise me...\Yeah. response:	There's no second chance.
context: You're... the same.\As that arrogant guy.\You really like crying, don't you?\There's no human out there who likes crying.\That's why I'm here like this right now.\Promise me...\Yeah.\There's no second chance. response:	I promise.
context: As that arrogant guy.\You really like crying, don't you?\There's no human out there who likes crying.\That's why I'm here like this right now.\Promise me...\Yeah.\There's no second chance.\I promise. response:	I promise.
context: You really like crying, don't you?\There's no human out there who likes crying.\That's why I'm here like this right now.\Promise me...\Yeah.\There's no second chance.\I promise.\I promise. response:	I absolutely won't betray you.
context: There's no human out there who likes crying.\That's why I'm here like this right now.\Promise me...\Yeah.\There's no second chance.\I promise.\I promise.\I absolutely won't betray you. response:	Ah, Motoharu?
context: That's why I'm here like this right now.\Promise me...\Yeah.\There's no second chance.\I promise.\I promise.\I absolutely won't betray you.\Ah, Motoharu? response:	Calm down and listen carefully.
context: Promise me...\Yeah.\There's no second chance.\I promise.\I promise.\I absolutely won't betray you.\Ah, Motoharu?\Calm down and listen carefully. response:	You see... Nana-san was riding with Kagawa in his car, and...
context: Yeah.\There's no second chance.\I promise.\I promise.\I absolutely won't betray you.\Ah, Motoharu?\Calm down and listen carefully.\You see... Nana-san was riding with Kagawa in his car, and... response:	Takahashi.
context: There's no second chance.\I promise.\I promise.\I absolutely won't betray you.\Ah, Motoharu?\Calm down and listen carefully.\You see... Nana-san was riding with Kagawa in his car, and...\Takahashi. response:	Ah, you're up?
context: I promise.\I promise.\I absolutely won't betray you.\Ah, Motoharu?\Calm down and listen carefully.\You see... Nana-san was riding with Kagawa in his car, and...\Takahashi.\Ah, you're up? response:	What are you doing?
context: I promise.\I absolutely won't betray you.\Ah, Motoharu?\Calm down and listen carefully.\You see... Nana-san was riding with Kagawa in his car, and...\Takahashi.\Ah, you're up?\What are you doing? response:	Well, you fell asleep.
context: I absolutely won't betray you.\Ah, Motoharu?\Calm down and listen carefully.\You see... Nana-san was riding with Kagawa in his car, and...\Takahashi.\Ah, you're up?\What are you doing?\Well, you fell asleep. response:	Ah... sorry. I was using your bag as a pillow?
context: Ah, Motoharu?\Calm down and listen carefully.\You see... Nana-san was riding with Kagawa in his car, and...\Takahashi.\Ah, you're up?\What are you doing?\Well, you fell asleep.\Ah... sorry. I was using your bag as a pillow? response:	You should've just woken me up.
context: Calm down and listen carefully.\You see... Nana-san was riding with Kagawa in his car, and...\Takahashi.\Ah, you're up?\What are you doing?\Well, you fell asleep.\Ah... sorry. I was using your bag as a pillow?\You should've just woken me up. response:	Well, you looked like you were having a happy dream, so I didn't want to wake you up.
context: You see... Nana-san was riding with Kagawa in his car, and...\Takahashi.\Ah, you're up?\What are you doing?\Well, you fell asleep.\Ah... sorry. I was using your bag as a pillow?\You should've just woken me up.\Well, you looked like you were having a happy dream, so I didn't want to wake you up. response:	A happy dream?
context: Takahashi.\Ah, you're up?\What are you doing?\Well, you fell asleep.\Ah... sorry. I was using your bag as a pillow?\You should've just woken me up.\Well, you looked like you were having a happy dream, so I didn't want to wake you up.\A happy dream? response:	Yeah.
context: Ah, you're up?\What are you doing?\Well, you fell asleep.\Ah... sorry. I was using your bag as a pillow?\You should've just woken me up.\Well, you looked like you were having a happy dream, so I didn't want to wake you up.\A happy dream?\Yeah. response:	What's happiness...?
context: What are you doing?\Well, you fell asleep.\Ah... sorry. I was using your bag as a pillow?\You should've just woken me up.\Well, you looked like you were having a happy dream, so I didn't want to wake you up.\A happy dream?\Yeah.\What's happiness...? response:	I wonder what it is?
context: Well, you fell asleep.\Ah... sorry. I was using your bag as a pillow?\You should've just woken me up.\Well, you looked like you were having a happy dream, so I didn't want to wake you up.\A happy dream?\Yeah.\What's happiness...?\I wonder what it is? response:	That's a tough one.
context: Ah... sorry. I was using your bag as a pillow?\You should've just woken me up.\Well, you looked like you were having a happy dream, so I didn't want to wake you up.\A happy dream?\Yeah.\What's happiness...?\I wonder what it is?\That's a tough one. response:	Umm...
context: You should've just woken me up.\Well, you looked like you were having a happy dream, so I didn't want to wake you up.\A happy dream?\Yeah.\What's happiness...?\I wonder what it is?\That's a tough one.\Umm... response:	Uhh...
context: Well, you looked like you were having a happy dream, so I didn't want to wake you up.\A happy dream?\Yeah.\What's happiness...?\I wonder what it is?\That's a tough one.\Umm...\Uhh... response:	Ah! Something warm.
context: A happy dream?\Yeah.\What's happiness...?\I wonder what it is?\That's a tough one.\Umm...\Uhh...\Ah! Something warm. response:	Something warm?
context: Yeah.\What's happiness...?\I wonder what it is?\That's a tough one.\Umm...\Uhh...\Ah! Something warm.\Something warm? response:	Yeah! Like a steamed meat bun or a roasted sweet potato.
context: What's happiness...?\I wonder what it is?\That's a tough one.\Umm...\Uhh...\Ah! Something warm.\Something warm?\Yeah! Like a steamed meat bun or a roasted sweet potato. response:	Something that warms you up on a cold day.
context: I wonder what it is?\That's a tough one.\Umm...\Uhh...\Ah! Something warm.\Something warm?\Yeah! Like a steamed meat bun or a roasted sweet potato.\Something that warms you up on a cold day. response:	Something that soothes your heart.
context: That's a tough one.\Umm...\Uhh...\Ah! Something warm.\Something warm?\Yeah! Like a steamed meat bun or a roasted sweet potato.\Something that warms you up on a cold day.\Something that soothes your heart. response:	A steamed meat bun, huh?
context: Umm...\Uhh...\Ah! Something warm.\Something warm?\Yeah! Like a steamed meat bun or a roasted sweet potato.\Something that warms you up on a cold day.\Something that soothes your heart.\A steamed meat bun, huh? response:	Well, it can be anything, like a book you like or a CD.
context: Uhh...\Ah! Something warm.\Something warm?\Yeah! Like a steamed meat bun or a roasted sweet potato.\Something that warms you up on a cold day.\Something that soothes your heart.\A steamed meat bun, huh?\Well, it can be anything, like a book you like or a CD. response:	Or someone you like.
context: Ah! Something warm.\Something warm?\Yeah! Like a steamed meat bun or a roasted sweet potato.\Something that warms you up on a cold day.\Something that soothes your heart.\A steamed meat bun, huh?\Well, it can be anything, like a book you like or a CD.\Or someone you like. response:	Let's go get some steamed meat buns.
context: Something warm?\Yeah! Like a steamed meat bun or a roasted sweet potato.\Something that warms you up on a cold day.\Something that soothes your heart.\A steamed meat bun, huh?\Well, it can be anything, like a book you like or a CD.\Or someone you like.\Let's go get some steamed meat buns. response:	It's already the season for steamed meat buns?
context: Yeah! Like a steamed meat bun or a roasted sweet potato.\Something that warms you up on a cold day.\Something that soothes your heart.\A steamed meat bun, huh?\Well, it can be anything, like a book you like or a CD.\Or someone you like.\Let's go get some steamed meat buns.\It's already the season for steamed meat buns? response:	This was the first time...
context: Something that warms you up on a cold day.\Something that soothes your heart.\A steamed meat bun, huh?\Well, it can be anything, like a book you like or a CD.\Or someone you like.\Let's go get some steamed meat buns.\It's already the season for steamed meat buns?\This was the first time... response:	Yuuhi kage wo hosoku nobashita
context: Something that soothes your heart.\A steamed meat bun, huh?\Well, it can be anything, like a book you like or a CD.\Or someone you like.\Let's go get some steamed meat buns.\It's already the season for steamed meat buns?\This was the first time...\Yuuhi kage wo hosoku nobashita response:	Kokoro wo fukaku somete yuku
context: A steamed meat bun, huh?\Well, it can be anything, like a book you like or a CD.\Or someone you like.\Let's go get some steamed meat buns.\It's already the season for steamed meat buns?\This was the first time...\Yuuhi kage wo hosoku nobashita\Kokoro wo fukaku somete yuku response:	Kitto saigo no jikan da to
context: Well, it can be anything, like a book you like or a CD.\Or someone you like.\Let's go get some steamed meat buns.\It's already the season for steamed meat buns?\This was the first time...\Yuuhi kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to response:	Namida koraeteta
context: Or someone you like.\Let's go get some steamed meat buns.\It's already the season for steamed meat buns?\This was the first time...\Yuuhi kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta response:	Omoide nante itsumo kanashisugiru bakari
context: Let's go get some steamed meat buns.\It's already the season for steamed meat buns?\This was the first time...\Yuuhi kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari response:	Isso wasurete shimaitai yo
context: It's already the season for steamed meat buns?\This was the first time...\Yuuhi kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo response:	Nido to aenai kimi no senka to
context: This was the first time...\Yuuhi kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi no senka to response:	Saigo no yuuhi mitsumetsudzuketa
context: Yuuhi kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi no senka to\Saigo no yuuhi mitsumetsudzuketa response:	Sotto sotto koboreochiteiku
context: Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi no senka to\Saigo no yuuhi mitsumetsudzuketa\Sotto sotto koboreochiteiku response:	Ima wa kono ame ni utare
context: Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi no senka to\Saigo no yuuhi mitsumetsudzuketa\Sotto sotto koboreochiteiku\Ima wa kono ame ni utare response:	Mou naite ii ka na
context: Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi no senka to\Saigo no yuuhi mitsumetsudzuketa\Sotto sotto koboreochiteiku\Ima wa kono ame ni utare\Mou naite ii ka na response:	Kimi wa inai yo
context: Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi no senka to\Saigo no yuuhi mitsumetsudzuketa\Sotto sotto koboreochiteiku\Ima wa kono ame ni utare\Mou naite ii ka na\Kimi wa inai yo response:	Namida afuretemo tomenaide ite
context: Isso wasurete shimaitai yo\Nido to aenai kimi no senka to\Saigo no yuuhi mitsumetsudzuketa\Sotto sotto koboreochiteiku\Ima wa kono ame ni utare\Mou naite ii ka na\Kimi wa inai yo\Namida afuretemo tomenaide ite response:	Ame yo koorasete kokoro made
context: Nido to aenai kimi no senka to\Saigo no yuuhi mitsumetsudzuketa\Sotto sotto koboreochiteiku\Ima wa kono ame ni utare\Mou naite ii ka na\Kimi wa inai yo\Namida afuretemo tomenaide ite\Ame yo koorasete kokoro made response:	Sotto kono mama kiete shimaitai yo
context: Saigo no yuuhi mitsumetsudzuketa\Sotto sotto koboreochiteiku\Ima wa kono ame ni utare\Mou naite ii ka na\Kimi wa inai yo\Namida afuretemo tomenaide ite\Ame yo koorasete kokoro made\Sotto kono mama kiete shimaitai yo response:	Stop the sunset ima wa utawanaideite
context: Sotto sotto koboreochiteiku\Ima wa kono ame ni utare\Mou naite ii ka na\Kimi wa inai yo\Namida afuretemo tomenaide ite\Ame yo koorasete kokoro made\Sotto kono mama kiete shimaitai yo\Stop the sunset ima wa utawanaideite response:	Umi ni ochiteyuku kanashii iro ne
context: Ima wa kono ame ni utare\Mou naite ii ka na\Kimi wa inai yo\Namida afuretemo tomenaide ite\Ame yo koorasete kokoro made\Sotto kono mama kiete shimaitai yo\Stop the sunset ima wa utawanaideite\Umi ni ochiteyuku kanashii iro ne response:	Zutto kono basho de hitori ni sasete
context: Mou naite ii ka na\Kimi wa inai yo\Namida afuretemo tomenaide ite\Ame yo koorasete kokoro made\Sotto kono mama kiete shimaitai yo\Stop the sunset ima wa utawanaideite\Umi ni ochiteyuku kanashii iro ne\Zutto kono basho de hitori ni sasete response:	Yuuhi yo kono mama shizumanaide ite
context: Kimi wa inai yo\Namida afuretemo tomenaide ite\Ame yo koorasete kokoro made\Sotto kono mama kiete shimaitai yo\Stop the sunset ima wa utawanaideite\Umi ni ochiteyuku kanashii iro ne\Zutto kono basho de hitori ni sasete\Yuuhi yo kono mama shizumanaide ite response:	The sunset stretches my shadow long and thin.
context: Namida afuretemo tomenaide ite\Ame yo koorasete kokoro made\Sotto kono mama kiete shimaitai yo\Stop the sunset ima wa utawanaideite\Umi ni ochiteyuku kanashii iro ne\Zutto kono basho de hitori ni sasete\Yuuhi yo kono mama shizumanaide ite\The sunset stretches my shadow long and thin. response:	Its colors deeply dye my heart.
context: Ame yo koorasete kokoro made\Sotto kono mama kiete shimaitai yo\Stop the sunset ima wa utawanaideite\Umi ni ochiteyuku kanashii iro ne\Zutto kono basho de hitori ni sasete\Yuuhi yo kono mama shizumanaide ite\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart. response:	When you said this was probably the last time,
context: Sotto kono mama kiete shimaitai yo\Stop the sunset ima wa utawanaideite\Umi ni ochiteyuku kanashii iro ne\Zutto kono basho de hitori ni sasete\Yuuhi yo kono mama shizumanaide ite\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time, response:	I held back my tears.
context: Stop the sunset ima wa utawanaideite\Umi ni ochiteyuku kanashii iro ne\Zutto kono basho de hitori ni sasete\Yuuhi yo kono mama shizumanaide ite\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears. response:	Memories are always too sad.
context: Umi ni ochiteyuku kanashii iro ne\Zutto kono basho de hitori ni sasete\Yuuhi yo kono mama shizumanaide ite\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad. response:	I just want to forget them all.
context: Zutto kono basho de hitori ni sasete\Yuuhi yo kono mama shizumanaide ite\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all. response:	I continued to watch the last sunset
