context: Good morning! response:	Kirisaki-san!
context: As if I could leave behind someone who's in as sorry shape as you!\The last thing I need is for you to start sobbing on me afterwards.\If we just give it some time, they'll come back for us.\Anyway, I'm keeping you company, so don't give me that bravado!\What the...\What's with you playing the cool guy now?\You playing Mr. Cool isn't going to get us very...\Well, hey, excuse me for trying... response:	Then... Then, keep talking to me. I'm fine with anything.
context: The last thing I need is for you to start sobbing on me afterwards.\If we just give it some time, they'll come back for us.\Anyway, I'm keeping you company, so don't give me that bravado!\What the...\What's with you playing the cool guy now?\You playing Mr. Cool isn't going to get us very...\Well, hey, excuse me for trying...\Then... Then, keep talking to me. I'm fine with anything. response:	If you go quiet again, I'll start to get scared.
context: If we just give it some time, they'll come back for us.\Anyway, I'm keeping you company, so don't give me that bravado!\What the...\What's with you playing the cool guy now?\You playing Mr. Cool isn't going to get us very...\Well, hey, excuse me for trying...\Then... Then, keep talking to me. I'm fine with anything.\If you go quiet again, I'll start to get scared. response:	Huh? What am I supposed to...
context: Anyway, I'm keeping you company, so don't give me that bravado!\What the...\What's with you playing the cool guy now?\You playing Mr. Cool isn't going to get us very...\Well, hey, excuse me for trying...\Then... Then, keep talking to me. I'm fine with anything.\If you go quiet again, I'll start to get scared.\Huh? What am I supposed to... response:	You know, like some awesome story, or...
context: What the...\What's with you playing the cool guy now?\You playing Mr. Cool isn't going to get us very...\Well, hey, excuse me for trying...\Then... Then, keep talking to me. I'm fine with anything.\If you go quiet again, I'll start to get scared.\Huh? What am I supposed to...\You know, like some awesome story, or... response:	You're really putting me on the spot, you know!
context: What's with you playing the cool guy now?\You playing Mr. Cool isn't going to get us very...\Well, hey, excuse me for trying...\Then... Then, keep talking to me. I'm fine with anything.\If you go quiet again, I'll start to get scared.\Huh? What am I supposed to...\You know, like some awesome story, or...\You're really putting me on the spot, you know! response:	I can't just suddenly pull something out of thin air.
context: You playing Mr. Cool isn't going to get us very...\Well, hey, excuse me for trying...\Then... Then, keep talking to me. I'm fine with anything.\If you go quiet again, I'll start to get scared.\Huh? What am I supposed to...\You know, like some awesome story, or...\You're really putting me on the spot, you know!\I can't just suddenly pull something out of thin air. response:	Oh! Okay, then... How do you feel about Onodera-san?
context: Well, hey, excuse me for trying...\Then... Then, keep talking to me. I'm fine with anything.\If you go quiet again, I'll start to get scared.\Huh? What am I supposed to...\You know, like some awesome story, or...\You're really putting me on the spot, you know!\I can't just suddenly pull something out of thin air.\Oh! Okay, then... How do you feel about Onodera-san? response:	H-How? How do I...
context: Then... Then, keep talking to me. I'm fine with anything.\If you go quiet again, I'll start to get scared.\Huh? What am I supposed to...\You know, like some awesome story, or...\You're really putting me on the spot, you know!\I can't just suddenly pull something out of thin air.\Oh! Okay, then... How do you feel about Onodera-san?\H-How? How do I... response:	Huh? You know what I mean.
context: If you go quiet again, I'll start to get scared.\Huh? What am I supposed to...\You know, like some awesome story, or...\You're really putting me on the spot, you know!\I can't just suddenly pull something out of thin air.\Oh! Okay, then... How do you feel about Onodera-san?\H-How? How do I...\Huh? You know what I mean. response:	She's a really great person, don't you think?
context: Huh? What am I supposed to...\You know, like some awesome story, or...\You're really putting me on the spot, you know!\I can't just suddenly pull something out of thin air.\Oh! Okay, then... How do you feel about Onodera-san?\H-How? How do I...\Huh? You know what I mean.\She's a really great person, don't you think? response:	She's cute, and so sweet.
context: You know, like some awesome story, or...\You're really putting me on the spot, you know!\I can't just suddenly pull something out of thin air.\Oh! Okay, then... How do you feel about Onodera-san?\H-How? How do I...\Huh? You know what I mean.\She's a really great person, don't you think?\She's cute, and so sweet. response:	I have a feeling that she and I could be great friends.
context: You're really putting me on the spot, you know!\I can't just suddenly pull something out of thin air.\Oh! Okay, then... How do you feel about Onodera-san?\H-How? How do I...\Huh? You know what I mean.\She's a really great person, don't you think?\She's cute, and so sweet.\I have a feeling that she and I could be great friends. response:	Well, I admit Onodera's pretty great.
context: I can't just suddenly pull something out of thin air.\Oh! Okay, then... How do you feel about Onodera-san?\H-How? How do I...\Huh? You know what I mean.\She's a really great person, don't you think?\She's cute, and so sweet.\I have a feeling that she and I could be great friends.\Well, I admit Onodera's pretty great. response:	I mean, she's both caring and affable.
context: Oh! Okay, then... How do you feel about Onodera-san?\H-How? How do I...\Huh? You know what I mean.\She's a really great person, don't you think?\She's cute, and so sweet.\I have a feeling that she and I could be great friends.\Well, I admit Onodera's pretty great.\I mean, she's both caring and affable. response:	On top of that, she's hot, and well-groomed, and adorable, and feminine,
context: H-How? How do I...\Huh? You know what I mean.\She's a really great person, don't you think?\She's cute, and so sweet.\I have a feeling that she and I could be great friends.\Well, I admit Onodera's pretty great.\I mean, she's both caring and affable.\On top of that, she's hot, and well-groomed, and adorable, and feminine, response:	and she's got a beautiful smile...
context: Huh? You know what I mean.\She's a really great person, don't you think?\She's cute, and so sweet.\I have a feeling that she and I could be great friends.\Well, I admit Onodera's pretty great.\I mean, she's both caring and affable.\On top of that, she's hot, and well-groomed, and adorable, and feminine,\and she's got a beautiful smile... response:	She's absolutely the ideal girl, you know?
context: She's a really great person, don't you think?\She's cute, and so sweet.\I have a feeling that she and I could be great friends.\Well, I admit Onodera's pretty great.\I mean, she's both caring and affable.\On top of that, she's hot, and well-groomed, and adorable, and feminine,\and she's got a beautiful smile...\She's absolutely the ideal girl, you know? response:	By any chance, do you think Onodera-san's...
context: She's cute, and so sweet.\I have a feeling that she and I could be great friends.\Well, I admit Onodera's pretty great.\I mean, she's both caring and affable.\On top of that, she's hot, and well-groomed, and adorable, and feminine,\and she's got a beautiful smile...\She's absolutely the ideal girl, you know?\By any chance, do you think Onodera-san's... response:	Oh, crap! I gushed too hard!
context: I have a feeling that she and I could be great friends.\Well, I admit Onodera's pretty great.\I mean, she's both caring and affable.\On top of that, she's hot, and well-groomed, and adorable, and feminine,\and she's got a beautiful smile...\She's absolutely the ideal girl, you know?\By any chance, do you think Onodera-san's...\Oh, crap! I gushed too hard! response:	the greatest?
context: Well, I admit Onodera's pretty great.\I mean, she's both caring and affable.\On top of that, she's hot, and well-groomed, and adorable, and feminine,\and she's got a beautiful smile...\She's absolutely the ideal girl, you know?\By any chance, do you think Onodera-san's...\Oh, crap! I gushed too hard!\the greatest? response:	I agree! She gives of this totally feminine aura!
context: I mean, she's both caring and affable.\On top of that, she's hot, and well-groomed, and adorable, and feminine,\and she's got a beautiful smile...\She's absolutely the ideal girl, you know?\By any chance, do you think Onodera-san's...\Oh, crap! I gushed too hard!\the greatest?\I agree! She gives of this totally feminine aura! response:	You get what I'm saying, don't you?
context: On top of that, she's hot, and well-groomed, and adorable, and feminine,\and she's got a beautiful smile...\She's absolutely the ideal girl, you know?\By any chance, do you think Onodera-san's...\Oh, crap! I gushed too hard!\the greatest?\I agree! She gives of this totally feminine aura!\You get what I'm saying, don't you? response:	Thank God she's so dense!
context: and she's got a beautiful smile...\She's absolutely the ideal girl, you know?\By any chance, do you think Onodera-san's...\Oh, crap! I gushed too hard!\the greatest?\I agree! She gives of this totally feminine aura!\You get what I'm saying, don't you?\Thank God she's so dense! response:	Come to think of it, a while ago Shu asked me something.
context: She's absolutely the ideal girl, you know?\By any chance, do you think Onodera-san's...\Oh, crap! I gushed too hard!\the greatest?\I agree! She gives of this totally feminine aura!\You get what I'm saying, don't you?\Thank God she's so dense!\Come to think of it, a while ago Shu asked me something. response:	Why is everyone so hung up about whether you've ever been kissed or not?
context: By any chance, do you think Onodera-san's...\Oh, crap! I gushed too hard!\the greatest?\I agree! She gives of this totally feminine aura!\You get what I'm saying, don't you?\Thank God she's so dense!\Come to think of it, a while ago Shu asked me something.\Why is everyone so hung up about whether you've ever been kissed or not? response:	Oh...
context: Oh, crap! I gushed too hard!\the greatest?\I agree! She gives of this totally feminine aura!\You get what I'm saying, don't you?\Thank God she's so dense!\Come to think of it, a while ago Shu asked me something.\Why is everyone so hung up about whether you've ever been kissed or not?\Oh... response:	Who cares about that stuff?
context: the greatest?\I agree! She gives of this totally feminine aura!\You get what I'm saying, don't you?\Thank God she's so dense!\Come to think of it, a while ago Shu asked me something.\Why is everyone so hung up about whether you've ever been kissed or not?\Oh...\Who cares about that stuff? response:	Sure, being somewhat interested myselfI can understand, but still...
context: I agree! She gives of this totally feminine aura!\You get what I'm saying, don't you?\Thank God she's so dense!\Come to think of it, a while ago Shu asked me something.\Why is everyone so hung up about whether you've ever been kissed or not?\Oh...\Who cares about that stuff?\Sure, being somewhat interested myselfI can understand, but still... response:	Well, don't look at me.
context: You get what I'm saying, don't you?\Thank God she's so dense!\Come to think of it, a while ago Shu asked me something.\Why is everyone so hung up about whether you've ever been kissed or not?\Oh...\Who cares about that stuff?\Sure, being somewhat interested myselfI can understand, but still...\Well, don't look at me. response:	Well, the one thing I do know for sure
context: Thank God she's so dense!\Come to think of it, a while ago Shu asked me something.\Why is everyone so hung up about whether you've ever been kissed or not?\Oh...\Who cares about that stuff?\Sure, being somewhat interested myselfI can understand, but still...\Well, don't look at me.\Well, the one thing I do know for sure response:	is that I'd rather die than have to kiss you!
context: Come to think of it, a while ago Shu asked me something.\Why is everyone so hung up about whether you've ever been kissed or not?\Oh...\Who cares about that stuff?\Sure, being somewhat interested myselfI can understand, but still...\Well, don't look at me.\Well, the one thing I do know for sure\is that I'd rather die than have to kiss you! response:	Yeah? Right back at you!
context: Why is everyone so hung up about whether you've ever been kissed or not?\Oh...\Who cares about that stuff?\Sure, being somewhat interested myselfI can understand, but still...\Well, don't look at me.\Well, the one thing I do know for sure\is that I'd rather die than have to kiss you!\Yeah? Right back at you! response:	As if you've ever kissed someone!
context: Oh...\Who cares about that stuff?\Sure, being somewhat interested myselfI can understand, but still...\Well, don't look at me.\Well, the one thing I do know for sure\is that I'd rather die than have to kiss you!\Yeah? Right back at you!\As if you've ever kissed someone! response:	What the hell? Are you saying you have?
context: Who cares about that stuff?\Sure, being somewhat interested myselfI can understand, but still...\Well, don't look at me.\Well, the one thing I do know for sure\is that I'd rather die than have to kiss you!\Yeah? Right back at you!\As if you've ever kissed someone!\What the hell? Are you saying you have? response:	And for your information, I've kissed tons of people!
context: Sure, being somewhat interested myselfI can understand, but still...\Well, don't look at me.\Well, the one thing I do know for sure\is that I'd rather die than have to kiss you!\Yeah? Right back at you!\As if you've ever kissed someone!\What the hell? Are you saying you have?\And for your information, I've kissed tons of people! response:	And overseas, kissing is our way of saying hello, so there!
context: Well, don't look at me.\Well, the one thing I do know for sure\is that I'd rather die than have to kiss you!\Yeah? Right back at you!\As if you've ever kissed someone!\What the hell? Are you saying you have?\And for your information, I've kissed tons of people!\And overseas, kissing is our way of saying hello, so there! response:	We're talking about kissing on the lips, not your goddamn cheeks!
context: Well, the one thing I do know for sure\is that I'd rather die than have to kiss you!\Yeah? Right back at you!\As if you've ever kissed someone!\What the hell? Are you saying you have?\And for your information, I've kissed tons of people!\And overseas, kissing is our way of saying hello, so there!\We're talking about kissing on the lips, not your goddamn cheeks! response:	Shut up! What's so special about a smack on the lips?
context: is that I'd rather die than have to kiss you!\Yeah? Right back at you!\As if you've ever kissed someone!\What the hell? Are you saying you have?\And for your information, I've kissed tons of people!\And overseas, kissing is our way of saying hello, so there!\We're talking about kissing on the lips, not your goddamn cheeks!\Shut up! What's so special about a smack on the lips? response:	A kiss is a kiss!
context: Yeah? Right back at you!\As if you've ever kissed someone!\What the hell? Are you saying you have?\And for your information, I've kissed tons of people!\And overseas, kissing is our way of saying hello, so there!\We're talking about kissing on the lips, not your goddamn cheeks!\Shut up! What's so special about a smack on the lips?\A kiss is a kiss! response:	The difference between a romantic kiss and a friendly one is difference between day and night!
context: As if you've ever kissed someone!\What the hell? Are you saying you have?\And for your information, I've kissed tons of people!\And overseas, kissing is our way of saying hello, so there!\We're talking about kissing on the lips, not your goddamn cheeks!\Shut up! What's so special about a smack on the lips?\A kiss is a kiss!\The difference between a romantic kiss and a friendly one is difference between day and night! response:	Oh, shut up, like you've ever done it before, either!
context: What the hell? Are you saying you have?\And for your information, I've kissed tons of people!\And overseas, kissing is our way of saying hello, so there!\We're talking about kissing on the lips, not your goddamn cheeks!\Shut up! What's so special about a smack on the lips?\A kiss is a kiss!\The difference between a romantic kiss and a friendly one is difference between day and night!\Oh, shut up, like you've ever done it before, either! response:	It's better than acting like a kiss on the cheek counts!
context: And for your information, I've kissed tons of people!\And overseas, kissing is our way of saying hello, so there!\We're talking about kissing on the lips, not your goddamn cheeks!\Shut up! What's so special about a smack on the lips?\A kiss is a kiss!\The difference between a romantic kiss and a friendly one is difference between day and night!\Oh, shut up, like you've ever done it before, either!\It's better than acting like a kiss on the cheek counts! response:	Shut up! You'll never kiss anyone as long as you live, anyway!
context: And overseas, kissing is our way of saying hello, so there!\We're talking about kissing on the lips, not your goddamn cheeks!\Shut up! What's so special about a smack on the lips?\A kiss is a kiss!\The difference between a romantic kiss and a friendly one is difference between day and night!\Oh, shut up, like you've ever done it before, either!\It's better than acting like a kiss on the cheek counts!\Shut up! You'll never kiss anyone as long as you live, anyway! response:	Who are you to talk, you gorilla girl!
context: We're talking about kissing on the lips, not your goddamn cheeks!\Shut up! What's so special about a smack on the lips?\A kiss is a kiss!\The difference between a romantic kiss and a friendly one is difference between day and night!\Oh, shut up, like you've ever done it before, either!\It's better than acting like a kiss on the cheek counts!\Shut up! You'll never kiss anyone as long as you live, anyway!\Who are you to talk, you gorilla girl! response:	Huh?
context: Shut up! What's so special about a smack on the lips?\A kiss is a kiss!\The difference between a romantic kiss and a friendly one is difference between day and night!\Oh, shut up, like you've ever done it before, either!\It's better than acting like a kiss on the cheek counts!\Shut up! You'll never kiss anyone as long as you live, anyway!\Who are you to talk, you gorilla girl!\Huh? response:	For some reason, I'm not that freaked out anymore.
context: A kiss is a kiss!\The difference between a romantic kiss and a friendly one is difference between day and night!\Oh, shut up, like you've ever done it before, either!\It's better than acting like a kiss on the cheek counts!\Shut up! You'll never kiss anyone as long as you live, anyway!\Who are you to talk, you gorilla girl!\Huh?\For some reason, I'm not that freaked out anymore. response:	Huh?
context: The difference between a romantic kiss and a friendly one is difference between day and night!\Oh, shut up, like you've ever done it before, either!\It's better than acting like a kiss on the cheek counts!\Shut up! You'll never kiss anyone as long as you live, anyway!\Who are you to talk, you gorilla girl!\Huh?\For some reason, I'm not that freaked out anymore.\Huh? response:	I think I'm okay to climb the ladder now.
context: Oh, shut up, like you've ever done it before, either!\It's better than acting like a kiss on the cheek counts!\Shut up! You'll never kiss anyone as long as you live, anyway!\Who are you to talk, you gorilla girl!\Huh?\For some reason, I'm not that freaked out anymore.\Huh?\I think I'm okay to climb the ladder now. response:	All right! In that case, let's get the hell out of here.
context: It's better than acting like a kiss on the cheek counts!\Shut up! You'll never kiss anyone as long as you live, anyway!\Who are you to talk, you gorilla girl!\Huh?\For some reason, I'm not that freaked out anymore.\Huh?\I think I'm okay to climb the ladder now.\All right! In that case, let's get the hell out of here. response:	Whoa!
context: Shut up! You'll never kiss anyone as long as you live, anyway!\Who are you to talk, you gorilla girl!\Huh?\For some reason, I'm not that freaked out anymore.\Huh?\I think I'm okay to climb the ladder now.\All right! In that case, let's get the hell out of here.\Whoa! response:	Hey! Look out!
context: Who are you to talk, you gorilla girl!\Huh?\For some reason, I'm not that freaked out anymore.\Huh?\I think I'm okay to climb the ladder now.\All right! In that case, let's get the hell out of here.\Whoa!\Hey! Look out! response:	M-Move...
context: Huh?\For some reason, I'm not that freaked out anymore.\Huh?\I think I'm okay to climb the ladder now.\All right! In that case, let's get the hell out of here.\Whoa!\Hey! Look out!\M-Move... response:	You first.
context: For some reason, I'm not that freaked out anymore.\Huh?\I think I'm okay to climb the ladder now.\All right! In that case, let's get the hell out of here.\Whoa!\Hey! Look out!\M-Move...\You first. response:	Mistress!
context: Huh?\I think I'm okay to climb the ladder now.\All right! In that case, let's get the hell out of here.\Whoa!\Hey! Look out!\M-Move...\You first.\Mistress! response:	Are you safe, Mistress?
context: I think I'm okay to climb the ladder now.\All right! In that case, let's get the hell out of here.\Whoa!\Hey! Look out!\M-Move...\You first.\Mistress!\Are you safe, Mistress? response:	You were taking so long to come home that I contacted the yakuza, and...
context: All right! In that case, let's get the hell out of here.\Whoa!\Hey! Look out!\M-Move...\You first.\Mistress!\Are you safe, Mistress?\You were taking so long to come home that I contacted the yakuza, and... response:	You punk... You two may be boyfriend and girlfriend...
context: Whoa!\Hey! Look out!\M-Move...\You first.\Mistress!\Are you safe, Mistress?\You were taking so long to come home that I contacted the yakuza, and...\You punk... You two may be boyfriend and girlfriend... response:	But don't you think it's too soon for such antics?
context: Hey! Look out!\M-Move...\You first.\Mistress!\Are you safe, Mistress?\You were taking so long to come home that I contacted the yakuza, and...\You punk... You two may be boyfriend and girlfriend...\But don't you think it's too soon for such antics? response:	This isn't what it looks like!
context: M-Move...\You first.\Mistress!\Are you safe, Mistress?\You were taking so long to come home that I contacted the yakuza, and...\You punk... You two may be boyfriend and girlfriend...\But don't you think it's too soon for such antics?\This isn't what it looks like! response:	This isn't what it looks like!
context: You first.\Mistress!\Are you safe, Mistress?\You were taking so long to come home that I contacted the yakuza, and...\You punk... You two may be boyfriend and girlfriend...\But don't you think it's too soon for such antics?\This isn't what it looks like!\This isn't what it looks like! response:	Oh! Ichijou-kun!
context: Mistress!\Are you safe, Mistress?\You were taking so long to come home that I contacted the yakuza, and...\You punk... You two may be boyfriend and girlfriend...\But don't you think it's too soon for such antics?\This isn't what it looks like!\This isn't what it looks like!\Oh! Ichijou-kun! response:	There you are! Thank goodness, I was worried
context: Are you safe, Mistress?\You were taking so long to come home that I contacted the yakuza, and...\You punk... You two may be boyfriend and girlfriend...\But don't you think it's too soon for such antics?\This isn't what it looks like!\This isn't what it looks like!\Oh! Ichijou-kun!\There you are! Thank goodness, I was worried response:	Hey... Onodera?
context: You were taking so long to come home that I contacted the yakuza, and...\You punk... You two may be boyfriend and girlfriend...\But don't you think it's too soon for such antics?\This isn't what it looks like!\This isn't what it looks like!\Oh! Ichijou-kun!\There you are! Thank goodness, I was worried\Hey... Onodera? response:	S-Sorry for barging in!
context: You punk... You two may be boyfriend and girlfriend...\But don't you think it's too soon for such antics?\This isn't what it looks like!\This isn't what it looks like!\Oh! Ichijou-kun!\There you are! Thank goodness, I was worried\Hey... Onodera?\S-Sorry for barging in! response:	And so, this adventure-filled study group...
context: But don't you think it's too soon for such antics?\This isn't what it looks like!\This isn't what it looks like!\Oh! Ichijou-kun!\There you are! Thank goodness, I was worried\Hey... Onodera?\S-Sorry for barging in!\And so, this adventure-filled study group... response:	Are you all right, Young Miss?
context: This isn't what it looks like!\This isn't what it looks like!\Oh! Ichijou-kun!\There you are! Thank goodness, I was worried\Hey... Onodera?\S-Sorry for barging in!\And so, this adventure-filled study group...\Are you all right, Young Miss? response:	This is a huge misunderstanding!
context: This isn't what it looks like!\Oh! Ichijou-kun!\There you are! Thank goodness, I was worried\Hey... Onodera?\S-Sorry for barging in!\And so, this adventure-filled study group...\Are you all right, Young Miss?\This is a huge misunderstanding! response:	came to a close, as I somehow lost many things that were important to me.
context: Oh! Ichijou-kun!\There you are! Thank goodness, I was worried\Hey... Onodera?\S-Sorry for barging in!\And so, this adventure-filled study group...\Are you all right, Young Miss?\This is a huge misunderstanding!\came to a close, as I somehow lost many things that were important to me. response:	Ichijou Raku (bean sprout)
context: There you are! Thank goodness, I was worried\Hey... Onodera?\S-Sorry for barging in!\And so, this adventure-filled study group...\Are you all right, Young Miss?\This is a huge misunderstanding!\came to a close, as I somehow lost many things that were important to me.\Ichijou Raku (bean sprout) response:	and he really, really pisses me off!
context: Hey... Onodera?\S-Sorry for barging in!\And so, this adventure-filled study group...\Are you all right, Young Miss?\This is a huge misunderstanding!\came to a close, as I somehow lost many things that were important to me.\Ichijou Raku (bean sprout)\and he really, really pisses me off! response:	Ichijou Raku (bean sprout)
context: S-Sorry for barging in!\And so, this adventure-filled study group...\Are you all right, Young Miss?\This is a huge misunderstanding!\came to a close, as I somehow lost many things that were important to me.\Ichijou Raku (bean sprout)\and he really, really pisses me off!\Ichijou Raku (bean sprout) response:	Don't you dare let this go to your head, all right?
context: And so, this adventure-filled study group...\Are you all right, Young Miss?\This is a huge misunderstanding!\came to a close, as I somehow lost many things that were important to me.\Ichijou Raku (bean sprout)\and he really, really pisses me off!\Ichijou Raku (bean sprout)\Don't you dare let this go to your head, all right? response:	Stupid bean sprout!
context: Are you all right, Young Miss?\This is a huge misunderstanding!\came to a close, as I somehow lost many things that were important to me.\Ichijou Raku (bean sprout)\and he really, really pisses me off!\Ichijou Raku (bean sprout)\Don't you dare let this go to your head, all right?\Stupid bean sprout! response:	It could just
context: This is a huge misunderstanding!\came to a close, as I somehow lost many things that were important to me.\Ichijou Raku (bean sprout)\and he really, really pisses me off!\Ichijou Raku (bean sprout)\Don't you dare let this go to your head, all right?\Stupid bean sprout!\It could just response:	be my imagination.
context: came to a close, as I somehow lost many things that were important to me.\Ichijou Raku (bean sprout)\and he really, really pisses me off!\Ichijou Raku (bean sprout)\Don't you dare let this go to your head, all right?\Stupid bean sprout!\It could just\be my imagination. response:	He's a bean sprout, after all.
context: Ichijou Raku (bean sprout)\and he really, really pisses me off!\Ichijou Raku (bean sprout)\Don't you dare let this go to your head, all right?\Stupid bean sprout!\It could just\be my imagination.\He's a bean sprout, after all. response:	Maiko Shuu and Miyamoto Ruri
context: and he really, really pisses me off!\Ichijou Raku (bean sprout)\Don't you dare let this go to your head, all right?\Stupid bean sprout!\It could just\be my imagination.\He's a bean sprout, after all.\Maiko Shuu and Miyamoto Ruri response:	Maiko Shuu and Miyamoto Ruri
context: Ichijou Raku (bean sprout)\Don't you dare let this go to your head, all right?\Stupid bean sprout!\It could just\be my imagination.\He's a bean sprout, after all.\Maiko Shuu and Miyamoto Ruri\Maiko Shuu and Miyamoto Ruri response:	I'm going to use the bathroom, okay?
context: Don't you dare let this go to your head, all right?\Stupid bean sprout!\It could just\be my imagination.\He's a bean sprout, after all.\Maiko Shuu and Miyamoto Ruri\Maiko Shuu and Miyamoto Ruri\I'm going to use the bathroom, okay? response:	Go on!
context: Stupid bean sprout!\It could just\be my imagination.\He's a bean sprout, after all.\Maiko Shuu and Miyamoto Ruri\Maiko Shuu and Miyamoto Ruri\I'm going to use the bathroom, okay?\Go on! response:	So it's just the two of us now, huh?
context: It could just\be my imagination.\He's a bean sprout, after all.\Maiko Shuu and Miyamoto Ruri\Maiko Shuu and Miyamoto Ruri\I'm going to use the bathroom, okay?\Go on!\So it's just the two of us now, huh? response:	Hey, hey, Ruri-chan, can I ask you something?
context: be my imagination.\He's a bean sprout, after all.\Maiko Shuu and Miyamoto Ruri\Maiko Shuu and Miyamoto Ruri\I'm going to use the bathroom, okay?\Go on!\So it's just the two of us now, huh?\Hey, hey, Ruri-chan, can I ask you something? response:	What?
context: He's a bean sprout, after all.\Maiko Shuu and Miyamoto Ruri\Maiko Shuu and Miyamoto Ruri\I'm going to use the bathroom, okay?\Go on!\So it's just the two of us now, huh?\Hey, hey, Ruri-chan, can I ask you something?\What? response:	Have you like, ever been kissed, Ruri-chan?
context: Maiko Shuu and Miyamoto Ruri\Maiko Shuu and Miyamoto Ruri\I'm going to use the bathroom, okay?\Go on!\So it's just the two of us now, huh?\Hey, hey, Ruri-chan, can I ask you something?\What?\Have you like, ever been kissed, Ruri-chan? response:	Just look at your face!
context: Maiko Shuu and Miyamoto Ruri\I'm going to use the bathroom, okay?\Go on!\So it's just the two of us now, huh?\Hey, hey, Ruri-chan, can I ask you something?\What?\Have you like, ever been kissed, Ruri-chan?\Just look at your face! response:	I am in no way obligated to answer that.
context: I'm going to use the bathroom, okay?\Go on!\So it's just the two of us now, huh?\Hey, hey, Ruri-chan, can I ask you something?\What?\Have you like, ever been kissed, Ruri-chan?\Just look at your face!\I am in no way obligated to answer that. response:	Anyway, when did I give you permission to address me casually?
context: Go on!\So it's just the two of us now, huh?\Hey, hey, Ruri-chan, can I ask you something?\What?\Have you like, ever been kissed, Ruri-chan?\Just look at your face!\I am in no way obligated to answer that.\Anyway, when did I give you permission to address me casually? response:	Now, now, where's the harm? We're glasses buddies!
context: So it's just the two of us now, huh?\Hey, hey, Ruri-chan, can I ask you something?\What?\Have you like, ever been kissed, Ruri-chan?\Just look at your face!\I am in no way obligated to answer that.\Anyway, when did I give you permission to address me casually?\Now, now, where's the harm? We're glasses buddies! response:	Cut that out!
context: Hey, hey, Ruri-chan, can I ask you something?\What?\Have you like, ever been kissed, Ruri-chan?\Just look at your face!\I am in no way obligated to answer that.\Anyway, when did I give you permission to address me casually?\Now, now, where's the harm? We're glasses buddies!\Cut that out! response:	Never mind that. You're Ichijou-kun's friend, aren't you?
context: What?\Have you like, ever been kissed, Ruri-chan?\Just look at your face!\I am in no way obligated to answer that.\Anyway, when did I give you permission to address me casually?\Now, now, where's the harm? We're glasses buddies!\Cut that out!\Never mind that. You're Ichijou-kun's friend, aren't you? response:	Don't you think it's strange?
context: Have you like, ever been kissed, Ruri-chan?\Just look at your face!\I am in no way obligated to answer that.\Anyway, when did I give you permission to address me casually?\Now, now, where's the harm? We're glasses buddies!\Cut that out!\Never mind that. You're Ichijou-kun's friend, aren't you?\Don't you think it's strange? response:	What's strange?
context: Just look at your face!\I am in no way obligated to answer that.\Anyway, when did I give you permission to address me casually?\Now, now, where's the harm? We're glasses buddies!\Cut that out!\Never mind that. You're Ichijou-kun's friend, aren't you?\Don't you think it's strange?\What's strange? response:	Him and Kirisaki-san, that's what!
context: I am in no way obligated to answer that.\Anyway, when did I give you permission to address me casually?\Now, now, where's the harm? We're glasses buddies!\Cut that out!\Never mind that. You're Ichijou-kun's friend, aren't you?\Don't you think it's strange?\What's strange?\Him and Kirisaki-san, that's what! response:	It just doesn't feel like they're actually dating.
context: Anyway, when did I give you permission to address me casually?\Now, now, where's the harm? We're glasses buddies!\Cut that out!\Never mind that. You're Ichijou-kun's friend, aren't you?\Don't you think it's strange?\What's strange?\Him and Kirisaki-san, that's what!\It just doesn't feel like they're actually dating. response:	Don't say such things! It's cruel to a couple pursuing pure love!
context: Now, now, where's the harm? We're glasses buddies!\Cut that out!\Never mind that. You're Ichijou-kun's friend, aren't you?\Don't you think it's strange?\What's strange?\Him and Kirisaki-san, that's what!\It just doesn't feel like they're actually dating.\Don't say such things! It's cruel to a couple pursuing pure love! response:	I feel bad that I have to doubt Kirisaki-san, but I'm a little suspicious of those two.
context: Cut that out!\Never mind that. You're Ichijou-kun's friend, aren't you?\Don't you think it's strange?\What's strange?\Him and Kirisaki-san, that's what!\It just doesn't feel like they're actually dating.\Don't say such things! It's cruel to a couple pursuing pure love!\I feel bad that I have to doubt Kirisaki-san, but I'm a little suspicious of those two. response:	I bet you know something about it...
context: Never mind that. You're Ichijou-kun's friend, aren't you?\Don't you think it's strange?\What's strange?\Him and Kirisaki-san, that's what!\It just doesn't feel like they're actually dating.\Don't say such things! It's cruel to a couple pursuing pure love!\I feel bad that I have to doubt Kirisaki-san, but I'm a little suspicious of those two.\I bet you know something about it... response:	Huh? Kirisaki-san? What are you doing there?
context: Don't you think it's strange?\What's strange?\Him and Kirisaki-san, that's what!\It just doesn't feel like they're actually dating.\Don't say such things! It's cruel to a couple pursuing pure love!\I feel bad that I have to doubt Kirisaki-san, but I'm a little suspicious of those two.\I bet you know something about it...\Huh? Kirisaki-san? What are you doing there? response:	Just kidding!
context: What's strange?\Him and Kirisaki-san, that's what!\It just doesn't feel like they're actually dating.\Don't say such things! It's cruel to a couple pursuing pure love!\I feel bad that I have to doubt Kirisaki-san, but I'm a little suspicious of those two.\I bet you know something about it...\Huh? Kirisaki-san? What are you doing there?\Just kidding! response:	I'm so gonna rip this guy a new one.
