context: Hey, Nana. response:	Do you remember the first time we met?
context: What's wrong with you staying at your boyfriend's place?!\Did he dump you?\No! But as things are now, it's only a matter of time!\Why? You were all lovey-dovey about him.\That's true, but let me tell you!\Now, come on. Rather than discussing nonsense,\what are you gonna do about renting this...\- Nonsense? - Nonsense? response:	How cruel! Here I am seriously suffering!
context: Did he dump you?\No! But as things are now, it's only a matter of time!\Why? You were all lovey-dovey about him.\That's true, but let me tell you!\Now, come on. Rather than discussing nonsense,\what are you gonna do about renting this...\- Nonsense? - Nonsense?\How cruel! Here I am seriously suffering! response:	- Yokoi! - Yes!
context: No! But as things are now, it's only a matter of time!\Why? You were all lovey-dovey about him.\That's true, but let me tell you!\Now, come on. Rather than discussing nonsense,\what are you gonna do about renting this...\- Nonsense? - Nonsense?\How cruel! Here I am seriously suffering!\- Yokoi! - Yes! response:	For someone in the business of serving customers,
context: Why? You were all lovey-dovey about him.\That's true, but let me tell you!\Now, come on. Rather than discussing nonsense,\what are you gonna do about renting this...\- Nonsense? - Nonsense?\How cruel! Here I am seriously suffering!\- Yokoi! - Yes!\For someone in the business of serving customers, response:	you've got no delicacy!
context: That's true, but let me tell you!\Now, come on. Rather than discussing nonsense,\what are you gonna do about renting this...\- Nonsense? - Nonsense?\How cruel! Here I am seriously suffering!\- Yokoi! - Yes!\For someone in the business of serving customers,\you've got no delicacy! response:	I-I'm sorry.
context: Now, come on. Rather than discussing nonsense,\what are you gonna do about renting this...\- Nonsense? - Nonsense?\How cruel! Here I am seriously suffering!\- Yokoi! - Yes!\For someone in the business of serving customers,\you've got no delicacy!\I-I'm sorry. response:	There's more to doing your job than just go through the motions!
context: what are you gonna do about renting this...\- Nonsense? - Nonsense?\How cruel! Here I am seriously suffering!\- Yokoi! - Yes!\For someone in the business of serving customers,\you've got no delicacy!\I-I'm sorry.\There's more to doing your job than just go through the motions! response:	Try to pursue the romance!
context: - Nonsense? - Nonsense?\How cruel! Here I am seriously suffering!\- Yokoi! - Yes!\For someone in the business of serving customers,\you've got no delicacy!\I-I'm sorry.\There's more to doing your job than just go through the motions!\Try to pursue the romance! response:	Now, now. Calm down, ladies.
context: How cruel! Here I am seriously suffering!\- Yokoi! - Yes!\For someone in the business of serving customers,\you've got no delicacy!\I-I'm sorry.\There's more to doing your job than just go through the motions!\Try to pursue the romance!\Now, now. Calm down, ladies. response:	Romance?
context: - Yokoi! - Yes!\For someone in the business of serving customers,\you've got no delicacy!\I-I'm sorry.\There's more to doing your job than just go through the motions!\Try to pursue the romance!\Now, now. Calm down, ladies.\Romance? response:	I have a suggestion.
context: For someone in the business of serving customers,\you've got no delicacy!\I-I'm sorry.\There's more to doing your job than just go through the motions!\Try to pursue the romance!\Now, now. Calm down, ladies.\Romance?\I have a suggestion. response:	Who is this carefree old man?
context: you've got no delicacy!\I-I'm sorry.\There's more to doing your job than just go through the motions!\Try to pursue the romance!\Now, now. Calm down, ladies.\Romance?\I have a suggestion.\Who is this carefree old man? response:	This is Mr. Ando from the real estate agency at the train station.
context: I-I'm sorry.\There's more to doing your job than just go through the motions!\Try to pursue the romance!\Now, now. Calm down, ladies.\Romance?\I have a suggestion.\Who is this carefree old man?\This is Mr. Ando from the real estate agency at the train station. response:	He's a 52-year veteran in this business.
context: There's more to doing your job than just go through the motions!\Try to pursue the romance!\Now, now. Calm down, ladies.\Romance?\I have a suggestion.\Who is this carefree old man?\This is Mr. Ando from the real estate agency at the train station.\He's a 52-year veteran in this business. response:	You two seem to be special acquaintances.
context: Try to pursue the romance!\Now, now. Calm down, ladies.\Romance?\I have a suggestion.\Who is this carefree old man?\This is Mr. Ando from the real estate agency at the train station.\He's a 52-year veteran in this business.\You two seem to be special acquaintances. response:	Why don't the two of you share this place?
context: Now, now. Calm down, ladies.\Romance?\I have a suggestion.\Who is this carefree old man?\This is Mr. Ando from the real estate agency at the train station.\He's a 52-year veteran in this business.\You two seem to be special acquaintances.\Why don't the two of you share this place? response:	This place is designed with the dining room in the middle,
context: Romance?\I have a suggestion.\Who is this carefree old man?\This is Mr. Ando from the real estate agency at the train station.\He's a 52-year veteran in this business.\You two seem to be special acquaintances.\Why don't the two of you share this place?\This place is designed with the dining room in the middle, response:	so with a room on opposite sides, you can maintain your privacy.
context: I have a suggestion.\Who is this carefree old man?\This is Mr. Ando from the real estate agency at the train station.\He's a 52-year veteran in this business.\You two seem to be special acquaintances.\Why don't the two of you share this place?\This place is designed with the dining room in the middle,\so with a room on opposite sides, you can maintain your privacy. response:	Yet you'll be there for each other when needed.
context: Who is this carefree old man?\This is Mr. Ando from the real estate agency at the train station.\He's a 52-year veteran in this business.\You two seem to be special acquaintances.\Why don't the two of you share this place?\This place is designed with the dining room in the middle,\so with a room on opposite sides, you can maintain your privacy.\Yet you'll be there for each other when needed. response:	Flat-sharing can be very nice.
context: This is Mr. Ando from the real estate agency at the train station.\He's a 52-year veteran in this business.\You two seem to be special acquaintances.\Why don't the two of you share this place?\This place is designed with the dining room in the middle,\so with a room on opposite sides, you can maintain your privacy.\Yet you'll be there for each other when needed.\Flat-sharing can be very nice. response:	Plus, you'll only be paying half the rent and living expenses.
context: He's a 52-year veteran in this business.\You two seem to be special acquaintances.\Why don't the two of you share this place?\This place is designed with the dining room in the middle,\so with a room on opposite sides, you can maintain your privacy.\Yet you'll be there for each other when needed.\Flat-sharing can be very nice.\Plus, you'll only be paying half the rent and living expenses. response:	- Half the rent?! - Half the rent?!
context: You two seem to be special acquaintances.\Why don't the two of you share this place?\This place is designed with the dining room in the middle,\so with a room on opposite sides, you can maintain your privacy.\Yet you'll be there for each other when needed.\Flat-sharing can be very nice.\Plus, you'll only be paying half the rent and living expenses.\- Half the rent?! - Half the rent?! response:	- Half of seventy thousand yen is......thirty-five thousand yen?
context: Why don't the two of you share this place?\This place is designed with the dining room in the middle,\so with a room on opposite sides, you can maintain your privacy.\Yet you'll be there for each other when needed.\Flat-sharing can be very nice.\Plus, you'll only be paying half the rent and living expenses.\- Half the rent?! - Half the rent?!\- Half of seventy thousand yen is......thirty-five thousand yen? response:	- That's cheap! - That's cheap!
context: This place is designed with the dining room in the middle,\so with a room on opposite sides, you can maintain your privacy.\Yet you'll be there for each other when needed.\Flat-sharing can be very nice.\Plus, you'll only be paying half the rent and living expenses.\- Half the rent?! - Half the rent?!\- Half of seventy thousand yen is......thirty-five thousand yen?\- That's cheap! - That's cheap! response:	- Let's go for it, Nana! It's like a dream... - I guess that means...
context: so with a room on opposite sides, you can maintain your privacy.\Yet you'll be there for each other when needed.\Flat-sharing can be very nice.\Plus, you'll only be paying half the rent and living expenses.\- Half the rent?! - Half the rent?!\- Half of seventy thousand yen is......thirty-five thousand yen?\- That's cheap! - That's cheap!\- Let's go for it, Nana! It's like a dream... - I guess that means... response:	- This place is great and so cheap! - we'll hafta split our fees, too.
context: Yet you'll be there for each other when needed.\Flat-sharing can be very nice.\Plus, you'll only be paying half the rent and living expenses.\- Half the rent?! - Half the rent?!\- Half of seventy thousand yen is......thirty-five thousand yen?\- That's cheap! - That's cheap!\- Let's go for it, Nana! It's like a dream... - I guess that means...\- This place is great and so cheap! - we'll hafta split our fees, too. response:	Sounds good, but are you the kind of person
context: Flat-sharing can be very nice.\Plus, you'll only be paying half the rent and living expenses.\- Half the rent?! - Half the rent?!\- Half of seventy thousand yen is......thirty-five thousand yen?\- That's cheap! - That's cheap!\- Let's go for it, Nana! It's like a dream... - I guess that means...\- This place is great and so cheap! - we'll hafta split our fees, too.\Sounds good, but are you the kind of person response:	who properly respects the privacy of others?
context: Plus, you'll only be paying half the rent and living expenses.\- Half the rent?! - Half the rent?!\- Half of seventy thousand yen is......thirty-five thousand yen?\- That's cheap! - That's cheap!\- Let's go for it, Nana! It's like a dream... - I guess that means...\- This place is great and so cheap! - we'll hafta split our fees, too.\Sounds good, but are you the kind of person\who properly respects the privacy of others? response:	I will! For sure!
context: - Half the rent?! - Half the rent?!\- Half of seventy thousand yen is......thirty-five thousand yen?\- That's cheap! - That's cheap!\- Let's go for it, Nana! It's like a dream... - I guess that means...\- This place is great and so cheap! - we'll hafta split our fees, too.\Sounds good, but are you the kind of person\who properly respects the privacy of others?\I will! For sure! response:	If privacy is an issue, you can put locks on your room doors.
context: - Half of seventy thousand yen is......thirty-five thousand yen?\- That's cheap! - That's cheap!\- Let's go for it, Nana! It's like a dream... - I guess that means...\- This place is great and so cheap! - we'll hafta split our fees, too.\Sounds good, but are you the kind of person\who properly respects the privacy of others?\I will! For sure!\If privacy is an issue, you can put locks on your room doors. response:	I'll arrange for that right away.
context: - That's cheap! - That's cheap!\- Let's go for it, Nana! It's like a dream... - I guess that means...\- This place is great and so cheap! - we'll hafta split our fees, too.\Sounds good, but are you the kind of person\who properly respects the privacy of others?\I will! For sure!\If privacy is an issue, you can put locks on your room doors.\I'll arrange for that right away. response:	Thank you, Mr. Ando!
context: - Let's go for it, Nana! It's like a dream... - I guess that means...\- This place is great and so cheap! - we'll hafta split our fees, too.\Sounds good, but are you the kind of person\who properly respects the privacy of others?\I will! For sure!\If privacy is an issue, you can put locks on your room doors.\I'll arrange for that right away.\Thank you, Mr. Ando! response:	You are such a nice person. Isn't he, Nana?
context: - This place is great and so cheap! - we'll hafta split our fees, too.\Sounds good, but are you the kind of person\who properly respects the privacy of others?\I will! For sure!\If privacy is an issue, you can put locks on your room doors.\I'll arrange for that right away.\Thank you, Mr. Ando!\You are such a nice person. Isn't he, Nana? response:	Miss Osaki, sure it'll be cheaper,
context: Sounds good, but are you the kind of person\who properly respects the privacy of others?\I will! For sure!\If privacy is an issue, you can put locks on your room doors.\I'll arrange for that right away.\Thank you, Mr. Ando!\You are such a nice person. Isn't he, Nana?\Miss Osaki, sure it'll be cheaper, response:	but you really should think this through.
context: who properly respects the privacy of others?\I will! For sure!\If privacy is an issue, you can put locks on your room doors.\I'll arrange for that right away.\Thank you, Mr. Ando!\You are such a nice person. Isn't he, Nana?\Miss Osaki, sure it'll be cheaper,\but you really should think this through. response:	Sharing a flat with a stranger is nothing but annoying.
context: I will! For sure!\If privacy is an issue, you can put locks on your room doors.\I'll arrange for that right away.\Thank you, Mr. Ando!\You are such a nice person. Isn't he, Nana?\Miss Osaki, sure it'll be cheaper,\but you really should think this through.\Sharing a flat with a stranger is nothing but annoying. response:	I don't agree.
context: If privacy is an issue, you can put locks on your room doors.\I'll arrange for that right away.\Thank you, Mr. Ando!\You are such a nice person. Isn't he, Nana?\Miss Osaki, sure it'll be cheaper,\but you really should think this through.\Sharing a flat with a stranger is nothing but annoying.\I don't agree. response:	You are a lonely man, aren't you, Yokoi?
context: I'll arrange for that right away.\Thank you, Mr. Ando!\You are such a nice person. Isn't he, Nana?\Miss Osaki, sure it'll be cheaper,\but you really should think this through.\Sharing a flat with a stranger is nothing but annoying.\I don't agree.\You are a lonely man, aren't you, Yokoi? response:	Say, Mr. Ando, how soon can the locks be arranged?
context: Thank you, Mr. Ando!\You are such a nice person. Isn't he, Nana?\Miss Osaki, sure it'll be cheaper,\but you really should think this through.\Sharing a flat with a stranger is nothing but annoying.\I don't agree.\You are a lonely man, aren't you, Yokoi?\Say, Mr. Ando, how soon can the locks be arranged? response:	If I made arrangements right away,
context: You are such a nice person. Isn't he, Nana?\Miss Osaki, sure it'll be cheaper,\but you really should think this through.\Sharing a flat with a stranger is nothing but annoying.\I don't agree.\You are a lonely man, aren't you, Yokoi?\Say, Mr. Ando, how soon can the locks be arranged?\If I made arrangements right away, response:	then it'll be done sometime tomorrow morning.
context: Miss Osaki, sure it'll be cheaper,\but you really should think this through.\Sharing a flat with a stranger is nothing but annoying.\I don't agree.\You are a lonely man, aren't you, Yokoi?\Say, Mr. Ando, how soon can the locks be arranged?\If I made arrangements right away,\then it'll be done sometime tomorrow morning. response:	Then please.
context: but you really should think this through.\Sharing a flat with a stranger is nothing but annoying.\I don't agree.\You are a lonely man, aren't you, Yokoi?\Say, Mr. Ando, how soon can the locks be arranged?\If I made arrangements right away,\then it'll be done sometime tomorrow morning.\Then please. response:	I'll be moving in tomorrow afternoon.
context: Sharing a flat with a stranger is nothing but annoying.\I don't agree.\You are a lonely man, aren't you, Yokoi?\Say, Mr. Ando, how soon can the locks be arranged?\If I made arrangements right away,\then it'll be done sometime tomorrow morning.\Then please.\I'll be moving in tomorrow afternoon. response:	What about you?
context: I don't agree.\You are a lonely man, aren't you, Yokoi?\Say, Mr. Ando, how soon can the locks be arranged?\If I made arrangements right away,\then it'll be done sometime tomorrow morning.\Then please.\I'll be moving in tomorrow afternoon.\What about you? response:	Th-Then me too.
context: You are a lonely man, aren't you, Yokoi?\Say, Mr. Ando, how soon can the locks be arranged?\If I made arrangements right away,\then it'll be done sometime tomorrow morning.\Then please.\I'll be moving in tomorrow afternoon.\What about you?\Th-Then me too. response:	Then starting tomorrow, we're roommates, Nana-chan.
context: Say, Mr. Ando, how soon can the locks be arranged?\If I made arrangements right away,\then it'll be done sometime tomorrow morning.\Then please.\I'll be moving in tomorrow afternoon.\What about you?\Th-Then me too.\Then starting tomorrow, we're roommates, Nana-chan. response:	That moment, for some reason I felt a bit like crying.
context: If I made arrangements right away,\then it'll be done sometime tomorrow morning.\Then please.\I'll be moving in tomorrow afternoon.\What about you?\Th-Then me too.\Then starting tomorrow, we're roommates, Nana-chan.\That moment, for some reason I felt a bit like crying. response:	I really can't explain why, but when I shook Nana's hand,
context: then it'll be done sometime tomorrow morning.\Then please.\I'll be moving in tomorrow afternoon.\What about you?\Th-Then me too.\Then starting tomorrow, we're roommates, Nana-chan.\That moment, for some reason I felt a bit like crying.\I really can't explain why, but when I shook Nana's hand, response:	the warmth was so great that it even warmed my heart.
context: Then please.\I'll be moving in tomorrow afternoon.\What about you?\Th-Then me too.\Then starting tomorrow, we're roommates, Nana-chan.\That moment, for some reason I felt a bit like crying.\I really can't explain why, but when I shook Nana's hand,\the warmth was so great that it even warmed my heart. response:	I reached into the sky
context: I'll be moving in tomorrow afternoon.\What about you?\Th-Then me too.\Then starting tomorrow, we're roommates, Nana-chan.\That moment, for some reason I felt a bit like crying.\I really can't explain why, but when I shook Nana's hand,\the warmth was so great that it even warmed my heart.\I reached into the sky response:	But I couldn't reach what I wanted
context: What about you?\Th-Then me too.\Then starting tomorrow, we're roommates, Nana-chan.\That moment, for some reason I felt a bit like crying.\I really can't explain why, but when I shook Nana's hand,\the warmth was so great that it even warmed my heart.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: Th-Then me too.\Then starting tomorrow, we're roommates, Nana-chan.\That moment, for some reason I felt a bit like crying.\I really can't explain why, but when I shook Nana's hand,\the warmth was so great that it even warmed my heart.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: Then starting tomorrow, we're roommates, Nana-chan.\That moment, for some reason I felt a bit like crying.\I really can't explain why, but when I shook Nana's hand,\the warmth was so great that it even warmed my heart.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: That moment, for some reason I felt a bit like crying.\I really can't explain why, but when I shook Nana's hand,\the warmth was so great that it even warmed my heart.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: I really can't explain why, but when I shook Nana's hand,\the warmth was so great that it even warmed my heart.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: the warmth was so great that it even warmed my heart.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
