context: Why? response:	Mari.
context: This is...\Next Episode: Cherished Scientists\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?! response:	This is the light bulb Mr. Edison invented.
context: Next Episode: Cherished Scientists\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\This is the light bulb Mr. Edison invented. response:	Before him, there had been issues with the resilience of the filament,
context: Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\This is the light bulb Mr. Edison invented.\Before him, there had been issues with the resilience of the filament, response:	and light bulbs weren't practical.
context: Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\This is the light bulb Mr. Edison invented.\Before him, there had been issues with the resilience of the filament,\and light bulbs weren't practical. response:	What issues?
context: Mari and Waka's Quick Science!\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\This is the light bulb Mr. Edison invented.\Before him, there had been issues with the resilience of the filament,\and light bulbs weren't practical.\What issues? response:	Filaments of the time were primarily made from processed charcoal, Filament
context: He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\This is the light bulb Mr. Edison invented.\Before him, there had been issues with the resilience of the filament,\and light bulbs weren't practical.\What issues?\Filaments of the time were primarily made from processed charcoal, Filament response:	and they produced heat and light at the same time. Filament
context: In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\This is the light bulb Mr. Edison invented.\Before him, there had been issues with the resilience of the filament,\and light bulbs weren't practical.\What issues?\Filaments of the time were primarily made from processed charcoal, Filament\and they produced heat and light at the same time. Filament response:	Filament
context: Huh?! Mr. Edison invented the light bulb?!\This is the light bulb Mr. Edison invented.\Before him, there had been issues with the resilience of the filament,\and light bulbs weren't practical.\What issues?\Filaments of the time were primarily made from processed charcoal, Filament\and they produced heat and light at the same time. Filament\Filament response:	Let's experiment with mechanical pencil lead, which is made from charcoal and carbon.
context: This is the light bulb Mr. Edison invented.\Before him, there had been issues with the resilience of the filament,\and light bulbs weren't practical.\What issues?\Filaments of the time were primarily made from processed charcoal, Filament\and they produced heat and light at the same time. Filament\Filament\Let's experiment with mechanical pencil lead, which is made from charcoal and carbon. response:	It's shining!
context: Before him, there had been issues with the resilience of the filament,\and light bulbs weren't practical.\What issues?\Filaments of the time were primarily made from processed charcoal, Filament\and they produced heat and light at the same time. Filament\Filament\Let's experiment with mechanical pencil lead, which is made from charcoal and carbon.\It's shining! response:	Actually, it's burning!
context: and light bulbs weren't practical.\What issues?\Filaments of the time were primarily made from processed charcoal, Filament\and they produced heat and light at the same time. Filament\Filament\Let's experiment with mechanical pencil lead, which is made from charcoal and carbon.\It's shining!\Actually, it's burning! response:	You can't use that...
context: What issues?\Filaments of the time were primarily made from processed charcoal, Filament\and they produced heat and light at the same time. Filament\Filament\Let's experiment with mechanical pencil lead, which is made from charcoal and carbon.\It's shining!\Actually, it's burning!\You can't use that... response:	To make light bulbs practical, they had to do something to prevent oxidation.
context: Filaments of the time were primarily made from processed charcoal, Filament\and they produced heat and light at the same time. Filament\Filament\Let's experiment with mechanical pencil lead, which is made from charcoal and carbon.\It's shining!\Actually, it's burning!\You can't use that...\To make light bulbs practical, they had to do something to prevent oxidation. response:	Oxidation?
context: and they produced heat and light at the same time. Filament\Filament\Let's experiment with mechanical pencil lead, which is made from charcoal and carbon.\It's shining!\Actually, it's burning!\You can't use that...\To make light bulbs practical, they had to do something to prevent oxidation.\Oxidation? response:	Oxygen is what makes things burn.
context: Filament\Let's experiment with mechanical pencil lead, which is made from charcoal and carbon.\It's shining!\Actually, it's burning!\You can't use that...\To make light bulbs practical, they had to do something to prevent oxidation.\Oxidation?\Oxygen is what makes things burn. response:	Is it possible... there's no oxygen inside light bulbs?
context: Let's experiment with mechanical pencil lead, which is made from charcoal and carbon.\It's shining!\Actually, it's burning!\You can't use that...\To make light bulbs practical, they had to do something to prevent oxidation.\Oxidation?\Oxygen is what makes things burn.\Is it possible... there's no oxygen inside light bulbs? response:	This time, we'll fill the vessel with helium to drive out the oxygen.
context: It's shining!\Actually, it's burning!\You can't use that...\To make light bulbs practical, they had to do something to prevent oxidation.\Oxidation?\Oxygen is what makes things burn.\Is it possible... there's no oxygen inside light bulbs?\This time, we'll fill the vessel with helium to drive out the oxygen. response:	-It's not catching fire! -I was right!
context: Actually, it's burning!\You can't use that...\To make light bulbs practical, they had to do something to prevent oxidation.\Oxidation?\Oxygen is what makes things burn.\Is it possible... there's no oxygen inside light bulbs?\This time, we'll fill the vessel with helium to drive out the oxygen.\-It's not catching fire! -I was right! response:	But it's slowly melting, isn't it?
context: You can't use that...\To make light bulbs practical, they had to do something to prevent oxidation.\Oxidation?\Oxygen is what makes things burn.\Is it possible... there's no oxygen inside light bulbs?\This time, we'll fill the vessel with helium to drive out the oxygen.\-It's not catching fire! -I was right!\But it's slowly melting, isn't it? response:	Even if it doesn't burn, the continuous heat put out
context: To make light bulbs practical, they had to do something to prevent oxidation.\Oxidation?\Oxygen is what makes things burn.\Is it possible... there's no oxygen inside light bulbs?\This time, we'll fill the vessel with helium to drive out the oxygen.\-It's not catching fire! -I was right!\But it's slowly melting, isn't it?\Even if it doesn't burn, the continuous heat put out response:	causes the filament to weaken and snap.
context: Oxidation?\Oxygen is what makes things burn.\Is it possible... there's no oxygen inside light bulbs?\This time, we'll fill the vessel with helium to drive out the oxygen.\-It's not catching fire! -I was right!\But it's slowly melting, isn't it?\Even if it doesn't burn, the continuous heat put out\causes the filament to weaken and snap. response:	He performed thousands of resilience tests to make a practical light bulb.
context: Oxygen is what makes things burn.\Is it possible... there's no oxygen inside light bulbs?\This time, we'll fill the vessel with helium to drive out the oxygen.\-It's not catching fire! -I was right!\But it's slowly melting, isn't it?\Even if it doesn't burn, the continuous heat put out\causes the filament to weaken and snap.\He performed thousands of resilience tests to make a practical light bulb. response:	Mr. Edison's resilience brought light to the world, huh?
