context: Huh? response:	The bread I'd bought is gone and has been replaced by three 100-yen coins.
context: I spotted an unusual bird, so I struck it down.\Is this something used by your kind?\Yes, it is a familiar used for spying.\That young lady has terrible luck.\If she were slightly less talented, I would have taken her on as my pupil.\I leave my Master's defense to you, Assassin.\Guard the gate with your life.\Actually, this person whom you address as Kojiro does not truly feel alive. response:	Ordering such a person to do anything to the death is meaningless, is it not?
context: Is this something used by your kind?\Yes, it is a familiar used for spying.\That young lady has terrible luck.\If she were slightly less talented, I would have taken her on as my pupil.\I leave my Master's defense to you, Assassin.\Guard the gate with your life.\Actually, this person whom you address as Kojiro does not truly feel alive.\Ordering such a person to do anything to the death is meaningless, is it not? response:	Don't quibble.
context: Yes, it is a familiar used for spying.\That young lady has terrible luck.\If she were slightly less talented, I would have taken her on as my pupil.\I leave my Master's defense to you, Assassin.\Guard the gate with your life.\Actually, this person whom you address as Kojiro does not truly feel alive.\Ordering such a person to do anything to the death is meaningless, is it not?\Don't quibble. response:	You are a Servant that I summoned.
context: That young lady has terrible luck.\If she were slightly less talented, I would have taken her on as my pupil.\I leave my Master's defense to you, Assassin.\Guard the gate with your life.\Actually, this person whom you address as Kojiro does not truly feel alive.\Ordering such a person to do anything to the death is meaningless, is it not?\Don't quibble.\You are a Servant that I summoned. response:	If you cannot pledge fealty to your lord, I shall simply eliminate you right now.
context: If she were slightly less talented, I would have taken her on as my pupil.\I leave my Master's defense to you, Assassin.\Guard the gate with your life.\Actually, this person whom you address as Kojiro does not truly feel alive.\Ordering such a person to do anything to the death is meaningless, is it not?\Don't quibble.\You are a Servant that I summoned.\If you cannot pledge fealty to your lord, I shall simply eliminate you right now. response:	I see. Goodness me.
context: I leave my Master's defense to you, Assassin.\Guard the gate with your life.\Actually, this person whom you address as Kojiro does not truly feel alive.\Ordering such a person to do anything to the death is meaningless, is it not?\Don't quibble.\You are a Servant that I summoned.\If you cannot pledge fealty to your lord, I shall simply eliminate you right now.\I see. Goodness me. response:	My life is as insubstantial as the shimmering heat haze,
context: Guard the gate with your life.\Actually, this person whom you address as Kojiro does not truly feel alive.\Ordering such a person to do anything to the death is meaningless, is it not?\Don't quibble.\You are a Servant that I summoned.\If you cannot pledge fealty to your lord, I shall simply eliminate you right now.\I see. Goodness me.\My life is as insubstantial as the shimmering heat haze, response:	but I would rather it not be extinguished just yet.
context: Actually, this person whom you address as Kojiro does not truly feel alive.\Ordering such a person to do anything to the death is meaningless, is it not?\Don't quibble.\You are a Servant that I summoned.\If you cannot pledge fealty to your lord, I shall simply eliminate you right now.\I see. Goodness me.\My life is as insubstantial as the shimmering heat haze,\but I would rather it not be extinguished just yet. response:	After all, I do have a promise to keep.
context: Ordering such a person to do anything to the death is meaningless, is it not?\Don't quibble.\You are a Servant that I summoned.\If you cannot pledge fealty to your lord, I shall simply eliminate you right now.\I see. Goodness me.\My life is as insubstantial as the shimmering heat haze,\but I would rather it not be extinguished just yet.\After all, I do have a promise to keep. response:	Then hold your tongue. Your only concern is guarding this place.
context: Don't quibble.\You are a Servant that I summoned.\If you cannot pledge fealty to your lord, I shall simply eliminate you right now.\I see. Goodness me.\My life is as insubstantial as the shimmering heat haze,\but I would rather it not be extinguished just yet.\After all, I do have a promise to keep.\Then hold your tongue. Your only concern is guarding this place. response:	Then guard it I shall. But is this wise, Caster?
context: You are a Servant that I summoned.\If you cannot pledge fealty to your lord, I shall simply eliminate you right now.\I see. Goodness me.\My life is as insubstantial as the shimmering heat haze,\but I would rather it not be extinguished just yet.\After all, I do have a promise to keep.\Then hold your tongue. Your only concern is guarding this place.\Then guard it I shall. But is this wise, Caster? response:	I am also disloyal to my lord, but you are acting on your own authority far too much.
context: If you cannot pledge fealty to your lord, I shall simply eliminate you right now.\I see. Goodness me.\My life is as insubstantial as the shimmering heat haze,\but I would rather it not be extinguished just yet.\After all, I do have a promise to keep.\Then hold your tongue. Your only concern is guarding this place.\Then guard it I shall. But is this wise, Caster?\I am also disloyal to my lord, but you are acting on your own authority far too much. response:	Your errand tonight is also without your Master's knowledge, I'd wager.
context: I see. Goodness me.\My life is as insubstantial as the shimmering heat haze,\but I would rather it not be extinguished just yet.\After all, I do have a promise to keep.\Then hold your tongue. Your only concern is guarding this place.\Then guard it I shall. But is this wise, Caster?\I am also disloyal to my lord, but you are acting on your own authority far too much.\Your errand tonight is also without your Master's knowledge, I'd wager. response:	Day by day, you overstep your bounds ever further, Caster...
context: My life is as insubstantial as the shimmering heat haze,\but I would rather it not be extinguished just yet.\After all, I do have a promise to keep.\Then hold your tongue. Your only concern is guarding this place.\Then guard it I shall. But is this wise, Caster?\I am also disloyal to my lord, but you are acting on your own authority far too much.\Your errand tonight is also without your Master's knowledge, I'd wager.\Day by day, you overstep your bounds ever further, Caster... response:	Silence. The next time you make me repeat myself,
context: but I would rather it not be extinguished just yet.\After all, I do have a promise to keep.\Then hold your tongue. Your only concern is guarding this place.\Then guard it I shall. But is this wise, Caster?\I am also disloyal to my lord, but you are acting on your own authority far too much.\Your errand tonight is also without your Master's knowledge, I'd wager.\Day by day, you overstep your bounds ever further, Caster...\Silence. The next time you make me repeat myself, response:	I'll eliminate you without waiting out the next five days.
context: After all, I do have a promise to keep.\Then hold your tongue. Your only concern is guarding this place.\Then guard it I shall. But is this wise, Caster?\I am also disloyal to my lord, but you are acting on your own authority far too much.\Your errand tonight is also without your Master's knowledge, I'd wager.\Day by day, you overstep your bounds ever further, Caster...\Silence. The next time you make me repeat myself,\I'll eliminate you without waiting out the next five days. response:	Oh, dear... The saying that women and short men are difficult to manage
context: Then hold your tongue. Your only concern is guarding this place.\Then guard it I shall. But is this wise, Caster?\I am also disloyal to my lord, but you are acting on your own authority far too much.\Your errand tonight is also without your Master's knowledge, I'd wager.\Day by day, you overstep your bounds ever further, Caster...\Silence. The next time you make me repeat myself,\I'll eliminate you without waiting out the next five days.\Oh, dear... The saying that women and short men are difficult to manage response:	is true, I see...
context: Then guard it I shall. But is this wise, Caster?\I am also disloyal to my lord, but you are acting on your own authority far too much.\Your errand tonight is also without your Master's knowledge, I'd wager.\Day by day, you overstep your bounds ever further, Caster...\Silence. The next time you make me repeat myself,\I'll eliminate you without waiting out the next five days.\Oh, dear... The saying that women and short men are difficult to manage\is true, I see... response:	Worry not, I understand.
context: I am also disloyal to my lord, but you are acting on your own authority far too much.\Your errand tonight is also without your Master's knowledge, I'd wager.\Day by day, you overstep your bounds ever further, Caster...\Silence. The next time you make me repeat myself,\I'll eliminate you without waiting out the next five days.\Oh, dear... The saying that women and short men are difficult to manage\is true, I see...\Worry not, I understand. response:	All is to be carried out without your Master's knowledge, yes?
context: Your errand tonight is also without your Master's knowledge, I'd wager.\Day by day, you overstep your bounds ever further, Caster...\Silence. The next time you make me repeat myself,\I'll eliminate you without waiting out the next five days.\Oh, dear... The saying that women and short men are difficult to manage\is true, I see...\Worry not, I understand.\All is to be carried out without your Master's knowledge, yes? response:	Yours is a touching tale.
context: Day by day, you overstep your bounds ever further, Caster...\Silence. The next time you make me repeat myself,\I'll eliminate you without waiting out the next five days.\Oh, dear... The saying that women and short men are difficult to manage\is true, I see...\Worry not, I understand.\All is to be carried out without your Master's knowledge, yes?\Yours is a touching tale. response:	I only hope that your love for your lord gets through to the man.
context: Silence. The next time you make me repeat myself,\I'll eliminate you without waiting out the next five days.\Oh, dear... The saying that women and short men are difficult to manage\is true, I see...\Worry not, I understand.\All is to be carried out without your Master's knowledge, yes?\Yours is a touching tale.\I only hope that your love for your lord gets through to the man. response:	Assassin, mind your
context: I'll eliminate you without waiting out the next five days.\Oh, dear... The saying that women and short men are difficult to manage\is true, I see...\Worry not, I understand.\All is to be carried out without your Master's knowledge, yes?\Yours is a touching tale.\I only hope that your love for your lord gets through to the man.\Assassin, mind your response:	I am a sore loser. Allow me these poor jests.
context: Oh, dear... The saying that women and short men are difficult to manage\is true, I see...\Worry not, I understand.\All is to be carried out without your Master's knowledge, yes?\Yours is a touching tale.\I only hope that your love for your lord gets through to the man.\Assassin, mind your\I am a sore loser. Allow me these poor jests. response:	On my blade,
context: is true, I see...\Worry not, I understand.\All is to be carried out without your Master's knowledge, yes?\Yours is a touching tale.\I only hope that your love for your lord gets through to the man.\Assassin, mind your\I am a sore loser. Allow me these poor jests.\On my blade, response:	I swear I shall protect this gate from all, no matter who they be.
context: Worry not, I understand.\All is to be carried out without your Master's knowledge, yes?\Yours is a touching tale.\I only hope that your love for your lord gets through to the man.\Assassin, mind your\I am a sore loser. Allow me these poor jests.\On my blade,\I swear I shall protect this gate from all, no matter who they be. response:	But where are you going?
context: All is to be carried out without your Master's knowledge, yes?\Yours is a touching tale.\I only hope that your love for your lord gets through to the man.\Assassin, mind your\I am a sore loser. Allow me these poor jests.\On my blade,\I swear I shall protect this gate from all, no matter who they be.\But where are you going? response:	You do not trust my protection?
context: Yours is a touching tale.\I only hope that your love for your lord gets through to the man.\Assassin, mind your\I am a sore loser. Allow me these poor jests.\On my blade,\I swear I shall protect this gate from all, no matter who they be.\But where are you going?\You do not trust my protection? response:	Of course not. You are merely my insurance.
context: I only hope that your love for your lord gets through to the man.\Assassin, mind your\I am a sore loser. Allow me these poor jests.\On my blade,\I swear I shall protect this gate from all, no matter who they be.\But where are you going?\You do not trust my protection?\Of course not. You are merely my insurance. response:	But I no longer require that, either.
context: Assassin, mind your\I am a sore loser. Allow me these poor jests.\On my blade,\I swear I shall protect this gate from all, no matter who they be.\But where are you going?\You do not trust my protection?\Of course not. You are merely my insurance.\But I no longer require that, either. response:	With Saber now mine, I no longer need to make this rustic place my temple.
context: I am a sore loser. Allow me these poor jests.\On my blade,\I swear I shall protect this gate from all, no matter who they be.\But where are you going?\You do not trust my protection?\Of course not. You are merely my insurance.\But I no longer require that, either.\With Saber now mine, I no longer need to make this rustic place my temple. response:	A change of position?
context: On my blade,\I swear I shall protect this gate from all, no matter who they be.\But where are you going?\You do not trust my protection?\Of course not. You are merely my insurance.\But I no longer require that, either.\With Saber now mine, I no longer need to make this rustic place my temple.\A change of position? response:	Meaning that you have no further use for me.
context: I swear I shall protect this gate from all, no matter who they be.\But where are you going?\You do not trust my protection?\Of course not. You are merely my insurance.\But I no longer require that, either.\With Saber now mine, I no longer need to make this rustic place my temple.\A change of position?\Meaning that you have no further use for me. response:	There is a sacred spot superior to this mountain?
context: But where are you going?\You do not trust my protection?\Of course not. You are merely my insurance.\But I no longer require that, either.\With Saber now mine, I no longer need to make this rustic place my temple.\A change of position?\Meaning that you have no further use for me.\There is a sacred spot superior to this mountain? response:	Yes, there is a place that suits me perfectly.
context: You do not trust my protection?\Of course not. You are merely my insurance.\But I no longer require that, either.\With Saber now mine, I no longer need to make this rustic place my temple.\A change of position?\Meaning that you have no further use for me.\There is a sacred spot superior to this mountain?\Yes, there is a place that suits me perfectly. response:	Yes, I am leaving to claim my prize early.
context: Of course not. You are merely my insurance.\But I no longer require that, either.\With Saber now mine, I no longer need to make this rustic place my temple.\A change of position?\Meaning that you have no further use for me.\There is a sacred spot superior to this mountain?\Yes, there is a place that suits me perfectly.\Yes, I am leaving to claim my prize early. response:	I now have a new fortification, the Grail,
context: But I no longer require that, either.\With Saber now mine, I no longer need to make this rustic place my temple.\A change of position?\Meaning that you have no further use for me.\There is a sacred spot superior to this mountain?\Yes, there is a place that suits me perfectly.\Yes, I am leaving to claim my prize early.\I now have a new fortification, the Grail, response:	and even a new pawn in the form of Saber.
context: With Saber now mine, I no longer need to make this rustic place my temple.\A change of position?\Meaning that you have no further use for me.\There is a sacred spot superior to this mountain?\Yes, there is a place that suits me perfectly.\Yes, I am leaving to claim my prize early.\I now have a new fortification, the Grail,\and even a new pawn in the form of Saber. response:	With all these, even my reticent Master
context: A change of position?\Meaning that you have no further use for me.\There is a sacred spot superior to this mountain?\Yes, there is a place that suits me perfectly.\Yes, I am leaving to claim my prize early.\I now have a new fortification, the Grail,\and even a new pawn in the form of Saber.\With all these, even my reticent Master response:	will be unable to offer up any objections to my plan of action.
context: Meaning that you have no further use for me.\There is a sacred spot superior to this mountain?\Yes, there is a place that suits me perfectly.\Yes, I am leaving to claim my prize early.\I now have a new fortification, the Grail,\and even a new pawn in the form of Saber.\With all these, even my reticent Master\will be unable to offer up any objections to my plan of action. response:	Once I have the Grail, I will have nothing to fear.
context: There is a sacred spot superior to this mountain?\Yes, there is a place that suits me perfectly.\Yes, I am leaving to claim my prize early.\I now have a new fortification, the Grail,\and even a new pawn in the form of Saber.\With all these, even my reticent Master\will be unable to offer up any objections to my plan of action.\Once I have the Grail, I will have nothing to fear. response:	Yes, for then no one will be able to stand against me, no matter who they may be!
context: Yes, there is a place that suits me perfectly.\Yes, I am leaving to claim my prize early.\I now have a new fortification, the Grail,\and even a new pawn in the form of Saber.\With all these, even my reticent Master\will be unable to offer up any objections to my plan of action.\Once I have the Grail, I will have nothing to fear.\Yes, for then no one will be able to stand against me, no matter who they may be! response:	Caster.
context: Yes, I am leaving to claim my prize early.\I now have a new fortification, the Grail,\and even a new pawn in the form of Saber.\With all these, even my reticent Master\will be unable to offer up any objections to my plan of action.\Once I have the Grail, I will have nothing to fear.\Yes, for then no one will be able to stand against me, no matter who they may be!\Caster. response:	Have we met before, my good overseer of this mad ritual?
context: I now have a new fortification, the Grail,\and even a new pawn in the form of Saber.\With all these, even my reticent Master\will be unable to offer up any objections to my plan of action.\Once I have the Grail, I will have nothing to fear.\Yes, for then no one will be able to stand against me, no matter who they may be!\Caster.\Have we met before, my good overseer of this mad ritual? response:	What do you want, Caster?
context: and even a new pawn in the form of Saber.\With all these, even my reticent Master\will be unable to offer up any objections to my plan of action.\Once I have the Grail, I will have nothing to fear.\Yes, for then no one will be able to stand against me, no matter who they may be!\Caster.\Have we met before, my good overseer of this mad ritual?\What do you want, Caster? response:	This place is inviolable neutral territory.
context: With all these, even my reticent Master\will be unable to offer up any objections to my plan of action.\Once I have the Grail, I will have nothing to fear.\Yes, for then no one will be able to stand against me, no matter who they may be!\Caster.\Have we met before, my good overseer of this mad ritual?\What do you want, Caster?\This place is inviolable neutral territory. response:	Regardless of what Heroic Spirit they may be, no Servant may enter this place.
context: will be unable to offer up any objections to my plan of action.\Once I have the Grail, I will have nothing to fear.\Yes, for then no one will be able to stand against me, no matter who they may be!\Caster.\Have we met before, my good overseer of this mad ritual?\What do you want, Caster?\This place is inviolable neutral territory.\Regardless of what Heroic Spirit they may be, no Servant may enter this place. response:	The rules have changed.
context: Once I have the Grail, I will have nothing to fear.\Yes, for then no one will be able to stand against me, no matter who they may be!\Caster.\Have we met before, my good overseer of this mad ritual?\What do you want, Caster?\This place is inviolable neutral territory.\Regardless of what Heroic Spirit they may be, no Servant may enter this place.\The rules have changed. response:	Command Seals?!
context: Yes, for then no one will be able to stand against me, no matter who they may be!\Caster.\Have we met before, my good overseer of this mad ritual?\What do you want, Caster?\This place is inviolable neutral territory.\Regardless of what Heroic Spirit they may be, no Servant may enter this place.\The rules have changed.\Command Seals?! response:	Saber...
context: Caster.\Have we met before, my good overseer of this mad ritual?\What do you want, Caster?\This place is inviolable neutral territory.\Regardless of what Heroic Spirit they may be, no Servant may enter this place.\The rules have changed.\Command Seals?!\Saber... response:	Saber is now my puppet.
context: Have we met before, my good overseer of this mad ritual?\What do you want, Caster?\This place is inviolable neutral territory.\Regardless of what Heroic Spirit they may be, no Servant may enter this place.\The rules have changed.\Command Seals?!\Saber...\Saber is now my puppet. response:	You understand what that means, I take it?
context: What do you want, Caster?\This place is inviolable neutral territory.\Regardless of what Heroic Spirit they may be, no Servant may enter this place.\The rules have changed.\Command Seals?!\Saber...\Saber is now my puppet.\You understand what that means, I take it? response:	The outcome of this war is as good as decided.
context: This place is inviolable neutral territory.\Regardless of what Heroic Spirit they may be, no Servant may enter this place.\The rules have changed.\Command Seals?!\Saber...\Saber is now my puppet.\You understand what that means, I take it?\The outcome of this war is as good as decided. response:	Is there something wrong with coming to claim my prize early?
context: Regardless of what Heroic Spirit they may be, no Servant may enter this place.\The rules have changed.\Command Seals?!\Saber...\Saber is now my puppet.\You understand what that means, I take it?\The outcome of this war is as good as decided.\Is there something wrong with coming to claim my prize early? response:	Indeed there is. The Grail will not appear until but one Servant remains.
context: The rules have changed.\Command Seals?!\Saber...\Saber is now my puppet.\You understand what that means, I take it?\The outcome of this war is as good as decided.\Is there something wrong with coming to claim my prize early?\Indeed there is. The Grail will not appear until but one Servant remains. response:	As a Servant, surely you were made aware of this at the time of your summoning.
context: Command Seals?!\Saber...\Saber is now my puppet.\You understand what that means, I take it?\The outcome of this war is as good as decided.\Is there something wrong with coming to claim my prize early?\Indeed there is. The Grail will not appear until but one Servant remains.\As a Servant, surely you were made aware of this at the time of your summoning. response:	Yes, the Grail did say that.
context: Saber...\Saber is now my puppet.\You understand what that means, I take it?\The outcome of this war is as good as decided.\Is there something wrong with coming to claim my prize early?\Indeed there is. The Grail will not appear until but one Servant remains.\As a Servant, surely you were made aware of this at the time of your summoning.\Yes, the Grail did say that. response:	It ordered me to go forth and slay the other Heroic Spirits to activate the Grail.
context: Saber is now my puppet.\You understand what that means, I take it?\The outcome of this war is as good as decided.\Is there something wrong with coming to claim my prize early?\Indeed there is. The Grail will not appear until but one Servant remains.\As a Servant, surely you were made aware of this at the time of your summoning.\Yes, the Grail did say that.\It ordered me to go forth and slay the other Heroic Spirits to activate the Grail. response:	However,
context: You understand what that means, I take it?\The outcome of this war is as good as decided.\Is there something wrong with coming to claim my prize early?\Indeed there is. The Grail will not appear until but one Servant remains.\As a Servant, surely you were made aware of this at the time of your summoning.\Yes, the Grail did say that.\It ordered me to go forth and slay the other Heroic Spirits to activate the Grail.\However, response:	that refers to the Greater Grail, does it not?
context: The outcome of this war is as good as decided.\Is there something wrong with coming to claim my prize early?\Indeed there is. The Grail will not appear until but one Servant remains.\As a Servant, surely you were made aware of this at the time of your summoning.\Yes, the Grail did say that.\It ordered me to go forth and slay the other Heroic Spirits to activate the Grail.\However,\that refers to the Greater Grail, does it not? response:	Tell me, where is the Lesser Grail?
context: Is there something wrong with coming to claim my prize early?\Indeed there is. The Grail will not appear until but one Servant remains.\As a Servant, surely you were made aware of this at the time of your summoning.\Yes, the Grail did say that.\It ordered me to go forth and slay the other Heroic Spirits to activate the Grail.\However,\that refers to the Greater Grail, does it not?\Tell me, where is the Lesser Grail? response:	You priests are in charge of the Grail's key, aren't you?
context: Indeed there is. The Grail will not appear until but one Servant remains.\As a Servant, surely you were made aware of this at the time of your summoning.\Yes, the Grail did say that.\It ordered me to go forth and slay the other Heroic Spirits to activate the Grail.\However,\that refers to the Greater Grail, does it not?\Tell me, where is the Lesser Grail?\You priests are in charge of the Grail's key, aren't you? response:	There is no Holy Grail here.
context: As a Servant, surely you were made aware of this at the time of your summoning.\Yes, the Grail did say that.\It ordered me to go forth and slay the other Heroic Spirits to activate the Grail.\However,\that refers to the Greater Grail, does it not?\Tell me, where is the Lesser Grail?\You priests are in charge of the Grail's key, aren't you?\There is no Holy Grail here. response:	Do you wish to die?
context: Yes, the Grail did say that.\It ordered me to go forth and slay the other Heroic Spirits to activate the Grail.\However,\that refers to the Greater Grail, does it not?\Tell me, where is the Lesser Grail?\You priests are in charge of the Grail's key, aren't you?\There is no Holy Grail here.\Do you wish to die? response:	Don't make idle threats.
context: It ordered me to go forth and slay the other Heroic Spirits to activate the Grail.\However,\that refers to the Greater Grail, does it not?\Tell me, where is the Lesser Grail?\You priests are in charge of the Grail's key, aren't you?\There is no Holy Grail here.\Do you wish to die?\Don't make idle threats. response:	You betray yourself, Princess of Colchis.
context: However,\that refers to the Greater Grail, does it not?\Tell me, where is the Lesser Grail?\You priests are in charge of the Grail's key, aren't you?\There is no Holy Grail here.\Do you wish to die?\Don't make idle threats.\You betray yourself, Princess of Colchis. response:	You still have no stomach for brutality, do you?
context: that refers to the Greater Grail, does it not?\Tell me, where is the Lesser Grail?\You priests are in charge of the Grail's key, aren't you?\There is no Holy Grail here.\Do you wish to die?\Don't make idle threats.\You betray yourself, Princess of Colchis.\You still have no stomach for brutality, do you? response:	You just want me to stand by and watch, right?
context: Tell me, where is the Lesser Grail?\You priests are in charge of the Grail's key, aren't you?\There is no Holy Grail here.\Do you wish to die?\Don't make idle threats.\You betray yourself, Princess of Colchis.\You still have no stomach for brutality, do you?\You just want me to stand by and watch, right? response:	No one's going to interfere.
context: You priests are in charge of the Grail's key, aren't you?\There is no Holy Grail here.\Do you wish to die?\Don't make idle threats.\You betray yourself, Princess of Colchis.\You still have no stomach for brutality, do you?\You just want me to stand by and watch, right?\No one's going to interfere. response:	This era has fine warriors, too, I see.
context: There is no Holy Grail here.\Do you wish to die?\Don't make idle threats.\You betray yourself, Princess of Colchis.\You still have no stomach for brutality, do you?\You just want me to stand by and watch, right?\No one's going to interfere.\This era has fine warriors, too, I see. response:	But how long will his luck hold out, I wonder?
context: Do you wish to die?\Don't make idle threats.\You betray yourself, Princess of Colchis.\You still have no stomach for brutality, do you?\You just want me to stand by and watch, right?\No one's going to interfere.\This era has fine warriors, too, I see.\But how long will his luck hold out, I wonder? response:	Tohsaka... Where are you?
context: Don't make idle threats.\You betray yourself, Princess of Colchis.\You still have no stomach for brutality, do you?\You just want me to stand by and watch, right?\No one's going to interfere.\This era has fine warriors, too, I see.\But how long will his luck hold out, I wonder?\Tohsaka... Where are you? response:	Why are you here?
context: You betray yourself, Princess of Colchis.\You still have no stomach for brutality, do you?\You just want me to stand by and watch, right?\No one's going to interfere.\This era has fine warriors, too, I see.\But how long will his luck hold out, I wonder?\Tohsaka... Where are you?\Why are you here? response:	Go home.
context: You still have no stomach for brutality, do you?\You just want me to stand by and watch, right?\No one's going to interfere.\This era has fine warriors, too, I see.\But how long will his luck hold out, I wonder?\Tohsaka... Where are you?\Why are you here?\Go home. response:	I don't know what you're trying to prove, but you're being a nuisance.
context: You just want me to stand by and watch, right?\No one's going to interfere.\This era has fine warriors, too, I see.\But how long will his luck hold out, I wonder?\Tohsaka... Where are you?\Why are you here?\Go home.\I don't know what you're trying to prove, but you're being a nuisance. response:	I won't leave. I promised that I'd fight alongside you, remember?
context: No one's going to interfere.\This era has fine warriors, too, I see.\But how long will his luck hold out, I wonder?\Tohsaka... Where are you?\Why are you here?\Go home.\I don't know what you're trying to prove, but you're being a nuisance.\I won't leave. I promised that I'd fight alongside you, remember? response:	Forget about that stupid promise.
context: This era has fine warriors, too, I see.\But how long will his luck hold out, I wonder?\Tohsaka... Where are you?\Why are you here?\Go home.\I don't know what you're trying to prove, but you're being a nuisance.\I won't leave. I promised that I'd fight alongside you, remember?\Forget about that stupid promise. response:	Anyway, what can you possibly do as you are now?
context: But how long will his luck hold out, I wonder?\Tohsaka... Where are you?\Why are you here?\Go home.\I don't know what you're trying to prove, but you're being a nuisance.\I won't leave. I promised that I'd fight alongside you, remember?\Forget about that stupid promise.\Anyway, what can you possibly do as you are now? response:	You've lost Saber.
context: Tohsaka... Where are you?\Why are you here?\Go home.\I don't know what you're trying to prove, but you're being a nuisance.\I won't leave. I promised that I'd fight alongside you, remember?\Forget about that stupid promise.\Anyway, what can you possibly do as you are now?\You've lost Saber. response:	Besides, there's no need for you to fight now.
context: Why are you here?\Go home.\I don't know what you're trying to prove, but you're being a nuisance.\I won't leave. I promised that I'd fight alongside you, remember?\Forget about that stupid promise.\Anyway, what can you possibly do as you are now?\You've lost Saber.\Besides, there's no need for you to fight now. response:	You're not a Master anymore.
context: Go home.\I don't know what you're trying to prove, but you're being a nuisance.\I won't leave. I promised that I'd fight alongside you, remember?\Forget about that stupid promise.\Anyway, what can you possibly do as you are now?\You've lost Saber.\Besides, there's no need for you to fight now.\You're not a Master anymore. response:	Take shelter in the church, and you'll be safe.
context: I don't know what you're trying to prove, but you're being a nuisance.\I won't leave. I promised that I'd fight alongside you, remember?\Forget about that stupid promise.\Anyway, what can you possibly do as you are now?\You've lost Saber.\Besides, there's no need for you to fight now.\You're not a Master anymore.\Take shelter in the church, and you'll be safe. response:	Don't be stupid! I can't leave Saber like that!
context: I won't leave. I promised that I'd fight alongside you, remember?\Forget about that stupid promise.\Anyway, what can you possibly do as you are now?\You've lost Saber.\Besides, there's no need for you to fight now.\You're not a Master anymore.\Take shelter in the church, and you'll be safe.\Don't be stupid! I can't leave Saber like that! response:	So no matter what, I'm gonna fight to the bitter en
context: Forget about that stupid promise.\Anyway, what can you possibly do as you are now?\You've lost Saber.\Besides, there's no need for you to fight now.\You're not a Master anymore.\Take shelter in the church, and you'll be safe.\Don't be stupid! I can't leave Saber like that!\So no matter what, I'm gonna fight to the bitter en response:	Take a look.
context: Anyway, what can you possibly do as you are now?\You've lost Saber.\Besides, there's no need for you to fight now.\You're not a Master anymore.\Take shelter in the church, and you'll be safe.\Don't be stupid! I can't leave Saber like that!\So no matter what, I'm gonna fight to the bitter en\Take a look. response:	but that's what happens without her.
context: You've lost Saber.\Besides, there's no need for you to fight now.\You're not a Master anymore.\Take shelter in the church, and you'll be safe.\Don't be stupid! I can't leave Saber like that!\So no matter what, I'm gonna fight to the bitter en\Take a look.\but that's what happens without her. response:	You've had Saber to help you until now.
context: Besides, there's no need for you to fight now.\You're not a Master anymore.\Take shelter in the church, and you'll be safe.\Don't be stupid! I can't leave Saber like that!\So no matter what, I'm gonna fight to the bitter en\Take a look.\but that's what happens without her.\You've had Saber to help you until now. response:	Besides, for all your talk about Saber,
context: You're not a Master anymore.\Take shelter in the church, and you'll be safe.\Don't be stupid! I can't leave Saber like that!\So no matter what, I'm gonna fight to the bitter en\Take a look.\but that's what happens without her.\You've had Saber to help you until now.\Besides, for all your talk about Saber, response:	what happens to her is none of your concern now.
context: Take shelter in the church, and you'll be safe.\Don't be stupid! I can't leave Saber like that!\So no matter what, I'm gonna fight to the bitter en\Take a look.\but that's what happens without her.\You've had Saber to help you until now.\Besides, for all your talk about Saber,\what happens to her is none of your concern now. response:	You're wrong. Even if I'm not a Master,
context: Don't be stupid! I can't leave Saber like that!\So no matter what, I'm gonna fight to the bitter en\Take a look.\but that's what happens without her.\You've had Saber to help you until now.\Besides, for all your talk about Saber,\what happens to her is none of your concern now.\You're wrong. Even if I'm not a Master, response:	Saber hated it.
context: So no matter what, I'm gonna fight to the bitter en\Take a look.\but that's what happens without her.\You've had Saber to help you until now.\Besides, for all your talk about Saber,\what happens to her is none of your concern now.\You're wrong. Even if I'm not a Master,\Saber hated it. response:	No way am I gonna let her be the stooge of somebody like that!
context: Take a look.\but that's what happens without her.\You've had Saber to help you until now.\Besides, for all your talk about Saber,\what happens to her is none of your concern now.\You're wrong. Even if I'm not a Master,\Saber hated it.\No way am I gonna let her be the stooge of somebody like that! response:	I see.
context: but that's what happens without her.\You've had Saber to help you until now.\Besides, for all your talk about Saber,\what happens to her is none of your concern now.\You're wrong. Even if I'm not a Master,\Saber hated it.\No way am I gonna let her be the stooge of somebody like that!\I see. response:	The problem is, you're powerless.
context: You've had Saber to help you until now.\Besides, for all your talk about Saber,\what happens to her is none of your concern now.\You're wrong. Even if I'm not a Master,\Saber hated it.\No way am I gonna let her be the stooge of somebody like that!\I see.\The problem is, you're powerless. response:	Even if you refuse to admit it, let me spell it out for you.
context: Besides, for all your talk about Saber,\what happens to her is none of your concern now.\You're wrong. Even if I'm not a Master,\Saber hated it.\No way am I gonna let her be the stooge of somebody like that!\I see.\The problem is, you're powerless.\Even if you refuse to admit it, let me spell it out for you. response:	The way you are now, you can't do anything to help Saber.
context: what happens to her is none of your concern now.\You're wrong. Even if I'm not a Master,\Saber hated it.\No way am I gonna let her be the stooge of somebody like that!\I see.\The problem is, you're powerless.\Even if you refuse to admit it, let me spell it out for you.\The way you are now, you can't do anything to help Saber. response:	That's all there is to say.
