context: Wow! response:	It feels so good!
context: They were all in Onigawara-san's desk.\Who the hell are you? Why are you going through my desk?\So it was you, Onigawara-kun!\Huh? What are you\Pervert.\Who the hell just said that?!\What the heck?\What exactly did you find in my desk? response:	We found all of the girls' missing recorder pieces in your desk.
context: Who the hell are you? Why are you going through my desk?\So it was you, Onigawara-kun!\Huh? What are you\Pervert.\Who the hell just said that?!\What the heck?\What exactly did you find in my desk?\We found all of the girls' missing recorder pieces in your desk. response:	I'm sure you were going to lick them when no one was looking...
context: So it was you, Onigawara-kun!\Huh? What are you\Pervert.\Who the hell just said that?!\What the heck?\What exactly did you find in my desk?\We found all of the girls' missing recorder pieces in your desk.\I'm sure you were going to lick them when no one was looking... response:	You're such a pervert, Onigawara-kun.
context: Huh? What are you\Pervert.\Who the hell just said that?!\What the heck?\What exactly did you find in my desk?\We found all of the girls' missing recorder pieces in your desk.\I'm sure you were going to lick them when no one was looking...\You're such a pervert, Onigawara-kun. response:	What? Kamuro, don't make me punch you!
context: Pervert.\Who the hell just said that?!\What the heck?\What exactly did you find in my desk?\We found all of the girls' missing recorder pieces in your desk.\I'm sure you were going to lick them when no one was looking...\You're such a pervert, Onigawara-kun.\What? Kamuro, don't make me punch you! response:	There's still time! Apologize!
context: Who the hell just said that?!\What the heck?\What exactly did you find in my desk?\We found all of the girls' missing recorder pieces in your desk.\I'm sure you were going to lick them when no one was looking...\You're such a pervert, Onigawara-kun.\What? Kamuro, don't make me punch you!\There's still time! Apologize! response:	Seriously, what is this?
context: What the heck?\What exactly did you find in my desk?\We found all of the girls' missing recorder pieces in your desk.\I'm sure you were going to lick them when no one was looking...\You're such a pervert, Onigawara-kun.\What? Kamuro, don't make me punch you!\There's still time! Apologize!\Seriously, what is this? response:	Do I really look like someone who'd do that?
context: What exactly did you find in my desk?\We found all of the girls' missing recorder pieces in your desk.\I'm sure you were going to lick them when no one was looking...\You're such a pervert, Onigawara-kun.\What? Kamuro, don't make me punch you!\There's still time! Apologize!\Seriously, what is this?\Do I really look like someone who'd do that? response:	You are violent with other people.
context: We found all of the girls' missing recorder pieces in your desk.\I'm sure you were going to lick them when no one was looking...\You're such a pervert, Onigawara-kun.\What? Kamuro, don't make me punch you!\There's still time! Apologize!\Seriously, what is this?\Do I really look like someone who'd do that?\You are violent with other people. response:	That's reason enough not to trust you.
context: I'm sure you were going to lick them when no one was looking...\You're such a pervert, Onigawara-kun.\What? Kamuro, don't make me punch you!\There's still time! Apologize!\Seriously, what is this?\Do I really look like someone who'd do that?\You are violent with other people.\That's reason enough not to trust you. response:	W-Wait! It wasn't me!
context: You're such a pervert, Onigawara-kun.\What? Kamuro, don't make me punch you!\There's still time! Apologize!\Seriously, what is this?\Do I really look like someone who'd do that?\You are violent with other people.\That's reason enough not to trust you.\W-Wait! It wasn't me! response:	O-Oh, yeah! If I really wanted to lick them, I would take them out of the school!
context: What? Kamuro, don't make me punch you!\There's still time! Apologize!\Seriously, what is this?\Do I really look like someone who'd do that?\You are violent with other people.\That's reason enough not to trust you.\W-Wait! It wasn't me!\O-Oh, yeah! If I really wanted to lick them, I would take them out of the school! response:	Only an idiot would leave them in his desk.
context: There's still time! Apologize!\Seriously, what is this?\Do I really look like someone who'd do that?\You are violent with other people.\That's reason enough not to trust you.\W-Wait! It wasn't me!\O-Oh, yeah! If I really wanted to lick them, I would take them out of the school!\Only an idiot would leave them in his desk. response:	Well, you're an idiot, aren't you?
context: Seriously, what is this?\Do I really look like someone who'd do that?\You are violent with other people.\That's reason enough not to trust you.\W-Wait! It wasn't me!\O-Oh, yeah! If I really wanted to lick them, I would take them out of the school!\Only an idiot would leave them in his desk.\Well, you're an idiot, aren't you? response:	Stop being unreasonable, Kamuro!
context: Do I really look like someone who'd do that?\You are violent with other people.\That's reason enough not to trust you.\W-Wait! It wasn't me!\O-Oh, yeah! If I really wanted to lick them, I would take them out of the school!\Only an idiot would leave them in his desk.\Well, you're an idiot, aren't you?\Stop being unreasonable, Kamuro! response:	There were some in his bag, too.
context: You are violent with other people.\That's reason enough not to trust you.\W-Wait! It wasn't me!\O-Oh, yeah! If I really wanted to lick them, I would take them out of the school!\Only an idiot would leave them in his desk.\Well, you're an idiot, aren't you?\Stop being unreasonable, Kamuro!\There were some in his bag, too. response:	So you had taken a number of them home.
context: That's reason enough not to trust you.\W-Wait! It wasn't me!\O-Oh, yeah! If I really wanted to lick them, I would take them out of the school!\Only an idiot would leave them in his desk.\Well, you're an idiot, aren't you?\Stop being unreasonable, Kamuro!\There were some in his bag, too.\So you had taken a number of them home. response:	My school bag... I left it wide open in my locker.
context: W-Wait! It wasn't me!\O-Oh, yeah! If I really wanted to lick them, I would take them out of the school!\Only an idiot would leave them in his desk.\Well, you're an idiot, aren't you?\Stop being unreasonable, Kamuro!\There were some in his bag, too.\So you had taken a number of them home.\My school bag... I left it wide open in my locker. response:	Kageyama-kun, you even put some in his bag? You're all into this.
context: O-Oh, yeah! If I really wanted to lick them, I would take them out of the school!\Only an idiot would leave them in his desk.\Well, you're an idiot, aren't you?\Stop being unreasonable, Kamuro!\There were some in his bag, too.\So you had taken a number of them home.\My school bag... I left it wide open in my locker.\Kageyama-kun, you even put some in his bag? You're all into this. response:	You bastard!
context: Only an idiot would leave them in his desk.\Well, you're an idiot, aren't you?\Stop being unreasonable, Kamuro!\There were some in his bag, too.\So you had taken a number of them home.\My school bag... I left it wide open in my locker.\Kageyama-kun, you even put some in his bag? You're all into this.\You bastard! response:	Stop snooping around my bag!
context: Well, you're an idiot, aren't you?\Stop being unreasonable, Kamuro!\There were some in his bag, too.\So you had taken a number of them home.\My school bag... I left it wide open in my locker.\Kageyama-kun, you even put some in his bag? You're all into this.\You bastard!\Stop snooping around my bag! response:	You're going to resort to violence?
context: Stop being unreasonable, Kamuro!\There were some in his bag, too.\So you had taken a number of them home.\My school bag... I left it wide open in my locker.\Kageyama-kun, you even put some in his bag? You're all into this.\You bastard!\Stop snooping around my bag!\You're going to resort to violence? response:	Let him go!
context: There were some in his bag, too.\So you had taken a number of them home.\My school bag... I left it wide open in my locker.\Kageyama-kun, you even put some in his bag? You're all into this.\You bastard!\Stop snooping around my bag!\You're going to resort to violence?\Let him go! response:	You're taking it out on a first-year?
context: So you had taken a number of them home.\My school bag... I left it wide open in my locker.\Kageyama-kun, you even put some in his bag? You're all into this.\You bastard!\Stop snooping around my bag!\You're going to resort to violence?\Let him go!\You're taking it out on a first-year? response:	Poor Kageyama-kun!
context: My school bag... I left it wide open in my locker.\Kageyama-kun, you even put some in his bag? You're all into this.\You bastard!\Stop snooping around my bag!\You're going to resort to violence?\Let him go!\You're taking it out on a first-year?\Poor Kageyama-kun! response:	So gross.
context: Kageyama-kun, you even put some in his bag? You're all into this.\You bastard!\Stop snooping around my bag!\You're going to resort to violence?\Let him go!\You're taking it out on a first-year?\Poor Kageyama-kun!\So gross. response:	So it wasn't Tenga the Demon, but Tenga the Recorder Licker!
context: You bastard!\Stop snooping around my bag!\You're going to resort to violence?\Let him go!\You're taking it out on a first-year?\Poor Kageyama-kun!\So gross.\So it wasn't Tenga the Demon, but Tenga the Recorder Licker! response:	So violent!
context: Stop snooping around my bag!\You're going to resort to violence?\Let him go!\You're taking it out on a first-year?\Poor Kageyama-kun!\So gross.\So it wasn't Tenga the Demon, but Tenga the Recorder Licker!\So violent! response:	I have to disinfect mine.
context: You're going to resort to violence?\Let him go!\You're taking it out on a first-year?\Poor Kageyama-kun!\So gross.\So it wasn't Tenga the Demon, but Tenga the Recorder Licker!\So violent!\I have to disinfect mine. response:	Give us back our recorders!
context: Let him go!\You're taking it out on a first-year?\Poor Kageyama-kun!\So gross.\So it wasn't Tenga the Demon, but Tenga the Recorder Licker!\So violent!\I have to disinfect mine.\Give us back our recorders! response:	You're terrible!
context: You're taking it out on a first-year?\Poor Kageyama-kun!\So gross.\So it wasn't Tenga the Demon, but Tenga the Recorder Licker!\So violent!\I have to disinfect mine.\Give us back our recorders!\You're terrible! response:	You pervert!
context: Poor Kageyama-kun!\So gross.\So it wasn't Tenga the Demon, but Tenga the Recorder Licker!\So violent!\I have to disinfect mine.\Give us back our recorders!\You're terrible!\You pervert! response:	Pervert!
context: So gross.\So it wasn't Tenga the Demon, but Tenga the Recorder Licker!\So violent!\I have to disinfect mine.\Give us back our recorders!\You're terrible!\You pervert!\Pervert! response:	Pervert!
context: So it wasn't Tenga the Demon, but Tenga the Recorder Licker!\So violent!\I have to disinfect mine.\Give us back our recorders!\You're terrible!\You pervert!\Pervert!\Pervert! response:	Pervert! Pervert! Pervert!
context: So violent!\I have to disinfect mine.\Give us back our recorders!\You're terrible!\You pervert!\Pervert!\Pervert!\Pervert! Pervert! Pervert! response:	Screw you all!
context: I have to disinfect mine.\Give us back our recorders!\You're terrible!\You pervert!\Pervert!\Pervert!\Pervert! Pervert! Pervert!\Screw you all! response:	Run, everyone! The pervert's mad!
context: Give us back our recorders!\You're terrible!\You pervert!\Pervert!\Pervert!\Pervert! Pervert! Pervert!\Screw you all!\Run, everyone! The pervert's mad! response:	No... No! I didn't do it!
context: You're terrible!\You pervert!\Pervert!\Pervert!\Pervert! Pervert! Pervert!\Screw you all!\Run, everyone! The pervert's mad!\No... No! I didn't do it! response:	Isn't... Isn't there someone who'll take my side?
context: You pervert!\Pervert!\Pervert!\Pervert! Pervert! Pervert!\Screw you all!\Run, everyone! The pervert's mad!\No... No! I didn't do it!\Isn't... Isn't there someone who'll take my side? response:	I'll...
context: Pervert!\Pervert!\Pervert! Pervert! Pervert!\Screw you all!\Run, everyone! The pervert's mad!\No... No! I didn't do it!\Isn't... Isn't there someone who'll take my side?\I'll... response:	I'll marry you when I get older, Tenga-kun.
context: Pervert!\Pervert! Pervert! Pervert!\Screw you all!\Run, everyone! The pervert's mad!\No... No! I didn't do it!\Isn't... Isn't there someone who'll take my side?\I'll...\I'll marry you when I get older, Tenga-kun. response:	D-Don't be stupid!
context: Pervert! Pervert! Pervert!\Screw you all!\Run, everyone! The pervert's mad!\No... No! I didn't do it!\Isn't... Isn't there someone who'll take my side?\I'll...\I'll marry you when I get older, Tenga-kun.\D-Don't be stupid! response:	That's right... Mariko!
context: Screw you all!\Run, everyone! The pervert's mad!\No... No! I didn't do it!\Isn't... Isn't there someone who'll take my side?\I'll...\I'll marry you when I get older, Tenga-kun.\D-Don't be stupid!\That's right... Mariko! response:	You believe me, don't you...?
context: Run, everyone! The pervert's mad!\No... No! I didn't do it!\Isn't... Isn't there someone who'll take my side?\I'll...\I'll marry you when I get older, Tenga-kun.\D-Don't be stupid!\That's right... Mariko!\You believe me, don't you...? response:	Gross!
context: No... No! I didn't do it!\Isn't... Isn't there someone who'll take my side?\I'll...\I'll marry you when I get older, Tenga-kun.\D-Don't be stupid!\That's right... Mariko!\You believe me, don't you...?\Gross! response:	Gross
context: Isn't... Isn't there someone who'll take my side?\I'll...\I'll marry you when I get older, Tenga-kun.\D-Don't be stupid!\That's right... Mariko!\You believe me, don't you...?\Gross!\Gross response:	You're so gross, you perv!
context: I'll...\I'll marry you when I get older, Tenga-kun.\D-Don't be stupid!\That's right... Mariko!\You believe me, don't you...?\Gross!\Gross\You're so gross, you perv! response:	On this day, after two years of hard work,
context: I'll marry you when I get older, Tenga-kun.\D-Don't be stupid!\That's right... Mariko!\You believe me, don't you...?\Gross!\Gross\You're so gross, you perv!\On this day, after two years of hard work, response:	Onigawara Tenga's perfect attendance record was broken.
context: D-Don't be stupid!\That's right... Mariko!\You believe me, don't you...?\Gross!\Gross\You're so gross, you perv!\On this day, after two years of hard work,\Onigawara Tenga's perfect attendance record was broken. response:	What's the matter?
context: That's right... Mariko!\You believe me, don't you...?\Gross!\Gross\You're so gross, you perv!\On this day, after two years of hard work,\Onigawara Tenga's perfect attendance record was broken.\What's the matter? response:	Don't be down. Everyone has bad days.
context: You believe me, don't you...?\Gross!\Gross\You're so gross, you perv!\On this day, after two years of hard work,\Onigawara Tenga's perfect attendance record was broken.\What's the matter?\Don't be down. Everyone has bad days. response:	Did you see, Kageyama-kun? Onigawara's face...
context: Gross!\Gross\You're so gross, you perv!\On this day, after two years of hard work,\Onigawara Tenga's perfect attendance record was broken.\What's the matter?\Don't be down. Everyone has bad days.\Did you see, Kageyama-kun? Onigawara's face... response:	The despair of not being able to solve something by fighting!
context: Gross\You're so gross, you perv!\On this day, after two years of hard work,\Onigawara Tenga's perfect attendance record was broken.\What's the matter?\Don't be down. Everyone has bad days.\Did you see, Kageyama-kun? Onigawara's face...\The despair of not being able to solve something by fighting! response:	He's finished!
context: You're so gross, you perv!\On this day, after two years of hard work,\Onigawara Tenga's perfect attendance record was broken.\What's the matter?\Don't be down. Everyone has bad days.\Did you see, Kageyama-kun? Onigawara's face...\The despair of not being able to solve something by fighting!\He's finished! response:	What am I doing?
context: On this day, after two years of hard work,\Onigawara Tenga's perfect attendance record was broken.\What's the matter?\Don't be down. Everyone has bad days.\Did you see, Kageyama-kun? Onigawara's face...\The despair of not being able to solve something by fighting!\He's finished!\What am I doing? response:	I'm going home.
context: Onigawara Tenga's perfect attendance record was broken.\What's the matter?\Don't be down. Everyone has bad days.\Did you see, Kageyama-kun? Onigawara's face...\The despair of not being able to solve something by fighting!\He's finished!\What am I doing?\I'm going home. response:	Huh?
context: What's the matter?\Don't be down. Everyone has bad days.\Did you see, Kageyama-kun? Onigawara's face...\The despair of not being able to solve something by fighting!\He's finished!\What am I doing?\I'm going home.\Huh? response:	I actually don't have psychic powers.
context: Don't be down. Everyone has bad days.\Did you see, Kageyama-kun? Onigawara's face...\The despair of not being able to solve something by fighting!\He's finished!\What am I doing?\I'm going home.\Huh?\I actually don't have psychic powers. response:	Oh, come on... Hey, wait!
context: Did you see, Kageyama-kun? Onigawara's face...\The despair of not being able to solve something by fighting!\He's finished!\What am I doing?\I'm going home.\Huh?\I actually don't have psychic powers.\Oh, come on... Hey, wait! response:	Kageyama-kun?!
context: The despair of not being able to solve something by fighting!\He's finished!\What am I doing?\I'm going home.\Huh?\I actually don't have psychic powers.\Oh, come on... Hey, wait!\Kageyama-kun?! response:	If it isn't Mob's little brother.
context: He's finished!\What am I doing?\I'm going home.\Huh?\I actually don't have psychic powers.\Oh, come on... Hey, wait!\Kageyama-kun?!\If it isn't Mob's little brother. response:	I see you're giving me the cold shoulder as usual.
context: What am I doing?\I'm going home.\Huh?\I actually don't have psychic powers.\Oh, come on... Hey, wait!\Kageyama-kun?!\If it isn't Mob's little brother.\I see you're giving me the cold shoulder as usual. response:	What are you wandering around near my house for?
context: I'm going home.\Huh?\I actually don't have psychic powers.\Oh, come on... Hey, wait!\Kageyama-kun?!\If it isn't Mob's little brother.\I see you're giving me the cold shoulder as usual.\What are you wandering around near my house for? response:	I got a request to exorcise a creepy ghost that's been showing up in this area.
context: Huh?\I actually don't have psychic powers.\Oh, come on... Hey, wait!\Kageyama-kun?!\If it isn't Mob's little brother.\I see you're giving me the cold shoulder as usual.\What are you wandering around near my house for?\I got a request to exorcise a creepy ghost that's been showing up in this area. response:	Want to help me out?
context: I actually don't have psychic powers.\Oh, come on... Hey, wait!\Kageyama-kun?!\If it isn't Mob's little brother.\I see you're giving me the cold shoulder as usual.\What are you wandering around near my house for?\I got a request to exorcise a creepy ghost that's been showing up in this area.\Want to help me out? response:	No. Unlike my brother, I don't have any special powers.
context: Oh, come on... Hey, wait!\Kageyama-kun?!\If it isn't Mob's little brother.\I see you're giving me the cold shoulder as usual.\What are you wandering around near my house for?\I got a request to exorcise a creepy ghost that's been showing up in this area.\Want to help me out?\No. Unlike my brother, I don't have any special powers. response:	Really? But you're Mob's little brother...
context: Kageyama-kun?!\If it isn't Mob's little brother.\I see you're giving me the cold shoulder as usual.\What are you wandering around near my house for?\I got a request to exorcise a creepy ghost that's been showing up in this area.\Want to help me out?\No. Unlike my brother, I don't have any special powers.\Really? But you're Mob's little brother... response:	Why don't you exorcise this ghost yourself? Aren't you a psychic?
context: If it isn't Mob's little brother.\I see you're giving me the cold shoulder as usual.\What are you wandering around near my house for?\I got a request to exorcise a creepy ghost that's been showing up in this area.\Want to help me out?\No. Unlike my brother, I don't have any special powers.\Really? But you're Mob's little brother...\Why don't you exorcise this ghost yourself? Aren't you a psychic? response:	Kageyama quit by throwing a spoon? Not a towel?
context: I see you're giving me the cold shoulder as usual.\What are you wandering around near my house for?\I got a request to exorcise a creepy ghost that's been showing up in this area.\Want to help me out?\No. Unlike my brother, I don't have any special powers.\Really? But you're Mob's little brother...\Why don't you exorcise this ghost yourself? Aren't you a psychic?\Kageyama quit by throwing a spoon? Not a towel? response:	He's got quite the sense of humor.
context: What are you wandering around near my house for?\I got a request to exorcise a creepy ghost that's been showing up in this area.\Want to help me out?\No. Unlike my brother, I don't have any special powers.\Really? But you're Mob's little brother...\Why don't you exorcise this ghost yourself? Aren't you a psychic?\Kageyama quit by throwing a spoon? Not a towel?\He's got quite the sense of humor. response:	But as far as I can see, he doesn't have much talent.
context: I got a request to exorcise a creepy ghost that's been showing up in this area.\Want to help me out?\No. Unlike my brother, I don't have any special powers.\Really? But you're Mob's little brother...\Why don't you exorcise this ghost yourself? Aren't you a psychic?\Kageyama quit by throwing a spoon? Not a towel?\He's got quite the sense of humor.\But as far as I can see, he doesn't have much talent. response:	Actually...
context: Want to help me out?\No. Unlike my brother, I don't have any special powers.\Really? But you're Mob's little brother...\Why don't you exorcise this ghost yourself? Aren't you a psychic?\Kageyama quit by throwing a spoon? Not a towel?\He's got quite the sense of humor.\But as far as I can see, he doesn't have much talent.\Actually... response:	I'm not so sure about that.
context: No. Unlike my brother, I don't have any special powers.\Really? But you're Mob's little brother...\Why don't you exorcise this ghost yourself? Aren't you a psychic?\Kageyama quit by throwing a spoon? Not a towel?\He's got quite the sense of humor.\But as far as I can see, he doesn't have much talent.\Actually...\I'm not so sure about that. response:	Hm?
context: Really? But you're Mob's little brother...\Why don't you exorcise this ghost yourself? Aren't you a psychic?\Kageyama quit by throwing a spoon? Not a towel?\He's got quite the sense of humor.\But as far as I can see, he doesn't have much talent.\Actually...\I'm not so sure about that.\Hm? response:	Kageyama
context: Why don't you exorcise this ghost yourself? Aren't you a psychic?\Kageyama quit by throwing a spoon? Not a towel?\He's got quite the sense of humor.\But as far as I can see, he doesn't have much talent.\Actually...\I'm not so sure about that.\Hm?\Kageyama response:	What's that?
context: Kageyama quit by throwing a spoon? Not a towel?\He's got quite the sense of humor.\But as far as I can see, he doesn't have much talent.\Actually...\I'm not so sure about that.\Hm?\Kageyama\What's that? response:	It's not... a balloon?
context: He's got quite the sense of humor.\But as far as I can see, he doesn't have much talent.\Actually...\I'm not so sure about that.\Hm?\Kageyama\What's that?\It's not... a balloon? response:	Ritsu continues to go wild by pairing up with Dimple.
context: But as far as I can see, he doesn't have much talent.\Actually...\I'm not so sure about that.\Hm?\Kageyama\What's that?\It's not... a balloon?\Ritsu continues to go wild by pairing up with Dimple. response:	And then the gang leader alliance makes its move.
context: Actually...\I'm not so sure about that.\Hm?\Kageyama\What's that?\It's not... a balloon?\Ritsu continues to go wild by pairing up with Dimple.\And then the gang leader alliance makes its move. response:	Meanwhile, some scary people try to make Mob buy a vase.
context: I'm not so sure about that.\Hm?\Kageyama\What's that?\It's not... a balloon?\Ritsu continues to go wild by pairing up with Dimple.\And then the gang leader alliance makes its move.\Meanwhile, some scary people try to make Mob buy a vase. response:	Both brothers are in huge trouble!
context: Hm?\Kageyama\What's that?\It's not... a balloon?\Ritsu continues to go wild by pairing up with Dimple.\And then the gang leader alliance makes its move.\Meanwhile, some scary people try to make Mob buy a vase.\Both brothers are in huge trouble! response:	Exaltation I've Obtained Loss
context: Kageyama\What's that?\It's not... a balloon?\Ritsu continues to go wild by pairing up with Dimple.\And then the gang leader alliance makes its move.\Meanwhile, some scary people try to make Mob buy a vase.\Both brothers are in huge trouble!\Exaltation I've Obtained Loss response:	Exaltation I've Obtained Loss
context: What's that?\It's not... a balloon?\Ritsu continues to go wild by pairing up with Dimple.\And then the gang leader alliance makes its move.\Meanwhile, some scary people try to make Mob buy a vase.\Both brothers are in huge trouble!\Exaltation I've Obtained Loss\Exaltation I've Obtained Loss response:	Illegal downloads? You're going to be cursed.
