context: The All Magic Knights Thanksgiving Festa response:	It appeared as though humanity would be destroyed by the demons.
context: Quiz where?\A speed battle!\Go, go, Crazy Cyclone!\Seriously, quiz where?\Luck's fast, too! Is he using his Holy Lightning Boots?\Behold! A young man becomes the wind!\Bah-ha's Super Lame Shooting Star!\Hey... response:	It's Sekke's Shooting Star! Bah-ha!
context: A speed battle!\Go, go, Crazy Cyclone!\Seriously, quiz where?\Luck's fast, too! Is he using his Holy Lightning Boots?\Behold! A young man becomes the wind!\Bah-ha's Super Lame Shooting Star!\Hey...\It's Sekke's Shooting Star! Bah-ha! response:	For real, you can't be serious.
context: Go, go, Crazy Cyclone!\Seriously, quiz where?\Luck's fast, too! Is he using his Holy Lightning Boots?\Behold! A young man becomes the wind!\Bah-ha's Super Lame Shooting Star!\Hey...\It's Sekke's Shooting Star! Bah-ha!\For real, you can't be serious. response:	What's the name of this character?
context: Seriously, quiz where?\Luck's fast, too! Is he using his Holy Lightning Boots?\Behold! A young man becomes the wind!\Bah-ha's Super Lame Shooting Star!\Hey...\It's Sekke's Shooting Star! Bah-ha!\For real, you can't be serious.\What's the name of this character? response:	Who is that? I think I might've seen them before.
context: Luck's fast, too! Is he using his Holy Lightning Boots?\Behold! A young man becomes the wind!\Bah-ha's Super Lame Shooting Star!\Hey...\It's Sekke's Shooting Star! Bah-ha!\For real, you can't be serious.\What's the name of this character?\Who is that? I think I might've seen them before. response:	What's the last name of Gueldre, who caused quite a few problems?
context: Behold! A young man becomes the wind!\Bah-ha's Super Lame Shooting Star!\Hey...\It's Sekke's Shooting Star! Bah-ha!\For real, you can't be serious.\What's the name of this character?\Who is that? I think I might've seen them before.\What's the last name of Gueldre, who caused quite a few problems? response:	No idea.
context: Bah-ha's Super Lame Shooting Star!\Hey...\It's Sekke's Shooting Star! Bah-ha!\For real, you can't be serious.\What's the name of this character?\Who is that? I think I might've seen them before.\What's the last name of Gueldre, who caused quite a few problems?\No idea. response:	Gueldre
context: Hey...\It's Sekke's Shooting Star! Bah-ha!\For real, you can't be serious.\What's the name of this character?\Who is that? I think I might've seen them before.\What's the last name of Gueldre, who caused quite a few problems?\No idea.\Gueldre response:	We said his full name in the beginning, la.
context: It's Sekke's Shooting Star! Bah-ha!\For real, you can't be serious.\What's the name of this character?\Who is that? I think I might've seen them before.\What's the last name of Gueldre, who caused quite a few problems?\No idea.\Gueldre\We said his full name in the beginning, la. response:	No one cares.
context: For real, you can't be serious.\What's the name of this character?\Who is that? I think I might've seen them before.\What's the last name of Gueldre, who caused quite a few problems?\No idea.\Gueldre\We said his full name in the beginning, la.\No one cares. response:	As you can see, a fierce quiz battle took place!
context: What's the name of this character?\Who is that? I think I might've seen them before.\What's the last name of Gueldre, who caused quite a few problems?\No idea.\Gueldre\We said his full name in the beginning, la.\No one cares.\As you can see, a fierce quiz battle took place! response:	It could've used more of the quiz part.
context: Who is that? I think I might've seen them before.\What's the last name of Gueldre, who caused quite a few problems?\No idea.\Gueldre\We said his full name in the beginning, la.\No one cares.\As you can see, a fierce quiz battle took place!\It could've used more of the quiz part. response:	Things are really getting exciting now!
context: What's the last name of Gueldre, who caused quite a few problems?\No idea.\Gueldre\We said his full name in the beginning, la.\No one cares.\As you can see, a fierce quiz battle took place!\It could've used more of the quiz part.\Things are really getting exciting now! response:	Let's have a look at the scores so far!
context: No idea.\Gueldre\We said his full name in the beginning, la.\No one cares.\As you can see, a fierce quiz battle took place!\It could've used more of the quiz part.\Things are really getting exciting now!\Let's have a look at the scores so far! response:	Captain Nozel, 100 points!
context: Gueldre\We said his full name in the beginning, la.\No one cares.\As you can see, a fierce quiz battle took place!\It could've used more of the quiz part.\Things are really getting exciting now!\Let's have a look at the scores so far!\Captain Nozel, 100 points! response:	Captain Fuegoleon, 100 points.
context: We said his full name in the beginning, la.\No one cares.\As you can see, a fierce quiz battle took place!\It could've used more of the quiz part.\Things are really getting exciting now!\Let's have a look at the scores so far!\Captain Nozel, 100 points!\Captain Fuegoleon, 100 points. response:	Captain Jack, 100 points.
context: No one cares.\As you can see, a fierce quiz battle took place!\It could've used more of the quiz part.\Things are really getting exciting now!\Let's have a look at the scores so far!\Captain Nozel, 100 points!\Captain Fuegoleon, 100 points.\Captain Jack, 100 points. response:	Captain Charlotte, 100 points.
context: As you can see, a fierce quiz battle took place!\It could've used more of the quiz part.\Things are really getting exciting now!\Let's have a look at the scores so far!\Captain Nozel, 100 points!\Captain Fuegoleon, 100 points.\Captain Jack, 100 points.\Captain Charlotte, 100 points. response:	Captain Dorothy, 100 points.
context: It could've used more of the quiz part.\Things are really getting exciting now!\Let's have a look at the scores so far!\Captain Nozel, 100 points!\Captain Fuegoleon, 100 points.\Captain Jack, 100 points.\Captain Charlotte, 100 points.\Captain Dorothy, 100 points. response:	But she was asleep this whole time!
context: Things are really getting exciting now!\Let's have a look at the scores so far!\Captain Nozel, 100 points!\Captain Fuegoleon, 100 points.\Captain Jack, 100 points.\Captain Charlotte, 100 points.\Captain Dorothy, 100 points.\But she was asleep this whole time! response:	Captain Rill, 100 points.
context: Let's have a look at the scores so far!\Captain Nozel, 100 points!\Captain Fuegoleon, 100 points.\Captain Jack, 100 points.\Captain Charlotte, 100 points.\Captain Dorothy, 100 points.\But she was asleep this whole time!\Captain Rill, 100 points. response:	Yami's got 100 points. Yuno's got 100 points.
context: Captain Nozel, 100 points!\Captain Fuegoleon, 100 points.\Captain Jack, 100 points.\Captain Charlotte, 100 points.\Captain Dorothy, 100 points.\But she was asleep this whole time!\Captain Rill, 100 points.\Yami's got 100 points. Yuno's got 100 points. response:	Asta's got 100 points!
context: Captain Fuegoleon, 100 points.\Captain Jack, 100 points.\Captain Charlotte, 100 points.\Captain Dorothy, 100 points.\But she was asleep this whole time!\Captain Rill, 100 points.\Yami's got 100 points. Yuno's got 100 points.\Asta's got 100 points! response:	It's a miracle! You're all tied!
context: Captain Jack, 100 points.\Captain Charlotte, 100 points.\Captain Dorothy, 100 points.\But she was asleep this whole time!\Captain Rill, 100 points.\Yami's got 100 points. Yuno's got 100 points.\Asta's got 100 points!\It's a miracle! You're all tied! response:	What a coincidence, la.
context: Captain Charlotte, 100 points.\Captain Dorothy, 100 points.\But she was asleep this whole time!\Captain Rill, 100 points.\Yami's got 100 points. Yuno's got 100 points.\Asta's got 100 points!\It's a miracle! You're all tied!\What a coincidence, la. response:	This is definitely favoritism. You can't be serious.
context: Captain Dorothy, 100 points.\But she was asleep this whole time!\Captain Rill, 100 points.\Yami's got 100 points. Yuno's got 100 points.\Asta's got 100 points!\It's a miracle! You're all tied!\What a coincidence, la.\This is definitely favoritism. You can't be serious. response:	La, la, la, total coincidence, la!
context: But she was asleep this whole time!\Captain Rill, 100 points.\Yami's got 100 points. Yuno's got 100 points.\Asta's got 100 points!\It's a miracle! You're all tied!\What a coincidence, la.\This is definitely favoritism. You can't be serious.\La, la, la, total coincidence, la! response:	And now, everything will be decided in the final battle!
context: Captain Rill, 100 points.\Yami's got 100 points. Yuno's got 100 points.\Asta's got 100 points!\It's a miracle! You're all tied!\What a coincidence, la.\This is definitely favoritism. You can't be serious.\La, la, la, total coincidence, la!\And now, everything will be decided in the final battle! response:	The final battle will be...
context: Yami's got 100 points. Yuno's got 100 points.\Asta's got 100 points!\It's a miracle! You're all tied!\What a coincidence, la.\This is definitely favoritism. You can't be serious.\La, la, la, total coincidence, la!\And now, everything will be decided in the final battle!\The final battle will be... response:	Tennis!
context: Asta's got 100 points!\It's a miracle! You're all tied!\What a coincidence, la.\This is definitely favoritism. You can't be serious.\La, la, la, total coincidence, la!\And now, everything will be decided in the final battle!\The final battle will be...\Tennis! response:	Quiz where?!
context: It's a miracle! You're all tied!\What a coincidence, la.\This is definitely favoritism. You can't be serious.\La, la, la, total coincidence, la!\And now, everything will be decided in the final battle!\The final battle will be...\Tennis!\Quiz where?! response:	Honestly, you can't be serious!
context: What a coincidence, la.\This is definitely favoritism. You can't be serious.\La, la, la, total coincidence, la!\And now, everything will be decided in the final battle!\The final battle will be...\Tennis!\Quiz where?!\Honestly, you can't be serious! response:	Hyotei! Hyotei! Hyotei! Hyotei!
context: This is definitely favoritism. You can't be serious.\La, la, la, total coincidence, la!\And now, everything will be decided in the final battle!\The final battle will be...\Tennis!\Quiz where?!\Honestly, you can't be serious!\Hyotei! Hyotei! Hyotei! Hyotei! response:	I'll show you my kingdom!
context: La, la, la, total coincidence, la!\And now, everything will be decided in the final battle!\The final battle will be...\Tennis!\Quiz where?!\Honestly, you can't be serious!\Hyotei! Hyotei! Hyotei! Hyotei!\I'll show you my kingdom! response:	Kingdom?!
context: And now, everything will be decided in the final battle!\The final battle will be...\Tennis!\Quiz where?!\Honestly, you can't be serious!\Hyotei! Hyotei! Hyotei! Hyotei!\I'll show you my kingdom!\Kingdom?! response:	The Yami Kingdom!
context: The final battle will be...\Tennis!\Quiz where?!\Honestly, you can't be serious!\Hyotei! Hyotei! Hyotei! Hyotei!\I'll show you my kingdom!\Kingdom?!\The Yami Kingdom! response:	I can see right through you!
context: Tennis!\Quiz where?!\Honestly, you can't be serious!\Hyotei! Hyotei! Hyotei! Hyotei!\I'll show you my kingdom!\Kingdom?!\The Yami Kingdom!\I can see right through you! response:	A new kingdom is born!
context: Quiz where?!\Honestly, you can't be serious!\Hyotei! Hyotei! Hyotei! Hyotei!\I'll show you my kingdom!\Kingdom?!\The Yami Kingdom!\I can see right through you!\A new kingdom is born! response:	One slice... with all my soul!
context: Honestly, you can't be serious!\Hyotei! Hyotei! Hyotei! Hyotei!\I'll show you my kingdom!\Kingdom?!\The Yami Kingdom!\I can see right through you!\A new kingdom is born!\One slice... with all my soul! response:	I'm getting fired up...
context: Hyotei! Hyotei! Hyotei! Hyotei!\I'll show you my kingdom!\Kingdom?!\The Yami Kingdom!\I can see right through you!\A new kingdom is born!\One slice... with all my soul!\I'm getting fired up... response:	Tennis is for royalty! Lucky me!
context: I'll show you my kingdom!\Kingdom?!\The Yami Kingdom!\I can see right through you!\A new kingdom is born!\One slice... with all my soul!\I'm getting fired up...\Tennis is for royalty! Lucky me! response:	What the hell are they saying?!
context: Kingdom?!\The Yami Kingdom!\I can see right through you!\A new kingdom is born!\One slice... with all my soul!\I'm getting fired up...\Tennis is for royalty! Lucky me!\What the hell are they saying?! response:	I have no idea...
context: The Yami Kingdom!\I can see right through you!\A new kingdom is born!\One slice... with all my soul!\I'm getting fired up...\Tennis is for royalty! Lucky me!\What the hell are they saying?!\I have no idea... response:	Okay, let's begin!
context: I can see right through you!\A new kingdom is born!\One slice... with all my soul!\I'm getting fired up...\Tennis is for royalty! Lucky me!\What the hell are they saying?!\I have no idea...\Okay, let's begin! response:	What are we supposed to do with this?!
context: A new kingdom is born!\One slice... with all my soul!\I'm getting fired up...\Tennis is for royalty! Lucky me!\What the hell are they saying?!\I have no idea...\Okay, let's begin!\What are we supposed to do with this?! response:	And then, after that, all sorts of things happened,
context: One slice... with all my soul!\I'm getting fired up...\Tennis is for royalty! Lucky me!\What the hell are they saying?!\I have no idea...\Okay, let's begin!\What are we supposed to do with this?!\And then, after that, all sorts of things happened, response:	and the final round between Asta and Yuno was about to begin!
context: I'm getting fired up...\Tennis is for royalty! Lucky me!\What the hell are they saying?!\I have no idea...\Okay, let's begin!\What are we supposed to do with this?!\And then, after that, all sorts of things happened,\and the final round between Asta and Yuno was about to begin! response:	What do you mean, all sorts of things?!
context: Tennis is for royalty! Lucky me!\What the hell are they saying?!\I have no idea...\Okay, let's begin!\What are we supposed to do with this?!\And then, after that, all sorts of things happened,\and the final round between Asta and Yuno was about to begin!\What do you mean, all sorts of things?! response:	Talk about half-assed.
context: What the hell are they saying?!\I have no idea...\Okay, let's begin!\What are we supposed to do with this?!\And then, after that, all sorts of things happened,\and the final round between Asta and Yuno was about to begin!\What do you mean, all sorts of things?!\Talk about half-assed. response:	The final round!
context: I have no idea...\Okay, let's begin!\What are we supposed to do with this?!\And then, after that, all sorts of things happened,\and the final round between Asta and Yuno was about to begin!\What do you mean, all sorts of things?!\Talk about half-assed.\The final round! response:	Win or lose, this is it, la!
context: Okay, let's begin!\What are we supposed to do with this?!\And then, after that, all sorts of things happened,\and the final round between Asta and Yuno was about to begin!\What do you mean, all sorts of things?!\Talk about half-assed.\The final round!\Win or lose, this is it, la! response:	Fastest finger first!
context: What are we supposed to do with this?!\And then, after that, all sorts of things happened,\and the final round between Asta and Yuno was about to begin!\What do you mean, all sorts of things?!\Talk about half-assed.\The final round!\Win or lose, this is it, la!\Fastest finger first! response:	But anyway, Yuno...
context: And then, after that, all sorts of things happened,\and the final round between Asta and Yuno was about to begin!\What do you mean, all sorts of things?!\Talk about half-assed.\The final round!\Win or lose, this is it, la!\Fastest finger first!\But anyway, Yuno... response:	Asta...
context: and the final round between Asta and Yuno was about to begin!\What do you mean, all sorts of things?!\Talk about half-assed.\The final round!\Win or lose, this is it, la!\Fastest finger first!\But anyway, Yuno...\Asta... response:	Let's see who can hit that button first!
context: What do you mean, all sorts of things?!\Talk about half-assed.\The final round!\Win or lose, this is it, la!\Fastest finger first!\But anyway, Yuno...\Asta...\Let's see who can hit that button first! response:	Wow! They just reenacted one of the key moments in Black Clover
context: Talk about half-assed.\The final round!\Win or lose, this is it, la!\Fastest finger first!\But anyway, Yuno...\Asta...\Let's see who can hit that button first!\Wow! They just reenacted one of the key moments in Black Clover response:	without even being asked!
context: The final round!\Win or lose, this is it, la!\Fastest finger first!\But anyway, Yuno...\Asta...\Let's see who can hit that button first!\Wow! They just reenacted one of the key moments in Black Clover\without even being asked! response:	Uh, er...
context: Win or lose, this is it, la!\Fastest finger first!\But anyway, Yuno...\Asta...\Let's see who can hit that button first!\Wow! They just reenacted one of the key moments in Black Clover\without even being asked!\Uh, er... response:	We didn't mean to...
context: Fastest finger first!\But anyway, Yuno...\Asta...\Let's see who can hit that button first!\Wow! They just reenacted one of the key moments in Black Clover\without even being asked!\Uh, er...\We didn't mean to... response:	Woo-hoo, la!
context: But anyway, Yuno...\Asta...\Let's see who can hit that button first!\Wow! They just reenacted one of the key moments in Black Clover\without even being asked!\Uh, er...\We didn't mean to...\Woo-hoo, la! response:	The winner will receive a special prize from me!
context: Asta...\Let's see who can hit that button first!\Wow! They just reenacted one of the key moments in Black Clover\without even being asked!\Uh, er...\We didn't mean to...\Woo-hoo, la!\The winner will receive a special prize from me! response:	And here's the question!
context: Let's see who can hit that button first!\Wow! They just reenacted one of the key moments in Black Clover\without even being asked!\Uh, er...\We didn't mean to...\Woo-hoo, la!\The winner will receive a special prize from me!\And here's the question! response:	What's the name of the village Asta and Yuno used to live in?
context: Wow! They just reenacted one of the key moments in Black Clover\without even being asked!\Uh, er...\We didn't mean to...\Woo-hoo, la!\The winner will receive a special prize from me!\And here's the question!\What's the name of the village Asta and Yuno used to live in? response:	It's mine!
context: without even being asked!\Uh, er...\We didn't mean to...\Woo-hoo, la!\The winner will receive a special prize from me!\And here's the question!\What's the name of the village Asta and Yuno used to live in?\It's mine! response:	No, it's mine!
context: Uh, er...\We didn't mean to...\Woo-hoo, la!\The winner will receive a special prize from me!\And here's the question!\What's the name of the village Asta and Yuno used to live in?\It's mine!\No, it's mine! response:	Water Creation Magic: The Holy Fist of Love!
context: We didn't mean to...\Woo-hoo, la!\The winner will receive a special prize from me!\And here's the question!\What's the name of the village Asta and Yuno used to live in?\It's mine!\No, it's mine!\Water Creation Magic: The Holy Fist of Love! response:	Got it.
context: Woo-hoo, la!\The winner will receive a special prize from me!\And here's the question!\What's the name of the village Asta and Yuno used to live in?\It's mine!\No, it's mine!\Water Creation Magic: The Holy Fist of Love!\Got it. response:	The first one to press the button is Sister Lily!
context: The winner will receive a special prize from me!\And here's the question!\What's the name of the village Asta and Yuno used to live in?\It's mine!\No, it's mine!\Water Creation Magic: The Holy Fist of Love!\Got it.\The first one to press the button is Sister Lily! response:	Please go ahead with your answer, la!
context: And here's the question!\What's the name of the village Asta and Yuno used to live in?\It's mine!\No, it's mine!\Water Creation Magic: The Holy Fist of Love!\Got it.\The first one to press the button is Sister Lily!\Please go ahead with your answer, la! response:	Yeah! Yeah!
context: What's the name of the village Asta and Yuno used to live in?\It's mine!\No, it's mine!\Water Creation Magic: The Holy Fist of Love!\Got it.\The first one to press the button is Sister Lily!\Please go ahead with your answer, la!\Yeah! Yeah! response:	Hage Village!
context: It's mine!\No, it's mine!\Water Creation Magic: The Holy Fist of Love!\Got it.\The first one to press the button is Sister Lily!\Please go ahead with your answer, la!\Yeah! Yeah!\Hage Village! response:	Correct!
context: No, it's mine!\Water Creation Magic: The Holy Fist of Love!\Got it.\The first one to press the button is Sister Lily!\Please go ahead with your answer, la!\Yeah! Yeah!\Hage Village!\Correct! response:	Congrats, Lily!!
context: Water Creation Magic: The Holy Fist of Love!\Got it.\The first one to press the button is Sister Lily!\Please go ahead with your answer, la!\Yeah! Yeah!\Hage Village!\Correct!\Congrats, Lily!! response:	The winner is Sister Lily!
context: Got it.\The first one to press the button is Sister Lily!\Please go ahead with your answer, la!\Yeah! Yeah!\Hage Village!\Correct!\Congrats, Lily!!\The winner is Sister Lily! response:	You can't be serious...
context: The first one to press the button is Sister Lily!\Please go ahead with your answer, la!\Yeah! Yeah!\Hage Village!\Correct!\Congrats, Lily!!\The winner is Sister Lily!\You can't be serious... response:	Please marry me!
context: Please go ahead with your answer, la!\Yeah! Yeah!\Hage Village!\Correct!\Congrats, Lily!!\The winner is Sister Lily!\You can't be serious...\Please marry me! response:	Excellent job pressing the button, Sister Lily.
context: Yeah! Yeah!\Hage Village!\Correct!\Congrats, Lily!!\The winner is Sister Lily!\You can't be serious...\Please marry me!\Excellent job pressing the button, Sister Lily. response:	I'm moved.
context: Hage Village!\Correct!\Congrats, Lily!!\The winner is Sister Lily!\You can't be serious...\Please marry me!\Excellent job pressing the button, Sister Lily.\I'm moved. response:	I might've gotten a little too serious when I heard about the special prize.
context: Correct!\Congrats, Lily!!\The winner is Sister Lily!\You can't be serious...\Please marry me!\Excellent job pressing the button, Sister Lily.\I'm moved.\I might've gotten a little too serious when I heard about the special prize. response:	I thought everyone would be happy if I brought it back to the village.
context: Congrats, Lily!!\The winner is Sister Lily!\You can't be serious...\Please marry me!\Excellent job pressing the button, Sister Lily.\I'm moved.\I might've gotten a little too serious when I heard about the special prize.\I thought everyone would be happy if I brought it back to the village. response:	Yes, I'm sure they will be.
context: The winner is Sister Lily!\You can't be serious...\Please marry me!\Excellent job pressing the button, Sister Lily.\I'm moved.\I might've gotten a little too serious when I heard about the special prize.\I thought everyone would be happy if I brought it back to the village.\Yes, I'm sure they will be. response:	And I'm sure they'll be envious.
context: You can't be serious...\Please marry me!\Excellent job pressing the button, Sister Lily.\I'm moved.\I might've gotten a little too serious when I heard about the special prize.\I thought everyone would be happy if I brought it back to the village.\Yes, I'm sure they will be.\And I'm sure they'll be envious. response:	Let's now bring out the prize.
context: Please marry me!\Excellent job pressing the button, Sister Lily.\I'm moved.\I might've gotten a little too serious when I heard about the special prize.\I thought everyone would be happy if I brought it back to the village.\Yes, I'm sure they will be.\And I'm sure they'll be envious.\Let's now bring out the prize. response:	What kind of prize...
context: Excellent job pressing the button, Sister Lily.\I'm moved.\I might've gotten a little too serious when I heard about the special prize.\I thought everyone would be happy if I brought it back to the village.\Yes, I'm sure they will be.\And I'm sure they'll be envious.\Let's now bring out the prize.\What kind of prize... response:	I created them myself...
context: I'm moved.\I might've gotten a little too serious when I heard about the special prize.\I thought everyone would be happy if I brought it back to the village.\Yes, I'm sure they will be.\And I'm sure they'll be envious.\Let's now bring out the prize.\What kind of prize...\I created them myself... response:	These lovely masks!
context: I might've gotten a little too serious when I heard about the special prize.\I thought everyone would be happy if I brought it back to the village.\Yes, I'm sure they will be.\And I'm sure they'll be envious.\Let's now bring out the prize.\What kind of prize...\I created them myself...\These lovely masks! response:	Huh? Masks?
context: I thought everyone would be happy if I brought it back to the village.\Yes, I'm sure they will be.\And I'm sure they'll be envious.\Let's now bring out the prize.\What kind of prize...\I created them myself...\These lovely masks!\Huh? Masks? response:	It's a set of 1,000!
context: Yes, I'm sure they will be.\And I'm sure they'll be envious.\Let's now bring out the prize.\What kind of prize...\I created them myself...\These lovely masks!\Huh? Masks?\It's a set of 1,000! response:	A thousand...
context: And I'm sure they'll be envious.\Let's now bring out the prize.\What kind of prize...\I created them myself...\These lovely masks!\Huh? Masks?\It's a set of 1,000!\A thousand... response:	Thank you so much!
context: Let's now bring out the prize.\What kind of prize...\I created them myself...\These lovely masks!\Huh? Masks?\It's a set of 1,000!\A thousand...\Thank you so much! response:	Magnificent! Such a wonderful ending!
context: What kind of prize...\I created them myself...\These lovely masks!\Huh? Masks?\It's a set of 1,000!\A thousand...\Thank you so much!\Magnificent! Such a wonderful ending! response:	Congrats, Sister!
context: I created them myself...\These lovely masks!\Huh? Masks?\It's a set of 1,000!\A thousand...\Thank you so much!\Magnificent! Such a wonderful ending!\Congrats, Sister! response:	And so, Sister Lily obtained the prize masks,
context: These lovely masks!\Huh? Masks?\It's a set of 1,000!\A thousand...\Thank you so much!\Magnificent! Such a wonderful ending!\Congrats, Sister!\And so, Sister Lily obtained the prize masks, response:	and they became a huge hit in Hage Village.
context: Huh? Masks?\It's a set of 1,000!\A thousand...\Thank you so much!\Magnificent! Such a wonderful ending!\Congrats, Sister!\And so, Sister Lily obtained the prize masks,\and they became a huge hit in Hage Village. response:	You can't be serious...
context: It's a set of 1,000!\A thousand...\Thank you so much!\Magnificent! Such a wonderful ending!\Congrats, Sister!\And so, Sister Lily obtained the prize masks,\and they became a huge hit in Hage Village.\You can't be serious... response:	Black Clover!
context: A thousand...\Thank you so much!\Magnificent! Such a wonderful ending!\Congrats, Sister!\And so, Sister Lily obtained the prize masks,\and they became a huge hit in Hage Village.\You can't be serious...\Black Clover! response:	We look forward to your continued support!
