context: The Third Plate response:	One
context: and the site's divided up into three main areas.\Yeah, that's pretty important.\You have to make sure you pick a spot that aligns with your booth's concept.\Oh, does it make such a big difference?\Yeah, they all come have their own characteristics.\First, the most popular spot, the Main Avenue!\Temporary tents will line the main street from the front entrance.\Each dish will cost about 500 to 1,000 yen. response:	Because the food isn't expensive, there'll be a lot of foot traffic.
context: Yeah, that's pretty important.\You have to make sure you pick a spot that aligns with your booth's concept.\Oh, does it make such a big difference?\Yeah, they all come have their own characteristics.\First, the most popular spot, the Main Avenue!\Temporary tents will line the main street from the front entrance.\Each dish will cost about 500 to 1,000 yen.\Because the food isn't expensive, there'll be a lot of foot traffic. response:	Next up is the Central Area where most of the kitchen facilities used by
context: You have to make sure you pick a spot that aligns with your booth's concept.\Oh, does it make such a big difference?\Yeah, they all come have their own characteristics.\First, the most popular spot, the Main Avenue!\Temporary tents will line the main street from the front entrance.\Each dish will cost about 500 to 1,000 yen.\Because the food isn't expensive, there'll be a lot of foot traffic.\Next up is the Central Area where most of the kitchen facilities used by response:	classes are concentrated.
context: Oh, does it make such a big difference?\Yeah, they all come have their own characteristics.\First, the most popular spot, the Main Avenue!\Temporary tents will line the main street from the front entrance.\Each dish will cost about 500 to 1,000 yen.\Because the food isn't expensive, there'll be a lot of foot traffic.\Next up is the Central Area where most of the kitchen facilities used by\classes are concentrated. response:	That's where booths serving dishes
context: Yeah, they all come have their own characteristics.\First, the most popular spot, the Main Avenue!\Temporary tents will line the main street from the front entrance.\Each dish will cost about 500 to 1,000 yen.\Because the food isn't expensive, there'll be a lot of foot traffic.\Next up is the Central Area where most of the kitchen facilities used by\classes are concentrated.\That's where booths serving dishes response:	that require specialized preparation or equipment will be.
context: First, the most popular spot, the Main Avenue!\Temporary tents will line the main street from the front entrance.\Each dish will cost about 500 to 1,000 yen.\Because the food isn't expensive, there'll be a lot of foot traffic.\Next up is the Central Area where most of the kitchen facilities used by\classes are concentrated.\That's where booths serving dishes\that require specialized preparation or equipment will be. response:	People who want something more professionally prepared go there.
context: Temporary tents will line the main street from the front entrance.\Each dish will cost about 500 to 1,000 yen.\Because the food isn't expensive, there'll be a lot of foot traffic.\Next up is the Central Area where most of the kitchen facilities used by\classes are concentrated.\That's where booths serving dishes\that require specialized preparation or equipment will be.\People who want something more professionally prepared go there. response:	In turn, the prices tend to be a bit higher
context: Each dish will cost about 500 to 1,000 yen.\Because the food isn't expensive, there'll be a lot of foot traffic.\Next up is the Central Area where most of the kitchen facilities used by\classes are concentrated.\That's where booths serving dishes\that require specialized preparation or equipment will be.\People who want something more professionally prepared go there.\In turn, the prices tend to be a bit higher response:	I'd say between 1,000 and 5,000 yen per dish.
context: Because the food isn't expensive, there'll be a lot of foot traffic.\Next up is the Central Area where most of the kitchen facilities used by\classes are concentrated.\That's where booths serving dishes\that require specialized preparation or equipment will be.\People who want something more professionally prepared go there.\In turn, the prices tend to be a bit higher\I'd say between 1,000 and 5,000 yen per dish. response:	Finally, there's the Yamanote Area where many of the Elite Ten locate
context: Next up is the Central Area where most of the kitchen facilities used by\classes are concentrated.\That's where booths serving dishes\that require specialized preparation or equipment will be.\People who want something more professionally prepared go there.\In turn, the prices tend to be a bit higher\I'd say between 1,000 and 5,000 yen per dish.\Finally, there's the Yamanote Area where many of the Elite Ten locate response:	their booths every year!
context: classes are concentrated.\That's where booths serving dishes\that require specialized preparation or equipment will be.\People who want something more professionally prepared go there.\In turn, the prices tend to be a bit higher\I'd say between 1,000 and 5,000 yen per dish.\Finally, there's the Yamanote Area where many of the Elite Ten locate\their booths every year! response:	It basically feels like a bunch of high-end restaurants got tucked away.
context: That's where booths serving dishes\that require specialized preparation or equipment will be.\People who want something more professionally prepared go there.\In turn, the prices tend to be a bit higher\I'd say between 1,000 and 5,000 yen per dish.\Finally, there's the Yamanote Area where many of the Elite Ten locate\their booths every year!\It basically feels like a bunch of high-end restaurants got tucked away. response:	At the very least, you'll be paying 5,000 yen per dish.
context: that require specialized preparation or equipment will be.\People who want something more professionally prepared go there.\In turn, the prices tend to be a bit higher\I'd say between 1,000 and 5,000 yen per dish.\Finally, there's the Yamanote Area where many of the Elite Ten locate\their booths every year!\It basically feels like a bunch of high-end restaurants got tucked away.\At the very least, you'll be paying 5,000 yen per dish. response:	The sky's the limit, basically.
context: People who want something more professionally prepared go there.\In turn, the prices tend to be a bit higher\I'd say between 1,000 and 5,000 yen per dish.\Finally, there's the Yamanote Area where many of the Elite Ten locate\their booths every year!\It basically feels like a bunch of high-end restaurants got tucked away.\At the very least, you'll be paying 5,000 yen per dish.\The sky's the limit, basically. response:	Not that I've ever been there.
context: In turn, the prices tend to be a bit higher\I'd say between 1,000 and 5,000 yen per dish.\Finally, there's the Yamanote Area where many of the Elite Ten locate\their booths every year!\It basically feels like a bunch of high-end restaurants got tucked away.\At the very least, you'll be paying 5,000 yen per dish.\The sky's the limit, basically.\Not that I've ever been there. response:	It's tough to attract customers there unless you're well-known.
context: I'd say between 1,000 and 5,000 yen per dish.\Finally, there's the Yamanote Area where many of the Elite Ten locate\their booths every year!\It basically feels like a bunch of high-end restaurants got tucked away.\At the very least, you'll be paying 5,000 yen per dish.\The sky's the limit, basically.\Not that I've ever been there.\It's tough to attract customers there unless you're well-known. response:	By the way, Kuga-kun's planning to set up shop in the Central Area.
context: Finally, there's the Yamanote Area where many of the Elite Ten locate\their booths every year!\It basically feels like a bunch of high-end restaurants got tucked away.\At the very least, you'll be paying 5,000 yen per dish.\The sky's the limit, basically.\Not that I've ever been there.\It's tough to attract customers there unless you're well-known.\By the way, Kuga-kun's planning to set up shop in the Central Area. response:	Oh, really?
context: their booths every year!\It basically feels like a bunch of high-end restaurants got tucked away.\At the very least, you'll be paying 5,000 yen per dish.\The sky's the limit, basically.\Not that I've ever been there.\It's tough to attract customers there unless you're well-known.\By the way, Kuga-kun's planning to set up shop in the Central Area.\Oh, really? response:	The Central Area lets you choose what size you want your booth to be.
context: It basically feels like a bunch of high-end restaurants got tucked away.\At the very least, you'll be paying 5,000 yen per dish.\The sky's the limit, basically.\Not that I've ever been there.\It's tough to attract customers there unless you're well-known.\By the way, Kuga-kun's planning to set up shop in the Central Area.\Oh, really?\The Central Area lets you choose what size you want your booth to be. response:	Entrance
context: At the very least, you'll be paying 5,000 yen per dish.\The sky's the limit, basically.\Not that I've ever been there.\It's tough to attract customers there unless you're well-known.\By the way, Kuga-kun's planning to set up shop in the Central Area.\Oh, really?\The Central Area lets you choose what size you want your booth to be.\Entrance response:	Main Avenue Area
context: The sky's the limit, basically.\Not that I've ever been there.\It's tough to attract customers there unless you're well-known.\By the way, Kuga-kun's planning to set up shop in the Central Area.\Oh, really?\The Central Area lets you choose what size you want your booth to be.\Entrance\Main Avenue Area response:	Central Area
context: Not that I've ever been there.\It's tough to attract customers there unless you're well-known.\By the way, Kuga-kun's planning to set up shop in the Central Area.\Oh, really?\The Central Area lets you choose what size you want your booth to be.\Entrance\Main Avenue Area\Central Area response:	He must've avoided the Yamanote Area so he can leverage the full potential
context: It's tough to attract customers there unless you're well-known.\By the way, Kuga-kun's planning to set up shop in the Central Area.\Oh, really?\The Central Area lets you choose what size you want your booth to be.\Entrance\Main Avenue Area\Central Area\He must've avoided the Yamanote Area so he can leverage the full potential response:	Yamanote Area
context: By the way, Kuga-kun's planning to set up shop in the Central Area.\Oh, really?\The Central Area lets you choose what size you want your booth to be.\Entrance\Main Avenue Area\Central Area\He must've avoided the Yamanote Area so he can leverage the full potential\Yamanote Area response:	of the large Chinese Cuisine RS.
context: Oh, really?\The Central Area lets you choose what size you want your booth to be.\Entrance\Main Avenue Area\Central Area\He must've avoided the Yamanote Area so he can leverage the full potential\Yamanote Area\of the large Chinese Cuisine RS. response:	Well, not that anybody from the Elite Ten will have any trouble getting customers,
context: The Central Area lets you choose what size you want your booth to be.\Entrance\Main Avenue Area\Central Area\He must've avoided the Yamanote Area so he can leverage the full potential\Yamanote Area\of the large Chinese Cuisine RS.\Well, not that anybody from the Elite Ten will have any trouble getting customers, response:	no matter where he sets up shop.
context: Entrance\Main Avenue Area\Central Area\He must've avoided the Yamanote Area so he can leverage the full potential\Yamanote Area\of the large Chinese Cuisine RS.\Well, not that anybody from the Elite Ten will have any trouble getting customers,\no matter where he sets up shop. response:	Yeah.
context: Main Avenue Area\Central Area\He must've avoided the Yamanote Area so he can leverage the full potential\Yamanote Area\of the large Chinese Cuisine RS.\Well, not that anybody from the Elite Ten will have any trouble getting customers,\no matter where he sets up shop.\Yeah. response:	In the end, his reputation is a powerful weapon.
context: Central Area\He must've avoided the Yamanote Area so he can leverage the full potential\Yamanote Area\of the large Chinese Cuisine RS.\Well, not that anybody from the Elite Ten will have any trouble getting customers,\no matter where he sets up shop.\Yeah.\In the end, his reputation is a powerful weapon. response:	Every year, all the organizations get wild-eyed trying to secure the best location.
context: He must've avoided the Yamanote Area so he can leverage the full potential\Yamanote Area\of the large Chinese Cuisine RS.\Well, not that anybody from the Elite Ten will have any trouble getting customers,\no matter where he sets up shop.\Yeah.\In the end, his reputation is a powerful weapon.\Every year, all the organizations get wild-eyed trying to secure the best location. response:	If you choose the wrong spot...
context: Yamanote Area\of the large Chinese Cuisine RS.\Well, not that anybody from the Elite Ten will have any trouble getting customers,\no matter where he sets up shop.\Yeah.\In the end, his reputation is a powerful weapon.\Every year, all the organizations get wild-eyed trying to secure the best location.\If you choose the wrong spot... response:	It'd mean I couldn't possibly compete with Kuga-senpai, huh.
context: of the large Chinese Cuisine RS.\Well, not that anybody from the Elite Ten will have any trouble getting customers,\no matter where he sets up shop.\Yeah.\In the end, his reputation is a powerful weapon.\Every year, all the organizations get wild-eyed trying to secure the best location.\If you choose the wrong spot...\It'd mean I couldn't possibly compete with Kuga-senpai, huh. response:	Several Days Later
context: Well, not that anybody from the Elite Ten will have any trouble getting customers,\no matter where he sets up shop.\Yeah.\In the end, his reputation is a powerful weapon.\Every year, all the organizations get wild-eyed trying to secure the best location.\If you choose the wrong spot...\It'd mean I couldn't possibly compete with Kuga-senpai, huh.\Several Days Later response:	Yukihira-kun!
context: no matter where he sets up shop.\Yeah.\In the end, his reputation is a powerful weapon.\Every year, all the organizations get wild-eyed trying to secure the best location.\If you choose the wrong spot...\It'd mean I couldn't possibly compete with Kuga-senpai, huh.\Several Days Later\Yukihira-kun! response:	Today's the booth application deadline for the Moon Festival.
context: Yeah.\In the end, his reputation is a powerful weapon.\Every year, all the organizations get wild-eyed trying to secure the best location.\If you choose the wrong spot...\It'd mean I couldn't possibly compete with Kuga-senpai, huh.\Several Days Later\Yukihira-kun!\Today's the booth application deadline for the Moon Festival. response:	Are you still serious about challenging Kuga-senpai?
context: In the end, his reputation is a powerful weapon.\Every year, all the organizations get wild-eyed trying to secure the best location.\If you choose the wrong spot...\It'd mean I couldn't possibly compete with Kuga-senpai, huh.\Several Days Later\Yukihira-kun!\Today's the booth application deadline for the Moon Festival.\Are you still serious about challenging Kuga-senpai? response:	Did you devise a good strategy?
context: Every year, all the organizations get wild-eyed trying to secure the best location.\If you choose the wrong spot...\It'd mean I couldn't possibly compete with Kuga-senpai, huh.\Several Days Later\Yukihira-kun!\Today's the booth application deadline for the Moon Festival.\Are you still serious about challenging Kuga-senpai?\Did you devise a good strategy? response:	From the look on your face, it doesn't look like you have anything to go on.
context: If you choose the wrong spot...\It'd mean I couldn't possibly compete with Kuga-senpai, huh.\Several Days Later\Yukihira-kun!\Today's the booth application deadline for the Moon Festival.\Are you still serious about challenging Kuga-senpai?\Did you devise a good strategy?\From the look on your face, it doesn't look like you have anything to go on. response:	Hey!
context: It'd mean I couldn't possibly compete with Kuga-senpai, huh.\Several Days Later\Yukihira-kun!\Today's the booth application deadline for the Moon Festival.\Are you still serious about challenging Kuga-senpai?\Did you devise a good strategy?\From the look on your face, it doesn't look like you have anything to go on.\Hey! response:	Say something!
context: Several Days Later\Yukihira-kun!\Today's the booth application deadline for the Moon Festival.\Are you still serious about challenging Kuga-senpai?\Did you devise a good strategy?\From the look on your face, it doesn't look like you have anything to go on.\Hey!\Say something! response:	I'm not trying to talk to myself here!
context: Yukihira-kun!\Today's the booth application deadline for the Moon Festival.\Are you still serious about challenging Kuga-senpai?\Did you devise a good strategy?\From the look on your face, it doesn't look like you have anything to go on.\Hey!\Say something!\I'm not trying to talk to myself here! response:	Secure the best spot possible in the high-traffic Main Avenue area...
context: Today's the booth application deadline for the Moon Festival.\Are you still serious about challenging Kuga-senpai?\Did you devise a good strategy?\From the look on your face, it doesn't look like you have anything to go on.\Hey!\Say something!\I'm not trying to talk to myself here!\Secure the best spot possible in the high-traffic Main Avenue area... response:	It's obvious that I can't possibly compete against Kuga-senpai's popularity
context: Are you still serious about challenging Kuga-senpai?\Did you devise a good strategy?\From the look on your face, it doesn't look like you have anything to go on.\Hey!\Say something!\I'm not trying to talk to myself here!\Secure the best spot possible in the high-traffic Main Avenue area...\It's obvious that I can't possibly compete against Kuga-senpai's popularity response:	unless I do that,
context: Did you devise a good strategy?\From the look on your face, it doesn't look like you have anything to go on.\Hey!\Say something!\I'm not trying to talk to myself here!\Secure the best spot possible in the high-traffic Main Avenue area...\It's obvious that I can't possibly compete against Kuga-senpai's popularity\unless I do that, response:	but is that the only angle I have?
context: From the look on your face, it doesn't look like you have anything to go on.\Hey!\Say something!\I'm not trying to talk to myself here!\Secure the best spot possible in the high-traffic Main Avenue area...\It's obvious that I can't possibly compete against Kuga-senpai's popularity\unless I do that,\but is that the only angle I have? response:	Oh, Nakiri.
context: Hey!\Say something!\I'm not trying to talk to myself here!\Secure the best spot possible in the high-traffic Main Avenue area...\It's obvious that I can't possibly compete against Kuga-senpai's popularity\unless I do that,\but is that the only angle I have?\Oh, Nakiri. response:	I didn't notice you there.
context: Say something!\I'm not trying to talk to myself here!\Secure the best spot possible in the high-traffic Main Avenue area...\It's obvious that I can't possibly compete against Kuga-senpai's popularity\unless I do that,\but is that the only angle I have?\Oh, Nakiri.\I didn't notice you there. response:	How rude!
context: I'm not trying to talk to myself here!\Secure the best spot possible in the high-traffic Main Avenue area...\It's obvious that I can't possibly compete against Kuga-senpai's popularity\unless I do that,\but is that the only angle I have?\Oh, Nakiri.\I didn't notice you there.\How rude! response:	I guess we sit next to each other in this class.
context: Secure the best spot possible in the high-traffic Main Avenue area...\It's obvious that I can't possibly compete against Kuga-senpai's popularity\unless I do that,\but is that the only angle I have?\Oh, Nakiri.\I didn't notice you there.\How rude!\I guess we sit next to each other in this class. response:	Let's get along, yeah?
context: It's obvious that I can't possibly compete against Kuga-senpai's popularity\unless I do that,\but is that the only angle I have?\Oh, Nakiri.\I didn't notice you there.\How rude!\I guess we sit next to each other in this class.\Let's get along, yeah? response:	Sit somewhere else!
context: unless I do that,\but is that the only angle I have?\Oh, Nakiri.\I didn't notice you there.\How rude!\I guess we sit next to each other in this class.\Let's get along, yeah?\Sit somewhere else! response:	I guess we randomly end up sitting next to each other sometimes,
context: but is that the only angle I have?\Oh, Nakiri.\I didn't notice you there.\How rude!\I guess we sit next to each other in this class.\Let's get along, yeah?\Sit somewhere else!\I guess we randomly end up sitting next to each other sometimes, response:	like during the semi-finals in the Autumn Elections.
context: Oh, Nakiri.\I didn't notice you there.\How rude!\I guess we sit next to each other in this class.\Let's get along, yeah?\Sit somewhere else!\I guess we randomly end up sitting next to each other sometimes,\like during the semi-finals in the Autumn Elections. response:	That was basically you just barging in uninvited!
context: I didn't notice you there.\How rude!\I guess we sit next to each other in this class.\Let's get along, yeah?\Sit somewhere else!\I guess we randomly end up sitting next to each other sometimes,\like during the semi-finals in the Autumn Elections.\That was basically you just barging in uninvited! response:	Oh, and on the way back from camp in the car.
context: How rude!\I guess we sit next to each other in this class.\Let's get along, yeah?\Sit somewhere else!\I guess we randomly end up sitting next to each other sometimes,\like during the semi-finals in the Autumn Elections.\That was basically you just barging in uninvited!\Oh, and on the way back from camp in the car. response:	That was also you barging in uninvited!
context: I guess we sit next to each other in this class.\Let's get along, yeah?\Sit somewhere else!\I guess we randomly end up sitting next to each other sometimes,\like during the semi-finals in the Autumn Elections.\That was basically you just barging in uninvited!\Oh, and on the way back from camp in the car.\That was also you barging in uninvited! response:	Oh, and during that round, too...
context: Let's get along, yeah?\Sit somewhere else!\I guess we randomly end up sitting next to each other sometimes,\like during the semi-finals in the Autumn Elections.\That was basically you just barging in uninvited!\Oh, and on the way back from camp in the car.\That was also you barging in uninvited!\Oh, and during that round, too... response:	I see.
context: Sit somewhere else!\I guess we randomly end up sitting next to each other sometimes,\like during the semi-finals in the Autumn Elections.\That was basically you just barging in uninvited!\Oh, and on the way back from camp in the car.\That was also you barging in uninvited!\Oh, and during that round, too...\I see. response:	I guess so.
context: I guess we randomly end up sitting next to each other sometimes,\like during the semi-finals in the Autumn Elections.\That was basically you just barging in uninvited!\Oh, and on the way back from camp in the car.\That was also you barging in uninvited!\Oh, and during that round, too...\I see.\I guess so. response:	I think that's the only way.
context: like during the semi-finals in the Autumn Elections.\That was basically you just barging in uninvited!\Oh, and on the way back from camp in the car.\That was also you barging in uninvited!\Oh, and during that round, too...\I see.\I guess so.\I think that's the only way. response:	Booth Application Center
context: That was basically you just barging in uninvited!\Oh, and on the way back from camp in the car.\That was also you barging in uninvited!\Oh, and during that round, too...\I see.\I guess so.\I think that's the only way.\Booth Application Center response:	You've got to be kidding me!
context: Oh, and on the way back from camp in the car.\That was also you barging in uninvited!\Oh, and during that round, too...\I see.\I guess so.\I think that's the only way.\Booth Application Center\You've got to be kidding me! response:	You want us to give up our booth spot?!
context: That was also you barging in uninvited!\Oh, and during that round, too...\I see.\I guess so.\I think that's the only way.\Booth Application Center\You've got to be kidding me!\You want us to give up our booth spot?! response:	Don RS has been here every year!
context: Oh, and during that round, too...\I see.\I guess so.\I think that's the only way.\Booth Application Center\You've got to be kidding me!\You want us to give up our booth spot?!\Don RS has been here every year! response:	We're not gonna give it up!
context: I see.\I guess so.\I think that's the only way.\Booth Application Center\You've got to be kidding me!\You want us to give up our booth spot?!\Don RS has been here every year!\We're not gonna give it up! response:	Why don't you step in front of me and say that, Konishi?
context: I guess so.\I think that's the only way.\Booth Application Center\You've got to be kidding me!\You want us to give up our booth spot?!\Don RS has been here every year!\We're not gonna give it up!\Why don't you step in front of me and say that, Konishi? response:	I don't care.
context: I think that's the only way.\Booth Application Center\You've got to be kidding me!\You want us to give up our booth spot?!\Don RS has been here every year!\We're not gonna give it up!\Why don't you step in front of me and say that, Konishi?\I don't care. response:	This spot is the best place for me to demonstrate my horrific cuisine of chaos.
context: Booth Application Center\You've got to be kidding me!\You want us to give up our booth spot?!\Don RS has been here every year!\We're not gonna give it up!\Why don't you step in front of me and say that, Konishi?\I don't care.\This spot is the best place for me to demonstrate my horrific cuisine of chaos. response:	Take your pointless don dishes elsewhere.
context: You've got to be kidding me!\You want us to give up our booth spot?!\Don RS has been here every year!\We're not gonna give it up!\Why don't you step in front of me and say that, Konishi?\I don't care.\This spot is the best place for me to demonstrate my horrific cuisine of chaos.\Take your pointless don dishes elsewhere. response:	Pointless?
context: You want us to give up our booth spot?!\Don RS has been here every year!\We're not gonna give it up!\Why don't you step in front of me and say that, Konishi?\I don't care.\This spot is the best place for me to demonstrate my horrific cuisine of chaos.\Take your pointless don dishes elsewhere.\Pointless? response:	Oh, yeah?
context: Don RS has been here every year!\We're not gonna give it up!\Why don't you step in front of me and say that, Konishi?\I don't care.\This spot is the best place for me to demonstrate my horrific cuisine of chaos.\Take your pointless don dishes elsewhere.\Pointless?\Oh, yeah? response:	Let's settle that with a Shokugeki, then.
context: We're not gonna give it up!\Why don't you step in front of me and say that, Konishi?\I don't care.\This spot is the best place for me to demonstrate my horrific cuisine of chaos.\Take your pointless don dishes elsewhere.\Pointless?\Oh, yeah?\Let's settle that with a Shokugeki, then. response:	Now we're talking.
context: Why don't you step in front of me and say that, Konishi?\I don't care.\This spot is the best place for me to demonstrate my horrific cuisine of chaos.\Take your pointless don dishes elsewhere.\Pointless?\Oh, yeah?\Let's settle that with a Shokugeki, then.\Now we're talking. response:	Watch out, Nikumi!
context: I don't care.\This spot is the best place for me to demonstrate my horrific cuisine of chaos.\Take your pointless don dishes elsewhere.\Pointless?\Oh, yeah?\Let's settle that with a Shokugeki, then.\Now we're talking.\Watch out, Nikumi! response:	She might hex you!
context: This spot is the best place for me to demonstrate my horrific cuisine of chaos.\Take your pointless don dishes elsewhere.\Pointless?\Oh, yeah?\Let's settle that with a Shokugeki, then.\Now we're talking.\Watch out, Nikumi!\She might hex you! response:	Booth Application Center
context: Take your pointless don dishes elsewhere.\Pointless?\Oh, yeah?\Let's settle that with a Shokugeki, then.\Now we're talking.\Watch out, Nikumi!\She might hex you!\Booth Application Center response:	Er, administrator?
context: Pointless?\Oh, yeah?\Let's settle that with a Shokugeki, then.\Now we're talking.\Watch out, Nikumi!\She might hex you!\Booth Application Center\Er, administrator? response:	We have another Shokugeki unfolding over a booth spot.
context: Oh, yeah?\Let's settle that with a Shokugeki, then.\Now we're talking.\Watch out, Nikumi!\She might hex you!\Booth Application Center\Er, administrator?\We have another Shokugeki unfolding over a booth spot. response:	Excuse me.
context: Let's settle that with a Shokugeki, then.\Now we're talking.\Watch out, Nikumi!\She might hex you!\Booth Application Center\Er, administrator?\We have another Shokugeki unfolding over a booth spot.\Excuse me. response:	Please clear the way, Mito Ikumi-san.
context: Now we're talking.\Watch out, Nikumi!\She might hex you!\Booth Application Center\Er, administrator?\We have another Shokugeki unfolding over a booth spot.\Excuse me.\Please clear the way, Mito Ikumi-san. response:	What?
context: Watch out, Nikumi!\She might hex you!\Booth Application Center\Er, administrator?\We have another Shokugeki unfolding over a booth spot.\Excuse me.\Please clear the way, Mito Ikumi-san.\What? response:	Oh!
context: She might hex you!\Booth Application Center\Er, administrator?\We have another Shokugeki unfolding over a booth spot.\Excuse me.\Please clear the way, Mito Ikumi-san.\What?\Oh! response:	E-Erina-sama, I am so sorry.
context: Booth Application Center\Er, administrator?\We have another Shokugeki unfolding over a booth spot.\Excuse me.\Please clear the way, Mito Ikumi-san.\What?\Oh!\E-Erina-sama, I am so sorry. response:	Sadatsuka Nao!
context: Er, administrator?\We have another Shokugeki unfolding over a booth spot.\Excuse me.\Please clear the way, Mito Ikumi-san.\What?\Oh!\E-Erina-sama, I am so sorry.\Sadatsuka Nao! response:	Put fifty meters between yourself and Erina-sama!
context: We have another Shokugeki unfolding over a booth spot.\Excuse me.\Please clear the way, Mito Ikumi-san.\What?\Oh!\E-Erina-sama, I am so sorry.\Sadatsuka Nao!\Put fifty meters between yourself and Erina-sama! response:	Ah! Hisako-oneesama is speaking to me!
context: Excuse me.\Please clear the way, Mito Ikumi-san.\What?\Oh!\E-Erina-sama, I am so sorry.\Sadatsuka Nao!\Put fifty meters between yourself and Erina-sama!\Ah! Hisako-oneesama is speaking to me! response:	Thank you!
context: Please clear the way, Mito Ikumi-san.\What?\Oh!\E-Erina-sama, I am so sorry.\Sadatsuka Nao!\Put fifty meters between yourself and Erina-sama!\Ah! Hisako-oneesama is speaking to me!\Thank you! response:	We confirm receipt of the booth application form,
context: What?\Oh!\E-Erina-sama, I am so sorry.\Sadatsuka Nao!\Put fifty meters between yourself and Erina-sama!\Ah! Hisako-oneesama is speaking to me!\Thank you!\We confirm receipt of the booth application form, response:	Accepted
context: Oh!\E-Erina-sama, I am so sorry.\Sadatsuka Nao!\Put fifty meters between yourself and Erina-sama!\Ah! Hisako-oneesama is speaking to me!\Thank you!\We confirm receipt of the booth application form,\Accepted response:	Miss Erina.
context: E-Erina-sama, I am so sorry.\Sadatsuka Nao!\Put fifty meters between yourself and Erina-sama!\Ah! Hisako-oneesama is speaking to me!\Thank you!\We confirm receipt of the booth application form,\Accepted\Miss Erina. response:	Very well. Thank you.
context: Sadatsuka Nao!\Put fifty meters between yourself and Erina-sama!\Ah! Hisako-oneesama is speaking to me!\Thank you!\We confirm receipt of the booth application form,\Accepted\Miss Erina.\Very well. Thank you. response:	Yukihira-kun...
context: Put fifty meters between yourself and Erina-sama!\Ah! Hisako-oneesama is speaking to me!\Thank you!\We confirm receipt of the booth application form,\Accepted\Miss Erina.\Very well. Thank you.\Yukihira-kun... response:	Is it my turn?
context: Ah! Hisako-oneesama is speaking to me!\Thank you!\We confirm receipt of the booth application form,\Accepted\Miss Erina.\Very well. Thank you.\Yukihira-kun...\Is it my turn? response:	Thanks!
context: Thank you!\We confirm receipt of the booth application form,\Accepted\Miss Erina.\Very well. Thank you.\Yukihira-kun...\Is it my turn?\Thanks! response:	What?!
context: We confirm receipt of the booth application form,\Accepted\Miss Erina.\Very well. Thank you.\Yukihira-kun...\Is it my turn?\Thanks!\What?! response:	A-Are you sure about this?!
context: Accepted\Miss Erina.\Very well. Thank you.\Yukihira-kun...\Is it my turn?\Thanks!\What?!\A-Are you sure about this?! response:	Requested Booth Area: Central Booth No.: A-2
context: Miss Erina.\Very well. Thank you.\Yukihira-kun...\Is it my turn?\Thanks!\What?!\A-Are you sure about this?!\Requested Booth Area: Central Booth No.: A-2 response:	This is right in front of the Chinese Cuisine RS's spot!
context: Very well. Thank you.\Yukihira-kun...\Is it my turn?\Thanks!\What?!\A-Are you sure about this?!\Requested Booth Area: Central Booth No.: A-2\This is right in front of the Chinese Cuisine RS's spot! response:	Chinese Cuisine Research Society Rep: Kuga Terunori
context: Yukihira-kun...\Is it my turn?\Thanks!\What?!\A-Are you sure about this?!\Requested Booth Area: Central Booth No.: A-2\This is right in front of the Chinese Cuisine RS's spot!\Chinese Cuisine Research Society Rep: Kuga Terunori response:	Yup.
context: Is it my turn?\Thanks!\What?!\A-Are you sure about this?!\Requested Booth Area: Central Booth No.: A-2\This is right in front of the Chinese Cuisine RS's spot!\Chinese Cuisine Research Society Rep: Kuga Terunori\Yup. response:	Is it available?
context: Thanks!\What?!\A-Are you sure about this?!\Requested Booth Area: Central Booth No.: A-2\This is right in front of the Chinese Cuisine RS's spot!\Chinese Cuisine Research Society Rep: Kuga Terunori\Yup.\Is it available? response:	Y-Yes...
context: What?!\A-Are you sure about this?!\Requested Booth Area: Central Booth No.: A-2\This is right in front of the Chinese Cuisine RS's spot!\Chinese Cuisine Research Society Rep: Kuga Terunori\Yup.\Is it available?\Y-Yes... response:	Since the Chinese Cuisine RS is such a big name,
context: A-Are you sure about this?!\Requested Booth Area: Central Booth No.: A-2\This is right in front of the Chinese Cuisine RS's spot!\Chinese Cuisine Research Society Rep: Kuga Terunori\Yup.\Is it available?\Y-Yes...\Since the Chinese Cuisine RS is such a big name, response:	no one wants to set up their booth nearby.
context: Requested Booth Area: Central Booth No.: A-2\This is right in front of the Chinese Cuisine RS's spot!\Chinese Cuisine Research Society Rep: Kuga Terunori\Yup.\Is it available?\Y-Yes...\Since the Chinese Cuisine RS is such a big name,\no one wants to set up their booth nearby. response:	Oh, I see!
context: This is right in front of the Chinese Cuisine RS's spot!\Chinese Cuisine Research Society Rep: Kuga Terunori\Yup.\Is it available?\Y-Yes...\Since the Chinese Cuisine RS is such a big name,\no one wants to set up their booth nearby.\Oh, I see! response:	I'm glad to hear that.
context: Chinese Cuisine Research Society Rep: Kuga Terunori\Yup.\Is it available?\Y-Yes...\Since the Chinese Cuisine RS is such a big name,\no one wants to set up their booth nearby.\Oh, I see!\I'm glad to hear that. response:	Oh, and my booth will be serving...
context: Yup.\Is it available?\Y-Yes...\Since the Chinese Cuisine RS is such a big name,\no one wants to set up their booth nearby.\Oh, I see!\I'm glad to hear that.\Oh, and my booth will be serving... response:	Chinese.
context: Is it available?\Y-Yes...\Since the Chinese Cuisine RS is such a big name,\no one wants to set up their booth nearby.\Oh, I see!\I'm glad to hear that.\Oh, and my booth will be serving...\Chinese. response:	What?!
