context: You've got plenty blooming lately right in your own garden. response:	Oh, there's much more to it than being in full bloom.
context: - I was too. - Liar.\That day, the only thing Takumi and I really talked about\was Jun-chan's tomatoes.\Still I had a full serving of happiness.\But why is it that there is no limit to the desires of human beings?\Who could it be? What a pest. Let me sleep a bit more.\Shin! Wh-What are you doing in my bed?!\It's so comfortable. response:	Did you do something?!
context: That day, the only thing Takumi and I really talked about\was Jun-chan's tomatoes.\Still I had a full serving of happiness.\But why is it that there is no limit to the desires of human beings?\Who could it be? What a pest. Let me sleep a bit more.\Shin! Wh-What are you doing in my bed?!\It's so comfortable.\Did you do something?! response:	No way. Because you won't give me money.
context: was Jun-chan's tomatoes.\Still I had a full serving of happiness.\But why is it that there is no limit to the desires of human beings?\Who could it be? What a pest. Let me sleep a bit more.\Shin! Wh-What are you doing in my bed?!\It's so comfortable.\Did you do something?!\No way. Because you won't give me money. response:	Shin, that's prostitution.
context: Still I had a full serving of happiness.\But why is it that there is no limit to the desires of human beings?\Who could it be? What a pest. Let me sleep a bit more.\Shin! Wh-What are you doing in my bed?!\It's so comfortable.\Did you do something?!\No way. Because you won't give me money.\Shin, that's prostitution. response:	What should I do? He really is sleeping with women for money.
context: But why is it that there is no limit to the desires of human beings?\Who could it be? What a pest. Let me sleep a bit more.\Shin! Wh-What are you doing in my bed?!\It's so comfortable.\Did you do something?!\No way. Because you won't give me money.\Shin, that's prostitution.\What should I do? He really is sleeping with women for money. response:	I knew it but... how can I say it...
context: Who could it be? What a pest. Let me sleep a bit more.\Shin! Wh-What are you doing in my bed?!\It's so comfortable.\Did you do something?!\No way. Because you won't give me money.\Shin, that's prostitution.\What should I do? He really is sleeping with women for money.\I knew it but... how can I say it... response:	He is a young man of that certain age,
context: Shin! Wh-What are you doing in my bed?!\It's so comfortable.\Did you do something?!\No way. Because you won't give me money.\Shin, that's prostitution.\What should I do? He really is sleeping with women for money.\I knew it but... how can I say it...\He is a young man of that certain age, response:	and he's handsome so naturally he'd be popular among the women.
context: It's so comfortable.\Did you do something?!\No way. Because you won't give me money.\Shin, that's prostitution.\What should I do? He really is sleeping with women for money.\I knew it but... how can I say it...\He is a young man of that certain age,\and he's handsome so naturally he'd be popular among the women. response:	I thought it was just the process of him growing up.
context: Did you do something?!\No way. Because you won't give me money.\Shin, that's prostitution.\What should I do? He really is sleeping with women for money.\I knew it but... how can I say it...\He is a young man of that certain age,\and he's handsome so naturally he'd be popular among the women.\I thought it was just the process of him growing up. response:	But for him to say he's not interested unless he gets paid for it?
context: No way. Because you won't give me money.\Shin, that's prostitution.\What should I do? He really is sleeping with women for money.\I knew it but... how can I say it...\He is a young man of that certain age,\and he's handsome so naturally he'd be popular among the women.\I thought it was just the process of him growing up.\But for him to say he's not interested unless he gets paid for it? response:	Is it really okay not to do anything about it?
context: Shin, that's prostitution.\What should I do? He really is sleeping with women for money.\I knew it but... how can I say it...\He is a young man of that certain age,\and he's handsome so naturally he'd be popular among the women.\I thought it was just the process of him growing up.\But for him to say he's not interested unless he gets paid for it?\Is it really okay not to do anything about it? response:	There's only Nobu here.
context: What should I do? He really is sleeping with women for money.\I knew it but... how can I say it...\He is a young man of that certain age,\and he's handsome so naturally he'd be popular among the women.\I thought it was just the process of him growing up.\But for him to say he's not interested unless he gets paid for it?\Is it really okay not to do anything about it?\There's only Nobu here. response:	What about Yasu? Has he gone home?
context: I knew it but... how can I say it...\He is a young man of that certain age,\and he's handsome so naturally he'd be popular among the women.\I thought it was just the process of him growing up.\But for him to say he's not interested unless he gets paid for it?\Is it really okay not to do anything about it?\There's only Nobu here.\What about Yasu? Has he gone home? response:	But it looks like someone tidied up. Did Yasu clean up?
context: He is a young man of that certain age,\and he's handsome so naturally he'd be popular among the women.\I thought it was just the process of him growing up.\But for him to say he's not interested unless he gets paid for it?\Is it really okay not to do anything about it?\There's only Nobu here.\What about Yasu? Has he gone home?\But it looks like someone tidied up. Did Yasu clean up? response:	He's such a great guy.
context: and he's handsome so naturally he'd be popular among the women.\I thought it was just the process of him growing up.\But for him to say he's not interested unless he gets paid for it?\Is it really okay not to do anything about it?\There's only Nobu here.\What about Yasu? Has he gone home?\But it looks like someone tidied up. Did Yasu clean up?\He's such a great guy. response:	What about Nana and Ren?
context: I thought it was just the process of him growing up.\But for him to say he's not interested unless he gets paid for it?\Is it really okay not to do anything about it?\There's only Nobu here.\What about Yasu? Has he gone home?\But it looks like someone tidied up. Did Yasu clean up?\He's such a great guy.\What about Nana and Ren? response:	Do not disturb!
context: But for him to say he's not interested unless he gets paid for it?\Is it really okay not to do anything about it?\There's only Nobu here.\What about Yasu? Has he gone home?\But it looks like someone tidied up. Did Yasu clean up?\He's such a great guy.\What about Nana and Ren?\Do not disturb! response:	The phone.
context: Is it really okay not to do anything about it?\There's only Nobu here.\What about Yasu? Has he gone home?\But it looks like someone tidied up. Did Yasu clean up?\He's such a great guy.\What about Nana and Ren?\Do not disturb!\The phone. response:	Oh, hello, Nana? Thank goodness. I called a number of times
context: There's only Nobu here.\What about Yasu? Has he gone home?\But it looks like someone tidied up. Did Yasu clean up?\He's such a great guy.\What about Nana and Ren?\Do not disturb!\The phone.\Oh, hello, Nana? Thank goodness. I called a number of times response:	but you wouldn't answer so I was getting concerned.
context: What about Yasu? Has he gone home?\But it looks like someone tidied up. Did Yasu clean up?\He's such a great guy.\What about Nana and Ren?\Do not disturb!\The phone.\Oh, hello, Nana? Thank goodness. I called a number of times\but you wouldn't answer so I was getting concerned. response:	You had so much to drink
context: But it looks like someone tidied up. Did Yasu clean up?\He's such a great guy.\What about Nana and Ren?\Do not disturb!\The phone.\Oh, hello, Nana? Thank goodness. I called a number of times\but you wouldn't answer so I was getting concerned.\You had so much to drink response:	so I feared you wouldn't be able to get up on your own.
context: He's such a great guy.\What about Nana and Ren?\Do not disturb!\The phone.\Oh, hello, Nana? Thank goodness. I called a number of times\but you wouldn't answer so I was getting concerned.\You had so much to drink\so I feared you wouldn't be able to get up on your own. response:	I've been calling you since this morning.
context: What about Nana and Ren?\Do not disturb!\The phone.\Oh, hello, Nana? Thank goodness. I called a number of times\but you wouldn't answer so I was getting concerned.\You had so much to drink\so I feared you wouldn't be able to get up on your own.\I've been calling you since this morning. response:	Were you able to get up okay?
context: Do not disturb!\The phone.\Oh, hello, Nana? Thank goodness. I called a number of times\but you wouldn't answer so I was getting concerned.\You had so much to drink\so I feared you wouldn't be able to get up on your own.\I've been calling you since this morning.\Were you able to get up okay? response:	Mhm. Thanks. I just got up now.
context: The phone.\Oh, hello, Nana? Thank goodness. I called a number of times\but you wouldn't answer so I was getting concerned.\You had so much to drink\so I feared you wouldn't be able to get up on your own.\I've been calling you since this morning.\Were you able to get up okay?\Mhm. Thanks. I just got up now. response:	Well, you do work for a publishing firm,
context: Oh, hello, Nana? Thank goodness. I called a number of times\but you wouldn't answer so I was getting concerned.\You had so much to drink\so I feared you wouldn't be able to get up on your own.\I've been calling you since this morning.\Were you able to get up okay?\Mhm. Thanks. I just got up now.\Well, you do work for a publishing firm, response:	so I guess it's not a big deal if you start work in the afternoon.
context: but you wouldn't answer so I was getting concerned.\You had so much to drink\so I feared you wouldn't be able to get up on your own.\I've been calling you since this morning.\Were you able to get up okay?\Mhm. Thanks. I just got up now.\Well, you do work for a publishing firm,\so I guess it's not a big deal if you start work in the afternoon. response:	It's not okay!!
context: You had so much to drink\so I feared you wouldn't be able to get up on your own.\I've been calling you since this morning.\Were you able to get up okay?\Mhm. Thanks. I just got up now.\Well, you do work for a publishing firm,\so I guess it's not a big deal if you start work in the afternoon.\It's not okay!! response:	Do you have hay fever?
context: so I feared you wouldn't be able to get up on your own.\I've been calling you since this morning.\Were you able to get up okay?\Mhm. Thanks. I just got up now.\Well, you do work for a publishing firm,\so I guess it's not a big deal if you start work in the afternoon.\It's not okay!!\Do you have hay fever? response:	Oh, you have a cold. Are you feeling all right?
context: I've been calling you since this morning.\Were you able to get up okay?\Mhm. Thanks. I just got up now.\Well, you do work for a publishing firm,\so I guess it's not a big deal if you start work in the afternoon.\It's not okay!!\Do you have hay fever?\Oh, you have a cold. Are you feeling all right? response:	You didn't hafta come if you're not feeling well.
context: Were you able to get up okay?\Mhm. Thanks. I just got up now.\Well, you do work for a publishing firm,\so I guess it's not a big deal if you start work in the afternoon.\It's not okay!!\Do you have hay fever?\Oh, you have a cold. Are you feeling all right?\You didn't hafta come if you're not feeling well. response:	Or in fact, you don't hafta come back anymore.
context: Mhm. Thanks. I just got up now.\Well, you do work for a publishing firm,\so I guess it's not a big deal if you start work in the afternoon.\It's not okay!!\Do you have hay fever?\Oh, you have a cold. Are you feeling all right?\You didn't hafta come if you're not feeling well.\Or in fact, you don't hafta come back anymore. response:	Ms. Sakagami!
context: Well, you do work for a publishing firm,\so I guess it's not a big deal if you start work in the afternoon.\It's not okay!!\Do you have hay fever?\Oh, you have a cold. Are you feeling all right?\You didn't hafta come if you're not feeling well.\Or in fact, you don't hafta come back anymore.\Ms. Sakagami! response:	The Chief says I'm fired!
context: so I guess it's not a big deal if you start work in the afternoon.\It's not okay!!\Do you have hay fever?\Oh, you have a cold. Are you feeling all right?\You didn't hafta come if you're not feeling well.\Or in fact, you don't hafta come back anymore.\Ms. Sakagami!\The Chief says I'm fired! response:	- Naturally. - Huh?
context: It's not okay!!\Do you have hay fever?\Oh, you have a cold. Are you feeling all right?\You didn't hafta come if you're not feeling well.\Or in fact, you don't hafta come back anymore.\Ms. Sakagami!\The Chief says I'm fired!\- Naturally. - Huh? response:	No way. Ms. Sakagami. Although you were hard on me,
context: Do you have hay fever?\Oh, you have a cold. Are you feeling all right?\You didn't hafta come if you're not feeling well.\Or in fact, you don't hafta come back anymore.\Ms. Sakagami!\The Chief says I'm fired!\- Naturally. - Huh?\No way. Ms. Sakagami. Although you were hard on me, response:	I thought you were the kinda person who would stand up for me in the end.
context: Oh, you have a cold. Are you feeling all right?\You didn't hafta come if you're not feeling well.\Or in fact, you don't hafta come back anymore.\Ms. Sakagami!\The Chief says I'm fired!\- Naturally. - Huh?\No way. Ms. Sakagami. Although you were hard on me,\I thought you were the kinda person who would stand up for me in the end. response:	Do you think the world exists for you?!
context: You didn't hafta come if you're not feeling well.\Or in fact, you don't hafta come back anymore.\Ms. Sakagami!\The Chief says I'm fired!\- Naturally. - Huh?\No way. Ms. Sakagami. Although you were hard on me,\I thought you were the kinda person who would stand up for me in the end.\Do you think the world exists for you?! response:	It's a result of how spoiled you've been acting. Farewell.
context: Or in fact, you don't hafta come back anymore.\Ms. Sakagami!\The Chief says I'm fired!\- Naturally. - Huh?\No way. Ms. Sakagami. Although you were hard on me,\I thought you were the kinda person who would stand up for me in the end.\Do you think the world exists for you?!\It's a result of how spoiled you've been acting. Farewell. response:	If I get thirsty, I can simply buy a can of coffee for 120 yen.
context: Ms. Sakagami!\The Chief says I'm fired!\- Naturally. - Huh?\No way. Ms. Sakagami. Although you were hard on me,\I thought you were the kinda person who would stand up for me in the end.\Do you think the world exists for you?!\It's a result of how spoiled you've been acting. Farewell.\If I get thirsty, I can simply buy a can of coffee for 120 yen. response:	However, I like having my coffee in a cute cafe.
context: The Chief says I'm fired!\- Naturally. - Huh?\No way. Ms. Sakagami. Although you were hard on me,\I thought you were the kinda person who would stand up for me in the end.\Do you think the world exists for you?!\It's a result of how spoiled you've been acting. Farewell.\If I get thirsty, I can simply buy a can of coffee for 120 yen.\However, I like having my coffee in a cute cafe. response:	I wanna live in a fancy room.
context: - Naturally. - Huh?\No way. Ms. Sakagami. Although you were hard on me,\I thought you were the kinda person who would stand up for me in the end.\Do you think the world exists for you?!\It's a result of how spoiled you've been acting. Farewell.\If I get thirsty, I can simply buy a can of coffee for 120 yen.\However, I like having my coffee in a cute cafe.\I wanna live in a fancy room. response:	Wear clothes that are in style. See the popular movies.
context: No way. Ms. Sakagami. Although you were hard on me,\I thought you were the kinda person who would stand up for me in the end.\Do you think the world exists for you?!\It's a result of how spoiled you've been acting. Farewell.\If I get thirsty, I can simply buy a can of coffee for 120 yen.\However, I like having my coffee in a cute cafe.\I wanna live in a fancy room.\Wear clothes that are in style. See the popular movies. response:	Buy the latest cell phone. Get a driver's license.
context: I thought you were the kinda person who would stand up for me in the end.\Do you think the world exists for you?!\It's a result of how spoiled you've been acting. Farewell.\If I get thirsty, I can simply buy a can of coffee for 120 yen.\However, I like having my coffee in a cute cafe.\I wanna live in a fancy room.\Wear clothes that are in style. See the popular movies.\Buy the latest cell phone. Get a driver's license. response:	Travel overseas.
context: Do you think the world exists for you?!\It's a result of how spoiled you've been acting. Farewell.\If I get thirsty, I can simply buy a can of coffee for 120 yen.\However, I like having my coffee in a cute cafe.\I wanna live in a fancy room.\Wear clothes that are in style. See the popular movies.\Buy the latest cell phone. Get a driver's license.\Travel overseas. response:	So I need to find a job. I need to work hard.
context: It's a result of how spoiled you've been acting. Farewell.\If I get thirsty, I can simply buy a can of coffee for 120 yen.\However, I like having my coffee in a cute cafe.\I wanna live in a fancy room.\Wear clothes that are in style. See the popular movies.\Buy the latest cell phone. Get a driver's license.\Travel overseas.\So I need to find a job. I need to work hard. response:	If I think I'm doing it for all that, working can be fun.
context: If I get thirsty, I can simply buy a can of coffee for 120 yen.\However, I like having my coffee in a cute cafe.\I wanna live in a fancy room.\Wear clothes that are in style. See the popular movies.\Buy the latest cell phone. Get a driver's license.\Travel overseas.\So I need to find a job. I need to work hard.\If I think I'm doing it for all that, working can be fun. response:	But is it still not enough?
context: However, I like having my coffee in a cute cafe.\I wanna live in a fancy room.\Wear clothes that are in style. See the popular movies.\Buy the latest cell phone. Get a driver's license.\Travel overseas.\So I need to find a job. I need to work hard.\If I think I'm doing it for all that, working can be fun.\But is it still not enough? response:	No matter how many things I can think of that I want,
context: I wanna live in a fancy room.\Wear clothes that are in style. See the popular movies.\Buy the latest cell phone. Get a driver's license.\Travel overseas.\So I need to find a job. I need to work hard.\If I think I'm doing it for all that, working can be fun.\But is it still not enough?\No matter how many things I can think of that I want, response:	I can't even find the strength to get up from here.
context: Wear clothes that are in style. See the popular movies.\Buy the latest cell phone. Get a driver's license.\Travel overseas.\So I need to find a job. I need to work hard.\If I think I'm doing it for all that, working can be fun.\But is it still not enough?\No matter how many things I can think of that I want,\I can't even find the strength to get up from here. response:	Just one thing would do. If only I had that something
context: Buy the latest cell phone. Get a driver's license.\Travel overseas.\So I need to find a job. I need to work hard.\If I think I'm doing it for all that, working can be fun.\But is it still not enough?\No matter how many things I can think of that I want,\I can't even find the strength to get up from here.\Just one thing would do. If only I had that something response:	that I could willingly devote all of my energy to.
context: Travel overseas.\So I need to find a job. I need to work hard.\If I think I'm doing it for all that, working can be fun.\But is it still not enough?\No matter how many things I can think of that I want,\I can't even find the strength to get up from here.\Just one thing would do. If only I had that something\that I could willingly devote all of my energy to. response:	Unidentified Caller
context: So I need to find a job. I need to work hard.\If I think I'm doing it for all that, working can be fun.\But is it still not enough?\No matter how many things I can think of that I want,\I can't even find the strength to get up from here.\Just one thing would do. If only I had that something\that I could willingly devote all of my energy to.\Unidentified Caller response:	- Yes? - Nana?
context: If I think I'm doing it for all that, working can be fun.\But is it still not enough?\No matter how many things I can think of that I want,\I can't even find the strength to get up from here.\Just one thing would do. If only I had that something\that I could willingly devote all of my energy to.\Unidentified Caller\- Yes? - Nana? response:	It's me, Takumi.
context: But is it still not enough?\No matter how many things I can think of that I want,\I can't even find the strength to get up from here.\Just one thing would do. If only I had that something\that I could willingly devote all of my energy to.\Unidentified Caller\- Yes? - Nana?\It's me, Takumi. response:	Do you have a moment to talk?
context: No matter how many things I can think of that I want,\I can't even find the strength to get up from here.\Just one thing would do. If only I had that something\that I could willingly devote all of my energy to.\Unidentified Caller\- Yes? - Nana?\It's me, Takumi.\Do you have a moment to talk? response:	Sure.
context: I can't even find the strength to get up from here.\Just one thing would do. If only I had that something\that I could willingly devote all of my energy to.\Unidentified Caller\- Yes? - Nana?\It's me, Takumi.\Do you have a moment to talk?\Sure. response:	Sorry about yesterday.
context: Just one thing would do. If only I had that something\that I could willingly devote all of my energy to.\Unidentified Caller\- Yes? - Nana?\It's me, Takumi.\Do you have a moment to talk?\Sure.\Sorry about yesterday. response:	You went through all that preparation, yet I left without thanking you.
context: that I could willingly devote all of my energy to.\Unidentified Caller\- Yes? - Nana?\It's me, Takumi.\Do you have a moment to talk?\Sure.\Sorry about yesterday.\You went through all that preparation, yet I left without thanking you. response:	I wanted to thank you properly so I got your number from Ren.
context: Unidentified Caller\- Yes? - Nana?\It's me, Takumi.\Do you have a moment to talk?\Sure.\Sorry about yesterday.\You went through all that preparation, yet I left without thanking you.\I wanted to thank you properly so I got your number from Ren. response:	Thank you for coming. Sorry I couldn't prepare you something nicer.
context: - Yes? - Nana?\It's me, Takumi.\Do you have a moment to talk?\Sure.\Sorry about yesterday.\You went through all that preparation, yet I left without thanking you.\I wanted to thank you properly so I got your number from Ren.\Thank you for coming. Sorry I couldn't prepare you something nicer. response:	You're quite the chef.
context: It's me, Takumi.\Do you have a moment to talk?\Sure.\Sorry about yesterday.\You went through all that preparation, yet I left without thanking you.\I wanted to thank you properly so I got your number from Ren.\Thank you for coming. Sorry I couldn't prepare you something nicer.\You're quite the chef. response:	The food was delicious. Thank you.
context: Do you have a moment to talk?\Sure.\Sorry about yesterday.\You went through all that preparation, yet I left without thanking you.\I wanted to thank you properly so I got your number from Ren.\Thank you for coming. Sorry I couldn't prepare you something nicer.\You're quite the chef.\The food was delicious. Thank you. response:	Are you still at work? Sorry to bother you while you're busy.
context: Sure.\Sorry about yesterday.\You went through all that preparation, yet I left without thanking you.\I wanted to thank you properly so I got your number from Ren.\Thank you for coming. Sorry I couldn't prepare you something nicer.\You're quite the chef.\The food was delicious. Thank you.\Are you still at work? Sorry to bother you while you're busy. response:	No, it's okay. I was wandering around without anything to do anyway.
context: Sorry about yesterday.\You went through all that preparation, yet I left without thanking you.\I wanted to thank you properly so I got your number from Ren.\Thank you for coming. Sorry I couldn't prepare you something nicer.\You're quite the chef.\The food was delicious. Thank you.\Are you still at work? Sorry to bother you while you're busy.\No, it's okay. I was wandering around without anything to do anyway. response:	Wandering around? Where are you now?
context: You went through all that preparation, yet I left without thanking you.\I wanted to thank you properly so I got your number from Ren.\Thank you for coming. Sorry I couldn't prepare you something nicer.\You're quite the chef.\The food was delicious. Thank you.\Are you still at work? Sorry to bother you while you're busy.\No, it's okay. I was wandering around without anything to do anyway.\Wandering around? Where are you now? response:	Omotesando.
context: I wanted to thank you properly so I got your number from Ren.\Thank you for coming. Sorry I couldn't prepare you something nicer.\You're quite the chef.\The food was delicious. Thank you.\Are you still at work? Sorry to bother you while you're busy.\No, it's okay. I was wandering around without anything to do anyway.\Wandering around? Where are you now?\Omotesando. response:	Huh? Seriously?
context: Thank you for coming. Sorry I couldn't prepare you something nicer.\You're quite the chef.\The food was delicious. Thank you.\Are you still at work? Sorry to bother you while you're busy.\No, it's okay. I was wandering around without anything to do anyway.\Wandering around? Where are you now?\Omotesando.\Huh? Seriously? response:	I'm in Omotesando too. I'm stuck in traffic.
context: You're quite the chef.\The food was delicious. Thank you.\Are you still at work? Sorry to bother you while you're busy.\No, it's okay. I was wandering around without anything to do anyway.\Wandering around? Where are you now?\Omotesando.\Huh? Seriously?\I'm in Omotesando too. I'm stuck in traffic. response:	No way.
context: The food was delicious. Thank you.\Are you still at work? Sorry to bother you while you're busy.\No, it's okay. I was wandering around without anything to do anyway.\Wandering around? Where are you now?\Omotesando.\Huh? Seriously?\I'm in Omotesando too. I'm stuck in traffic.\No way. response:	Where about?
context: Are you still at work? Sorry to bother you while you're busy.\No, it's okay. I was wandering around without anything to do anyway.\Wandering around? Where are you now?\Omotesando.\Huh? Seriously?\I'm in Omotesando too. I'm stuck in traffic.\No way.\Where about? response:	I'm driving towards Harajuku,., well I'm not moving at the moment.
context: No, it's okay. I was wandering around without anything to do anyway.\Wandering around? Where are you now?\Omotesando.\Huh? Seriously?\I'm in Omotesando too. I'm stuck in traffic.\No way.\Where about?\I'm driving towards Harajuku,., well I'm not moving at the moment. response:	Towards Harajuku? That's the opposite lane.
context: Wandering around? Where are you now?\Omotesando.\Huh? Seriously?\I'm in Omotesando too. I'm stuck in traffic.\No way.\Where about?\I'm driving towards Harajuku,., well I'm not moving at the moment.\Towards Harajuku? That's the opposite lane. response:	The traffic is at a standstill. I'm stopped in front of Gucci.
context: Omotesando.\Huh? Seriously?\I'm in Omotesando too. I'm stuck in traffic.\No way.\Where about?\I'm driving towards Harajuku,., well I'm not moving at the moment.\Towards Harajuku? That's the opposite lane.\The traffic is at a standstill. I'm stopped in front of Gucci. response:	Which kinda car?
context: Huh? Seriously?\I'm in Omotesando too. I'm stuck in traffic.\No way.\Where about?\I'm driving towards Harajuku,., well I'm not moving at the moment.\Towards Harajuku? That's the opposite lane.\The traffic is at a standstill. I'm stopped in front of Gucci.\Which kinda car? response:	A black Gelandewagen.
context: I'm in Omotesando too. I'm stuck in traffic.\No way.\Where about?\I'm driving towards Harajuku,., well I'm not moving at the moment.\Towards Harajuku? That's the opposite lane.\The traffic is at a standstill. I'm stopped in front of Gucci.\Which kinda car?\A black Gelandewagen. response:	A gelen... what? I don't know it. What's it like?
context: No way.\Where about?\I'm driving towards Harajuku,., well I'm not moving at the moment.\Towards Harajuku? That's the opposite lane.\The traffic is at a standstill. I'm stopped in front of Gucci.\Which kinda car?\A black Gelandewagen.\A gelen... what? I don't know it. What's it like? response:	A Mercedes Benz, 4WD.
context: Where about?\I'm driving towards Harajuku,., well I'm not moving at the moment.\Towards Harajuku? That's the opposite lane.\The traffic is at a standstill. I'm stopped in front of Gucci.\Which kinda car?\A black Gelandewagen.\A gelen... what? I don't know it. What's it like?\A Mercedes Benz, 4WD. response:	It's a big car, so it should be easy to spot.
context: I'm driving towards Harajuku,., well I'm not moving at the moment.\Towards Harajuku? That's the opposite lane.\The traffic is at a standstill. I'm stopped in front of Gucci.\Which kinda car?\A black Gelandewagen.\A gelen... what? I don't know it. What's it like?\A Mercedes Benz, 4WD.\It's a big car, so it should be easy to spot. response:	I got it! There it is!
context: Towards Harajuku? That's the opposite lane.\The traffic is at a standstill. I'm stopped in front of Gucci.\Which kinda car?\A black Gelandewagen.\A gelen... what? I don't know it. What's it like?\A Mercedes Benz, 4WD.\It's a big car, so it should be easy to spot.\I got it! There it is! response:	Come over.
context: The traffic is at a standstill. I'm stopped in front of Gucci.\Which kinda car?\A black Gelandewagen.\A gelen... what? I don't know it. What's it like?\A Mercedes Benz, 4WD.\It's a big car, so it should be easy to spot.\I got it! There it is!\Come over. response:	That was the beginning of summer when I was twenty.
context: Which kinda car?\A black Gelandewagen.\A gelen... what? I don't know it. What's it like?\A Mercedes Benz, 4WD.\It's a big car, so it should be easy to spot.\I got it! There it is!\Come over.\That was the beginning of summer when I was twenty. response:	Let's take a side road and go somewhere. Are you hungry?
context: A black Gelandewagen.\A gelen... what? I don't know it. What's it like?\A Mercedes Benz, 4WD.\It's a big car, so it should be easy to spot.\I got it! There it is!\Come over.\That was the beginning of summer when I was twenty.\Let's take a side road and go somewhere. Are you hungry? response:	The only way I could fill the emptiness inside me was to fall in love.
context: A gelen... what? I don't know it. What's it like?\A Mercedes Benz, 4WD.\It's a big car, so it should be easy to spot.\I got it! There it is!\Come over.\That was the beginning of summer when I was twenty.\Let's take a side road and go somewhere. Are you hungry?\The only way I could fill the emptiness inside me was to fall in love. response:	Hachiko is late.
context: A Mercedes Benz, 4WD.\It's a big car, so it should be easy to spot.\I got it! There it is!\Come over.\That was the beginning of summer when I was twenty.\Let's take a side road and go somewhere. Are you hungry?\The only way I could fill the emptiness inside me was to fall in love.\Hachiko is late. response:	I guess we can eat first.
context: It's a big car, so it should be easy to spot.\I got it! There it is!\Come over.\That was the beginning of summer when I was twenty.\Let's take a side road and go somewhere. Are you hungry?\The only way I could fill the emptiness inside me was to fall in love.\Hachiko is late.\I guess we can eat first. response:	She may be doing us a favor.
context: I got it! There it is!\Come over.\That was the beginning of summer when I was twenty.\Let's take a side road and go somewhere. Are you hungry?\The only way I could fill the emptiness inside me was to fall in love.\Hachiko is late.\I guess we can eat first.\She may be doing us a favor. response:	Since you put that do not disturb sign up.
context: Come over.\That was the beginning of summer when I was twenty.\Let's take a side road and go somewhere. Are you hungry?\The only way I could fill the emptiness inside me was to fall in love.\Hachiko is late.\I guess we can eat first.\She may be doing us a favor.\Since you put that do not disturb sign up. response:	That Hachiko really is a loyal dog who knows what to do.
context: That was the beginning of summer when I was twenty.\Let's take a side road and go somewhere. Are you hungry?\The only way I could fill the emptiness inside me was to fall in love.\Hachiko is late.\I guess we can eat first.\She may be doing us a favor.\Since you put that do not disturb sign up.\That Hachiko really is a loyal dog who knows what to do. response:	Unlike those two stray dogs there.
context: Let's take a side road and go somewhere. Are you hungry?\The only way I could fill the emptiness inside me was to fall in love.\Hachiko is late.\I guess we can eat first.\She may be doing us a favor.\Since you put that do not disturb sign up.\That Hachiko really is a loyal dog who knows what to do.\Unlike those two stray dogs there. response:	You got that right.
context: The only way I could fill the emptiness inside me was to fall in love.\Hachiko is late.\I guess we can eat first.\She may be doing us a favor.\Since you put that do not disturb sign up.\That Hachiko really is a loyal dog who knows what to do.\Unlike those two stray dogs there.\You got that right. response:	I wonder how long they plan on staying.
context: Hachiko is late.\I guess we can eat first.\She may be doing us a favor.\Since you put that do not disturb sign up.\That Hachiko really is a loyal dog who knows what to do.\Unlike those two stray dogs there.\You got that right.\I wonder how long they plan on staying. response:	Back then, Nana, everything about the world surrounding you
context: I guess we can eat first.\She may be doing us a favor.\Since you put that do not disturb sign up.\That Hachiko really is a loyal dog who knows what to do.\Unlike those two stray dogs there.\You got that right.\I wonder how long they plan on staying.\Back then, Nana, everything about the world surrounding you response:	seemed so bright and shiny.
context: She may be doing us a favor.\Since you put that do not disturb sign up.\That Hachiko really is a loyal dog who knows what to do.\Unlike those two stray dogs there.\You got that right.\I wonder how long they plan on staying.\Back then, Nana, everything about the world surrounding you\seemed so bright and shiny. response:	It's not like just anyone will do.
context: Since you put that do not disturb sign up.\That Hachiko really is a loyal dog who knows what to do.\Unlike those two stray dogs there.\You got that right.\I wonder how long they plan on staying.\Back then, Nana, everything about the world surrounding you\seemed so bright and shiny.\It's not like just anyone will do. response:	I wanted to be bathed in the same light.
context: That Hachiko really is a loyal dog who knows what to do.\Unlike those two stray dogs there.\You got that right.\I wonder how long they plan on staying.\Back then, Nana, everything about the world surrounding you\seemed so bright and shiny.\It's not like just anyone will do.\I wanted to be bathed in the same light. response:	I reached into the sky
context: Unlike those two stray dogs there.\You got that right.\I wonder how long they plan on staying.\Back then, Nana, everything about the world surrounding you\seemed so bright and shiny.\It's not like just anyone will do.\I wanted to be bathed in the same light.\I reached into the sky response:	But I couldn't reach what I wanted
context: You got that right.\I wonder how long they plan on staying.\Back then, Nana, everything about the world surrounding you\seemed so bright and shiny.\It's not like just anyone will do.\I wanted to be bathed in the same light.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: I wonder how long they plan on staying.\Back then, Nana, everything about the world surrounding you\seemed so bright and shiny.\It's not like just anyone will do.\I wanted to be bathed in the same light.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: Back then, Nana, everything about the world surrounding you\seemed so bright and shiny.\It's not like just anyone will do.\I wanted to be bathed in the same light.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: seemed so bright and shiny.\It's not like just anyone will do.\I wanted to be bathed in the same light.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
