context: Signs response:	Opening 1st Frame
context: we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf response:	OUD...
context: and soar through the sky\with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD... response:	Der Feind ist grausam... Wir bringen...
context: with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen... response:	Der Feind ist riesig... Wir springen...
context: O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen... response:	Gloria
context: Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria response:	O Sieg
context: Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria\O Sieg response:	Flugel der Freiheit
context: O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit response:	DO Ringe der Torheit
context: Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit response:	Flugel der Freiheit
context: OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit response:	tatoeba ore ga oreja naitoshite
context: Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\tatoeba ore ga oreja naitoshite response:	omae wa omaedato iikirerunoka
context: Der Feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka response:	suna no utsuwa wo kowashite koboreta
context: Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta response:	kokoro wo hirotte atsumerareruka
context: O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka response:	dareka no yobu koe ga
context: Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga response:	miminari ni kawatta
context: DO Ringe der Torheit\Flugel der Freiheit\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta response:	toki ga tomatta mitaida
context: Flugel der Freiheit\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida response:	saa me wo samase
context: tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase response:	fukai yami wo ore wa arukidashita
context: omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita response:	hayate mitai ni nigedashita
context: suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita response:	ikita shikabane mitaidatta
context: kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta response:	oretachi wa kabe no soto e
context: dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e response:	mata aouze chizu ni nai bashode
context: miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode response:	If we suppose that I am not me,
context: toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me, response:	Can you say with certainty that you are you?
context: saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you? response:	Will you be able to pick up after yourself
context: fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself response:	Once your sand-like shell breaks and your heart crumbles?
context: hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles? response:	I could hear someone calling
context: ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling response:	But now my ears are just ringing
context: oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing response:	It's as if time has frozen
context: mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen response:	Now, wake up
context: If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up response:	I began to walk through a deep dark abyss
context: Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss response:	As swift as a gale, I escaped for my life
context: Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss\As swift as a gale, I escaped for my life response:	I felt like a living corpse
context: Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss\As swift as a gale, I escaped for my life\I felt like a living corpse response:	We break out of our walls
context: I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss\As swift as a gale, I escaped for my life\I felt like a living corpse\We break out of our walls response:	To reunite in worlds we've yet to map
