context: Is that... response:	Could that be...
context: Center, right?\Aces are usually like the mohawk guy on your team, the wing spikers, right?\Do position names have anything to do with it?\The one who's able to score the most points is the ace, right?\Simple as that.\Well, see you tomorrow.\I'll be the first one to stop your quick tomorrow, Hinata.\The one who's able to score the most points is the ace. response:	With their own hands...
context: Aces are usually like the mohawk guy on your team, the wing spikers, right?\Do position names have anything to do with it?\The one who's able to score the most points is the ace, right?\Simple as that.\Well, see you tomorrow.\I'll be the first one to stop your quick tomorrow, Hinata.\The one who's able to score the most points is the ace.\With their own hands... response:	Ubugawa Karasuno
context: Do position names have anything to do with it?\The one who's able to score the most points is the ace, right?\Simple as that.\Well, see you tomorrow.\I'll be the first one to stop your quick tomorrow, Hinata.\The one who's able to score the most points is the ace.\With their own hands...\Ubugawa Karasuno response:	Bring it!
context: The one who's able to score the most points is the ace, right?\Simple as that.\Well, see you tomorrow.\I'll be the first one to stop your quick tomorrow, Hinata.\The one who's able to score the most points is the ace.\With their own hands...\Ubugawa Karasuno\Bring it! response:	All right!
context: Simple as that.\Well, see you tomorrow.\I'll be the first one to stop your quick tomorrow, Hinata.\The one who's able to score the most points is the ace.\With their own hands...\Ubugawa Karasuno\Bring it!\All right! response:	Karasuno looks a lot calmer than they were during Golden Week.
context: Well, see you tomorrow.\I'll be the first one to stop your quick tomorrow, Hinata.\The one who's able to score the most points is the ace.\With their own hands...\Ubugawa Karasuno\Bring it!\All right!\Karasuno looks a lot calmer than they were during Golden Week. response:	Not to mention, they've got their 10's usual quick attack.
context: I'll be the first one to stop your quick tomorrow, Hinata.\The one who's able to score the most points is the ace.\With their own hands...\Ubugawa Karasuno\Bring it!\All right!\Karasuno looks a lot calmer than they were during Golden Week.\Not to mention, they've got their 10's usual quick attack. response:	Yeah. It does seem that they're much more stable overall.
context: The one who's able to score the most points is the ace.\With their own hands...\Ubugawa Karasuno\Bring it!\All right!\Karasuno looks a lot calmer than they were during Golden Week.\Not to mention, they've got their 10's usual quick attack.\Yeah. It does seem that they're much more stable overall. response:	But are you content with that, Karasuno?
context: With their own hands...\Ubugawa Karasuno\Bring it!\All right!\Karasuno looks a lot calmer than they were during Golden Week.\Not to mention, they've got their 10's usual quick attack.\Yeah. It does seem that they're much more stable overall.\But are you content with that, Karasuno? response:	You lost with the power you have right now, didn't you?
context: Ubugawa Karasuno\Bring it!\All right!\Karasuno looks a lot calmer than they were during Golden Week.\Not to mention, they've got their 10's usual quick attack.\Yeah. It does seem that they're much more stable overall.\But are you content with that, Karasuno?\You lost with the power you have right now, didn't you? response:	That's why you came here.
context: Bring it!\All right!\Karasuno looks a lot calmer than they were during Golden Week.\Not to mention, they've got their 10's usual quick attack.\Yeah. It does seem that they're much more stable overall.\But are you content with that, Karasuno?\You lost with the power you have right now, didn't you?\That's why you came here. response:	To become stronger, right?
context: All right!\Karasuno looks a lot calmer than they were during Golden Week.\Not to mention, they've got their 10's usual quick attack.\Yeah. It does seem that they're much more stable overall.\But are you content with that, Karasuno?\You lost with the power you have right now, didn't you?\That's why you came here.\To become stronger, right? response:	All right! Our opponents still aren't able to counter you weird quick attack,
context: Karasuno looks a lot calmer than they were during Golden Week.\Not to mention, they've got their 10's usual quick attack.\Yeah. It does seem that they're much more stable overall.\But are you content with that, Karasuno?\You lost with the power you have right now, didn't you?\That's why you came here.\To become stronger, right?\All right! Our opponents still aren't able to counter you weird quick attack, response:	so keep on using it!
context: Not to mention, they've got their 10's usual quick attack.\Yeah. It does seem that they're much more stable overall.\But are you content with that, Karasuno?\You lost with the power you have right now, didn't you?\That's why you came here.\To become stronger, right?\All right! Our opponents still aren't able to counter you weird quick attack,\so keep on using it! response:	Right.
context: Yeah. It does seem that they're much more stable overall.\But are you content with that, Karasuno?\You lost with the power you have right now, didn't you?\That's why you came here.\To become stronger, right?\All right! Our opponents still aren't able to counter you weird quick attack,\so keep on using it!\Right. response:	Right...
context: But are you content with that, Karasuno?\You lost with the power you have right now, didn't you?\That's why you came here.\To become stronger, right?\All right! Our opponents still aren't able to counter you weird quick attack,\so keep on using it!\Right.\Right... response:	Need a towel?
context: You lost with the power you have right now, didn't you?\That's why you came here.\To become stronger, right?\All right! Our opponents still aren't able to counter you weird quick attack,\so keep on using it!\Right.\Right...\Need a towel? response:	Oh, yeah.
context: That's why you came here.\To become stronger, right?\All right! Our opponents still aren't able to counter you weird quick attack,\so keep on using it!\Right.\Right...\Need a towel?\Oh, yeah. response:	4!
context: To become stronger, right?\All right! Our opponents still aren't able to counter you weird quick attack,\so keep on using it!\Right.\Right...\Need a towel?\Oh, yeah.\4! response:	It went up! Kenma, cover!
context: All right! Our opponents still aren't able to counter you weird quick attack,\so keep on using it!\Right.\Right...\Need a towel?\Oh, yeah.\4!\It went up! Kenma, cover! response:	Left! Left!
context: so keep on using it!\Right.\Right...\Need a towel?\Oh, yeah.\4!\It went up! Kenma, cover!\Left! Left! response:	Give it to me!
context: Right.\Right...\Need a towel?\Oh, yeah.\4!\It went up! Kenma, cover!\Left! Left!\Give it to me! response:	All right!
context: Right...\Need a towel?\Oh, yeah.\4!\It went up! Kenma, cover!\Left! Left!\Give it to me!\All right! response:	Nice kill, Lev!
context: Need a towel?\Oh, yeah.\4!\It went up! Kenma, cover!\Left! Left!\Give it to me!\All right!\Nice kill, Lev! response:	Sorry for being rude.
context: Oh, yeah.\4!\It went up! Kenma, cover!\Left! Left!\Give it to me!\All right!\Nice kill, Lev!\Sorry for being rude. response:	I overstepped my bounds.
context: 4!\It went up! Kenma, cover!\Left! Left!\Give it to me!\All right!\Nice kill, Lev!\Sorry for being rude.\I overstepped my bounds. response:	And I keep telling you not to worry about it.
context: It went up! Kenma, cover!\Left! Left!\Give it to me!\All right!\Nice kill, Lev!\Sorry for being rude.\I overstepped my bounds.\And I keep telling you not to worry about it. response:	But if you're asking for a slide hit out of nowhere, I can't always keep up.
context: Left! Left!\Give it to me!\All right!\Nice kill, Lev!\Sorry for being rude.\I overstepped my bounds.\And I keep telling you not to worry about it.\But if you're asking for a slide hit out of nowhere, I can't always keep up. response:	So that's called a slide hit?!
context: Give it to me!\All right!\Nice kill, Lev!\Sorry for being rude.\I overstepped my bounds.\And I keep telling you not to worry about it.\But if you're asking for a slide hit out of nowhere, I can't always keep up.\So that's called a slide hit?! response:	That's so cool!
context: All right!\Nice kill, Lev!\Sorry for being rude.\I overstepped my bounds.\And I keep telling you not to worry about it.\But if you're asking for a slide hit out of nowhere, I can't always keep up.\So that's called a slide hit?!\That's so cool! response:	So that was an unplanned slide hit?!
context: Nice kill, Lev!\Sorry for being rude.\I overstepped my bounds.\And I keep telling you not to worry about it.\But if you're asking for a slide hit out of nowhere, I can't always keep up.\So that's called a slide hit?!\That's so cool!\So that was an unplanned slide hit?! response:	Well, I was still able to do it.
context: Sorry for being rude.\I overstepped my bounds.\And I keep telling you not to worry about it.\But if you're asking for a slide hit out of nowhere, I can't always keep up.\So that's called a slide hit?!\That's so cool!\So that was an unplanned slide hit?!\Well, I was still able to do it. response:	I'm Nekoma's ace.
context: I overstepped my bounds.\And I keep telling you not to worry about it.\But if you're asking for a slide hit out of nowhere, I can't always keep up.\So that's called a slide hit?!\That's so cool!\So that was an unplanned slide hit?!\Well, I was still able to do it.\I'm Nekoma's ace. response:	Center ace...
context: And I keep telling you not to worry about it.\But if you're asking for a slide hit out of nowhere, I can't always keep up.\So that's called a slide hit?!\That's so cool!\So that was an unplanned slide hit?!\Well, I was still able to do it.\I'm Nekoma's ace.\Center ace... response:	Kenma! It's your turn to serve!
context: But if you're asking for a slide hit out of nowhere, I can't always keep up.\So that's called a slide hit?!\That's so cool!\So that was an unplanned slide hit?!\Well, I was still able to do it.\I'm Nekoma's ace.\Center ace...\Kenma! It's your turn to serve! response:	We lost in the IH prelims.
context: So that's called a slide hit?!\That's so cool!\So that was an unplanned slide hit?!\Well, I was still able to do it.\I'm Nekoma's ace.\Center ace...\Kenma! It's your turn to serve!\We lost in the IH prelims. response:	What do we need to choose to move forward?
context: That's so cool!\So that was an unplanned slide hit?!\Well, I was still able to do it.\I'm Nekoma's ace.\Center ace...\Kenma! It's your turn to serve!\We lost in the IH prelims.\What do we need to choose to move forward? response:	I'm not sure if it's the proper path,
context: So that was an unplanned slide hit?!\Well, I was still able to do it.\I'm Nekoma's ace.\Center ace...\Kenma! It's your turn to serve!\We lost in the IH prelims.\What do we need to choose to move forward?\I'm not sure if it's the proper path, response:	Kenma-san! One more! Nice serve!
context: Well, I was still able to do it.\I'm Nekoma's ace.\Center ace...\Kenma! It's your turn to serve!\We lost in the IH prelims.\What do we need to choose to move forward?\I'm not sure if it's the proper path,\Kenma-san! One more! Nice serve! response:	but we've got new blood flowing through our veins.
context: I'm Nekoma's ace.\Center ace...\Kenma! It's your turn to serve!\We lost in the IH prelims.\What do we need to choose to move forward?\I'm not sure if it's the proper path,\Kenma-san! One more! Nice serve!\but we've got new blood flowing through our veins. response:	Does Karasuno want stability in order to achieve more power?
context: Center ace...\Kenma! It's your turn to serve!\We lost in the IH prelims.\What do we need to choose to move forward?\I'm not sure if it's the proper path,\Kenma-san! One more! Nice serve!\but we've got new blood flowing through our veins.\Does Karasuno want stability in order to achieve more power? response:	Or is it...
context: Kenma! It's your turn to serve!\We lost in the IH prelims.\What do we need to choose to move forward?\I'm not sure if it's the proper path,\Kenma-san! One more! Nice serve!\but we've got new blood flowing through our veins.\Does Karasuno want stability in order to achieve more power?\Or is it... response:	evolution?
context: We lost in the IH prelims.\What do we need to choose to move forward?\I'm not sure if it's the proper path,\Kenma-san! One more! Nice serve!\but we've got new blood flowing through our veins.\Does Karasuno want stability in order to achieve more power?\Or is it...\evolution? response:	Lev's finally blending in with the team.
context: What do we need to choose to move forward?\I'm not sure if it's the proper path,\Kenma-san! One more! Nice serve!\but we've got new blood flowing through our veins.\Does Karasuno want stability in order to achieve more power?\Or is it...\evolution?\Lev's finally blending in with the team. response:	Yeah, even though it's little by little.
context: I'm not sure if it's the proper path,\Kenma-san! One more! Nice serve!\but we've got new blood flowing through our veins.\Does Karasuno want stability in order to achieve more power?\Or is it...\evolution?\Lev's finally blending in with the team.\Yeah, even though it's little by little. response:	That's not true!
context: Kenma-san! One more! Nice serve!\but we've got new blood flowing through our veins.\Does Karasuno want stability in order to achieve more power?\Or is it...\evolution?\Lev's finally blending in with the team.\Yeah, even though it's little by little.\That's not true! response:	Oh? Do you feel like you're not quite there yet?
context: but we've got new blood flowing through our veins.\Does Karasuno want stability in order to achieve more power?\Or is it...\evolution?\Lev's finally blending in with the team.\Yeah, even though it's little by little.\That's not true!\Oh? Do you feel like you're not quite there yet? response:	I'm already an indispensable part of the team! The ace.
context: Does Karasuno want stability in order to achieve more power?\Or is it...\evolution?\Lev's finally blending in with the team.\Yeah, even though it's little by little.\That's not true!\Oh? Do you feel like you're not quite there yet?\I'm already an indispensable part of the team! The ace. response:	You're an ace at not understanding the position you play, maybe.
context: Or is it...\evolution?\Lev's finally blending in with the team.\Yeah, even though it's little by little.\That's not true!\Oh? Do you feel like you're not quite there yet?\I'm already an indispensable part of the team! The ace.\You're an ace at not understanding the position you play, maybe. response:	Episode 5: Greed
context: evolution?\Lev's finally blending in with the team.\Yeah, even though it's little by little.\That's not true!\Oh? Do you feel like you're not quite there yet?\I'm already an indispensable part of the team! The ace.\You're an ace at not understanding the position you play, maybe.\Episode 5: Greed response:	Next time on Haikyu!! Greed.
