context: The universe has a beginning, but no end. response:	Infinite.
context: Mayushii's Juicy Fried Chicken 1 got frozen...\Well, something involving Steins Gate is at work here! That's clear, anyway!\That again?\Daru, don't you want to try eating this\No, I don't.\Then we'll give the honor to Mayuri.\The gel-bana was soft and squishy.\And it had no taste. response:	You ate it?
context: Well, something involving Steins Gate is at work here! That's clear, anyway!\That again?\Daru, don't you want to try eating this\No, I don't.\Then we'll give the honor to Mayuri.\The gel-bana was soft and squishy.\And it had no taste.\You ate it? response:	Mayushii?
context: That again?\Daru, don't you want to try eating this\No, I don't.\Then we'll give the honor to Mayuri.\The gel-bana was soft and squishy.\And it had no taste.\You ate it?\Mayushii? response:	Say, Your banana is soft and squishy.
context: Daru, don't you want to try eating this\No, I don't.\Then we'll give the honor to Mayuri.\The gel-bana was soft and squishy.\And it had no taste.\You ate it?\Mayushii?\Say, Your banana is soft and squishy. response:	Your banana is soft
context: No, I don't.\Then we'll give the honor to Mayuri.\The gel-bana was soft and squishy.\And it had no taste.\You ate it?\Mayushii?\Say, Your banana is soft and squishy.\Your banana is soft response:	Don't make her say that, pervert!
context: Then we'll give the honor to Mayuri.\The gel-bana was soft and squishy.\And it had no taste.\You ate it?\Mayushii?\Say, Your banana is soft and squishy.\Your banana is soft\Don't make her say that, pervert! response:	I-I'm melting...
context: The gel-bana was soft and squishy.\And it had no taste.\You ate it?\Mayushii?\Say, Your banana is soft and squishy.\Your banana is soft\Don't make her say that, pervert!\I-I'm melting... response:	It hasn't been ten minutes since we left the lab.
context: And it had no taste.\You ate it?\Mayushii?\Say, Your banana is soft and squishy.\Your banana is soft\Don't make her say that, pervert!\I-I'm melting...\It hasn't been ten minutes since we left the lab. response:	When the summer gets hot, I don't want to go any farther than Feyris-tan's.
context: You ate it?\Mayushii?\Say, Your banana is soft and squishy.\Your banana is soft\Don't make her say that, pervert!\I-I'm melting...\It hasn't been ten minutes since we left the lab.\When the summer gets hot, I don't want to go any farther than Feyris-tan's. response:	I wish they'd just hold it at MayQueen Nyan Nyan.
context: Mayushii?\Say, Your banana is soft and squishy.\Your banana is soft\Don't make her say that, pervert!\I-I'm melting...\It hasn't been ten minutes since we left the lab.\When the summer gets hot, I don't want to go any farther than Feyris-tan's.\I wish they'd just hold it at MayQueen Nyan Nyan. response:	They're not going to hold a university lecture at a maid cafe.
context: Say, Your banana is soft and squishy.\Your banana is soft\Don't make her say that, pervert!\I-I'm melting...\It hasn't been ten minutes since we left the lab.\When the summer gets hot, I don't want to go any farther than Feyris-tan's.\I wish they'd just hold it at MayQueen Nyan Nyan.\They're not going to hold a university lecture at a maid cafe. response:	If they didn't take attendance, I'd never go.
context: Your banana is soft\Don't make her say that, pervert!\I-I'm melting...\It hasn't been ten minutes since we left the lab.\When the summer gets hot, I don't want to go any farther than Feyris-tan's.\I wish they'd just hold it at MayQueen Nyan Nyan.\They're not going to hold a university lecture at a maid cafe.\If they didn't take attendance, I'd never go. response:	It's so cold.
context: Don't make her say that, pervert!\I-I'm melting...\It hasn't been ten minutes since we left the lab.\When the summer gets hot, I don't want to go any farther than Feyris-tan's.\I wish they'd just hold it at MayQueen Nyan Nyan.\They're not going to hold a university lecture at a maid cafe.\If they didn't take attendance, I'd never go.\It's so cold. response:	I'm alive.
context: I-I'm melting...\It hasn't been ten minutes since we left the lab.\When the summer gets hot, I don't want to go any farther than Feyris-tan's.\I wish they'd just hold it at MayQueen Nyan Nyan.\They're not going to hold a university lecture at a maid cafe.\If they didn't take attendance, I'd never go.\It's so cold.\I'm alive. response:	A satellite fell, didn't it?
context: It hasn't been ten minutes since we left the lab.\When the summer gets hot, I don't want to go any farther than Feyris-tan's.\I wish they'd just hold it at MayQueen Nyan Nyan.\They're not going to hold a university lecture at a maid cafe.\If they didn't take attendance, I'd never go.\It's so cold.\I'm alive.\A satellite fell, didn't it? response:	That again?
context: When the summer gets hot, I don't want to go any farther than Feyris-tan's.\I wish they'd just hold it at MayQueen Nyan Nyan.\They're not going to hold a university lecture at a maid cafe.\If they didn't take attendance, I'd never go.\It's so cold.\I'm alive.\A satellite fell, didn't it?\That again? response:	You're not going to the Radio building to see it?
context: I wish they'd just hold it at MayQueen Nyan Nyan.\They're not going to hold a university lecture at a maid cafe.\If they didn't take attendance, I'd never go.\It's so cold.\I'm alive.\A satellite fell, didn't it?\That again?\You're not going to the Radio building to see it? response:	Probably too many onlookers to see it anyway.
context: They're not going to hold a university lecture at a maid cafe.\If they didn't take attendance, I'd never go.\It's so cold.\I'm alive.\A satellite fell, didn't it?\That again?\You're not going to the Radio building to see it?\Probably too many onlookers to see it anyway. response:	I'm reading the reports on @chan,
context: If they didn't take attendance, I'd never go.\It's so cold.\I'm alive.\A satellite fell, didn't it?\That again?\You're not going to the Radio building to see it?\Probably too many onlookers to see it anyway.\I'm reading the reports on @chan, response:	from the people who went.
context: It's so cold.\I'm alive.\A satellite fell, didn't it?\That again?\You're not going to the Radio building to see it?\Probably too many onlookers to see it anyway.\I'm reading the reports on @chan,\from the people who went. response:	Work Temporarily Canceled.
context: I'm alive.\A satellite fell, didn't it?\That again?\You're not going to the Radio building to see it?\Probably too many onlookers to see it anyway.\I'm reading the reports on @chan,\from the people who went.\Work Temporarily Canceled. response:	Another giant thread?
context: A satellite fell, didn't it?\That again?\You're not going to the Radio building to see it?\Probably too many onlookers to see it anyway.\I'm reading the reports on @chan,\from the people who went.\Work Temporarily Canceled.\Another giant thread? response:	Oh, right. Back then...
context: That again?\You're not going to the Radio building to see it?\Probably too many onlookers to see it anyway.\I'm reading the reports on @chan,\from the people who went.\Work Temporarily Canceled.\Another giant thread?\Oh, right. Back then... response:	Give me your cell phone.
context: You're not going to the Radio building to see it?\Probably too many onlookers to see it anyway.\I'm reading the reports on @chan,\from the people who went.\Work Temporarily Canceled.\Another giant thread?\Oh, right. Back then...\Give me your cell phone. response:	Why?
context: Probably too many onlookers to see it anyway.\I'm reading the reports on @chan,\from the people who went.\Work Temporarily Canceled.\Another giant thread?\Oh, right. Back then...\Give me your cell phone.\Why? response:	Just do it!
context: I'm reading the reports on @chan,\from the people who went.\Work Temporarily Canceled.\Another giant thread?\Oh, right. Back then...\Give me your cell phone.\Why?\Just do it! response:	That's a privacy violation! Not allowed!
context: from the people who went.\Work Temporarily Canceled.\Another giant thread?\Oh, right. Back then...\Give me your cell phone.\Why?\Just do it!\That's a privacy violation! Not allowed! response:	I sent you a message!
context: Work Temporarily Canceled.\Another giant thread?\Oh, right. Back then...\Give me your cell phone.\Why?\Just do it!\That's a privacy violation! Not allowed!\I sent you a message! response:	A message about Makise Kurisu being stabbed.
context: Another giant thread?\Oh, right. Back then...\Give me your cell phone.\Why?\Just do it!\That's a privacy violation! Not allowed!\I sent you a message!\A message about Makise Kurisu being stabbed. response:	Oh, the one from last week?
context: Oh, right. Back then...\Give me your cell phone.\Why?\Just do it!\That's a privacy violation! Not allowed!\I sent you a message!\A message about Makise Kurisu being stabbed.\Oh, the one from last week? response:	Last week?
context: Give me your cell phone.\Why?\Just do it!\That's a privacy violation! Not allowed!\I sent you a message!\A message about Makise Kurisu being stabbed.\Oh, the one from last week?\Last week? response:	It was split into three messages.
context: Why?\Just do it!\That's a privacy violation! Not allowed!\I sent you a message!\A message about Makise Kurisu being stabbed.\Oh, the one from last week?\Last week?\It was split into three messages. response:	I thought it was spam!
context: Just do it!\That's a privacy violation! Not allowed!\I sent you a message!\A message about Makise Kurisu being stabbed.\Oh, the one from last week?\Last week?\It was split into three messages.\I thought it was spam! response:	See?
context: That's a privacy violation! Not allowed!\I sent you a message!\A message about Makise Kurisu being stabbed.\Oh, the one from last week?\Last week?\It was split into three messages.\I thought it was spam!\See? response:	Okabe Rintarou (No Subject)
context: I sent you a message!\A message about Makise Kurisu being stabbed.\Oh, the one from last week?\Last week?\It was split into three messages.\I thought it was spam!\See?\Okabe Rintarou (No Subject) response:	Okabe Rintarou (No Subject)
context: A message about Makise Kurisu being stabbed.\Oh, the one from last week?\Last week?\It was split into three messages.\I thought it was spam!\See?\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject) response:	Okabe Rintarou (No Subject)
context: Oh, the one from last week?\Last week?\It was split into three messages.\I thought it was spam!\See?\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject) response:	Sent on July 23rd, 12:56...
context: Last week?\It was split into three messages.\I thought it was spam!\See?\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Sent on July 23rd, 12:56... response:	Looks like
context: It was split into three messages.\I thought it was spam!\See?\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Sent on July 23rd, 12:56...\Looks like response:	someone stabbed
context: I thought it was spam!\See?\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Sent on July 23rd, 12:56...\Looks like\someone stabbed response:	Makise Kurisu.
context: See?\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Sent on July 23rd, 12:56...\Looks like\someone stabbed\Makise Kurisu. response:	See?
context: Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Sent on July 23rd, 12:56...\Looks like\someone stabbed\Makise Kurisu.\See? response:	Last week... Let me check my sent folder.
context: Okabe Rintarou (No Subject)\Okabe Rintarou (No Subject)\Sent on July 23rd, 12:56...\Looks like\someone stabbed\Makise Kurisu.\See?\Last week... Let me check my sent folder. response:	Mayuri Re: Upa... Daru Let's go! Mayuri Look at this
context: Okabe Rintarou (No Subject)\Sent on July 23rd, 12:56...\Looks like\someone stabbed\Makise Kurisu.\See?\Last week... Let me check my sent folder.\Mayuri Re: Upa... Daru Let's go! Mayuri Look at this response:	Daru Let's go! Mayuri Look at this Mayuri Re: Don't sell it
context: Sent on July 23rd, 12:56...\Looks like\someone stabbed\Makise Kurisu.\See?\Last week... Let me check my sent folder.\Mayuri Re: Upa... Daru Let's go! Mayuri Look at this\Daru Let's go! Mayuri Look at this Mayuri Re: Don't sell it response:	It's not here!
context: Looks like\someone stabbed\Makise Kurisu.\See?\Last week... Let me check my sent folder.\Mayuri Re: Upa... Daru Let's go! Mayuri Look at this\Daru Let's go! Mayuri Look at this Mayuri Re: Don't sell it\It's not here! response:	Mayuri Look at this Mayuri Re: Don't sell it Feyris Re: Prophecy Song
context: someone stabbed\Makise Kurisu.\See?\Last week... Let me check my sent folder.\Mayuri Re: Upa... Daru Let's go! Mayuri Look at this\Daru Let's go! Mayuri Look at this Mayuri Re: Don't sell it\It's not here!\Mayuri Look at this Mayuri Re: Don't sell it Feyris Re: Prophecy Song response:	Mayuri Re: Don't sell it Feyris Re: Prophecy Song Ruka Re: I made snacks
context: Makise Kurisu.\See?\Last week... Let me check my sent folder.\Mayuri Re: Upa... Daru Let's go! Mayuri Look at this\Daru Let's go! Mayuri Look at this Mayuri Re: Don't sell it\It's not here!\Mayuri Look at this Mayuri Re: Don't sell it Feyris Re: Prophecy Song\Mayuri Re: Don't sell it Feyris Re: Prophecy Song Ruka Re: I made snacks response:	Feyris Re: Prophecy Song Ruka Re: I made snacks Daru Re: (No subject)
context: See?\Last week... Let me check my sent folder.\Mayuri Re: Upa... Daru Let's go! Mayuri Look at this\Daru Let's go! Mayuri Look at this Mayuri Re: Don't sell it\It's not here!\Mayuri Look at this Mayuri Re: Don't sell it Feyris Re: Prophecy Song\Mayuri Re: Don't sell it Feyris Re: Prophecy Song Ruka Re: I made snacks\Feyris Re: Prophecy Song Ruka Re: I made snacks Daru Re: (No subject) response:	What is today?
context: Last week... Let me check my sent folder.\Mayuri Re: Upa... Daru Let's go! Mayuri Look at this\Daru Let's go! Mayuri Look at this Mayuri Re: Don't sell it\It's not here!\Mayuri Look at this Mayuri Re: Don't sell it Feyris Re: Prophecy Song\Mayuri Re: Don't sell it Feyris Re: Prophecy Song Ruka Re: I made snacks\Feyris Re: Prophecy Song Ruka Re: I made snacks Daru Re: (No subject)\What is today? response:	The... The 28th.
context: Mayuri Re: Upa... Daru Let's go! Mayuri Look at this\Daru Let's go! Mayuri Look at this Mayuri Re: Don't sell it\It's not here!\Mayuri Look at this Mayuri Re: Don't sell it Feyris Re: Prophecy Song\Mayuri Re: Don't sell it Feyris Re: Prophecy Song Ruka Re: I made snacks\Feyris Re: Prophecy Song Ruka Re: I made snacks Daru Re: (No subject)\What is today?\The... The 28th. response:	What's wrong?
context: Daru Let's go! Mayuri Look at this Mayuri Re: Don't sell it\It's not here!\Mayuri Look at this Mayuri Re: Don't sell it Feyris Re: Prophecy Song\Mayuri Re: Don't sell it Feyris Re: Prophecy Song Ruka Re: I made snacks\Feyris Re: Prophecy Song Ruka Re: I made snacks Daru Re: (No subject)\What is today?\The... The 28th.\What's wrong? response:	The message was sent to the past...
context: It's not here!\Mayuri Look at this Mayuri Re: Don't sell it Feyris Re: Prophecy Song\Mayuri Re: Don't sell it Feyris Re: Prophecy Song Ruka Re: I made snacks\Feyris Re: Prophecy Song Ruka Re: I made snacks Daru Re: (No subject)\What is today?\The... The 28th.\What's wrong?\The message was sent to the past... response:	kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai
context: Mayuri Look at this Mayuri Re: Don't sell it Feyris Re: Prophecy Song\Mayuri Re: Don't sell it Feyris Re: Prophecy Song Ruka Re: I made snacks\Feyris Re: Prophecy Song Ruka Re: I made snacks Daru Re: (No subject)\What is today?\The... The 28th.\What's wrong?\The message was sent to the past...\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai response:	We cannot escape the 12 merciless truths and the controlled oath we took
context: Mayuri Re: Don't sell it Feyris Re: Prophecy Song Ruka Re: I made snacks\Feyris Re: Prophecy Song Ruka Re: I made snacks Daru Re: (No subject)\What is today?\The... The 28th.\What's wrong?\The message was sent to the past...\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took response:	ansoku no asu wo negattara
context: Feyris Re: Prophecy Song Ruka Re: I made snacks Daru Re: (No subject)\What is today?\The... The 28th.\What's wrong?\The message was sent to the past...\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara response:	If we wish for a tomorrow full of rest
context: What is today?\The... The 28th.\What's wrong?\The message was sent to the past...\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest response:	te no naka no toutoi jishou no chihei he
context: The... The 28th.\What's wrong?\The message was sent to the past...\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he response:	to be given to the precious event horizon in our hands
context: What's wrong?\The message was sent to the past...\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands response:	toraware shi meiyaku arawareta gishou no rinkaku
context: The message was sent to the past...\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku response:	the promise we made in captivity turns out to be a phantom
context: kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	habatake butterfly
context: to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly response:	A flapping butterfly
context: toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly response:	kiseki no butterfly
context: the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly response:	A miraculous butterfly
context: seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly response:	anata he sasageru
context: The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru response:	I will consecrate them to you
context: seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you response:	namida no butterfly
context: The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly response:	A butterfly of tears
context: habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears response:	mabushii butterfly
context: A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly response:	A radiant butterfly
context: kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly response:	subete ga ima kakikaerareru
context: A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru response:	Everything may now be rewritten
context: anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru\Everything may now be rewritten response:	subete ga ima kakikaerareru
context: I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru\Everything may now be rewritten\subete ga ima kakikaerareru response:	Everything may now be rewritten
