context: Tatara Nishi High School response:	Tamaki Mari-san and Kobuchizawa Shirase-san will be embarking
context: Yesterday, when you were talking, I finally realized.\You weren't the one hanging on, I was.\Having you rely on me, consult with me... me getting exasperated with you,\pretending to mother you, acting so smart around you...\Because if I didn't have that, I didn't have anything.\Civilian Icebreaker Ship Leaves Port for First Time in Three Years\And because I wasn't anything, I didn't want you to have anything.\You're not the one who was worthless. response:	I am!
context: You weren't the one hanging on, I was.\Having you rely on me, consult with me... me getting exasperated with you,\pretending to mother you, acting so smart around you...\Because if I didn't have that, I didn't have anything.\Civilian Icebreaker Ship Leaves Port for First Time in Three Years\And because I wasn't anything, I didn't want you to have anything.\You're not the one who was worthless.\I am! response:	I'm the one who needs to go somewhere that isn't here!
context: Having you rely on me, consult with me... me getting exasperated with you,\pretending to mother you, acting so smart around you...\Because if I didn't have that, I didn't have anything.\Civilian Icebreaker Ship Leaves Port for First Time in Three Years\And because I wasn't anything, I didn't want you to have anything.\You're not the one who was worthless.\I am!\I'm the one who needs to go somewhere that isn't here! response:	So long.
context: pretending to mother you, acting so smart around you...\Because if I didn't have that, I didn't have anything.\Civilian Icebreaker Ship Leaves Port for First Time in Three Years\And because I wasn't anything, I didn't want you to have anything.\You're not the one who was worthless.\I am!\I'm the one who needs to go somewhere that isn't here!\So long. response:	Megu-chan!
context: Because if I didn't have that, I didn't have anything.\Civilian Icebreaker Ship Leaves Port for First Time in Three Years\And because I wasn't anything, I didn't want you to have anything.\You're not the one who was worthless.\I am!\I'm the one who needs to go somewhere that isn't here!\So long.\Megu-chan! response:	Come with me.
context: Civilian Icebreaker Ship Leaves Port for First Time in Three Years\And because I wasn't anything, I didn't want you to have anything.\You're not the one who was worthless.\I am!\I'm the one who needs to go somewhere that isn't here!\So long.\Megu-chan!\Come with me. response:	Where?
context: And because I wasn't anything, I didn't want you to have anything.\You're not the one who was worthless.\I am!\I'm the one who needs to go somewhere that isn't here!\So long.\Megu-chan!\Come with me.\Where? response:	To Antarctica!
context: You're not the one who was worthless.\I am!\I'm the one who needs to go somewhere that isn't here!\So long.\Megu-chan!\Come with me.\Where?\To Antarctica! response:	Don't be stupid.
context: I am!\I'm the one who needs to go somewhere that isn't here!\So long.\Megu-chan!\Come with me.\Where?\To Antarctica!\Don't be stupid. response:	I'm finally taking my first step
context: I'm the one who needs to go somewhere that isn't here!\So long.\Megu-chan!\Come with me.\Where?\To Antarctica!\Don't be stupid.\I'm finally taking my first step response:	into a world without you.
context: So long.\Megu-chan!\Come with me.\Where?\To Antarctica!\Don't be stupid.\I'm finally taking my first step\into a world without you. response:	New Message
context: Megu-chan!\Come with me.\Where?\To Antarctica!\Don't be stupid.\I'm finally taking my first step\into a world without you.\New Message response:	To: Mom
context: Come with me.\Where?\To Antarctica!\Don't be stupid.\I'm finally taking my first step\into a world without you.\New Message\To: Mom response:	We're taking our first step.
context: Where?\To Antarctica!\Don't be stupid.\I'm finally taking my first step\into a world without you.\New Message\To: Mom\We're taking our first step. response:	To a world without any of the things we usually rely on.
context: To Antarctica!\Don't be stupid.\I'm finally taking my first step\into a world without you.\New Message\To: Mom\We're taking our first step.\To a world without any of the things we usually rely on. response:	To a world where we don't know what lies around the corner.
context: Don't be stupid.\I'm finally taking my first step\into a world without you.\New Message\To: Mom\We're taking our first step.\To a world without any of the things we usually rely on.\To a world where we don't know what lies around the corner. response:	Where we don't even know which way home is.
context: I'm finally taking my first step\into a world without you.\New Message\To: Mom\We're taking our first step.\To a world without any of the things we usually rely on.\To a world where we don't know what lies around the corner.\Where we don't even know which way home is. response:	To a world where we don't know where we'll be tomorrow.
context: into a world without you.\New Message\To: Mom\We're taking our first step.\To a world without any of the things we usually rely on.\To a world where we don't know what lies around the corner.\Where we don't even know which way home is.\To a world where we don't know where we'll be tomorrow. response:	Where we can't even imagine where we'll be headed the next day.
context: New Message\To: Mom\We're taking our first step.\To a world without any of the things we usually rely on.\To a world where we don't know what lies around the corner.\Where we don't even know which way home is.\To a world where we don't know where we'll be tomorrow.\Where we can't even imagine where we'll be headed the next day. response:	Yet we're taking that step.
context: To: Mom\We're taking our first step.\To a world without any of the things we usually rely on.\To a world where we don't know what lies around the corner.\Where we don't even know which way home is.\To a world where we don't know where we'll be tomorrow.\Where we can't even imagine where we'll be headed the next day.\Yet we're taking that step. response:	Breakup rejected.
context: We're taking our first step.\To a world without any of the things we usually rely on.\To a world where we don't know what lies around the corner.\Where we don't even know which way home is.\To a world where we don't know where we'll be tomorrow.\Where we can't even imagine where we'll be headed the next day.\Yet we're taking that step.\Breakup rejected. response:	Water collects into stagnant pools.
context: To a world without any of the things we usually rely on.\To a world where we don't know what lies around the corner.\Where we don't even know which way home is.\To a world where we don't know where we'll be tomorrow.\Where we can't even imagine where we'll be headed the next day.\Yet we're taking that step.\Breakup rejected.\Water collects into stagnant pools. response:	I've always loved watching it spill out all at once.
context: To a world where we don't know what lies around the corner.\Where we don't even know which way home is.\To a world where we don't know where we'll be tomorrow.\Where we can't even imagine where we'll be headed the next day.\Yet we're taking that step.\Breakup rejected.\Water collects into stagnant pools.\I've always loved watching it spill out all at once. response:	Breaking free, liberated, rushing out.
context: Where we don't even know which way home is.\To a world where we don't know where we'll be tomorrow.\Where we can't even imagine where we'll be headed the next day.\Yet we're taking that step.\Breakup rejected.\Water collects into stagnant pools.\I've always loved watching it spill out all at once.\Breaking free, liberated, rushing out. response:	The energy stored up during its stagnation bursts forth.
context: To a world where we don't know where we'll be tomorrow.\Where we can't even imagine where we'll be headed the next day.\Yet we're taking that step.\Breakup rejected.\Water collects into stagnant pools.\I've always loved watching it spill out all at once.\Breaking free, liberated, rushing out.\The energy stored up during its stagnation bursts forth. response:	Everything springs into action!
context: Where we can't even imagine where we'll be headed the next day.\Yet we're taking that step.\Breakup rejected.\Water collects into stagnant pools.\I've always loved watching it spill out all at once.\Breaking free, liberated, rushing out.\The energy stored up during its stagnation bursts forth.\Everything springs into action! response:	Everything springs into action!
