context: Soccer Tournament Go, 1-6! response:	Okay! Go, class 3!
context: Yamato!\Takeo-kun!\Which one's the real one!\I am!\No, me.\What about Takeo-kun?\I'm Takeo!\That's horrible! response:	I would be uncertain.
context: Takeo-kun!\Which one's the real one!\I am!\No, me.\What about Takeo-kun?\I'm Takeo!\That's horrible!\I would be uncertain. response:	Oh, no!
context: Which one's the real one!\I am!\No, me.\What about Takeo-kun?\I'm Takeo!\That's horrible!\I would be uncertain.\Oh, no! response:	Okay, keep going.
context: I am!\No, me.\What about Takeo-kun?\I'm Takeo!\That's horrible!\I would be uncertain.\Oh, no!\Okay, keep going. response:	Takeo-kun?
context: No, me.\What about Takeo-kun?\I'm Takeo!\That's horrible!\I would be uncertain.\Oh, no!\Okay, keep going.\Takeo-kun? response:	Oh, he's passed out.
context: What about Takeo-kun?\I'm Takeo!\That's horrible!\I would be uncertain.\Oh, no!\Okay, keep going.\Takeo-kun?\Oh, he's passed out. response:	He's been studying hard for a long time.
context: I'm Takeo!\That's horrible!\I would be uncertain.\Oh, no!\Okay, keep going.\Takeo-kun?\Oh, he's passed out.\He's been studying hard for a long time. response:	I think it's the first time I've ever seen him study so much.
context: That's horrible!\I would be uncertain.\Oh, no!\Okay, keep going.\Takeo-kun?\Oh, he's passed out.\He's been studying hard for a long time.\I think it's the first time I've ever seen him study so much. response:	Takeo-kun...
context: I would be uncertain.\Oh, no!\Okay, keep going.\Takeo-kun?\Oh, he's passed out.\He's been studying hard for a long time.\I think it's the first time I've ever seen him study so much.\Takeo-kun... response:	Let's let him sleep.
context: Oh, no!\Okay, keep going.\Takeo-kun?\Oh, he's passed out.\He's been studying hard for a long time.\I think it's the first time I've ever seen him study so much.\Takeo-kun...\Let's let him sleep. response:	I'll go make some tea.
context: Okay, keep going.\Takeo-kun?\Oh, he's passed out.\He's been studying hard for a long time.\I think it's the first time I've ever seen him study so much.\Takeo-kun...\Let's let him sleep.\I'll go make some tea. response:	It'd be fun if we end up in the same university.
context: Takeo-kun?\Oh, he's passed out.\He's been studying hard for a long time.\I think it's the first time I've ever seen him study so much.\Takeo-kun...\Let's let him sleep.\I'll go make some tea.\It'd be fun if we end up in the same university. response:	But even if we don't,
context: Oh, he's passed out.\He's been studying hard for a long time.\I think it's the first time I've ever seen him study so much.\Takeo-kun...\Let's let him sleep.\I'll go make some tea.\It'd be fun if we end up in the same university.\But even if we don't, response:	I want us to stay together forever.
context: He's been studying hard for a long time.\I think it's the first time I've ever seen him study so much.\Takeo-kun...\Let's let him sleep.\I'll go make some tea.\It'd be fun if we end up in the same university.\But even if we don't,\I want us to stay together forever. response:	Do you want coffee or roasted green tea?
context: I think it's the first time I've ever seen him study so much.\Takeo-kun...\Let's let him sleep.\I'll go make some tea.\It'd be fun if we end up in the same university.\But even if we don't,\I want us to stay together forever.\Do you want coffee or roasted green tea? response:	Wait, wait! Sunakawa-kun!
context: Takeo-kun...\Let's let him sleep.\I'll go make some tea.\It'd be fun if we end up in the same university.\But even if we don't,\I want us to stay together forever.\Do you want coffee or roasted green tea?\Wait, wait! Sunakawa-kun! response:	No, carry on.
context: Let's let him sleep.\I'll go make some tea.\It'd be fun if we end up in the same university.\But even if we don't,\I want us to stay together forever.\Do you want coffee or roasted green tea?\Wait, wait! Sunakawa-kun!\No, carry on. response:	I didn't see anything.
context: I'll go make some tea.\It'd be fun if we end up in the same university.\But even if we don't,\I want us to stay together forever.\Do you want coffee or roasted green tea?\Wait, wait! Sunakawa-kun!\No, carry on.\I didn't see anything. response:	No, please don't tell Takeo-kun.
context: It'd be fun if we end up in the same university.\But even if we don't,\I want us to stay together forever.\Do you want coffee or roasted green tea?\Wait, wait! Sunakawa-kun!\No, carry on.\I didn't see anything.\No, please don't tell Takeo-kun. response:	Don't tell him everything I was doing to him while he was asleep.
context: But even if we don't,\I want us to stay together forever.\Do you want coffee or roasted green tea?\Wait, wait! Sunakawa-kun!\No, carry on.\I didn't see anything.\No, please don't tell Takeo-kun.\Don't tell him everything I was doing to him while he was asleep. response:	Everything?
context: I want us to stay together forever.\Do you want coffee or roasted green tea?\Wait, wait! Sunakawa-kun!\No, carry on.\I didn't see anything.\No, please don't tell Takeo-kun.\Don't tell him everything I was doing to him while he was asleep.\Everything? response:	I won't, seriously.
context: Do you want coffee or roasted green tea?\Wait, wait! Sunakawa-kun!\No, carry on.\I didn't see anything.\No, please don't tell Takeo-kun.\Don't tell him everything I was doing to him while he was asleep.\Everything?\I won't, seriously. response:	Oh! I was asleep!
context: Wait, wait! Sunakawa-kun!\No, carry on.\I didn't see anything.\No, please don't tell Takeo-kun.\Don't tell him everything I was doing to him while he was asleep.\Everything?\I won't, seriously.\Oh! I was asleep! response:	Oh, he got up.
context: No, carry on.\I didn't see anything.\No, please don't tell Takeo-kun.\Don't tell him everything I was doing to him while he was asleep.\Everything?\I won't, seriously.\Oh! I was asleep!\Oh, he got up. response:	Sunakawa
context: I didn't see anything.\No, please don't tell Takeo-kun.\Don't tell him everything I was doing to him while he was asleep.\Everything?\I won't, seriously.\Oh! I was asleep!\Oh, he got up.\Sunakawa response:	Okay, good luck!
context: No, please don't tell Takeo-kun.\Don't tell him everything I was doing to him while he was asleep.\Everything?\I won't, seriously.\Oh! I was asleep!\Oh, he got up.\Sunakawa\Okay, good luck! response:	I can go home fine on my own. It's still light out.
context: Don't tell him everything I was doing to him while he was asleep.\Everything?\I won't, seriously.\Oh! I was asleep!\Oh, he got up.\Sunakawa\Okay, good luck!\I can go home fine on my own. It's still light out. response:	Okay!
context: Everything?\I won't, seriously.\Oh! I was asleep!\Oh, he got up.\Sunakawa\Okay, good luck!\I can go home fine on my own. It's still light out.\Okay! response:	Later!
context: I won't, seriously.\Oh! I was asleep!\Oh, he got up.\Sunakawa\Okay, good luck!\I can go home fine on my own. It's still light out.\Okay!\Later! response:	Suna, are you going to college, too?
context: Oh! I was asleep!\Oh, he got up.\Sunakawa\Okay, good luck!\I can go home fine on my own. It's still light out.\Okay!\Later!\Suna, are you going to college, too? response:	Well, sure.
context: Oh, he got up.\Sunakawa\Okay, good luck!\I can go home fine on my own. It's still light out.\Okay!\Later!\Suna, are you going to college, too?\Well, sure. response:	Oh.
context: Sunakawa\Okay, good luck!\I can go home fine on my own. It's still light out.\Okay!\Later!\Suna, are you going to college, too?\Well, sure.\Oh. response:	I've never thought much about the future.
context: Okay, good luck!\I can go home fine on my own. It's still light out.\Okay!\Later!\Suna, are you going to college, too?\Well, sure.\Oh.\I've never thought much about the future. response:	Suna, do you want to attend the same college as us, too?
context: I can go home fine on my own. It's still light out.\Okay!\Later!\Suna, are you going to college, too?\Well, sure.\Oh.\I've never thought much about the future.\Suna, do you want to attend the same college as us, too? response:	Why?
context: Okay!\Later!\Suna, are you going to college, too?\Well, sure.\Oh.\I've never thought much about the future.\Suna, do you want to attend the same college as us, too?\Why? response:	Oh, I just thought it might be fun if you were with us, as well.
context: Later!\Suna, are you going to college, too?\Well, sure.\Oh.\I've never thought much about the future.\Suna, do you want to attend the same college as us, too?\Why?\Oh, I just thought it might be fun if you were with us, as well. response:	Okay...
context: Suna, are you going to college, too?\Well, sure.\Oh.\I've never thought much about the future.\Suna, do you want to attend the same college as us, too?\Why?\Oh, I just thought it might be fun if you were with us, as well.\Okay... response:	I don't plan on matching your scores,
context: Well, sure.\Oh.\I've never thought much about the future.\Suna, do you want to attend the same college as us, too?\Why?\Oh, I just thought it might be fun if you were with us, as well.\Okay...\I don't plan on matching your scores, response:	so I'll need you to study a ton.
context: Oh.\I've never thought much about the future.\Suna, do you want to attend the same college as us, too?\Why?\Oh, I just thought it might be fun if you were with us, as well.\Okay...\I don't plan on matching your scores,\so I'll need you to study a ton. response:	O-Okay.
context: I've never thought much about the future.\Suna, do you want to attend the same college as us, too?\Why?\Oh, I just thought it might be fun if you were with us, as well.\Okay...\I don't plan on matching your scores,\so I'll need you to study a ton.\O-Okay. response:	Studying is for people to get the knowledge they need to not mess up in life.
context: Suna, do you want to attend the same college as us, too?\Why?\Oh, I just thought it might be fun if you were with us, as well.\Okay...\I don't plan on matching your scores,\so I'll need you to study a ton.\O-Okay.\Studying is for people to get the knowledge they need to not mess up in life. response:	I guess that's why you don't need it.
context: Why?\Oh, I just thought it might be fun if you were with us, as well.\Okay...\I don't plan on matching your scores,\so I'll need you to study a ton.\O-Okay.\Studying is for people to get the knowledge they need to not mess up in life.\I guess that's why you don't need it. response:	Why not?
context: Oh, I just thought it might be fun if you were with us, as well.\Okay...\I don't plan on matching your scores,\so I'll need you to study a ton.\O-Okay.\Studying is for people to get the knowledge they need to not mess up in life.\I guess that's why you don't need it.\Why not? response:	If you don't understand, it's fine.
context: Okay...\I don't plan on matching your scores,\so I'll need you to study a ton.\O-Okay.\Studying is for people to get the knowledge they need to not mess up in life.\I guess that's why you don't need it.\Why not?\If you don't understand, it's fine. response:	I feel like you might get into Murasakifuji now.
context: I don't plan on matching your scores,\so I'll need you to study a ton.\O-Okay.\Studying is for people to get the knowledge they need to not mess up in life.\I guess that's why you don't need it.\Why not?\If you don't understand, it's fine.\I feel like you might get into Murasakifuji now. response:	Really?
context: so I'll need you to study a ton.\O-Okay.\Studying is for people to get the knowledge they need to not mess up in life.\I guess that's why you don't need it.\Why not?\If you don't understand, it's fine.\I feel like you might get into Murasakifuji now.\Really? response:	I don't really get this deep stuff...
context: O-Okay.\Studying is for people to get the knowledge they need to not mess up in life.\I guess that's why you don't need it.\Why not?\If you don't understand, it's fine.\I feel like you might get into Murasakifuji now.\Really?\I don't really get this deep stuff... response:	I'm not good at studying...
context: Studying is for people to get the knowledge they need to not mess up in life.\I guess that's why you don't need it.\Why not?\If you don't understand, it's fine.\I feel like you might get into Murasakifuji now.\Really?\I don't really get this deep stuff...\I'm not good at studying... response:	But if it'll let me have good times with them,
context: I guess that's why you don't need it.\Why not?\If you don't understand, it's fine.\I feel like you might get into Murasakifuji now.\Really?\I don't really get this deep stuff...\I'm not good at studying...\But if it'll let me have good times with them, response:	I want to get past this roadblock...
context: Why not?\If you don't understand, it's fine.\I feel like you might get into Murasakifuji now.\Really?\I don't really get this deep stuff...\I'm not good at studying...\But if it'll let me have good times with them,\I want to get past this roadblock... response:	National General Benchmark Exam Administration Site
context: If you don't understand, it's fine.\I feel like you might get into Murasakifuji now.\Really?\I don't really get this deep stuff...\I'm not good at studying...\But if it'll let me have good times with them,\I want to get past this roadblock...\National General Benchmark Exam Administration Site response:	Takeo...
context: I feel like you might get into Murasakifuji now.\Really?\I don't really get this deep stuff...\I'm not good at studying...\But if it'll let me have good times with them,\I want to get past this roadblock...\National General Benchmark Exam Administration Site\Takeo... response:	Don't talk to me.
context: Really?\I don't really get this deep stuff...\I'm not good at studying...\But if it'll let me have good times with them,\I want to get past this roadblock...\National General Benchmark Exam Administration Site\Takeo...\Don't talk to me. response:	I feel like what I learned is going to leak out of my ears.
context: I don't really get this deep stuff...\I'm not good at studying...\But if it'll let me have good times with them,\I want to get past this roadblock...\National General Benchmark Exam Administration Site\Takeo...\Don't talk to me.\I feel like what I learned is going to leak out of my ears. response:	Watch out.
context: I'm not good at studying...\But if it'll let me have good times with them,\I want to get past this roadblock...\National General Benchmark Exam Administration Site\Takeo...\Don't talk to me.\I feel like what I learned is going to leak out of my ears.\Watch out. response:	I just lost about ten things I learned!
context: But if it'll let me have good times with them,\I want to get past this roadblock...\National General Benchmark Exam Administration Site\Takeo...\Don't talk to me.\I feel like what I learned is going to leak out of my ears.\Watch out.\I just lost about ten things I learned! response:	Pick them up for me!
context: I want to get past this roadblock...\National General Benchmark Exam Administration Site\Takeo...\Don't talk to me.\I feel like what I learned is going to leak out of my ears.\Watch out.\I just lost about ten things I learned!\Pick them up for me! response:	Takeo-kun!
context: National General Benchmark Exam Administration Site\Takeo...\Don't talk to me.\I feel like what I learned is going to leak out of my ears.\Watch out.\I just lost about ten things I learned!\Pick them up for me!\Takeo-kun! response:	Yamato!
context: Takeo...\Don't talk to me.\I feel like what I learned is going to leak out of my ears.\Watch out.\I just lost about ten things I learned!\Pick them up for me!\Takeo-kun!\Yamato! response:	Calm down, okay?
context: Don't talk to me.\I feel like what I learned is going to leak out of my ears.\Watch out.\I just lost about ten things I learned!\Pick them up for me!\Takeo-kun!\Yamato!\Calm down, okay? response:	Okay!
context: I feel like what I learned is going to leak out of my ears.\Watch out.\I just lost about ten things I learned!\Pick them up for me!\Takeo-kun!\Yamato!\Calm down, okay?\Okay! response:	Do you have your pencil?
context: Watch out.\I just lost about ten things I learned!\Pick them up for me!\Takeo-kun!\Yamato!\Calm down, okay?\Okay!\Do you have your pencil? response:	Your eraser?
context: I just lost about ten things I learned!\Pick them up for me!\Takeo-kun!\Yamato!\Calm down, okay?\Okay!\Do you have your pencil?\Your eraser? response:	All right!
context: Pick them up for me!\Takeo-kun!\Yamato!\Calm down, okay?\Okay!\Do you have your pencil?\Your eraser?\All right! response:	Okay, see you later!
context: Takeo-kun!\Yamato!\Calm down, okay?\Okay!\Do you have your pencil?\Your eraser?\All right!\Okay, see you later! response:	Okay!
context: Yamato!\Calm down, okay?\Okay!\Do you have your pencil?\Your eraser?\All right!\Okay, see you later!\Okay! response:	Begin!
context: Calm down, okay?\Okay!\Do you have your pencil?\Your eraser?\All right!\Okay, see you later!\Okay!\Begin! response:	All right!
context: Okay!\Do you have your pencil?\Your eraser?\All right!\Okay, see you later!\Okay!\Begin!\All right! response:	Mark
context: Do you have your pencil?\Your eraser?\All right!\Okay, see you later!\Okay!\Begin!\All right!\Mark response:	Defeat!!
context: Your eraser?\All right!\Okay, see you later!\Okay!\Begin!\All right!\Mark\Defeat!! response:	This problem...
context: All right!\Okay, see you later!\Okay!\Begin!\All right!\Mark\Defeat!!\This problem... response:	I think this will come up.
context: Okay, see you later!\Okay!\Begin!\All right!\Mark\Defeat!!\This problem...\I think this will come up. response:	Oh, this is the one Yamato...
context: Okay!\Begin!\All right!\Mark\Defeat!!\This problem...\I think this will come up.\Oh, this is the one Yamato... response:	I made flashcards for all the important years!
context: Begin!\All right!\Mark\Defeat!!\This problem...\I think this will come up.\Oh, this is the one Yamato...\I made flashcards for all the important years! response:	Okay, I'm getting some...
context: All right!\Mark\Defeat!!\This problem...\I think this will come up.\Oh, this is the one Yamato...\I made flashcards for all the important years!\Okay, I'm getting some... response:	No, a pretty good chunk!
context: Mark\Defeat!!\This problem...\I think this will come up.\Oh, this is the one Yamato...\I made flashcards for all the important years!\Okay, I'm getting some...\No, a pretty good chunk! response:	There! There! There!
context: Defeat!!\This problem...\I think this will come up.\Oh, this is the one Yamato...\I made flashcards for all the important years!\Okay, I'm getting some...\No, a pretty good chunk!\There! There! There! response:	I've got world history nailed down!
context: This problem...\I think this will come up.\Oh, this is the one Yamato...\I made flashcards for all the important years!\Okay, I'm getting some...\No, a pretty good chunk!\There! There! There!\I've got world history nailed down! response:	Last one!
context: I think this will come up.\Oh, this is the one Yamato...\I made flashcards for all the important years!\Okay, I'm getting some...\No, a pretty good chunk!\There! There! There!\I've got world history nailed down!\Last one! response:	The answers are off!
context: Oh, this is the one Yamato...\I made flashcards for all the important years!\Okay, I'm getting some...\No, a pretty good chunk!\There! There! There!\I've got world history nailed down!\Last one!\The answers are off! response:	Where?
context: I made flashcards for all the important years!\Okay, I'm getting some...\No, a pretty good chunk!\There! There! There!\I've got world history nailed down!\Last one!\The answers are off!\Where? response:	Where'd it happen?
context: Okay, I'm getting some...\No, a pretty good chunk!\There! There! There!\I've got world history nailed down!\Last one!\The answers are off!\Where?\Where'd it happen? response:	What'd I miss?
context: No, a pretty good chunk!\There! There! There!\I've got world history nailed down!\Last one!\The answers are off!\Where?\Where'd it happen?\What'd I miss? response:	I won't give up!
context: There! There! There!\I've got world history nailed down!\Last one!\The answers are off!\Where?\Where'd it happen?\What'd I miss?\I won't give up! response:	I'll fix my answers till I run out of time!
context: I've got world history nailed down!\Last one!\The answers are off!\Where?\Where'd it happen?\What'd I miss?\I won't give up!\I'll fix my answers till I run out of time! response:	What's wrong, Takeo-kun?
context: Last one!\The answers are off!\Where?\Where'd it happen?\What'd I miss?\I won't give up!\I'll fix my answers till I run out of time!\What's wrong, Takeo-kun? response:	His answers were off by one.
context: The answers are off!\Where?\Where'd it happen?\What'd I miss?\I won't give up!\I'll fix my answers till I run out of time!\What's wrong, Takeo-kun?\His answers were off by one. response:	Huh?
context: Where?\Where'd it happen?\What'd I miss?\I won't give up!\I'll fix my answers till I run out of time!\What's wrong, Takeo-kun?\His answers were off by one.\Huh? response:	I fixed them as long as I could,
context: Where'd it happen?\What'd I miss?\I won't give up!\I'll fix my answers till I run out of time!\What's wrong, Takeo-kun?\His answers were off by one.\Huh?\I fixed them as long as I could, response:	but I'm not sure how far I got.
context: What'd I miss?\I won't give up!\I'll fix my answers till I run out of time!\What's wrong, Takeo-kun?\His answers were off by one.\Huh?\I fixed them as long as I could,\but I'm not sure how far I got. response:	You both helped me study, too.
context: I won't give up!\I'll fix my answers till I run out of time!\What's wrong, Takeo-kun?\His answers were off by one.\Huh?\I fixed them as long as I could,\but I'm not sure how far I got.\You both helped me study, too. response:	You encouraged me...
context: I'll fix my answers till I run out of time!\What's wrong, Takeo-kun?\His answers were off by one.\Huh?\I fixed them as long as I could,\but I'm not sure how far I got.\You both helped me study, too.\You encouraged me... response:	I'm sorry, guys.
context: What's wrong, Takeo-kun?\His answers were off by one.\Huh?\I fixed them as long as I could,\but I'm not sure how far I got.\You both helped me study, too.\You encouraged me...\I'm sorry, guys. response:	I'm glad it wasn't the actual test.
context: His answers were off by one.\Huh?\I fixed them as long as I could,\but I'm not sure how far I got.\You both helped me study, too.\You encouraged me...\I'm sorry, guys.\I'm glad it wasn't the actual test. response:	Yeah, it's only just beginning.
context: Huh?\I fixed them as long as I could,\but I'm not sure how far I got.\You both helped me study, too.\You encouraged me...\I'm sorry, guys.\I'm glad it wasn't the actual test.\Yeah, it's only just beginning. response:	Right.
context: I fixed them as long as I could,\but I'm not sure how far I got.\You both helped me study, too.\You encouraged me...\I'm sorry, guys.\I'm glad it wasn't the actual test.\Yeah, it's only just beginning.\Right. response:	This isn't my last chance.
context: but I'm not sure how far I got.\You both helped me study, too.\You encouraged me...\I'm sorry, guys.\I'm glad it wasn't the actual test.\Yeah, it's only just beginning.\Right.\This isn't my last chance. response:	Okay!
context: You both helped me study, too.\You encouraged me...\I'm sorry, guys.\I'm glad it wasn't the actual test.\Yeah, it's only just beginning.\Right.\This isn't my last chance.\Okay! response:	I'm going to nail the next subject!
context: You encouraged me...\I'm sorry, guys.\I'm glad it wasn't the actual test.\Yeah, it's only just beginning.\Right.\This isn't my last chance.\Okay!\I'm going to nail the next subject! response:	I don't care if it's Mark or Billy!
context: I'm sorry, guys.\I'm glad it wasn't the actual test.\Yeah, it's only just beginning.\Right.\This isn't my last chance.\Okay!\I'm going to nail the next subject!\I don't care if it's Mark or Billy! response:	Let'em come!
context: I'm glad it wasn't the actual test.\Yeah, it's only just beginning.\Right.\This isn't my last chance.\Okay!\I'm going to nail the next subject!\I don't care if it's Mark or Billy!\Let'em come! response:	Who're you talking about?
context: Yeah, it's only just beginning.\Right.\This isn't my last chance.\Okay!\I'm going to nail the next subject!\I don't care if it's Mark or Billy!\Let'em come!\Who're you talking about? response:	Let's do this!
context: Right.\This isn't my last chance.\Okay!\I'm going to nail the next subject!\I don't care if it's Mark or Billy!\Let'em come!\Who're you talking about?\Let's do this! response:	Benchmark Exam Results Shuuei High School: Gouda Takeo Assessment Murasakifuji University X Indeterminate Aobeni University D Maccha University D
context: This isn't my last chance.\Okay!\I'm going to nail the next subject!\I don't care if it's Mark or Billy!\Let'em come!\Who're you talking about?\Let's do this!\Benchmark Exam Results Shuuei High School: Gouda Takeo Assessment Murasakifuji University X Indeterminate Aobeni University D Maccha University D response:	What's this X rating?
context: Okay!\I'm going to nail the next subject!\I don't care if it's Mark or Billy!\Let'em come!\Who're you talking about?\Let's do this!\Benchmark Exam Results Shuuei High School: Gouda Takeo Assessment Murasakifuji University X Indeterminate Aobeni University D Maccha University D\What's this X rating? response:	Not sure if it's an X or a cross mark.
context: I'm going to nail the next subject!\I don't care if it's Mark or Billy!\Let'em come!\Who're you talking about?\Let's do this!\Benchmark Exam Results Shuuei High School: Gouda Takeo Assessment Murasakifuji University X Indeterminate Aobeni University D Maccha University D\What's this X rating?\Not sure if it's an X or a cross mark. response:	It says Indeterminate.
context: I don't care if it's Mark or Billy!\Let'em come!\Who're you talking about?\Let's do this!\Benchmark Exam Results Shuuei High School: Gouda Takeo Assessment Murasakifuji University X Indeterminate Aobeni University D Maccha University D\What's this X rating?\Not sure if it's an X or a cross mark.\It says Indeterminate. response:	Indeterminate
context: Let'em come!\Who're you talking about?\Let's do this!\Benchmark Exam Results Shuuei High School: Gouda Takeo Assessment Murasakifuji University X Indeterminate Aobeni University D Maccha University D\What's this X rating?\Not sure if it's an X or a cross mark.\It says Indeterminate.\Indeterminate response:	Indeterminate...
context: Who're you talking about?\Let's do this!\Benchmark Exam Results Shuuei High School: Gouda Takeo Assessment Murasakifuji University X Indeterminate Aobeni University D Maccha University D\What's this X rating?\Not sure if it's an X or a cross mark.\It says Indeterminate.\Indeterminate\Indeterminate... response:	I'll go call Yamato.
context: Let's do this!\Benchmark Exam Results Shuuei High School: Gouda Takeo Assessment Murasakifuji University X Indeterminate Aobeni University D Maccha University D\What's this X rating?\Not sure if it's an X or a cross mark.\It says Indeterminate.\Indeterminate\Indeterminate...\I'll go call Yamato. response:	I see...
context: Benchmark Exam Results Shuuei High School: Gouda Takeo Assessment Murasakifuji University X Indeterminate Aobeni University D Maccha University D\What's this X rating?\Not sure if it's an X or a cross mark.\It says Indeterminate.\Indeterminate\Indeterminate...\I'll go call Yamato.\I see... response:	I guess Murasakifuji wasn't possible, after all.
context: What's this X rating?\Not sure if it's an X or a cross mark.\It says Indeterminate.\Indeterminate\Indeterminate...\I'll go call Yamato.\I see...\I guess Murasakifuji wasn't possible, after all. response:	Yeah.
context: Not sure if it's an X or a cross mark.\It says Indeterminate.\Indeterminate\Indeterminate...\I'll go call Yamato.\I see...\I guess Murasakifuji wasn't possible, after all.\Yeah. response:	I guess not.
context: It says Indeterminate.\Indeterminate\Indeterminate...\I'll go call Yamato.\I see...\I guess Murasakifuji wasn't possible, after all.\Yeah.\I guess not. response:	I didn't make it, either.
context: Indeterminate\Indeterminate...\I'll go call Yamato.\I see...\I guess Murasakifuji wasn't possible, after all.\Yeah.\I guess not.\I didn't make it, either. response:	Um, if it's Hakutou University, I think we can all go together, if we try.
context: Indeterminate...\I'll go call Yamato.\I see...\I guess Murasakifuji wasn't possible, after all.\Yeah.\I guess not.\I didn't make it, either.\Um, if it's Hakutou University, I think we can all go together, if we try. response:	So let's aim for that.
context: I'll go call Yamato.\I see...\I guess Murasakifuji wasn't possible, after all.\Yeah.\I guess not.\I didn't make it, either.\Um, if it's Hakutou University, I think we can all go together, if we try.\So let's aim for that. response:	I'll keep trying.
context: I see...\I guess Murasakifuji wasn't possible, after all.\Yeah.\I guess not.\I didn't make it, either.\Um, if it's Hakutou University, I think we can all go together, if we try.\So let's aim for that.\I'll keep trying. response:	You're okay with not going to Murasakifuji?
context: I guess Murasakifuji wasn't possible, after all.\Yeah.\I guess not.\I didn't make it, either.\Um, if it's Hakutou University, I think we can all go together, if we try.\So let's aim for that.\I'll keep trying.\You're okay with not going to Murasakifuji? response:	Huh?
context: Yeah.\I guess not.\I didn't make it, either.\Um, if it's Hakutou University, I think we can all go together, if we try.\So let's aim for that.\I'll keep trying.\You're okay with not going to Murasakifuji?\Huh? response:	Oh, no, it's okay.
context: I guess not.\I didn't make it, either.\Um, if it's Hakutou University, I think we can all go together, if we try.\So let's aim for that.\I'll keep trying.\You're okay with not going to Murasakifuji?\Huh?\Oh, no, it's okay. response:	I mean, we couldn't ever go together.
context: I didn't make it, either.\Um, if it's Hakutou University, I think we can all go together, if we try.\So let's aim for that.\I'll keep trying.\You're okay with not going to Murasakifuji?\Huh?\Oh, no, it's okay.\I mean, we couldn't ever go together. response:	It's a women's college.
context: Um, if it's Hakutou University, I think we can all go together, if we try.\So let's aim for that.\I'll keep trying.\You're okay with not going to Murasakifuji?\Huh?\Oh, no, it's okay.\I mean, we couldn't ever go together.\It's a women's college. response:	Women's?
context: So let's aim for that.\I'll keep trying.\You're okay with not going to Murasakifuji?\Huh?\Oh, no, it's okay.\I mean, we couldn't ever go together.\It's a women's college.\Women's? response:	Yeah.
context: I'll keep trying.\You're okay with not going to Murasakifuji?\Huh?\Oh, no, it's okay.\I mean, we couldn't ever go together.\It's a women's college.\Women's?\Yeah. response:	I don't know why, but I thought you might be able to go there anyway.
context: You're okay with not going to Murasakifuji?\Huh?\Oh, no, it's okay.\I mean, we couldn't ever go together.\It's a women's college.\Women's?\Yeah.\I don't know why, but I thought you might be able to go there anyway. response:	I guess it's impossible, though.
context: Huh?\Oh, no, it's okay.\I mean, we couldn't ever go together.\It's a women's college.\Women's?\Yeah.\I don't know why, but I thought you might be able to go there anyway.\I guess it's impossible, though. response:	You tricked me, Suna!
context: Oh, no, it's okay.\I mean, we couldn't ever go together.\It's a women's college.\Women's?\Yeah.\I don't know why, but I thought you might be able to go there anyway.\I guess it's impossible, though.\You tricked me, Suna! response:	Huh? Sunakawa-kun?
context: I mean, we couldn't ever go together.\It's a women's college.\Women's?\Yeah.\I don't know why, but I thought you might be able to go there anyway.\I guess it's impossible, though.\You tricked me, Suna!\Huh? Sunakawa-kun? response:	Today Is on Me
context: It's a women's college.\Women's?\Yeah.\I don't know why, but I thought you might be able to go there anyway.\I guess it's impossible, though.\You tricked me, Suna!\Huh? Sunakawa-kun?\Today Is on Me response:	Next time: Today Is on Me.
