context: The Third Plate response:	Twenty
context: a special examination hall will be set on the southern tip of Rebun Island\to serve as the Team Shokugeki arena.\Students who are continuing to travel north while clearing their advancement exams,\Nice. You're going to make this into a spectacle.\Yeah, to show us rebels being defeated.\Very well.\Do we agree that the winning team will take all Elite Ten seats?\I have no objections. response:	Let's not place specific limitations on how many members can be on each team.
context: to serve as the Team Shokugeki arena.\Students who are continuing to travel north while clearing their advancement exams,\Nice. You're going to make this into a spectacle.\Yeah, to show us rebels being defeated.\Very well.\Do we agree that the winning team will take all Elite Ten seats?\I have no objections.\Let's not place specific limitations on how many members can be on each team. response:	That is a unique characteristic of a Team Shokugeki,
context: Students who are continuing to travel north while clearing their advancement exams,\Nice. You're going to make this into a spectacle.\Yeah, to show us rebels being defeated.\Very well.\Do we agree that the winning team will take all Elite Ten seats?\I have no objections.\Let's not place specific limitations on how many members can be on each team.\That is a unique characteristic of a Team Shokugeki, response:	and Saiba-senpai has previously participated in a one-on-fifty match, hasn't he?
context: Nice. You're going to make this into a spectacle.\Yeah, to show us rebels being defeated.\Very well.\Do we agree that the winning team will take all Elite Ten seats?\I have no objections.\Let's not place specific limitations on how many members can be on each team.\That is a unique characteristic of a Team Shokugeki,\and Saiba-senpai has previously participated in a one-on-fifty match, hasn't he? response:	Really?
context: Yeah, to show us rebels being defeated.\Very well.\Do we agree that the winning team will take all Elite Ten seats?\I have no objections.\Let's not place specific limitations on how many members can be on each team.\That is a unique characteristic of a Team Shokugeki,\and Saiba-senpai has previously participated in a one-on-fifty match, hasn't he?\Really? response:	If you have any other supporters,
context: Very well.\Do we agree that the winning team will take all Elite Ten seats?\I have no objections.\Let's not place specific limitations on how many members can be on each team.\That is a unique characteristic of a Team Shokugeki,\and Saiba-senpai has previously participated in a one-on-fifty match, hasn't he?\Really?\If you have any other supporters, response:	I don't care if you were to bring fifty or a hundred.
context: Do we agree that the winning team will take all Elite Ten seats?\I have no objections.\Let's not place specific limitations on how many members can be on each team.\That is a unique characteristic of a Team Shokugeki,\and Saiba-senpai has previously participated in a one-on-fifty match, hasn't he?\Really?\If you have any other supporters,\I don't care if you were to bring fifty or a hundred. response:	Now that almost all the rebels have been expelled,
context: I have no objections.\Let's not place specific limitations on how many members can be on each team.\That is a unique characteristic of a Team Shokugeki,\and Saiba-senpai has previously participated in a one-on-fifty match, hasn't he?\Really?\If you have any other supporters,\I don't care if you were to bring fifty or a hundred.\Now that almost all the rebels have been expelled, response:	I imagine that would be difficult, however.
context: Let's not place specific limitations on how many members can be on each team.\That is a unique characteristic of a Team Shokugeki,\and Saiba-senpai has previously participated in a one-on-fifty match, hasn't he?\Really?\If you have any other supporters,\I don't care if you were to bring fifty or a hundred.\Now that almost all the rebels have been expelled,\I imagine that would be difficult, however. response:	You're in quite a good mood, Azami.
context: That is a unique characteristic of a Team Shokugeki,\and Saiba-senpai has previously participated in a one-on-fifty match, hasn't he?\Really?\If you have any other supporters,\I don't care if you were to bring fifty or a hundred.\Now that almost all the rebels have been expelled,\I imagine that would be difficult, however.\You're in quite a good mood, Azami. response:	But should Yukihira and the others win and become Elite Ten members,
context: and Saiba-senpai has previously participated in a one-on-fifty match, hasn't he?\Really?\If you have any other supporters,\I don't care if you were to bring fifty or a hundred.\Now that almost all the rebels have been expelled,\I imagine that would be difficult, however.\You're in quite a good mood, Azami.\But should Yukihira and the others win and become Elite Ten members, response:	they can remove you from your position as director.
context: Really?\If you have any other supporters,\I don't care if you were to bring fifty or a hundred.\Now that almost all the rebels have been expelled,\I imagine that would be difficult, however.\You're in quite a good mood, Azami.\But should Yukihira and the others win and become Elite Ten members,\they can remove you from your position as director. response:	Central will be disbanded,
context: If you have any other supporters,\I don't care if you were to bring fifty or a hundred.\Now that almost all the rebels have been expelled,\I imagine that would be difficult, however.\You're in quite a good mood, Azami.\But should Yukihira and the others win and become Elite Ten members,\they can remove you from your position as director.\Central will be disbanded, response:	and your so-called revolution will be all for naught.
context: I don't care if you were to bring fifty or a hundred.\Now that almost all the rebels have been expelled,\I imagine that would be difficult, however.\You're in quite a good mood, Azami.\But should Yukihira and the others win and become Elite Ten members,\they can remove you from your position as director.\Central will be disbanded,\and your so-called revolution will be all for naught. response:	If we win, all the rebels will be expelled.
context: Now that almost all the rebels have been expelled,\I imagine that would be difficult, however.\You're in quite a good mood, Azami.\But should Yukihira and the others win and become Elite Ten members,\they can remove you from your position as director.\Central will be disbanded,\and your so-called revolution will be all for naught.\If we win, all the rebels will be expelled. response:	And Saiba-senpai will become my ally.
context: I imagine that would be difficult, however.\You're in quite a good mood, Azami.\But should Yukihira and the others win and become Elite Ten members,\they can remove you from your position as director.\Central will be disbanded,\and your so-called revolution will be all for naught.\If we win, all the rebels will be expelled.\And Saiba-senpai will become my ally. response:	Nothing would make me happier.
context: You're in quite a good mood, Azami.\But should Yukihira and the others win and become Elite Ten members,\they can remove you from your position as director.\Central will be disbanded,\and your so-called revolution will be all for naught.\If we win, all the rebels will be expelled.\And Saiba-senpai will become my ally.\Nothing would make me happier. response:	You're right.
context: But should Yukihira and the others win and become Elite Ten members,\they can remove you from your position as director.\Central will be disbanded,\and your so-called revolution will be all for naught.\If we win, all the rebels will be expelled.\And Saiba-senpai will become my ally.\Nothing would make me happier.\You're right. response:	And if they lose, I will also close Yukihira down.
context: they can remove you from your position as director.\Central will be disbanded,\and your so-called revolution will be all for naught.\If we win, all the rebels will be expelled.\And Saiba-senpai will become my ally.\Nothing would make me happier.\You're right.\And if they lose, I will also close Yukihira down. response:	If I may interrupt,
context: Central will be disbanded,\and your so-called revolution will be all for naught.\If we win, all the rebels will be expelled.\And Saiba-senpai will become my ally.\Nothing would make me happier.\You're right.\And if they lose, I will also close Yukihira down.\If I may interrupt, response:	all we're thinking about here is how to get our friends back in the academy.
context: and your so-called revolution will be all for naught.\If we win, all the rebels will be expelled.\And Saiba-senpai will become my ally.\Nothing would make me happier.\You're right.\And if they lose, I will also close Yukihira down.\If I may interrupt,\all we're thinking about here is how to get our friends back in the academy. response:	This is why we're doing this Shokugeki!
context: If we win, all the rebels will be expelled.\And Saiba-senpai will become my ally.\Nothing would make me happier.\You're right.\And if they lose, I will also close Yukihira down.\If I may interrupt,\all we're thinking about here is how to get our friends back in the academy.\This is why we're doing this Shokugeki! response:	That's right!
context: And Saiba-senpai will become my ally.\Nothing would make me happier.\You're right.\And if they lose, I will also close Yukihira down.\If I may interrupt,\all we're thinking about here is how to get our friends back in the academy.\This is why we're doing this Shokugeki!\That's right! response:	Don't you ever forget that.
context: Nothing would make me happier.\You're right.\And if they lose, I will also close Yukihira down.\If I may interrupt,\all we're thinking about here is how to get our friends back in the academy.\This is why we're doing this Shokugeki!\That's right!\Don't you ever forget that. response:	I am aware.
context: You're right.\And if they lose, I will also close Yukihira down.\If I may interrupt,\all we're thinking about here is how to get our friends back in the academy.\This is why we're doing this Shokugeki!\That's right!\Don't you ever forget that.\I am aware. response:	Huh?
context: And if they lose, I will also close Yukihira down.\If I may interrupt,\all we're thinking about here is how to get our friends back in the academy.\This is why we're doing this Shokugeki!\That's right!\Don't you ever forget that.\I am aware.\Huh? response:	Totsuki Teahouse Culinary Academy Totsuki
context: If I may interrupt,\all we're thinking about here is how to get our friends back in the academy.\This is why we're doing this Shokugeki!\That's right!\Don't you ever forget that.\I am aware.\Huh?\Totsuki Teahouse Culinary Academy Totsuki response:	Student handbooks?
context: all we're thinking about here is how to get our friends back in the academy.\This is why we're doing this Shokugeki!\That's right!\Don't you ever forget that.\I am aware.\Huh?\Totsuki Teahouse Culinary Academy Totsuki\Student handbooks? response:	Could they be from our friends who were defeated in the third exam stage?
context: This is why we're doing this Shokugeki!\That's right!\Don't you ever forget that.\I am aware.\Huh?\Totsuki Teahouse Culinary Academy Totsuki\Student handbooks?\Could they be from our friends who were defeated in the third exam stage? response:	They have no further need of these, after all.
context: That's right!\Don't you ever forget that.\I am aware.\Huh?\Totsuki Teahouse Culinary Academy Totsuki\Student handbooks?\Could they be from our friends who were defeated in the third exam stage?\They have no further need of these, after all. response:	Totsuki Teahouse Culinary Academy Student I.D. Yoshino Yuki
context: Don't you ever forget that.\I am aware.\Huh?\Totsuki Teahouse Culinary Academy Totsuki\Student handbooks?\Could they be from our friends who were defeated in the third exam stage?\They have no further need of these, after all.\Totsuki Teahouse Culinary Academy Student I.D. Yoshino Yuki response:	I had them hand theirs over.
context: I am aware.\Huh?\Totsuki Teahouse Culinary Academy Totsuki\Student handbooks?\Could they be from our friends who were defeated in the third exam stage?\They have no further need of these, after all.\Totsuki Teahouse Culinary Academy Student I.D. Yoshino Yuki\I had them hand theirs over. response:	This symbolizes our identity as Totsuki students.
context: Huh?\Totsuki Teahouse Culinary Academy Totsuki\Student handbooks?\Could they be from our friends who were defeated in the third exam stage?\They have no further need of these, after all.\Totsuki Teahouse Culinary Academy Student I.D. Yoshino Yuki\I had them hand theirs over.\This symbolizes our identity as Totsuki students. response:	Hey, what do you think you're doing?!
context: Totsuki Teahouse Culinary Academy Totsuki\Student handbooks?\Could they be from our friends who were defeated in the third exam stage?\They have no further need of these, after all.\Totsuki Teahouse Culinary Academy Student I.D. Yoshino Yuki\I had them hand theirs over.\This symbolizes our identity as Totsuki students.\Hey, what do you think you're doing?! response:	Give Bucchi back, So-myan!
context: Student handbooks?\Could they be from our friends who were defeated in the third exam stage?\They have no further need of these, after all.\Totsuki Teahouse Culinary Academy Student I.D. Yoshino Yuki\I had them hand theirs over.\This symbolizes our identity as Totsuki students.\Hey, what do you think you're doing?!\Give Bucchi back, So-myan! response:	Let us treat ours equally, since they represent our lives as the Elite Ten.
context: Could they be from our friends who were defeated in the third exam stage?\They have no further need of these, after all.\Totsuki Teahouse Culinary Academy Student I.D. Yoshino Yuki\I had them hand theirs over.\This symbolizes our identity as Totsuki students.\Hey, what do you think you're doing?!\Give Bucchi back, So-myan!\Let us treat ours equally, since they represent our lives as the Elite Ten. response:	You suck!
context: They have no further need of these, after all.\Totsuki Teahouse Culinary Academy Student I.D. Yoshino Yuki\I had them hand theirs over.\This symbolizes our identity as Totsuki students.\Hey, what do you think you're doing?!\Give Bucchi back, So-myan!\Let us treat ours equally, since they represent our lives as the Elite Ten.\You suck! response:	How dare you use my Bucchi like some kind of convenient bag?
context: Totsuki Teahouse Culinary Academy Student I.D. Yoshino Yuki\I had them hand theirs over.\This symbolizes our identity as Totsuki students.\Hey, what do you think you're doing?!\Give Bucchi back, So-myan!\Let us treat ours equally, since they represent our lives as the Elite Ten.\You suck!\How dare you use my Bucchi like some kind of convenient bag? response:	I've seen you pinch and pull at it all the time. Look who's talking.
context: I had them hand theirs over.\This symbolizes our identity as Totsuki students.\Hey, what do you think you're doing?!\Give Bucchi back, So-myan!\Let us treat ours equally, since they represent our lives as the Elite Ten.\You suck!\How dare you use my Bucchi like some kind of convenient bag?\I've seen you pinch and pull at it all the time. Look who's talking. response:	Saito-senpai...
context: This symbolizes our identity as Totsuki students.\Hey, what do you think you're doing?!\Give Bucchi back, So-myan!\Let us treat ours equally, since they represent our lives as the Elite Ten.\You suck!\How dare you use my Bucchi like some kind of convenient bag?\I've seen you pinch and pull at it all the time. Look who's talking.\Saito-senpai... response:	Always uphold a fair and just match.
context: Hey, what do you think you're doing?!\Give Bucchi back, So-myan!\Let us treat ours equally, since they represent our lives as the Elite Ten.\You suck!\How dare you use my Bucchi like some kind of convenient bag?\I've seen you pinch and pull at it all the time. Look who's talking.\Saito-senpai...\Always uphold a fair and just match. response:	Showing one's willingness to do so is the spirit of a samurai!
context: Give Bucchi back, So-myan!\Let us treat ours equally, since they represent our lives as the Elite Ten.\You suck!\How dare you use my Bucchi like some kind of convenient bag?\I've seen you pinch and pull at it all the time. Look who's talking.\Saito-senpai...\Always uphold a fair and just match.\Showing one's willingness to do so is the spirit of a samurai! response:	If you want yours back, face us.
context: Let us treat ours equally, since they represent our lives as the Elite Ten.\You suck!\How dare you use my Bucchi like some kind of convenient bag?\I've seen you pinch and pull at it all the time. Look who's talking.\Saito-senpai...\Always uphold a fair and just match.\Showing one's willingness to do so is the spirit of a samurai!\If you want yours back, face us. response:	We'll meet you head-on.
context: You suck!\How dare you use my Bucchi like some kind of convenient bag?\I've seen you pinch and pull at it all the time. Look who's talking.\Saito-senpai...\Always uphold a fair and just match.\Showing one's willingness to do so is the spirit of a samurai!\If you want yours back, face us.\We'll meet you head-on. response:	We'll keep the student handbooks safe.
context: How dare you use my Bucchi like some kind of convenient bag?\I've seen you pinch and pull at it all the time. Look who's talking.\Saito-senpai...\Always uphold a fair and just match.\Showing one's willingness to do so is the spirit of a samurai!\If you want yours back, face us.\We'll meet you head-on.\We'll keep the student handbooks safe. response:	That reminds me, Erina.
context: I've seen you pinch and pull at it all the time. Look who's talking.\Saito-senpai...\Always uphold a fair and just match.\Showing one's willingness to do so is the spirit of a samurai!\If you want yours back, face us.\We'll meet you head-on.\We'll keep the student handbooks safe.\That reminds me, Erina. response:	Of course, you will be participating in the Team Shokugeki as one of our team members.
context: Saito-senpai...\Always uphold a fair and just match.\Showing one's willingness to do so is the spirit of a samurai!\If you want yours back, face us.\We'll meet you head-on.\We'll keep the student handbooks safe.\That reminds me, Erina.\Of course, you will be participating in the Team Shokugeki as one of our team members. response:	Hey, now. What are you saying?
context: Always uphold a fair and just match.\Showing one's willingness to do so is the spirit of a samurai!\If you want yours back, face us.\We'll meet you head-on.\We'll keep the student handbooks safe.\That reminds me, Erina.\Of course, you will be participating in the Team Shokugeki as one of our team members.\Hey, now. What are you saying? response:	Why do you get to decide that, Nakamura-senpai?
context: Showing one's willingness to do so is the spirit of a samurai!\If you want yours back, face us.\We'll meet you head-on.\We'll keep the student handbooks safe.\That reminds me, Erina.\Of course, you will be participating in the Team Shokugeki as one of our team members.\Hey, now. What are you saying?\Why do you get to decide that, Nakamura-senpai? response:	That's my line.
context: If you want yours back, face us.\We'll meet you head-on.\We'll keep the student handbooks safe.\That reminds me, Erina.\Of course, you will be participating in the Team Shokugeki as one of our team members.\Hey, now. What are you saying?\Why do you get to decide that, Nakamura-senpai?\That's my line. response:	The director and the Elite Ten Council constitute Central's leadership.
context: We'll meet you head-on.\We'll keep the student handbooks safe.\That reminds me, Erina.\Of course, you will be participating in the Team Shokugeki as one of our team members.\Hey, now. What are you saying?\Why do you get to decide that, Nakamura-senpai?\That's my line.\The director and the Elite Ten Council constitute Central's leadership. response:	Which means that, as the tenth seat,
context: We'll keep the student handbooks safe.\That reminds me, Erina.\Of course, you will be participating in the Team Shokugeki as one of our team members.\Hey, now. What are you saying?\Why do you get to decide that, Nakamura-senpai?\That's my line.\The director and the Elite Ten Council constitute Central's leadership.\Which means that, as the tenth seat, response:	Erina is part of Central from an org chart perspective.
context: That reminds me, Erina.\Of course, you will be participating in the Team Shokugeki as one of our team members.\Hey, now. What are you saying?\Why do you get to decide that, Nakamura-senpai?\That's my line.\The director and the Elite Ten Council constitute Central's leadership.\Which means that, as the tenth seat,\Erina is part of Central from an org chart perspective. response:	It is only to be expected that she face the rebels.
context: Of course, you will be participating in the Team Shokugeki as one of our team members.\Hey, now. What are you saying?\Why do you get to decide that, Nakamura-senpai?\That's my line.\The director and the Elite Ten Council constitute Central's leadership.\Which means that, as the tenth seat,\Erina is part of Central from an org chart perspective.\It is only to be expected that she face the rebels. response:	But...
context: Hey, now. What are you saying?\Why do you get to decide that, Nakamura-senpai?\That's my line.\The director and the Elite Ten Council constitute Central's leadership.\Which means that, as the tenth seat,\Erina is part of Central from an org chart perspective.\It is only to be expected that she face the rebels.\But... response:	Your time as a runaway is over, Erina.
context: Why do you get to decide that, Nakamura-senpai?\That's my line.\The director and the Elite Ten Council constitute Central's leadership.\Which means that, as the tenth seat,\Erina is part of Central from an org chart perspective.\It is only to be expected that she face the rebels.\But...\Your time as a runaway is over, Erina. response:	Come back.
context: That's my line.\The director and the Elite Ten Council constitute Central's leadership.\Which means that, as the tenth seat,\Erina is part of Central from an org chart perspective.\It is only to be expected that she face the rebels.\But...\Your time as a runaway is over, Erina.\Come back. response:	It's time to stop being so selfish.
context: The director and the Elite Ten Council constitute Central's leadership.\Which means that, as the tenth seat,\Erina is part of Central from an org chart perspective.\It is only to be expected that she face the rebels.\But...\Your time as a runaway is over, Erina.\Come back.\It's time to stop being so selfish. response:	Nakiri-san!
context: Which means that, as the tenth seat,\Erina is part of Central from an org chart perspective.\It is only to be expected that she face the rebels.\But...\Your time as a runaway is over, Erina.\Come back.\It's time to stop being so selfish.\Nakiri-san! response:	This is bad...
context: Erina is part of Central from an org chart perspective.\It is only to be expected that she face the rebels.\But...\Your time as a runaway is over, Erina.\Come back.\It's time to stop being so selfish.\Nakiri-san!\This is bad... response:	Nakiri is a doormat when it comes to her dad.
context: It is only to be expected that she face the rebels.\But...\Your time as a runaway is over, Erina.\Come back.\It's time to stop being so selfish.\Nakiri-san!\This is bad...\Nakiri is a doormat when it comes to her dad. response:	Father...
context: But...\Your time as a runaway is over, Erina.\Come back.\It's time to stop being so selfish.\Nakiri-san!\This is bad...\Nakiri is a doormat when it comes to her dad.\Father... response:	She took a deep breath?
context: Your time as a runaway is over, Erina.\Come back.\It's time to stop being so selfish.\Nakiri-san!\This is bad...\Nakiri is a doormat when it comes to her dad.\Father...\She took a deep breath? response:	Another one!
context: Come back.\It's time to stop being so selfish.\Nakiri-san!\This is bad...\Nakiri is a doormat when it comes to her dad.\Father...\She took a deep breath?\Another one! response:	A third!
context: It's time to stop being so selfish.\Nakiri-san!\This is bad...\Nakiri is a doormat when it comes to her dad.\Father...\She took a deep breath?\Another one!\A third! response:	A fourth!
context: Nakiri-san!\This is bad...\Nakiri is a doormat when it comes to her dad.\Father...\She took a deep breath?\Another one!\A third!\A fourth! response:	No, a lot of deep breaths!
context: This is bad...\Nakiri is a doormat when it comes to her dad.\Father...\She took a deep breath?\Another one!\A third!\A fourth!\No, a lot of deep breaths! response:	I understand your point of view, Father.
context: Nakiri is a doormat when it comes to her dad.\Father...\She took a deep breath?\Another one!\A third!\A fourth!\No, a lot of deep breaths!\I understand your point of view, Father. response:	Then I will relinquish my responsibilities as the Elite Ten's tenth seat!
context: Father...\She took a deep breath?\Another one!\A third!\A fourth!\No, a lot of deep breaths!\I understand your point of view, Father.\Then I will relinquish my responsibilities as the Elite Ten's tenth seat! response:	From now on, I am just Nakiri Erina!
context: She took a deep breath?\Another one!\A third!\A fourth!\No, a lot of deep breaths!\I understand your point of view, Father.\Then I will relinquish my responsibilities as the Elite Ten's tenth seat!\From now on, I am just Nakiri Erina! response:	Otherwise, I will not be able to say that I stand with them both body and soul.
context: Another one!\A third!\A fourth!\No, a lot of deep breaths!\I understand your point of view, Father.\Then I will relinquish my responsibilities as the Elite Ten's tenth seat!\From now on, I am just Nakiri Erina!\Otherwise, I will not be able to say that I stand with them both body and soul. response:	She's throwing her rank away?!
context: A third!\A fourth!\No, a lot of deep breaths!\I understand your point of view, Father.\Then I will relinquish my responsibilities as the Elite Ten's tenth seat!\From now on, I am just Nakiri Erina!\Otherwise, I will not be able to say that I stand with them both body and soul.\She's throwing her rank away?! response:	To think that you'd ever come to oppose me with a different opinion...
context: A fourth!\No, a lot of deep breaths!\I understand your point of view, Father.\Then I will relinquish my responsibilities as the Elite Ten's tenth seat!\From now on, I am just Nakiri Erina!\Otherwise, I will not be able to say that I stand with them both body and soul.\She's throwing her rank away?!\To think that you'd ever come to oppose me with a different opinion... response:	Very well, Erina.
context: No, a lot of deep breaths!\I understand your point of view, Father.\Then I will relinquish my responsibilities as the Elite Ten's tenth seat!\From now on, I am just Nakiri Erina!\Otherwise, I will not be able to say that I stand with them both body and soul.\She's throwing her rank away?!\To think that you'd ever come to oppose me with a different opinion...\Very well, Erina. response:	However, should your side lose...
context: I understand your point of view, Father.\Then I will relinquish my responsibilities as the Elite Ten's tenth seat!\From now on, I am just Nakiri Erina!\Otherwise, I will not be able to say that I stand with them both body and soul.\She's throwing her rank away?!\To think that you'd ever come to oppose me with a different opinion...\Very well, Erina.\However, should your side lose... response:	Erina, you alone will have to accept a different condition.
context: Then I will relinquish my responsibilities as the Elite Ten's tenth seat!\From now on, I am just Nakiri Erina!\Otherwise, I will not be able to say that I stand with them both body and soul.\She's throwing her rank away?!\To think that you'd ever come to oppose me with a different opinion...\Very well, Erina.\However, should your side lose...\Erina, you alone will have to accept a different condition. response:	Expulsion is too easy a consequence.
context: From now on, I am just Nakiri Erina!\Otherwise, I will not be able to say that I stand with them both body and soul.\She's throwing her rank away?!\To think that you'd ever come to oppose me with a different opinion...\Very well, Erina.\However, should your side lose...\Erina, you alone will have to accept a different condition.\Expulsion is too easy a consequence. response:	You will have to aid Central for the rest of your life.
context: Otherwise, I will not be able to say that I stand with them both body and soul.\She's throwing her rank away?!\To think that you'd ever come to oppose me with a different opinion...\Very well, Erina.\However, should your side lose...\Erina, you alone will have to accept a different condition.\Expulsion is too easy a consequence.\You will have to aid Central for the rest of your life. response:	You will do as your father tells you
context: She's throwing her rank away?!\To think that you'd ever come to oppose me with a different opinion...\Very well, Erina.\However, should your side lose...\Erina, you alone will have to accept a different condition.\Expulsion is too easy a consequence.\You will have to aid Central for the rest of your life.\You will do as your father tells you response:	and never disobey me again.
context: To think that you'd ever come to oppose me with a different opinion...\Very well, Erina.\However, should your side lose...\Erina, you alone will have to accept a different condition.\Expulsion is too easy a consequence.\You will have to aid Central for the rest of your life.\You will do as your father tells you\and never disobey me again. response:	Understood?
context: Very well, Erina.\However, should your side lose...\Erina, you alone will have to accept a different condition.\Expulsion is too easy a consequence.\You will have to aid Central for the rest of your life.\You will do as your father tells you\and never disobey me again.\Understood? response:	Understood.
context: However, should your side lose...\Erina, you alone will have to accept a different condition.\Expulsion is too easy a consequence.\You will have to aid Central for the rest of your life.\You will do as your father tells you\and never disobey me again.\Understood?\Understood. response:	Brr...
context: Erina, you alone will have to accept a different condition.\Expulsion is too easy a consequence.\You will have to aid Central for the rest of your life.\You will do as your father tells you\and never disobey me again.\Understood?\Understood.\Brr... response:	Later, Yukihira Soma.
context: Expulsion is too easy a consequence.\You will have to aid Central for the rest of your life.\You will do as your father tells you\and never disobey me again.\Understood?\Understood.\Brr...\Later, Yukihira Soma. response:	The matter will be settled at Rebun Island, then.
context: You will have to aid Central for the rest of your life.\You will do as your father tells you\and never disobey me again.\Understood?\Understood.\Brr...\Later, Yukihira Soma.\The matter will be settled at Rebun Island, then. response:	Got it.
context: You will do as your father tells you\and never disobey me again.\Understood?\Understood.\Brr...\Later, Yukihira Soma.\The matter will be settled at Rebun Island, then.\Got it. response:	Hey, Nakiri.
context: and never disobey me again.\Understood?\Understood.\Brr...\Later, Yukihira Soma.\The matter will be settled at Rebun Island, then.\Got it.\Hey, Nakiri. response:	Whoa!
context: Understood?\Understood.\Brr...\Later, Yukihira Soma.\The matter will be settled at Rebun Island, then.\Got it.\Hey, Nakiri.\Whoa! response:	She's got a ton of adrenaline.
context: Understood.\Brr...\Later, Yukihira Soma.\The matter will be settled at Rebun Island, then.\Got it.\Hey, Nakiri.\Whoa!\She's got a ton of adrenaline. response:	Are you okay, Nakiri-san?
context: Brr...\Later, Yukihira Soma.\The matter will be settled at Rebun Island, then.\Got it.\Hey, Nakiri.\Whoa!\She's got a ton of adrenaline.\Are you okay, Nakiri-san? response:	Should we win the Team Shokugeki and crush the current Elite Ten,
context: Later, Yukihira Soma.\The matter will be settled at Rebun Island, then.\Got it.\Hey, Nakiri.\Whoa!\She's got a ton of adrenaline.\Are you okay, Nakiri-san?\Should we win the Team Shokugeki and crush the current Elite Ten, response:	I will be enthroned as the first seat of the Elite Ten!
context: The matter will be settled at Rebun Island, then.\Got it.\Hey, Nakiri.\Whoa!\She's got a ton of adrenaline.\Are you okay, Nakiri-san?\Should we win the Team Shokugeki and crush the current Elite Ten,\I will be enthroned as the first seat of the Elite Ten! response:	I will be victorious in this battle to become the true queen of fine dining!
context: Got it.\Hey, Nakiri.\Whoa!\She's got a ton of adrenaline.\Are you okay, Nakiri-san?\Should we win the Team Shokugeki and crush the current Elite Ten,\I will be enthroned as the first seat of the Elite Ten!\I will be victorious in this battle to become the true queen of fine dining! response:	You all are loyal attendants of the queen!
context: Hey, Nakiri.\Whoa!\She's got a ton of adrenaline.\Are you okay, Nakiri-san?\Should we win the Team Shokugeki and crush the current Elite Ten,\I will be enthroned as the first seat of the Elite Ten!\I will be victorious in this battle to become the true queen of fine dining!\You all are loyal attendants of the queen! response:	Consider it an honor!
context: Whoa!\She's got a ton of adrenaline.\Are you okay, Nakiri-san?\Should we win the Team Shokugeki and crush the current Elite Ten,\I will be enthroned as the first seat of the Elite Ten!\I will be victorious in this battle to become the true queen of fine dining!\You all are loyal attendants of the queen!\Consider it an honor! response:	How wonderful.
context: She's got a ton of adrenaline.\Are you okay, Nakiri-san?\Should we win the Team Shokugeki and crush the current Elite Ten,\I will be enthroned as the first seat of the Elite Ten!\I will be victorious in this battle to become the true queen of fine dining!\You all are loyal attendants of the queen!\Consider it an honor!\How wonderful. response:	As I'd thought, it suits you to act like a queen.
context: Are you okay, Nakiri-san?\Should we win the Team Shokugeki and crush the current Elite Ten,\I will be enthroned as the first seat of the Elite Ten!\I will be victorious in this battle to become the true queen of fine dining!\You all are loyal attendants of the queen!\Consider it an honor!\How wonderful.\As I'd thought, it suits you to act like a queen. response:	I'm glad you seem to be feeling better.
context: Should we win the Team Shokugeki and crush the current Elite Ten,\I will be enthroned as the first seat of the Elite Ten!\I will be victorious in this battle to become the true queen of fine dining!\You all are loyal attendants of the queen!\Consider it an honor!\How wonderful.\As I'd thought, it suits you to act like a queen.\I'm glad you seem to be feeling better. response:	Boo...
context: I will be enthroned as the first seat of the Elite Ten!\I will be victorious in this battle to become the true queen of fine dining!\You all are loyal attendants of the queen!\Consider it an honor!\How wonderful.\As I'd thought, it suits you to act like a queen.\I'm glad you seem to be feeling better.\Boo... response:	I'm the one who'll be at the top!
context: I will be victorious in this battle to become the true queen of fine dining!\You all are loyal attendants of the queen!\Consider it an honor!\How wonderful.\As I'd thought, it suits you to act like a queen.\I'm glad you seem to be feeling better.\Boo...\I'm the one who'll be at the top! response:	Underlings should stay quiet!
context: You all are loyal attendants of the queen!\Consider it an honor!\How wonderful.\As I'd thought, it suits you to act like a queen.\I'm glad you seem to be feeling better.\Boo...\I'm the one who'll be at the top!\Underlings should stay quiet! response:	Don't underestimate the diners that serve the masses!
context: Consider it an honor!\How wonderful.\As I'd thought, it suits you to act like a queen.\I'm glad you seem to be feeling better.\Boo...\I'm the one who'll be at the top!\Underlings should stay quiet!\Don't underestimate the diners that serve the masses! response:	Are you saying you can't respect the god tongue?
context: How wonderful.\As I'd thought, it suits you to act like a queen.\I'm glad you seem to be feeling better.\Boo...\I'm the one who'll be at the top!\Underlings should stay quiet!\Don't underestimate the diners that serve the masses!\Are you saying you can't respect the god tongue? response:	What?!
context: As I'd thought, it suits you to act like a queen.\I'm glad you seem to be feeling better.\Boo...\I'm the one who'll be at the top!\Underlings should stay quiet!\Don't underestimate the diners that serve the masses!\Are you saying you can't respect the god tongue?\What?! response:	Dad!
context: I'm glad you seem to be feeling better.\Boo...\I'm the one who'll be at the top!\Underlings should stay quiet!\Don't underestimate the diners that serve the masses!\Are you saying you can't respect the god tongue?\What?!\Dad! response:	Dad, say something!
context: Boo...\I'm the one who'll be at the top!\Underlings should stay quiet!\Don't underestimate the diners that serve the masses!\Are you saying you can't respect the god tongue?\What?!\Dad!\Dad, say something! response:	Don't cheat!
context: I'm the one who'll be at the top!\Underlings should stay quiet!\Don't underestimate the diners that serve the masses!\Are you saying you can't respect the god tongue?\What?!\Dad!\Dad, say something!\Don't cheat! response:	Dragging Saiba-sama into this is against the rules!
