context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: What should I do about the contract?\There's no reason to hesitate!\If you contract with me, I'll make sure to protect you and that nice body of yours!\You promise?\I promise!\You told me that'd you'd always protect me, remember?\Hey, what're you hesitating for? Do what I say and get her!\Celestial Gates should be opened and closed by mutual agreement! response:	Come to your senses, Taurus!
context: There's no reason to hesitate!\If you contract with me, I'll make sure to protect you and that nice body of yours!\You promise?\I promise!\You told me that'd you'd always protect me, remember?\Hey, what're you hesitating for? Do what I say and get her!\Celestial Gates should be opened and closed by mutual agreement!\Come to your senses, Taurus! response:	I did it...
context: If you contract with me, I'll make sure to protect you and that nice body of yours!\You promise?\I promise!\You told me that'd you'd always protect me, remember?\Hey, what're you hesitating for? Do what I say and get her!\Celestial Gates should be opened and closed by mutual agreement!\Come to your senses, Taurus!\I did it... response:	I can't believe there was a Celestial Wizard who could do that. I miscalculated.
context: You promise?\I promise!\You told me that'd you'd always protect me, remember?\Hey, what're you hesitating for? Do what I say and get her!\Celestial Gates should be opened and closed by mutual agreement!\Come to your senses, Taurus!\I did it...\I can't believe there was a Celestial Wizard who could do that. I miscalculated. response:	I've reached a new level!
context: I promise!\You told me that'd you'd always protect me, remember?\Hey, what're you hesitating for? Do what I say and get her!\Celestial Gates should be opened and closed by mutual agreement!\Come to your senses, Taurus!\I did it...\I can't believe there was a Celestial Wizard who could do that. I miscalculated.\I've reached a new level! response:	That's right! Because I'm a member of Fairy Tail, got it?
context: You told me that'd you'd always protect me, remember?\Hey, what're you hesitating for? Do what I say and get her!\Celestial Gates should be opened and closed by mutual agreement!\Come to your senses, Taurus!\I did it...\I can't believe there was a Celestial Wizard who could do that. I miscalculated.\I've reached a new level!\That's right! Because I'm a member of Fairy Tail, got it? response:	Professor Happy's Fairy Tail Lecture!
context: Hey, what're you hesitating for? Do what I say and get her!\Celestial Gates should be opened and closed by mutual agreement!\Come to your senses, Taurus!\I did it...\I can't believe there was a Celestial Wizard who could do that. I miscalculated.\I've reached a new level!\That's right! Because I'm a member of Fairy Tail, got it?\Professor Happy's Fairy Tail Lecture! response:	Today we'll be telling you the secrets of Lucy, a Celestial Spirit Wizard!
context: Celestial Gates should be opened and closed by mutual agreement!\Come to your senses, Taurus!\I did it...\I can't believe there was a Celestial Wizard who could do that. I miscalculated.\I've reached a new level!\That's right! Because I'm a member of Fairy Tail, got it?\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Lucy, a Celestial Spirit Wizard! response:	Lucy uses magical keys to summon various Celestial Spirits!
context: Come to your senses, Taurus!\I did it...\I can't believe there was a Celestial Wizard who could do that. I miscalculated.\I've reached a new level!\That's right! Because I'm a member of Fairy Tail, got it?\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Lucy, a Celestial Spirit Wizard!\Lucy uses magical keys to summon various Celestial Spirits! response:	But she's most fun when her looks misfire,
context: I did it...\I can't believe there was a Celestial Wizard who could do that. I miscalculated.\I've reached a new level!\That's right! Because I'm a member of Fairy Tail, got it?\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Lucy, a Celestial Spirit Wizard!\Lucy uses magical keys to summon various Celestial Spirits!\But she's most fun when her looks misfire, response:	or goes overboard in her complaints.
context: I can't believe there was a Celestial Wizard who could do that. I miscalculated.\I've reached a new level!\That's right! Because I'm a member of Fairy Tail, got it?\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Lucy, a Celestial Spirit Wizard!\Lucy uses magical keys to summon various Celestial Spirits!\But she's most fun when her looks misfire,\or goes overboard in her complaints. response:	Until next time!
context: I've reached a new level!\That's right! Because I'm a member of Fairy Tail, got it?\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Lucy, a Celestial Spirit Wizard!\Lucy uses magical keys to summon various Celestial Spirits!\But she's most fun when her looks misfire,\or goes overboard in her complaints.\Until next time! response:	Stand, Bow, Aye!
context: That's right! Because I'm a member of Fairy Tail, got it?\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Lucy, a Celestial Spirit Wizard!\Lucy uses magical keys to summon various Celestial Spirits!\But she's most fun when her looks misfire,\or goes overboard in her complaints.\Until next time!\Stand, Bow, Aye! response:	Natsu, we've got trouble! Erza's arrived!
context: Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Lucy, a Celestial Spirit Wizard!\Lucy uses magical keys to summon various Celestial Spirits!\But she's most fun when her looks misfire,\or goes overboard in her complaints.\Until next time!\Stand, Bow, Aye!\Natsu, we've got trouble! Erza's arrived! response:	Say what? We're in deep...
context: Today we'll be telling you the secrets of Lucy, a Celestial Spirit Wizard!\Lucy uses magical keys to summon various Celestial Spirits!\But she's most fun when her looks misfire,\or goes overboard in her complaints.\Until next time!\Stand, Bow, Aye!\Natsu, we've got trouble! Erza's arrived!\Say what? We're in deep... response:	She is seriously angry this time.
context: Lucy uses magical keys to summon various Celestial Spirits!\But she's most fun when her looks misfire,\or goes overboard in her complaints.\Until next time!\Stand, Bow, Aye!\Natsu, we've got trouble! Erza's arrived!\Say what? We're in deep...\She is seriously angry this time. response:	Okay. Then before Erza finds us,
context: But she's most fun when her looks misfire,\or goes overboard in her complaints.\Until next time!\Stand, Bow, Aye!\Natsu, we've got trouble! Erza's arrived!\Say what? We're in deep...\She is seriously angry this time.\Okay. Then before Erza finds us, response:	we beat up the masked guy. I put my hands together and blow away Deliora. And we get the heck off this island.
context: or goes overboard in her complaints.\Until next time!\Stand, Bow, Aye!\Natsu, we've got trouble! Erza's arrived!\Say what? We're in deep...\She is seriously angry this time.\Okay. Then before Erza finds us,\we beat up the masked guy. I put my hands together and blow away Deliora. And we get the heck off this island. response:	But that ice won't melt from fire.
context: Until next time!\Stand, Bow, Aye!\Natsu, we've got trouble! Erza's arrived!\Say what? We're in deep...\She is seriously angry this time.\Okay. Then before Erza finds us,\we beat up the masked guy. I put my hands together and blow away Deliora. And we get the heck off this island.\But that ice won't melt from fire. response:	Next time: Do What You Must!!
context: Stand, Bow, Aye!\Natsu, we've got trouble! Erza's arrived!\Say what? We're in deep...\She is seriously angry this time.\Okay. Then before Erza finds us,\we beat up the masked guy. I put my hands together and blow away Deliora. And we get the heck off this island.\But that ice won't melt from fire.\Next time: Do What You Must!! response:	What if we let them melt it and then blow it away?
context: Natsu, we've got trouble! Erza's arrived!\Say what? We're in deep...\She is seriously angry this time.\Okay. Then before Erza finds us,\we beat up the masked guy. I put my hands together and blow away Deliora. And we get the heck off this island.\But that ice won't melt from fire.\Next time: Do What You Must!!\What if we let them melt it and then blow it away? response:	I think you're missing the big picture, but we'd have to wait for nightfall for that.
context: Say what? We're in deep...\She is seriously angry this time.\Okay. Then before Erza finds us,\we beat up the masked guy. I put my hands together and blow away Deliora. And we get the heck off this island.\But that ice won't melt from fire.\Next time: Do What You Must!!\What if we let them melt it and then blow it away?\I think you're missing the big picture, but we'd have to wait for nightfall for that. response:	What should we do?
