context: Shiiwaku, manabi... Huh? Fu-re? Re-re? response:	What was this one again?
context: Even things that, at a glance, seem like they're not changing at all,\if you keep pouring energy into them, in one instant,\they'll suddenly undergo a physical change.\Study and inspiration are the same way.\If you keep thinking, you'll undergo a sudden change?\Yes.\Lots of people saw that exhibition,\but why did only Mr. Morse have the inspiration for the signal? response:	It must be because
context: if you keep pouring energy into them, in one instant,\they'll suddenly undergo a physical change.\Study and inspiration are the same way.\If you keep thinking, you'll undergo a sudden change?\Yes.\Lots of people saw that exhibition,\but why did only Mr. Morse have the inspiration for the signal?\It must be because response:	he had been thinking about the long-distance communication code for years.
context: they'll suddenly undergo a physical change.\Study and inspiration are the same way.\If you keep thinking, you'll undergo a sudden change?\Yes.\Lots of people saw that exhibition,\but why did only Mr. Morse have the inspiration for the signal?\It must be because\he had been thinking about the long-distance communication code for years. response:	There's no need to think you don't have any talent
context: Study and inspiration are the same way.\If you keep thinking, you'll undergo a sudden change?\Yes.\Lots of people saw that exhibition,\but why did only Mr. Morse have the inspiration for the signal?\It must be because\he had been thinking about the long-distance communication code for years.\There's no need to think you don't have any talent response:	just because you don't see results right away.
context: If you keep thinking, you'll undergo a sudden change?\Yes.\Lots of people saw that exhibition,\but why did only Mr. Morse have the inspiration for the signal?\It must be because\he had been thinking about the long-distance communication code for years.\There's no need to think you don't have any talent\just because you don't see results right away. response:	Shun!
context: Yes.\Lots of people saw that exhibition,\but why did only Mr. Morse have the inspiration for the signal?\It must be because\he had been thinking about the long-distance communication code for years.\There's no need to think you don't have any talent\just because you don't see results right away.\Shun! response:	What? What? What's with this vibe?
context: Lots of people saw that exhibition,\but why did only Mr. Morse have the inspiration for the signal?\It must be because\he had been thinking about the long-distance communication code for years.\There's no need to think you don't have any talent\just because you don't see results right away.\Shun!\What? What? What's with this vibe? response:	You'll be okay, Mari.
context: but why did only Mr. Morse have the inspiration for the signal?\It must be because\he had been thinking about the long-distance communication code for years.\There's no need to think you don't have any talent\just because you don't see results right away.\Shun!\What? What? What's with this vibe?\You'll be okay, Mari. response:	Yeah! Thanks, Shun!
context: It must be because\he had been thinking about the long-distance communication code for years.\There's no need to think you don't have any talent\just because you don't see results right away.\Shun!\What? What? What's with this vibe?\You'll be okay, Mari.\Yeah! Thanks, Shun! response:	Oh-ho! Not bad at all!
context: he had been thinking about the long-distance communication code for years.\There's no need to think you don't have any talent\just because you don't see results right away.\Shun!\What? What? What's with this vibe?\You'll be okay, Mari.\Yeah! Thanks, Shun!\Oh-ho! Not bad at all! response:	Learning without thought is labor lost; thought without learning is perilous.
context: There's no need to think you don't have any talent\just because you don't see results right away.\Shun!\What? What? What's with this vibe?\You'll be okay, Mari.\Yeah! Thanks, Shun!\Oh-ho! Not bad at all!\Learning without thought is labor lost; thought without learning is perilous. response:	I see you're working hard.
context: just because you don't see results right away.\Shun!\What? What? What's with this vibe?\You'll be okay, Mari.\Yeah! Thanks, Shun!\Oh-ho! Not bad at all!\Learning without thought is labor lost; thought without learning is perilous.\I see you're working hard. response:	Yeah!
context: Shun!\What? What? What's with this vibe?\You'll be okay, Mari.\Yeah! Thanks, Shun!\Oh-ho! Not bad at all!\Learning without thought is labor lost; thought without learning is perilous.\I see you're working hard.\Yeah! response:	Just because my grades don't go up right away
context: What? What? What's with this vibe?\You'll be okay, Mari.\Yeah! Thanks, Shun!\Oh-ho! Not bad at all!\Learning without thought is labor lost; thought without learning is perilous.\I see you're working hard.\Yeah!\Just because my grades don't go up right away response:	is no reason to give up, I realized.
context: You'll be okay, Mari.\Yeah! Thanks, Shun!\Oh-ho! Not bad at all!\Learning without thought is labor lost; thought without learning is perilous.\I see you're working hard.\Yeah!\Just because my grades don't go up right away\is no reason to give up, I realized. response:	I see. That's very good.
context: Yeah! Thanks, Shun!\Oh-ho! Not bad at all!\Learning without thought is labor lost; thought without learning is perilous.\I see you're working hard.\Yeah!\Just because my grades don't go up right away\is no reason to give up, I realized.\I see. That's very good. response:	Perseverance is important, right?
context: Oh-ho! Not bad at all!\Learning without thought is labor lost; thought without learning is perilous.\I see you're working hard.\Yeah!\Just because my grades don't go up right away\is no reason to give up, I realized.\I see. That's very good.\Perseverance is important, right? response:	Yeah!
context: Learning without thought is labor lost; thought without learning is perilous.\I see you're working hard.\Yeah!\Just because my grades don't go up right away\is no reason to give up, I realized.\I see. That's very good.\Perseverance is important, right?\Yeah! response:	In physics, it's called phase transformation!
context: I see you're working hard.\Yeah!\Just because my grades don't go up right away\is no reason to give up, I realized.\I see. That's very good.\Perseverance is important, right?\Yeah!\In physics, it's called phase transformation! response:	That's what Shun taught me.
context: Yeah!\Just because my grades don't go up right away\is no reason to give up, I realized.\I see. That's very good.\Perseverance is important, right?\Yeah!\In physics, it's called phase transformation!\That's what Shun taught me. response:	Oh? Shun said that?
context: Just because my grades don't go up right away\is no reason to give up, I realized.\I see. That's very good.\Perseverance is important, right?\Yeah!\In physics, it's called phase transformation!\That's what Shun taught me.\Oh? Shun said that? response:	Huh?
context: is no reason to give up, I realized.\I see. That's very good.\Perseverance is important, right?\Yeah!\In physics, it's called phase transformation!\That's what Shun taught me.\Oh? Shun said that?\Huh? response:	That's my new almond praline cream puff.
context: I see. That's very good.\Perseverance is important, right?\Yeah!\In physics, it's called phase transformation!\That's what Shun taught me.\Oh? Shun said that?\Huh?\That's my new almond praline cream puff. response:	Let me know what you think later.
context: Perseverance is important, right?\Yeah!\In physics, it's called phase transformation!\That's what Shun taught me.\Oh? Shun said that?\Huh?\That's my new almond praline cream puff.\Let me know what you think later. response:	Okay. Thanks.
context: Yeah!\In physics, it's called phase transformation!\That's what Shun taught me.\Oh? Shun said that?\Huh?\That's my new almond praline cream puff.\Let me know what you think later.\Okay. Thanks. response:	Okay! Let's work hard!
context: In physics, it's called phase transformation!\That's what Shun taught me.\Oh? Shun said that?\Huh?\That's my new almond praline cream puff.\Let me know what you think later.\Okay. Thanks.\Okay! Let's work hard! response:	Next Episode: Bell's Decision Okay! Let's work hard!
context: That's what Shun taught me.\Oh? Shun said that?\Huh?\That's my new almond praline cream puff.\Let me know what you think later.\Okay. Thanks.\Okay! Let's work hard!\Next Episode: Bell's Decision Okay! Let's work hard! response:	Next Episode: Bell's Decision
context: Oh? Shun said that?\Huh?\That's my new almond praline cream puff.\Let me know what you think later.\Okay. Thanks.\Okay! Let's work hard!\Next Episode: Bell's Decision Okay! Let's work hard!\Next Episode: Bell's Decision response:	Mari and Waka's Quick Science
context: Huh?\That's my new almond praline cream puff.\Let me know what you think later.\Okay. Thanks.\Okay! Let's work hard!\Next Episode: Bell's Decision Okay! Let's work hard!\Next Episode: Bell's Decision\Mari and Waka's Quick Science response:	Mari and Waka's Quick Science! Mari and Waka's Quick Science
context: That's my new almond praline cream puff.\Let me know what you think later.\Okay. Thanks.\Okay! Let's work hard!\Next Episode: Bell's Decision Okay! Let's work hard!\Next Episode: Bell's Decision\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science response:	Mari and Waka's Quick Science!
context: Let me know what you think later.\Okay. Thanks.\Okay! Let's work hard!\Next Episode: Bell's Decision Okay! Let's work hard!\Next Episode: Bell's Decision\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science! response:	Just what signal did Mr. Morse come up with after watching Papa's demonstration?
context: Okay. Thanks.\Okay! Let's work hard!\Next Episode: Bell's Decision Okay! Let's work hard!\Next Episode: Bell's Decision\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Just what signal did Mr. Morse come up with after watching Papa's demonstration? response:	Yeah! I really want to hear about it!
context: Okay! Let's work hard!\Next Episode: Bell's Decision Okay! Let's work hard!\Next Episode: Bell's Decision\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Just what signal did Mr. Morse come up with after watching Papa's demonstration?\Yeah! I really want to hear about it! response:	These are the transmitters and receivers used in Morse Code.
context: Next Episode: Bell's Decision Okay! Let's work hard!\Next Episode: Bell's Decision\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Just what signal did Mr. Morse come up with after watching Papa's demonstration?\Yeah! I really want to hear about it!\These are the transmitters and receivers used in Morse Code. response:	Transmitter Iron Electric Current Receiver
context: Next Episode: Bell's Decision\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Just what signal did Mr. Morse come up with after watching Papa's demonstration?\Yeah! I really want to hear about it!\These are the transmitters and receivers used in Morse Code.\Transmitter Iron Electric Current Receiver response:	Pressing the switch of the transmitter sends electricity to the receiver, Transmitter Iron Electric Current Receiver
context: Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Just what signal did Mr. Morse come up with after watching Papa's demonstration?\Yeah! I really want to hear about it!\These are the transmitters and receivers used in Morse Code.\Transmitter Iron Electric Current Receiver\Pressing the switch of the transmitter sends electricity to the receiver, Transmitter Iron Electric Current Receiver response:	and turns the coil into an electromagnet, which attracts the iron. Transmitter Iron Electric Current Receiver
context: Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Just what signal did Mr. Morse come up with after watching Papa's demonstration?\Yeah! I really want to hear about it!\These are the transmitters and receivers used in Morse Code.\Transmitter Iron Electric Current Receiver\Pressing the switch of the transmitter sends electricity to the receiver, Transmitter Iron Electric Current Receiver\and turns the coil into an electromagnet, which attracts the iron. Transmitter Iron Electric Current Receiver response:	When the electricity is cut off, the power of the spring pulls it away again. Transmitter Iron Electric Current Receiver
context: Mari and Waka's Quick Science!\Just what signal did Mr. Morse come up with after watching Papa's demonstration?\Yeah! I really want to hear about it!\These are the transmitters and receivers used in Morse Code.\Transmitter Iron Electric Current Receiver\Pressing the switch of the transmitter sends electricity to the receiver, Transmitter Iron Electric Current Receiver\and turns the coil into an electromagnet, which attracts the iron. Transmitter Iron Electric Current Receiver\When the electricity is cut off, the power of the spring pulls it away again. Transmitter Iron Electric Current Receiver response:	Morse thought of using this phenomenon to send signals. Transmitter Iron Electric Current Receiver
context: Just what signal did Mr. Morse come up with after watching Papa's demonstration?\Yeah! I really want to hear about it!\These are the transmitters and receivers used in Morse Code.\Transmitter Iron Electric Current Receiver\Pressing the switch of the transmitter sends electricity to the receiver, Transmitter Iron Electric Current Receiver\and turns the coil into an electromagnet, which attracts the iron. Transmitter Iron Electric Current Receiver\When the electricity is cut off, the power of the spring pulls it away again. Transmitter Iron Electric Current Receiver\Morse thought of using this phenomenon to send signals. Transmitter Iron Electric Current Receiver response:	Mr. Morse is so smart! Transmitter Iron Electric Current Receiver
context: Yeah! I really want to hear about it!\These are the transmitters and receivers used in Morse Code.\Transmitter Iron Electric Current Receiver\Pressing the switch of the transmitter sends electricity to the receiver, Transmitter Iron Electric Current Receiver\and turns the coil into an electromagnet, which attracts the iron. Transmitter Iron Electric Current Receiver\When the electricity is cut off, the power of the spring pulls it away again. Transmitter Iron Electric Current Receiver\Morse thought of using this phenomenon to send signals. Transmitter Iron Electric Current Receiver\Mr. Morse is so smart! Transmitter Iron Electric Current Receiver response:	Transmitter Iron Electric Current Receiver
context: These are the transmitters and receivers used in Morse Code.\Transmitter Iron Electric Current Receiver\Pressing the switch of the transmitter sends electricity to the receiver, Transmitter Iron Electric Current Receiver\and turns the coil into an electromagnet, which attracts the iron. Transmitter Iron Electric Current Receiver\When the electricity is cut off, the power of the spring pulls it away again. Transmitter Iron Electric Current Receiver\Morse thought of using this phenomenon to send signals. Transmitter Iron Electric Current Receiver\Mr. Morse is so smart! Transmitter Iron Electric Current Receiver\Transmitter Iron Electric Current Receiver response:	Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.
context: Transmitter Iron Electric Current Receiver\Pressing the switch of the transmitter sends electricity to the receiver, Transmitter Iron Electric Current Receiver\and turns the coil into an electromagnet, which attracts the iron. Transmitter Iron Electric Current Receiver\When the electricity is cut off, the power of the spring pulls it away again. Transmitter Iron Electric Current Receiver\Morse thought of using this phenomenon to send signals. Transmitter Iron Electric Current Receiver\Mr. Morse is so smart! Transmitter Iron Electric Current Receiver\Transmitter Iron Electric Current Receiver\Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse. response:	And even more important is that he figured out Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.
context: Pressing the switch of the transmitter sends electricity to the receiver, Transmitter Iron Electric Current Receiver\and turns the coil into an electromagnet, which attracts the iron. Transmitter Iron Electric Current Receiver\When the electricity is cut off, the power of the spring pulls it away again. Transmitter Iron Electric Current Receiver\Morse thought of using this phenomenon to send signals. Transmitter Iron Electric Current Receiver\Mr. Morse is so smart! Transmitter Iron Electric Current Receiver\Transmitter Iron Electric Current Receiver\Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And even more important is that he figured out Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse. response:	a system of long and short signals to express letters and numbers. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.
context: and turns the coil into an electromagnet, which attracts the iron. Transmitter Iron Electric Current Receiver\When the electricity is cut off, the power of the spring pulls it away again. Transmitter Iron Electric Current Receiver\Morse thought of using this phenomenon to send signals. Transmitter Iron Electric Current Receiver\Mr. Morse is so smart! Transmitter Iron Electric Current Receiver\Transmitter Iron Electric Current Receiver\Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And even more important is that he figured out Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\a system of long and short signals to express letters and numbers. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse. response:	This is Morse Code. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.
context: When the electricity is cut off, the power of the spring pulls it away again. Transmitter Iron Electric Current Receiver\Morse thought of using this phenomenon to send signals. Transmitter Iron Electric Current Receiver\Mr. Morse is so smart! Transmitter Iron Electric Current Receiver\Transmitter Iron Electric Current Receiver\Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And even more important is that he figured out Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\a system of long and short signals to express letters and numbers. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\This is Morse Code. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse. response:	And that's how we were able to send messages, right? Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.
context: Morse thought of using this phenomenon to send signals. Transmitter Iron Electric Current Receiver\Mr. Morse is so smart! Transmitter Iron Electric Current Receiver\Transmitter Iron Electric Current Receiver\Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And even more important is that he figured out Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\a system of long and short signals to express letters and numbers. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\This is Morse Code. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse. response:	And that's how we were able to send messages, right? * This is modern Morse Code. It differs from the system devised by Morse.
context: Mr. Morse is so smart! Transmitter Iron Electric Current Receiver\Transmitter Iron Electric Current Receiver\Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And even more important is that he figured out Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\a system of long and short signals to express letters and numbers. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\This is Morse Code. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? * This is modern Morse Code. It differs from the system devised by Morse. response:	Okay! * This is modern Morse Code. It differs from the system devised by Morse.
context: Transmitter Iron Electric Current Receiver\Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And even more important is that he figured out Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\a system of long and short signals to express letters and numbers. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\This is Morse Code. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse. response:	Then let's use electricity to send some signals through the transmitter * This is modern Morse Code. It differs from the system devised by Morse.
context: Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And even more important is that he figured out Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\a system of long and short signals to express letters and numbers. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\This is Morse Code. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\Then let's use electricity to send some signals through the transmitter * This is modern Morse Code. It differs from the system devised by Morse. response:	in Morse Code! * This is modern Morse Code. It differs from the system devised by Morse.
context: And even more important is that he figured out Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\a system of long and short signals to express letters and numbers. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\This is Morse Code. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\Then let's use electricity to send some signals through the transmitter * This is modern Morse Code. It differs from the system devised by Morse.\in Morse Code! * This is modern Morse Code. It differs from the system devised by Morse. response:	Yeah! * This is modern Morse Code. It differs from the system devised by Morse.
context: a system of long and short signals to express letters and numbers. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\This is Morse Code. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\Then let's use electricity to send some signals through the transmitter * This is modern Morse Code. It differs from the system devised by Morse.\in Morse Code! * This is modern Morse Code. It differs from the system devised by Morse.\Yeah! * This is modern Morse Code. It differs from the system devised by Morse. response:	Okay! * This is modern Morse Code. It differs from the system devised by Morse.
context: This is Morse Code. Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\Then let's use electricity to send some signals through the transmitter * This is modern Morse Code. It differs from the system devised by Morse.\in Morse Code! * This is modern Morse Code. It differs from the system devised by Morse.\Yeah! * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse. response:	* This is modern Morse Code. It differs from the system devised by Morse.
context: And that's how we were able to send messages, right? Morse Code Short Long * This is modern Morse Code. It differs from the system devised by Morse.\And that's how we were able to send messages, right? * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\Then let's use electricity to send some signals through the transmitter * This is modern Morse Code. It differs from the system devised by Morse.\in Morse Code! * This is modern Morse Code. It differs from the system devised by Morse.\Yeah! * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse. response:	Is that an M? * This is modern Morse Code. It differs from the system devised by Morse.
context: And that's how we were able to send messages, right? * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\Then let's use electricity to send some signals through the transmitter * This is modern Morse Code. It differs from the system devised by Morse.\in Morse Code! * This is modern Morse Code. It differs from the system devised by Morse.\Yeah! * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\Is that an M? * This is modern Morse Code. It differs from the system devised by Morse. response:	* This is modern Morse Code. It differs from the system devised by Morse.
context: Okay! * This is modern Morse Code. It differs from the system devised by Morse.\Then let's use electricity to send some signals through the transmitter * This is modern Morse Code. It differs from the system devised by Morse.\in Morse Code! * This is modern Morse Code. It differs from the system devised by Morse.\Yeah! * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\Is that an M? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse. response:	That's an A? * This is modern Morse Code. It differs from the system devised by Morse.
context: Then let's use electricity to send some signals through the transmitter * This is modern Morse Code. It differs from the system devised by Morse.\in Morse Code! * This is modern Morse Code. It differs from the system devised by Morse.\Yeah! * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\Is that an M? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\That's an A? * This is modern Morse Code. It differs from the system devised by Morse. response:	* This is modern Morse Code. It differs from the system devised by Morse.
context: in Morse Code! * This is modern Morse Code. It differs from the system devised by Morse.\Yeah! * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\Is that an M? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\That's an A? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse. response:	* This is modern Morse Code. It differs from the system devised by Morse.
context: Yeah! * This is modern Morse Code. It differs from the system devised by Morse.\Okay! * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\Is that an M? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\That's an A? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse. response:	* This is modern Morse Code. It differs from the system devised by Morse.
context: Okay! * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\Is that an M? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\That's an A? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse. response:	W-A-K-A. * This is modern Morse Code. It differs from the system devised by Morse.
context: * This is modern Morse Code. It differs from the system devised by Morse.\Is that an M? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\That's an A? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\W-A-K-A. * This is modern Morse Code. It differs from the system devised by Morse. response:	Which means... * This is modern Morse Code. It differs from the system devised by Morse.
context: Is that an M? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\That's an A? * This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\* This is modern Morse Code. It differs from the system devised by Morse.\W-A-K-A. * This is modern Morse Code. It differs from the system devised by Morse.\Which means... * This is modern Morse Code. It differs from the system devised by Morse. response:	Mari-Waka!
