context: Science Fell in Love, So I Tried to Prove It response:	All right, Himuro.
context: Um... Himuro-senpai?\Your hand. Why...?\I-I'm sorry!\You see, I...\I've never had any friends of the same gender as me.\Maybe it's my personality.\I've just never been able to fit into groups of girls.\There wasn't a single one I felt close to. response:	That's why, when you treat me like a friend, it makes me so happy.
context: Your hand. Why...?\I-I'm sorry!\You see, I...\I've never had any friends of the same gender as me.\Maybe it's my personality.\I've just never been able to fit into groups of girls.\There wasn't a single one I felt close to.\That's why, when you treat me like a friend, it makes me so happy. response:	I thought, it's sort of like having a little sister...
context: I-I'm sorry!\You see, I...\I've never had any friends of the same gender as me.\Maybe it's my personality.\I've just never been able to fit into groups of girls.\There wasn't a single one I felt close to.\That's why, when you treat me like a friend, it makes me so happy.\I thought, it's sort of like having a little sister... response:	I'm sorry.
context: You see, I...\I've never had any friends of the same gender as me.\Maybe it's my personality.\I've just never been able to fit into groups of girls.\There wasn't a single one I felt close to.\That's why, when you treat me like a friend, it makes me so happy.\I thought, it's sort of like having a little sister...\I'm sorry. response:	Himuro-senpai!
context: I've never had any friends of the same gender as me.\Maybe it's my personality.\I've just never been able to fit into groups of girls.\There wasn't a single one I felt close to.\That's why, when you treat me like a friend, it makes me so happy.\I thought, it's sort of like having a little sister...\I'm sorry.\Himuro-senpai! response:	Right now... I think I could kiss you!
context: Maybe it's my personality.\I've just never been able to fit into groups of girls.\There wasn't a single one I felt close to.\That's why, when you treat me like a friend, it makes me so happy.\I thought, it's sort of like having a little sister...\I'm sorry.\Himuro-senpai!\Right now... I think I could kiss you! response:	What?
context: I've just never been able to fit into groups of girls.\There wasn't a single one I felt close to.\That's why, when you treat me like a friend, it makes me so happy.\I thought, it's sort of like having a little sister...\I'm sorry.\Himuro-senpai!\Right now... I think I could kiss you!\What? response:	Me, too. I've always wanted an older sister.
context: There wasn't a single one I felt close to.\That's why, when you treat me like a friend, it makes me so happy.\I thought, it's sort of like having a little sister...\I'm sorry.\Himuro-senpai!\Right now... I think I could kiss you!\What?\Me, too. I've always wanted an older sister. response:	Kanade-chan...
context: That's why, when you treat me like a friend, it makes me so happy.\I thought, it's sort of like having a little sister...\I'm sorry.\Himuro-senpai!\Right now... I think I could kiss you!\What?\Me, too. I've always wanted an older sister.\Kanade-chan... response:	What is this? What is this? What is this?
context: I thought, it's sort of like having a little sister...\I'm sorry.\Himuro-senpai!\Right now... I think I could kiss you!\What?\Me, too. I've always wanted an older sister.\Kanade-chan...\What is this? What is this? What is this? response:	Hold on! Hold on! Hold on!
context: I'm sorry.\Himuro-senpai!\Right now... I think I could kiss you!\What?\Me, too. I've always wanted an older sister.\Kanade-chan...\What is this? What is this? What is this?\Hold on! Hold on! Hold on! response:	This is super embarrassing! So absolutely embarrassing!
context: Himuro-senpai!\Right now... I think I could kiss you!\What?\Me, too. I've always wanted an older sister.\Kanade-chan...\What is this? What is this? What is this?\Hold on! Hold on! Hold on!\This is super embarrassing! So absolutely embarrassing! response:	Experiment 5: Yukimura - Kosuke Pair
context: Right now... I think I could kiss you!\What?\Me, too. I've always wanted an older sister.\Kanade-chan...\What is this? What is this? What is this?\Hold on! Hold on! Hold on!\This is super embarrassing! So absolutely embarrassing!\Experiment 5: Yukimura - Kosuke Pair response:	Thirty seconds sure is long.
context: What?\Me, too. I've always wanted an older sister.\Kanade-chan...\What is this? What is this? What is this?\Hold on! Hold on! Hold on!\This is super embarrassing! So absolutely embarrassing!\Experiment 5: Yukimura - Kosuke Pair\Thirty seconds sure is long. response:	You just start feeling the urge to kill yourself.
context: Me, too. I've always wanted an older sister.\Kanade-chan...\What is this? What is this? What is this?\Hold on! Hold on! Hold on!\This is super embarrassing! So absolutely embarrassing!\Experiment 5: Yukimura - Kosuke Pair\Thirty seconds sure is long.\You just start feeling the urge to kill yourself. response:	Are we seriously gonna kiss?
context: Kanade-chan...\What is this? What is this? What is this?\Hold on! Hold on! Hold on!\This is super embarrassing! So absolutely embarrassing!\Experiment 5: Yukimura - Kosuke Pair\Thirty seconds sure is long.\You just start feeling the urge to kill yourself.\Are we seriously gonna kiss? response:	The experiment is necessary. It cannot be avoided!
context: What is this? What is this? What is this?\Hold on! Hold on! Hold on!\This is super embarrassing! So absolutely embarrassing!\Experiment 5: Yukimura - Kosuke Pair\Thirty seconds sure is long.\You just start feeling the urge to kill yourself.\Are we seriously gonna kiss?\The experiment is necessary. It cannot be avoided! response:	All right!
context: Hold on! Hold on! Hold on!\This is super embarrassing! So absolutely embarrassing!\Experiment 5: Yukimura - Kosuke Pair\Thirty seconds sure is long.\You just start feeling the urge to kill yourself.\Are we seriously gonna kiss?\The experiment is necessary. It cannot be avoided!\All right! response:	Inukai Kosuke's gonna show you how manly he is!
context: This is super embarrassing! So absolutely embarrassing!\Experiment 5: Yukimura - Kosuke Pair\Thirty seconds sure is long.\You just start feeling the urge to kill yourself.\Are we seriously gonna kiss?\The experiment is necessary. It cannot be avoided!\All right!\Inukai Kosuke's gonna show you how manly he is! response:	I will end this in a split second! Grit your teeth and take it!
context: Experiment 5: Yukimura - Kosuke Pair\Thirty seconds sure is long.\You just start feeling the urge to kill yourself.\Are we seriously gonna kiss?\The experiment is necessary. It cannot be avoided!\All right!\Inukai Kosuke's gonna show you how manly he is!\I will end this in a split second! Grit your teeth and take it! response:	Research sure is rough, isn't it?
context: Thirty seconds sure is long.\You just start feeling the urge to kill yourself.\Are we seriously gonna kiss?\The experiment is necessary. It cannot be avoided!\All right!\Inukai Kosuke's gonna show you how manly he is!\I will end this in a split second! Grit your teeth and take it!\Research sure is rough, isn't it? response:	Kosuke, let me ask just one thing...
context: You just start feeling the urge to kill yourself.\Are we seriously gonna kiss?\The experiment is necessary. It cannot be avoided!\All right!\Inukai Kosuke's gonna show you how manly he is!\I will end this in a split second! Grit your teeth and take it!\Research sure is rough, isn't it?\Kosuke, let me ask just one thing... response:	What did you do during your experiment with Himuro.
context: Are we seriously gonna kiss?\The experiment is necessary. It cannot be avoided!\All right!\Inukai Kosuke's gonna show you how manly he is!\I will end this in a split second! Grit your teeth and take it!\Research sure is rough, isn't it?\Kosuke, let me ask just one thing...\What did you do during your experiment with Himuro. response:	J-Just a kiss on the hand.
context: The experiment is necessary. It cannot be avoided!\All right!\Inukai Kosuke's gonna show you how manly he is!\I will end this in a split second! Grit your teeth and take it!\Research sure is rough, isn't it?\Kosuke, let me ask just one thing...\What did you do during your experiment with Himuro.\J-Just a kiss on the hand. response:	Was that all? There wasn't anything else, was there?
context: All right!\Inukai Kosuke's gonna show you how manly he is!\I will end this in a split second! Grit your teeth and take it!\Research sure is rough, isn't it?\Kosuke, let me ask just one thing...\What did you do during your experiment with Himuro.\J-Just a kiss on the hand.\Was that all? There wasn't anything else, was there? response:	N-No, there wasn't!
context: Inukai Kosuke's gonna show you how manly he is!\I will end this in a split second! Grit your teeth and take it!\Research sure is rough, isn't it?\Kosuke, let me ask just one thing...\What did you do during your experiment with Himuro.\J-Just a kiss on the hand.\Was that all? There wasn't anything else, was there?\N-No, there wasn't! response:	Experiment 6: Yukimura - Ibarada Pair
context: I will end this in a split second! Grit your teeth and take it!\Research sure is rough, isn't it?\Kosuke, let me ask just one thing...\What did you do during your experiment with Himuro.\J-Just a kiss on the hand.\Was that all? There wasn't anything else, was there?\N-No, there wasn't!\Experiment 6: Yukimura - Ibarada Pair response:	Yukimura...
context: Research sure is rough, isn't it?\Kosuke, let me ask just one thing...\What did you do during your experiment with Himuro.\J-Just a kiss on the hand.\Was that all? There wasn't anything else, was there?\N-No, there wasn't!\Experiment 6: Yukimura - Ibarada Pair\Yukimura... response:	Will you kiss me here?
context: Kosuke, let me ask just one thing...\What did you do during your experiment with Himuro.\J-Just a kiss on the hand.\Was that all? There wasn't anything else, was there?\N-No, there wasn't!\Experiment 6: Yukimura - Ibarada Pair\Yukimura...\Will you kiss me here? response:	I will not!
context: What did you do during your experiment with Himuro.\J-Just a kiss on the hand.\Was that all? There wasn't anything else, was there?\N-No, there wasn't!\Experiment 6: Yukimura - Ibarada Pair\Yukimura...\Will you kiss me here?\I will not! response:	Yukimura-kun, close your eyes.
context: J-Just a kiss on the hand.\Was that all? There wasn't anything else, was there?\N-No, there wasn't!\Experiment 6: Yukimura - Ibarada Pair\Yukimura...\Will you kiss me here?\I will not!\Yukimura-kun, close your eyes. response:	Unhand me! Get lost!
context: Was that all? There wasn't anything else, was there?\N-No, there wasn't!\Experiment 6: Yukimura - Ibarada Pair\Yukimura...\Will you kiss me here?\I will not!\Yukimura-kun, close your eyes.\Unhand me! Get lost! response:	Can't do that. We have to kiss.
context: N-No, there wasn't!\Experiment 6: Yukimura - Ibarada Pair\Yukimura...\Will you kiss me here?\I will not!\Yukimura-kun, close your eyes.\Unhand me! Get lost!\Can't do that. We have to kiss. response:	You need something to compare Himuro to, don't you?
context: Experiment 6: Yukimura - Ibarada Pair\Yukimura...\Will you kiss me here?\I will not!\Yukimura-kun, close your eyes.\Unhand me! Get lost!\Can't do that. We have to kiss.\You need something to compare Himuro to, don't you? response:	In the event that irrational comparisons
context: Yukimura...\Will you kiss me here?\I will not!\Yukimura-kun, close your eyes.\Unhand me! Get lost!\Can't do that. We have to kiss.\You need something to compare Himuro to, don't you?\In the event that irrational comparisons response:	threaten to corrupt the results of an experiment,
context: Will you kiss me here?\I will not!\Yukimura-kun, close your eyes.\Unhand me! Get lost!\Can't do that. We have to kiss.\You need something to compare Himuro to, don't you?\In the event that irrational comparisons\threaten to corrupt the results of an experiment, response:	there is no need to engage in them.
context: I will not!\Yukimura-kun, close your eyes.\Unhand me! Get lost!\Can't do that. We have to kiss.\You need something to compare Himuro to, don't you?\In the event that irrational comparisons\threaten to corrupt the results of an experiment,\there is no need to engage in them. response:	And who determines whether or not they're irrational?
context: Yukimura-kun, close your eyes.\Unhand me! Get lost!\Can't do that. We have to kiss.\You need something to compare Himuro to, don't you?\In the event that irrational comparisons\threaten to corrupt the results of an experiment,\there is no need to engage in them.\And who determines whether or not they're irrational? response:	Besides, romantic emotions are irrational to begin with, aren't they?
context: Unhand me! Get lost!\Can't do that. We have to kiss.\You need something to compare Himuro to, don't you?\In the event that irrational comparisons\threaten to corrupt the results of an experiment,\there is no need to engage in them.\And who determines whether or not they're irrational?\Besides, romantic emotions are irrational to begin with, aren't they? response:	She's so eloquent, it's nearly impossible to out talk this woman.
context: Can't do that. We have to kiss.\You need something to compare Himuro to, don't you?\In the event that irrational comparisons\threaten to corrupt the results of an experiment,\there is no need to engage in them.\And who determines whether or not they're irrational?\Besides, romantic emotions are irrational to begin with, aren't they?\She's so eloquent, it's nearly impossible to out talk this woman. response:	In which case, there's only one method!
context: You need something to compare Himuro to, don't you?\In the event that irrational comparisons\threaten to corrupt the results of an experiment,\there is no need to engage in them.\And who determines whether or not they're irrational?\Besides, romantic emotions are irrational to begin with, aren't they?\She's so eloquent, it's nearly impossible to out talk this woman.\In which case, there's only one method! response:	Wait...
context: In the event that irrational comparisons\threaten to corrupt the results of an experiment,\there is no need to engage in them.\And who determines whether or not they're irrational?\Besides, romantic emotions are irrational to begin with, aren't they?\She's so eloquent, it's nearly impossible to out talk this woman.\In which case, there's only one method!\Wait... response:	How slow a runner are you, exactly?
context: threaten to corrupt the results of an experiment,\there is no need to engage in them.\And who determines whether or not they're irrational?\Besides, romantic emotions are irrational to begin with, aren't they?\She's so eloquent, it's nearly impossible to out talk this woman.\In which case, there's only one method!\Wait...\How slow a runner are you, exactly? response:	You think... you're one to talk?
context: there is no need to engage in them.\And who determines whether or not they're irrational?\Besides, romantic emotions are irrational to begin with, aren't they?\She's so eloquent, it's nearly impossible to out talk this woman.\In which case, there's only one method!\Wait...\How slow a runner are you, exactly?\You think... you're one to talk? response:	Experiment 7: Ibarada - Kosuke Pair
context: And who determines whether or not they're irrational?\Besides, romantic emotions are irrational to begin with, aren't they?\She's so eloquent, it's nearly impossible to out talk this woman.\In which case, there's only one method!\Wait...\How slow a runner are you, exactly?\You think... you're one to talk?\Experiment 7: Ibarada - Kosuke Pair response:	If you get a 5-star out of the 10-pull gacha, you can kiss me wherever you want.
context: Besides, romantic emotions are irrational to begin with, aren't they?\She's so eloquent, it's nearly impossible to out talk this woman.\In which case, there's only one method!\Wait...\How slow a runner are you, exactly?\You think... you're one to talk?\Experiment 7: Ibarada - Kosuke Pair\If you get a 5-star out of the 10-pull gacha, you can kiss me wherever you want. response:	If you don't, you kiss my foot.
context: She's so eloquent, it's nearly impossible to out talk this woman.\In which case, there's only one method!\Wait...\How slow a runner are you, exactly?\You think... you're one to talk?\Experiment 7: Ibarada - Kosuke Pair\If you get a 5-star out of the 10-pull gacha, you can kiss me wherever you want.\If you don't, you kiss my foot. response:	Who's gonna do what? You just watch my tremendous luck!
context: In which case, there's only one method!\Wait...\How slow a runner are you, exactly?\You think... you're one to talk?\Experiment 7: Ibarada - Kosuke Pair\If you get a 5-star out of the 10-pull gacha, you can kiss me wherever you want.\If you don't, you kiss my foot.\Who's gonna do what? You just watch my tremendous luck! response:	Okay! Draw!
context: Wait...\How slow a runner are you, exactly?\You think... you're one to talk?\Experiment 7: Ibarada - Kosuke Pair\If you get a 5-star out of the 10-pull gacha, you can kiss me wherever you want.\If you don't, you kiss my foot.\Who's gonna do what? You just watch my tremendous luck!\Okay! Draw! response:	Experiment 8: Kanade - Kosuke Pair
context: How slow a runner are you, exactly?\You think... you're one to talk?\Experiment 7: Ibarada - Kosuke Pair\If you get a 5-star out of the 10-pull gacha, you can kiss me wherever you want.\If you don't, you kiss my foot.\Who's gonna do what? You just watch my tremendous luck!\Okay! Draw!\Experiment 8: Kanade - Kosuke Pair response:	I know it's late to say this, but we really picked a difficult lab to join.
context: You think... you're one to talk?\Experiment 7: Ibarada - Kosuke Pair\If you get a 5-star out of the 10-pull gacha, you can kiss me wherever you want.\If you don't, you kiss my foot.\Who's gonna do what? You just watch my tremendous luck!\Okay! Draw!\Experiment 8: Kanade - Kosuke Pair\I know it's late to say this, but we really picked a difficult lab to join. response:	What are they making us do?
context: Experiment 7: Ibarada - Kosuke Pair\If you get a 5-star out of the 10-pull gacha, you can kiss me wherever you want.\If you don't, you kiss my foot.\Who's gonna do what? You just watch my tremendous luck!\Okay! Draw!\Experiment 8: Kanade - Kosuke Pair\I know it's late to say this, but we really picked a difficult lab to join.\What are they making us do? response:	I did hear rumors that the Ikeda lab was crazy.
context: If you get a 5-star out of the 10-pull gacha, you can kiss me wherever you want.\If you don't, you kiss my foot.\Who's gonna do what? You just watch my tremendous luck!\Okay! Draw!\Experiment 8: Kanade - Kosuke Pair\I know it's late to say this, but we really picked a difficult lab to join.\What are they making us do?\I did hear rumors that the Ikeda lab was crazy. response:	It's even more insane than expected.
context: If you don't, you kiss my foot.\Who's gonna do what? You just watch my tremendous luck!\Okay! Draw!\Experiment 8: Kanade - Kosuke Pair\I know it's late to say this, but we really picked a difficult lab to join.\What are they making us do?\I did hear rumors that the Ikeda lab was crazy.\It's even more insane than expected. response:	Oh, right. We can just do an indirect kiss, right?
context: Who's gonna do what? You just watch my tremendous luck!\Okay! Draw!\Experiment 8: Kanade - Kosuke Pair\I know it's late to say this, but we really picked a difficult lab to join.\What are they making us do?\I did hear rumors that the Ikeda lab was crazy.\It's even more insane than expected.\Oh, right. We can just do an indirect kiss, right? response:	Experiment 9: Yukimura - Himuro Pair
context: Okay! Draw!\Experiment 8: Kanade - Kosuke Pair\I know it's late to say this, but we really picked a difficult lab to join.\What are they making us do?\I did hear rumors that the Ikeda lab was crazy.\It's even more insane than expected.\Oh, right. We can just do an indirect kiss, right?\Experiment 9: Yukimura - Himuro Pair response:	We've finally managed to reach the final experiment.
context: Experiment 8: Kanade - Kosuke Pair\I know it's late to say this, but we really picked a difficult lab to join.\What are they making us do?\I did hear rumors that the Ikeda lab was crazy.\It's even more insane than expected.\Oh, right. We can just do an indirect kiss, right?\Experiment 9: Yukimura - Himuro Pair\We've finally managed to reach the final experiment. response:	Sorry to keep you waiting, Yukimura-kun.
context: I know it's late to say this, but we really picked a difficult lab to join.\What are they making us do?\I did hear rumors that the Ikeda lab was crazy.\It's even more insane than expected.\Oh, right. We can just do an indirect kiss, right?\Experiment 9: Yukimura - Himuro Pair\We've finally managed to reach the final experiment.\Sorry to keep you waiting, Yukimura-kun. response:	Uh, sure...
context: What are they making us do?\I did hear rumors that the Ikeda lab was crazy.\It's even more insane than expected.\Oh, right. We can just do an indirect kiss, right?\Experiment 9: Yukimura - Himuro Pair\We've finally managed to reach the final experiment.\Sorry to keep you waiting, Yukimura-kun.\Uh, sure... response:	Are you ready?
context: I did hear rumors that the Ikeda lab was crazy.\It's even more insane than expected.\Oh, right. We can just do an indirect kiss, right?\Experiment 9: Yukimura - Himuro Pair\We've finally managed to reach the final experiment.\Sorry to keep you waiting, Yukimura-kun.\Uh, sure...\Are you ready? response:	Yes. I'm okay to go any time.
context: It's even more insane than expected.\Oh, right. We can just do an indirect kiss, right?\Experiment 9: Yukimura - Himuro Pair\We've finally managed to reach the final experiment.\Sorry to keep you waiting, Yukimura-kun.\Uh, sure...\Are you ready?\Yes. I'm okay to go any time. response:	Still, to think a kiss was something this difficult...
context: Oh, right. We can just do an indirect kiss, right?\Experiment 9: Yukimura - Himuro Pair\We've finally managed to reach the final experiment.\Sorry to keep you waiting, Yukimura-kun.\Uh, sure...\Are you ready?\Yes. I'm okay to go any time.\Still, to think a kiss was something this difficult... response:	Once we've cleared this,
context: Experiment 9: Yukimura - Himuro Pair\We've finally managed to reach the final experiment.\Sorry to keep you waiting, Yukimura-kun.\Uh, sure...\Are you ready?\Yes. I'm okay to go any time.\Still, to think a kiss was something this difficult...\Once we've cleared this, response:	it will have brought us one step closer to proving our love, don't you think?
context: We've finally managed to reach the final experiment.\Sorry to keep you waiting, Yukimura-kun.\Uh, sure...\Are you ready?\Yes. I'm okay to go any time.\Still, to think a kiss was something this difficult...\Once we've cleared this,\it will have brought us one step closer to proving our love, don't you think? response:	You're really all right with this?
context: Sorry to keep you waiting, Yukimura-kun.\Uh, sure...\Are you ready?\Yes. I'm okay to go any time.\Still, to think a kiss was something this difficult...\Once we've cleared this,\it will have brought us one step closer to proving our love, don't you think?\You're really all right with this? response:	Having to kiss a man as part of a verification process.
context: Uh, sure...\Are you ready?\Yes. I'm okay to go any time.\Still, to think a kiss was something this difficult...\Once we've cleared this,\it will have brought us one step closer to proving our love, don't you think?\You're really all right with this?\Having to kiss a man as part of a verification process. response:	Yukimura-kun...
context: Are you ready?\Yes. I'm okay to go any time.\Still, to think a kiss was something this difficult...\Once we've cleared this,\it will have brought us one step closer to proving our love, don't you think?\You're really all right with this?\Having to kiss a man as part of a verification process.\Yukimura-kun... response:	Right now... I'm sort of happy.
context: Yes. I'm okay to go any time.\Still, to think a kiss was something this difficult...\Once we've cleared this,\it will have brought us one step closer to proving our love, don't you think?\You're really all right with this?\Having to kiss a man as part of a verification process.\Yukimura-kun...\Right now... I'm sort of happy. response:	It's so beautiful here. And quiet.
context: Still, to think a kiss was something this difficult...\Once we've cleared this,\it will have brought us one step closer to proving our love, don't you think?\You're really all right with this?\Having to kiss a man as part of a verification process.\Yukimura-kun...\Right now... I'm sort of happy.\It's so beautiful here. And quiet. response:	It's just you and me, alone together.
context: Once we've cleared this,\it will have brought us one step closer to proving our love, don't you think?\You're really all right with this?\Having to kiss a man as part of a verification process.\Yukimura-kun...\Right now... I'm sort of happy.\It's so beautiful here. And quiet.\It's just you and me, alone together. response:	It really is a lovely atmosphere.
context: it will have brought us one step closer to proving our love, don't you think?\You're really all right with this?\Having to kiss a man as part of a verification process.\Yukimura-kun...\Right now... I'm sort of happy.\It's so beautiful here. And quiet.\It's just you and me, alone together.\It really is a lovely atmosphere. response:	This place showed a high mood value,
context: You're really all right with this?\Having to kiss a man as part of a verification process.\Yukimura-kun...\Right now... I'm sort of happy.\It's so beautiful here. And quiet.\It's just you and me, alone together.\It really is a lovely atmosphere.\This place showed a high mood value, response:	and it's substantiating that finding.
context: Having to kiss a man as part of a verification process.\Yukimura-kun...\Right now... I'm sort of happy.\It's so beautiful here. And quiet.\It's just you and me, alone together.\It really is a lovely atmosphere.\This place showed a high mood value,\and it's substantiating that finding. response:	The process we built together...
context: Yukimura-kun...\Right now... I'm sort of happy.\It's so beautiful here. And quiet.\It's just you and me, alone together.\It really is a lovely atmosphere.\This place showed a high mood value,\and it's substantiating that finding.\The process we built together... response:	it was right!
context: Right now... I'm sort of happy.\It's so beautiful here. And quiet.\It's just you and me, alone together.\It really is a lovely atmosphere.\This place showed a high mood value,\and it's substantiating that finding.\The process we built together...\it was right! response:	Right now, I feel like I could do anything!
context: It's so beautiful here. And quiet.\It's just you and me, alone together.\It really is a lovely atmosphere.\This place showed a high mood value,\and it's substantiating that finding.\The process we built together...\it was right!\Right now, I feel like I could do anything! response:	Wh-What is this atmosphere?
context: It's just you and me, alone together.\It really is a lovely atmosphere.\This place showed a high mood value,\and it's substantiating that finding.\The process we built together...\it was right!\Right now, I feel like I could do anything!\Wh-What is this atmosphere? response:	Mood Value
context: It really is a lovely atmosphere.\This place showed a high mood value,\and it's substantiating that finding.\The process we built together...\it was right!\Right now, I feel like I could do anything!\Wh-What is this atmosphere?\Mood Value response:	Himuro looks 1.8 times more beautiful than normal.
context: This place showed a high mood value,\and it's substantiating that finding.\The process we built together...\it was right!\Right now, I feel like I could do anything!\Wh-What is this atmosphere?\Mood Value\Himuro looks 1.8 times more beautiful than normal. response:	Is this the effect of the mood?
context: and it's substantiating that finding.\The process we built together...\it was right!\Right now, I feel like I could do anything!\Wh-What is this atmosphere?\Mood Value\Himuro looks 1.8 times more beautiful than normal.\Is this the effect of the mood? response:	Right. Time to begin.
context: The process we built together...\it was right!\Right now, I feel like I could do anything!\Wh-What is this atmosphere?\Mood Value\Himuro looks 1.8 times more beautiful than normal.\Is this the effect of the mood?\Right. Time to begin. response:	Oh... Um...
context: it was right!\Right now, I feel like I could do anything!\Wh-What is this atmosphere?\Mood Value\Himuro looks 1.8 times more beautiful than normal.\Is this the effect of the mood?\Right. Time to begin.\Oh... Um... response:	G-Go slowly... please... Okay?
context: Right now, I feel like I could do anything!\Wh-What is this atmosphere?\Mood Value\Himuro looks 1.8 times more beautiful than normal.\Is this the effect of the mood?\Right. Time to begin.\Oh... Um...\G-Go slowly... please... Okay? response:	Now. I can't let this mood slip away.
context: Wh-What is this atmosphere?\Mood Value\Himuro looks 1.8 times more beautiful than normal.\Is this the effect of the mood?\Right. Time to begin.\Oh... Um...\G-Go slowly... please... Okay?\Now. I can't let this mood slip away. response:	Mood Value
context: Mood Value\Himuro looks 1.8 times more beautiful than normal.\Is this the effect of the mood?\Right. Time to begin.\Oh... Um...\G-Go slowly... please... Okay?\Now. I can't let this mood slip away.\Mood Value response:	A-A helicopter?!
context: Himuro looks 1.8 times more beautiful than normal.\Is this the effect of the mood?\Right. Time to begin.\Oh... Um...\G-Go slowly... please... Okay?\Now. I can't let this mood slip away.\Mood Value\A-A helicopter?! response:	If the noise level exceeds 70 decibels, the mood plummets drastically!
context: Is this the effect of the mood?\Right. Time to begin.\Oh... Um...\G-Go slowly... please... Okay?\Now. I can't let this mood slip away.\Mood Value\A-A helicopter?!\If the noise level exceeds 70 decibels, the mood plummets drastically! response:	Yukimura-kun! The mood value is...
context: Right. Time to begin.\Oh... Um...\G-Go slowly... please... Okay?\Now. I can't let this mood slip away.\Mood Value\A-A helicopter?!\If the noise level exceeds 70 decibels, the mood plummets drastically!\Yukimura-kun! The mood value is... response:	This is not an issue.
context: Oh... Um...\G-Go slowly... please... Okay?\Now. I can't let this mood slip away.\Mood Value\A-A helicopter?!\If the noise level exceeds 70 decibels, the mood plummets drastically!\Yukimura-kun! The mood value is...\This is not an issue. response:	Once the helicopter passes, the noise level will subside.
context: G-Go slowly... please... Okay?\Now. I can't let this mood slip away.\Mood Value\A-A helicopter?!\If the noise level exceeds 70 decibels, the mood plummets drastically!\Yukimura-kun! The mood value is...\This is not an issue.\Once the helicopter passes, the noise level will subside. response:	If we stay like this and gaze at each other,
context: Now. I can't let this mood slip away.\Mood Value\A-A helicopter?!\If the noise level exceeds 70 decibels, the mood plummets drastically!\Yukimura-kun! The mood value is...\This is not an issue.\Once the helicopter passes, the noise level will subside.\If we stay like this and gaze at each other, response:	the mood value should increase again!
context: Mood Value\A-A helicopter?!\If the noise level exceeds 70 decibels, the mood plummets drastically!\Yukimura-kun! The mood value is...\This is not an issue.\Once the helicopter passes, the noise level will subside.\If we stay like this and gaze at each other,\the mood value should increase again! response:	Th-That's true.
context: A-A helicopter?!\If the noise level exceeds 70 decibels, the mood plummets drastically!\Yukimura-kun! The mood value is...\This is not an issue.\Once the helicopter passes, the noise level will subside.\If we stay like this and gaze at each other,\the mood value should increase again!\Th-That's true. response:	Mood Value
context: If the noise level exceeds 70 decibels, the mood plummets drastically!\Yukimura-kun! The mood value is...\This is not an issue.\Once the helicopter passes, the noise level will subside.\If we stay like this and gaze at each other,\the mood value should increase again!\Th-That's true.\Mood Value response:	Right. Now, if we just wait 30 seconds...
context: Yukimura-kun! The mood value is...\This is not an issue.\Once the helicopter passes, the noise level will subside.\If we stay like this and gaze at each other,\the mood value should increase again!\Th-That's true.\Mood Value\Right. Now, if we just wait 30 seconds... response:	Oh, no! The sun set!
context: This is not an issue.\Once the helicopter passes, the noise level will subside.\If we stay like this and gaze at each other,\the mood value should increase again!\Th-That's true.\Mood Value\Right. Now, if we just wait 30 seconds...\Oh, no! The sun set! response:	There are no lights on the roof!
context: Once the helicopter passes, the noise level will subside.\If we stay like this and gaze at each other,\the mood value should increase again!\Th-That's true.\Mood Value\Right. Now, if we just wait 30 seconds...\Oh, no! The sun set!\There are no lights on the roof! response:	No. I thought this might happen, so...
context: If we stay like this and gaze at each other,\the mood value should increase again!\Th-That's true.\Mood Value\Right. Now, if we just wait 30 seconds...\Oh, no! The sun set!\There are no lights on the roof!\No. I thought this might happen, so... response:	I prepared a fashionable candle!
context: the mood value should increase again!\Th-That's true.\Mood Value\Right. Now, if we just wait 30 seconds...\Oh, no! The sun set!\There are no lights on the roof!\No. I thought this might happen, so...\I prepared a fashionable candle! response:	This should achieve the highest value for brightness!
context: Th-That's true.\Mood Value\Right. Now, if we just wait 30 seconds...\Oh, no! The sun set!\There are no lights on the roof!\No. I thought this might happen, so...\I prepared a fashionable candle!\This should achieve the highest value for brightness! response:	Um...
context: Mood Value\Right. Now, if we just wait 30 seconds...\Oh, no! The sun set!\There are no lights on the roof!\No. I thought this might happen, so...\I prepared a fashionable candle!\This should achieve the highest value for brightness!\Um... response:	Himuro-senpai! Yukimura-senpai! Have you... finished?
context: Right. Now, if we just wait 30 seconds...\Oh, no! The sun set!\There are no lights on the roof!\No. I thought this might happen, so...\I prepared a fashionable candle!\This should achieve the highest value for brightness!\Um...\Himuro-senpai! Yukimura-senpai! Have you... finished? response:	Oh. Sorry if you haven't yet...
context: Oh, no! The sun set!\There are no lights on the roof!\No. I thought this might happen, so...\I prepared a fashionable candle!\This should achieve the highest value for brightness!\Um...\Himuro-senpai! Yukimura-senpai! Have you... finished?\Oh. Sorry if you haven't yet... response:	Mood Value
context: There are no lights on the roof!\No. I thought this might happen, so...\I prepared a fashionable candle!\This should achieve the highest value for brightness!\Um...\Himuro-senpai! Yukimura-senpai! Have you... finished?\Oh. Sorry if you haven't yet...\Mood Value response:	When there's a third party...
context: No. I thought this might happen, so...\I prepared a fashionable candle!\This should achieve the highest value for brightness!\Um...\Himuro-senpai! Yukimura-senpai! Have you... finished?\Oh. Sorry if you haven't yet...\Mood Value\When there's a third party... response:	the mood drops by negative ten thousand points!
