context: How is it? response:	Good!
context: Do you talk to your husband about this?\Mmm, he works overtime every night and we never have a decent conversation.\That's why Reina and I will do our best.\Besides, I've been putting up with it for years now.\I'm sure I can keep at it.\As long as I try to not feel anything, I can hold out, more or less.\That sounds really unhealthy...\It's just the opposite! response:	My health would be messed up if I didn't do that.
context: Mmm, he works overtime every night and we never have a decent conversation.\That's why Reina and I will do our best.\Besides, I've been putting up with it for years now.\I'm sure I can keep at it.\As long as I try to not feel anything, I can hold out, more or less.\That sounds really unhealthy...\It's just the opposite!\My health would be messed up if I didn't do that. response:	You've gotten stronger, Haruko...
context: That's why Reina and I will do our best.\Besides, I've been putting up with it for years now.\I'm sure I can keep at it.\As long as I try to not feel anything, I can hold out, more or less.\That sounds really unhealthy...\It's just the opposite!\My health would be messed up if I didn't do that.\You've gotten stronger, Haruko... response:	Mmm, I don't know about that...
context: Besides, I've been putting up with it for years now.\I'm sure I can keep at it.\As long as I try to not feel anything, I can hold out, more or less.\That sounds really unhealthy...\It's just the opposite!\My health would be messed up if I didn't do that.\You've gotten stronger, Haruko...\Mmm, I don't know about that... response:	After you give birth and raise a kid,
context: I'm sure I can keep at it.\As long as I try to not feel anything, I can hold out, more or less.\That sounds really unhealthy...\It's just the opposite!\My health would be messed up if I didn't do that.\You've gotten stronger, Haruko...\Mmm, I don't know about that...\After you give birth and raise a kid, response:	there are times when you need enormous strength, right?
context: As long as I try to not feel anything, I can hold out, more or less.\That sounds really unhealthy...\It's just the opposite!\My health would be messed up if I didn't do that.\You've gotten stronger, Haruko...\Mmm, I don't know about that...\After you give birth and raise a kid,\there are times when you need enormous strength, right? response:	Especially when they're still a baby...
context: That sounds really unhealthy...\It's just the opposite!\My health would be messed up if I didn't do that.\You've gotten stronger, Haruko...\Mmm, I don't know about that...\After you give birth and raise a kid,\there are times when you need enormous strength, right?\Especially when they're still a baby... response:	I don't know what it's like with a baby, but...
context: It's just the opposite!\My health would be messed up if I didn't do that.\You've gotten stronger, Haruko...\Mmm, I don't know about that...\After you give birth and raise a kid,\there are times when you need enormous strength, right?\Especially when they're still a baby...\I don't know what it's like with a baby, but... response:	And while you're keeping that up, for some reason...
context: My health would be messed up if I didn't do that.\You've gotten stronger, Haruko...\Mmm, I don't know about that...\After you give birth and raise a kid,\there are times when you need enormous strength, right?\Especially when they're still a baby...\I don't know what it's like with a baby, but...\And while you're keeping that up, for some reason... response:	You naturally become like this.
context: You've gotten stronger, Haruko...\Mmm, I don't know about that...\After you give birth and raise a kid,\there are times when you need enormous strength, right?\Especially when they're still a baby...\I don't know what it's like with a baby, but...\And while you're keeping that up, for some reason...\You naturally become like this. response:	I really don't wanna be an old woman...
context: Mmm, I don't know about that...\After you give birth and raise a kid,\there are times when you need enormous strength, right?\Especially when they're still a baby...\I don't know what it's like with a baby, but...\And while you're keeping that up, for some reason...\You naturally become like this.\I really don't wanna be an old woman... response:	I never wanted to become strong, especially...
context: After you give birth and raise a kid,\there are times when you need enormous strength, right?\Especially when they're still a baby...\I don't know what it's like with a baby, but...\And while you're keeping that up, for some reason...\You naturally become like this.\I really don't wanna be an old woman...\I never wanted to become strong, especially... response:	If I could, I'd be a girl forever...
context: there are times when you need enormous strength, right?\Especially when they're still a baby...\I don't know what it's like with a baby, but...\And while you're keeping that up, for some reason...\You naturally become like this.\I really don't wanna be an old woman...\I never wanted to become strong, especially...\If I could, I'd be a girl forever... response:	I'm sorry, Dai-chan.
context: Especially when they're still a baby...\I don't know what it's like with a baby, but...\And while you're keeping that up, for some reason...\You naturally become like this.\I really don't wanna be an old woman...\I never wanted to become strong, especially...\If I could, I'd be a girl forever...\I'm sorry, Dai-chan. response:	Thank you.
context: I don't know what it's like with a baby, but...\And while you're keeping that up, for some reason...\You naturally become like this.\I really don't wanna be an old woman...\I never wanted to become strong, especially...\If I could, I'd be a girl forever...\I'm sorry, Dai-chan.\Thank you. response:	We'll go home tomorrow.
context: And while you're keeping that up, for some reason...\You naturally become like this.\I really don't wanna be an old woman...\I never wanted to become strong, especially...\If I could, I'd be a girl forever...\I'm sorry, Dai-chan.\Thank you.\We'll go home tomorrow. response:	I see...
context: You naturally become like this.\I really don't wanna be an old woman...\I never wanted to become strong, especially...\If I could, I'd be a girl forever...\I'm sorry, Dai-chan.\Thank you.\We'll go home tomorrow.\I see... response:	What is marriage?
context: I really don't wanna be an old woman...\I never wanted to become strong, especially...\If I could, I'd be a girl forever...\I'm sorry, Dai-chan.\Thank you.\We'll go home tomorrow.\I see...\What is marriage? response:	What does it mean to become a parent?
context: I never wanted to become strong, especially...\If I could, I'd be a girl forever...\I'm sorry, Dai-chan.\Thank you.\We'll go home tomorrow.\I see...\What is marriage?\What does it mean to become a parent? response:	What's wrong?
context: If I could, I'd be a girl forever...\I'm sorry, Dai-chan.\Thank you.\We'll go home tomorrow.\I see...\What is marriage?\What does it mean to become a parent?\What's wrong? response:	It's your turn, Reina.
context: I'm sorry, Dai-chan.\Thank you.\We'll go home tomorrow.\I see...\What is marriage?\What does it mean to become a parent?\What's wrong?\It's your turn, Reina. response:	What's wrong?
context: Thank you.\We'll go home tomorrow.\I see...\What is marriage?\What does it mean to become a parent?\What's wrong?\It's your turn, Reina.\What's wrong? response:	I knew it!
context: We'll go home tomorrow.\I see...\What is marriage?\What does it mean to become a parent?\What's wrong?\It's your turn, Reina.\What's wrong?\I knew it! response:	What?
context: I see...\What is marriage?\What does it mean to become a parent?\What's wrong?\It's your turn, Reina.\What's wrong?\I knew it!\What? response:	Papa's car!
context: What is marriage?\What does it mean to become a parent?\What's wrong?\It's your turn, Reina.\What's wrong?\I knew it!\What?\Papa's car! response:	Papa's coming after he finishes his work.
context: What does it mean to become a parent?\What's wrong?\It's your turn, Reina.\What's wrong?\I knew it!\What?\Papa's car!\Papa's coming after he finishes his work. response:	You know he wouldn't be this early.
context: What's wrong?\It's your turn, Reina.\What's wrong?\I knew it!\What?\Papa's car!\Papa's coming after he finishes his work.\You know he wouldn't be this early. response:	I'm positive it's Papa!
context: It's your turn, Reina.\What's wrong?\I knew it!\What?\Papa's car!\Papa's coming after he finishes his work.\You know he wouldn't be this early.\I'm positive it's Papa! response:	I'm not wrong!
context: What's wrong?\I knew it!\What?\Papa's car!\Papa's coming after he finishes his work.\You know he wouldn't be this early.\I'm positive it's Papa!\I'm not wrong! response:	It's not him, I say! Reina!
context: I knew it!\What?\Papa's car!\Papa's coming after he finishes his work.\You know he wouldn't be this early.\I'm positive it's Papa!\I'm not wrong!\It's not him, I say! Reina! response:	Papa!
context: What?\Papa's car!\Papa's coming after he finishes his work.\You know he wouldn't be this early.\I'm positive it's Papa!\I'm not wrong!\It's not him, I say! Reina!\Papa! response:	I was worried about you, Reina.
context: Papa's car!\Papa's coming after he finishes his work.\You know he wouldn't be this early.\I'm positive it's Papa!\I'm not wrong!\It's not him, I say! Reina!\Papa!\I was worried about you, Reina. response:	I was worried, too!
context: Papa's coming after he finishes his work.\You know he wouldn't be this early.\I'm positive it's Papa!\I'm not wrong!\It's not him, I say! Reina!\Papa!\I was worried about you, Reina.\I was worried, too! response:	Sorry.
context: You know he wouldn't be this early.\I'm positive it's Papa!\I'm not wrong!\It's not him, I say! Reina!\Papa!\I was worried about you, Reina.\I was worried, too!\Sorry. response:	What? So if he wants to get off work at this time, he can, huh?
context: I'm positive it's Papa!\I'm not wrong!\It's not him, I say! Reina!\Papa!\I was worried about you, Reina.\I was worried, too!\Sorry.\What? So if he wants to get off work at this time, he can, huh? response:	Hey, don't put it like that!
context: I'm not wrong!\It's not him, I say! Reina!\Papa!\I was worried about you, Reina.\I was worried, too!\Sorry.\What? So if he wants to get off work at this time, he can, huh?\Hey, don't put it like that! response:	It's tough working for a company, too...
context: It's not him, I say! Reina!\Papa!\I was worried about you, Reina.\I was worried, too!\Sorry.\What? So if he wants to get off work at this time, he can, huh?\Hey, don't put it like that!\It's tough working for a company, too... response:	Stupid Hideyuki-san...
context: Papa!\I was worried about you, Reina.\I was worried, too!\Sorry.\What? So if he wants to get off work at this time, he can, huh?\Hey, don't put it like that!\It's tough working for a company, too...\Stupid Hideyuki-san... response:	I apologize.
context: I was worried about you, Reina.\I was worried, too!\Sorry.\What? So if he wants to get off work at this time, he can, huh?\Hey, don't put it like that!\It's tough working for a company, too...\Stupid Hideyuki-san...\I apologize. response:	Haruko caused you so much trouble...
context: I was worried, too!\Sorry.\What? So if he wants to get off work at this time, he can, huh?\Hey, don't put it like that!\It's tough working for a company, too...\Stupid Hideyuki-san...\I apologize.\Haruko caused you so much trouble... response:	Oh, no, no... I didn't really...
context: Sorry.\What? So if he wants to get off work at this time, he can, huh?\Hey, don't put it like that!\It's tough working for a company, too...\Stupid Hideyuki-san...\I apologize.\Haruko caused you so much trouble...\Oh, no, no... I didn't really... response:	I really don't know what to say...
context: What? So if he wants to get off work at this time, he can, huh?\Hey, don't put it like that!\It's tough working for a company, too...\Stupid Hideyuki-san...\I apologize.\Haruko caused you so much trouble...\Oh, no, no... I didn't really...\I really don't know what to say... response:	I'm wearing the wrong clothes!
context: Hey, don't put it like that!\It's tough working for a company, too...\Stupid Hideyuki-san...\I apologize.\Haruko caused you so much trouble...\Oh, no, no... I didn't really...\I really don't know what to say...\I'm wearing the wrong clothes! response:	Thanks a lot, Dai-chan.
context: It's tough working for a company, too...\Stupid Hideyuki-san...\I apologize.\Haruko caused you so much trouble...\Oh, no, no... I didn't really...\I really don't know what to say...\I'm wearing the wrong clothes!\Thanks a lot, Dai-chan. response:	You'd think Papa would at least carry our bags, right?
context: Stupid Hideyuki-san...\I apologize.\Haruko caused you so much trouble...\Oh, no, no... I didn't really...\I really don't know what to say...\I'm wearing the wrong clothes!\Thanks a lot, Dai-chan.\You'd think Papa would at least carry our bags, right? response:	He's so inconsiderate.
context: I apologize.\Haruko caused you so much trouble...\Oh, no, no... I didn't really...\I really don't know what to say...\I'm wearing the wrong clothes!\Thanks a lot, Dai-chan.\You'd think Papa would at least carry our bags, right?\He's so inconsiderate. response:	I know! He's inconsirit!
context: Haruko caused you so much trouble...\Oh, no, no... I didn't really...\I really don't know what to say...\I'm wearing the wrong clothes!\Thanks a lot, Dai-chan.\You'd think Papa would at least carry our bags, right?\He's so inconsiderate.\I know! He's inconsirit! response:	If you ever feel like it, you can come back anytime.
context: Oh, no, no... I didn't really...\I really don't know what to say...\I'm wearing the wrong clothes!\Thanks a lot, Dai-chan.\You'd think Papa would at least carry our bags, right?\He's so inconsiderate.\I know! He's inconsirit!\If you ever feel like it, you can come back anytime. response:	Oh... I can't put you out more than I already have.
context: I really don't know what to say...\I'm wearing the wrong clothes!\Thanks a lot, Dai-chan.\You'd think Papa would at least carry our bags, right?\He's so inconsiderate.\I know! He's inconsirit!\If you ever feel like it, you can come back anytime.\Oh... I can't put you out more than I already have. response:	No... That's not what I mean.
context: I'm wearing the wrong clothes!\Thanks a lot, Dai-chan.\You'd think Papa would at least carry our bags, right?\He's so inconsiderate.\I know! He's inconsirit!\If you ever feel like it, you can come back anytime.\Oh... I can't put you out more than I already have.\No... That's not what I mean. response:	Rin is always saying that she wants to see Reina-chan.
context: Thanks a lot, Dai-chan.\You'd think Papa would at least carry our bags, right?\He's so inconsiderate.\I know! He's inconsirit!\If you ever feel like it, you can come back anytime.\Oh... I can't put you out more than I already have.\No... That's not what I mean.\Rin is always saying that she wants to see Reina-chan. response:	Thank you... Dai-chan...
context: You'd think Papa would at least carry our bags, right?\He's so inconsiderate.\I know! He's inconsirit!\If you ever feel like it, you can come back anytime.\Oh... I can't put you out more than I already have.\No... That's not what I mean.\Rin is always saying that she wants to see Reina-chan.\Thank you... Dai-chan... response:	Mama! Mama!
context: He's so inconsiderate.\I know! He's inconsirit!\If you ever feel like it, you can come back anytime.\Oh... I can't put you out more than I already have.\No... That's not what I mean.\Rin is always saying that she wants to see Reina-chan.\Thank you... Dai-chan...\Mama! Mama! response:	Then can we come again on Sunday?
context: I know! He's inconsirit!\If you ever feel like it, you can come back anytime.\Oh... I can't put you out more than I already have.\No... That's not what I mean.\Rin is always saying that she wants to see Reina-chan.\Thank you... Dai-chan...\Mama! Mama!\Then can we come again on Sunday? response:	L-Listen, Reina...
context: If you ever feel like it, you can come back anytime.\Oh... I can't put you out more than I already have.\No... That's not what I mean.\Rin is always saying that she wants to see Reina-chan.\Thank you... Dai-chan...\Mama! Mama!\Then can we come again on Sunday?\L-Listen, Reina... response:	When she was a girl, Haruka was a crybaby.
context: Oh... I can't put you out more than I already have.\No... That's not what I mean.\Rin is always saying that she wants to see Reina-chan.\Thank you... Dai-chan...\Mama! Mama!\Then can we come again on Sunday?\L-Listen, Reina...\When she was a girl, Haruka was a crybaby. response:	Last night, she muttered that she wanted to stay a girl forever.
context: No... That's not what I mean.\Rin is always saying that she wants to see Reina-chan.\Thank you... Dai-chan...\Mama! Mama!\Then can we come again on Sunday?\L-Listen, Reina...\When she was a girl, Haruka was a crybaby.\Last night, she muttered that she wanted to stay a girl forever. response:	Well...
context: Rin is always saying that she wants to see Reina-chan.\Thank you... Dai-chan...\Mama! Mama!\Then can we come again on Sunday?\L-Listen, Reina...\When she was a girl, Haruka was a crybaby.\Last night, she muttered that she wanted to stay a girl forever.\Well... response:	Next time you come, why not pack a little lighter?
context: Thank you... Dai-chan...\Mama! Mama!\Then can we come again on Sunday?\L-Listen, Reina...\When she was a girl, Haruka was a crybaby.\Last night, she muttered that she wanted to stay a girl forever.\Well...\Next time you come, why not pack a little lighter? response:	I hate even looking at that bag.
context: Mama! Mama!\Then can we come again on Sunday?\L-Listen, Reina...\When she was a girl, Haruka was a crybaby.\Last night, she muttered that she wanted to stay a girl forever.\Well...\Next time you come, why not pack a little lighter?\I hate even looking at that bag. response:	Impossible!
context: Then can we come again on Sunday?\L-Listen, Reina...\When she was a girl, Haruka was a crybaby.\Last night, she muttered that she wanted to stay a girl forever.\Well...\Next time you come, why not pack a little lighter?\I hate even looking at that bag.\Impossible! response:	Girls always have a heavy load to bear.
context: L-Listen, Reina...\When she was a girl, Haruka was a crybaby.\Last night, she muttered that she wanted to stay a girl forever.\Well...\Next time you come, why not pack a little lighter?\I hate even looking at that bag.\Impossible!\Girls always have a heavy load to bear. response:	This is nothing.
context: When she was a girl, Haruka was a crybaby.\Last night, she muttered that she wanted to stay a girl forever.\Well...\Next time you come, why not pack a little lighter?\I hate even looking at that bag.\Impossible!\Girls always have a heavy load to bear.\This is nothing. response:	Bye-bye!
context: Last night, she muttered that she wanted to stay a girl forever.\Well...\Next time you come, why not pack a little lighter?\I hate even looking at that bag.\Impossible!\Girls always have a heavy load to bear.\This is nothing.\Bye-bye! response:	I'll see you off!
context: Well...\Next time you come, why not pack a little lighter?\I hate even looking at that bag.\Impossible!\Girls always have a heavy load to bear.\This is nothing.\Bye-bye!\I'll see you off! response:	A sunny early Sunday afternoon
context: Next time you come, why not pack a little lighter?\I hate even looking at that bag.\Impossible!\Girls always have a heavy load to bear.\This is nothing.\Bye-bye!\I'll see you off!\A sunny early Sunday afternoon response:	Let's go somewhere today
context: I hate even looking at that bag.\Impossible!\Girls always have a heavy load to bear.\This is nothing.\Bye-bye!\I'll see you off!\A sunny early Sunday afternoon\Let's go somewhere today response:	It's the same road I'm used to traveling
context: Impossible!\Girls always have a heavy load to bear.\This is nothing.\Bye-bye!\I'll see you off!\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling response:	But I can see it sparkling so bright
context: Girls always have a heavy load to bear.\This is nothing.\Bye-bye!\I'll see you off!\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright response:	With the sun shining down its warmth
context: This is nothing.\Bye-bye!\I'll see you off!\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth response:	And you here by my side...
context: Bye-bye!\I'll see you off!\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side... response:	I'm already high, high, high
context: I'll see you off!\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high response:	I feel like dashing out
context: A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out response:	Sing, la, la, la
context: Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la response:	My voice out to forever
context: It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever response:	I'm already high, high, high
context: But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high response:	Ride the dancing wind
context: With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind response:	Sing, la, la, la
context: And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la response:	My voice springs up
context: I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up response:	How about this one?
context: I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\How about this one? response:	Yeah!
context: Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\How about this one?\Yeah! response:	But maybe this one suits you more, Rin-chan...
context: My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\How about this one?\Yeah!\But maybe this one suits you more, Rin-chan... response:	Here, what do you think?
context: I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\How about this one?\Yeah!\But maybe this one suits you more, Rin-chan...\Here, what do you think? response:	Can I try this one on too?
context: Ride the dancing wind\Sing, la, la, la\My voice springs up\How about this one?\Yeah!\But maybe this one suits you more, Rin-chan...\Here, what do you think?\Can I try this one on too? response:	Yes, sure.
context: Sing, la, la, la\My voice springs up\How about this one?\Yeah!\But maybe this one suits you more, Rin-chan...\Here, what do you think?\Can I try this one on too?\Yes, sure. response:	I'm thirsty!
context: My voice springs up\How about this one?\Yeah!\But maybe this one suits you more, Rin-chan...\Here, what do you think?\Can I try this one on too?\Yes, sure.\I'm thirsty! response:	She just has to try this one on...
context: How about this one?\Yeah!\But maybe this one suits you more, Rin-chan...\Here, what do you think?\Can I try this one on too?\Yes, sure.\I'm thirsty!\She just has to try this one on... response:	Oh, don't you like this one?!
context: Yeah!\But maybe this one suits you more, Rin-chan...\Here, what do you think?\Can I try this one on too?\Yes, sure.\I'm thirsty!\She just has to try this one on...\Oh, don't you like this one?! response:	Um, Kouki and I are gonna stroll around.
context: But maybe this one suits you more, Rin-chan...\Here, what do you think?\Can I try this one on too?\Yes, sure.\I'm thirsty!\She just has to try this one on...\Oh, don't you like this one?!\Um, Kouki and I are gonna stroll around. response:	Okay!
context: Here, what do you think?\Can I try this one on too?\Yes, sure.\I'm thirsty!\She just has to try this one on...\Oh, don't you like this one?!\Um, Kouki and I are gonna stroll around.\Okay! response:	See, this one is really you!
context: Can I try this one on too?\Yes, sure.\I'm thirsty!\She just has to try this one on...\Oh, don't you like this one?!\Um, Kouki and I are gonna stroll around.\Okay!\See, this one is really you! response:	Let's go.
context: Yes, sure.\I'm thirsty!\She just has to try this one on...\Oh, don't you like this one?!\Um, Kouki and I are gonna stroll around.\Okay!\See, this one is really you!\Let's go. response:	You look so cute, Rin-chan!
context: I'm thirsty!\She just has to try this one on...\Oh, don't you like this one?!\Um, Kouki and I are gonna stroll around.\Okay!\See, this one is really you!\Let's go.\You look so cute, Rin-chan! response:	That good?
context: She just has to try this one on...\Oh, don't you like this one?!\Um, Kouki and I are gonna stroll around.\Okay!\See, this one is really you!\Let's go.\You look so cute, Rin-chan!\That good? response:	It tastes like summer!
context: Oh, don't you like this one?!\Um, Kouki and I are gonna stroll around.\Okay!\See, this one is really you!\Let's go.\You look so cute, Rin-chan!\That good?\It tastes like summer! response:	I hear ya!
