context: How many times do I have to tell you before you can get it in your head?! response:	Shirokawa, don't dye your hair! Earrings aren't allowed, either!
context: Misaki.\I was so shocked when the chief called.\Sorry.\Here.\Rest easy for today, okay?\Resting for a day helped clear my mind.\You know, they haven't told anyone that you're a maid.\Oh. response:	I was actually prepared for it.
context: I was so shocked when the chief called.\Sorry.\Here.\Rest easy for today, okay?\Resting for a day helped clear my mind.\You know, they haven't told anyone that you're a maid.\Oh.\I was actually prepared for it. response:	Did you do something to them?
context: Sorry.\Here.\Rest easy for today, okay?\Resting for a day helped clear my mind.\You know, they haven't told anyone that you're a maid.\Oh.\I was actually prepared for it.\Did you do something to them? response:	Not really.
context: Here.\Rest easy for today, okay?\Resting for a day helped clear my mind.\You know, they haven't told anyone that you're a maid.\Oh.\I was actually prepared for it.\Did you do something to them?\Not really. response:	I asked them not to spread it around too much,
context: Rest easy for today, okay?\Resting for a day helped clear my mind.\You know, they haven't told anyone that you're a maid.\Oh.\I was actually prepared for it.\Did you do something to them?\Not really.\I asked them not to spread it around too much, response:	since it's my secret entertainment.
context: Resting for a day helped clear my mind.\You know, they haven't told anyone that you're a maid.\Oh.\I was actually prepared for it.\Did you do something to them?\Not really.\I asked them not to spread it around too much,\since it's my secret entertainment. response:	So you are having fun with it.
context: You know, they haven't told anyone that you're a maid.\Oh.\I was actually prepared for it.\Did you do something to them?\Not really.\I asked them not to spread it around too much,\since it's my secret entertainment.\So you are having fun with it. response:	I mean, you'd get mad if I told you I was actually worried, right?
context: Oh.\I was actually prepared for it.\Did you do something to them?\Not really.\I asked them not to spread it around too much,\since it's my secret entertainment.\So you are having fun with it.\I mean, you'd get mad if I told you I was actually worried, right? response:	Well personally, I think it'll be okay even if the school finds out about it.
context: I was actually prepared for it.\Did you do something to them?\Not really.\I asked them not to spread it around too much,\since it's my secret entertainment.\So you are having fun with it.\I mean, you'd get mad if I told you I was actually worried, right?\Well personally, I think it'll be okay even if the school finds out about it. response:	Having a part-time job isn't forbidden or anything.
context: Did you do something to them?\Not really.\I asked them not to spread it around too much,\since it's my secret entertainment.\So you are having fun with it.\I mean, you'd get mad if I told you I was actually worried, right?\Well personally, I think it'll be okay even if the school finds out about it.\Having a part-time job isn't forbidden or anything. response:	Just because you're dressed like a maid, the fact that you're strong, smart,
context: Not really.\I asked them not to spread it around too much,\since it's my secret entertainment.\So you are having fun with it.\I mean, you'd get mad if I told you I was actually worried, right?\Well personally, I think it'll be okay even if the school finds out about it.\Having a part-time job isn't forbidden or anything.\Just because you're dressed like a maid, the fact that you're strong, smart, response:	and never hesitate to make an effort won't change.
context: I asked them not to spread it around too much,\since it's my secret entertainment.\So you are having fun with it.\I mean, you'd get mad if I told you I was actually worried, right?\Well personally, I think it'll be okay even if the school finds out about it.\Having a part-time job isn't forbidden or anything.\Just because you're dressed like a maid, the fact that you're strong, smart,\and never hesitate to make an effort won't change. response:	I think you can be proud of it.
context: since it's my secret entertainment.\So you are having fun with it.\I mean, you'd get mad if I told you I was actually worried, right?\Well personally, I think it'll be okay even if the school finds out about it.\Having a part-time job isn't forbidden or anything.\Just because you're dressed like a maid, the fact that you're strong, smart,\and never hesitate to make an effort won't change.\I think you can be proud of it. response:	I actually spent the whole day yesterday thinking about why you piss me off so much.
context: So you are having fun with it.\I mean, you'd get mad if I told you I was actually worried, right?\Well personally, I think it'll be okay even if the school finds out about it.\Having a part-time job isn't forbidden or anything.\Just because you're dressed like a maid, the fact that you're strong, smart,\and never hesitate to make an effort won't change.\I think you can be proud of it.\I actually spent the whole day yesterday thinking about why you piss me off so much. response:	Didn't I just finish saying something really kind?
context: I mean, you'd get mad if I told you I was actually worried, right?\Well personally, I think it'll be okay even if the school finds out about it.\Having a part-time job isn't forbidden or anything.\Just because you're dressed like a maid, the fact that you're strong, smart,\and never hesitate to make an effort won't change.\I think you can be proud of it.\I actually spent the whole day yesterday thinking about why you piss me off so much.\Didn't I just finish saying something really kind? response:	It's like, when I'm running with all my might,
context: Well personally, I think it'll be okay even if the school finds out about it.\Having a part-time job isn't forbidden or anything.\Just because you're dressed like a maid, the fact that you're strong, smart,\and never hesitate to make an effort won't change.\I think you can be proud of it.\I actually spent the whole day yesterday thinking about why you piss me off so much.\Didn't I just finish saying something really kind?\It's like, when I'm running with all my might, response:	you're jogging relaxedly a few yards ahead of me.
context: Having a part-time job isn't forbidden or anything.\Just because you're dressed like a maid, the fact that you're strong, smart,\and never hesitate to make an effort won't change.\I think you can be proud of it.\I actually spent the whole day yesterday thinking about why you piss me off so much.\Didn't I just finish saying something really kind?\It's like, when I'm running with all my might,\you're jogging relaxedly a few yards ahead of me. response:	And then you start running backwards right in my face, and say things to me every once in a while.
context: Just because you're dressed like a maid, the fact that you're strong, smart,\and never hesitate to make an effort won't change.\I think you can be proud of it.\I actually spent the whole day yesterday thinking about why you piss me off so much.\Didn't I just finish saying something really kind?\It's like, when I'm running with all my might,\you're jogging relaxedly a few yards ahead of me.\And then you start running backwards right in my face, and say things to me every once in a while. response:	Are you doing okay?
context: and never hesitate to make an effort won't change.\I think you can be proud of it.\I actually spent the whole day yesterday thinking about why you piss me off so much.\Didn't I just finish saying something really kind?\It's like, when I'm running with all my might,\you're jogging relaxedly a few yards ahead of me.\And then you start running backwards right in my face, and say things to me every once in a while.\Are you doing okay? response:	I'm really competitive, so that made me really mad...
context: I think you can be proud of it.\I actually spent the whole day yesterday thinking about why you piss me off so much.\Didn't I just finish saying something really kind?\It's like, when I'm running with all my might,\you're jogging relaxedly a few yards ahead of me.\And then you start running backwards right in my face, and say things to me every once in a while.\Are you doing okay?\I'm really competitive, so that made me really mad... response:	Just watch.
context: I actually spent the whole day yesterday thinking about why you piss me off so much.\Didn't I just finish saying something really kind?\It's like, when I'm running with all my might,\you're jogging relaxedly a few yards ahead of me.\And then you start running backwards right in my face, and say things to me every once in a while.\Are you doing okay?\I'm really competitive, so that made me really mad...\Just watch. response:	I'll pass you soon and when that happens, I'll be the one to worry about you.
context: Didn't I just finish saying something really kind?\It's like, when I'm running with all my might,\you're jogging relaxedly a few yards ahead of me.\And then you start running backwards right in my face, and say things to me every once in a while.\Are you doing okay?\I'm really competitive, so that made me really mad...\Just watch.\I'll pass you soon and when that happens, I'll be the one to worry about you. response:	Oh yeah, thanks for lending me your scarf.
context: It's like, when I'm running with all my might,\you're jogging relaxedly a few yards ahead of me.\And then you start running backwards right in my face, and say things to me every once in a while.\Are you doing okay?\I'm really competitive, so that made me really mad...\Just watch.\I'll pass you soon and when that happens, I'll be the one to worry about you.\Oh yeah, thanks for lending me your scarf. response:	And for a lot of other things.
context: you're jogging relaxedly a few yards ahead of me.\And then you start running backwards right in my face, and say things to me every once in a while.\Are you doing okay?\I'm really competitive, so that made me really mad...\Just watch.\I'll pass you soon and when that happens, I'll be the one to worry about you.\Oh yeah, thanks for lending me your scarf.\And for a lot of other things. response:	I was thinking about how I could make it up to you since I hate being indebted, but I couldn't think of anything.
context: And then you start running backwards right in my face, and say things to me every once in a while.\Are you doing okay?\I'm really competitive, so that made me really mad...\Just watch.\I'll pass you soon and when that happens, I'll be the one to worry about you.\Oh yeah, thanks for lending me your scarf.\And for a lot of other things.\I was thinking about how I could make it up to you since I hate being indebted, but I couldn't think of anything. response:	Why don't you come up with something for me.
context: Are you doing okay?\I'm really competitive, so that made me really mad...\Just watch.\I'll pass you soon and when that happens, I'll be the one to worry about you.\Oh yeah, thanks for lending me your scarf.\And for a lot of other things.\I was thinking about how I could make it up to you since I hate being indebted, but I couldn't think of anything.\Why don't you come up with something for me. response:	Then...
context: I'm really competitive, so that made me really mad...\Just watch.\I'll pass you soon and when that happens, I'll be the one to worry about you.\Oh yeah, thanks for lending me your scarf.\And for a lot of other things.\I was thinking about how I could make it up to you since I hate being indebted, but I couldn't think of anything.\Why don't you come up with something for me.\Then... response:	Oh, do you have something in mind?
context: Just watch.\I'll pass you soon and when that happens, I'll be the one to worry about you.\Oh yeah, thanks for lending me your scarf.\And for a lot of other things.\I was thinking about how I could make it up to you since I hate being indebted, but I couldn't think of anything.\Why don't you come up with something for me.\Then...\Oh, do you have something in mind? response:	Could you be my personal maid for a day?
context: I'll pass you soon and when that happens, I'll be the one to worry about you.\Oh yeah, thanks for lending me your scarf.\And for a lot of other things.\I was thinking about how I could make it up to you since I hate being indebted, but I couldn't think of anything.\Why don't you come up with something for me.\Then...\Oh, do you have something in mind?\Could you be my personal maid for a day? response:	What?!
context: Oh yeah, thanks for lending me your scarf.\And for a lot of other things.\I was thinking about how I could make it up to you since I hate being indebted, but I couldn't think of anything.\Why don't you come up with something for me.\Then...\Oh, do you have something in mind?\Could you be my personal maid for a day?\What?! response:	What are you thinking, Usui?! Are you an idiot?!
context: And for a lot of other things.\I was thinking about how I could make it up to you since I hate being indebted, but I couldn't think of anything.\Why don't you come up with something for me.\Then...\Oh, do you have something in mind?\Could you be my personal maid for a day?\What?!\What are you thinking, Usui?! Are you an idiot?! response:	Why not? Don't be so stingy.
context: I was thinking about how I could make it up to you since I hate being indebted, but I couldn't think of anything.\Why don't you come up with something for me.\Then...\Oh, do you have something in mind?\Could you be my personal maid for a day?\What?!\What are you thinking, Usui?! Are you an idiot?!\Why not? Don't be so stingy. response:	Shut up, pervert!
context: Why don't you come up with something for me.\Then...\Oh, do you have something in mind?\Could you be my personal maid for a day?\What?!\What are you thinking, Usui?! Are you an idiot?!\Why not? Don't be so stingy.\Shut up, pervert! response:	Besides, I thought you weren't interested in women at all!
context: Then...\Oh, do you have something in mind?\Could you be my personal maid for a day?\What?!\What are you thinking, Usui?! Are you an idiot?!\Why not? Don't be so stingy.\Shut up, pervert!\Besides, I thought you weren't interested in women at all! response:	This is so fun.
context: Oh, do you have something in mind?\Could you be my personal maid for a day?\What?!\What are you thinking, Usui?! Are you an idiot?!\Why not? Don't be so stingy.\Shut up, pervert!\Besides, I thought you weren't interested in women at all!\This is so fun. response:	I don't have time to be arguing with this guy.
context: Could you be my personal maid for a day?\What?!\What are you thinking, Usui?! Are you an idiot?!\Why not? Don't be so stingy.\Shut up, pervert!\Besides, I thought you weren't interested in women at all!\This is so fun.\I don't have time to be arguing with this guy. response:	I need to be preparing for the school festival as the Student Council President!
context: What?!\What are you thinking, Usui?! Are you an idiot?!\Why not? Don't be so stingy.\Shut up, pervert!\Besides, I thought you weren't interested in women at all!\This is so fun.\I don't have time to be arguing with this guy.\I need to be preparing for the school festival as the Student Council President! response:	Huh? Prez...?
context: What are you thinking, Usui?! Are you an idiot?!\Why not? Don't be so stingy.\Shut up, pervert!\Besides, I thought you weren't interested in women at all!\This is so fun.\I don't have time to be arguing with this guy.\I need to be preparing for the school festival as the Student Council President!\Huh? Prez...? response:	If we don't raise the number of female students, the fact that I became the President will be pointless!
context: Why not? Don't be so stingy.\Shut up, pervert!\Besides, I thought you weren't interested in women at all!\This is so fun.\I don't have time to be arguing with this guy.\I need to be preparing for the school festival as the Student Council President!\Huh? Prez...?\If we don't raise the number of female students, the fact that I became the President will be pointless! response:	What's this Cat Ear Day?
context: Shut up, pervert!\Besides, I thought you weren't interested in women at all!\This is so fun.\I don't have time to be arguing with this guy.\I need to be preparing for the school festival as the Student Council President!\Huh? Prez...?\If we don't raise the number of female students, the fact that I became the President will be pointless!\What's this Cat Ear Day? response:	First, we need to pick a theme for the festival!
context: Besides, I thought you weren't interested in women at all!\This is so fun.\I don't have time to be arguing with this guy.\I need to be preparing for the school festival as the Student Council President!\Huh? Prez...?\If we don't raise the number of female students, the fact that I became the President will be pointless!\What's this Cat Ear Day?\First, we need to pick a theme for the festival! response:	It'll be called, Neo-Seika High!
context: This is so fun.\I don't have time to be arguing with this guy.\I need to be preparing for the school festival as the Student Council President!\Huh? Prez...?\If we don't raise the number of female students, the fact that I became the President will be pointless!\What's this Cat Ear Day?\First, we need to pick a theme for the festival!\It'll be called, Neo-Seika High! response:	That's decided, then!
context: I don't have time to be arguing with this guy.\I need to be preparing for the school festival as the Student Council President!\Huh? Prez...?\If we don't raise the number of female students, the fact that I became the President will be pointless!\What's this Cat Ear Day?\First, we need to pick a theme for the festival!\It'll be called, Neo-Seika High!\That's decided, then! response:	I'm going to change this school!
context: I need to be preparing for the school festival as the Student Council President!\Huh? Prez...?\If we don't raise the number of female students, the fact that I became the President will be pointless!\What's this Cat Ear Day?\First, we need to pick a theme for the festival!\It'll be called, Neo-Seika High!\That's decided, then!\I'm going to change this school! response:	Whatever, Prez.
