context: Access granted. response:	Access granted.
context: you may as well abandon it before you start.\It's natural to think like that.\But I've kept on painting.\I still consider Mashiro a friend.\It's because I had Sorata, Nanami, Misaki, Jin... and you, Ryunosuke.\Ryunosuke, Sakura Hall must be important to you, too.\You have true friends who won't abandon or betray you now.\You must treasure those people. response:	Let's work hard again today.
context: It's natural to think like that.\But I've kept on painting.\I still consider Mashiro a friend.\It's because I had Sorata, Nanami, Misaki, Jin... and you, Ryunosuke.\Ryunosuke, Sakura Hall must be important to you, too.\You have true friends who won't abandon or betray you now.\You must treasure those people.\Let's work hard again today. response:	Yeah.
context: But I've kept on painting.\I still consider Mashiro a friend.\It's because I had Sorata, Nanami, Misaki, Jin... and you, Ryunosuke.\Ryunosuke, Sakura Hall must be important to you, too.\You have true friends who won't abandon or betray you now.\You must treasure those people.\Let's work hard again today.\Yeah. response:	Those first years...
context: I still consider Mashiro a friend.\It's because I had Sorata, Nanami, Misaki, Jin... and you, Ryunosuke.\Ryunosuke, Sakura Hall must be important to you, too.\You have true friends who won't abandon or betray you now.\You must treasure those people.\Let's work hard again today.\Yeah.\Those first years... response:	They filled in our Nyapollon review survey at the culture festival.
context: It's because I had Sorata, Nanami, Misaki, Jin... and you, Ryunosuke.\Ryunosuke, Sakura Hall must be important to you, too.\You have true friends who won't abandon or betray you now.\You must treasure those people.\Let's work hard again today.\Yeah.\Those first years...\They filled in our Nyapollon review survey at the culture festival. response:	They might give us their signatures.
context: Ryunosuke, Sakura Hall must be important to you, too.\You have true friends who won't abandon or betray you now.\You must treasure those people.\Let's work hard again today.\Yeah.\Those first years...\They filled in our Nyapollon review survey at the culture festival.\They might give us their signatures. response:	Do I need to sign this one, too?
context: You have true friends who won't abandon or betray you now.\You must treasure those people.\Let's work hard again today.\Yeah.\Those first years...\They filled in our Nyapollon review survey at the culture festival.\They might give us their signatures.\Do I need to sign this one, too? response:	What?
context: You must treasure those people.\Let's work hard again today.\Yeah.\Those first years...\They filled in our Nyapollon review survey at the culture festival.\They might give us their signatures.\Do I need to sign this one, too?\What? response:	I wrote my name in the notebook in the PC Lab.
context: Let's work hard again today.\Yeah.\Those first years...\They filled in our Nyapollon review survey at the culture festival.\They might give us their signatures.\Do I need to sign this one, too?\What?\I wrote my name in the notebook in the PC Lab. response:	It was on the homepage.
context: Yeah.\Those first years...\They filled in our Nyapollon review survey at the culture festival.\They might give us their signatures.\Do I need to sign this one, too?\What?\I wrote my name in the notebook in the PC Lab.\It was on the homepage. response:	This is it.
context: Those first years...\They filled in our Nyapollon review survey at the culture festival.\They might give us their signatures.\Do I need to sign this one, too?\What?\I wrote my name in the notebook in the PC Lab.\It was on the homepage.\This is it. response:	It was in this classroom.
context: They filled in our Nyapollon review survey at the culture festival.\They might give us their signatures.\Do I need to sign this one, too?\What?\I wrote my name in the notebook in the PC Lab.\It was on the homepage.\This is it.\It was in this classroom. response:	Look at this.
context: They might give us their signatures.\Do I need to sign this one, too?\What?\I wrote my name in the notebook in the PC Lab.\It was on the homepage.\This is it.\It was in this classroom.\Look at this. response:	There was a link on the school's site.
context: Do I need to sign this one, too?\What?\I wrote my name in the notebook in the PC Lab.\It was on the homepage.\This is it.\It was in this classroom.\Look at this.\There was a link on the school's site. response:	Please give us your signature to keep Sakura Hall open
context: What?\I wrote my name in the notebook in the PC Lab.\It was on the homepage.\This is it.\It was in this classroom.\Look at this.\There was a link on the school's site.\Please give us your signature to keep Sakura Hall open response:	Information about Sakura Hall being torn down is summarized clearly.
context: I wrote my name in the notebook in the PC Lab.\It was on the homepage.\This is it.\It was in this classroom.\Look at this.\There was a link on the school's site.\Please give us your signature to keep Sakura Hall open\Information about Sakura Hall being torn down is summarized clearly. response:	Surely not...
context: It was on the homepage.\This is it.\It was in this classroom.\Look at this.\There was a link on the school's site.\Please give us your signature to keep Sakura Hall open\Information about Sakura Hall being torn down is summarized clearly.\Surely not... response:	It's gotta be.
context: This is it.\It was in this classroom.\Look at this.\There was a link on the school's site.\Please give us your signature to keep Sakura Hall open\Information about Sakura Hall being torn down is summarized clearly.\Surely not...\It's gotta be. response:	There's only one guy who could've done this.
context: It was in this classroom.\Look at this.\There was a link on the school's site.\Please give us your signature to keep Sakura Hall open\Information about Sakura Hall being torn down is summarized clearly.\Surely not...\It's gotta be.\There's only one guy who could've done this. response:	Dragon!
context: Look at this.\There was a link on the school's site.\Please give us your signature to keep Sakura Hall open\Information about Sakura Hall being torn down is summarized clearly.\Surely not...\It's gotta be.\There's only one guy who could've done this.\Dragon! response:	Dragon!
context: There was a link on the school's site.\Please give us your signature to keep Sakura Hall open\Information about Sakura Hall being torn down is summarized clearly.\Surely not...\It's gotta be.\There's only one guy who could've done this.\Dragon!\Dragon! response:	Stay back!
context: Please give us your signature to keep Sakura Hall open\Information about Sakura Hall being torn down is summarized clearly.\Surely not...\It's gotta be.\There's only one guy who could've done this.\Dragon!\Dragon!\Stay back! response:	What are you doing?
context: Information about Sakura Hall being torn down is summarized clearly.\Surely not...\It's gotta be.\There's only one guy who could've done this.\Dragon!\Dragon!\Stay back!\What are you doing? response:	Thanks for putting the notebook in the PC Lab.
context: Surely not...\It's gotta be.\There's only one guy who could've done this.\Dragon!\Dragon!\Stay back!\What are you doing?\Thanks for putting the notebook in the PC Lab. response:	Thanks so much.
context: It's gotta be.\There's only one guy who could've done this.\Dragon!\Dragon!\Stay back!\What are you doing?\Thanks for putting the notebook in the PC Lab.\Thanks so much. response:	Optimizing an impossible amount of work and making it possible...
context: There's only one guy who could've done this.\Dragon!\Dragon!\Stay back!\What are you doing?\Thanks for putting the notebook in the PC Lab.\Thanks so much.\Optimizing an impossible amount of work and making it possible... response:	is a programmer's job.
context: Dragon!\Dragon!\Stay back!\What are you doing?\Thanks for putting the notebook in the PC Lab.\Thanks so much.\Optimizing an impossible amount of work and making it possible...\is a programmer's job. response:	Anyway, get off of me!
context: Dragon!\Stay back!\What are you doing?\Thanks for putting the notebook in the PC Lab.\Thanks so much.\Optimizing an impossible amount of work and making it possible...\is a programmer's job.\Anyway, get off of me! response:	You should have told us you were working on this.
context: Stay back!\What are you doing?\Thanks for putting the notebook in the PC Lab.\Thanks so much.\Optimizing an impossible amount of work and making it possible...\is a programmer's job.\Anyway, get off of me!\You should have told us you were working on this. response:	That's right. Why didn't you say anything?
context: What are you doing?\Thanks for putting the notebook in the PC Lab.\Thanks so much.\Optimizing an impossible amount of work and making it possible...\is a programmer's job.\Anyway, get off of me!\You should have told us you were working on this.\That's right. Why didn't you say anything? response:	A programmer works in silence.
context: Thanks for putting the notebook in the PC Lab.\Thanks so much.\Optimizing an impossible amount of work and making it possible...\is a programmer's job.\Anyway, get off of me!\You should have told us you were working on this.\That's right. Why didn't you say anything?\A programmer works in silence. response:	I'm starting to feel good about this.
context: Thanks so much.\Optimizing an impossible amount of work and making it possible...\is a programmer's job.\Anyway, get off of me!\You should have told us you were working on this.\That's right. Why didn't you say anything?\A programmer works in silence.\I'm starting to feel good about this. response:	Dragon, you'll wear a costume and collect signatures with us starting tomorrow!
context: Optimizing an impossible amount of work and making it possible...\is a programmer's job.\Anyway, get off of me!\You should have told us you were working on this.\That's right. Why didn't you say anything?\A programmer works in silence.\I'm starting to feel good about this.\Dragon, you'll wear a costume and collect signatures with us starting tomorrow! response:	What?
context: is a programmer's job.\Anyway, get off of me!\You should have told us you were working on this.\That's right. Why didn't you say anything?\A programmer works in silence.\I'm starting to feel good about this.\Dragon, you'll wear a costume and collect signatures with us starting tomorrow!\What? response:	Anything but that!
context: Anyway, get off of me!\You should have told us you were working on this.\That's right. Why didn't you say anything?\A programmer works in silence.\I'm starting to feel good about this.\Dragon, you'll wear a costume and collect signatures with us starting tomorrow!\What?\Anything but that! response:	And that's 100.
context: You should have told us you were working on this.\That's right. Why didn't you say anything?\A programmer works in silence.\I'm starting to feel good about this.\Dragon, you'll wear a costume and collect signatures with us starting tomorrow!\What?\Anything but that!\And that's 100. response:	Sorata.
context: That's right. Why didn't you say anything?\A programmer works in silence.\I'm starting to feel good about this.\Dragon, you'll wear a costume and collect signatures with us starting tomorrow!\What?\Anything but that!\And that's 100.\Sorata. response:	What is it?
context: A programmer works in silence.\I'm starting to feel good about this.\Dragon, you'll wear a costume and collect signatures with us starting tomorrow!\What?\Anything but that!\And that's 100.\Sorata.\What is it? response:	What are you doing?
context: I'm starting to feel good about this.\Dragon, you'll wear a costume and collect signatures with us starting tomorrow!\What?\Anything but that!\And that's 100.\Sorata.\What is it?\What are you doing? response:	Counting signatures.
context: Dragon, you'll wear a costume and collect signatures with us starting tomorrow!\What?\Anything but that!\And that's 100.\Sorata.\What is it?\What are you doing?\Counting signatures. response:	We've got about 300 signatures.
context: What?\Anything but that!\And that's 100.\Sorata.\What is it?\What are you doing?\Counting signatures.\We've got about 300 signatures. response:	We're still a long way from our target of two-thirds, though.
context: Anything but that!\And that's 100.\Sorata.\What is it?\What are you doing?\Counting signatures.\We've got about 300 signatures.\We're still a long way from our target of two-thirds, though. response:	What's wrong?
context: And that's 100.\Sorata.\What is it?\What are you doing?\Counting signatures.\We've got about 300 signatures.\We're still a long way from our target of two-thirds, though.\What's wrong? response:	I like Sakura Hall.
context: Sorata.\What is it?\What are you doing?\Counting signatures.\We've got about 300 signatures.\We're still a long way from our target of two-thirds, though.\What's wrong?\I like Sakura Hall. response:	So do I. So does everyone else.
context: What is it?\What are you doing?\Counting signatures.\We've got about 300 signatures.\We're still a long way from our target of two-thirds, though.\What's wrong?\I like Sakura Hall.\So do I. So does everyone else. response:	Jin-san and Misaki-senpai, Aoyama and Akasaka...
context: What are you doing?\Counting signatures.\We've got about 300 signatures.\We're still a long way from our target of two-thirds, though.\What's wrong?\I like Sakura Hall.\So do I. So does everyone else.\Jin-san and Misaki-senpai, Aoyama and Akasaka... response:	Even Chihiro-sensei does.
context: Counting signatures.\We've got about 300 signatures.\We're still a long way from our target of two-thirds, though.\What's wrong?\I like Sakura Hall.\So do I. So does everyone else.\Jin-san and Misaki-senpai, Aoyama and Akasaka...\Even Chihiro-sensei does. response:	That's why we protect it.
context: We've got about 300 signatures.\We're still a long way from our target of two-thirds, though.\What's wrong?\I like Sakura Hall.\So do I. So does everyone else.\Jin-san and Misaki-senpai, Aoyama and Akasaka...\Even Chihiro-sensei does.\That's why we protect it. response:	Yeah.
context: We're still a long way from our target of two-thirds, though.\What's wrong?\I like Sakura Hall.\So do I. So does everyone else.\Jin-san and Misaki-senpai, Aoyama and Akasaka...\Even Chihiro-sensei does.\That's why we protect it.\Yeah. response:	I will protect Sakura Hall.
context: What's wrong?\I like Sakura Hall.\So do I. So does everyone else.\Jin-san and Misaki-senpai, Aoyama and Akasaka...\Even Chihiro-sensei does.\That's why we protect it.\Yeah.\I will protect Sakura Hall. response:	We'll all do it together.
context: I like Sakura Hall.\So do I. So does everyone else.\Jin-san and Misaki-senpai, Aoyama and Akasaka...\Even Chihiro-sensei does.\That's why we protect it.\Yeah.\I will protect Sakura Hall.\We'll all do it together. response:	You're right.
context: So do I. So does everyone else.\Jin-san and Misaki-senpai, Aoyama and Akasaka...\Even Chihiro-sensei does.\That's why we protect it.\Yeah.\I will protect Sakura Hall.\We'll all do it together.\You're right. response:	It's better together.
context: Jin-san and Misaki-senpai, Aoyama and Akasaka...\Even Chihiro-sensei does.\That's why we protect it.\Yeah.\I will protect Sakura Hall.\We'll all do it together.\You're right.\It's better together. response:	I didn't think collecting signatures would be this hard.
context: Even Chihiro-sensei does.\That's why we protect it.\Yeah.\I will protect Sakura Hall.\We'll all do it together.\You're right.\It's better together.\I didn't think collecting signatures would be this hard. response:	Can we sign our own names?
context: That's why we protect it.\Yeah.\I will protect Sakura Hall.\We'll all do it together.\You're right.\It's better together.\I didn't think collecting signatures would be this hard.\Can we sign our own names? response:	Why don't I use this as an opportunity...
context: Yeah.\I will protect Sakura Hall.\We'll all do it together.\You're right.\It's better together.\I didn't think collecting signatures would be this hard.\Can we sign our own names?\Why don't I use this as an opportunity... response:	to trick Jin into signing a marriage register?
context: I will protect Sakura Hall.\We'll all do it together.\You're right.\It's better together.\I didn't think collecting signatures would be this hard.\Can we sign our own names?\Why don't I use this as an opportunity...\to trick Jin into signing a marriage register? response:	Ah, good idea!
