context: Piano! response:	Piano...
context: Alright!!\Alright! Alright!\I did it...alrighttt...\Senpai is going to make an orchestra, right?\Yes.\Today is reserved for Momogaoka Music Academy's S-Oke Group\S-Oke Disband Party\I, Mine Ryutaro, would like to ask you to drink a toast for the job offers for the fourth year students, and for the safe disbanding of S-Oke! response:	Ah, why is that?
context: Alright! Alright!\I did it...alrighttt...\Senpai is going to make an orchestra, right?\Yes.\Today is reserved for Momogaoka Music Academy's S-Oke Group\S-Oke Disband Party\I, Mine Ryutaro, would like to ask you to drink a toast for the job offers for the fourth year students, and for the safe disbanding of S-Oke!\Ah, why is that? response:	Didn't you say you wanted to continue S-Oke, huh?
context: I did it...alrighttt...\Senpai is going to make an orchestra, right?\Yes.\Today is reserved for Momogaoka Music Academy's S-Oke Group\S-Oke Disband Party\I, Mine Ryutaro, would like to ask you to drink a toast for the job offers for the fourth year students, and for the safe disbanding of S-Oke!\Ah, why is that?\Didn't you say you wanted to continue S-Oke, huh? response:	KANPAI!!!
context: Senpai is going to make an orchestra, right?\Yes.\Today is reserved for Momogaoka Music Academy's S-Oke Group\S-Oke Disband Party\I, Mine Ryutaro, would like to ask you to drink a toast for the job offers for the fourth year students, and for the safe disbanding of S-Oke!\Ah, why is that?\Didn't you say you wanted to continue S-Oke, huh?\KANPAI!!! response:	Kanpai!!!
context: Yes.\Today is reserved for Momogaoka Music Academy's S-Oke Group\S-Oke Disband Party\I, Mine Ryutaro, would like to ask you to drink a toast for the job offers for the fourth year students, and for the safe disbanding of S-Oke!\Ah, why is that?\Didn't you say you wanted to continue S-Oke, huh?\KANPAI!!!\Kanpai!!! response:	Mascot!! Beer! Beer! Serve it around!
context: Today is reserved for Momogaoka Music Academy's S-Oke Group\S-Oke Disband Party\I, Mine Ryutaro, would like to ask you to drink a toast for the job offers for the fourth year students, and for the safe disbanding of S-Oke!\Ah, why is that?\Didn't you say you wanted to continue S-Oke, huh?\KANPAI!!!\Kanpai!!!\Mascot!! Beer! Beer! Serve it around! response:	Hai! Masumi-chan, here's more beer
context: S-Oke Disband Party\I, Mine Ryutaro, would like to ask you to drink a toast for the job offers for the fourth year students, and for the safe disbanding of S-Oke!\Ah, why is that?\Didn't you say you wanted to continue S-Oke, huh?\KANPAI!!!\Kanpai!!!\Mascot!! Beer! Beer! Serve it around!\Hai! Masumi-chan, here's more beer response:	Here's for you!
context: I, Mine Ryutaro, would like to ask you to drink a toast for the job offers for the fourth year students, and for the safe disbanding of S-Oke!\Ah, why is that?\Didn't you say you wanted to continue S-Oke, huh?\KANPAI!!!\Kanpai!!!\Mascot!! Beer! Beer! Serve it around!\Hai! Masumi-chan, here's more beer\Here's for you! response:	Oh, it hurts...
context: Ah, why is that?\Didn't you say you wanted to continue S-Oke, huh?\KANPAI!!!\Kanpai!!!\Mascot!! Beer! Beer! Serve it around!\Hai! Masumi-chan, here's more beer\Here's for you!\Oh, it hurts... response:	You! Don't you dare to overdo it, OK!
context: Didn't you say you wanted to continue S-Oke, huh?\KANPAI!!!\Kanpai!!!\Mascot!! Beer! Beer! Serve it around!\Hai! Masumi-chan, here's more beer\Here's for you!\Oh, it hurts...\You! Don't you dare to overdo it, OK! response:	What about?
context: KANPAI!!!\Kanpai!!!\Mascot!! Beer! Beer! Serve it around!\Hai! Masumi-chan, here's more beer\Here's for you!\Oh, it hurts...\You! Don't you dare to overdo it, OK!\What about? response:	I didn't know Chiaki-Sama's going to continue to Graduate School!
context: Kanpai!!!\Mascot!! Beer! Beer! Serve it around!\Hai! Masumi-chan, here's more beer\Here's for you!\Oh, it hurts...\You! Don't you dare to overdo it, OK!\What about?\I didn't know Chiaki-Sama's going to continue to Graduate School! response:	I thought Chiaki-Sama would certainly go to study abroad
context: Mascot!! Beer! Beer! Serve it around!\Hai! Masumi-chan, here's more beer\Here's for you!\Oh, it hurts...\You! Don't you dare to overdo it, OK!\What about?\I didn't know Chiaki-Sama's going to continue to Graduate School!\I thought Chiaki-Sama would certainly go to study abroad response:	but that he's going to remain in Japan makes me happy...
context: Hai! Masumi-chan, here's more beer\Here's for you!\Oh, it hurts...\You! Don't you dare to overdo it, OK!\What about?\I didn't know Chiaki-Sama's going to continue to Graduate School!\I thought Chiaki-Sama would certainly go to study abroad\but that he's going to remain in Japan makes me happy... response:	Could it be because there's Nodame here?
context: Here's for you!\Oh, it hurts...\You! Don't you dare to overdo it, OK!\What about?\I didn't know Chiaki-Sama's going to continue to Graduate School!\I thought Chiaki-Sama would certainly go to study abroad\but that he's going to remain in Japan makes me happy...\Could it be because there's Nodame here? response:	I'll kill you!
context: Oh, it hurts...\You! Don't you dare to overdo it, OK!\What about?\I didn't know Chiaki-Sama's going to continue to Graduate School!\I thought Chiaki-Sama would certainly go to study abroad\but that he's going to remain in Japan makes me happy...\Could it be because there's Nodame here?\I'll kill you! response:	Ah! As Masumi-chan's job is not decided yet,
context: You! Don't you dare to overdo it, OK!\What about?\I didn't know Chiaki-Sama's going to continue to Graduate School!\I thought Chiaki-Sama would certainly go to study abroad\but that he's going to remain in Japan makes me happy...\Could it be because there's Nodame here?\I'll kill you!\Ah! As Masumi-chan's job is not decided yet, response:	what about repeating for one year at school?
context: What about?\I didn't know Chiaki-Sama's going to continue to Graduate School!\I thought Chiaki-Sama would certainly go to study abroad\but that he's going to remain in Japan makes me happy...\Could it be because there's Nodame here?\I'll kill you!\Ah! As Masumi-chan's job is not decided yet,\what about repeating for one year at school? response:	I'll certainly kill you!
context: I didn't know Chiaki-Sama's going to continue to Graduate School!\I thought Chiaki-Sama would certainly go to study abroad\but that he's going to remain in Japan makes me happy...\Could it be because there's Nodame here?\I'll kill you!\Ah! As Masumi-chan's job is not decided yet,\what about repeating for one year at school?\I'll certainly kill you! response:	Today, I must tell Kaoru-chan about my feeling...
context: I thought Chiaki-Sama would certainly go to study abroad\but that he's going to remain in Japan makes me happy...\Could it be because there's Nodame here?\I'll kill you!\Ah! As Masumi-chan's job is not decided yet,\what about repeating for one year at school?\I'll certainly kill you!\Today, I must tell Kaoru-chan about my feeling... response:	Kaoru-chan...I...
context: but that he's going to remain in Japan makes me happy...\Could it be because there's Nodame here?\I'll kill you!\Ah! As Masumi-chan's job is not decided yet,\what about repeating for one year at school?\I'll certainly kill you!\Today, I must tell Kaoru-chan about my feeling...\Kaoru-chan...I... response:	It's my turn to pour Chiaki-Sama's beer now!
context: Could it be because there's Nodame here?\I'll kill you!\Ah! As Masumi-chan's job is not decided yet,\what about repeating for one year at school?\I'll certainly kill you!\Today, I must tell Kaoru-chan about my feeling...\Kaoru-chan...I...\It's my turn to pour Chiaki-Sama's beer now! response:	Hey, stop it!
context: I'll kill you!\Ah! As Masumi-chan's job is not decided yet,\what about repeating for one year at school?\I'll certainly kill you!\Today, I must tell Kaoru-chan about my feeling...\Kaoru-chan...I...\It's my turn to pour Chiaki-Sama's beer now!\Hey, stop it! response:	It's my turn! It's my turn!
context: Ah! As Masumi-chan's job is not decided yet,\what about repeating for one year at school?\I'll certainly kill you!\Today, I must tell Kaoru-chan about my feeling...\Kaoru-chan...I...\It's my turn to pour Chiaki-Sama's beer now!\Hey, stop it!\It's my turn! It's my turn! response:	That Chiaki!
context: what about repeating for one year at school?\I'll certainly kill you!\Today, I must tell Kaoru-chan about my feeling...\Kaoru-chan...I...\It's my turn to pour Chiaki-Sama's beer now!\Hey, stop it!\It's my turn! It's my turn!\That Chiaki! response:	Till the very end...
context: I'll certainly kill you!\Today, I must tell Kaoru-chan about my feeling...\Kaoru-chan...I...\It's my turn to pour Chiaki-Sama's beer now!\Hey, stop it!\It's my turn! It's my turn!\That Chiaki!\Till the very end... response:	Hey...I have a good idea...
context: Today, I must tell Kaoru-chan about my feeling...\Kaoru-chan...I...\It's my turn to pour Chiaki-Sama's beer now!\Hey, stop it!\It's my turn! It's my turn!\That Chiaki!\Till the very end...\Hey...I have a good idea... response:	Huh?
context: Kaoru-chan...I...\It's my turn to pour Chiaki-Sama's beer now!\Hey, stop it!\It's my turn! It's my turn!\That Chiaki!\Till the very end...\Hey...I have a good idea...\Huh? response:	Heheeheee...
context: It's my turn to pour Chiaki-Sama's beer now!\Hey, stop it!\It's my turn! It's my turn!\That Chiaki!\Till the very end...\Hey...I have a good idea...\Huh?\Heheeheee... response:	What are you doing? Oi!
context: Hey, stop it!\It's my turn! It's my turn!\That Chiaki!\Till the very end...\Hey...I have a good idea...\Huh?\Heheeheee...\What are you doing? Oi! response:	It's love...
context: It's my turn! It's my turn!\That Chiaki!\Till the very end...\Hey...I have a good idea...\Huh?\Heheeheee...\What are you doing? Oi!\It's love... response:	Oi! Kaoruuu!!
context: That Chiaki!\Till the very end...\Hey...I have a good idea...\Huh?\Heheeheee...\What are you doing? Oi!\It's love...\Oi! Kaoruuu!! response:	(heart mark)
context: Till the very end...\Hey...I have a good idea...\Huh?\Heheeheee...\What are you doing? Oi!\It's love...\Oi! Kaoruuu!!\(heart mark) response:	Chijou no Hoshi (The Stars above The Earth) Lyrics by Nakajima Miyuki
context: Hey...I have a good idea...\Huh?\Heheeheee...\What are you doing? Oi!\It's love...\Oi! Kaoruuu!!\(heart mark)\Chijou no Hoshi (The Stars above The Earth) Lyrics by Nakajima Miyuki response:	Who put in this song??
context: Huh?\Heheeheee...\What are you doing? Oi!\It's love...\Oi! Kaoruuu!!\(heart mark)\Chijou no Hoshi (The Stars above The Earth) Lyrics by Nakajima Miyuki\Who put in this song?? response:	Chiaki!
context: Heheeheee...\What are you doing? Oi!\It's love...\Oi! Kaoruuu!!\(heart mark)\Chijou no Hoshi (The Stars above The Earth) Lyrics by Nakajima Miyuki\Who put in this song??\Chiaki! response:	Chiaki-kun's going to sing this song!
context: What are you doing? Oi!\It's love...\Oi! Kaoruuu!!\(heart mark)\Chijou no Hoshi (The Stars above The Earth) Lyrics by Nakajima Miyuki\Who put in this song??\Chiaki!\Chiaki-kun's going to sing this song! response:	Huh?
context: It's love...\Oi! Kaoruuu!!\(heart mark)\Chijou no Hoshi (The Stars above The Earth) Lyrics by Nakajima Miyuki\Who put in this song??\Chiaki!\Chiaki-kun's going to sing this song!\Huh? response:	Chiaki-Sama singing karaoke??
context: Oi! Kaoruuu!!\(heart mark)\Chijou no Hoshi (The Stars above The Earth) Lyrics by Nakajima Miyuki\Who put in this song??\Chiaki!\Chiaki-kun's going to sing this song!\Huh?\Chiaki-Sama singing karaoke?? response:	Incredible!
context: (heart mark)\Chijou no Hoshi (The Stars above The Earth) Lyrics by Nakajima Miyuki\Who put in this song??\Chiaki!\Chiaki-kun's going to sing this song!\Huh?\Chiaki-Sama singing karaoke??\Incredible! response:	How is it, the girls won't want to see it, will they?
context: Chijou no Hoshi (The Stars above The Earth) Lyrics by Nakajima Miyuki\Who put in this song??\Chiaki!\Chiaki-kun's going to sing this song!\Huh?\Chiaki-Sama singing karaoke??\Incredible!\How is it, the girls won't want to see it, will they? response:	Chiaki Shinichi crying out Nakajima Miyuki's song passionately!
context: Who put in this song??\Chiaki!\Chiaki-kun's going to sing this song!\Huh?\Chiaki-Sama singing karaoke??\Incredible!\How is it, the girls won't want to see it, will they?\Chiaki Shinichi crying out Nakajima Miyuki's song passionately! response:	It's a punishment for what he did until now! Let's make him feel totally ashamed!
context: Chiaki!\Chiaki-kun's going to sing this song!\Huh?\Chiaki-Sama singing karaoke??\Incredible!\How is it, the girls won't want to see it, will they?\Chiaki Shinichi crying out Nakajima Miyuki's song passionately!\It's a punishment for what he did until now! Let's make him feel totally ashamed! response:	Heeheeheee...
context: Chiaki-kun's going to sing this song!\Huh?\Chiaki-Sama singing karaoke??\Incredible!\How is it, the girls won't want to see it, will they?\Chiaki Shinichi crying out Nakajima Miyuki's song passionately!\It's a punishment for what he did until now! Let's make him feel totally ashamed!\Heeheeheee... response:	I know this song!
context: Huh?\Chiaki-Sama singing karaoke??\Incredible!\How is it, the girls won't want to see it, will they?\Chiaki Shinichi crying out Nakajima Miyuki's song passionately!\It's a punishment for what he did until now! Let's make him feel totally ashamed!\Heeheeheee...\I know this song! response:	Wait a minute!!!
context: Chiaki-Sama singing karaoke??\Incredible!\How is it, the girls won't want to see it, will they?\Chiaki Shinichi crying out Nakajima Miyuki's song passionately!\It's a punishment for what he did until now! Let's make him feel totally ashamed!\Heeheeheee...\I know this song!\Wait a minute!!! response:	This is Ore-Sama's theme song!! (Ore-Sama=I )
context: Incredible!\How is it, the girls won't want to see it, will they?\Chiaki Shinichi crying out Nakajima Miyuki's song passionately!\It's a punishment for what he did until now! Let's make him feel totally ashamed!\Heeheeheee...\I know this song!\Wait a minute!!!\This is Ore-Sama's theme song!! (Ore-Sama=I ) response:	OK
context: How is it, the girls won't want to see it, will they?\Chiaki Shinichi crying out Nakajima Miyuki's song passionately!\It's a punishment for what he did until now! Let's make him feel totally ashamed!\Heeheeheee...\I know this song!\Wait a minute!!!\This is Ore-Sama's theme song!! (Ore-Sama=I )\OK response:	Kaze no...
context: Chiaki Shinichi crying out Nakajima Miyuki's song passionately!\It's a punishment for what he did until now! Let's make him feel totally ashamed!\Heeheeheee...\I know this song!\Wait a minute!!!\This is Ore-Sama's theme song!! (Ore-Sama=I )\OK\Kaze no... response:	Stop it!
context: It's a punishment for what he did until now! Let's make him feel totally ashamed!\Heeheeheee...\I know this song!\Wait a minute!!!\This is Ore-Sama's theme song!! (Ore-Sama=I )\OK\Kaze no...\Stop it! response:	Ne, ne, there are a lot of S-Oke members gathering there...
context: Heeheeheee...\I know this song!\Wait a minute!!!\This is Ore-Sama's theme song!! (Ore-Sama=I )\OK\Kaze no...\Stop it!\Ne, ne, there are a lot of S-Oke members gathering there... response:	Farewell always comes right after happiness...
context: I know this song!\Wait a minute!!!\This is Ore-Sama's theme song!! (Ore-Sama=I )\OK\Kaze no...\Stop it!\Ne, ne, there are a lot of S-Oke members gathering there...\Farewell always comes right after happiness... response:	Saiko-chan...her character changed!
context: Wait a minute!!!\This is Ore-Sama's theme song!! (Ore-Sama=I )\OK\Kaze no...\Stop it!\Ne, ne, there are a lot of S-Oke members gathering there...\Farewell always comes right after happiness...\Saiko-chan...her character changed! response:	Yes, it's as if she managed to go through the wall...
context: This is Ore-Sama's theme song!! (Ore-Sama=I )\OK\Kaze no...\Stop it!\Ne, ne, there are a lot of S-Oke members gathering there...\Farewell always comes right after happiness...\Saiko-chan...her character changed!\Yes, it's as if she managed to go through the wall... response:	Whenever I wake up, I'm...
context: OK\Kaze no...\Stop it!\Ne, ne, there are a lot of S-Oke members gathering there...\Farewell always comes right after happiness...\Saiko-chan...her character changed!\Yes, it's as if she managed to go through the wall...\Whenever I wake up, I'm... response:	toilet...
context: Kaze no...\Stop it!\Ne, ne, there are a lot of S-Oke members gathering there...\Farewell always comes right after happiness...\Saiko-chan...her character changed!\Yes, it's as if she managed to go through the wall...\Whenever I wake up, I'm...\toilet... response:	toilet...
context: Stop it!\Ne, ne, there are a lot of S-Oke members gathering there...\Farewell always comes right after happiness...\Saiko-chan...her character changed!\Yes, it's as if she managed to go through the wall...\Whenever I wake up, I'm...\toilet...\toilet... response:	toilet, toilet, toilet...
context: Ne, ne, there are a lot of S-Oke members gathering there...\Farewell always comes right after happiness...\Saiko-chan...her character changed!\Yes, it's as if she managed to go through the wall...\Whenever I wake up, I'm...\toilet...\toilet...\toilet, toilet, toilet... response:	Aa-ackk! toilet..
context: Farewell always comes right after happiness...\Saiko-chan...her character changed!\Yes, it's as if she managed to go through the wall...\Whenever I wake up, I'm...\toilet...\toilet...\toilet, toilet, toilet...\Aa-ackk! toilet.. response:	toilet...
context: Saiko-chan...her character changed!\Yes, it's as if she managed to go through the wall...\Whenever I wake up, I'm...\toilet...\toilet...\toilet, toilet, toilet...\Aa-ackk! toilet..\toilet... response:	Whoops!
context: Yes, it's as if she managed to go through the wall...\Whenever I wake up, I'm...\toilet...\toilet...\toilet, toilet, toilet...\Aa-ackk! toilet..\toilet...\Whoops! response:	Ohhh! Tagaya Saiko!
context: Whenever I wake up, I'm...\toilet...\toilet...\toilet, toilet, toilet...\Aa-ackk! toilet..\toilet...\Whoops!\Ohhh! Tagaya Saiko! response:	Ahhahaha...sorry!
context: toilet...\toilet...\toilet, toilet, toilet...\Aa-ackk! toilet..\toilet...\Whoops!\Ohhh! Tagaya Saiko!\Ahhahaha...sorry! response:	Because you called my name without san, so I did it without thinking...
context: toilet...\toilet, toilet, toilet...\Aa-ackk! toilet..\toilet...\Whoops!\Ohhh! Tagaya Saiko!\Ahhahaha...sorry!\Because you called my name without san, so I did it without thinking... response:	Hey...are you alright?
context: toilet, toilet, toilet...\Aa-ackk! toilet..\toilet...\Whoops!\Ohhh! Tagaya Saiko!\Ahhahaha...sorry!\Because you called my name without san, so I did it without thinking...\Hey...are you alright? response:	Wow...you smell good...
context: Aa-ackk! toilet..\toilet...\Whoops!\Ohhh! Tagaya Saiko!\Ahhahaha...sorry!\Because you called my name without san, so I did it without thinking...\Hey...are you alright?\Wow...you smell good... response:	Why is Shinichi going out with such a girl like this?
context: toilet...\Whoops!\Ohhh! Tagaya Saiko!\Ahhahaha...sorry!\Because you called my name without san, so I did it without thinking...\Hey...are you alright?\Wow...you smell good...\Why is Shinichi going out with such a girl like this? response:	Mmm..mmm...hoho...hum..mmmff...
context: Whoops!\Ohhh! Tagaya Saiko!\Ahhahaha...sorry!\Because you called my name without san, so I did it without thinking...\Hey...are you alright?\Wow...you smell good...\Why is Shinichi going out with such a girl like this?\Mmm..mmm...hoho...hum..mmmff... response:	That guy,
context: Ohhh! Tagaya Saiko!\Ahhahaha...sorry!\Because you called my name without san, so I did it without thinking...\Hey...are you alright?\Wow...you smell good...\Why is Shinichi going out with such a girl like this?\Mmm..mmm...hoho...hum..mmmff...\That guy, response:	despite this kind of girl, he must have a soft spot for this...
context: Ahhahaha...sorry!\Because you called my name without san, so I did it without thinking...\Hey...are you alright?\Wow...you smell good...\Why is Shinichi going out with such a girl like this?\Mmm..mmm...hoho...hum..mmmff...\That guy,\despite this kind of girl, he must have a soft spot for this... response:	But, it's not that I have accepted it!
context: Because you called my name without san, so I did it without thinking...\Hey...are you alright?\Wow...you smell good...\Why is Shinichi going out with such a girl like this?\Mmm..mmm...hoho...hum..mmmff...\That guy,\despite this kind of girl, he must have a soft spot for this...\But, it's not that I have accepted it! response:	Don't sleep!!
context: Hey...are you alright?\Wow...you smell good...\Why is Shinichi going out with such a girl like this?\Mmm..mmm...hoho...hum..mmmff...\That guy,\despite this kind of girl, he must have a soft spot for this...\But, it's not that I have accepted it!\Don't sleep!! response:	Taiko Tetsujin (Drum Master)
context: Wow...you smell good...\Why is Shinichi going out with such a girl like this?\Mmm..mmm...hoho...hum..mmmff...\That guy,\despite this kind of girl, he must have a soft spot for this...\But, it's not that I have accepted it!\Don't sleep!!\Taiko Tetsujin (Drum Master) response:	Heheeeheeehe...
context: Why is Shinichi going out with such a girl like this?\Mmm..mmm...hoho...hum..mmmff...\That guy,\despite this kind of girl, he must have a soft spot for this...\But, it's not that I have accepted it!\Don't sleep!!\Taiko Tetsujin (Drum Master)\Heheeeheeehe... response:	Oi, Chiaki!!
context: Mmm..mmm...hoho...hum..mmmff...\That guy,\despite this kind of girl, he must have a soft spot for this...\But, it's not that I have accepted it!\Don't sleep!!\Taiko Tetsujin (Drum Master)\Heheeeheeehe...\Oi, Chiaki!! response:	Come here!
context: That guy,\despite this kind of girl, he must have a soft spot for this...\But, it's not that I have accepted it!\Don't sleep!!\Taiko Tetsujin (Drum Master)\Heheeeheeehe...\Oi, Chiaki!!\Come here! response:	There's an interesting game!
context: despite this kind of girl, he must have a soft spot for this...\But, it's not that I have accepted it!\Don't sleep!!\Taiko Tetsujin (Drum Master)\Heheeeheeehe...\Oi, Chiaki!!\Come here!\There's an interesting game! response:	Try to play it, it's my treat!
context: But, it's not that I have accepted it!\Don't sleep!!\Taiko Tetsujin (Drum Master)\Heheeeheeehe...\Oi, Chiaki!!\Come here!\There's an interesting game!\Try to play it, it's my treat! response:	Drum Master?
context: Don't sleep!!\Taiko Tetsujin (Drum Master)\Heheeeheeehe...\Oi, Chiaki!!\Come here!\There's an interesting game!\Try to play it, it's my treat!\Drum Master? response:	It'll be easy, isn't it, if you use your Conductor's sense of rhythm
context: Taiko Tetsujin (Drum Master)\Heheeeheeehe...\Oi, Chiaki!!\Come here!\There's an interesting game!\Try to play it, it's my treat!\Drum Master?\It'll be easy, isn't it, if you use your Conductor's sense of rhythm response:	Here, hold the sticks!
context: Heheeeheeehe...\Oi, Chiaki!!\Come here!\There's an interesting game!\Try to play it, it's my treat!\Drum Master?\It'll be easy, isn't it, if you use your Conductor's sense of rhythm\Here, hold the sticks! response:	Spread out your legs!
context: Oi, Chiaki!!\Come here!\There's an interesting game!\Try to play it, it's my treat!\Drum Master?\It'll be easy, isn't it, if you use your Conductor's sense of rhythm\Here, hold the sticks!\Spread out your legs! response:	The pose is also important in determining the scores!
context: Come here!\There's an interesting game!\Try to play it, it's my treat!\Drum Master?\It'll be easy, isn't it, if you use your Conductor's sense of rhythm\Here, hold the sticks!\Spread out your legs!\The pose is also important in determining the scores! response:	It's a lie...Hehehe...
context: There's an interesting game!\Try to play it, it's my treat!\Drum Master?\It'll be easy, isn't it, if you use your Conductor's sense of rhythm\Here, hold the sticks!\Spread out your legs!\The pose is also important in determining the scores!\It's a lie...Hehehe... response:	Everybody! Chiaki's going to beat the drums!!
context: Try to play it, it's my treat!\Drum Master?\It'll be easy, isn't it, if you use your Conductor's sense of rhythm\Here, hold the sticks!\Spread out your legs!\The pose is also important in determining the scores!\It's a lie...Hehehe...\Everybody! Chiaki's going to beat the drums!! response:	He'll do it, he'll do it!
context: Drum Master?\It'll be easy, isn't it, if you use your Conductor's sense of rhythm\Here, hold the sticks!\Spread out your legs!\The pose is also important in determining the scores!\It's a lie...Hehehe...\Everybody! Chiaki's going to beat the drums!!\He'll do it, he'll do it! response:	Beating the drums strangely,
context: It'll be easy, isn't it, if you use your Conductor's sense of rhythm\Here, hold the sticks!\Spread out your legs!\The pose is also important in determining the scores!\It's a lie...Hehehe...\Everybody! Chiaki's going to beat the drums!!\He'll do it, he'll do it!\Beating the drums strangely, response:	we'll make him leave a black stain on the white handkerchief in the memory of the Academy's infatuated ladies!
context: Here, hold the sticks!\Spread out your legs!\The pose is also important in determining the scores!\It's a lie...Hehehe...\Everybody! Chiaki's going to beat the drums!!\He'll do it, he'll do it!\Beating the drums strangely,\we'll make him leave a black stain on the white handkerchief in the memory of the Academy's infatuated ladies! response:	Chijou No Hoshi (The Stars Above The Earth)
context: Spread out your legs!\The pose is also important in determining the scores!\It's a lie...Hehehe...\Everybody! Chiaki's going to beat the drums!!\He'll do it, he'll do it!\Beating the drums strangely,\we'll make him leave a black stain on the white handkerchief in the memory of the Academy's infatuated ladies!\Chijou No Hoshi (The Stars Above The Earth) response:	This song again, I know it!
context: The pose is also important in determining the scores!\It's a lie...Hehehe...\Everybody! Chiaki's going to beat the drums!!\He'll do it, he'll do it!\Beating the drums strangely,\we'll make him leave a black stain on the white handkerchief in the memory of the Academy's infatuated ladies!\Chijou No Hoshi (The Stars Above The Earth)\This song again, I know it! response:	Wait a minute!!
context: It's a lie...Hehehe...\Everybody! Chiaki's going to beat the drums!!\He'll do it, he'll do it!\Beating the drums strangely,\we'll make him leave a black stain on the white handkerchief in the memory of the Academy's infatuated ladies!\Chijou No Hoshi (The Stars Above The Earth)\This song again, I know it!\Wait a minute!! response:	I told you this is Ore-Sama's theme song...
context: Everybody! Chiaki's going to beat the drums!!\He'll do it, he'll do it!\Beating the drums strangely,\we'll make him leave a black stain on the white handkerchief in the memory of the Academy's infatuated ladies!\Chijou No Hoshi (The Stars Above The Earth)\This song again, I know it!\Wait a minute!!\I told you this is Ore-Sama's theme song... response:	Chiaki-Sama, all percussions in this world are mine!
context: He'll do it, he'll do it!\Beating the drums strangely,\we'll make him leave a black stain on the white handkerchief in the memory of the Academy's infatuated ladies!\Chijou No Hoshi (The Stars Above The Earth)\This song again, I know it!\Wait a minute!!\I told you this is Ore-Sama's theme song...\Chiaki-Sama, all percussions in this world are mine! response:	OK
context: Beating the drums strangely,\we'll make him leave a black stain on the white handkerchief in the memory of the Academy's infatuated ladies!\Chijou No Hoshi (The Stars Above The Earth)\This song again, I know it!\Wait a minute!!\I told you this is Ore-Sama's theme song...\Chiaki-Sama, all percussions in this world are mine!\OK response:	Alright! Let's begin!!
context: we'll make him leave a black stain on the white handkerchief in the memory of the Academy's infatuated ladies!\Chijou No Hoshi (The Stars Above The Earth)\This song again, I know it!\Wait a minute!!\I told you this is Ore-Sama's theme song...\Chiaki-Sama, all percussions in this world are mine!\OK\Alright! Let's begin!! response:	Amazing, Masumi-chan!
context: Chijou No Hoshi (The Stars Above The Earth)\This song again, I know it!\Wait a minute!!\I told you this is Ore-Sama's theme song...\Chiaki-Sama, all percussions in this world are mine!\OK\Alright! Let's begin!!\Amazing, Masumi-chan! response:	Today, please listen, Chiaki-Sama!
context: This song again, I know it!\Wait a minute!!\I told you this is Ore-Sama's theme song...\Chiaki-Sama, all percussions in this world are mine!\OK\Alright! Let's begin!!\Amazing, Masumi-chan!\Today, please listen, Chiaki-Sama! response:	My feeling for these four years!
context: Wait a minute!!\I told you this is Ore-Sama's theme song...\Chiaki-Sama, all percussions in this world are mine!\OK\Alright! Let's begin!!\Amazing, Masumi-chan!\Today, please listen, Chiaki-Sama!\My feeling for these four years! response:	This...
context: I told you this is Ore-Sama's theme song...\Chiaki-Sama, all percussions in this world are mine!\OK\Alright! Let's begin!!\Amazing, Masumi-chan!\Today, please listen, Chiaki-Sama!\My feeling for these four years!\This... response:	this...
context: Chiaki-Sama, all percussions in this world are mine!\OK\Alright! Let's begin!!\Amazing, Masumi-chan!\Today, please listen, Chiaki-Sama!\My feeling for these four years!\This...\this... response:	Masumi-chan! Masumi-chan!!
context: OK\Alright! Let's begin!!\Amazing, Masumi-chan!\Today, please listen, Chiaki-Sama!\My feeling for these four years!\This...\this...\Masumi-chan! Masumi-chan!! response:	With this I'm not in S-Oke anymore, and graduate from Chiaki-Sama as well!
context: Alright! Let's begin!!\Amazing, Masumi-chan!\Today, please listen, Chiaki-Sama!\My feeling for these four years!\This...\this...\Masumi-chan! Masumi-chan!!\With this I'm not in S-Oke anymore, and graduate from Chiaki-Sama as well! response:	am going to make a new Oke.
context: Amazing, Masumi-chan!\Today, please listen, Chiaki-Sama!\My feeling for these four years!\This...\this...\Masumi-chan! Masumi-chan!!\With this I'm not in S-Oke anymore, and graduate from Chiaki-Sama as well!\am going to make a new Oke. response:	Though it's not quite right to ask a person who's aspiring to be a professional...
context: Today, please listen, Chiaki-Sama!\My feeling for these four years!\This...\this...\Masumi-chan! Masumi-chan!!\With this I'm not in S-Oke anymore, and graduate from Chiaki-Sama as well!\am going to make a new Oke.\Though it's not quite right to ask a person who's aspiring to be a professional... response:	it's OK to do it only whenever you can afford the time...
context: My feeling for these four years!\This...\this...\Masumi-chan! Masumi-chan!!\With this I'm not in S-Oke anymore, and graduate from Chiaki-Sama as well!\am going to make a new Oke.\Though it's not quite right to ask a person who's aspiring to be a professional...\it's OK to do it only whenever you can afford the time... response:	would you be our timpanist,
context: This...\this...\Masumi-chan! Masumi-chan!!\With this I'm not in S-Oke anymore, and graduate from Chiaki-Sama as well!\am going to make a new Oke.\Though it's not quite right to ask a person who's aspiring to be a professional...\it's OK to do it only whenever you can afford the time...\would you be our timpanist, response:	Masumi?
context: this...\Masumi-chan! Masumi-chan!!\With this I'm not in S-Oke anymore, and graduate from Chiaki-Sama as well!\am going to make a new Oke.\Though it's not quite right to ask a person who's aspiring to be a professional...\it's OK to do it only whenever you can afford the time...\would you be our timpanist,\Masumi? response:	HAI!!!
