context: Gather round! response:	Our first game today is with Nekoma.
context: but once we started playing our matches, I felt like we understood each other.\It wasn't that he was the first friend I'd made. He was a partner.\Well, see you later.\Yeah...\What?\They got into a fight?\There's been tension between them ever since the training camp.\I wonder if they're gonna be okay, considering the spring tournament's coming up. response:	But this isn't the first time they've ever fought, is it?
context: It wasn't that he was the first friend I'd made. He was a partner.\Well, see you later.\Yeah...\What?\They got into a fight?\There's been tension between them ever since the training camp.\I wonder if they're gonna be okay, considering the spring tournament's coming up.\But this isn't the first time they've ever fought, is it? response:	Come to think of it,
context: Well, see you later.\Yeah...\What?\They got into a fight?\There's been tension between them ever since the training camp.\I wonder if they're gonna be okay, considering the spring tournament's coming up.\But this isn't the first time they've ever fought, is it?\Come to think of it, response:	they were fighting even before they turned in their membership applications.
context: Yeah...\What?\They got into a fight?\There's been tension between them ever since the training camp.\I wonder if they're gonna be okay, considering the spring tournament's coming up.\But this isn't the first time they've ever fought, is it?\Come to think of it,\they were fighting even before they turned in their membership applications. response:	What? Seriously?
context: What?\They got into a fight?\There's been tension between them ever since the training camp.\I wonder if they're gonna be okay, considering the spring tournament's coming up.\But this isn't the first time they've ever fought, is it?\Come to think of it,\they were fighting even before they turned in their membership applications.\What? Seriously? response:	The first day, they blew off the Vice Principal's toupee,
context: They got into a fight?\There's been tension between them ever since the training camp.\I wonder if they're gonna be okay, considering the spring tournament's coming up.\But this isn't the first time they've ever fought, is it?\Come to think of it,\they were fighting even before they turned in their membership applications.\What? Seriously?\The first day, they blew off the Vice Principal's toupee, response:	and they even got shut out of the gym by Daichi.
context: There's been tension between them ever since the training camp.\I wonder if they're gonna be okay, considering the spring tournament's coming up.\But this isn't the first time they've ever fought, is it?\Come to think of it,\they were fighting even before they turned in their membership applications.\What? Seriously?\The first day, they blew off the Vice Principal's toupee,\and they even got shut out of the gym by Daichi. response:	It was ridiculous.
context: I wonder if they're gonna be okay, considering the spring tournament's coming up.\But this isn't the first time they've ever fought, is it?\Come to think of it,\they were fighting even before they turned in their membership applications.\What? Seriously?\The first day, they blew off the Vice Principal's toupee,\and they even got shut out of the gym by Daichi.\It was ridiculous. response:	Well, that also means they've gotten over those things, too...
context: But this isn't the first time they've ever fought, is it?\Come to think of it,\they were fighting even before they turned in their membership applications.\What? Seriously?\The first day, they blew off the Vice Principal's toupee,\and they even got shut out of the gym by Daichi.\It was ridiculous.\Well, that also means they've gotten over those things, too... response:	Right? So I think
context: Come to think of it,\they were fighting even before they turned in their membership applications.\What? Seriously?\The first day, they blew off the Vice Principal's toupee,\and they even got shut out of the gym by Daichi.\It was ridiculous.\Well, that also means they've gotten over those things, too...\Right? So I think response:	we should just believe in them and wait.
context: they were fighting even before they turned in their membership applications.\What? Seriously?\The first day, they blew off the Vice Principal's toupee,\and they even got shut out of the gym by Daichi.\It was ridiculous.\Well, that also means they've gotten over those things, too...\Right? So I think\we should just believe in them and wait. response:	Sakanoshita Shop
context: What? Seriously?\The first day, they blew off the Vice Principal's toupee,\and they even got shut out of the gym by Daichi.\It was ridiculous.\Well, that also means they've gotten over those things, too...\Right? So I think\we should just believe in them and wait.\Sakanoshita Shop response:	Thank ya.
context: The first day, they blew off the Vice Principal's toupee,\and they even got shut out of the gym by Daichi.\It was ridiculous.\Well, that also means they've gotten over those things, too...\Right? So I think\we should just believe in them and wait.\Sakanoshita Shop\Thank ya. response:	Considering he was never able to see it,
context: and they even got shut out of the gym by Daichi.\It was ridiculous.\Well, that also means they've gotten over those things, too...\Right? So I think\we should just believe in them and wait.\Sakanoshita Shop\Thank ya.\Considering he was never able to see it, response:	it's pretty much impossible for him to power it up even more.
context: It was ridiculous.\Well, that also means they've gotten over those things, too...\Right? So I think\we should just believe in them and wait.\Sakanoshita Shop\Thank ya.\Considering he was never able to see it,\it's pretty much impossible for him to power it up even more. response:	I could see the other side.
context: Well, that also means they've gotten over those things, too...\Right? So I think\we should just believe in them and wait.\Sakanoshita Shop\Thank ya.\Considering he was never able to see it,\it's pretty much impossible for him to power it up even more.\I could see the other side. response:	I could see the scenery from the very top.
context: Right? So I think\we should just believe in them and wait.\Sakanoshita Shop\Thank ya.\Considering he was never able to see it,\it's pretty much impossible for him to power it up even more.\I could see the other side.\I could see the scenery from the very top. response:	Those eyes...
context: we should just believe in them and wait.\Sakanoshita Shop\Thank ya.\Considering he was never able to see it,\it's pretty much impossible for him to power it up even more.\I could see the other side.\I could see the scenery from the very top.\Those eyes... response:	The moment you're at the highest point of a jump
context: Sakanoshita Shop\Thank ya.\Considering he was never able to see it,\it's pretty much impossible for him to power it up even more.\I could see the other side.\I could see the scenery from the very top.\Those eyes...\The moment you're at the highest point of a jump response:	is a mere moment.
context: Thank ya.\Considering he was never able to see it,\it's pretty much impossible for him to power it up even more.\I could see the other side.\I could see the scenery from the very top.\Those eyes...\The moment you're at the highest point of a jump\is a mere moment. response:	Even if you're able to see the block,
context: Considering he was never able to see it,\it's pretty much impossible for him to power it up even more.\I could see the other side.\I could see the scenery from the very top.\Those eyes...\The moment you're at the highest point of a jump\is a mere moment.\Even if you're able to see the block, response:	it shouldn't be anything more than a blur.
context: it's pretty much impossible for him to power it up even more.\I could see the other side.\I could see the scenery from the very top.\Those eyes...\The moment you're at the highest point of a jump\is a mere moment.\Even if you're able to see the block,\it shouldn't be anything more than a blur. response:	But every once in a while,
context: I could see the other side.\I could see the scenery from the very top.\Those eyes...\The moment you're at the highest point of a jump\is a mere moment.\Even if you're able to see the block,\it shouldn't be anything more than a blur.\But every once in a while, response:	I've heard that there are moments
context: I could see the scenery from the very top.\Those eyes...\The moment you're at the highest point of a jump\is a mere moment.\Even if you're able to see the block,\it shouldn't be anything more than a blur.\But every once in a while,\I've heard that there are moments response:	where spikers can clearly see the blockers' fingers, and even beyond that.
context: Those eyes...\The moment you're at the highest point of a jump\is a mere moment.\Even if you're able to see the block,\it shouldn't be anything more than a blur.\But every once in a while,\I've heard that there are moments\where spikers can clearly see the blockers' fingers, and even beyond that. response:	Can Hinata actually see that?
context: The moment you're at the highest point of a jump\is a mere moment.\Even if you're able to see the block,\it shouldn't be anything more than a blur.\But every once in a while,\I've heard that there are moments\where spikers can clearly see the blockers' fingers, and even beyond that.\Can Hinata actually see that? response:	A quick attack that comes from a spectacular set up...
context: is a mere moment.\Even if you're able to see the block,\it shouldn't be anything more than a blur.\But every once in a while,\I've heard that there are moments\where spikers can clearly see the blockers' fingers, and even beyond that.\Can Hinata actually see that?\A quick attack that comes from a spectacular set up... response:	If Hinata could hit that at will while in mid-air...
context: Even if you're able to see the block,\it shouldn't be anything more than a blur.\But every once in a while,\I've heard that there are moments\where spikers can clearly see the blockers' fingers, and even beyond that.\Can Hinata actually see that?\A quick attack that comes from a spectacular set up...\If Hinata could hit that at will while in mid-air... response:	No, no, no... There's no way!
context: it shouldn't be anything more than a blur.\But every once in a while,\I've heard that there are moments\where spikers can clearly see the blockers' fingers, and even beyond that.\Can Hinata actually see that?\A quick attack that comes from a spectacular set up...\If Hinata could hit that at will while in mid-air...\No, no, no... There's no way! response:	It's just an empty theory.
context: But every once in a while,\I've heard that there are moments\where spikers can clearly see the blockers' fingers, and even beyond that.\Can Hinata actually see that?\A quick attack that comes from a spectacular set up...\If Hinata could hit that at will while in mid-air...\No, no, no... There's no way!\It's just an empty theory. response:	But maybe...
context: I've heard that there are moments\where spikers can clearly see the blockers' fingers, and even beyond that.\Can Hinata actually see that?\A quick attack that comes from a spectacular set up...\If Hinata could hit that at will while in mid-air...\No, no, no... There's no way!\It's just an empty theory.\But maybe... response:	If he could actually do it,
context: where spikers can clearly see the blockers' fingers, and even beyond that.\Can Hinata actually see that?\A quick attack that comes from a spectacular set up...\If Hinata could hit that at will while in mid-air...\No, no, no... There's no way!\It's just an empty theory.\But maybe...\If he could actually do it, response:	that duo would become even greater champions
context: Can Hinata actually see that?\A quick attack that comes from a spectacular set up...\If Hinata could hit that at will while in mid-air...\No, no, no... There's no way!\It's just an empty theory.\But maybe...\If he could actually do it,\that duo would become even greater champions response:	of mid-air battle than the Little Giant.
context: A quick attack that comes from a spectacular set up...\If Hinata could hit that at will while in mid-air...\No, no, no... There's no way!\It's just an empty theory.\But maybe...\If he could actually do it,\that duo would become even greater champions\of mid-air battle than the Little Giant. response:	Oh, it's you, Hinata.
context: If Hinata could hit that at will while in mid-air...\No, no, no... There's no way!\It's just an empty theory.\But maybe...\If he could actually do it,\that duo would become even greater champions\of mid-air battle than the Little Giant.\Oh, it's you, Hinata. response:	Coach, exactly how am I supposed to practice?
context: No, no, no... There's no way!\It's just an empty theory.\But maybe...\If he could actually do it,\that duo would become even greater champions\of mid-air battle than the Little Giant.\Oh, it's you, Hinata.\Coach, exactly how am I supposed to practice? response:	Hinata and Kageyama are fighting, huh?
context: It's just an empty theory.\But maybe...\If he could actually do it,\that duo would become even greater champions\of mid-air battle than the Little Giant.\Oh, it's you, Hinata.\Coach, exactly how am I supposed to practice?\Hinata and Kageyama are fighting, huh? response:	You can totally feel their youth.
context: But maybe...\If he could actually do it,\that duo would become even greater champions\of mid-air battle than the Little Giant.\Oh, it's you, Hinata.\Coach, exactly how am I supposed to practice?\Hinata and Kageyama are fighting, huh?\You can totally feel their youth. response:	Yeah, I can't say I really feel any youth from you, Asahi.
context: If he could actually do it,\that duo would become even greater champions\of mid-air battle than the Little Giant.\Oh, it's you, Hinata.\Coach, exactly how am I supposed to practice?\Hinata and Kageyama are fighting, huh?\You can totally feel their youth.\Yeah, I can't say I really feel any youth from you, Asahi. response:	Huh? Then what do I feel like?
context: that duo would become even greater champions\of mid-air battle than the Little Giant.\Oh, it's you, Hinata.\Coach, exactly how am I supposed to practice?\Hinata and Kageyama are fighting, huh?\You can totally feel their youth.\Yeah, I can't say I really feel any youth from you, Asahi.\Huh? Then what do I feel like? response:	On the outside, your youth is over, Asahi.
context: of mid-air battle than the Little Giant.\Oh, it's you, Hinata.\Coach, exactly how am I supposed to practice?\Hinata and Kageyama are fighting, huh?\You can totally feel their youth.\Yeah, I can't say I really feel any youth from you, Asahi.\Huh? Then what do I feel like?\On the outside, your youth is over, Asahi. response:	Episode 06: Tempo
context: Oh, it's you, Hinata.\Coach, exactly how am I supposed to practice?\Hinata and Kageyama are fighting, huh?\You can totally feel their youth.\Yeah, I can't say I really feel any youth from you, Asahi.\Huh? Then what do I feel like?\On the outside, your youth is over, Asahi.\Episode 06: Tempo response:	That's so mean!
context: Coach, exactly how am I supposed to practice?\Hinata and Kageyama are fighting, huh?\You can totally feel their youth.\Yeah, I can't say I really feel any youth from you, Asahi.\Huh? Then what do I feel like?\On the outside, your youth is over, Asahi.\Episode 06: Tempo\That's so mean! response:	Next time on Haikyu!! Tempo.
