context: Ye Hua. response:	Ye Hua?
context: It's also for the sake of my child.\All right.\I will agree to it.\Thank you, Heavenly Lord.\I will have her eyes taken out today.\The Medicine King will have those eyes implanted into Su Jin.\Head over to Jade Manor.\Be prepared to take on the lightning torment. response:	Lord Pu Hua is righteous and just.
context: All right.\I will agree to it.\Thank you, Heavenly Lord.\I will have her eyes taken out today.\The Medicine King will have those eyes implanted into Su Jin.\Head over to Jade Manor.\Be prepared to take on the lightning torment.\Lord Pu Hua is righteous and just. response:	He won't be lenient just because you're the Crown Prince.
context: I will agree to it.\Thank you, Heavenly Lord.\I will have her eyes taken out today.\The Medicine King will have those eyes implanted into Su Jin.\Head over to Jade Manor.\Be prepared to take on the lightning torment.\Lord Pu Hua is righteous and just.\He won't be lenient just because you're the Crown Prince. response:	Bear this in mind.
context: Thank you, Heavenly Lord.\I will have her eyes taken out today.\The Medicine King will have those eyes implanted into Su Jin.\Head over to Jade Manor.\Be prepared to take on the lightning torment.\Lord Pu Hua is righteous and just.\He won't be lenient just because you're the Crown Prince.\Bear this in mind. response:	Three years...
context: I will have her eyes taken out today.\The Medicine King will have those eyes implanted into Su Jin.\Head over to Jade Manor.\Be prepared to take on the lightning torment.\Lord Pu Hua is righteous and just.\He won't be lenient just because you're the Crown Prince.\Bear this in mind.\Three years... response:	Not even one day less.
context: The Medicine King will have those eyes implanted into Su Jin.\Head over to Jade Manor.\Be prepared to take on the lightning torment.\Lord Pu Hua is righteous and just.\He won't be lenient just because you're the Crown Prince.\Bear this in mind.\Three years...\Not even one day less. response:	I understand.
context: Head over to Jade Manor.\Be prepared to take on the lightning torment.\Lord Pu Hua is righteous and just.\He won't be lenient just because you're the Crown Prince.\Bear this in mind.\Three years...\Not even one day less.\I understand. response:	I still have one last favor to ask of the Heavenly Lord.
context: Be prepared to take on the lightning torment.\Lord Pu Hua is righteous and just.\He won't be lenient just because you're the Crown Prince.\Bear this in mind.\Three years...\Not even one day less.\I understand.\I still have one last favor to ask of the Heavenly Lord. response:	Please allow me to remove Su Su eyes personally.
context: Lord Pu Hua is righteous and just.\He won't be lenient just because you're the Crown Prince.\Bear this in mind.\Three years...\Not even one day less.\I understand.\I still have one last favor to ask of the Heavenly Lord.\Please allow me to remove Su Su eyes personally. response:	What?
context: He won't be lenient just because you're the Crown Prince.\Bear this in mind.\Three years...\Not even one day less.\I understand.\I still have one last favor to ask of the Heavenly Lord.\Please allow me to remove Su Su eyes personally.\What? response:	You want to do it?
context: Bear this in mind.\Three years...\Not even one day less.\I understand.\I still have one last favor to ask of the Heavenly Lord.\Please allow me to remove Su Su eyes personally.\What?\You want to do it? response:	Since you insist on doing it...
context: Three years...\Not even one day less.\I understand.\I still have one last favor to ask of the Heavenly Lord.\Please allow me to remove Su Su eyes personally.\What?\You want to do it?\Since you insist on doing it... response:	I will allow it.
context: Not even one day less.\I understand.\I still have one last favor to ask of the Heavenly Lord.\Please allow me to remove Su Su eyes personally.\What?\You want to do it?\Since you insist on doing it...\I will allow it. response:	I'll abide by your decree.
context: I understand.\I still have one last favor to ask of the Heavenly Lord.\Please allow me to remove Su Su eyes personally.\What?\You want to do it?\Since you insist on doing it...\I will allow it.\I'll abide by your decree. response:	Is my mistress all right?
context: I still have one last favor to ask of the Heavenly Lord.\Please allow me to remove Su Su eyes personally.\What?\You want to do it?\Since you insist on doing it...\I will allow it.\I'll abide by your decree.\Is my mistress all right? response:	She is fine.
context: Please allow me to remove Su Su eyes personally.\What?\You want to do it?\Since you insist on doing it...\I will allow it.\I'll abide by your decree.\Is my mistress all right?\She is fine. response:	Fortunately, the little prince is fine.
context: What?\You want to do it?\Since you insist on doing it...\I will allow it.\I'll abide by your decree.\Is my mistress all right?\She is fine.\Fortunately, the little prince is fine. response:	Lady Su Su is also doing well.
context: You want to do it?\Since you insist on doing it...\I will allow it.\I'll abide by your decree.\Is my mistress all right?\She is fine.\Fortunately, the little prince is fine.\Lady Su Su is also doing well. response:	That's good.
context: Since you insist on doing it...\I will allow it.\I'll abide by your decree.\Is my mistress all right?\She is fine.\Fortunately, the little prince is fine.\Lady Su Su is also doing well.\That's good. response:	Ye Hua.
context: I will allow it.\I'll abide by your decree.\Is my mistress all right?\She is fine.\Fortunately, the little prince is fine.\Lady Su Su is also doing well.\That's good.\Ye Hua. response:	- Greetings, Crown Prince. - Ye Hua.
context: I'll abide by your decree.\Is my mistress all right?\She is fine.\Fortunately, the little prince is fine.\Lady Su Su is also doing well.\That's good.\Ye Hua.\- Greetings, Crown Prince. - Ye Hua. response:	Believe me.
context: Is my mistress all right?\She is fine.\Fortunately, the little prince is fine.\Lady Su Su is also doing well.\That's good.\Ye Hua.\- Greetings, Crown Prince. - Ye Hua.\Believe me. response:	Step out.
context: She is fine.\Fortunately, the little prince is fine.\Lady Su Su is also doing well.\That's good.\Ye Hua.\- Greetings, Crown Prince. - Ye Hua.\Believe me.\Step out. response:	Yes.
context: Fortunately, the little prince is fine.\Lady Su Su is also doing well.\That's good.\Ye Hua.\- Greetings, Crown Prince. - Ye Hua.\Believe me.\Step out.\Yes. response:	Ye Hua, you do believe me, don't you?
context: Lady Su Su is also doing well.\That's good.\Ye Hua.\- Greetings, Crown Prince. - Ye Hua.\Believe me.\Step out.\Yes.\Ye Hua, you do believe me, don't you? response:	You know that I didn't push her.
context: That's good.\Ye Hua.\- Greetings, Crown Prince. - Ye Hua.\Believe me.\Step out.\Yes.\Ye Hua, you do believe me, don't you?\You know that I didn't push her. response:	I would never push her.
context: Ye Hua.\- Greetings, Crown Prince. - Ye Hua.\Believe me.\Step out.\Yes.\Ye Hua, you do believe me, don't you?\You know that I didn't push her.\I would never push her. response:	You believe me. That's why you've come to see me.
context: - Greetings, Crown Prince. - Ye Hua.\Believe me.\Step out.\Yes.\Ye Hua, you do believe me, don't you?\You know that I didn't push her.\I would never push her.\You believe me. That's why you've come to see me. response:	Am I right?
context: Believe me.\Step out.\Yes.\Ye Hua, you do believe me, don't you?\You know that I didn't push her.\I would never push her.\You believe me. That's why you've come to see me.\Am I right? response:	I believe you.
context: Step out.\Yes.\Ye Hua, you do believe me, don't you?\You know that I didn't push her.\I would never push her.\You believe me. That's why you've come to see me.\Am I right?\I believe you. response:	You didn't push her.
context: Yes.\Ye Hua, you do believe me, don't you?\You know that I didn't push her.\I would never push her.\You believe me. That's why you've come to see me.\Am I right?\I believe you.\You didn't push her. response:	She jumped down by herself.
context: Ye Hua, you do believe me, don't you?\You know that I didn't push her.\I would never push her.\You believe me. That's why you've come to see me.\Am I right?\I believe you.\You didn't push her.\She jumped down by herself. response:	However, Su Jin's eyes were burned and she's now blind.
context: You know that I didn't push her.\I would never push her.\You believe me. That's why you've come to see me.\Am I right?\I believe you.\You didn't push her.\She jumped down by herself.\However, Su Jin's eyes were burned and she's now blind. response:	The only way to spare you from death...
context: I would never push her.\You believe me. That's why you've come to see me.\Am I right?\I believe you.\You didn't push her.\She jumped down by herself.\However, Su Jin's eyes were burned and she's now blind.\The only way to spare you from death... response:	Is to take your eyes out to replace hers.
context: You believe me. That's why you've come to see me.\Am I right?\I believe you.\You didn't push her.\She jumped down by herself.\However, Su Jin's eyes were burned and she's now blind.\The only way to spare you from death...\Is to take your eyes out to replace hers. response:	Only then will the Heavenly Lord be appeased.
context: Am I right?\I believe you.\You didn't push her.\She jumped down by herself.\However, Su Jin's eyes were burned and she's now blind.\The only way to spare you from death...\Is to take your eyes out to replace hers.\Only then will the Heavenly Lord be appeased. response:	Why?
context: I believe you.\You didn't push her.\She jumped down by herself.\However, Su Jin's eyes were burned and she's now blind.\The only way to spare you from death...\Is to take your eyes out to replace hers.\Only then will the Heavenly Lord be appeased.\Why? response:	Why?
context: You didn't push her.\She jumped down by herself.\However, Su Jin's eyes were burned and she's now blind.\The only way to spare you from death...\Is to take your eyes out to replace hers.\Only then will the Heavenly Lord be appeased.\Why?\Why? response:	Why would you say such words?
context: She jumped down by herself.\However, Su Jin's eyes were burned and she's now blind.\The only way to spare you from death...\Is to take your eyes out to replace hers.\Only then will the Heavenly Lord be appeased.\Why?\Why?\Why would you say such words? response:	Don't you believe me, Ye Hua?
context: However, Su Jin's eyes were burned and she's now blind.\The only way to spare you from death...\Is to take your eyes out to replace hers.\Only then will the Heavenly Lord be appeased.\Why?\Why?\Why would you say such words?\Don't you believe me, Ye Hua? response:	Why?
context: The only way to spare you from death...\Is to take your eyes out to replace hers.\Only then will the Heavenly Lord be appeased.\Why?\Why?\Why would you say such words?\Don't you believe me, Ye Hua?\Why? response:	Don't come near me!
context: Is to take your eyes out to replace hers.\Only then will the Heavenly Lord be appeased.\Why?\Why?\Why would you say such words?\Don't you believe me, Ye Hua?\Why?\Don't come near me! response:	Su Su...
context: Only then will the Heavenly Lord be appeased.\Why?\Why?\Why would you say such words?\Don't you believe me, Ye Hua?\Why?\Don't come near me!\Su Su... response:	This is all my fault.
context: Why?\Why?\Why would you say such words?\Don't you believe me, Ye Hua?\Why?\Don't come near me!\Su Su...\This is all my fault. response:	I didn't push her!
context: Why?\Why would you say such words?\Don't you believe me, Ye Hua?\Why?\Don't come near me!\Su Su...\This is all my fault.\I didn't push her! response:	It's my fault.
context: Why would you say such words?\Don't you believe me, Ye Hua?\Why?\Don't come near me!\Su Su...\This is all my fault.\I didn't push her!\It's my fault. response:	I can't protect you...
context: Don't you believe me, Ye Hua?\Why?\Don't come near me!\Su Su...\This is all my fault.\I didn't push her!\It's my fault.\I can't protect you... response:	Su Su...
context: Why?\Don't come near me!\Su Su...\This is all my fault.\I didn't push her!\It's my fault.\I can't protect you...\Su Su... response:	I didn't...
context: Don't come near me!\Su Su...\This is all my fault.\I didn't push her!\It's my fault.\I can't protect you...\Su Su...\I didn't... response:	Su Su...
context: Su Su...\This is all my fault.\I didn't push her!\It's my fault.\I can't protect you...\Su Su...\I didn't...\Su Su... response:	I will marry you.
context: This is all my fault.\I didn't push her!\It's my fault.\I can't protect you...\Su Su...\I didn't...\Su Su...\I will marry you. response:	From now on, I will be your eyes.
context: I didn't push her!\It's my fault.\I can't protect you...\Su Su...\I didn't...\Su Su...\I will marry you.\From now on, I will be your eyes. response:	Ye Hua, don't do this.
context: It's my fault.\I can't protect you...\Su Su...\I didn't...\Su Su...\I will marry you.\From now on, I will be your eyes.\Ye Hua, don't do this. response:	Ye Hua, don't do this to me...
context: I can't protect you...\Su Su...\I didn't...\Su Su...\I will marry you.\From now on, I will be your eyes.\Ye Hua, don't do this.\Ye Hua, don't do this to me... response:	Don't...
context: Su Su...\I didn't...\Su Su...\I will marry you.\From now on, I will be your eyes.\Ye Hua, don't do this.\Ye Hua, don't do this to me...\Don't... response:	Don't...
context: I didn't...\Su Su...\I will marry you.\From now on, I will be your eyes.\Ye Hua, don't do this.\Ye Hua, don't do this to me...\Don't...\Don't... response:	Don't do this, Ye Hua...
context: Su Su...\I will marry you.\From now on, I will be your eyes.\Ye Hua, don't do this.\Ye Hua, don't do this to me...\Don't...\Don't...\Don't do this, Ye Hua... response:	Don't...
context: I will marry you.\From now on, I will be your eyes.\Ye Hua, don't do this.\Ye Hua, don't do this to me...\Don't...\Don't...\Don't do this, Ye Hua...\Don't... response:	My eyes...
context: From now on, I will be your eyes.\Ye Hua, don't do this.\Ye Hua, don't do this to me...\Don't...\Don't...\Don't do this, Ye Hua...\Don't...\My eyes... response:	My eyes!
context: Ye Hua, don't do this.\Ye Hua, don't do this to me...\Don't...\Don't...\Don't do this, Ye Hua...\Don't...\My eyes...\My eyes! response:	My eyes!
context: Ye Hua, don't do this to me...\Don't...\Don't...\Don't do this, Ye Hua...\Don't...\My eyes...\My eyes!\My eyes! response:	My eyes... My eyes...
context: Don't...\Don't...\Don't do this, Ye Hua...\Don't...\My eyes...\My eyes!\My eyes!\My eyes... My eyes... response:	Lady Su Su!
context: Don't...\Don't do this, Ye Hua...\Don't...\My eyes...\My eyes!\My eyes!\My eyes... My eyes...\Lady Su Su! response:	The Medicine King said that you mustn't get too agitated!
context: Don't do this, Ye Hua...\Don't...\My eyes...\My eyes!\My eyes!\My eyes... My eyes...\Lady Su Su!\The Medicine King said that you mustn't get too agitated! response:	As long... As long as you recuperate for some time
context: Don't...\My eyes...\My eyes!\My eyes!\My eyes... My eyes...\Lady Su Su!\The Medicine King said that you mustn't get too agitated!\As long... As long as you recuperate for some time response:	you will get better.
context: My eyes...\My eyes!\My eyes!\My eyes... My eyes...\Lady Su Su!\The Medicine King said that you mustn't get too agitated!\As long... As long as you recuperate for some time\you will get better. response:	I will get better?
context: My eyes!\My eyes!\My eyes... My eyes...\Lady Su Su!\The Medicine King said that you mustn't get too agitated!\As long... As long as you recuperate for some time\you will get better.\I will get better? response:	Will I get better?
context: My eyes!\My eyes... My eyes...\Lady Su Su!\The Medicine King said that you mustn't get too agitated!\As long... As long as you recuperate for some time\you will get better.\I will get better?\Will I get better? response:	Tell me.
context: My eyes... My eyes...\Lady Su Su!\The Medicine King said that you mustn't get too agitated!\As long... As long as you recuperate for some time\you will get better.\I will get better?\Will I get better?\Tell me. response:	What can I do to get better?
context: Lady Su Su!\The Medicine King said that you mustn't get too agitated!\As long... As long as you recuperate for some time\you will get better.\I will get better?\Will I get better?\Tell me.\What can I do to get better? response:	My eyes are gone...
context: The Medicine King said that you mustn't get too agitated!\As long... As long as you recuperate for some time\you will get better.\I will get better?\Will I get better?\Tell me.\What can I do to get better?\My eyes are gone... response:	How will I get better?
context: As long... As long as you recuperate for some time\you will get better.\I will get better?\Will I get better?\Tell me.\What can I do to get better?\My eyes are gone...\How will I get better? response:	I've lost my eyes...
context: you will get better.\I will get better?\Will I get better?\Tell me.\What can I do to get better?\My eyes are gone...\How will I get better?\I've lost my eyes... response:	Crown Prince!
context: I will get better?\Will I get better?\Tell me.\What can I do to get better?\My eyes are gone...\How will I get better?\I've lost my eyes...\Crown Prince! response:	Crown Prince.
context: Will I get better?\Tell me.\What can I do to get better?\My eyes are gone...\How will I get better?\I've lost my eyes...\Crown Prince!\Crown Prince. response:	I am here to receive the lightning torment.
context: Tell me.\What can I do to get better?\My eyes are gone...\How will I get better?\I've lost my eyes...\Crown Prince!\Crown Prince.\I am here to receive the lightning torment. response:	Sure.
context: What can I do to get better?\My eyes are gone...\How will I get better?\I've lost my eyes...\Crown Prince!\Crown Prince.\I am here to receive the lightning torment.\Sure. response:	Three years in total.
context: My eyes are gone...\How will I get better?\I've lost my eyes...\Crown Prince!\Crown Prince.\I am here to receive the lightning torment.\Sure.\Three years in total. response:	49 lightning strikes each day.
context: How will I get better?\I've lost my eyes...\Crown Prince!\Crown Prince.\I am here to receive the lightning torment.\Sure.\Three years in total.\49 lightning strikes each day. response:	Not one fewer.
context: I've lost my eyes...\Crown Prince!\Crown Prince.\I am here to receive the lightning torment.\Sure.\Three years in total.\49 lightning strikes each day.\Not one fewer. response:	The lightning won't harm you.
context: Crown Prince!\Crown Prince.\I am here to receive the lightning torment.\Sure.\Three years in total.\49 lightning strikes each day.\Not one fewer.\The lightning won't harm you. response:	However, every strike of lightning upon your body
context: Crown Prince.\I am here to receive the lightning torment.\Sure.\Three years in total.\49 lightning strikes each day.\Not one fewer.\The lightning won't harm you.\However, every strike of lightning upon your body response:	will hurt as if your soul is being torn apart.
context: I am here to receive the lightning torment.\Sure.\Three years in total.\49 lightning strikes each day.\Not one fewer.\The lightning won't harm you.\However, every strike of lightning upon your body\will hurt as if your soul is being torn apart. response:	Many deities passed out from such pain right here.
context: Sure.\Three years in total.\49 lightning strikes each day.\Not one fewer.\The lightning won't harm you.\However, every strike of lightning upon your body\will hurt as if your soul is being torn apart.\Many deities passed out from such pain right here. response:	Your Highness.
context: Three years in total.\49 lightning strikes each day.\Not one fewer.\The lightning won't harm you.\However, every strike of lightning upon your body\will hurt as if your soul is being torn apart.\Many deities passed out from such pain right here.\Your Highness. response:	Would you like the others to leave?
context: 49 lightning strikes each day.\Not one fewer.\The lightning won't harm you.\However, every strike of lightning upon your body\will hurt as if your soul is being torn apart.\Many deities passed out from such pain right here.\Your Highness.\Would you like the others to leave? response:	That's not necessary.
context: Not one fewer.\The lightning won't harm you.\However, every strike of lightning upon your body\will hurt as if your soul is being torn apart.\Many deities passed out from such pain right here.\Your Highness.\Would you like the others to leave?\That's not necessary. response:	All right.
context: The lightning won't harm you.\However, every strike of lightning upon your body\will hurt as if your soul is being torn apart.\Many deities passed out from such pain right here.\Your Highness.\Would you like the others to leave?\That's not necessary.\All right. response:	Crown Prince.
context: However, every strike of lightning upon your body\will hurt as if your soul is being torn apart.\Many deities passed out from such pain right here.\Your Highness.\Would you like the others to leave?\That's not necessary.\All right.\Crown Prince. response:	Please get on the platform.
context: will hurt as if your soul is being torn apart.\Many deities passed out from such pain right here.\Your Highness.\Would you like the others to leave?\That's not necessary.\All right.\Crown Prince.\Please get on the platform. response:	Crown Prince.
context: Many deities passed out from such pain right here.\Your Highness.\Would you like the others to leave?\That's not necessary.\All right.\Crown Prince.\Please get on the platform.\Crown Prince. response:	My apologies.
context: Your Highness.\Would you like the others to leave?\That's not necessary.\All right.\Crown Prince.\Please get on the platform.\Crown Prince.\My apologies. response:	It wasn't me! She jumped off!
context: Would you like the others to leave?\That's not necessary.\All right.\Crown Prince.\Please get on the platform.\Crown Prince.\My apologies.\It wasn't me! She jumped off! response:	It had nothing to do with me!
context: That's not necessary.\All right.\Crown Prince.\Please get on the platform.\Crown Prince.\My apologies.\It wasn't me! She jumped off!\It had nothing to do with me! response:	Why don't you believe me?
context: All right.\Crown Prince.\Please get on the platform.\Crown Prince.\My apologies.\It wasn't me! She jumped off!\It had nothing to do with me!\Why don't you believe me? response:	I didn't do it!
context: Crown Prince.\Please get on the platform.\Crown Prince.\My apologies.\It wasn't me! She jumped off!\It had nothing to do with me!\Why don't you believe me?\I didn't do it! response:	Why am I the one to pay the price for it?
context: Please get on the platform.\Crown Prince.\My apologies.\It wasn't me! She jumped off!\It had nothing to do with me!\Why don't you believe me?\I didn't do it!\Why am I the one to pay the price for it? response:	Step out.
context: Crown Prince.\My apologies.\It wasn't me! She jumped off!\It had nothing to do with me!\Why don't you believe me?\I didn't do it!\Why am I the one to pay the price for it?\Step out. response:	Yes.
context: My apologies.\It wasn't me! She jumped off!\It had nothing to do with me!\Why don't you believe me?\I didn't do it!\Why am I the one to pay the price for it?\Step out.\Yes. response:	Uncle Lian Song.
context: It wasn't me! She jumped off!\It had nothing to do with me!\Why don't you believe me?\I didn't do it!\Why am I the one to pay the price for it?\Step out.\Yes.\Uncle Lian Song. response:	Do you think that I'm qualified to be given
context: It had nothing to do with me!\Why don't you believe me?\I didn't do it!\Why am I the one to pay the price for it?\Step out.\Yes.\Uncle Lian Song.\Do you think that I'm qualified to be given response:	the Crown Prince's Seal after the battle in the Far North?
context: Why don't you believe me?\I didn't do it!\Why am I the one to pay the price for it?\Step out.\Yes.\Uncle Lian Song.\Do you think that I'm qualified to be given\the Crown Prince's Seal after the battle in the Far North? response:	You have contributed to defeating the Mermaid Clan
context: I didn't do it!\Why am I the one to pay the price for it?\Step out.\Yes.\Uncle Lian Song.\Do you think that I'm qualified to be given\the Crown Prince's Seal after the battle in the Far North?\You have contributed to defeating the Mermaid Clan response:	and pacifying the rebels in the Far North.
context: Why am I the one to pay the price for it?\Step out.\Yes.\Uncle Lian Song.\Do you think that I'm qualified to be given\the Crown Prince's Seal after the battle in the Far North?\You have contributed to defeating the Mermaid Clan\and pacifying the rebels in the Far North. response:	Your reputation is widely known in all realms and lands.
context: Step out.\Yes.\Uncle Lian Song.\Do you think that I'm qualified to be given\the Crown Prince's Seal after the battle in the Far North?\You have contributed to defeating the Mermaid Clan\and pacifying the rebels in the Far North.\Your reputation is widely known in all realms and lands. response:	It's about time the Heavenly Lord gives the seal to you.
context: Yes.\Uncle Lian Song.\Do you think that I'm qualified to be given\the Crown Prince's Seal after the battle in the Far North?\You have contributed to defeating the Mermaid Clan\and pacifying the rebels in the Far North.\Your reputation is widely known in all realms and lands.\It's about time the Heavenly Lord gives the seal to you. response:	However, you're now wounded.
context: Uncle Lian Song.\Do you think that I'm qualified to be given\the Crown Prince's Seal after the battle in the Far North?\You have contributed to defeating the Mermaid Clan\and pacifying the rebels in the Far North.\Your reputation is widely known in all realms and lands.\It's about time the Heavenly Lord gives the seal to you.\However, you're now wounded. response:	If given the Crown Prince's Seal
context: Do you think that I'm qualified to be given\the Crown Prince's Seal after the battle in the Far North?\You have contributed to defeating the Mermaid Clan\and pacifying the rebels in the Far North.\Your reputation is widely known in all realms and lands.\It's about time the Heavenly Lord gives the seal to you.\However, you're now wounded.\If given the Crown Prince's Seal response:	you must be tested with 36 bursts of sacred blaze
context: the Crown Prince's Seal after the battle in the Far North?\You have contributed to defeating the Mermaid Clan\and pacifying the rebels in the Far North.\Your reputation is widely known in all realms and lands.\It's about time the Heavenly Lord gives the seal to you.\However, you're now wounded.\If given the Crown Prince's Seal\you must be tested with 36 bursts of sacred blaze response:	and 9 holy lightning strikes.
context: You have contributed to defeating the Mermaid Clan\and pacifying the rebels in the Far North.\Your reputation is widely known in all realms and lands.\It's about time the Heavenly Lord gives the seal to you.\However, you're now wounded.\If given the Crown Prince's Seal\you must be tested with 36 bursts of sacred blaze\and 9 holy lightning strikes. response:	I'm worried that you might not survive.
context: and pacifying the rebels in the Far North.\Your reputation is widely known in all realms and lands.\It's about time the Heavenly Lord gives the seal to you.\However, you're now wounded.\If given the Crown Prince's Seal\you must be tested with 36 bursts of sacred blaze\and 9 holy lightning strikes.\I'm worried that you might not survive. response:	Do I appear to be that weak to you?
context: Your reputation is widely known in all realms and lands.\It's about time the Heavenly Lord gives the seal to you.\However, you're now wounded.\If given the Crown Prince's Seal\you must be tested with 36 bursts of sacred blaze\and 9 holy lightning strikes.\I'm worried that you might not survive.\Do I appear to be that weak to you? response:	Since I was appointed the apparent heir
context: It's about time the Heavenly Lord gives the seal to you.\However, you're now wounded.\If given the Crown Prince's Seal\you must be tested with 36 bursts of sacred blaze\and 9 holy lightning strikes.\I'm worried that you might not survive.\Do I appear to be that weak to you?\Since I was appointed the apparent heir response:	how am I to have all realms obey me if I can't even survive
context: However, you're now wounded.\If given the Crown Prince's Seal\you must be tested with 36 bursts of sacred blaze\and 9 holy lightning strikes.\I'm worried that you might not survive.\Do I appear to be that weak to you?\Since I was appointed the apparent heir\how am I to have all realms obey me if I can't even survive response:	36 bursts of sacred blaze and 9 holy lightning strikes?
context: If given the Crown Prince's Seal\you must be tested with 36 bursts of sacred blaze\and 9 holy lightning strikes.\I'm worried that you might not survive.\Do I appear to be that weak to you?\Since I was appointed the apparent heir\how am I to have all realms obey me if I can't even survive\36 bursts of sacred blaze and 9 holy lightning strikes? response:	I'll be honest with you.
context: you must be tested with 36 bursts of sacred blaze\and 9 holy lightning strikes.\I'm worried that you might not survive.\Do I appear to be that weak to you?\Since I was appointed the apparent heir\how am I to have all realms obey me if I can't even survive\36 bursts of sacred blaze and 9 holy lightning strikes?\I'll be honest with you. response:	You were severely wounded in the Chang Sea.
context: and 9 holy lightning strikes.\I'm worried that you might not survive.\Do I appear to be that weak to you?\Since I was appointed the apparent heir\how am I to have all realms obey me if I can't even survive\36 bursts of sacred blaze and 9 holy lightning strikes?\I'll be honest with you.\You were severely wounded in the Chang Sea. response:	This test will be tough for you.
context: I'm worried that you might not survive.\Do I appear to be that weak to you?\Since I was appointed the apparent heir\how am I to have all realms obey me if I can't even survive\36 bursts of sacred blaze and 9 holy lightning strikes?\I'll be honest with you.\You were severely wounded in the Chang Sea.\This test will be tough for you. response:	It matters not.
context: Do I appear to be that weak to you?\Since I was appointed the apparent heir\how am I to have all realms obey me if I can't even survive\36 bursts of sacred blaze and 9 holy lightning strikes?\I'll be honest with you.\You were severely wounded in the Chang Sea.\This test will be tough for you.\It matters not. response:	Why are you so anxious? Can't you wait for a while?
context: Since I was appointed the apparent heir\how am I to have all realms obey me if I can't even survive\36 bursts of sacred blaze and 9 holy lightning strikes?\I'll be honest with you.\You were severely wounded in the Chang Sea.\This test will be tough for you.\It matters not.\Why are you so anxious? Can't you wait for a while? response:	I had thought that by staying away from the Hall of Beautiful Youth
context: how am I to have all realms obey me if I can't even survive\36 bursts of sacred blaze and 9 holy lightning strikes?\I'll be honest with you.\You were severely wounded in the Chang Sea.\This test will be tough for you.\It matters not.\Why are you so anxious? Can't you wait for a while?\I had thought that by staying away from the Hall of Beautiful Youth response:	and pretending not to care about her when others are around
context: 36 bursts of sacred blaze and 9 holy lightning strikes?\I'll be honest with you.\You were severely wounded in the Chang Sea.\This test will be tough for you.\It matters not.\Why are you so anxious? Can't you wait for a while?\I had thought that by staying away from the Hall of Beautiful Youth\and pretending not to care about her when others are around response:	that I would be able to keep her alive.
context: I'll be honest with you.\You were severely wounded in the Chang Sea.\This test will be tough for you.\It matters not.\Why are you so anxious? Can't you wait for a while?\I had thought that by staying away from the Hall of Beautiful Youth\and pretending not to care about her when others are around\that I would be able to keep her alive. response:	Hence, I didn't dare to marry her.
context: You were severely wounded in the Chang Sea.\This test will be tough for you.\It matters not.\Why are you so anxious? Can't you wait for a while?\I had thought that by staying away from the Hall of Beautiful Youth\and pretending not to care about her when others are around\that I would be able to keep her alive.\Hence, I didn't dare to marry her. response:	I just wanted her to give birth to our child
context: This test will be tough for you.\It matters not.\Why are you so anxious? Can't you wait for a while?\I had thought that by staying away from the Hall of Beautiful Youth\and pretending not to care about her when others are around\that I would be able to keep her alive.\Hence, I didn't dare to marry her.\I just wanted her to give birth to our child response:	and then send her back to the Mortal Realm safely.
context: It matters not.\Why are you so anxious? Can't you wait for a while?\I had thought that by staying away from the Hall of Beautiful Youth\and pretending not to care about her when others are around\that I would be able to keep her alive.\Hence, I didn't dare to marry her.\I just wanted her to give birth to our child\and then send her back to the Mortal Realm safely. response:	However, I came to my senses today.
context: Why are you so anxious? Can't you wait for a while?\I had thought that by staying away from the Hall of Beautiful Youth\and pretending not to care about her when others are around\that I would be able to keep her alive.\Hence, I didn't dare to marry her.\I just wanted her to give birth to our child\and then send her back to the Mortal Realm safely.\However, I came to my senses today. response:	I was wrong to think that.
context: I had thought that by staying away from the Hall of Beautiful Youth\and pretending not to care about her when others are around\that I would be able to keep her alive.\Hence, I didn't dare to marry her.\I just wanted her to give birth to our child\and then send her back to the Mortal Realm safely.\However, I came to my senses today.\I was wrong to think that. response:	I was so terribly wrong.
context: and pretending not to care about her when others are around\that I would be able to keep her alive.\Hence, I didn't dare to marry her.\I just wanted her to give birth to our child\and then send her back to the Mortal Realm safely.\However, I came to my senses today.\I was wrong to think that.\I was so terribly wrong. response:	No matter what I do...
context: that I would be able to keep her alive.\Hence, I didn't dare to marry her.\I just wanted her to give birth to our child\and then send her back to the Mortal Realm safely.\However, I came to my senses today.\I was wrong to think that.\I was so terribly wrong.\No matter what I do... response:	the Heavenly Lord will have her killed.
context: Hence, I didn't dare to marry her.\I just wanted her to give birth to our child\and then send her back to the Mortal Realm safely.\However, I came to my senses today.\I was wrong to think that.\I was so terribly wrong.\No matter what I do...\the Heavenly Lord will have her killed. response:	You're right.
context: I just wanted her to give birth to our child\and then send her back to the Mortal Realm safely.\However, I came to my senses today.\I was wrong to think that.\I was so terribly wrong.\No matter what I do...\the Heavenly Lord will have her killed.\You're right. response:	The Heavenly Lord got scared after what my second brother did.
context: and then send her back to the Mortal Realm safely.\However, I came to my senses today.\I was wrong to think that.\I was so terribly wrong.\No matter what I do...\the Heavenly Lord will have her killed.\You're right.\The Heavenly Lord got scared after what my second brother did. response:	He doesn't dare take any risk.
context: However, I came to my senses today.\I was wrong to think that.\I was so terribly wrong.\No matter what I do...\the Heavenly Lord will have her killed.\You're right.\The Heavenly Lord got scared after what my second brother did.\He doesn't dare take any risk. response:	After all, you're the Crown Prince.
