context: Tsukiyama! response:	Mmm... Long time no see, Miss Kirishima.
context: Mr. MM?\Are you all right?\What a delicacy!\Get up! Taro!\Mamma!\It's hopeless...\That's it! What a good walker! What a good walker! What a good walker!\Mamma is so excited! response:	That hurdz!
context: Are you all right?\What a delicacy!\Get up! Taro!\Mamma!\It's hopeless...\That's it! What a good walker! What a good walker! What a good walker!\Mamma is so excited!\That hurdz! response:	Ladies and gentlemen, I'm terribly sorry for all the commotion.
context: What a delicacy!\Get up! Taro!\Mamma!\It's hopeless...\That's it! What a good walker! What a good walker! What a good walker!\Mamma is so excited!\That hurdz!\Ladies and gentlemen, I'm terribly sorry for all the commotion. response:	I had no way of knowing that he was a so-called one-eyed ghoul.
context: Get up! Taro!\Mamma!\It's hopeless...\That's it! What a good walker! What a good walker! What a good walker!\Mamma is so excited!\That hurdz!\Ladies and gentlemen, I'm terribly sorry for all the commotion.\I had no way of knowing that he was a so-called one-eyed ghoul. response:	However, I have no intention of ruining the dinner we all came for.
context: Mamma!\It's hopeless...\That's it! What a good walker! What a good walker! What a good walker!\Mamma is so excited!\That hurdz!\Ladies and gentlemen, I'm terribly sorry for all the commotion.\I had no way of knowing that he was a so-called one-eyed ghoul.\However, I have no intention of ruining the dinner we all came for. response:	How does this sound to everyone?
context: It's hopeless...\That's it! What a good walker! What a good walker! What a good walker!\Mamma is so excited!\That hurdz!\Ladies and gentlemen, I'm terribly sorry for all the commotion.\I had no way of knowing that he was a so-called one-eyed ghoul.\However, I have no intention of ruining the dinner we all came for.\How does this sound to everyone? response:	It hurdz!
context: That's it! What a good walker! What a good walker! What a good walker!\Mamma is so excited!\That hurdz!\Ladies and gentlemen, I'm terribly sorry for all the commotion.\I had no way of knowing that he was a so-called one-eyed ghoul.\However, I have no intention of ruining the dinner we all came for.\How does this sound to everyone?\It hurdz! response:	How about we enjoy Madam A's pet boy, the scrapper?
context: Mamma is so excited!\That hurdz!\Ladies and gentlemen, I'm terribly sorry for all the commotion.\I had no way of knowing that he was a so-called one-eyed ghoul.\However, I have no intention of ruining the dinner we all came for.\How does this sound to everyone?\It hurdz!\How about we enjoy Madam A's pet boy, the scrapper? response:	Taro! Taro!
context: That hurdz!\Ladies and gentlemen, I'm terribly sorry for all the commotion.\I had no way of knowing that he was a so-called one-eyed ghoul.\However, I have no intention of ruining the dinner we all came for.\How does this sound to everyone?\It hurdz!\How about we enjoy Madam A's pet boy, the scrapper?\Taro! Taro! response:	It hurdz...
context: Ladies and gentlemen, I'm terribly sorry for all the commotion.\I had no way of knowing that he was a so-called one-eyed ghoul.\However, I have no intention of ruining the dinner we all came for.\How does this sound to everyone?\It hurdz!\How about we enjoy Madam A's pet boy, the scrapper?\Taro! Taro!\It hurdz... response:	Taro... you... good-for-nothing!
context: I had no way of knowing that he was a so-called one-eyed ghoul.\However, I have no intention of ruining the dinner we all came for.\How does this sound to everyone?\It hurdz!\How about we enjoy Madam A's pet boy, the scrapper?\Taro! Taro!\It hurdz...\Taro... you... good-for-nothing! response:	Embarrass me, will you?! I hope you get fed on quickly, damn you!
context: However, I have no intention of ruining the dinner we all came for.\How does this sound to everyone?\It hurdz!\How about we enjoy Madam A's pet boy, the scrapper?\Taro! Taro!\It hurdz...\Taro... you... good-for-nothing!\Embarrass me, will you?! I hope you get fed on quickly, damn you! response:	Mamma...
context: How does this sound to everyone?\It hurdz!\How about we enjoy Madam A's pet boy, the scrapper?\Taro! Taro!\It hurdz...\Taro... you... good-for-nothing!\Embarrass me, will you?! I hope you get fed on quickly, damn you!\Mamma... response:	Did you enjoy that, Kaneki?
context: It hurdz!\How about we enjoy Madam A's pet boy, the scrapper?\Taro! Taro!\It hurdz...\Taro... you... good-for-nothing!\Embarrass me, will you?! I hope you get fed on quickly, damn you!\Mamma...\Did you enjoy that, Kaneki? response:	I just meant for this to be a little joke.
context: How about we enjoy Madam A's pet boy, the scrapper?\Taro! Taro!\It hurdz...\Taro... you... good-for-nothing!\Embarrass me, will you?! I hope you get fed on quickly, damn you!\Mamma...\Did you enjoy that, Kaneki?\I just meant for this to be a little joke. response:	I may have been a bit hard on you. Can we forget about this?
context: Taro! Taro!\It hurdz...\Taro... you... good-for-nothing!\Embarrass me, will you?! I hope you get fed on quickly, damn you!\Mamma...\Did you enjoy that, Kaneki?\I just meant for this to be a little joke.\I may have been a bit hard on you. Can we forget about this? response:	Such a rare treasure...
context: It hurdz...\Taro... you... good-for-nothing!\Embarrass me, will you?! I hope you get fed on quickly, damn you!\Mamma...\Did you enjoy that, Kaneki?\I just meant for this to be a little joke.\I may have been a bit hard on you. Can we forget about this?\Such a rare treasure... response:	I'm not going to let anyone else eat him.
context: Taro... you... good-for-nothing!\Embarrass me, will you?! I hope you get fed on quickly, damn you!\Mamma...\Did you enjoy that, Kaneki?\I just meant for this to be a little joke.\I may have been a bit hard on you. Can we forget about this?\Such a rare treasure...\I'm not going to let anyone else eat him. response:	Though the city sleeps, it's buildings are always
context: Embarrass me, will you?! I hope you get fed on quickly, damn you!\Mamma...\Did you enjoy that, Kaneki?\I just meant for this to be a little joke.\I may have been a bit hard on you. Can we forget about this?\Such a rare treasure...\I'm not going to let anyone else eat him.\Though the city sleeps, it's buildings are always response:	under construction
context: Mamma...\Did you enjoy that, Kaneki?\I just meant for this to be a little joke.\I may have been a bit hard on you. Can we forget about this?\Such a rare treasure...\I'm not going to let anyone else eat him.\Though the city sleeps, it's buildings are always\under construction response:	Urban planning carries on
context: Did you enjoy that, Kaneki?\I just meant for this to be a little joke.\I may have been a bit hard on you. Can we forget about this?\Such a rare treasure...\I'm not going to let anyone else eat him.\Though the city sleeps, it's buildings are always\under construction\Urban planning carries on response:	Its belt lines morphing, snakes interlocking
context: I just meant for this to be a little joke.\I may have been a bit hard on you. Can we forget about this?\Such a rare treasure...\I'm not going to let anyone else eat him.\Though the city sleeps, it's buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking response:	stirring up endorphins, and off you go, go, go
context: I may have been a bit hard on you. Can we forget about this?\Such a rare treasure...\I'm not going to let anyone else eat him.\Though the city sleeps, it's buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking\stirring up endorphins, and off you go, go, go response:	Souls ascend up into the night sky
context: Such a rare treasure...\I'm not going to let anyone else eat him.\Though the city sleeps, it's buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky response:	Their procession and their faith both resembling
context: I'm not going to let anyone else eat him.\Though the city sleeps, it's buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling response:	an aberrant riddle
context: Though the city sleeps, it's buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle response:	Our as-yet-empty tomorrows
context: under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows response:	are an all but black shade of gray
context: Urban planning carries on\Its belt lines morphing, snakes interlocking\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray response:	Without any possibilities
context: Its belt lines morphing, snakes interlocking\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities response:	an all but black shade of gray
context: stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray response:	Ah, tonight, you're the one I want
context: Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want response:	Saints
context: Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints response:	Ah, I want you to signal the end
context: an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end response:	Saints
context: Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints response:	Saints
context: are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints response:	Saints
context: Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints response:	Yes! Yes, Tsukiyama! That's the face I want! Nice feeling!
context: an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Yes! Yes, Tsukiyama! That's the face I want! Nice feeling! response:	Even more! Release yourself even more! That's it!
context: Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Yes! Yes, Tsukiyama! That's the face I want! Nice feeling!\Even more! Release yourself even more! That's it! response:	Fantastic! This is great, Tsukiyama! I can't say enough!
context: Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Yes! Yes, Tsukiyama! That's the face I want! Nice feeling!\Even more! Release yourself even more! That's it!\Fantastic! This is great, Tsukiyama! I can't say enough! response:	Um... What are you doing?
context: Ah, I want you to signal the end\Saints\Saints\Saints\Yes! Yes, Tsukiyama! That's the face I want! Nice feeling!\Even more! Release yourself even more! That's it!\Fantastic! This is great, Tsukiyama! I can't say enough!\Um... What are you doing? response:	Oh? Well,
context: Saints\Saints\Saints\Yes! Yes, Tsukiyama! That's the face I want! Nice feeling!\Even more! Release yourself even more! That's it!\Fantastic! This is great, Tsukiyama! I can't say enough!\Um... What are you doing?\Oh? Well, response:	apparently, I'll be appearing on an upcoming cover of the comics.
context: Saints\Saints\Yes! Yes, Tsukiyama! That's the face I want! Nice feeling!\Even more! Release yourself even more! That's it!\Fantastic! This is great, Tsukiyama! I can't say enough!\Um... What are you doing?\Oh? Well,\apparently, I'll be appearing on an upcoming cover of the comics. response:	Kaneki, would you care to join me?
context: Saints\Yes! Yes, Tsukiyama! That's the face I want! Nice feeling!\Even more! Release yourself even more! That's it!\Fantastic! This is great, Tsukiyama! I can't say enough!\Um... What are you doing?\Oh? Well,\apparently, I'll be appearing on an upcoming cover of the comics.\Kaneki, would you care to join me? response:	Well?
context: Yes! Yes, Tsukiyama! That's the face I want! Nice feeling!\Even more! Release yourself even more! That's it!\Fantastic! This is great, Tsukiyama! I can't say enough!\Um... What are you doing?\Oh? Well,\apparently, I'll be appearing on an upcoming cover of the comics.\Kaneki, would you care to join me?\Well? response:	Huh? Oh, no, I'll pass.
