context: No! I don't want to die! response:	Shut up!
context: It's proof that you're enjoying Antarctica.\Hey.\Do you think I'll feel better if I forgive them?\You want to forgive them?\If it would make me feel better, I might.\But when I imagine them looking all relieved afterwords, it gets under my skin.\Piss off?\Yeah. response:	I'm a pretty petty person, aren't I?
context: Hey.\Do you think I'll feel better if I forgive them?\You want to forgive them?\If it would make me feel better, I might.\But when I imagine them looking all relieved afterwords, it gets under my skin.\Piss off?\Yeah.\I'm a pretty petty person, aren't I? response:	It's 9:00 AM here.
context: Do you think I'll feel better if I forgive them?\You want to forgive them?\If it would make me feel better, I might.\But when I imagine them looking all relieved afterwords, it gets under my skin.\Piss off?\Yeah.\I'm a pretty petty person, aren't I?\It's 9:00 AM here. response:	A six-hour difference from Japan...
context: You want to forgive them?\If it would make me feel better, I might.\But when I imagine them looking all relieved afterwords, it gets under my skin.\Piss off?\Yeah.\I'm a pretty petty person, aren't I?\It's 9:00 AM here.\A six-hour difference from Japan... response:	Before we start, may I say one thing?
context: If it would make me feel better, I might.\But when I imagine them looking all relieved afterwords, it gets under my skin.\Piss off?\Yeah.\I'm a pretty petty person, aren't I?\It's 9:00 AM here.\A six-hour difference from Japan...\Before we start, may I say one thing? response:	Shirase-chan?
context: But when I imagine them looking all relieved afterwords, it gets under my skin.\Piss off?\Yeah.\I'm a pretty petty person, aren't I?\It's 9:00 AM here.\A six-hour difference from Japan...\Before we start, may I say one thing?\Shirase-chan? response:	I beg your pardon, but could you leave Miyake Hinata alone?
context: Piss off?\Yeah.\I'm a pretty petty person, aren't I?\It's 9:00 AM here.\A six-hour difference from Japan...\Before we start, may I say one thing?\Shirase-chan?\I beg your pardon, but could you leave Miyake Hinata alone? response:	Shirase...
context: Yeah.\I'm a pretty petty person, aren't I?\It's 9:00 AM here.\A six-hour difference from Japan...\Before we start, may I say one thing?\Shirase-chan?\I beg your pardon, but could you leave Miyake Hinata alone?\Shirase... response:	You might think Hinata has been holding a grudge against you since she quit school,
context: I'm a pretty petty person, aren't I?\It's 9:00 AM here.\A six-hour difference from Japan...\Before we start, may I say one thing?\Shirase-chan?\I beg your pardon, but could you leave Miyake Hinata alone?\Shirase...\You might think Hinata has been holding a grudge against you since she quit school, response:	that she's been suffering badly.
context: It's 9:00 AM here.\A six-hour difference from Japan...\Before we start, may I say one thing?\Shirase-chan?\I beg your pardon, but could you leave Miyake Hinata alone?\Shirase...\You might think Hinata has been holding a grudge against you since she quit school,\that she's been suffering badly. response:	Maybe you think she spends every day crying,
context: A six-hour difference from Japan...\Before we start, may I say one thing?\Shirase-chan?\I beg your pardon, but could you leave Miyake Hinata alone?\Shirase...\You might think Hinata has been holding a grudge against you since she quit school,\that she's been suffering badly.\Maybe you think she spends every day crying, response:	thinking about what happened to her.
context: Before we start, may I say one thing?\Shirase-chan?\I beg your pardon, but could you leave Miyake Hinata alone?\Shirase...\You might think Hinata has been holding a grudge against you since she quit school,\that she's been suffering badly.\Maybe you think she spends every day crying,\thinking about what happened to her. response:	But...
context: Shirase-chan?\I beg your pardon, but could you leave Miyake Hinata alone?\Shirase...\You might think Hinata has been holding a grudge against you since she quit school,\that she's been suffering badly.\Maybe you think she spends every day crying,\thinking about what happened to her.\But... response:	But...
context: I beg your pardon, but could you leave Miyake Hinata alone?\Shirase...\You might think Hinata has been holding a grudge against you since she quit school,\that she's been suffering badly.\Maybe you think she spends every day crying,\thinking about what happened to her.\But...\But... response:	But that's not true!
context: Shirase...\You might think Hinata has been holding a grudge against you since she quit school,\that she's been suffering badly.\Maybe you think she spends every day crying,\thinking about what happened to her.\But...\But...\But that's not true! response:	Hinata-chan is having a super, amazing fun time with us!
context: You might think Hinata has been holding a grudge against you since she quit school,\that she's been suffering badly.\Maybe you think she spends every day crying,\thinking about what happened to her.\But...\But...\But that's not true!\Hinata-chan is having a super, amazing fun time with us! response:	She's having a really fulfilling trip of the sort you can't get where you are!
context: that she's been suffering badly.\Maybe you think she spends every day crying,\thinking about what happened to her.\But...\But...\But that's not true!\Hinata-chan is having a super, amazing fun time with us!\She's having a really fulfilling trip of the sort you can't get where you are! response:	Hey!
context: Maybe you think she spends every day crying,\thinking about what happened to her.\But...\But...\But that's not true!\Hinata-chan is having a super, amazing fun time with us!\She's having a really fulfilling trip of the sort you can't get where you are!\Hey! response:	Hinata is already looking forward!
context: thinking about what happened to her.\But...\But...\But that's not true!\Hinata-chan is having a super, amazing fun time with us!\She's having a really fulfilling trip of the sort you can't get where you are!\Hey!\Hinata is already looking forward! response:	She's already walking!
context: But...\But...\But that's not true!\Hinata-chan is having a super, amazing fun time with us!\She's having a really fulfilling trip of the sort you can't get where you are!\Hey!\Hinata is already looking forward!\She's already walking! response:	She's taking her steps with us!
context: But...\But that's not true!\Hinata-chan is having a super, amazing fun time with us!\She's having a really fulfilling trip of the sort you can't get where you are!\Hey!\Hinata is already looking forward!\She's already walking!\She's taking her steps with us! response:	Shirase!
context: But that's not true!\Hinata-chan is having a super, amazing fun time with us!\She's having a really fulfilling trip of the sort you can't get where you are!\Hey!\Hinata is already looking forward!\She's already walking!\She's taking her steps with us!\Shirase! response:	It's fine! It's friendship!
context: Hinata-chan is having a super, amazing fun time with us!\She's having a really fulfilling trip of the sort you can't get where you are!\Hey!\Hinata is already looking forward!\She's already walking!\She's taking her steps with us!\Shirase!\It's fine! It's friendship! response:	Unlike Hinata, I'm a real jerk, so I'll say it outright.
context: She's having a really fulfilling trip of the sort you can't get where you are!\Hey!\Hinata is already looking forward!\She's already walking!\She's taking her steps with us!\Shirase!\It's fine! It's friendship!\Unlike Hinata, I'm a real jerk, so I'll say it outright. response:	You can't live your lives in this halfway state forever!
context: Hey!\Hinata is already looking forward!\She's already walking!\She's taking her steps with us!\Shirase!\It's fine! It's friendship!\Unlike Hinata, I'm a real jerk, so I'll say it outright.\You can't live your lives in this halfway state forever! response:	You hurt someone and made them suffer!
context: Hinata is already looking forward!\She's already walking!\She's taking her steps with us!\Shirase!\It's fine! It's friendship!\Unlike Hinata, I'm a real jerk, so I'll say it outright.\You can't live your lives in this halfway state forever!\You hurt someone and made them suffer! response:	Now you get to live with that!
context: She's already walking!\She's taking her steps with us!\Shirase!\It's fine! It's friendship!\Unlike Hinata, I'm a real jerk, so I'll say it outright.\You can't live your lives in this halfway state forever!\You hurt someone and made them suffer!\Now you get to live with that! response:	That's what you get for hurting someone!
context: She's taking her steps with us!\Shirase!\It's fine! It's friendship!\Unlike Hinata, I'm a real jerk, so I'll say it outright.\You can't live your lives in this halfway state forever!\You hurt someone and made them suffer!\Now you get to live with that!\That's what you get for hurting someone! response:	That's what you get for hurting my friend!
context: Shirase!\It's fine! It's friendship!\Unlike Hinata, I'm a real jerk, so I'll say it outright.\You can't live your lives in this halfway state forever!\You hurt someone and made them suffer!\Now you get to live with that!\That's what you get for hurting someone!\That's what you get for hurting my friend! response:	Shirase!
context: It's fine! It's friendship!\Unlike Hinata, I'm a real jerk, so I'll say it outright.\You can't live your lives in this halfway state forever!\You hurt someone and made them suffer!\Now you get to live with that!\That's what you get for hurting someone!\That's what you get for hurting my friend!\Shirase! response:	You think you can come crawling back now?
context: Unlike Hinata, I'm a real jerk, so I'll say it outright.\You can't live your lives in this halfway state forever!\You hurt someone and made them suffer!\Now you get to live with that!\That's what you get for hurting someone!\That's what you get for hurting my friend!\Shirase!\You think you can come crawling back now? response:	Piss off!
context: You can't live your lives in this halfway state forever!\You hurt someone and made them suffer!\Now you get to live with that!\That's what you get for hurting someone!\That's what you get for hurting my friend!\Shirase!\You think you can come crawling back now?\Piss off! response:	Let's get things ready.
context: You hurt someone and made them suffer!\Now you get to live with that!\That's what you get for hurting someone!\That's what you get for hurting my friend!\Shirase!\You think you can come crawling back now?\Piss off!\Let's get things ready. response:	Okay.
context: Now you get to live with that!\That's what you get for hurting someone!\That's what you get for hurting my friend!\Shirase!\You think you can come crawling back now?\Piss off!\Let's get things ready.\Okay. response:	The year is nearing its end.
context: That's what you get for hurting someone!\That's what you get for hurting my friend!\Shirase!\You think you can come crawling back now?\Piss off!\Let's get things ready.\Okay.\The year is nearing its end. response:	Will it be on TV?
context: That's what you get for hurting my friend!\Shirase!\You think you can come crawling back now?\Piss off!\Let's get things ready.\Okay.\The year is nearing its end.\Will it be on TV? response:	Last year's video, yeah.
context: Shirase!\You think you can come crawling back now?\Piss off!\Let's get things ready.\Okay.\The year is nearing its end.\Will it be on TV?\Last year's video, yeah. response:	It's here!
context: You think you can come crawling back now?\Piss off!\Let's get things ready.\Okay.\The year is nearing its end.\Will it be on TV?\Last year's video, yeah.\It's here! response:	Yu-kun! Yu-kun! Yu-kun!
context: Piss off!\Let's get things ready.\Okay.\The year is nearing its end.\Will it be on TV?\Last year's video, yeah.\It's here!\Yu-kun! Yu-kun! Yu-kun! response:	Let's do it, too!
context: Let's get things ready.\Okay.\The year is nearing its end.\Will it be on TV?\Last year's video, yeah.\It's here!\Yu-kun! Yu-kun! Yu-kun!\Let's do it, too! response:	Casting away our worldly desires!
context: Okay.\The year is nearing its end.\Will it be on TV?\Last year's video, yeah.\It's here!\Yu-kun! Yu-kun! Yu-kun!\Let's do it, too!\Casting away our worldly desires! response:	You mean...
context: The year is nearing its end.\Will it be on TV?\Last year's video, yeah.\It's here!\Yu-kun! Yu-kun! Yu-kun!\Let's do it, too!\Casting away our worldly desires!\You mean... response:	Let's bash the bad thoughts away, Hinata-chan!
context: Will it be on TV?\Last year's video, yeah.\It's here!\Yu-kun! Yu-kun! Yu-kun!\Let's do it, too!\Casting away our worldly desires!\You mean...\Let's bash the bad thoughts away, Hinata-chan! response:	What if we break it?
context: Last year's video, yeah.\It's here!\Yu-kun! Yu-kun! Yu-kun!\Let's do it, too!\Casting away our worldly desires!\You mean...\Let's bash the bad thoughts away, Hinata-chan!\What if we break it? response:	So what if you do? It's just a drum can.
context: It's here!\Yu-kun! Yu-kun! Yu-kun!\Let's do it, too!\Casting away our worldly desires!\You mean...\Let's bash the bad thoughts away, Hinata-chan!\What if we break it?\So what if you do? It's just a drum can. response:	Good point!
context: Yu-kun! Yu-kun! Yu-kun!\Let's do it, too!\Casting away our worldly desires!\You mean...\Let's bash the bad thoughts away, Hinata-chan!\What if we break it?\So what if you do? It's just a drum can.\Good point! response:	Okay, let's do the first one together!
context: Let's do it, too!\Casting away our worldly desires!\You mean...\Let's bash the bad thoughts away, Hinata-chan!\What if we break it?\So what if you do? It's just a drum can.\Good point!\Okay, let's do the first one together! response:	One, two...
context: Casting away our worldly desires!\You mean...\Let's bash the bad thoughts away, Hinata-chan!\What if we break it?\So what if you do? It's just a drum can.\Good point!\Okay, let's do the first one together!\One, two... response:	A Place Further Than the Universe
