context: Take this! response:	Bring it on!
context: This'll be my first time seeing a shooting star.\I was never even interested in seeing one before.\I think you're really good at finding things like this.\Things like what?\Wonderful things.\I think you can see more things than normal people can.\I'm normal.\I think your eyes can see more than normal too, if you tried. response:	I think I have a wish.
context: I was never even interested in seeing one before.\I think you're really good at finding things like this.\Things like what?\Wonderful things.\I think you can see more things than normal people can.\I'm normal.\I think your eyes can see more than normal too, if you tried.\I think I have a wish. response:	Riki-kun, I wish your eyes could see just a little more than you do now.
context: I think you're really good at finding things like this.\Things like what?\Wonderful things.\I think you can see more things than normal people can.\I'm normal.\I think your eyes can see more than normal too, if you tried.\I think I have a wish.\Riki-kun, I wish your eyes could see just a little more than you do now. response:	There's another!
context: Things like what?\Wonderful things.\I think you can see more things than normal people can.\I'm normal.\I think your eyes can see more than normal too, if you tried.\I think I have a wish.\Riki-kun, I wish your eyes could see just a little more than you do now.\There's another! response:	A second one, just now!
context: Wonderful things.\I think you can see more things than normal people can.\I'm normal.\I think your eyes can see more than normal too, if you tried.\I think I have a wish.\Riki-kun, I wish your eyes could see just a little more than you do now.\There's another!\A second one, just now! response:	Really?
context: I think you can see more things than normal people can.\I'm normal.\I think your eyes can see more than normal too, if you tried.\I think I have a wish.\Riki-kun, I wish your eyes could see just a little more than you do now.\There's another!\A second one, just now!\Really? response:	Looks like you could see it.
context: I'm normal.\I think your eyes can see more than normal too, if you tried.\I think I have a wish.\Riki-kun, I wish your eyes could see just a little more than you do now.\There's another!\A second one, just now!\Really?\Looks like you could see it. response:	Maybe because of your wish.
context: I think your eyes can see more than normal too, if you tried.\I think I have a wish.\Riki-kun, I wish your eyes could see just a little more than you do now.\There's another!\A second one, just now!\Really?\Looks like you could see it.\Maybe because of your wish. response:	Hey...
context: I think I have a wish.\Riki-kun, I wish your eyes could see just a little more than you do now.\There's another!\A second one, just now!\Really?\Looks like you could see it.\Maybe because of your wish.\Hey... response:	What did you just wish for?
context: Riki-kun, I wish your eyes could see just a little more than you do now.\There's another!\A second one, just now!\Really?\Looks like you could see it.\Maybe because of your wish.\Hey...\What did you just wish for? response:	That all the Little Busters can be happy.
context: There's another!\A second one, just now!\Really?\Looks like you could see it.\Maybe because of your wish.\Hey...\What did you just wish for?\That all the Little Busters can be happy. response:	I wished for the same thing!
context: A second one, just now!\Really?\Looks like you could see it.\Maybe because of your wish.\Hey...\What did you just wish for?\That all the Little Busters can be happy.\I wished for the same thing! response:	Really?
context: Really?\Looks like you could see it.\Maybe because of your wish.\Hey...\What did you just wish for?\That all the Little Busters can be happy.\I wished for the same thing!\Really? response:	Yeah. I love everyone.
context: Looks like you could see it.\Maybe because of your wish.\Hey...\What did you just wish for?\That all the Little Busters can be happy.\I wished for the same thing!\Really?\Yeah. I love everyone. response:	It's fun being together because that's everyone's happiness.
context: Maybe because of your wish.\Hey...\What did you just wish for?\That all the Little Busters can be happy.\I wished for the same thing!\Really?\Yeah. I love everyone.\It's fun being together because that's everyone's happiness. response:	It's fun because there's so much happiness.
context: Hey...\What did you just wish for?\That all the Little Busters can be happy.\I wished for the same thing!\Really?\Yeah. I love everyone.\It's fun being together because that's everyone's happiness.\It's fun because there's so much happiness. response:	The sixth shooting star fell as Komari-san slept.
context: What did you just wish for?\That all the Little Busters can be happy.\I wished for the same thing!\Really?\Yeah. I love everyone.\It's fun being together because that's everyone's happiness.\It's fun because there's so much happiness.\The sixth shooting star fell as Komari-san slept. response:	And so, I wished...
context: That all the Little Busters can be happy.\I wished for the same thing!\Really?\Yeah. I love everyone.\It's fun being together because that's everyone's happiness.\It's fun because there's so much happiness.\The sixth shooting star fell as Komari-san slept.\And so, I wished... response:	I wished that whatever secret there was, it wouldn't be something sad.
context: I wished for the same thing!\Really?\Yeah. I love everyone.\It's fun being together because that's everyone's happiness.\It's fun because there's so much happiness.\The sixth shooting star fell as Komari-san slept.\And so, I wished...\I wished that whatever secret there was, it wouldn't be something sad. response:	I wasn't sleeping! I wasn't sleeping!
context: Really?\Yeah. I love everyone.\It's fun being together because that's everyone's happiness.\It's fun because there's so much happiness.\The sixth shooting star fell as Komari-san slept.\And so, I wished...\I wished that whatever secret there was, it wouldn't be something sad.\I wasn't sleeping! I wasn't sleeping! response:	The sun should be rising soon.
context: Yeah. I love everyone.\It's fun being together because that's everyone's happiness.\It's fun because there's so much happiness.\The sixth shooting star fell as Komari-san slept.\And so, I wished...\I wished that whatever secret there was, it wouldn't be something sad.\I wasn't sleeping! I wasn't sleeping!\The sun should be rising soon. response:	There's the seventh one!
context: It's fun being together because that's everyone's happiness.\It's fun because there's so much happiness.\The sixth shooting star fell as Komari-san slept.\And so, I wished...\I wished that whatever secret there was, it wouldn't be something sad.\I wasn't sleeping! I wasn't sleeping!\The sun should be rising soon.\There's the seventh one! response:	That might have been the last one.
context: It's fun because there's so much happiness.\The sixth shooting star fell as Komari-san slept.\And so, I wished...\I wished that whatever secret there was, it wouldn't be something sad.\I wasn't sleeping! I wasn't sleeping!\The sun should be rising soon.\There's the seventh one!\That might have been the last one. response:	There's one more. That makes eight.
context: The sixth shooting star fell as Komari-san slept.\And so, I wished...\I wished that whatever secret there was, it wouldn't be something sad.\I wasn't sleeping! I wasn't sleeping!\The sun should be rising soon.\There's the seventh one!\That might have been the last one.\There's one more. That makes eight. response:	I thought the seventh was the last one,
context: And so, I wished...\I wished that whatever secret there was, it wouldn't be something sad.\I wasn't sleeping! I wasn't sleeping!\The sun should be rising soon.\There's the seventh one!\That might have been the last one.\There's one more. That makes eight.\I thought the seventh was the last one, response:	but one more disappeared.
context: I wished that whatever secret there was, it wouldn't be something sad.\I wasn't sleeping! I wasn't sleeping!\The sun should be rising soon.\There's the seventh one!\That might have been the last one.\There's one more. That makes eight.\I thought the seventh was the last one,\but one more disappeared. response:	What's wrong?
context: I wasn't sleeping! I wasn't sleeping!\The sun should be rising soon.\There's the seventh one!\That might have been the last one.\There's one more. That makes eight.\I thought the seventh was the last one,\but one more disappeared.\What's wrong? response:	I remembered.
context: The sun should be rising soon.\There's the seventh one!\That might have been the last one.\There's one more. That makes eight.\I thought the seventh was the last one,\but one more disappeared.\What's wrong?\I remembered. response:	The story of the little match girl.
context: There's the seventh one!\That might have been the last one.\There's one more. That makes eight.\I thought the seventh was the last one,\but one more disappeared.\What's wrong?\I remembered.\The story of the little match girl. response:	The little match girl?
context: That might have been the last one.\There's one more. That makes eight.\I thought the seventh was the last one,\but one more disappeared.\What's wrong?\I remembered.\The story of the little match girl.\The little match girl? response:	On New Year's Eve, the little match girl went to Heaven.
context: There's one more. That makes eight.\I thought the seventh was the last one,\but one more disappeared.\What's wrong?\I remembered.\The story of the little match girl.\The little match girl?\On New Year's Eve, the little match girl went to Heaven. response:	The girl's life disappeared along with the last shooting star.
context: I thought the seventh was the last one,\but one more disappeared.\What's wrong?\I remembered.\The story of the little match girl.\The little match girl?\On New Year's Eve, the little match girl went to Heaven.\The girl's life disappeared along with the last shooting star. response:	Just like how my dream of Onii-chan disappears when I wake up.
context: but one more disappeared.\What's wrong?\I remembered.\The story of the little match girl.\The little match girl?\On New Year's Eve, the little match girl went to Heaven.\The girl's life disappeared along with the last shooting star.\Just like how my dream of Onii-chan disappears when I wake up. response:	Komari-san may have started to realize what happened to her brother.
context: What's wrong?\I remembered.\The story of the little match girl.\The little match girl?\On New Year's Eve, the little match girl went to Heaven.\The girl's life disappeared along with the last shooting star.\Just like how my dream of Onii-chan disappears when I wake up.\Komari-san may have started to realize what happened to her brother. response:	Komari-san...
context: I remembered.\The story of the little match girl.\The little match girl?\On New Year's Eve, the little match girl went to Heaven.\The girl's life disappeared along with the last shooting star.\Just like how my dream of Onii-chan disappears when I wake up.\Komari-san may have started to realize what happened to her brother.\Komari-san... response:	Hey, Riki-kun...
context: The story of the little match girl.\The little match girl?\On New Year's Eve, the little match girl went to Heaven.\The girl's life disappeared along with the last shooting star.\Just like how my dream of Onii-chan disappears when I wake up.\Komari-san may have started to realize what happened to her brother.\Komari-san...\Hey, Riki-kun... response:	This Saturday, would you, you know, maybe...
context: The little match girl?\On New Year's Eve, the little match girl went to Heaven.\The girl's life disappeared along with the last shooting star.\Just like how my dream of Onii-chan disappears when I wake up.\Komari-san may have started to realize what happened to her brother.\Komari-san...\Hey, Riki-kun...\This Saturday, would you, you know, maybe... response:	Would you go on a date with me?
context: On New Year's Eve, the little match girl went to Heaven.\The girl's life disappeared along with the last shooting star.\Just like how my dream of Onii-chan disappears when I wake up.\Komari-san may have started to realize what happened to her brother.\Komari-san...\Hey, Riki-kun...\This Saturday, would you, you know, maybe...\Would you go on a date with me? response:	I want to go somewhere kind of far to look for it.
context: The girl's life disappeared along with the last shooting star.\Just like how my dream of Onii-chan disappears when I wake up.\Komari-san may have started to realize what happened to her brother.\Komari-san...\Hey, Riki-kun...\This Saturday, would you, you know, maybe...\Would you go on a date with me?\I want to go somewhere kind of far to look for it. response:	For something I lost.
context: Just like how my dream of Onii-chan disappears when I wake up.\Komari-san may have started to realize what happened to her brother.\Komari-san...\Hey, Riki-kun...\This Saturday, would you, you know, maybe...\Would you go on a date with me?\I want to go somewhere kind of far to look for it.\For something I lost. response:	Something you lost?
context: Komari-san may have started to realize what happened to her brother.\Komari-san...\Hey, Riki-kun...\This Saturday, would you, you know, maybe...\Would you go on a date with me?\I want to go somewhere kind of far to look for it.\For something I lost.\Something you lost? response:	My memories.
context: Komari-san...\Hey, Riki-kun...\This Saturday, would you, you know, maybe...\Would you go on a date with me?\I want to go somewhere kind of far to look for it.\For something I lost.\Something you lost?\My memories. response:	Sorry, did I keep you waiting?
context: Hey, Riki-kun...\This Saturday, would you, you know, maybe...\Would you go on a date with me?\I want to go somewhere kind of far to look for it.\For something I lost.\Something you lost?\My memories.\Sorry, did I keep you waiting? response:	No, I just got here.
context: This Saturday, would you, you know, maybe...\Would you go on a date with me?\I want to go somewhere kind of far to look for it.\For something I lost.\Something you lost?\My memories.\Sorry, did I keep you waiting?\No, I just got here. response:	I've always wanted to say that.
context: Would you go on a date with me?\I want to go somewhere kind of far to look for it.\For something I lost.\Something you lost?\My memories.\Sorry, did I keep you waiting?\No, I just got here.\I've always wanted to say that. response:	It's what everyone says when they wait for someone.
context: I want to go somewhere kind of far to look for it.\For something I lost.\Something you lost?\My memories.\Sorry, did I keep you waiting?\No, I just got here.\I've always wanted to say that.\It's what everyone says when they wait for someone. response:	Yeah. Those clothes...
context: For something I lost.\Something you lost?\My memories.\Sorry, did I keep you waiting?\No, I just got here.\I've always wanted to say that.\It's what everyone says when they wait for someone.\Yeah. Those clothes... response:	Do they look weird on me?
context: Something you lost?\My memories.\Sorry, did I keep you waiting?\No, I just got here.\I've always wanted to say that.\It's what everyone says when they wait for someone.\Yeah. Those clothes...\Do they look weird on me? response:	I don't think so.
context: My memories.\Sorry, did I keep you waiting?\No, I just got here.\I've always wanted to say that.\It's what everyone says when they wait for someone.\Yeah. Those clothes...\Do they look weird on me?\I don't think so. response:	I think they're just right.
context: Sorry, did I keep you waiting?\No, I just got here.\I've always wanted to say that.\It's what everyone says when they wait for someone.\Yeah. Those clothes...\Do they look weird on me?\I don't think so.\I think they're just right. response:	Alright, let's go!
context: No, I just got here.\I've always wanted to say that.\It's what everyone says when they wait for someone.\Yeah. Those clothes...\Do they look weird on me?\I don't think so.\I think they're just right.\Alright, let's go! response:	To find what I've lost.
context: I've always wanted to say that.\It's what everyone says when they wait for someone.\Yeah. Those clothes...\Do they look weird on me?\I don't think so.\I think they're just right.\Alright, let's go!\To find what I've lost. response:	You know, I used to live around here.
context: It's what everyone says when they wait for someone.\Yeah. Those clothes...\Do they look weird on me?\I don't think so.\I think they're just right.\Alright, let's go!\To find what I've lost.\You know, I used to live around here. response:	Really?
context: Yeah. Those clothes...\Do they look weird on me?\I don't think so.\I think they're just right.\Alright, let's go!\To find what I've lost.\You know, I used to live around here.\Really? response:	But I don't remember it very well.
context: Do they look weird on me?\I don't think so.\I think they're just right.\Alright, let's go!\To find what I've lost.\You know, I used to live around here.\Really?\But I don't remember it very well. response:	Even though I should have a lot of memories.
context: I don't think so.\I think they're just right.\Alright, let's go!\To find what I've lost.\You know, I used to live around here.\Really?\But I don't remember it very well.\Even though I should have a lot of memories. response:	Forgetting things you don't want to and things you have to remember is really sad.
context: I think they're just right.\Alright, let's go!\To find what I've lost.\You know, I used to live around here.\Really?\But I don't remember it very well.\Even though I should have a lot of memories.\Forgetting things you don't want to and things you have to remember is really sad. response:	Komari-san came here to remember her brother.
context: Alright, let's go!\To find what I've lost.\You know, I used to live around here.\Really?\But I don't remember it very well.\Even though I should have a lot of memories.\Forgetting things you don't want to and things you have to remember is really sad.\Komari-san came here to remember her brother. response:	A hospital?
context: To find what I've lost.\You know, I used to live around here.\Really?\But I don't remember it very well.\Even though I should have a lot of memories.\Forgetting things you don't want to and things you have to remember is really sad.\Komari-san came here to remember her brother.\A hospital? response:	Is that where her brother passed away?
context: You know, I used to live around here.\Really?\But I don't remember it very well.\Even though I should have a lot of memories.\Forgetting things you don't want to and things you have to remember is really sad.\Komari-san came here to remember her brother.\A hospital?\Is that where her brother passed away? response:	Riki-kun...
context: Really?\But I don't remember it very well.\Even though I should have a lot of memories.\Forgetting things you don't want to and things you have to remember is really sad.\Komari-san came here to remember her brother.\A hospital?\Is that where her brother passed away?\Riki-kun... response:	Are you... kind of sad?
context: But I don't remember it very well.\Even though I should have a lot of memories.\Forgetting things you don't want to and things you have to remember is really sad.\Komari-san came here to remember her brother.\A hospital?\Is that where her brother passed away?\Riki-kun...\Are you... kind of sad? response:	No, not at all.
context: Even though I should have a lot of memories.\Forgetting things you don't want to and things you have to remember is really sad.\Komari-san came here to remember her brother.\A hospital?\Is that where her brother passed away?\Riki-kun...\Are you... kind of sad?\No, not at all. response:	Let's go on a boat!
context: Forgetting things you don't want to and things you have to remember is really sad.\Komari-san came here to remember her brother.\A hospital?\Is that where her brother passed away?\Riki-kun...\Are you... kind of sad?\No, not at all.\Let's go on a boat! response:	It's so pretty.
context: Komari-san came here to remember her brother.\A hospital?\Is that where her brother passed away?\Riki-kun...\Are you... kind of sad?\No, not at all.\Let's go on a boat!\It's so pretty. response:	Yeah! It really is!
context: A hospital?\Is that where her brother passed away?\Riki-kun...\Are you... kind of sad?\No, not at all.\Let's go on a boat!\It's so pretty.\Yeah! It really is! response:	Wow, look at all the fishies!
context: Is that where her brother passed away?\Riki-kun...\Are you... kind of sad?\No, not at all.\Let's go on a boat!\It's so pretty.\Yeah! It really is!\Wow, look at all the fishies! response:	What are you looking at?
context: Riki-kun...\Are you... kind of sad?\No, not at all.\Let's go on a boat!\It's so pretty.\Yeah! It really is!\Wow, look at all the fishies!\What are you looking at? response:	The bottom of the lake.
context: Are you... kind of sad?\No, not at all.\Let's go on a boat!\It's so pretty.\Yeah! It really is!\Wow, look at all the fishies!\What are you looking at?\The bottom of the lake. response:	I can't see it.
context: No, not at all.\Let's go on a boat!\It's so pretty.\Yeah! It really is!\Wow, look at all the fishies!\What are you looking at?\The bottom of the lake.\I can't see it. response:	Her eyes were sad, as though she were looking for the bottom of her memories.
context: Let's go on a boat!\It's so pretty.\Yeah! It really is!\Wow, look at all the fishies!\What are you looking at?\The bottom of the lake.\I can't see it.\Her eyes were sad, as though she were looking for the bottom of her memories. response:	No matter how much her eyes were able to see,
context: It's so pretty.\Yeah! It really is!\Wow, look at all the fishies!\What are you looking at?\The bottom of the lake.\I can't see it.\Her eyes were sad, as though she were looking for the bottom of her memories.\No matter how much her eyes were able to see, response:	she was unable to see it.
context: Yeah! It really is!\Wow, look at all the fishies!\What are you looking at?\The bottom of the lake.\I can't see it.\Her eyes were sad, as though she were looking for the bottom of her memories.\No matter how much her eyes were able to see,\she was unable to see it. response:	Hey, I was thinking...
context: Wow, look at all the fishies!\What are you looking at?\The bottom of the lake.\I can't see it.\Her eyes were sad, as though she were looking for the bottom of her memories.\No matter how much her eyes were able to see,\she was unable to see it.\Hey, I was thinking... response:	You really want to remember your brother, right?
context: What are you looking at?\The bottom of the lake.\I can't see it.\Her eyes were sad, as though she were looking for the bottom of her memories.\No matter how much her eyes were able to see,\she was unable to see it.\Hey, I was thinking...\You really want to remember your brother, right? response:	Yeah.
context: The bottom of the lake.\I can't see it.\Her eyes were sad, as though she were looking for the bottom of her memories.\No matter how much her eyes were able to see,\she was unable to see it.\Hey, I was thinking...\You really want to remember your brother, right?\Yeah. response:	Losing something is sad.
context: I can't see it.\Her eyes were sad, as though she were looking for the bottom of her memories.\No matter how much her eyes were able to see,\she was unable to see it.\Hey, I was thinking...\You really want to remember your brother, right?\Yeah.\Losing something is sad. response:	Even when I lose something as tiny as a worn-out eraser,
context: Her eyes were sad, as though she were looking for the bottom of her memories.\No matter how much her eyes were able to see,\she was unable to see it.\Hey, I was thinking...\You really want to remember your brother, right?\Yeah.\Losing something is sad.\Even when I lose something as tiny as a worn-out eraser, response:	I feel pretty down for a day or so.
context: No matter how much her eyes were able to see,\she was unable to see it.\Hey, I was thinking...\You really want to remember your brother, right?\Yeah.\Losing something is sad.\Even when I lose something as tiny as a worn-out eraser,\I feel pretty down for a day or so. response:	That's why I'm looking for them.
context: she was unable to see it.\Hey, I was thinking...\You really want to remember your brother, right?\Yeah.\Losing something is sad.\Even when I lose something as tiny as a worn-out eraser,\I feel pretty down for a day or so.\That's why I'm looking for them. response:	Do you really have to look for them?
context: Hey, I was thinking...\You really want to remember your brother, right?\Yeah.\Losing something is sad.\Even when I lose something as tiny as a worn-out eraser,\I feel pretty down for a day or so.\That's why I'm looking for them.\Do you really have to look for them? response:	Your brother is always in your dreams.
context: You really want to remember your brother, right?\Yeah.\Losing something is sad.\Even when I lose something as tiny as a worn-out eraser,\I feel pretty down for a day or so.\That's why I'm looking for them.\Do you really have to look for them?\Your brother is always in your dreams. response:	Isn't that good enough?
context: Yeah.\Losing something is sad.\Even when I lose something as tiny as a worn-out eraser,\I feel pretty down for a day or so.\That's why I'm looking for them.\Do you really have to look for them?\Your brother is always in your dreams.\Isn't that good enough? response:	Then, Riki-kun...
context: Losing something is sad.\Even when I lose something as tiny as a worn-out eraser,\I feel pretty down for a day or so.\That's why I'm looking for them.\Do you really have to look for them?\Your brother is always in your dreams.\Isn't that good enough?\Then, Riki-kun... response:	Would you be my Onii-chan?
context: Even when I lose something as tiny as a worn-out eraser,\I feel pretty down for a day or so.\That's why I'm looking for them.\Do you really have to look for them?\Your brother is always in your dreams.\Isn't that good enough?\Then, Riki-kun...\Would you be my Onii-chan? response:	Did I surprise you?
context: I feel pretty down for a day or so.\That's why I'm looking for them.\Do you really have to look for them?\Your brother is always in your dreams.\Isn't that good enough?\Then, Riki-kun...\Would you be my Onii-chan?\Did I surprise you? response:	Can I sit next to you
context: That's why I'm looking for them.\Do you really have to look for them?\Your brother is always in your dreams.\Isn't that good enough?\Then, Riki-kun...\Would you be my Onii-chan?\Did I surprise you?\Can I sit next to you response:	We're back a bit later than planned.
context: Do you really have to look for them?\Your brother is always in your dreams.\Isn't that good enough?\Then, Riki-kun...\Would you be my Onii-chan?\Did I surprise you?\Can I sit next to you\We're back a bit later than planned. response:	And they said there was only a 20 chance of rain...
context: Your brother is always in your dreams.\Isn't that good enough?\Then, Riki-kun...\Would you be my Onii-chan?\Did I surprise you?\Can I sit next to you\We're back a bit later than planned.\And they said there was only a 20 chance of rain... response:	I don't like the rain.
context: Isn't that good enough?\Then, Riki-kun...\Would you be my Onii-chan?\Did I surprise you?\Can I sit next to you\We're back a bit later than planned.\And they said there was only a 20 chance of rain...\I don't like the rain. response:	Crackers get all soggy.
context: Then, Riki-kun...\Would you be my Onii-chan?\Did I surprise you?\Can I sit next to you\We're back a bit later than planned.\And they said there was only a 20 chance of rain...\I don't like the rain.\Crackers get all soggy. response:	Let's go!
context: Would you be my Onii-chan?\Did I surprise you?\Can I sit next to you\We're back a bit later than planned.\And they said there was only a 20 chance of rain...\I don't like the rain.\Crackers get all soggy.\Let's go! response:	No!
context: Did I surprise you?\Can I sit next to you\We're back a bit later than planned.\And they said there was only a 20 chance of rain...\I don't like the rain.\Crackers get all soggy.\Let's go!\No! response:	A thunderstorm with a 20 chance of rain?!
context: Can I sit next to you\We're back a bit later than planned.\And they said there was only a 20 chance of rain...\I don't like the rain.\Crackers get all soggy.\Let's go!\No!\A thunderstorm with a 20 chance of rain?! response:	I don't like scary things or spicy things...
context: We're back a bit later than planned.\And they said there was only a 20 chance of rain...\I don't like the rain.\Crackers get all soggy.\Let's go!\No!\A thunderstorm with a 20 chance of rain?!\I don't like scary things or spicy things... response:	Let's find a convenience store and get an umbrella.
context: And they said there was only a 20 chance of rain...\I don't like the rain.\Crackers get all soggy.\Let's go!\No!\A thunderstorm with a 20 chance of rain?!\I don't like scary things or spicy things...\Let's find a convenience store and get an umbrella. response:	What's wrong?
context: I don't like the rain.\Crackers get all soggy.\Let's go!\No!\A thunderstorm with a 20 chance of rain?!\I don't like scary things or spicy things...\Let's find a convenience store and get an umbrella.\What's wrong? response:	A kitten?
context: Crackers get all soggy.\Let's go!\No!\A thunderstorm with a 20 chance of rain?!\I don't like scary things or spicy things...\Let's find a convenience store and get an umbrella.\What's wrong?\A kitten? response:	It's not moving?
context: Let's go!\No!\A thunderstorm with a 20 chance of rain?!\I don't like scary things or spicy things...\Let's find a convenience store and get an umbrella.\What's wrong?\A kitten?\It's not moving? response:	Why...
context: No!\A thunderstorm with a 20 chance of rain?!\I don't like scary things or spicy things...\Let's find a convenience store and get an umbrella.\What's wrong?\A kitten?\It's not moving?\Why... response:	isn't it moving?
context: A thunderstorm with a 20 chance of rain?!\I don't like scary things or spicy things...\Let's find a convenience store and get an umbrella.\What's wrong?\A kitten?\It's not moving?\Why...\isn't it moving? response:	Komari-san?
context: I don't like scary things or spicy things...\Let's find a convenience store and get an umbrella.\What's wrong?\A kitten?\It's not moving?\Why...\isn't it moving?\Komari-san? response:	Komari-san!
context: Let's find a convenience store and get an umbrella.\What's wrong?\A kitten?\It's not moving?\Why...\isn't it moving?\Komari-san?\Komari-san! response:	Onii-chan, let's ride a boat when you get better, okay?
context: What's wrong?\A kitten?\It's not moving?\Why...\isn't it moving?\Komari-san?\Komari-san!\Onii-chan, let's ride a boat when you get better, okay? response:	It's a promise!
context: A kitten?\It's not moving?\Why...\isn't it moving?\Komari-san?\Komari-san!\Onii-chan, let's ride a boat when you get better, okay?\It's a promise! response:	Listen, Komari.
context: It's not moving?\Why...\isn't it moving?\Komari-san?\Komari-san!\Onii-chan, let's ride a boat when you get better, okay?\It's a promise!\Listen, Komari. response:	This was all just a dream.
context: Why...\isn't it moving?\Komari-san?\Komari-san!\Onii-chan, let's ride a boat when you get better, okay?\It's a promise!\Listen, Komari.\This was all just a dream. response:	All a dream.
context: isn't it moving?\Komari-san?\Komari-san!\Onii-chan, let's ride a boat when you get better, okay?\It's a promise!\Listen, Komari.\This was all just a dream.\All a dream. response:	Episode 5
context: Komari-san?\Komari-san!\Onii-chan, let's ride a boat when you get better, okay?\It's a promise!\Listen, Komari.\This was all just a dream.\All a dream.\Episode 5 response:	Episode 5
context: Komari-san!\Onii-chan, let's ride a boat when you get better, okay?\It's a promise!\Listen, Komari.\This was all just a dream.\All a dream.\Episode 5\Episode 5 response:	Episode 5
context: Onii-chan, let's ride a boat when you get better, okay?\It's a promise!\Listen, Komari.\This was all just a dream.\All a dream.\Episode 5\Episode 5\Episode 5 response:	To Find What I've Lost
context: It's a promise!\Listen, Komari.\This was all just a dream.\All a dream.\Episode 5\Episode 5\Episode 5\To Find What I've Lost response:	To Find What I've Lost
context: Listen, Komari.\This was all just a dream.\All a dream.\Episode 5\Episode 5\Episode 5\To Find What I've Lost\To Find What I've Lost response:	To Find What I've Lost
context: This was all just a dream.\All a dream.\Episode 5\Episode 5\Episode 5\To Find What I've Lost\To Find What I've Lost\To Find What I've Lost response:	akaneiro no kumo
context: All a dream.\Episode 5\Episode 5\Episode 5\To Find What I've Lost\To Find What I've Lost\To Find What I've Lost\akaneiro no kumo response:	The clouds, lit bright orange,
context: Episode 5\Episode 5\Episode 5\To Find What I've Lost\To Find What I've Lost\To Find What I've Lost\akaneiro no kumo\The clouds, lit bright orange, response:	akaneiro no kumo
context: Episode 5\Episode 5\To Find What I've Lost\To Find What I've Lost\To Find What I've Lost\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo response:	The clouds, lit bright orange,
context: Episode 5\To Find What I've Lost\To Find What I've Lost\To Find What I've Lost\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange, response:	omoide mo futatsu
context: To Find What I've Lost\To Find What I've Lost\To Find What I've Lost\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu response:	And two of our memories
context: To Find What I've Lost\To Find What I've Lost\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories response:	omoide mo futatsu
context: To Find What I've Lost\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu response:	And two of our memories
context: akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo response:	Floating far into the distance
context: akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo response:	Floating far into the distance
context: omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance response:	hibiku kane no oto
context: And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto response:	The sound of the bell echoing,
context: omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing, response:	hibiku kane no oto
context: And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto response:	The sound of the bell echoing,
context: tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing, response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	ashita wa tenki ni nare
