context: Interesting. response:	Wow.
context: You seem to be in a bad mood today, so I'm gonna leave.\O-Onii-tan...\Y-You know, I don't mind if you visit again.\Th-This is...!\It can't be...!\Another little sister type?\It has to be that!\That's right! response:	Neither the loli type nor the serious and tidy type!
context: O-Onii-tan...\Y-You know, I don't mind if you visit again.\Th-This is...!\It can't be...!\Another little sister type?\It has to be that!\That's right!\Neither the loli type nor the serious and tidy type! response:	The goofy...
context: Y-You know, I don't mind if you visit again.\Th-This is...!\It can't be...!\Another little sister type?\It has to be that!\That's right!\Neither the loli type nor the serious and tidy type!\The goofy... response:	Great work today!
context: Th-This is...!\It can't be...!\Another little sister type?\It has to be that!\That's right!\Neither the loli type nor the serious and tidy type!\The goofy...\Great work today! response:	You know, I didn't expect her to put in as much effort as she did.
context: It can't be...!\Another little sister type?\It has to be that!\That's right!\Neither the loli type nor the serious and tidy type!\The goofy...\Great work today!\You know, I didn't expect her to put in as much effort as she did. response:	Yeah?
context: Another little sister type?\It has to be that!\That's right!\Neither the loli type nor the serious and tidy type!\The goofy...\Great work today!\You know, I didn't expect her to put in as much effort as she did.\Yeah? response:	But that's her nature, isn't it?
context: It has to be that!\That's right!\Neither the loli type nor the serious and tidy type!\The goofy...\Great work today!\You know, I didn't expect her to put in as much effort as she did.\Yeah?\But that's her nature, isn't it? response:	Although I wanted to see more of her cute dere side.
context: That's right!\Neither the loli type nor the serious and tidy type!\The goofy...\Great work today!\You know, I didn't expect her to put in as much effort as she did.\Yeah?\But that's her nature, isn't it?\Although I wanted to see more of her cute dere side. response:	Yeah, same.
context: Neither the loli type nor the serious and tidy type!\The goofy...\Great work today!\You know, I didn't expect her to put in as much effort as she did.\Yeah?\But that's her nature, isn't it?\Although I wanted to see more of her cute dere side.\Yeah, same. response:	We already see enough of her tsun side on a daily basis.
context: The goofy...\Great work today!\You know, I didn't expect her to put in as much effort as she did.\Yeah?\But that's her nature, isn't it?\Although I wanted to see more of her cute dere side.\Yeah, same.\We already see enough of her tsun side on a daily basis. response:	But I guess she won't be able to pull that off during an event.
context: Great work today!\You know, I didn't expect her to put in as much effort as she did.\Yeah?\But that's her nature, isn't it?\Although I wanted to see more of her cute dere side.\Yeah, same.\We already see enough of her tsun side on a daily basis.\But I guess she won't be able to pull that off during an event. response:	Because, you know, Misa-chan...
context: You know, I didn't expect her to put in as much effort as she did.\Yeah?\But that's her nature, isn't it?\Although I wanted to see more of her cute dere side.\Yeah, same.\We already see enough of her tsun side on a daily basis.\But I guess she won't be able to pull that off during an event.\Because, you know, Misa-chan... response:	Aren't you gonna thank me?
context: Yeah?\But that's her nature, isn't it?\Although I wanted to see more of her cute dere side.\Yeah, same.\We already see enough of her tsun side on a daily basis.\But I guess she won't be able to pull that off during an event.\Because, you know, Misa-chan...\Aren't you gonna thank me? response:	Why should I?
context: But that's her nature, isn't it?\Although I wanted to see more of her cute dere side.\Yeah, same.\We already see enough of her tsun side on a daily basis.\But I guess she won't be able to pull that off during an event.\Because, you know, Misa-chan...\Aren't you gonna thank me?\Why should I? response:	It was a success thanks to me, right?
context: Although I wanted to see more of her cute dere side.\Yeah, same.\We already see enough of her tsun side on a daily basis.\But I guess she won't be able to pull that off during an event.\Because, you know, Misa-chan...\Aren't you gonna thank me?\Why should I?\It was a success thanks to me, right? response:	I would hardly consider that a success.
context: Yeah, same.\We already see enough of her tsun side on a daily basis.\But I guess she won't be able to pull that off during an event.\Because, you know, Misa-chan...\Aren't you gonna thank me?\Why should I?\It was a success thanks to me, right?\I would hardly consider that a success. response:	It was an embarrassing display of my lack of ability.
context: We already see enough of her tsun side on a daily basis.\But I guess she won't be able to pull that off during an event.\Because, you know, Misa-chan...\Aren't you gonna thank me?\Why should I?\It was a success thanks to me, right?\I would hardly consider that a success.\It was an embarrassing display of my lack of ability. response:	When I'm putting everything into acting, I lose the ability to make calm decisions,
context: But I guess she won't be able to pull that off during an event.\Because, you know, Misa-chan...\Aren't you gonna thank me?\Why should I?\It was a success thanks to me, right?\I would hardly consider that a success.\It was an embarrassing display of my lack of ability.\When I'm putting everything into acting, I lose the ability to make calm decisions, response:	causing me to flip out like I did.
context: Because, you know, Misa-chan...\Aren't you gonna thank me?\Why should I?\It was a success thanks to me, right?\I would hardly consider that a success.\It was an embarrassing display of my lack of ability.\When I'm putting everything into acting, I lose the ability to make calm decisions,\causing me to flip out like I did. response:	So stop trying to act.
context: Aren't you gonna thank me?\Why should I?\It was a success thanks to me, right?\I would hardly consider that a success.\It was an embarrassing display of my lack of ability.\When I'm putting everything into acting, I lose the ability to make calm decisions,\causing me to flip out like I did.\So stop trying to act. response:	You're fine the way you are.
context: Why should I?\It was a success thanks to me, right?\I would hardly consider that a success.\It was an embarrassing display of my lack of ability.\When I'm putting everything into acting, I lose the ability to make calm decisions,\causing me to flip out like I did.\So stop trying to act.\You're fine the way you are. response:	There's no way I can soothe anyone by always acting the way I usually do!
context: It was a success thanks to me, right?\I would hardly consider that a success.\It was an embarrassing display of my lack of ability.\When I'm putting everything into acting, I lose the ability to make calm decisions,\causing me to flip out like I did.\So stop trying to act.\You're fine the way you are.\There's no way I can soothe anyone by always acting the way I usually do! response:	Really?
context: I would hardly consider that a success.\It was an embarrassing display of my lack of ability.\When I'm putting everything into acting, I lose the ability to make calm decisions,\causing me to flip out like I did.\So stop trying to act.\You're fine the way you are.\There's no way I can soothe anyone by always acting the way I usually do!\Really? response:	I think you'd make the greatest sister in the world.
context: It was an embarrassing display of my lack of ability.\When I'm putting everything into acting, I lose the ability to make calm decisions,\causing me to flip out like I did.\So stop trying to act.\You're fine the way you are.\There's no way I can soothe anyone by always acting the way I usually do!\Really?\I think you'd make the greatest sister in the world. response:	S-Shut up, stupid!
context: When I'm putting everything into acting, I lose the ability to make calm decisions,\causing me to flip out like I did.\So stop trying to act.\You're fine the way you are.\There's no way I can soothe anyone by always acting the way I usually do!\Really?\I think you'd make the greatest sister in the world.\S-Shut up, stupid! response:	Hey, look!
context: causing me to flip out like I did.\So stop trying to act.\You're fine the way you are.\There's no way I can soothe anyone by always acting the way I usually do!\Really?\I think you'd make the greatest sister in the world.\S-Shut up, stupid!\Hey, look! response:	Here comes Usui-senpai!
context: So stop trying to act.\You're fine the way you are.\There's no way I can soothe anyone by always acting the way I usually do!\Really?\I think you'd make the greatest sister in the world.\S-Shut up, stupid!\Hey, look!\Here comes Usui-senpai! response:	Good luck!
context: You're fine the way you are.\There's no way I can soothe anyone by always acting the way I usually do!\Really?\I think you'd make the greatest sister in the world.\S-Shut up, stupid!\Hey, look!\Here comes Usui-senpai!\Good luck! response:	Can I help you?
context: There's no way I can soothe anyone by always acting the way I usually do!\Really?\I think you'd make the greatest sister in the world.\S-Shut up, stupid!\Hey, look!\Here comes Usui-senpai!\Good luck!\Can I help you? response:	Y-Yes...!
context: Really?\I think you'd make the greatest sister in the world.\S-Shut up, stupid!\Hey, look!\Here comes Usui-senpai!\Good luck!\Can I help you?\Y-Yes...! response:	I'm sorry for calling you out here.
context: I think you'd make the greatest sister in the world.\S-Shut up, stupid!\Hey, look!\Here comes Usui-senpai!\Good luck!\Can I help you?\Y-Yes...!\I'm sorry for calling you out here. response:	W-Well, there's something I wanted to tell you up front.
context: S-Shut up, stupid!\Hey, look!\Here comes Usui-senpai!\Good luck!\Can I help you?\Y-Yes...!\I'm sorry for calling you out here.\W-Well, there's something I wanted to tell you up front. response:	The thing is, I've always had feelings for you even before I entered this school...!
context: Hey, look!\Here comes Usui-senpai!\Good luck!\Can I help you?\Y-Yes...!\I'm sorry for calling you out here.\W-Well, there's something I wanted to tell you up front.\The thing is, I've always had feelings for you even before I entered this school...! response:	Will you go out with me?
context: Here comes Usui-senpai!\Good luck!\Can I help you?\Y-Yes...!\I'm sorry for calling you out here.\W-Well, there's something I wanted to tell you up front.\The thing is, I've always had feelings for you even before I entered this school...!\Will you go out with me? response:	That was close...!
context: Good luck!\Can I help you?\Y-Yes...!\I'm sorry for calling you out here.\W-Well, there's something I wanted to tell you up front.\The thing is, I've always had feelings for you even before I entered this school...!\Will you go out with me?\That was close...! response:	Usui-senpai?
context: Can I help you?\Y-Yes...!\I'm sorry for calling you out here.\W-Well, there's something I wanted to tell you up front.\The thing is, I've always had feelings for you even before I entered this school...!\Will you go out with me?\That was close...!\Usui-senpai? response:	I'm a high-level otaku who loves maids more than anything.
context: Y-Yes...!\I'm sorry for calling you out here.\W-Well, there's something I wanted to tell you up front.\The thing is, I've always had feelings for you even before I entered this school...!\Will you go out with me?\That was close...!\Usui-senpai?\I'm a high-level otaku who loves maids more than anything. response:	All of my favorite books have to do with maids, and all the cafes I visit have maids.
context: I'm sorry for calling you out here.\W-Well, there's something I wanted to tell you up front.\The thing is, I've always had feelings for you even before I entered this school...!\Will you go out with me?\That was close...!\Usui-senpai?\I'm a high-level otaku who loves maids more than anything.\All of my favorite books have to do with maids, and all the cafes I visit have maids. response:	Of course, I collect figures as well.
context: W-Well, there's something I wanted to tell you up front.\The thing is, I've always had feelings for you even before I entered this school...!\Will you go out with me?\That was close...!\Usui-senpai?\I'm a high-level otaku who loves maids more than anything.\All of my favorite books have to do with maids, and all the cafes I visit have maids.\Of course, I collect figures as well. response:	I'd play maid games, get excited, say stuff like moe moe,
context: The thing is, I've always had feelings for you even before I entered this school...!\Will you go out with me?\That was close...!\Usui-senpai?\I'm a high-level otaku who loves maids more than anything.\All of my favorite books have to do with maids, and all the cafes I visit have maids.\Of course, I collect figures as well.\I'd play maid games, get excited, say stuff like moe moe, response:	and even crossdress as a maid myself.
context: Will you go out with me?\That was close...!\Usui-senpai?\I'm a high-level otaku who loves maids more than anything.\All of my favorite books have to do with maids, and all the cafes I visit have maids.\Of course, I collect figures as well.\I'd play maid games, get excited, say stuff like moe moe,\and even crossdress as a maid myself. response:	Later.
context: That was close...!\Usui-senpai?\I'm a high-level otaku who loves maids more than anything.\All of my favorite books have to do with maids, and all the cafes I visit have maids.\Of course, I collect figures as well.\I'd play maid games, get excited, say stuff like moe moe,\and even crossdress as a maid myself.\Later. response:	Get yourself together! He's testing you!
context: Usui-senpai?\I'm a high-level otaku who loves maids more than anything.\All of my favorite books have to do with maids, and all the cafes I visit have maids.\Of course, I collect figures as well.\I'd play maid games, get excited, say stuff like moe moe,\and even crossdress as a maid myself.\Later.\Get yourself together! He's testing you! response:	There's no way he's an otaku!
context: I'm a high-level otaku who loves maids more than anything.\All of my favorite books have to do with maids, and all the cafes I visit have maids.\Of course, I collect figures as well.\I'd play maid games, get excited, say stuff like moe moe,\and even crossdress as a maid myself.\Later.\Get yourself together! He's testing you!\There's no way he's an otaku! response:	I don't mind!
context: All of my favorite books have to do with maids, and all the cafes I visit have maids.\Of course, I collect figures as well.\I'd play maid games, get excited, say stuff like moe moe,\and even crossdress as a maid myself.\Later.\Get yourself together! He's testing you!\There's no way he's an otaku!\I don't mind! response:	If that's really true, I'll change myself to suit your tastes, senpai!
context: Of course, I collect figures as well.\I'd play maid games, get excited, say stuff like moe moe,\and even crossdress as a maid myself.\Later.\Get yourself together! He's testing you!\There's no way he's an otaku!\I don't mind!\If that's really true, I'll change myself to suit your tastes, senpai! response:	But that won't do.
context: I'd play maid games, get excited, say stuff like moe moe,\and even crossdress as a maid myself.\Later.\Get yourself together! He's testing you!\There's no way he's an otaku!\I don't mind!\If that's really true, I'll change myself to suit your tastes, senpai!\But that won't do. response:	Usui. The next class is about to begin.
context: and even crossdress as a maid myself.\Later.\Get yourself together! He's testing you!\There's no way he's an otaku!\I don't mind!\If that's really true, I'll change myself to suit your tastes, senpai!\But that won't do.\Usui. The next class is about to begin. response:	Prez...
context: Later.\Get yourself together! He's testing you!\There's no way he's an otaku!\I don't mind!\If that's really true, I'll change myself to suit your tastes, senpai!\But that won't do.\Usui. The next class is about to begin.\Prez... response:	Please take off your uniform.
context: Get yourself together! He's testing you!\There's no way he's an otaku!\I don't mind!\If that's really true, I'll change myself to suit your tastes, senpai!\But that won't do.\Usui. The next class is about to begin.\Prez...\Please take off your uniform. response:	What...
context: There's no way he's an otaku!\I don't mind!\If that's really true, I'll change myself to suit your tastes, senpai!\But that won't do.\Usui. The next class is about to begin.\Prez...\Please take off your uniform.\What... response:	You were going to hold in the pain until the next break with your arm like this?
context: I don't mind!\If that's really true, I'll change myself to suit your tastes, senpai!\But that won't do.\Usui. The next class is about to begin.\Prez...\Please take off your uniform.\What...\You were going to hold in the pain until the next break with your arm like this? response:	I'm not visibly bleeding or anything.
context: If that's really true, I'll change myself to suit your tastes, senpai!\But that won't do.\Usui. The next class is about to begin.\Prez...\Please take off your uniform.\What...\You were going to hold in the pain until the next break with your arm like this?\I'm not visibly bleeding or anything. response:	A strong-minded way of thinking, as expected from you.
context: But that won't do.\Usui. The next class is about to begin.\Prez...\Please take off your uniform.\What...\You were going to hold in the pain until the next break with your arm like this?\I'm not visibly bleeding or anything.\A strong-minded way of thinking, as expected from you. response:	Besides, why were you watching that?
context: Usui. The next class is about to begin.\Prez...\Please take off your uniform.\What...\You were going to hold in the pain until the next break with your arm like this?\I'm not visibly bleeding or anything.\A strong-minded way of thinking, as expected from you.\Besides, why were you watching that? response:	Your timing is always so good.
context: Prez...\Please take off your uniform.\What...\You were going to hold in the pain until the next break with your arm like this?\I'm not visibly bleeding or anything.\A strong-minded way of thinking, as expected from you.\Besides, why were you watching that?\Your timing is always so good. response:	Not like I can help it.
context: Please take off your uniform.\What...\You were going to hold in the pain until the next break with your arm like this?\I'm not visibly bleeding or anything.\A strong-minded way of thinking, as expected from you.\Besides, why were you watching that?\Your timing is always so good.\Not like I can help it. response:	You're always there wherever I go.
context: What...\You were going to hold in the pain until the next break with your arm like this?\I'm not visibly bleeding or anything.\A strong-minded way of thinking, as expected from you.\Besides, why were you watching that?\Your timing is always so good.\Not like I can help it.\You're always there wherever I go. response:	It's destiny.
context: You were going to hold in the pain until the next break with your arm like this?\I'm not visibly bleeding or anything.\A strong-minded way of thinking, as expected from you.\Besides, why were you watching that?\Your timing is always so good.\Not like I can help it.\You're always there wherever I go.\It's destiny. response:	Besides, I'm the one who's surprised every time.
context: I'm not visibly bleeding or anything.\A strong-minded way of thinking, as expected from you.\Besides, why were you watching that?\Your timing is always so good.\Not like I can help it.\You're always there wherever I go.\It's destiny.\Besides, I'm the one who's surprised every time. response:	Especially when I see you at school.
context: A strong-minded way of thinking, as expected from you.\Besides, why were you watching that?\Your timing is always so good.\Not like I can help it.\You're always there wherever I go.\It's destiny.\Besides, I'm the one who's surprised every time.\Especially when I see you at school. response:	Most of the time, you're protecting the girls and telling off the guys.
context: Besides, why were you watching that?\Your timing is always so good.\Not like I can help it.\You're always there wherever I go.\It's destiny.\Besides, I'm the one who's surprised every time.\Especially when I see you at school.\Most of the time, you're protecting the girls and telling off the guys. response:	It always makes me wonder what shoujo manga you're the'hero' of.
context: Your timing is always so good.\Not like I can help it.\You're always there wherever I go.\It's destiny.\Besides, I'm the one who's surprised every time.\Especially when I see you at school.\Most of the time, you're protecting the girls and telling off the guys.\It always makes me wonder what shoujo manga you're the'hero' of. response:	Well excuse me for not being feminine!
context: Not like I can help it.\You're always there wherever I go.\It's destiny.\Besides, I'm the one who's surprised every time.\Especially when I see you at school.\Most of the time, you're protecting the girls and telling off the guys.\It always makes me wonder what shoujo manga you're the'hero' of.\Well excuse me for not being feminine! response:	What's wrong with a girl protecting other girls?
context: You're always there wherever I go.\It's destiny.\Besides, I'm the one who's surprised every time.\Especially when I see you at school.\Most of the time, you're protecting the girls and telling off the guys.\It always makes me wonder what shoujo manga you're the'hero' of.\Well excuse me for not being feminine!\What's wrong with a girl protecting other girls? response:	Did I ever say there was something wrong with it?
context: It's destiny.\Besides, I'm the one who's surprised every time.\Especially when I see you at school.\Most of the time, you're protecting the girls and telling off the guys.\It always makes me wonder what shoujo manga you're the'hero' of.\Well excuse me for not being feminine!\What's wrong with a girl protecting other girls?\Did I ever say there was something wrong with it? response:	But I didn't expect you to put your body on the line to protect a guy, like you just did earlier.
context: Besides, I'm the one who's surprised every time.\Especially when I see you at school.\Most of the time, you're protecting the girls and telling off the guys.\It always makes me wonder what shoujo manga you're the'hero' of.\Well excuse me for not being feminine!\What's wrong with a girl protecting other girls?\Did I ever say there was something wrong with it?\But I didn't expect you to put your body on the line to protect a guy, like you just did earlier. response:	What else could I do?
context: Especially when I see you at school.\Most of the time, you're protecting the girls and telling off the guys.\It always makes me wonder what shoujo manga you're the'hero' of.\Well excuse me for not being feminine!\What's wrong with a girl protecting other girls?\Did I ever say there was something wrong with it?\But I didn't expect you to put your body on the line to protect a guy, like you just did earlier.\What else could I do? response:	I couldn't just sit back and watch.
context: Most of the time, you're protecting the girls and telling off the guys.\It always makes me wonder what shoujo manga you're the'hero' of.\Well excuse me for not being feminine!\What's wrong with a girl protecting other girls?\Did I ever say there was something wrong with it?\But I didn't expect you to put your body on the line to protect a guy, like you just did earlier.\What else could I do?\I couldn't just sit back and watch. response:	So even if you end up getting hurt really badly,
context: It always makes me wonder what shoujo manga you're the'hero' of.\Well excuse me for not being feminine!\What's wrong with a girl protecting other girls?\Did I ever say there was something wrong with it?\But I didn't expect you to put your body on the line to protect a guy, like you just did earlier.\What else could I do?\I couldn't just sit back and watch.\So even if you end up getting hurt really badly, response:	you'd go and save someone regardless of their gender?
context: Well excuse me for not being feminine!\What's wrong with a girl protecting other girls?\Did I ever say there was something wrong with it?\But I didn't expect you to put your body on the line to protect a guy, like you just did earlier.\What else could I do?\I couldn't just sit back and watch.\So even if you end up getting hurt really badly,\you'd go and save someone regardless of their gender? response:	Of course.
context: What's wrong with a girl protecting other girls?\Did I ever say there was something wrong with it?\But I didn't expect you to put your body on the line to protect a guy, like you just did earlier.\What else could I do?\I couldn't just sit back and watch.\So even if you end up getting hurt really badly,\you'd go and save someone regardless of their gender?\Of course. response:	I'd even go and save you.
context: Did I ever say there was something wrong with it?\But I didn't expect you to put your body on the line to protect a guy, like you just did earlier.\What else could I do?\I couldn't just sit back and watch.\So even if you end up getting hurt really badly,\you'd go and save someone regardless of their gender?\Of course.\I'd even go and save you. response:	I'm glad to hear it, Misa-chan.
context: But I didn't expect you to put your body on the line to protect a guy, like you just did earlier.\What else could I do?\I couldn't just sit back and watch.\So even if you end up getting hurt really badly,\you'd go and save someone regardless of their gender?\Of course.\I'd even go and save you.\I'm glad to hear it, Misa-chan. response:	You're making fun of me, aren't you?!
context: What else could I do?\I couldn't just sit back and watch.\So even if you end up getting hurt really badly,\you'd go and save someone regardless of their gender?\Of course.\I'd even go and save you.\I'm glad to hear it, Misa-chan.\You're making fun of me, aren't you?! response:	Oh my gosh, Misa-chan! What happened to your arm?!
context: I couldn't just sit back and watch.\So even if you end up getting hurt really badly,\you'd go and save someone regardless of their gender?\Of course.\I'd even go and save you.\I'm glad to hear it, Misa-chan.\You're making fun of me, aren't you?!\Oh my gosh, Misa-chan! What happened to your arm?! response:	Sorry, something happened at school.
context: So even if you end up getting hurt really badly,\you'd go and save someone regardless of their gender?\Of course.\I'd even go and save you.\I'm glad to hear it, Misa-chan.\You're making fun of me, aren't you?!\Oh my gosh, Misa-chan! What happened to your arm?!\Sorry, something happened at school. response:	Someone made a big a deal out of it and applied too much medicine.
context: you'd go and save someone regardless of their gender?\Of course.\I'd even go and save you.\I'm glad to hear it, Misa-chan.\You're making fun of me, aren't you?!\Oh my gosh, Misa-chan! What happened to your arm?!\Sorry, something happened at school.\Someone made a big a deal out of it and applied too much medicine. response:	I'm surprised you can say that when it was so swollen.
context: Of course.\I'd even go and save you.\I'm glad to hear it, Misa-chan.\You're making fun of me, aren't you?!\Oh my gosh, Misa-chan! What happened to your arm?!\Sorry, something happened at school.\Someone made a big a deal out of it and applied too much medicine.\I'm surprised you can say that when it was so swollen. response:	Usui!
context: I'd even go and save you.\I'm glad to hear it, Misa-chan.\You're making fun of me, aren't you?!\Oh my gosh, Misa-chan! What happened to your arm?!\Sorry, something happened at school.\Someone made a big a deal out of it and applied too much medicine.\I'm surprised you can say that when it was so swollen.\Usui! response:	Men aren't allowed to be in here!
context: I'm glad to hear it, Misa-chan.\You're making fun of me, aren't you?!\Oh my gosh, Misa-chan! What happened to your arm?!\Sorry, something happened at school.\Someone made a big a deal out of it and applied too much medicine.\I'm surprised you can say that when it was so swollen.\Usui!\Men aren't allowed to be in here! response:	I'm going to go work my shift, so hurry up and go home!
context: You're making fun of me, aren't you?!\Oh my gosh, Misa-chan! What happened to your arm?!\Sorry, something happened at school.\Someone made a big a deal out of it and applied too much medicine.\I'm surprised you can say that when it was so swollen.\Usui!\Men aren't allowed to be in here!\I'm going to go work my shift, so hurry up and go home! response:	Roger.
context: Oh my gosh, Misa-chan! What happened to your arm?!\Sorry, something happened at school.\Someone made a big a deal out of it and applied too much medicine.\I'm surprised you can say that when it was so swollen.\Usui!\Men aren't allowed to be in here!\I'm going to go work my shift, so hurry up and go home!\Roger. response:	Well then, Chief, I'm going out.
context: Sorry, something happened at school.\Someone made a big a deal out of it and applied too much medicine.\I'm surprised you can say that when it was so swollen.\Usui!\Men aren't allowed to be in here!\I'm going to go work my shift, so hurry up and go home!\Roger.\Well then, Chief, I'm going out. response:	Let me know if it starts hurting again, Misa-chan!
context: Someone made a big a deal out of it and applied too much medicine.\I'm surprised you can say that when it was so swollen.\Usui!\Men aren't allowed to be in here!\I'm going to go work my shift, so hurry up and go home!\Roger.\Well then, Chief, I'm going out.\Let me know if it starts hurting again, Misa-chan! response:	Well then, I'll be supporting Misa-chan throughout the day,
context: I'm surprised you can say that when it was so swollen.\Usui!\Men aren't allowed to be in here!\I'm going to go work my shift, so hurry up and go home!\Roger.\Well then, Chief, I'm going out.\Let me know if it starts hurting again, Misa-chan!\Well then, I'll be supporting Misa-chan throughout the day, response:	so you can rest easy.
context: Usui!\Men aren't allowed to be in here!\I'm going to go work my shift, so hurry up and go home!\Roger.\Well then, Chief, I'm going out.\Let me know if it starts hurting again, Misa-chan!\Well then, I'll be supporting Misa-chan throughout the day,\so you can rest easy. response:	If you help her out so bluntly, she'll just try to work harder.
context: Men aren't allowed to be in here!\I'm going to go work my shift, so hurry up and go home!\Roger.\Well then, Chief, I'm going out.\Let me know if it starts hurting again, Misa-chan!\Well then, I'll be supporting Misa-chan throughout the day,\so you can rest easy.\If you help her out so bluntly, she'll just try to work harder. response:	So please don't let her realize that you're helping her out.
context: I'm going to go work my shift, so hurry up and go home!\Roger.\Well then, Chief, I'm going out.\Let me know if it starts hurting again, Misa-chan!\Well then, I'll be supporting Misa-chan throughout the day,\so you can rest easy.\If you help her out so bluntly, she'll just try to work harder.\So please don't let her realize that you're helping her out. response:	Moe! Moe! Moe!
context: Roger.\Well then, Chief, I'm going out.\Let me know if it starts hurting again, Misa-chan!\Well then, I'll be supporting Misa-chan throughout the day,\so you can rest easy.\If you help her out so bluntly, she'll just try to work harder.\So please don't let her realize that you're helping her out.\Moe! Moe! Moe! response:	Oh no! The flowers of moe!
context: Well then, Chief, I'm going out.\Let me know if it starts hurting again, Misa-chan!\Well then, I'll be supporting Misa-chan throughout the day,\so you can rest easy.\If you help her out so bluntly, she'll just try to work harder.\So please don't let her realize that you're helping her out.\Moe! Moe! Moe!\Oh no! The flowers of moe! response:	It must be hard for you, Usui-kun.
context: Let me know if it starts hurting again, Misa-chan!\Well then, I'll be supporting Misa-chan throughout the day,\so you can rest easy.\If you help her out so bluntly, she'll just try to work harder.\So please don't let her realize that you're helping her out.\Moe! Moe! Moe!\Oh no! The flowers of moe!\It must be hard for you, Usui-kun. response:	Not really.
context: Well then, I'll be supporting Misa-chan throughout the day,\so you can rest easy.\If you help her out so bluntly, she'll just try to work harder.\So please don't let her realize that you're helping her out.\Moe! Moe! Moe!\Oh no! The flowers of moe!\It must be hard for you, Usui-kun.\Not really. response:	I'm just having fun, so I've never thought of it as a bother.
context: so you can rest easy.\If you help her out so bluntly, she'll just try to work harder.\So please don't let her realize that you're helping her out.\Moe! Moe! Moe!\Oh no! The flowers of moe!\It must be hard for you, Usui-kun.\Not really.\I'm just having fun, so I've never thought of it as a bother. response:	I guess.
context: If you help her out so bluntly, she'll just try to work harder.\So please don't let her realize that you're helping her out.\Moe! Moe! Moe!\Oh no! The flowers of moe!\It must be hard for you, Usui-kun.\Not really.\I'm just having fun, so I've never thought of it as a bother.\I guess. response:	Hardworking Misa-chan is fun to watch, I guess.
context: So please don't let her realize that you're helping her out.\Moe! Moe! Moe!\Oh no! The flowers of moe!\It must be hard for you, Usui-kun.\Not really.\I'm just having fun, so I've never thought of it as a bother.\I guess.\Hardworking Misa-chan is fun to watch, I guess. response:	Not everyone can put their all into everything they do, even if they try.
context: Moe! Moe! Moe!\Oh no! The flowers of moe!\It must be hard for you, Usui-kun.\Not really.\I'm just having fun, so I've never thought of it as a bother.\I guess.\Hardworking Misa-chan is fun to watch, I guess.\Not everyone can put their all into everything they do, even if they try. response:	Even so, Misa-chan does just that to the point that it makes us worry.
context: Oh no! The flowers of moe!\It must be hard for you, Usui-kun.\Not really.\I'm just having fun, so I've never thought of it as a bother.\I guess.\Hardworking Misa-chan is fun to watch, I guess.\Not everyone can put their all into everything they do, even if they try.\Even so, Misa-chan does just that to the point that it makes us worry. response:	PLACEHOLDER
context: It must be hard for you, Usui-kun.\Not really.\I'm just having fun, so I've never thought of it as a bother.\I guess.\Hardworking Misa-chan is fun to watch, I guess.\Not everyone can put their all into everything they do, even if they try.\Even so, Misa-chan does just that to the point that it makes us worry.\PLACEHOLDER response:	I'll pass you someday!
context: Not really.\I'm just having fun, so I've never thought of it as a bother.\I guess.\Hardworking Misa-chan is fun to watch, I guess.\Not everyone can put their all into everything they do, even if they try.\Even so, Misa-chan does just that to the point that it makes us worry.\PLACEHOLDER\I'll pass you someday! response:	She's an outstanding girl who can already do just about everything,
context: I'm just having fun, so I've never thought of it as a bother.\I guess.\Hardworking Misa-chan is fun to watch, I guess.\Not everyone can put their all into everything they do, even if they try.\Even so, Misa-chan does just that to the point that it makes us worry.\PLACEHOLDER\I'll pass you someday!\She's an outstanding girl who can already do just about everything, response:	but it's hard to look away from her since you can really tell that she's trying to work harder.
context: I guess.\Hardworking Misa-chan is fun to watch, I guess.\Not everyone can put their all into everything they do, even if they try.\Even so, Misa-chan does just that to the point that it makes us worry.\PLACEHOLDER\I'll pass you someday!\She's an outstanding girl who can already do just about everything,\but it's hard to look away from her since you can really tell that she's trying to work harder. response:	It's almost like she's giving you the strength to work harder yourself.
context: Hardworking Misa-chan is fun to watch, I guess.\Not everyone can put their all into everything they do, even if they try.\Even so, Misa-chan does just that to the point that it makes us worry.\PLACEHOLDER\I'll pass you someday!\She's an outstanding girl who can already do just about everything,\but it's hard to look away from her since you can really tell that she's trying to work harder.\It's almost like she's giving you the strength to work harder yourself. response:	Isn't that what makes it fun for you, Usui-kun?
context: Not everyone can put their all into everything they do, even if they try.\Even so, Misa-chan does just that to the point that it makes us worry.\PLACEHOLDER\I'll pass you someday!\She's an outstanding girl who can already do just about everything,\but it's hard to look away from her since you can really tell that she's trying to work harder.\It's almost like she's giving you the strength to work harder yourself.\Isn't that what makes it fun for you, Usui-kun? response:	Oh yeah, I thought of a good color for Misa-chan.
context: Even so, Misa-chan does just that to the point that it makes us worry.\PLACEHOLDER\I'll pass you someday!\She's an outstanding girl who can already do just about everything,\but it's hard to look away from her since you can really tell that she's trying to work harder.\It's almost like she's giving you the strength to work harder yourself.\Isn't that what makes it fun for you, Usui-kun?\Oh yeah, I thought of a good color for Misa-chan. response:	Huh?
