context: Huh? Where'd I put my pass? response:	Ah, here it is.
context: and I sleep happily.\I already want to see you, even though we just said our goodbyes.\Yet...\Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming.\I'm sure I'll be fine because you're there, the only one for me.\Your love is so large response:	that it wraps me up like the blue sky above.
context: I already want to see you, even though we just said our goodbyes.\Yet...\Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming.\I'm sure I'll be fine because you're there, the only one for me.\Your love is so large\that it wraps me up like the blue sky above. response:	Even if there are tears coming,
context: Yet...\Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming.\I'm sure I'll be fine because you're there, the only one for me.\Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming, response:	I'm sure I'll be fine because you're there, the only one for me.
context: Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming.\I'm sure I'll be fine because you're there, the only one for me.\Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming,\I'm sure I'll be fine because you're there, the only one for me. response:	Episode 15 Preview...
context: that it wraps me up like the blue sky above.\Even if there are tears coming.\I'm sure I'll be fine because you're there, the only one for me.\Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming,\I'm sure I'll be fine because you're there, the only one for me.\Episode 15 Preview... response:	Even though we broke up, I still don't want to hurt him?
context: Even if there are tears coming.\I'm sure I'll be fine because you're there, the only one for me.\Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming,\I'm sure I'll be fine because you're there, the only one for me.\Episode 15 Preview...\Even though we broke up, I still don't want to hurt him? response:	Excuse me.
context: I'm sure I'll be fine because you're there, the only one for me.\Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming,\I'm sure I'll be fine because you're there, the only one for me.\Episode 15 Preview...\Even though we broke up, I still don't want to hurt him?\Excuse me. response:	She's my girlfriend, so would you please not do that?
context: Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming,\I'm sure I'll be fine because you're there, the only one for me.\Episode 15 Preview...\Even though we broke up, I still don't want to hurt him?\Excuse me.\She's my girlfriend, so would you please not do that? response:	How is one able... to forget about the dead?
context: that it wraps me up like the blue sky above.\Even if there are tears coming,\I'm sure I'll be fine because you're there, the only one for me.\Episode 15 Preview...\Even though we broke up, I still don't want to hurt him?\Excuse me.\She's my girlfriend, so would you please not do that?\How is one able... to forget about the dead? response:	You turn them into memories.
context: Even if there are tears coming,\I'm sure I'll be fine because you're there, the only one for me.\Episode 15 Preview...\Even though we broke up, I still don't want to hurt him?\Excuse me.\She's my girlfriend, so would you please not do that?\How is one able... to forget about the dead?\You turn them into memories. response:	Who will be left crying, and who will be left laughing?
