context: Wait. response:	Be a good apple and stay where you are.
context: Therefore, I'm going to clean up Misaki's disguise set as well.\See ya, Misaki.\It was fun, wasn't it?\I'll see you tomorrow, Misaki-san.\It's a short cut if you go through the park.\Then let's do that.\Um...\I guess I'll go home, too. response:	Usui?
context: See ya, Misaki.\It was fun, wasn't it?\I'll see you tomorrow, Misaki-san.\It's a short cut if you go through the park.\Then let's do that.\Um...\I guess I'll go home, too.\Usui? response:	Stop it.
context: It was fun, wasn't it?\I'll see you tomorrow, Misaki-san.\It's a short cut if you go through the park.\Then let's do that.\Um...\I guess I'll go home, too.\Usui?\Stop it. response:	What's with that face?
context: I'll see you tomorrow, Misaki-san.\It's a short cut if you go through the park.\Then let's do that.\Um...\I guess I'll go home, too.\Usui?\Stop it.\What's with that face? response:	For some reason, animals have always hated me.
context: It's a short cut if you go through the park.\Then let's do that.\Um...\I guess I'll go home, too.\Usui?\Stop it.\What's with that face?\For some reason, animals have always hated me. response:	You've heard how animals and babies can tell if they really are kind or not.
context: Then let's do that.\Um...\I guess I'll go home, too.\Usui?\Stop it.\What's with that face?\For some reason, animals have always hated me.\You've heard how animals and babies can tell if they really are kind or not. response:	You are kind, Usui.
context: Um...\I guess I'll go home, too.\Usui?\Stop it.\What's with that face?\For some reason, animals have always hated me.\You've heard how animals and babies can tell if they really are kind or not.\You are kind, Usui. response:	You act disinterested in everything, but I saw you pick up a stray cat.
context: I guess I'll go home, too.\Usui?\Stop it.\What's with that face?\For some reason, animals have always hated me.\You've heard how animals and babies can tell if they really are kind or not.\You are kind, Usui.\You act disinterested in everything, but I saw you pick up a stray cat. response:	You never know.
context: Usui?\Stop it.\What's with that face?\For some reason, animals have always hated me.\You've heard how animals and babies can tell if they really are kind or not.\You are kind, Usui.\You act disinterested in everything, but I saw you pick up a stray cat.\You never know. response:	I could be doing it to look good since you were following me.
context: Stop it.\What's with that face?\For some reason, animals have always hated me.\You've heard how animals and babies can tell if they really are kind or not.\You are kind, Usui.\You act disinterested in everything, but I saw you pick up a stray cat.\You never know.\I could be doing it to look good since you were following me. response:	You're not like that.
context: What's with that face?\For some reason, animals have always hated me.\You've heard how animals and babies can tell if they really are kind or not.\You are kind, Usui.\You act disinterested in everything, but I saw you pick up a stray cat.\You never know.\I could be doing it to look good since you were following me.\You're not like that. response:	Wait! You knew we were following you, huh?!
context: For some reason, animals have always hated me.\You've heard how animals and babies can tell if they really are kind or not.\You are kind, Usui.\You act disinterested in everything, but I saw you pick up a stray cat.\You never know.\I could be doing it to look good since you were following me.\You're not like that.\Wait! You knew we were following you, huh?! response:	And you were having fun dragging us around?!
context: You've heard how animals and babies can tell if they really are kind or not.\You are kind, Usui.\You act disinterested in everything, but I saw you pick up a stray cat.\You never know.\I could be doing it to look good since you were following me.\You're not like that.\Wait! You knew we were following you, huh?!\And you were having fun dragging us around?! response:	In that getup, it's stranger not to know.
context: You are kind, Usui.\You act disinterested in everything, but I saw you pick up a stray cat.\You never know.\I could be doing it to look good since you were following me.\You're not like that.\Wait! You knew we were following you, huh?!\And you were having fun dragging us around?!\In that getup, it's stranger not to know. response:	Don't mention it! My opinion hasn't changed at all!
context: You act disinterested in everything, but I saw you pick up a stray cat.\You never know.\I could be doing it to look good since you were following me.\You're not like that.\Wait! You knew we were following you, huh?!\And you were having fun dragging us around?!\In that getup, it's stranger not to know.\Don't mention it! My opinion hasn't changed at all! response:	But if you think about it,
context: You never know.\I could be doing it to look good since you were following me.\You're not like that.\Wait! You knew we were following you, huh?!\And you were having fun dragging us around?!\In that getup, it's stranger not to know.\Don't mention it! My opinion hasn't changed at all!\But if you think about it, response:	This is the first time Ayuzawa has shown an interest in me.
context: I could be doing it to look good since you were following me.\You're not like that.\Wait! You knew we were following you, huh?!\And you were having fun dragging us around?!\In that getup, it's stranger not to know.\Don't mention it! My opinion hasn't changed at all!\But if you think about it,\This is the first time Ayuzawa has shown an interest in me. response:	What are you talking about? It was nothing like that.
context: You're not like that.\Wait! You knew we were following you, huh?!\And you were having fun dragging us around?!\In that getup, it's stranger not to know.\Don't mention it! My opinion hasn't changed at all!\But if you think about it,\This is the first time Ayuzawa has shown an interest in me.\What are you talking about? It was nothing like that. response:	If you just asked me, I'd show you anything you wanted.
context: Wait! You knew we were following you, huh?!\And you were having fun dragging us around?!\In that getup, it's stranger not to know.\Don't mention it! My opinion hasn't changed at all!\But if you think about it,\This is the first time Ayuzawa has shown an interest in me.\What are you talking about? It was nothing like that.\If you just asked me, I'd show you anything you wanted. response:	Here, this is my address.
context: And you were having fun dragging us around?!\In that getup, it's stranger not to know.\Don't mention it! My opinion hasn't changed at all!\But if you think about it,\This is the first time Ayuzawa has shown an interest in me.\What are you talking about? It was nothing like that.\If you just asked me, I'd show you anything you wanted.\Here, this is my address. response:	I don't need it.
context: In that getup, it's stranger not to know.\Don't mention it! My opinion hasn't changed at all!\But if you think about it,\This is the first time Ayuzawa has shown an interest in me.\What are you talking about? It was nothing like that.\If you just asked me, I'd show you anything you wanted.\Here, this is my address.\I don't need it. response:	You're full of mystery and I can never tell what you are thinking.
context: Don't mention it! My opinion hasn't changed at all!\But if you think about it,\This is the first time Ayuzawa has shown an interest in me.\What are you talking about? It was nothing like that.\If you just asked me, I'd show you anything you wanted.\Here, this is my address.\I don't need it.\You're full of mystery and I can never tell what you are thinking. response:	So, it's true that I wanted to learn about you a little.
context: But if you think about it,\This is the first time Ayuzawa has shown an interest in me.\What are you talking about? It was nothing like that.\If you just asked me, I'd show you anything you wanted.\Here, this is my address.\I don't need it.\You're full of mystery and I can never tell what you are thinking.\So, it's true that I wanted to learn about you a little. response:	And after investigating what you do, now I have a good understanding.
context: This is the first time Ayuzawa has shown an interest in me.\What are you talking about? It was nothing like that.\If you just asked me, I'd show you anything you wanted.\Here, this is my address.\I don't need it.\You're full of mystery and I can never tell what you are thinking.\So, it's true that I wanted to learn about you a little.\And after investigating what you do, now I have a good understanding. response:	I know that I don't care about your private life at all!
context: What are you talking about? It was nothing like that.\If you just asked me, I'd show you anything you wanted.\Here, this is my address.\I don't need it.\You're full of mystery and I can never tell what you are thinking.\So, it's true that I wanted to learn about you a little.\And after investigating what you do, now I have a good understanding.\I know that I don't care about your private life at all! response:	In other words, you like me no matter what my family or house is like?
context: If you just asked me, I'd show you anything you wanted.\Here, this is my address.\I don't need it.\You're full of mystery and I can never tell what you are thinking.\So, it's true that I wanted to learn about you a little.\And after investigating what you do, now I have a good understanding.\I know that I don't care about your private life at all!\In other words, you like me no matter what my family or house is like? response:	You idiot! What kind of interpretation does it take to get there?
context: Here, this is my address.\I don't need it.\You're full of mystery and I can never tell what you are thinking.\So, it's true that I wanted to learn about you a little.\And after investigating what you do, now I have a good understanding.\I know that I don't care about your private life at all!\In other words, you like me no matter what my family or house is like?\You idiot! What kind of interpretation does it take to get there? response:	You go home already.
context: I don't need it.\You're full of mystery and I can never tell what you are thinking.\So, it's true that I wanted to learn about you a little.\And after investigating what you do, now I have a good understanding.\I know that I don't care about your private life at all!\In other words, you like me no matter what my family or house is like?\You idiot! What kind of interpretation does it take to get there?\You go home already. response:	Right, right.
context: You're full of mystery and I can never tell what you are thinking.\So, it's true that I wanted to learn about you a little.\And after investigating what you do, now I have a good understanding.\I know that I don't care about your private life at all!\In other words, you like me no matter what my family or house is like?\You idiot! What kind of interpretation does it take to get there?\You go home already.\Right, right. response:	Don't make any more stops, and go straight home, okay?
context: So, it's true that I wanted to learn about you a little.\And after investigating what you do, now I have a good understanding.\I know that I don't care about your private life at all!\In other words, you like me no matter what my family or house is like?\You idiot! What kind of interpretation does it take to get there?\You go home already.\Right, right.\Don't make any more stops, and go straight home, okay? response:	Yeah, and you can follow me home, too.
context: And after investigating what you do, now I have a good understanding.\I know that I don't care about your private life at all!\In other words, you like me no matter what my family or house is like?\You idiot! What kind of interpretation does it take to get there?\You go home already.\Right, right.\Don't make any more stops, and go straight home, okay?\Yeah, and you can follow me home, too. response:	I refuse!
context: I know that I don't care about your private life at all!\In other words, you like me no matter what my family or house is like?\You idiot! What kind of interpretation does it take to get there?\You go home already.\Right, right.\Don't make any more stops, and go straight home, okay?\Yeah, and you can follow me home, too.\I refuse! response:	Dang.
context: In other words, you like me no matter what my family or house is like?\You idiot! What kind of interpretation does it take to get there?\You go home already.\Right, right.\Don't make any more stops, and go straight home, okay?\Yeah, and you can follow me home, too.\I refuse!\Dang. response:	I'm Ayuzawa Minako.
context: You idiot! What kind of interpretation does it take to get there?\You go home already.\Right, right.\Don't make any more stops, and go straight home, okay?\Yeah, and you can follow me home, too.\I refuse!\Dang.\I'm Ayuzawa Minako. response:	Thank you for looking after Misaki.
context: You go home already.\Right, right.\Don't make any more stops, and go straight home, okay?\Yeah, and you can follow me home, too.\I refuse!\Dang.\I'm Ayuzawa Minako.\Thank you for looking after Misaki. response:	There you are, Mom.
context: Right, right.\Don't make any more stops, and go straight home, okay?\Yeah, and you can follow me home, too.\I refuse!\Dang.\I'm Ayuzawa Minako.\Thank you for looking after Misaki.\There you are, Mom. response:	Ah, Suzuna. I had forgotten to give Usui-kun a souvenir.
context: Don't make any more stops, and go straight home, okay?\Yeah, and you can follow me home, too.\I refuse!\Dang.\I'm Ayuzawa Minako.\Thank you for looking after Misaki.\There you are, Mom.\Ah, Suzuna. I had forgotten to give Usui-kun a souvenir. response:	What do you think of this?
context: Yeah, and you can follow me home, too.\I refuse!\Dang.\I'm Ayuzawa Minako.\Thank you for looking after Misaki.\There you are, Mom.\Ah, Suzuna. I had forgotten to give Usui-kun a souvenir.\What do you think of this? response:	It's the face of a doll you draw as your home business, huh?
context: I refuse!\Dang.\I'm Ayuzawa Minako.\Thank you for looking after Misaki.\There you are, Mom.\Ah, Suzuna. I had forgotten to give Usui-kun a souvenir.\What do you think of this?\It's the face of a doll you draw as your home business, huh? response:	Perfect for a souvenir.
context: Dang.\I'm Ayuzawa Minako.\Thank you for looking after Misaki.\There you are, Mom.\Ah, Suzuna. I had forgotten to give Usui-kun a souvenir.\What do you think of this?\It's the face of a doll you draw as your home business, huh?\Perfect for a souvenir. response:	Will he be happy with something like that?
context: I'm Ayuzawa Minako.\Thank you for looking after Misaki.\There you are, Mom.\Ah, Suzuna. I had forgotten to give Usui-kun a souvenir.\What do you think of this?\It's the face of a doll you draw as your home business, huh?\Perfect for a souvenir.\Will he be happy with something like that? response:	That's a nice doll.
context: Thank you for looking after Misaki.\There you are, Mom.\Ah, Suzuna. I had forgotten to give Usui-kun a souvenir.\What do you think of this?\It's the face of a doll you draw as your home business, huh?\Perfect for a souvenir.\Will he be happy with something like that?\That's a nice doll. response:	I'll give you this heavy bowl I use to work out, too.
context: There you are, Mom.\Ah, Suzuna. I had forgotten to give Usui-kun a souvenir.\What do you think of this?\It's the face of a doll you draw as your home business, huh?\Perfect for a souvenir.\Will he be happy with something like that?\That's a nice doll.\I'll give you this heavy bowl I use to work out, too. response:	That's a nice bowl.
context: Ah, Suzuna. I had forgotten to give Usui-kun a souvenir.\What do you think of this?\It's the face of a doll you draw as your home business, huh?\Perfect for a souvenir.\Will he be happy with something like that?\That's a nice doll.\I'll give you this heavy bowl I use to work out, too.\That's a nice bowl. response:	Yup, the sport festival's coming up.
context: What do you think of this?\It's the face of a doll you draw as your home business, huh?\Perfect for a souvenir.\Will he be happy with something like that?\That's a nice doll.\I'll give you this heavy bowl I use to work out, too.\That's a nice bowl.\Yup, the sport festival's coming up. response:	No! This is too unfair!
context: It's the face of a doll you draw as your home business, huh?\Perfect for a souvenir.\Will he be happy with something like that?\That's a nice doll.\I'll give you this heavy bowl I use to work out, too.\That's a nice bowl.\Yup, the sport festival's coming up.\No! This is too unfair! response:	Don't worry. I'll protect you, Sakura.
