context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: Hey, White Blood Cell!\White Blood Cell!\Big Sister, over there!\There you are! White Blood Cell!\Red Blood Cell.\Thank goodness!\I see you made it!\Yeah, this is nothing but a scratch. response:	Fitting for an abrasion.
context: White Blood Cell!\Big Sister, over there!\There you are! White Blood Cell!\Red Blood Cell.\Thank goodness!\I see you made it!\Yeah, this is nothing but a scratch.\Fitting for an abrasion. response:	N-Never mind that! What about the others?
context: Big Sister, over there!\There you are! White Blood Cell!\Red Blood Cell.\Thank goodness!\I see you made it!\Yeah, this is nothing but a scratch.\Fitting for an abrasion.\N-Never mind that! What about the others? response:	Are they all okay?
context: There you are! White Blood Cell!\Red Blood Cell.\Thank goodness!\I see you made it!\Yeah, this is nothing but a scratch.\Fitting for an abrasion.\N-Never mind that! What about the others?\Are they all okay? response:	Oh yes! They said they'd all be coming over later,
context: Red Blood Cell.\Thank goodness!\I see you made it!\Yeah, this is nothing but a scratch.\Fitting for an abrasion.\N-Never mind that! What about the others?\Are they all okay?\Oh yes! They said they'd all be coming over later, response:	but I asked to come see you first.
context: Thank goodness!\I see you made it!\Yeah, this is nothing but a scratch.\Fitting for an abrasion.\N-Never mind that! What about the others?\Are they all okay?\Oh yes! They said they'd all be coming over later,\but I asked to come see you first. response:	Is that right?
context: I see you made it!\Yeah, this is nothing but a scratch.\Fitting for an abrasion.\N-Never mind that! What about the others?\Are they all okay?\Oh yes! They said they'd all be coming over later,\but I asked to come see you first.\Is that right? response:	U-Um...
context: Yeah, this is nothing but a scratch.\Fitting for an abrasion.\N-Never mind that! What about the others?\Are they all okay?\Oh yes! They said they'd all be coming over later,\but I asked to come see you first.\Is that right?\U-Um... response:	Thank you very much!
context: Fitting for an abrasion.\N-Never mind that! What about the others?\Are they all okay?\Oh yes! They said they'd all be coming over later,\but I asked to come see you first.\Is that right?\U-Um...\Thank you very much! response:	Seriously!
context: N-Never mind that! What about the others?\Are they all okay?\Oh yes! They said they'd all be coming over later,\but I asked to come see you first.\Is that right?\U-Um...\Thank you very much!\Seriously! response:	No, there's no need to thank me.
context: Are they all okay?\Oh yes! They said they'd all be coming over later,\but I asked to come see you first.\Is that right?\U-Um...\Thank you very much!\Seriously!\No, there's no need to thank me. response:	We just did our jobs. That's all.
context: Oh yes! They said they'd all be coming over later,\but I asked to come see you first.\Is that right?\U-Um...\Thank you very much!\Seriously!\No, there's no need to thank me.\We just did our jobs. That's all. response:	Oh no! No, no!
context: but I asked to come see you first.\Is that right?\U-Um...\Thank you very much!\Seriously!\No, there's no need to thank me.\We just did our jobs. That's all.\Oh no! No, no! response:	I came because I just had to thank you!
context: Is that right?\U-Um...\Thank you very much!\Seriously!\No, there's no need to thank me.\We just did our jobs. That's all.\Oh no! No, no!\I came because I just had to thank you! response:	All you White Blood Cells fought those antigens for us,
context: U-Um...\Thank you very much!\Seriously!\No, there's no need to thank me.\We just did our jobs. That's all.\Oh no! No, no!\I came because I just had to thank you!\All you White Blood Cells fought those antigens for us, response:	and the Platelets closed up the wound.
context: Thank you very much!\Seriously!\No, there's no need to thank me.\We just did our jobs. That's all.\Oh no! No, no!\I came because I just had to thank you!\All you White Blood Cells fought those antigens for us,\and the Platelets closed up the wound. response:	You protected the peace in this blood vessel,
context: Seriously!\No, there's no need to thank me.\We just did our jobs. That's all.\Oh no! No, no!\I came because I just had to thank you!\All you White Blood Cells fought those antigens for us,\and the Platelets closed up the wound.\You protected the peace in this blood vessel, response:	but we Red Blood Cells were useless. All we did was run away!
context: No, there's no need to thank me.\We just did our jobs. That's all.\Oh no! No, no!\I came because I just had to thank you!\All you White Blood Cells fought those antigens for us,\and the Platelets closed up the wound.\You protected the peace in this blood vessel,\but we Red Blood Cells were useless. All we did was run away! response:	So I wanted to at least thank you properly.
context: We just did our jobs. That's all.\Oh no! No, no!\I came because I just had to thank you!\All you White Blood Cells fought those antigens for us,\and the Platelets closed up the wound.\You protected the peace in this blood vessel,\but we Red Blood Cells were useless. All we did was run away!\So I wanted to at least thank you properly. response:	Not that there's anything I can do but say thank you.
context: Oh no! No, no!\I came because I just had to thank you!\All you White Blood Cells fought those antigens for us,\and the Platelets closed up the wound.\You protected the peace in this blood vessel,\but we Red Blood Cells were useless. All we did was run away!\So I wanted to at least thank you properly.\Not that there's anything I can do but say thank you. response:	No, that's not really true.
context: I came because I just had to thank you!\All you White Blood Cells fought those antigens for us,\and the Platelets closed up the wound.\You protected the peace in this blood vessel,\but we Red Blood Cells were useless. All we did was run away!\So I wanted to at least thank you properly.\Not that there's anything I can do but say thank you.\No, that's not really true. response:	Red Blood Cell, you've been really helpful today.
context: All you White Blood Cells fought those antigens for us,\and the Platelets closed up the wound.\You protected the peace in this blood vessel,\but we Red Blood Cells were useless. All we did was run away!\So I wanted to at least thank you properly.\Not that there's anything I can do but say thank you.\No, that's not really true.\Red Blood Cell, you've been really helpful today. response:	In the present continuous tense, that is.
context: and the Platelets closed up the wound.\You protected the peace in this blood vessel,\but we Red Blood Cells were useless. All we did was run away!\So I wanted to at least thank you properly.\Not that there's anything I can do but say thank you.\No, that's not really true.\Red Blood Cell, you've been really helpful today.\In the present continuous tense, that is. response:	U-Um, actually, White Blood Cell,
context: You protected the peace in this blood vessel,\but we Red Blood Cells were useless. All we did was run away!\So I wanted to at least thank you properly.\Not that there's anything I can do but say thank you.\No, that's not really true.\Red Blood Cell, you've been really helpful today.\In the present continuous tense, that is.\U-Um, actually, White Blood Cell, response:	for some reason, you haven't moved a muscle since I got here.
context: but we Red Blood Cells were useless. All we did was run away!\So I wanted to at least thank you properly.\Not that there's anything I can do but say thank you.\No, that's not really true.\Red Blood Cell, you've been really helpful today.\In the present continuous tense, that is.\U-Um, actually, White Blood Cell,\for some reason, you haven't moved a muscle since I got here. response:	Oh, wait! Am I stuck?
context: So I wanted to at least thank you properly.\Not that there's anything I can do but say thank you.\No, that's not really true.\Red Blood Cell, you've been really helpful today.\In the present continuous tense, that is.\U-Um, actually, White Blood Cell,\for some reason, you haven't moved a muscle since I got here.\Oh, wait! Am I stuck? response:	I can't move!
context: Not that there's anything I can do but say thank you.\No, that's not really true.\Red Blood Cell, you've been really helpful today.\In the present continuous tense, that is.\U-Um, actually, White Blood Cell,\for some reason, you haven't moved a muscle since I got here.\Oh, wait! Am I stuck?\I can't move! response:	Right.
context: No, that's not really true.\Red Blood Cell, you've been really helpful today.\In the present continuous tense, that is.\U-Um, actually, White Blood Cell,\for some reason, you haven't moved a muscle since I got here.\Oh, wait! Am I stuck?\I can't move!\Right. response:	My senpais are being led away by the little Platelets!
context: Red Blood Cell, you've been really helpful today.\In the present continuous tense, that is.\U-Um, actually, White Blood Cell,\for some reason, you haven't moved a muscle since I got here.\Oh, wait! Am I stuck?\I can't move!\Right.\My senpais are being led away by the little Platelets! response:	See, whenever a hole opens up in a blood vessel,
context: In the present continuous tense, that is.\U-Um, actually, White Blood Cell,\for some reason, you haven't moved a muscle since I got here.\Oh, wait! Am I stuck?\I can't move!\Right.\My senpais are being led away by the little Platelets!\See, whenever a hole opens up in a blood vessel, response:	what happens is that until the outer wall cells are restored,
context: U-Um, actually, White Blood Cell,\for some reason, you haven't moved a muscle since I got here.\Oh, wait! Am I stuck?\I can't move!\Right.\My senpais are being led away by the little Platelets!\See, whenever a hole opens up in a blood vessel,\what happens is that until the outer wall cells are restored, response:	- Tea please! - It's hot!
context: for some reason, you haven't moved a muscle since I got here.\Oh, wait! Am I stuck?\I can't move!\Right.\My senpais are being led away by the little Platelets!\See, whenever a hole opens up in a blood vessel,\what happens is that until the outer wall cells are restored,\- Tea please! - It's hot! response:	the bodies of blood cells like us are used to plug that hole.
context: Oh, wait! Am I stuck?\I can't move!\Right.\My senpais are being led away by the little Platelets!\See, whenever a hole opens up in a blood vessel,\what happens is that until the outer wall cells are restored,\- Tea please! - It's hot!\the bodies of blood cells like us are used to plug that hole. response:	My back hurts!
context: I can't move!\Right.\My senpais are being led away by the little Platelets!\See, whenever a hole opens up in a blood vessel,\what happens is that until the outer wall cells are restored,\- Tea please! - It's hot!\the bodies of blood cells like us are used to plug that hole.\My back hurts! response:	This is called secondary hemostasis.
context: Right.\My senpais are being led away by the little Platelets!\See, whenever a hole opens up in a blood vessel,\what happens is that until the outer wall cells are restored,\- Tea please! - It's hot!\the bodies of blood cells like us are used to plug that hole.\My back hurts!\This is called secondary hemostasis. response:	Well, never mind that for now!
context: My senpais are being led away by the little Platelets!\See, whenever a hole opens up in a blood vessel,\what happens is that until the outer wall cells are restored,\- Tea please! - It's hot!\the bodies of blood cells like us are used to plug that hole.\My back hurts!\This is called secondary hemostasis.\Well, never mind that for now! response:	White Blood Cell, how long do we have to stay like this?
context: See, whenever a hole opens up in a blood vessel,\what happens is that until the outer wall cells are restored,\- Tea please! - It's hot!\the bodies of blood cells like us are used to plug that hole.\My back hurts!\This is called secondary hemostasis.\Well, never mind that for now!\White Blood Cell, how long do we have to stay like this? response:	Another three days, I guess.
context: what happens is that until the outer wall cells are restored,\- Tea please! - It's hot!\the bodies of blood cells like us are used to plug that hole.\My back hurts!\This is called secondary hemostasis.\Well, never mind that for now!\White Blood Cell, how long do we have to stay like this?\Another three days, I guess. response:	Hot!
context: - Tea please! - It's hot!\the bodies of blood cells like us are used to plug that hole.\My back hurts!\This is called secondary hemostasis.\Well, never mind that for now!\White Blood Cell, how long do we have to stay like this?\Another three days, I guess.\Hot! response:	Water please!
context: the bodies of blood cells like us are used to plug that hole.\My back hurts!\This is called secondary hemostasis.\Well, never mind that for now!\White Blood Cell, how long do we have to stay like this?\Another three days, I guess.\Hot!\Water please! response:	Or tea!
context: My back hurts!\This is called secondary hemostasis.\Well, never mind that for now!\White Blood Cell, how long do we have to stay like this?\Another three days, I guess.\Hot!\Water please!\Or tea! response:	When this clot dries, it will become a scab!
context: This is called secondary hemostasis.\Well, never mind that for now!\White Blood Cell, how long do we have to stay like this?\Another three days, I guess.\Hot!\Water please!\Or tea!\When this clot dries, it will become a scab! response:	NEXT EPISODE PREVIEW
context: Well, never mind that for now!\White Blood Cell, how long do we have to stay like this?\Another three days, I guess.\Hot!\Water please!\Or tea!\When this clot dries, it will become a scab!\NEXT EPISODE PREVIEW response:	Macrophage, what is that?
context: White Blood Cell, how long do we have to stay like this?\Another three days, I guess.\Hot!\Water please!\Or tea!\When this clot dries, it will become a scab!\NEXT EPISODE PREVIEW\Macrophage, what is that? response:	It's a hatchet!
context: Another three days, I guess.\Hot!\Water please!\Or tea!\When this clot dries, it will become a scab!\NEXT EPISODE PREVIEW\Macrophage, what is that?\It's a hatchet! response:	A hatchet?
context: Hot!\Water please!\Or tea!\When this clot dries, it will become a scab!\NEXT EPISODE PREVIEW\Macrophage, what is that?\It's a hatchet!\A hatchet? response:	Next episode of Cells at Work!, Influenza!
context: Water please!\Or tea!\When this clot dries, it will become a scab!\NEXT EPISODE PREVIEW\Macrophage, what is that?\It's a hatchet!\A hatchet?\Next episode of Cells at Work!, Influenza! response:	EPISODE 3: INFLUENZA
context: Or tea!\When this clot dries, it will become a scab!\NEXT EPISODE PREVIEW\Macrophage, what is that?\It's a hatchet!\A hatchet?\Next episode of Cells at Work!, Influenza!\EPISODE 3: INFLUENZA response:	All right.
context: When this clot dries, it will become a scab!\NEXT EPISODE PREVIEW\Macrophage, what is that?\It's a hatchet!\A hatchet?\Next episode of Cells at Work!, Influenza!\EPISODE 3: INFLUENZA\All right. response:	Let's get to work!
