context: Wait! Please just listen to me for now. response:	Not on your life!
context: This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu response:	Onna desu mono, maketerareya shinai nai
context: Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai response:	Fukuramu kimochi
context: Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi response:	No mou daibakuhatsu
context: Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu response:	Dame yo, yuuwaku shicha
context: Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha response:	Doite, kare no osoba
context: Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba response:	Watashi dokidoki natte ippai ippai
context: Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai response:	Naisho, nukekake shite
context: Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite response:	Daiseikou, kare to futari
context: Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari response:	Amaku mekurumeku night
context: Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night response:	Honto wa ne, watashi dake wo
context: No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo response:	Dakishimete hoshii no
context: Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no response:	Hitorijime mura mura
context: Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura response:	Furagu tatechau no ari kashira?
context: Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira? response:	Yappari ne, yowaki, dou shiyou
context: Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou response:	Yasashisugite shou ga nai
context: Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai response:	Sonna toko daisuki yo
context: Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo response:	Dakara watashitachi tsukushimasu
context: Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu response:	Dear Sweet Heart!
context: Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart! response:	Kagari, good morning.
context: Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Kagari, good morning. response:	Uzume! You're walking around looking like that again...
context: Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Kagari, good morning.\Uzume! You're walking around looking like that again... response:	What's the matter? I'm wearing my panties...
context: Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Kagari, good morning.\Uzume! You're walking around looking like that again...\What's the matter? I'm wearing my panties... response:	Gah! I forgot them!
context: Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Kagari, good morning.\Uzume! You're walking around looking like that again...\What's the matter? I'm wearing my panties...\Gah! I forgot them! response:	You really are so...
context: Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Kagari, good morning.\Uzume! You're walking around looking like that again...\What's the matter? I'm wearing my panties...\Gah! I forgot them!\You really are so... response:	Oops, I did it again!
context: Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Kagari, good morning.\Uzume! You're walking around looking like that again...\What's the matter? I'm wearing my panties...\Gah! I forgot them!\You really are so...\Oops, I did it again! response:	Wait, Kagari, don't you think your reaction is kind of lacking?
context: Dear Sweet Heart!\Kagari, good morning.\Uzume! You're walking around looking like that again...\What's the matter? I'm wearing my panties...\Gah! I forgot them!\You really are so...\Oops, I did it again!\Wait, Kagari, don't you think your reaction is kind of lacking? response:	Feather 7: The Black Sekirei Please favor us again next time!
