context: TS response:	OP
context: aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai response:	namida no ato
context: doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato response:	nijiiro ni somatte tondeyuku
context: jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku response:	ano sora no mukou
context: Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou response:	Let the wind
context: kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind response:	take away your tears
context: negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind\take away your tears response:	Speed up until they dry
context: nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind\take away your tears\Speed up until they dry response:	I can overcome this
context: mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind\take away your tears\Speed up until they dry\I can overcome this response:	The answer is
context: namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is response:	waiting beyond the distant sky
context: nijiiro ni somatte tondeyuku\ano sora no mukou\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky response:	There's no answer here,
context: ano sora no mukou\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here, response:	so I sigh and look up at the sky
context: Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky response:	Shining deep within my eyes, reflecting its blue,
context: take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue, response:	is a dreamer who can overcome anything
context: Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything response:	It's me, myself
context: I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself response:	Let the wind
context: The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind response:	carry your dreams
context: waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams response:	My hands willl draw tomorrow
context: There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow response:	I'm not scared anymore
context: so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore response:	The memory of my tears
context: Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears response:	are dyed by rainbows and fly
context: is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly response:	far away beyond the sky
context: It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky response:	Let the wind
context: Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\Let the wind response:	take away your tears
context: carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\Let the wind\take away your tears response:	Speed up until they dry
context: My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\Let the wind\take away your tears\Speed up until they dry response:	I can overcome this
context: I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\Let the wind\take away your tears\Speed up until they dry\I can overcome this response:	The answer is
context: The memory of my tears\are dyed by rainbows and fly\far away beyond the sky\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is response:	waiting beyond the distant sky
context: are dyed by rainbows and fly\far away beyond the sky\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky response:	There's no answer here,
context: far away beyond the sky\Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here, response:	so I sigh and look up at the sky
context: Let the wind\take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky response:	Shining deep within my eyes, reflecting its blue,
context: take away your tears\Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue, response:	is a dreamer who can overcome anything
context: Speed up until they dry\I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything response:	It's me, myself
context: I can overcome this\The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself response:	Let the wind
context: The answer is\waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind response:	carry your dreams
context: waiting beyond the distant sky\There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams response:	My hands willl draw tomorrow
context: There's no answer here,\so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow response:	I'm not scared anymore
context: so I sigh and look up at the sky\Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore response:	The memory of my tears
context: Shining deep within my eyes, reflecting its blue,\is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears response:	are dyed by rainbows and fly
context: is a dreamer who can overcome anything\It's me, myself\Let the wind\carry your dreams\My hands willl draw tomorrow\I'm not scared anymore\The memory of my tears\are dyed by rainbows and fly response:	far away beyond the sky
