context: EPISODE 9: THYMOCYTE response:	Thymocyte!
context: They told you\you could be a Helper or a Regulatory T Cell, not just a Killer T Cell, right?\If you're gonna be like that,\it's not too late to tell them you're gonna drop out.\You have no confidence, right?\Then, why don't you quit?\Wh-What did you say?\Just for the record, response:	people won't humor you when you have these stupid maudlin moments,
context: you could be a Helper or a Regulatory T Cell, not just a Killer T Cell, right?\If you're gonna be like that,\it's not too late to tell them you're gonna drop out.\You have no confidence, right?\Then, why don't you quit?\Wh-What did you say?\Just for the record,\people won't humor you when you have these stupid maudlin moments, response:	but this world...
context: If you're gonna be like that,\it's not too late to tell them you're gonna drop out.\You have no confidence, right?\Then, why don't you quit?\Wh-What did you say?\Just for the record,\people won't humor you when you have these stupid maudlin moments,\but this world... response:	No, the working world isn't such an easy place!
context: it's not too late to tell them you're gonna drop out.\You have no confidence, right?\Then, why don't you quit?\Wh-What did you say?\Just for the record,\people won't humor you when you have these stupid maudlin moments,\but this world...\No, the working world isn't such an easy place! response:	Did you say stupid?
context: You have no confidence, right?\Then, why don't you quit?\Wh-What did you say?\Just for the record,\people won't humor you when you have these stupid maudlin moments,\but this world...\No, the working world isn't such an easy place!\Did you say stupid? response:	A genius like you...
context: Then, why don't you quit?\Wh-What did you say?\Just for the record,\people won't humor you when you have these stupid maudlin moments,\but this world...\No, the working world isn't such an easy place!\Did you say stupid?\A genius like you... response:	doesn't know jack about how I feel!
context: Wh-What did you say?\Just for the record,\people won't humor you when you have these stupid maudlin moments,\but this world...\No, the working world isn't such an easy place!\Did you say stupid?\A genius like you...\doesn't know jack about how I feel! response:	You idiot!
context: Just for the record,\people won't humor you when you have these stupid maudlin moments,\but this world...\No, the working world isn't such an easy place!\Did you say stupid?\A genius like you...\doesn't know jack about how I feel!\You idiot! response:	If you've looked your own weakness in the eye,
context: people won't humor you when you have these stupid maudlin moments,\but this world...\No, the working world isn't such an easy place!\Did you say stupid?\A genius like you...\doesn't know jack about how I feel!\You idiot!\If you've looked your own weakness in the eye, response:	then, deal with reality for once!
context: but this world...\No, the working world isn't such an easy place!\Did you say stupid?\A genius like you...\doesn't know jack about how I feel!\You idiot!\If you've looked your own weakness in the eye,\then, deal with reality for once! response:	Open your eyes, will you?
context: No, the working world isn't such an easy place!\Did you say stupid?\A genius like you...\doesn't know jack about how I feel!\You idiot!\If you've looked your own weakness in the eye,\then, deal with reality for once!\Open your eyes, will you? response:	You have no choice but to keep giving it your all!
context: Did you say stupid?\A genius like you...\doesn't know jack about how I feel!\You idiot!\If you've looked your own weakness in the eye,\then, deal with reality for once!\Open your eyes, will you?\You have no choice but to keep giving it your all! response:	Even if your efforts seem wasted,
context: A genius like you...\doesn't know jack about how I feel!\You idiot!\If you've looked your own weakness in the eye,\then, deal with reality for once!\Open your eyes, will you?\You have no choice but to keep giving it your all!\Even if your efforts seem wasted, response:	your redeeming quality is how you keep grinding away on your own, isn't it?
context: doesn't know jack about how I feel!\You idiot!\If you've looked your own weakness in the eye,\then, deal with reality for once!\Open your eyes, will you?\You have no choice but to keep giving it your all!\Even if your efforts seem wasted,\your redeeming quality is how you keep grinding away on your own, isn't it? response:	Y-You...
context: You idiot!\If you've looked your own weakness in the eye,\then, deal with reality for once!\Open your eyes, will you?\You have no choice but to keep giving it your all!\Even if your efforts seem wasted,\your redeeming quality is how you keep grinding away on your own, isn't it?\Y-You... response:	Gotcha. You won't hear me whine again!
context: If you've looked your own weakness in the eye,\then, deal with reality for once!\Open your eyes, will you?\You have no choice but to keep giving it your all!\Even if your efforts seem wasted,\your redeeming quality is how you keep grinding away on your own, isn't it?\Y-You...\Gotcha. You won't hear me whine again! response:	Good.
context: then, deal with reality for once!\Open your eyes, will you?\You have no choice but to keep giving it your all!\Even if your efforts seem wasted,\your redeeming quality is how you keep grinding away on your own, isn't it?\Y-You...\Gotcha. You won't hear me whine again!\Good. response:	I'm gonna get stronger.
context: Open your eyes, will you?\You have no choice but to keep giving it your all!\Even if your efforts seem wasted,\your redeeming quality is how you keep grinding away on your own, isn't it?\Y-You...\Gotcha. You won't hear me whine again!\Good.\I'm gonna get stronger. response:	I'm gonna train until I can take out any enemy with one blow!
context: You have no choice but to keep giving it your all!\Even if your efforts seem wasted,\your redeeming quality is how you keep grinding away on your own, isn't it?\Y-You...\Gotcha. You won't hear me whine again!\Good.\I'm gonna get stronger.\I'm gonna train until I can take out any enemy with one blow! response:	I'm gonna build up my muscles like there's no tomorrow, and give it my all!
context: Even if your efforts seem wasted,\your redeeming quality is how you keep grinding away on your own, isn't it?\Y-You...\Gotcha. You won't hear me whine again!\Good.\I'm gonna get stronger.\I'm gonna train until I can take out any enemy with one blow!\I'm gonna build up my muscles like there's no tomorrow, and give it my all! response:	Right. Now I know what it is that I should strive for myself.
context: your redeeming quality is how you keep grinding away on your own, isn't it?\Y-You...\Gotcha. You won't hear me whine again!\Good.\I'm gonna get stronger.\I'm gonna train until I can take out any enemy with one blow!\I'm gonna build up my muscles like there's no tomorrow, and give it my all!\Right. Now I know what it is that I should strive for myself. response:	I can see that inefficient bumblers like you need someone to issue them orders.
context: Y-You...\Gotcha. You won't hear me whine again!\Good.\I'm gonna get stronger.\I'm gonna train until I can take out any enemy with one blow!\I'm gonna build up my muscles like there's no tomorrow, and give it my all!\Right. Now I know what it is that I should strive for myself.\I can see that inefficient bumblers like you need someone to issue them orders. response:	If you're gonna become a commander, you need to loosen up a little,
context: Gotcha. You won't hear me whine again!\Good.\I'm gonna get stronger.\I'm gonna train until I can take out any enemy with one blow!\I'm gonna build up my muscles like there's no tomorrow, and give it my all!\Right. Now I know what it is that I should strive for myself.\I can see that inefficient bumblers like you need someone to issue them orders.\If you're gonna become a commander, you need to loosen up a little, response:	or your subordinates will freak out.
context: Good.\I'm gonna get stronger.\I'm gonna train until I can take out any enemy with one blow!\I'm gonna build up my muscles like there's no tomorrow, and give it my all!\Right. Now I know what it is that I should strive for myself.\I can see that inefficient bumblers like you need someone to issue them orders.\If you're gonna become a commander, you need to loosen up a little,\or your subordinates will freak out. response:	You don't have to tell me. I'm well aware of that!
context: I'm gonna get stronger.\I'm gonna train until I can take out any enemy with one blow!\I'm gonna build up my muscles like there's no tomorrow, and give it my all!\Right. Now I know what it is that I should strive for myself.\I can see that inefficient bumblers like you need someone to issue them orders.\If you're gonna become a commander, you need to loosen up a little,\or your subordinates will freak out.\You don't have to tell me. I'm well aware of that! response:	I just need to loosen up, right? Even I can do that.
context: I'm gonna train until I can take out any enemy with one blow!\I'm gonna build up my muscles like there's no tomorrow, and give it my all!\Right. Now I know what it is that I should strive for myself.\I can see that inefficient bumblers like you need someone to issue them orders.\If you're gonna become a commander, you need to loosen up a little,\or your subordinates will freak out.\You don't have to tell me. I'm well aware of that!\I just need to loosen up, right? Even I can do that. response:	Just watch!
context: I'm gonna build up my muscles like there's no tomorrow, and give it my all!\Right. Now I know what it is that I should strive for myself.\I can see that inefficient bumblers like you need someone to issue them orders.\If you're gonna become a commander, you need to loosen up a little,\or your subordinates will freak out.\You don't have to tell me. I'm well aware of that!\I just need to loosen up, right? Even I can do that.\Just watch! response:	Those two morons...
context: Right. Now I know what it is that I should strive for myself.\I can see that inefficient bumblers like you need someone to issue them orders.\If you're gonna become a commander, you need to loosen up a little,\or your subordinates will freak out.\You don't have to tell me. I'm well aware of that!\I just need to loosen up, right? Even I can do that.\Just watch!\Those two morons... response:	So, you see, that's what happened.
context: I can see that inefficient bumblers like you need someone to issue them orders.\If you're gonna become a commander, you need to loosen up a little,\or your subordinates will freak out.\You don't have to tell me. I'm well aware of that!\I just need to loosen up, right? Even I can do that.\Just watch!\Those two morons...\So, you see, that's what happened. response:	Dammit!
context: If you're gonna become a commander, you need to loosen up a little,\or your subordinates will freak out.\You don't have to tell me. I'm well aware of that!\I just need to loosen up, right? Even I can do that.\Just watch!\Those two morons...\So, you see, that's what happened.\Dammit! response:	We're laying our lives on the line here, and you're always sipping tea!
context: or your subordinates will freak out.\You don't have to tell me. I'm well aware of that!\I just need to loosen up, right? Even I can do that.\Just watch!\Those two morons...\So, you see, that's what happened.\Dammit!\We're laying our lives on the line here, and you're always sipping tea! response:	Well, that's because deskwork is so grueling!
context: You don't have to tell me. I'm well aware of that!\I just need to loosen up, right? Even I can do that.\Just watch!\Those two morons...\So, you see, that's what happened.\Dammit!\We're laying our lives on the line here, and you're always sipping tea!\Well, that's because deskwork is so grueling! response:	Do you have to nag like that? Wanna trade places?
context: I just need to loosen up, right? Even I can do that.\Just watch!\Those two morons...\So, you see, that's what happened.\Dammit!\We're laying our lives on the line here, and you're always sipping tea!\Well, that's because deskwork is so grueling!\Do you have to nag like that? Wanna trade places? response:	So that's how those two came to be like that?
context: Just watch!\Those two morons...\So, you see, that's what happened.\Dammit!\We're laying our lives on the line here, and you're always sipping tea!\Well, that's because deskwork is so grueling!\Do you have to nag like that? Wanna trade places?\So that's how those two came to be like that? response:	What have you guys been looking at anyway?
context: Those two morons...\So, you see, that's what happened.\Dammit!\We're laying our lives on the line here, and you're always sipping tea!\Well, that's because deskwork is so grueling!\Do you have to nag like that? Wanna trade places?\So that's how those two came to be like that?\What have you guys been looking at anyway? response:	Hey!
context: So, you see, that's what happened.\Dammit!\We're laying our lives on the line here, and you're always sipping tea!\Well, that's because deskwork is so grueling!\Do you have to nag like that? Wanna trade places?\So that's how those two came to be like that?\What have you guys been looking at anyway?\Hey! response:	What photos are those?
context: Dammit!\We're laying our lives on the line here, and you're always sipping tea!\Well, that's because deskwork is so grueling!\Do you have to nag like that? Wanna trade places?\So that's how those two came to be like that?\What have you guys been looking at anyway?\Hey!\What photos are those? response:	Give'em back! Those photos! Burn'em up this second!
context: We're laying our lives on the line here, and you're always sipping tea!\Well, that's because deskwork is so grueling!\Do you have to nag like that? Wanna trade places?\So that's how those two came to be like that?\What have you guys been looking at anyway?\Hey!\What photos are those?\Give'em back! Those photos! Burn'em up this second! response:	Hey, what do you think you're doing? This is important data!
context: Well, that's because deskwork is so grueling!\Do you have to nag like that? Wanna trade places?\So that's how those two came to be like that?\What have you guys been looking at anyway?\Hey!\What photos are those?\Give'em back! Those photos! Burn'em up this second!\Hey, what do you think you're doing? This is important data! response:	We're asking you anyway! Just burn those photos up please!
context: Do you have to nag like that? Wanna trade places?\So that's how those two came to be like that?\What have you guys been looking at anyway?\Hey!\What photos are those?\Give'em back! Those photos! Burn'em up this second!\Hey, what do you think you're doing? This is important data!\We're asking you anyway! Just burn those photos up please! response:	MIGRATION IN PROGRESS
context: So that's how those two came to be like that?\What have you guys been looking at anyway?\Hey!\What photos are those?\Give'em back! Those photos! Burn'em up this second!\Hey, what do you think you're doing? This is important data!\We're asking you anyway! Just burn those photos up please!\MIGRATION IN PROGRESS response:	I'm sorry!
context: What have you guys been looking at anyway?\Hey!\What photos are those?\Give'em back! Those photos! Burn'em up this second!\Hey, what do you think you're doing? This is important data!\We're asking you anyway! Just burn those photos up please!\MIGRATION IN PROGRESS\I'm sorry! response:	Seriously, those two are so ridiculous.
context: Hey!\What photos are those?\Give'em back! Those photos! Burn'em up this second!\Hey, what do you think you're doing? This is important data!\We're asking you anyway! Just burn those photos up please!\MIGRATION IN PROGRESS\I'm sorry!\Seriously, those two are so ridiculous. response:	They're just the same as they were back then.
context: What photos are those?\Give'em back! Those photos! Burn'em up this second!\Hey, what do you think you're doing? This is important data!\We're asking you anyway! Just burn those photos up please!\MIGRATION IN PROGRESS\I'm sorry!\Seriously, those two are so ridiculous.\They're just the same as they were back then. response:	NEXT EPISODE PREVIEW
context: Give'em back! Those photos! Burn'em up this second!\Hey, what do you think you're doing? This is important data!\We're asking you anyway! Just burn those photos up please!\MIGRATION IN PROGRESS\I'm sorry!\Seriously, those two are so ridiculous.\They're just the same as they were back then.\NEXT EPISODE PREVIEW response:	It's the person in the mask!
context: Hey, what do you think you're doing? This is important data!\We're asking you anyway! Just burn those photos up please!\MIGRATION IN PROGRESS\I'm sorry!\Seriously, those two are so ridiculous.\They're just the same as they were back then.\NEXT EPISODE PREVIEW\It's the person in the mask! response:	Next episode of Cells at Work!,
context: We're asking you anyway! Just burn those photos up please!\MIGRATION IN PROGRESS\I'm sorry!\Seriously, those two are so ridiculous.\They're just the same as they were back then.\NEXT EPISODE PREVIEW\It's the person in the mask!\Next episode of Cells at Work!, response:	Staphylococcus Aureus!
context: MIGRATION IN PROGRESS\I'm sorry!\Seriously, those two are so ridiculous.\They're just the same as they were back then.\NEXT EPISODE PREVIEW\It's the person in the mask!\Next episode of Cells at Work!,\Staphylococcus Aureus! response:	He's asking you to please watch.
context: I'm sorry!\Seriously, those two are so ridiculous.\They're just the same as they were back then.\NEXT EPISODE PREVIEW\It's the person in the mask!\Next episode of Cells at Work!,\Staphylococcus Aureus!\He's asking you to please watch. response:	I think he's asking you to please watch!
context: Seriously, those two are so ridiculous.\They're just the same as they were back then.\NEXT EPISODE PREVIEW\It's the person in the mask!\Next episode of Cells at Work!,\Staphylococcus Aureus!\He's asking you to please watch.\I think he's asking you to please watch! response:	EPISODE 10: STAPHYLOCOCCUS AUREUS
