context: One more! Give me another! response:	Shut up. I know that.
context: All right.\Shimada-san\Suga!\One more!\Ah,\the ace awaits.\He's calling for a toss.\A high toss, slightly away from the net. response:	The toss, Asahi's speciality, which I've tossed to him many times.
context: Shimada-san\Suga!\One more!\Ah,\the ace awaits.\He's calling for a toss.\A high toss, slightly away from the net.\The toss, Asahi's speciality, which I've tossed to him many times. response:	Even if it's just a plain toss, give it all you got... carefully...
context: Suga!\One more!\Ah,\the ace awaits.\He's calling for a toss.\A high toss, slightly away from the net.\The toss, Asahi's speciality, which I've tossed to him many times.\Even if it's just a plain toss, give it all you got... carefully... response:	You're rooting for the other team, aren't you?
context: One more!\Ah,\the ace awaits.\He's calling for a toss.\A high toss, slightly away from the net.\The toss, Asahi's speciality, which I've tossed to him many times.\Even if it's just a plain toss, give it all you got... carefully...\You're rooting for the other team, aren't you? response:	Well, sorry to say it, but I'm blocking them.
context: Ah,\the ace awaits.\He's calling for a toss.\A high toss, slightly away from the net.\The toss, Asahi's speciality, which I've tossed to him many times.\Even if it's just a plain toss, give it all you got... carefully...\You're rooting for the other team, aren't you?\Well, sorry to say it, but I'm blocking them. response:	Of course. What's the point of holding back?
context: the ace awaits.\He's calling for a toss.\A high toss, slightly away from the net.\The toss, Asahi's speciality, which I've tossed to him many times.\Even if it's just a plain toss, give it all you got... carefully...\You're rooting for the other team, aren't you?\Well, sorry to say it, but I'm blocking them.\Of course. What's the point of holding back? response:	The dependable guardian behind me...
context: He's calling for a toss.\A high toss, slightly away from the net.\The toss, Asahi's speciality, which I've tossed to him many times.\Even if it's just a plain toss, give it all you got... carefully...\You're rooting for the other team, aren't you?\Well, sorry to say it, but I'm blocking them.\Of course. What's the point of holding back?\The dependable guardian behind me... response:	The easy-to-spike tosses he sends me...
context: A high toss, slightly away from the net.\The toss, Asahi's speciality, which I've tossed to him many times.\Even if it's just a plain toss, give it all you got... carefully...\You're rooting for the other team, aren't you?\Well, sorry to say it, but I'm blocking them.\Of course. What's the point of holding back?\The dependable guardian behind me...\The easy-to-spike tosses he sends me... response:	I lack for nothing.
context: The toss, Asahi's speciality, which I've tossed to him many times.\Even if it's just a plain toss, give it all you got... carefully...\You're rooting for the other team, aren't you?\Well, sorry to say it, but I'm blocking them.\Of course. What's the point of holding back?\The dependable guardian behind me...\The easy-to-spike tosses he sends me...\I lack for nothing. response:	I had forgotten such simple, obvious things...
context: Even if it's just a plain toss, give it all you got... carefully...\You're rooting for the other team, aren't you?\Well, sorry to say it, but I'm blocking them.\Of course. What's the point of holding back?\The dependable guardian behind me...\The easy-to-spike tosses he sends me...\I lack for nothing.\I had forgotten such simple, obvious things... response:	I'm...
context: You're rooting for the other team, aren't you?\Well, sorry to say it, but I'm blocking them.\Of course. What's the point of holding back?\The dependable guardian behind me...\The easy-to-spike tosses he sends me...\I lack for nothing.\I had forgotten such simple, obvious things...\I'm... response:	To strike past all obstacles...
context: Well, sorry to say it, but I'm blocking them.\Of course. What's the point of holding back?\The dependable guardian behind me...\The easy-to-spike tosses he sends me...\I lack for nothing.\I had forgotten such simple, obvious things...\I'm...\To strike past all obstacles... response:	That's the ace.
context: Of course. What's the point of holding back?\The dependable guardian behind me...\The easy-to-spike tosses he sends me...\I lack for nothing.\I had forgotten such simple, obvious things...\I'm...\To strike past all obstacles...\That's the ace. response:	Next Episode Preview
context: The dependable guardian behind me...\The easy-to-spike tosses he sends me...\I lack for nothing.\I had forgotten such simple, obvious things...\I'm...\To strike past all obstacles...\That's the ace.\Next Episode Preview response:	Tanaka-senpai, stop crying and block properly.
context: The easy-to-spike tosses he sends me...\I lack for nothing.\I had forgotten such simple, obvious things...\I'm...\To strike past all obstacles...\That's the ace.\Next Episode Preview\Tanaka-senpai, stop crying and block properly. response:	Jackass, I'm not crying! This is...
context: I lack for nothing.\I had forgotten such simple, obvious things...\I'm...\To strike past all obstacles...\That's the ace.\Next Episode Preview\Tanaka-senpai, stop crying and block properly.\Jackass, I'm not crying! This is... response:	Sweat? Oh, sure, that's what that is.
context: I had forgotten such simple, obvious things...\I'm...\To strike past all obstacles...\That's the ace.\Next Episode Preview\Tanaka-senpai, stop crying and block properly.\Jackass, I'm not crying! This is...\Sweat? Oh, sure, that's what that is. response:	My nose is running!
context: I'm...\To strike past all obstacles...\That's the ace.\Next Episode Preview\Tanaka-senpai, stop crying and block properly.\Jackass, I'm not crying! This is...\Sweat? Oh, sure, that's what that is.\My nose is running! response:	Episode 10: Yearning
context: To strike past all obstacles...\That's the ace.\Next Episode Preview\Tanaka-senpai, stop crying and block properly.\Jackass, I'm not crying! This is...\Sweat? Oh, sure, that's what that is.\My nose is running!\Episode 10: Yearning response:	Next time on Haikyu!! Yearning
