context: Why did you only choose students within this school for your works of art? response:	This academy is a girls' boarding school.
context: Yeah.\He did it because I asked him to.\What are you playing at? Are you trying to drag her into your problem,\making her a latent criminal who strayed from the right path, like you?\Wait a minute!\Why are you treating me like a child?\Because you are a child!\A brat who's confused about anything and everything! response:	Why do you think we split the force into Inspectors and Enforcers in the first place?
context: He did it because I asked him to.\What are you playing at? Are you trying to drag her into your problem,\making her a latent criminal who strayed from the right path, like you?\Wait a minute!\Why are you treating me like a child?\Because you are a child!\A brat who's confused about anything and everything!\Why do you think we split the force into Inspectors and Enforcers in the first place? response:	It's to avoid the risk of having healthy people's Psycho-Passes get clouded by criminal investigations.
context: What are you playing at? Are you trying to drag her into your problem,\making her a latent criminal who strayed from the right path, like you?\Wait a minute!\Why are you treating me like a child?\Because you are a child!\A brat who's confused about anything and everything!\Why do you think we split the force into Inspectors and Enforcers in the first place?\It's to avoid the risk of having healthy people's Psycho-Passes get clouded by criminal investigations. response:	We use latent criminals, who can never return to society, in our place.
context: making her a latent criminal who strayed from the right path, like you?\Wait a minute!\Why are you treating me like a child?\Because you are a child!\A brat who's confused about anything and everything!\Why do you think we split the force into Inspectors and Enforcers in the first place?\It's to avoid the risk of having healthy people's Psycho-Passes get clouded by criminal investigations.\We use latent criminals, who can never return to society, in our place. response:	That's precisely how you're able to fulfill your duty while keeping a healthy mind!
context: Wait a minute!\Why are you treating me like a child?\Because you are a child!\A brat who's confused about anything and everything!\Why do you think we split the force into Inspectors and Enforcers in the first place?\It's to avoid the risk of having healthy people's Psycho-Passes get clouded by criminal investigations.\We use latent criminals, who can never return to society, in our place.\That's precisely how you're able to fulfill your duty while keeping a healthy mind! response:	That's not teamwork!
context: Why are you treating me like a child?\Because you are a child!\A brat who's confused about anything and everything!\Why do you think we split the force into Inspectors and Enforcers in the first place?\It's to avoid the risk of having healthy people's Psycho-Passes get clouded by criminal investigations.\We use latent criminals, who can never return to society, in our place.\That's precisely how you're able to fulfill your duty while keeping a healthy mind!\That's not teamwork! response:	Are we here to solve crimes or protect our own Psycho-Passes?
context: Because you are a child!\A brat who's confused about anything and everything!\Why do you think we split the force into Inspectors and Enforcers in the first place?\It's to avoid the risk of having healthy people's Psycho-Passes get clouded by criminal investigations.\We use latent criminals, who can never return to society, in our place.\That's precisely how you're able to fulfill your duty while keeping a healthy mind!\That's not teamwork!\Are we here to solve crimes or protect our own Psycho-Passes? response:	Which one do you think matters more?!
context: A brat who's confused about anything and everything!\Why do you think we split the force into Inspectors and Enforcers in the first place?\It's to avoid the risk of having healthy people's Psycho-Passes get clouded by criminal investigations.\We use latent criminals, who can never return to society, in our place.\That's precisely how you're able to fulfill your duty while keeping a healthy mind!\That's not teamwork!\Are we here to solve crimes or protect our own Psycho-Passes?\Which one do you think matters more?! response:	Do you want to throw away your career?
context: Why do you think we split the force into Inspectors and Enforcers in the first place?\It's to avoid the risk of having healthy people's Psycho-Passes get clouded by criminal investigations.\We use latent criminals, who can never return to society, in our place.\That's precisely how you're able to fulfill your duty while keeping a healthy mind!\That's not teamwork!\Are we here to solve crimes or protect our own Psycho-Passes?\Which one do you think matters more?!\Do you want to throw away your career? response:	Do you intend to sacrifice everything you've built so far?
context: It's to avoid the risk of having healthy people's Psycho-Passes get clouded by criminal investigations.\We use latent criminals, who can never return to society, in our place.\That's precisely how you're able to fulfill your duty while keeping a healthy mind!\That's not teamwork!\Are we here to solve crimes or protect our own Psycho-Passes?\Which one do you think matters more?!\Do you want to throw away your career?\Do you intend to sacrifice everything you've built so far? response:	It's...
context: We use latent criminals, who can never return to society, in our place.\That's precisely how you're able to fulfill your duty while keeping a healthy mind!\That's not teamwork!\Are we here to solve crimes or protect our own Psycho-Passes?\Which one do you think matters more?!\Do you want to throw away your career?\Do you intend to sacrifice everything you've built so far?\It's... response:	It's certainly true that I'm new here.
context: That's precisely how you're able to fulfill your duty while keeping a healthy mind!\That's not teamwork!\Are we here to solve crimes or protect our own Psycho-Passes?\Which one do you think matters more?!\Do you want to throw away your career?\Do you intend to sacrifice everything you've built so far?\It's...\It's certainly true that I'm new here. response:	You're my senior, Inspector Ginoza, and I respect that.
context: That's not teamwork!\Are we here to solve crimes or protect our own Psycho-Passes?\Which one do you think matters more?!\Do you want to throw away your career?\Do you intend to sacrifice everything you've built so far?\It's...\It's certainly true that I'm new here.\You're my senior, Inspector Ginoza, and I respect that. response:	But please don't forget that we're on equal footing in terms of our rank!
context: Are we here to solve crimes or protect our own Psycho-Passes?\Which one do you think matters more?!\Do you want to throw away your career?\Do you intend to sacrifice everything you've built so far?\It's...\It's certainly true that I'm new here.\You're my senior, Inspector Ginoza, and I respect that.\But please don't forget that we're on equal footing in terms of our rank! response:	I'm managing my Hue just fine.
context: Which one do you think matters more?!\Do you want to throw away your career?\Do you intend to sacrifice everything you've built so far?\It's...\It's certainly true that I'm new here.\You're my senior, Inspector Ginoza, and I respect that.\But please don't forget that we're on equal footing in terms of our rank!\I'm managing my Hue just fine. response:	You may be my senior, but I'd appreciate it if you would refrain from questioning my ability
context: Do you want to throw away your career?\Do you intend to sacrifice everything you've built so far?\It's...\It's certainly true that I'm new here.\You're my senior, Inspector Ginoza, and I respect that.\But please don't forget that we're on equal footing in terms of our rank!\I'm managing my Hue just fine.\You may be my senior, but I'd appreciate it if you would refrain from questioning my ability response:	at the workplace and in front of the Enforcers!
context: Do you intend to sacrifice everything you've built so far?\It's...\It's certainly true that I'm new here.\You're my senior, Inspector Ginoza, and I respect that.\But please don't forget that we're on equal footing in terms of our rank!\I'm managing my Hue just fine.\You may be my senior, but I'd appreciate it if you would refrain from questioning my ability\at the workplace and in front of the Enforcers! response:	I can't believe he...
context: It's...\It's certainly true that I'm new here.\You're my senior, Inspector Ginoza, and I respect that.\But please don't forget that we're on equal footing in terms of our rank!\I'm managing my Hue just fine.\You may be my senior, but I'd appreciate it if you would refrain from questioning my ability\at the workplace and in front of the Enforcers!\I can't believe he... response:	Where are you going?
context: It's certainly true that I'm new here.\You're my senior, Inspector Ginoza, and I respect that.\But please don't forget that we're on equal footing in terms of our rank!\I'm managing my Hue just fine.\You may be my senior, but I'd appreciate it if you would refrain from questioning my ability\at the workplace and in front of the Enforcers!\I can't believe he...\Where are you going? response:	I'm going to file a complaint with the bureau chief.
context: You're my senior, Inspector Ginoza, and I respect that.\But please don't forget that we're on equal footing in terms of our rank!\I'm managing my Hue just fine.\You may be my senior, but I'd appreciate it if you would refrain from questioning my ability\at the workplace and in front of the Enforcers!\I can't believe he...\Where are you going?\I'm going to file a complaint with the bureau chief. response:	Any chance of you passing on that, missy?
context: But please don't forget that we're on equal footing in terms of our rank!\I'm managing my Hue just fine.\You may be my senior, but I'd appreciate it if you would refrain from questioning my ability\at the workplace and in front of the Enforcers!\I can't believe he...\Where are you going?\I'm going to file a complaint with the bureau chief.\Any chance of you passing on that, missy? response:	But...
context: I'm managing my Hue just fine.\You may be my senior, but I'd appreciate it if you would refrain from questioning my ability\at the workplace and in front of the Enforcers!\I can't believe he...\Where are you going?\I'm going to file a complaint with the bureau chief.\Any chance of you passing on that, missy?\But... response:	Inspector Ginoza's father is a latent criminal.
context: You may be my senior, but I'd appreciate it if you would refrain from questioning my ability\at the workplace and in front of the Enforcers!\I can't believe he...\Where are you going?\I'm going to file a complaint with the bureau chief.\Any chance of you passing on that, missy?\But...\Inspector Ginoza's father is a latent criminal. response:	What?
context: at the workplace and in front of the Enforcers!\I can't believe he...\Where are you going?\I'm going to file a complaint with the bureau chief.\Any chance of you passing on that, missy?\But...\Inspector Ginoza's father is a latent criminal.\What? response:	He was a child when the Sibyl System had just been put into operation.
context: I can't believe he...\Where are you going?\I'm going to file a complaint with the bureau chief.\Any chance of you passing on that, missy?\But...\Inspector Ginoza's father is a latent criminal.\What?\He was a child when the Sibyl System had just been put into operation. response:	Terrible misunderstandings and rumors about latent criminals were common in those days.
context: Where are you going?\I'm going to file a complaint with the bureau chief.\Any chance of you passing on that, missy?\But...\Inspector Ginoza's father is a latent criminal.\What?\He was a child when the Sibyl System had just been put into operation.\Terrible misunderstandings and rumors about latent criminals were common in those days. response:	If a family member happened to show a high Crime Coefficient,
context: I'm going to file a complaint with the bureau chief.\Any chance of you passing on that, missy?\But...\Inspector Ginoza's father is a latent criminal.\What?\He was a child when the Sibyl System had just been put into operation.\Terrible misunderstandings and rumors about latent criminals were common in those days.\If a family member happened to show a high Crime Coefficient, response:	that alone caused the rest of the family to be treated as if they were the same.
context: Any chance of you passing on that, missy?\But...\Inspector Ginoza's father is a latent criminal.\What?\He was a child when the Sibyl System had just been put into operation.\Terrible misunderstandings and rumors about latent criminals were common in those days.\If a family member happened to show a high Crime Coefficient,\that alone caused the rest of the family to be treated as if they were the same. response:	I'm sure he suffered quite a bit.
context: But...\Inspector Ginoza's father is a latent criminal.\What?\He was a child when the Sibyl System had just been put into operation.\Terrible misunderstandings and rumors about latent criminals were common in those days.\If a family member happened to show a high Crime Coefficient,\that alone caused the rest of the family to be treated as if they were the same.\I'm sure he suffered quite a bit. response:	When a detective gets deeply involved in an investigation,
context: Inspector Ginoza's father is a latent criminal.\What?\He was a child when the Sibyl System had just been put into operation.\Terrible misunderstandings and rumors about latent criminals were common in those days.\If a family member happened to show a high Crime Coefficient,\that alone caused the rest of the family to be treated as if they were the same.\I'm sure he suffered quite a bit.\When a detective gets deeply involved in an investigation, response:	in the end the Sibyl System starts keeping an eye on them just like it does with the criminals.
context: What?\He was a child when the Sibyl System had just been put into operation.\Terrible misunderstandings and rumors about latent criminals were common in those days.\If a family member happened to show a high Crime Coefficient,\that alone caused the rest of the family to be treated as if they were the same.\I'm sure he suffered quite a bit.\When a detective gets deeply involved in an investigation,\in the end the Sibyl System starts keeping an eye on them just like it does with the criminals. response:	Remember what I said about committing crimes and cracking down on them?
context: He was a child when the Sibyl System had just been put into operation.\Terrible misunderstandings and rumors about latent criminals were common in those days.\If a family member happened to show a high Crime Coefficient,\that alone caused the rest of the family to be treated as if they were the same.\I'm sure he suffered quite a bit.\When a detective gets deeply involved in an investigation,\in the end the Sibyl System starts keeping an eye on them just like it does with the criminals.\Remember what I said about committing crimes and cracking down on them? response:	They're two sides of the same coin. The phenomenon called crime.
context: Terrible misunderstandings and rumors about latent criminals were common in those days.\If a family member happened to show a high Crime Coefficient,\that alone caused the rest of the family to be treated as if they were the same.\I'm sure he suffered quite a bit.\When a detective gets deeply involved in an investigation,\in the end the Sibyl System starts keeping an eye on them just like it does with the criminals.\Remember what I said about committing crimes and cracking down on them?\They're two sides of the same coin. The phenomenon called crime. response:	We have Enforcers now, but before they created that position,
context: If a family member happened to show a high Crime Coefficient,\that alone caused the rest of the family to be treated as if they were the same.\I'm sure he suffered quite a bit.\When a detective gets deeply involved in an investigation,\in the end the Sibyl System starts keeping an eye on them just like it does with the criminals.\Remember what I said about committing crimes and cracking down on them?\They're two sides of the same coin. The phenomenon called crime.\We have Enforcers now, but before they created that position, response:	there were many detectives who ended up as latent criminals that way.
context: that alone caused the rest of the family to be treated as if they were the same.\I'm sure he suffered quite a bit.\When a detective gets deeply involved in an investigation,\in the end the Sibyl System starts keeping an eye on them just like it does with the criminals.\Remember what I said about committing crimes and cracking down on them?\They're two sides of the same coin. The phenomenon called crime.\We have Enforcers now, but before they created that position,\there were many detectives who ended up as latent criminals that way. response:	Inspector Ginoza's father was one of them.
context: I'm sure he suffered quite a bit.\When a detective gets deeply involved in an investigation,\in the end the Sibyl System starts keeping an eye on them just like it does with the criminals.\Remember what I said about committing crimes and cracking down on them?\They're two sides of the same coin. The phenomenon called crime.\We have Enforcers now, but before they created that position,\there were many detectives who ended up as latent criminals that way.\Inspector Ginoza's father was one of them. response:	I didn't know...
context: When a detective gets deeply involved in an investigation,\in the end the Sibyl System starts keeping an eye on them just like it does with the criminals.\Remember what I said about committing crimes and cracking down on them?\They're two sides of the same coin. The phenomenon called crime.\We have Enforcers now, but before they created that position,\there were many detectives who ended up as latent criminals that way.\Inspector Ginoza's father was one of them.\I didn't know... response:	That's why he won't allow the other Inspectors to take risks on their own.
context: in the end the Sibyl System starts keeping an eye on them just like it does with the criminals.\Remember what I said about committing crimes and cracking down on them?\They're two sides of the same coin. The phenomenon called crime.\We have Enforcers now, but before they created that position,\there were many detectives who ended up as latent criminals that way.\Inspector Ginoza's father was one of them.\I didn't know...\That's why he won't allow the other Inspectors to take risks on their own. response:	Even then, Kougami, his former colleague, suffered the same fate.
context: Remember what I said about committing crimes and cracking down on them?\They're two sides of the same coin. The phenomenon called crime.\We have Enforcers now, but before they created that position,\there were many detectives who ended up as latent criminals that way.\Inspector Ginoza's father was one of them.\I didn't know...\That's why he won't allow the other Inspectors to take risks on their own.\Even then, Kougami, his former colleague, suffered the same fate. response:	Yes, I know.
context: They're two sides of the same coin. The phenomenon called crime.\We have Enforcers now, but before they created that position,\there were many detectives who ended up as latent criminals that way.\Inspector Ginoza's father was one of them.\I didn't know...\That's why he won't allow the other Inspectors to take risks on their own.\Even then, Kougami, his former colleague, suffered the same fate.\Yes, I know. response:	He feels as though he was betrayed twice.
context: We have Enforcers now, but before they created that position,\there were many detectives who ended up as latent criminals that way.\Inspector Ginoza's father was one of them.\I didn't know...\That's why he won't allow the other Inspectors to take risks on their own.\Even then, Kougami, his former colleague, suffered the same fate.\Yes, I know.\He feels as though he was betrayed twice. response:	First by his father and then by his colleague.
context: there were many detectives who ended up as latent criminals that way.\Inspector Ginoza's father was one of them.\I didn't know...\That's why he won't allow the other Inspectors to take risks on their own.\Even then, Kougami, his former colleague, suffered the same fate.\Yes, I know.\He feels as though he was betrayed twice.\First by his father and then by his colleague. response:	That's why he acts like that toward you.
context: Inspector Ginoza's father was one of them.\I didn't know...\That's why he won't allow the other Inspectors to take risks on their own.\Even then, Kougami, his former colleague, suffered the same fate.\Yes, I know.\He feels as though he was betrayed twice.\First by his father and then by his colleague.\That's why he acts like that toward you. response:	But even so...
context: I didn't know...\That's why he won't allow the other Inspectors to take risks on their own.\Even then, Kougami, his former colleague, suffered the same fate.\Yes, I know.\He feels as though he was betrayed twice.\First by his father and then by his colleague.\That's why he acts like that toward you.\But even so... response:	You're right.
context: That's why he won't allow the other Inspectors to take risks on their own.\Even then, Kougami, his former colleague, suffered the same fate.\Yes, I know.\He feels as though he was betrayed twice.\First by his father and then by his colleague.\That's why he acts like that toward you.\But even so...\You're right. response:	Don't you have family and friends of your own, missy?
context: Even then, Kougami, his former colleague, suffered the same fate.\Yes, I know.\He feels as though he was betrayed twice.\First by his father and then by his colleague.\That's why he acts like that toward you.\But even so...\You're right.\Don't you have family and friends of your own, missy? response:	If your Psycho-Pass gets clouded,
context: Yes, I know.\He feels as though he was betrayed twice.\First by his father and then by his colleague.\That's why he acts like that toward you.\But even so...\You're right.\Don't you have family and friends of your own, missy?\If your Psycho-Pass gets clouded, response:	those people will suffer the same hardships Nobuchika did.
context: He feels as though he was betrayed twice.\First by his father and then by his colleague.\That's why he acts like that toward you.\But even so...\You're right.\Don't you have family and friends of your own, missy?\If your Psycho-Pass gets clouded,\those people will suffer the same hardships Nobuchika did. response:	We Enforcers are here to prevent that.
context: First by his father and then by his colleague.\That's why he acts like that toward you.\But even so...\You're right.\Don't you have family and friends of your own, missy?\If your Psycho-Pass gets clouded,\those people will suffer the same hardships Nobuchika did.\We Enforcers are here to prevent that. response:	Do you think Kougami feels that way too?
context: That's why he acts like that toward you.\But even so...\You're right.\Don't you have family and friends of your own, missy?\If your Psycho-Pass gets clouded,\those people will suffer the same hardships Nobuchika did.\We Enforcers are here to prevent that.\Do you think Kougami feels that way too? response:	He used to.
context: But even so...\You're right.\Don't you have family and friends of your own, missy?\If your Psycho-Pass gets clouded,\those people will suffer the same hardships Nobuchika did.\We Enforcers are here to prevent that.\Do you think Kougami feels that way too?\He used to. response:	But now...
context: You're right.\Don't you have family and friends of your own, missy?\If your Psycho-Pass gets clouded,\those people will suffer the same hardships Nobuchika did.\We Enforcers are here to prevent that.\Do you think Kougami feels that way too?\He used to.\But now... response:	I think he's oblivious to anything that's not related to that Makishima guy.
context: Don't you have family and friends of your own, missy?\If your Psycho-Pass gets clouded,\those people will suffer the same hardships Nobuchika did.\We Enforcers are here to prevent that.\Do you think Kougami feels that way too?\He used to.\But now...\I think he's oblivious to anything that's not related to that Makishima guy. response:	I've no interest in capturing him alive.
context: If your Psycho-Pass gets clouded,\those people will suffer the same hardships Nobuchika did.\We Enforcers are here to prevent that.\Do you think Kougami feels that way too?\He used to.\But now...\I think he's oblivious to anything that's not related to that Makishima guy.\I've no interest in capturing him alive. response:	Is that okay with you?
context: those people will suffer the same hardships Nobuchika did.\We Enforcers are here to prevent that.\Do you think Kougami feels that way too?\He used to.\But now...\I think he's oblivious to anything that's not related to that Makishima guy.\I've no interest in capturing him alive.\Is that okay with you? response:	Of course.
context: We Enforcers are here to prevent that.\Do you think Kougami feels that way too?\He used to.\But now...\I think he's oblivious to anything that's not related to that Makishima guy.\I've no interest in capturing him alive.\Is that okay with you?\Of course. response:	What would even be the point?
context: Do you think Kougami feels that way too?\He used to.\But now...\I think he's oblivious to anything that's not related to that Makishima guy.\I've no interest in capturing him alive.\Is that okay with you?\Of course.\What would even be the point? response:	Kougami Shinya...
context: He used to.\But now...\I think he's oblivious to anything that's not related to that Makishima guy.\I've no interest in capturing him alive.\Is that okay with you?\Of course.\What would even be the point?\Kougami Shinya... response:	That name always seems to bring a smile to your face.
context: But now...\I think he's oblivious to anything that's not related to that Makishima guy.\I've no interest in capturing him alive.\Is that okay with you?\Of course.\What would even be the point?\Kougami Shinya...\That name always seems to bring a smile to your face. response:	It seems all fairy tales are dead
context: I think he's oblivious to anything that's not related to that Makishima guy.\I've no interest in capturing him alive.\Is that okay with you?\Of course.\What would even be the point?\Kougami Shinya...\That name always seems to bring a smile to your face.\It seems all fairy tales are dead response:	It seems all fairy tales are dead
context: I've no interest in capturing him alive.\Is that okay with you?\Of course.\What would even be the point?\Kougami Shinya...\That name always seems to bring a smile to your face.\It seems all fairy tales are dead\It seems all fairy tales are dead response:	In a hospital ward of brick stones
context: Is that okay with you?\Of course.\What would even be the point?\Kougami Shinya...\That name always seems to bring a smile to your face.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones response:	my voice is too coarse to sing
context: Of course.\What would even be the point?\Kougami Shinya...\That name always seems to bring a smile to your face.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing response:	Outside in the foggy haze
context: What would even be the point?\Kougami Shinya...\That name always seems to bring a smile to your face.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze response:	a red moon glows
context: Kougami Shinya...\That name always seems to bring a smile to your face.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows response:	Look at me
context: That name always seems to bring a smile to your face.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me response:	Do not avert your gaze
context: It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze response:	Behind black bars
context: It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars response:	I was born
context: In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born response:	I wish there were a punishment for evil
context: my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil response:	Always I need you
context: Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you response:	Now, grant us justice
context: a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice response:	before chaos takes us all
context: Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all response:	Pay the price of fate and let us go together,
context: Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together, response:	nameless beasts
context: Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
