context: You can ask me about anything you'd like. I'll do whatever I can to help. response:	This is the broom you're provided with by the school.
context: Can the ribbiting Akko-tan make it all the way?!\What is keeping them?!\Tia Freyre!\Tia Freyre!\Tia Freyre!\The rest of the contestants who were held up at the start line take off at top speed!\Ribbit, ribbit, ribbit, ribbit!\Hip, hop response:	Ow, ow, ow...
context: What is keeping them?!\Tia Freyre!\Tia Freyre!\Tia Freyre!\The rest of the contestants who were held up at the start line take off at top speed!\Ribbit, ribbit, ribbit, ribbit!\Hip, hop\Ow, ow, ow... response:	Isn't that...
context: Tia Freyre!\Tia Freyre!\Tia Freyre!\The rest of the contestants who were held up at the start line take off at top speed!\Ribbit, ribbit, ribbit, ribbit!\Hip, hop\Ow, ow, ow...\Isn't that... response:	Ouch...
context: Tia Freyre!\Tia Freyre!\The rest of the contestants who were held up at the start line take off at top speed!\Ribbit, ribbit, ribbit, ribbit!\Hip, hop\Ow, ow, ow...\Isn't that...\Ouch... response:	I knew it! It's the legendary broom!
context: Tia Freyre!\The rest of the contestants who were held up at the start line take off at top speed!\Ribbit, ribbit, ribbit, ribbit!\Hip, hop\Ow, ow, ow...\Isn't that...\Ouch...\I knew it! It's the legendary broom! response:	Hold it! You won't get away!
context: The rest of the contestants who were held up at the start line take off at top speed!\Ribbit, ribbit, ribbit, ribbit!\Hip, hop\Ow, ow, ow...\Isn't that...\Ouch...\I knew it! It's the legendary broom!\Hold it! You won't get away! response:	I did it! I'm flying a broom!
context: Ribbit, ribbit, ribbit, ribbit!\Hip, hop\Ow, ow, ow...\Isn't that...\Ouch...\I knew it! It's the legendary broom!\Hold it! You won't get away!\I did it! I'm flying a broom! response:	I'll never let you go!
context: Hip, hop\Ow, ow, ow...\Isn't that...\Ouch...\I knew it! It's the legendary broom!\Hold it! You won't get away!\I did it! I'm flying a broom!\I'll never let you go! response:	Look out!
context: Ow, ow, ow...\Isn't that...\Ouch...\I knew it! It's the legendary broom!\Hold it! You won't get away!\I did it! I'm flying a broom!\I'll never let you go!\Look out! response:	Move! Move!
context: Isn't that...\Ouch...\I knew it! It's the legendary broom!\Hold it! You won't get away!\I did it! I'm flying a broom!\I'll never let you go!\Look out!\Move! Move! response:	Diana!
context: Ouch...\I knew it! It's the legendary broom!\Hold it! You won't get away!\I did it! I'm flying a broom!\I'll never let you go!\Look out!\Move! Move!\Diana! response:	Th-Thanks, Diana.
context: I knew it! It's the legendary broom!\Hold it! You won't get away!\I did it! I'm flying a broom!\I'll never let you go!\Look out!\Move! Move!\Diana!\Th-Thanks, Diana. response:	Consider my debt paid with this.
context: Hold it! You won't get away!\I did it! I'm flying a broom!\I'll never let you go!\Look out!\Move! Move!\Diana!\Th-Thanks, Diana.\Consider my debt paid with this. response:	Debt?
context: I did it! I'm flying a broom!\I'll never let you go!\Look out!\Move! Move!\Diana!\Th-Thanks, Diana.\Consider my debt paid with this.\Debt? response:	You're covered in injuries.
context: I'll never let you go!\Look out!\Move! Move!\Diana!\Th-Thanks, Diana.\Consider my debt paid with this.\Debt?\You're covered in injuries. response:	Withdraw and call the rescue squad.
context: Look out!\Move! Move!\Diana!\Th-Thanks, Diana.\Consider my debt paid with this.\Debt?\You're covered in injuries.\Withdraw and call the rescue squad. response:	It's impossible for you to continue.
context: Move! Move!\Diana!\Th-Thanks, Diana.\Consider my debt paid with this.\Debt?\You're covered in injuries.\Withdraw and call the rescue squad.\It's impossible for you to continue. response:	Right, my broom!
context: Diana!\Th-Thanks, Diana.\Consider my debt paid with this.\Debt?\You're covered in injuries.\Withdraw and call the rescue squad.\It's impossible for you to continue.\Right, my broom! response:	What's an injury or two or three or four or five or six?!
context: Th-Thanks, Diana.\Consider my debt paid with this.\Debt?\You're covered in injuries.\Withdraw and call the rescue squad.\It's impossible for you to continue.\Right, my broom!\What's an injury or two or three or four or five or six?! response:	If I say I'll ride a broom, then I'm gonna ride it!
context: Consider my debt paid with this.\Debt?\You're covered in injuries.\Withdraw and call the rescue squad.\It's impossible for you to continue.\Right, my broom!\What's an injury or two or three or four or five or six?!\If I say I'll ride a broom, then I'm gonna ride it! response:	Don't even try to shake me off now.
context: Debt?\You're covered in injuries.\Withdraw and call the rescue squad.\It's impossible for you to continue.\Right, my broom!\What's an injury or two or three or four or five or six?!\If I say I'll ride a broom, then I'm gonna ride it!\Don't even try to shake me off now. response:	I won't even let go to the very depths of hell!
context: You're covered in injuries.\Withdraw and call the rescue squad.\It's impossible for you to continue.\Right, my broom!\What's an injury or two or three or four or five or six?!\If I say I'll ride a broom, then I'm gonna ride it!\Don't even try to shake me off now.\I won't even let go to the very depths of hell! response:	In first place is the Trustworthy and Talented Cool Beauty, Diana!
context: Withdraw and call the rescue squad.\It's impossible for you to continue.\Right, my broom!\What's an injury or two or three or four or five or six?!\If I say I'll ride a broom, then I'm gonna ride it!\Don't even try to shake me off now.\I won't even let go to the very depths of hell!\In first place is the Trustworthy and Talented Cool Beauty, Diana! response:	Will she pull away until the end?!
context: It's impossible for you to continue.\Right, my broom!\What's an injury or two or three or four or five or six?!\If I say I'll ride a broom, then I'm gonna ride it!\Don't even try to shake me off now.\I won't even let go to the very depths of hell!\In first place is the Trustworthy and Talented Cool Beauty, Diana!\Will she pull away until the end?! response:	I hope Akko is okay...
context: Right, my broom!\What's an injury or two or three or four or five or six?!\If I say I'll ride a broom, then I'm gonna ride it!\Don't even try to shake me off now.\I won't even let go to the very depths of hell!\In first place is the Trustworthy and Talented Cool Beauty, Diana!\Will she pull away until the end?!\I hope Akko is okay... response:	She probably gave up somewhere along the way.
context: What's an injury or two or three or four or five or six?!\If I say I'll ride a broom, then I'm gonna ride it!\Don't even try to shake me off now.\I won't even let go to the very depths of hell!\In first place is the Trustworthy and Talented Cool Beauty, Diana!\Will she pull away until the end?!\I hope Akko is okay...\She probably gave up somewhere along the way. response:	What? Something's approaching...
context: If I say I'll ride a broom, then I'm gonna ride it!\Don't even try to shake me off now.\I won't even let go to the very depths of hell!\In first place is the Trustworthy and Talented Cool Beauty, Diana!\Will she pull away until the end?!\I hope Akko is okay...\She probably gave up somewhere along the way.\What? Something's approaching... response:	Akko?!
context: Don't even try to shake me off now.\I won't even let go to the very depths of hell!\In first place is the Trustworthy and Talented Cool Beauty, Diana!\Will she pull away until the end?!\I hope Akko is okay...\She probably gave up somewhere along the way.\What? Something's approaching...\Akko?! response:	It's Akko flying on her broom!
context: I won't even let go to the very depths of hell!\In first place is the Trustworthy and Talented Cool Beauty, Diana!\Will she pull away until the end?!\I hope Akko is okay...\She probably gave up somewhere along the way.\What? Something's approaching...\Akko?!\It's Akko flying on her broom! response:	No way.
context: In first place is the Trustworthy and Talented Cool Beauty, Diana!\Will she pull away until the end?!\I hope Akko is okay...\She probably gave up somewhere along the way.\What? Something's approaching...\Akko?!\It's Akko flying on her broom!\No way. response:	Akko?!
context: Will she pull away until the end?!\I hope Akko is okay...\She probably gave up somewhere along the way.\What? Something's approaching...\Akko?!\It's Akko flying on her broom!\No way.\Akko?! response:	Bringing up third is The Wild Dark Horse Tomboy, Amanda!
context: I hope Akko is okay...\She probably gave up somewhere along the way.\What? Something's approaching...\Akko?!\It's Akko flying on her broom!\No way.\Akko?!\Bringing up third is The Wild Dark Horse Tomboy, Amanda! response:	That's my broom! Give it back!
context: She probably gave up somewhere along the way.\What? Something's approaching...\Akko?!\It's Akko flying on her broom!\No way.\Akko?!\Bringing up third is The Wild Dark Horse Tomboy, Amanda!\That's my broom! Give it back! response:	Amanda is disqualified! She failed her baton pass!
context: What? Something's approaching...\Akko?!\It's Akko flying on her broom!\No way.\Akko?!\Bringing up third is The Wild Dark Horse Tomboy, Amanda!\That's my broom! Give it back!\Amanda is disqualified! She failed her baton pass! response:	In fact, that's not a baton but a donut!
context: Akko?!\It's Akko flying on her broom!\No way.\Akko?!\Bringing up third is The Wild Dark Horse Tomboy, Amanda!\That's my broom! Give it back!\Amanda is disqualified! She failed her baton pass!\In fact, that's not a baton but a donut! response:	What a twist!
context: It's Akko flying on her broom!\No way.\Akko?!\Bringing up third is The Wild Dark Horse Tomboy, Amanda!\That's my broom! Give it back!\Amanda is disqualified! She failed her baton pass!\In fact, that's not a baton but a donut!\What a twist! response:	It's Diana and Akko, neck and neck!
context: No way.\Akko?!\Bringing up third is The Wild Dark Horse Tomboy, Amanda!\That's my broom! Give it back!\Amanda is disqualified! She failed her baton pass!\In fact, that's not a baton but a donut!\What a twist!\It's Diana and Akko, neck and neck! response:	That's incredible! Akko's flying on a broom!
context: Akko?!\Bringing up third is The Wild Dark Horse Tomboy, Amanda!\That's my broom! Give it back!\Amanda is disqualified! She failed her baton pass!\In fact, that's not a baton but a donut!\What a twist!\It's Diana and Akko, neck and neck!\That's incredible! Akko's flying on a broom! response:	Looks more like she chained herself to it.
context: Bringing up third is The Wild Dark Horse Tomboy, Amanda!\That's my broom! Give it back!\Amanda is disqualified! She failed her baton pass!\In fact, that's not a baton but a donut!\What a twist!\It's Diana and Akko, neck and neck!\That's incredible! Akko's flying on a broom!\Looks more like she chained herself to it. response:	It's still amazing!
context: That's my broom! Give it back!\Amanda is disqualified! She failed her baton pass!\In fact, that's not a baton but a donut!\What a twist!\It's Diana and Akko, neck and neck!\That's incredible! Akko's flying on a broom!\Looks more like she chained herself to it.\It's still amazing! response:	Akko, go for it!
context: Amanda is disqualified! She failed her baton pass!\In fact, that's not a baton but a donut!\What a twist!\It's Diana and Akko, neck and neck!\That's incredible! Akko's flying on a broom!\Looks more like she chained herself to it.\It's still amazing!\Akko, go for it! response:	What an intense dead heat!
context: In fact, that's not a baton but a donut!\What a twist!\It's Diana and Akko, neck and neck!\That's incredible! Akko's flying on a broom!\Looks more like she chained herself to it.\It's still amazing!\Akko, go for it!\What an intense dead heat! response:	They've rounded the final bend!
context: What a twist!\It's Diana and Akko, neck and neck!\That's incredible! Akko's flying on a broom!\Looks more like she chained herself to it.\It's still amazing!\Akko, go for it!\What an intense dead heat!\They've rounded the final bend! response:	Who will claim victory?!
context: It's Diana and Akko, neck and neck!\That's incredible! Akko's flying on a broom!\Looks more like she chained herself to it.\It's still amazing!\Akko, go for it!\What an intense dead heat!\They've rounded the final bend!\Who will claim victory?! response:	Congratulations on your win.
context: That's incredible! Akko's flying on a broom!\Looks more like she chained herself to it.\It's still amazing!\Akko, go for it!\What an intense dead heat!\They've rounded the final bend!\Who will claim victory?!\Congratulations on your win. response:	I was certainly surprised that Miss Kagari took second, despite her inability to fly.
context: Looks more like she chained herself to it.\It's still amazing!\Akko, go for it!\What an intense dead heat!\They've rounded the final bend!\Who will claim victory?!\Congratulations on your win.\I was certainly surprised that Miss Kagari took second, despite her inability to fly. response:	As was I.
context: It's still amazing!\Akko, go for it!\What an intense dead heat!\They've rounded the final bend!\Who will claim victory?!\Congratulations on your win.\I was certainly surprised that Miss Kagari took second, despite her inability to fly.\As was I. response:	It seems she has passion, if nothing else.
context: Akko, go for it!\What an intense dead heat!\They've rounded the final bend!\Who will claim victory?!\Congratulations on your win.\I was certainly surprised that Miss Kagari took second, despite her inability to fly.\As was I.\It seems she has passion, if nothing else. response:	Yes, just passion.
context: What an intense dead heat!\They've rounded the final bend!\Who will claim victory?!\Congratulations on your win.\I was certainly surprised that Miss Kagari took second, despite her inability to fly.\As was I.\It seems she has passion, if nothing else.\Yes, just passion. response:	But one day...
context: They've rounded the final bend!\Who will claim victory?!\Congratulations on your win.\I was certainly surprised that Miss Kagari took second, despite her inability to fly.\As was I.\It seems she has passion, if nothing else.\Yes, just passion.\But one day... response:	I lost sight of everything else
context: Who will claim victory?!\Congratulations on your win.\I was certainly surprised that Miss Kagari took second, despite her inability to fly.\As was I.\It seems she has passion, if nothing else.\Yes, just passion.\But one day...\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Congratulations on your win.\I was certainly surprised that Miss Kagari took second, despite her inability to fly.\As was I.\It seems she has passion, if nothing else.\Yes, just passion.\But one day...\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: I was certainly surprised that Miss Kagari took second, despite her inability to fly.\As was I.\It seems she has passion, if nothing else.\Yes, just passion.\But one day...\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: As was I.\It seems she has passion, if nothing else.\Yes, just passion.\But one day...\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: It seems she has passion, if nothing else.\Yes, just passion.\But one day...\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Yes, just passion.\But one day...\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	Chasing after a shooting star
context: But one day...\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Longing to know more about this world
context: muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Just wishing won't make it come true
context: nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	But if you only push open the door
context: hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	You'll be one step closer
context: kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	You're not the only one who believes in the future
context: chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	The scenery may be ever-changing
context: machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	But under this shining sky
context: mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	I'll never let go of the treasures we collected together
