context: My hometown, where I was born, is a city surrounded by mountains - response:	neither too large nor too small, neither too rural nor urban.
context: No way!\Well, good luck with her.\What's that supposed to mean?\Where am I?\My head hurts! What's this?\Oh, that's right, I'm at Jun-chan's place.\- Cheers! - Cheers!\Shoji and Kyosuke brought beer, and we made a toast, and then... response:	I can't remember much but I think we were having fun.
context: Well, good luck with her.\What's that supposed to mean?\Where am I?\My head hurts! What's this?\Oh, that's right, I'm at Jun-chan's place.\- Cheers! - Cheers!\Shoji and Kyosuke brought beer, and we made a toast, and then...\I can't remember much but I think we were having fun. response:	Oww!
context: What's that supposed to mean?\Where am I?\My head hurts! What's this?\Oh, that's right, I'm at Jun-chan's place.\- Cheers! - Cheers!\Shoji and Kyosuke brought beer, and we made a toast, and then...\I can't remember much but I think we were having fun.\Oww! response:	But I stayed over without calling home.
context: Where am I?\My head hurts! What's this?\Oh, that's right, I'm at Jun-chan's place.\- Cheers! - Cheers!\Shoji and Kyosuke brought beer, and we made a toast, and then...\I can't remember much but I think we were having fun.\Oww!\But I stayed over without calling home. response:	I'm in trouble.
context: My head hurts! What's this?\Oh, that's right, I'm at Jun-chan's place.\- Cheers! - Cheers!\Shoji and Kyosuke brought beer, and we made a toast, and then...\I can't remember much but I think we were having fun.\Oww!\But I stayed over without calling home.\I'm in trouble. response:	Jun-chan, do you have something for headaches?
context: Oh, that's right, I'm at Jun-chan's place.\- Cheers! - Cheers!\Shoji and Kyosuke brought beer, and we made a toast, and then...\I can't remember much but I think we were having fun.\Oww!\But I stayed over without calling home.\I'm in trouble.\Jun-chan, do you have something for headaches? response:	Well, how should I put it,
context: - Cheers! - Cheers!\Shoji and Kyosuke brought beer, and we made a toast, and then...\I can't remember much but I think we were having fun.\Oww!\But I stayed over without calling home.\I'm in trouble.\Jun-chan, do you have something for headaches?\Well, how should I put it, response:	we spent the night talking and found that we really get along, and you know...
context: Shoji and Kyosuke brought beer, and we made a toast, and then...\I can't remember much but I think we were having fun.\Oww!\But I stayed over without calling home.\I'm in trouble.\Jun-chan, do you have something for headaches?\Well, how should I put it,\we spent the night talking and found that we really get along, and you know... response:	It just seemed like the appropriate thing.
context: I can't remember much but I think we were having fun.\Oww!\But I stayed over without calling home.\I'm in trouble.\Jun-chan, do you have something for headaches?\Well, how should I put it,\we spent the night talking and found that we really get along, and you know...\It just seemed like the appropriate thing. response:	Why is she making excuses?
context: Oww!\But I stayed over without calling home.\I'm in trouble.\Jun-chan, do you have something for headaches?\Well, how should I put it,\we spent the night talking and found that we really get along, and you know...\It just seemed like the appropriate thing.\Why is she making excuses? response:	Well, I really liked Junko from the moment I saw her.
context: But I stayed over without calling home.\I'm in trouble.\Jun-chan, do you have something for headaches?\Well, how should I put it,\we spent the night talking and found that we really get along, and you know...\It just seemed like the appropriate thing.\Why is she making excuses?\Well, I really liked Junko from the moment I saw her. response:	Way to go, Kyosuke!
context: I'm in trouble.\Jun-chan, do you have something for headaches?\Well, how should I put it,\we spent the night talking and found that we really get along, and you know...\It just seemed like the appropriate thing.\Why is she making excuses?\Well, I really liked Junko from the moment I saw her.\Way to go, Kyosuke! response:	You said it! Falling in love is not about logic!
context: Jun-chan, do you have something for headaches?\Well, how should I put it,\we spent the night talking and found that we really get along, and you know...\It just seemed like the appropriate thing.\Why is she making excuses?\Well, I really liked Junko from the moment I saw her.\Way to go, Kyosuke!\You said it! Falling in love is not about logic! response:	Nana, you're the expert on love at first sight, after all?
context: Well, how should I put it,\we spent the night talking and found that we really get along, and you know...\It just seemed like the appropriate thing.\Why is she making excuses?\Well, I really liked Junko from the moment I saw her.\Way to go, Kyosuke!\You said it! Falling in love is not about logic!\Nana, you're the expert on love at first sight, after all? response:	Huh? Expert? Why do you know?
context: we spent the night talking and found that we really get along, and you know...\It just seemed like the appropriate thing.\Why is she making excuses?\Well, I really liked Junko from the moment I saw her.\Way to go, Kyosuke!\You said it! Falling in love is not about logic!\Nana, you're the expert on love at first sight, after all?\Huh? Expert? Why do you know? response:	Jun-chan, you gossip!
context: It just seemed like the appropriate thing.\Why is she making excuses?\Well, I really liked Junko from the moment I saw her.\Way to go, Kyosuke!\You said it! Falling in love is not about logic!\Nana, you're the expert on love at first sight, after all?\Huh? Expert? Why do you know?\Jun-chan, you gossip! response:	You told them yourself! Don't you remember?!
context: Why is she making excuses?\Well, I really liked Junko from the moment I saw her.\Way to go, Kyosuke!\You said it! Falling in love is not about logic!\Nana, you're the expert on love at first sight, after all?\Huh? Expert? Why do you know?\Jun-chan, you gossip!\You told them yourself! Don't you remember?! response:	No way!
context: Well, I really liked Junko from the moment I saw her.\Way to go, Kyosuke!\You said it! Falling in love is not about logic!\Nana, you're the expert on love at first sight, after all?\Huh? Expert? Why do you know?\Jun-chan, you gossip!\You told them yourself! Don't you remember?!\No way! response:	Look at the time.
context: Way to go, Kyosuke!\You said it! Falling in love is not about logic!\Nana, you're the expert on love at first sight, after all?\Huh? Expert? Why do you know?\Jun-chan, you gossip!\You told them yourself! Don't you remember?!\No way!\Look at the time. response:	I'm going home to get changed and then go to school.
context: You said it! Falling in love is not about logic!\Nana, you're the expert on love at first sight, after all?\Huh? Expert? Why do you know?\Jun-chan, you gossip!\You told them yourself! Don't you remember?!\No way!\Look at the time.\I'm going home to get changed and then go to school. response:	Nana, you'll be late for class if you go home now.
context: Nana, you're the expert on love at first sight, after all?\Huh? Expert? Why do you know?\Jun-chan, you gossip!\You told them yourself! Don't you remember?!\No way!\Look at the time.\I'm going home to get changed and then go to school.\Nana, you'll be late for class if you go home now. response:	Want me to lend you something to wear?
context: Huh? Expert? Why do you know?\Jun-chan, you gossip!\You told them yourself! Don't you remember?!\No way!\Look at the time.\I'm going home to get changed and then go to school.\Nana, you'll be late for class if you go home now.\Want me to lend you something to wear? response:	I told them? What did I tell them, and how much detail?
context: Jun-chan, you gossip!\You told them yourself! Don't you remember?!\No way!\Look at the time.\I'm going home to get changed and then go to school.\Nana, you'll be late for class if you go home now.\Want me to lend you something to wear?\I told them? What did I tell them, and how much detail? response:	Well, you started with Okamoto the art class teacher,
context: You told them yourself! Don't you remember?!\No way!\Look at the time.\I'm going home to get changed and then go to school.\Nana, you'll be late for class if you go home now.\Want me to lend you something to wear?\I told them? What did I tell them, and how much detail?\Well, you started with Okamoto the art class teacher, response:	then Nakamura of the video shop, Kawasaki the cook
context: No way!\Look at the time.\I'm going home to get changed and then go to school.\Nana, you'll be late for class if you go home now.\Want me to lend you something to wear?\I told them? What did I tell them, and how much detail?\Well, you started with Okamoto the art class teacher,\then Nakamura of the video shop, Kawasaki the cook response:	and Yoshida the pizza boy.
context: Look at the time.\I'm going home to get changed and then go to school.\Nana, you'll be late for class if you go home now.\Want me to lend you something to wear?\I told them? What did I tell them, and how much detail?\Well, you started with Okamoto the art class teacher,\then Nakamura of the video shop, Kawasaki the cook\and Yoshida the pizza boy. response:	You were making a joke out of it all.
context: I'm going home to get changed and then go to school.\Nana, you'll be late for class if you go home now.\Want me to lend you something to wear?\I told them? What did I tell them, and how much detail?\Well, you started with Okamoto the art class teacher,\then Nakamura of the video shop, Kawasaki the cook\and Yoshida the pizza boy.\You were making a joke out of it all. response:	No way. I did that?
context: Nana, you'll be late for class if you go home now.\Want me to lend you something to wear?\I told them? What did I tell them, and how much detail?\Well, you started with Okamoto the art class teacher,\then Nakamura of the video shop, Kawasaki the cook\and Yoshida the pizza boy.\You were making a joke out of it all.\No way. I did that? response:	But Nana, I'm guessing
context: Want me to lend you something to wear?\I told them? What did I tell them, and how much detail?\Well, you started with Okamoto the art class teacher,\then Nakamura of the video shop, Kawasaki the cook\and Yoshida the pizza boy.\You were making a joke out of it all.\No way. I did that?\But Nana, I'm guessing response:	you still haven't been able to forget Mr. Asano.
context: I told them? What did I tell them, and how much detail?\Well, you started with Okamoto the art class teacher,\then Nakamura of the video shop, Kawasaki the cook\and Yoshida the pizza boy.\You were making a joke out of it all.\No way. I did that?\But Nana, I'm guessing\you still haven't been able to forget Mr. Asano. response:	That's not true. I forgot about him.
context: Well, you started with Okamoto the art class teacher,\then Nakamura of the video shop, Kawasaki the cook\and Yoshida the pizza boy.\You were making a joke out of it all.\No way. I did that?\But Nana, I'm guessing\you still haven't been able to forget Mr. Asano.\That's not true. I forgot about him. response:	If I'm making a joke outta him...
context: then Nakamura of the video shop, Kawasaki the cook\and Yoshida the pizza boy.\You were making a joke out of it all.\No way. I did that?\But Nana, I'm guessing\you still haven't been able to forget Mr. Asano.\That's not true. I forgot about him.\If I'm making a joke outta him... response:	No, you cried.
context: and Yoshida the pizza boy.\You were making a joke out of it all.\No way. I did that?\But Nana, I'm guessing\you still haven't been able to forget Mr. Asano.\That's not true. I forgot about him.\If I'm making a joke outta him...\No, you cried. response:	When you started to talk about him,
context: You were making a joke out of it all.\No way. I did that?\But Nana, I'm guessing\you still haven't been able to forget Mr. Asano.\That's not true. I forgot about him.\If I'm making a joke outta him...\No, you cried.\When you started to talk about him, response:	you broke down in tears and stopped talking.
context: No way. I did that?\But Nana, I'm guessing\you still haven't been able to forget Mr. Asano.\That's not true. I forgot about him.\If I'm making a joke outta him...\No, you cried.\When you started to talk about him,\you broke down in tears and stopped talking. response:	Say, Nana, what about Shoji? If you like him, I'll help.
context: But Nana, I'm guessing\you still haven't been able to forget Mr. Asano.\That's not true. I forgot about him.\If I'm making a joke outta him...\No, you cried.\When you started to talk about him,\you broke down in tears and stopped talking.\Say, Nana, what about Shoji? If you like him, I'll help. response:	Jun-chan, are you feeling bad because you got together with Kyosuke?
context: you still haven't been able to forget Mr. Asano.\That's not true. I forgot about him.\If I'm making a joke outta him...\No, you cried.\When you started to talk about him,\you broke down in tears and stopped talking.\Say, Nana, what about Shoji? If you like him, I'll help.\Jun-chan, are you feeling bad because you got together with Kyosuke? response:	That's not it.
context: That's not true. I forgot about him.\If I'm making a joke outta him...\No, you cried.\When you started to talk about him,\you broke down in tears and stopped talking.\Say, Nana, what about Shoji? If you like him, I'll help.\Jun-chan, are you feeling bad because you got together with Kyosuke?\That's not it. response:	Shoji is a really nice guy,
context: If I'm making a joke outta him...\No, you cried.\When you started to talk about him,\you broke down in tears and stopped talking.\Say, Nana, what about Shoji? If you like him, I'll help.\Jun-chan, are you feeling bad because you got together with Kyosuke?\That's not it.\Shoji is a really nice guy, response:	so I think he'd be loyal to his girlfriend.
context: No, you cried.\When you started to talk about him,\you broke down in tears and stopped talking.\Say, Nana, what about Shoji? If you like him, I'll help.\Jun-chan, are you feeling bad because you got together with Kyosuke?\That's not it.\Shoji is a really nice guy,\so I think he'd be loyal to his girlfriend. response:	He'd treat you with great care, Nana. I guarantee it.
context: When you started to talk about him,\you broke down in tears and stopped talking.\Say, Nana, what about Shoji? If you like him, I'll help.\Jun-chan, are you feeling bad because you got together with Kyosuke?\That's not it.\Shoji is a really nice guy,\so I think he'd be loyal to his girlfriend.\He'd treat you with great care, Nana. I guarantee it. response:	Jun-chan!
context: you broke down in tears and stopped talking.\Say, Nana, what about Shoji? If you like him, I'll help.\Jun-chan, are you feeling bad because you got together with Kyosuke?\That's not it.\Shoji is a really nice guy,\so I think he'd be loyal to his girlfriend.\He'd treat you with great care, Nana. I guarantee it.\Jun-chan! response:	If you were a guy, Jun-chan, I'd definitely be your girlfriend.
context: Say, Nana, what about Shoji? If you like him, I'll help.\Jun-chan, are you feeling bad because you got together with Kyosuke?\That's not it.\Shoji is a really nice guy,\so I think he'd be loyal to his girlfriend.\He'd treat you with great care, Nana. I guarantee it.\Jun-chan!\If you were a guy, Jun-chan, I'd definitely be your girlfriend. response:	No way! I seriously won't wanna go out with you.
context: Jun-chan, are you feeling bad because you got together with Kyosuke?\That's not it.\Shoji is a really nice guy,\so I think he'd be loyal to his girlfriend.\He'd treat you with great care, Nana. I guarantee it.\Jun-chan!\If you were a guy, Jun-chan, I'd definitely be your girlfriend.\No way! I seriously won't wanna go out with you. response:	But it's all right. I was able to become good friends with Shoji.
context: That's not it.\Shoji is a really nice guy,\so I think he'd be loyal to his girlfriend.\He'd treat you with great care, Nana. I guarantee it.\Jun-chan!\If you were a guy, Jun-chan, I'd definitely be your girlfriend.\No way! I seriously won't wanna go out with you.\But it's all right. I was able to become good friends with Shoji. response:	Huh?
context: Shoji is a really nice guy,\so I think he'd be loyal to his girlfriend.\He'd treat you with great care, Nana. I guarantee it.\Jun-chan!\If you were a guy, Jun-chan, I'd definitely be your girlfriend.\No way! I seriously won't wanna go out with you.\But it's all right. I was able to become good friends with Shoji.\Huh? response:	Shoji's an important guy friend.
context: so I think he'd be loyal to his girlfriend.\He'd treat you with great care, Nana. I guarantee it.\Jun-chan!\If you were a guy, Jun-chan, I'd definitely be your girlfriend.\No way! I seriously won't wanna go out with you.\But it's all right. I was able to become good friends with Shoji.\Huh?\Shoji's an important guy friend. response:	It would be a waste to make him a mere boyfriend.
context: He'd treat you with great care, Nana. I guarantee it.\Jun-chan!\If you were a guy, Jun-chan, I'd definitely be your girlfriend.\No way! I seriously won't wanna go out with you.\But it's all right. I was able to become good friends with Shoji.\Huh?\Shoji's an important guy friend.\It would be a waste to make him a mere boyfriend. response:	Mere boyfriend?
context: Jun-chan!\If you were a guy, Jun-chan, I'd definitely be your girlfriend.\No way! I seriously won't wanna go out with you.\But it's all right. I was able to become good friends with Shoji.\Huh?\Shoji's an important guy friend.\It would be a waste to make him a mere boyfriend.\Mere boyfriend? response:	Junko! Nana!
context: If you were a guy, Jun-chan, I'd definitely be your girlfriend.\No way! I seriously won't wanna go out with you.\But it's all right. I was able to become good friends with Shoji.\Huh?\Shoji's an important guy friend.\It would be a waste to make him a mere boyfriend.\Mere boyfriend?\Junko! Nana! response:	Good morning!
context: No way! I seriously won't wanna go out with you.\But it's all right. I was able to become good friends with Shoji.\Huh?\Shoji's an important guy friend.\It would be a waste to make him a mere boyfriend.\Mere boyfriend?\Junko! Nana!\Good morning! response:	Thank goodness, you look fine today, Nana-chan.
context: But it's all right. I was able to become good friends with Shoji.\Huh?\Shoji's an important guy friend.\It would be a waste to make him a mere boyfriend.\Mere boyfriend?\Junko! Nana!\Good morning!\Thank goodness, you look fine today, Nana-chan. response:	I'm feeling super-fine.
context: Huh?\Shoji's an important guy friend.\It would be a waste to make him a mere boyfriend.\Mere boyfriend?\Junko! Nana!\Good morning!\Thank goodness, you look fine today, Nana-chan.\I'm feeling super-fine. response:	I had a hangover headache
context: Shoji's an important guy friend.\It would be a waste to make him a mere boyfriend.\Mere boyfriend?\Junko! Nana!\Good morning!\Thank goodness, you look fine today, Nana-chan.\I'm feeling super-fine.\I had a hangover headache response:	but with a little medication, the pain's gone.
context: It would be a waste to make him a mere boyfriend.\Mere boyfriend?\Junko! Nana!\Good morning!\Thank goodness, you look fine today, Nana-chan.\I'm feeling super-fine.\I had a hangover headache\but with a little medication, the pain's gone. response:	When did you go home, Shoji?
context: Mere boyfriend?\Junko! Nana!\Good morning!\Thank goodness, you look fine today, Nana-chan.\I'm feeling super-fine.\I had a hangover headache\but with a little medication, the pain's gone.\When did you go home, Shoji? response:	- She's taken charge of the conversation! - I got on the last train.
context: Junko! Nana!\Good morning!\Thank goodness, you look fine today, Nana-chan.\I'm feeling super-fine.\I had a hangover headache\but with a little medication, the pain's gone.\When did you go home, Shoji?\- She's taken charge of the conversation! - I got on the last train. response:	I can't sleep unless my grandma sings me a lullaby.
context: Good morning!\Thank goodness, you look fine today, Nana-chan.\I'm feeling super-fine.\I had a hangover headache\but with a little medication, the pain's gone.\When did you go home, Shoji?\- She's taken charge of the conversation! - I got on the last train.\I can't sleep unless my grandma sings me a lullaby. response:	Really?!
context: Thank goodness, you look fine today, Nana-chan.\I'm feeling super-fine.\I had a hangover headache\but with a little medication, the pain's gone.\When did you go home, Shoji?\- She's taken charge of the conversation! - I got on the last train.\I can't sleep unless my grandma sings me a lullaby.\Really?! response:	Well, never mind.
context: I'm feeling super-fine.\I had a hangover headache\but with a little medication, the pain's gone.\When did you go home, Shoji?\- She's taken charge of the conversation! - I got on the last train.\I can't sleep unless my grandma sings me a lullaby.\Really?!\Well, never mind. response:	A movie?
context: I had a hangover headache\but with a little medication, the pain's gone.\When did you go home, Shoji?\- She's taken charge of the conversation! - I got on the last train.\I can't sleep unless my grandma sings me a lullaby.\Really?!\Well, never mind.\A movie? response:	Yeah. You said that you like movies, right?
context: but with a little medication, the pain's gone.\When did you go home, Shoji?\- She's taken charge of the conversation! - I got on the last train.\I can't sleep unless my grandma sings me a lullaby.\Really?!\Well, never mind.\A movie?\Yeah. You said that you like movies, right? response:	If you're free this Sunday, maybe we could catch a movie together...
context: When did you go home, Shoji?\- She's taken charge of the conversation! - I got on the last train.\I can't sleep unless my grandma sings me a lullaby.\Really?!\Well, never mind.\A movie?\Yeah. You said that you like movies, right?\If you're free this Sunday, maybe we could catch a movie together... response:	No.
context: - She's taken charge of the conversation! - I got on the last train.\I can't sleep unless my grandma sings me a lullaby.\Really?!\Well, never mind.\A movie?\Yeah. You said that you like movies, right?\If you're free this Sunday, maybe we could catch a movie together...\No. response:	I prefer going to the movies on my own.
context: I can't sleep unless my grandma sings me a lullaby.\Really?!\Well, never mind.\A movie?\Yeah. You said that you like movies, right?\If you're free this Sunday, maybe we could catch a movie together...\No.\I prefer going to the movies on my own. response:	Having a friend sit beside me is so distracting.
context: Really?!\Well, never mind.\A movie?\Yeah. You said that you like movies, right?\If you're free this Sunday, maybe we could catch a movie together...\No.\I prefer going to the movies on my own.\Having a friend sit beside me is so distracting. response:	Yes, I understand.
context: Well, never mind.\A movie?\Yeah. You said that you like movies, right?\If you're free this Sunday, maybe we could catch a movie together...\No.\I prefer going to the movies on my own.\Having a friend sit beside me is so distracting.\Yes, I understand. response:	It's the same for me.
context: A movie?\Yeah. You said that you like movies, right?\If you're free this Sunday, maybe we could catch a movie together...\No.\I prefer going to the movies on my own.\Having a friend sit beside me is so distracting.\Yes, I understand.\It's the same for me. response:	Ouch!
context: Yeah. You said that you like movies, right?\If you're free this Sunday, maybe we could catch a movie together...\No.\I prefer going to the movies on my own.\Having a friend sit beside me is so distracting.\Yes, I understand.\It's the same for me.\Ouch! response:	Infirmary
context: If you're free this Sunday, maybe we could catch a movie together...\No.\I prefer going to the movies on my own.\Having a friend sit beside me is so distracting.\Yes, I understand.\It's the same for me.\Ouch!\Infirmary response:	Infirmary Won't you ever forgive me, Demon Lord?!
context: No.\I prefer going to the movies on my own.\Having a friend sit beside me is so distracting.\Yes, I understand.\It's the same for me.\Ouch!\Infirmary\Infirmary Won't you ever forgive me, Demon Lord?! response:	Won't you ever forgive me, Demon Lord?!
context: I prefer going to the movies on my own.\Having a friend sit beside me is so distracting.\Yes, I understand.\It's the same for me.\Ouch!\Infirmary\Infirmary Won't you ever forgive me, Demon Lord?!\Won't you ever forgive me, Demon Lord?! response:	Demon Lord?
context: Having a friend sit beside me is so distracting.\Yes, I understand.\It's the same for me.\Ouch!\Infirmary\Infirmary Won't you ever forgive me, Demon Lord?!\Won't you ever forgive me, Demon Lord?!\Demon Lord? response:	The lord of all fears. I've been cursed.
context: Yes, I understand.\It's the same for me.\Ouch!\Infirmary\Infirmary Won't you ever forgive me, Demon Lord?!\Won't you ever forgive me, Demon Lord?!\Demon Lord?\The lord of all fears. I've been cursed. response:	What's that supposed to mean?
context: It's the same for me.\Ouch!\Infirmary\Infirmary Won't you ever forgive me, Demon Lord?!\Won't you ever forgive me, Demon Lord?!\Demon Lord?\The lord of all fears. I've been cursed.\What's that supposed to mean? response:	You were just clumsy. Here, give me your hand.
context: Ouch!\Infirmary\Infirmary Won't you ever forgive me, Demon Lord?!\Won't you ever forgive me, Demon Lord?!\Demon Lord?\The lord of all fears. I've been cursed.\What's that supposed to mean?\You were just clumsy. Here, give me your hand. response:	- Ow, ow, ow, stop it! - We've gotta do this.
context: Infirmary\Infirmary Won't you ever forgive me, Demon Lord?!\Won't you ever forgive me, Demon Lord?!\Demon Lord?\The lord of all fears. I've been cursed.\What's that supposed to mean?\You were just clumsy. Here, give me your hand.\- Ow, ow, ow, stop it! - We've gotta do this. response:	- It's too painful! - Or it'll get infected and hurt a lot more.
context: Infirmary Won't you ever forgive me, Demon Lord?!\Won't you ever forgive me, Demon Lord?!\Demon Lord?\The lord of all fears. I've been cursed.\What's that supposed to mean?\You were just clumsy. Here, give me your hand.\- Ow, ow, ow, stop it! - We've gotta do this.\- It's too painful! - Or it'll get infected and hurt a lot more. response:	It will hurt more?
context: Won't you ever forgive me, Demon Lord?!\Demon Lord?\The lord of all fears. I've been cursed.\What's that supposed to mean?\You were just clumsy. Here, give me your hand.\- Ow, ow, ow, stop it! - We've gotta do this.\- It's too painful! - Or it'll get infected and hurt a lot more.\It will hurt more? response:	I'm guessing you still haven't been able to forget Mr. Asano.
context: Demon Lord?\The lord of all fears. I've been cursed.\What's that supposed to mean?\You were just clumsy. Here, give me your hand.\- Ow, ow, ow, stop it! - We've gotta do this.\- It's too painful! - Or it'll get infected and hurt a lot more.\It will hurt more?\I'm guessing you still haven't been able to forget Mr. Asano. response:	Not only can't I forget him,
context: The lord of all fears. I've been cursed.\What's that supposed to mean?\You were just clumsy. Here, give me your hand.\- Ow, ow, ow, stop it! - We've gotta do this.\- It's too painful! - Or it'll get infected and hurt a lot more.\It will hurt more?\I'm guessing you still haven't been able to forget Mr. Asano.\Not only can't I forget him, response:	it's like an infection spreading, Jun-chan.
context: What's that supposed to mean?\You were just clumsy. Here, give me your hand.\- Ow, ow, ow, stop it! - We've gotta do this.\- It's too painful! - Or it'll get infected and hurt a lot more.\It will hurt more?\I'm guessing you still haven't been able to forget Mr. Asano.\Not only can't I forget him,\it's like an infection spreading, Jun-chan. response:	It gets worse as time goes by.
context: You were just clumsy. Here, give me your hand.\- Ow, ow, ow, stop it! - We've gotta do this.\- It's too painful! - Or it'll get infected and hurt a lot more.\It will hurt more?\I'm guessing you still haven't been able to forget Mr. Asano.\Not only can't I forget him,\it's like an infection spreading, Jun-chan.\It gets worse as time goes by. response:	The more I look back on the memories,
context: - Ow, ow, ow, stop it! - We've gotta do this.\- It's too painful! - Or it'll get infected and hurt a lot more.\It will hurt more?\I'm guessing you still haven't been able to forget Mr. Asano.\Not only can't I forget him,\it's like an infection spreading, Jun-chan.\It gets worse as time goes by.\The more I look back on the memories, response:	the more I start thinking that every move of his was a lie.
context: - It's too painful! - Or it'll get infected and hurt a lot more.\It will hurt more?\I'm guessing you still haven't been able to forget Mr. Asano.\Not only can't I forget him,\it's like an infection spreading, Jun-chan.\It gets worse as time goes by.\The more I look back on the memories,\the more I start thinking that every move of his was a lie. response:	The pain's so bad, I feel that I'm gonna faint.
context: It will hurt more?\I'm guessing you still haven't been able to forget Mr. Asano.\Not only can't I forget him,\it's like an infection spreading, Jun-chan.\It gets worse as time goes by.\The more I look back on the memories,\the more I start thinking that every move of his was a lie.\The pain's so bad, I feel that I'm gonna faint. response:	At this rate, my body's gonna rot.
context: I'm guessing you still haven't been able to forget Mr. Asano.\Not only can't I forget him,\it's like an infection spreading, Jun-chan.\It gets worse as time goes by.\The more I look back on the memories,\the more I start thinking that every move of his was a lie.\The pain's so bad, I feel that I'm gonna faint.\At this rate, my body's gonna rot. response:	No way!
context: Not only can't I forget him,\it's like an infection spreading, Jun-chan.\It gets worse as time goes by.\The more I look back on the memories,\the more I start thinking that every move of his was a lie.\The pain's so bad, I feel that I'm gonna faint.\At this rate, my body's gonna rot.\No way! response:	Calm down! Your hand will be okay.
context: it's like an infection spreading, Jun-chan.\It gets worse as time goes by.\The more I look back on the memories,\the more I start thinking that every move of his was a lie.\The pain's so bad, I feel that I'm gonna faint.\At this rate, my body's gonna rot.\No way!\Calm down! Your hand will be okay. response:	The wound will heal quickly.
context: It gets worse as time goes by.\The more I look back on the memories,\the more I start thinking that every move of his was a lie.\The pain's so bad, I feel that I'm gonna faint.\At this rate, my body's gonna rot.\No way!\Calm down! Your hand will be okay.\The wound will heal quickly. response:	Thank you. You're so kind, Shoji.
context: The more I look back on the memories,\the more I start thinking that every move of his was a lie.\The pain's so bad, I feel that I'm gonna faint.\At this rate, my body's gonna rot.\No way!\Calm down! Your hand will be okay.\The wound will heal quickly.\Thank you. You're so kind, Shoji. response:	Hey, don't mention it.
context: the more I start thinking that every move of his was a lie.\The pain's so bad, I feel that I'm gonna faint.\At this rate, my body's gonna rot.\No way!\Calm down! Your hand will be okay.\The wound will heal quickly.\Thank you. You're so kind, Shoji.\Hey, don't mention it. response:	Yeah, maybe I'm a little kind.
context: The pain's so bad, I feel that I'm gonna faint.\At this rate, my body's gonna rot.\No way!\Calm down! Your hand will be okay.\The wound will heal quickly.\Thank you. You're so kind, Shoji.\Hey, don't mention it.\Yeah, maybe I'm a little kind. response:	Say, Shoji, what should I do to heal a broken heart?
context: At this rate, my body's gonna rot.\No way!\Calm down! Your hand will be okay.\The wound will heal quickly.\Thank you. You're so kind, Shoji.\Hey, don't mention it.\Yeah, maybe I'm a little kind.\Say, Shoji, what should I do to heal a broken heart? response:	A broken heart?
context: No way!\Calm down! Your hand will be okay.\The wound will heal quickly.\Thank you. You're so kind, Shoji.\Hey, don't mention it.\Yeah, maybe I'm a little kind.\Say, Shoji, what should I do to heal a broken heart?\A broken heart? response:	I think the only way is to find a new love!
context: Calm down! Your hand will be okay.\The wound will heal quickly.\Thank you. You're so kind, Shoji.\Hey, don't mention it.\Yeah, maybe I'm a little kind.\Say, Shoji, what should I do to heal a broken heart?\A broken heart?\I think the only way is to find a new love! response:	What do you think?
context: The wound will heal quickly.\Thank you. You're so kind, Shoji.\Hey, don't mention it.\Yeah, maybe I'm a little kind.\Say, Shoji, what should I do to heal a broken heart?\A broken heart?\I think the only way is to find a new love!\What do you think? response:	I agree.
context: Thank you. You're so kind, Shoji.\Hey, don't mention it.\Yeah, maybe I'm a little kind.\Say, Shoji, what should I do to heal a broken heart?\A broken heart?\I think the only way is to find a new love!\What do you think?\I agree. response:	Nana...
context: Hey, don't mention it.\Yeah, maybe I'm a little kind.\Say, Shoji, what should I do to heal a broken heart?\A broken heart?\I think the only way is to find a new love!\What do you think?\I agree.\Nana... response:	Okay, I've decided!
context: Yeah, maybe I'm a little kind.\Say, Shoji, what should I do to heal a broken heart?\A broken heart?\I think the only way is to find a new love!\What do you think?\I agree.\Nana...\Okay, I've decided! response:	Shoji, where in the city do the fashionable young people hang out?
context: Say, Shoji, what should I do to heal a broken heart?\A broken heart?\I think the only way is to find a new love!\What do you think?\I agree.\Nana...\Okay, I've decided!\Shoji, where in the city do the fashionable young people hang out? response:	Young people?
context: A broken heart?\I think the only way is to find a new love!\What do you think?\I agree.\Nana...\Okay, I've decided!\Shoji, where in the city do the fashionable young people hang out?\Young people? response:	Yes, youngsters not wearing suits and stuff.
context: I think the only way is to find a new love!\What do you think?\I agree.\Nana...\Okay, I've decided!\Shoji, where in the city do the fashionable young people hang out?\Young people?\Yes, youngsters not wearing suits and stuff. response:	At the arcade, maybe?
context: What do you think?\I agree.\Nana...\Okay, I've decided!\Shoji, where in the city do the fashionable young people hang out?\Young people?\Yes, youngsters not wearing suits and stuff.\At the arcade, maybe? response:	No way. There are also kids and older guys there.
context: I agree.\Nana...\Okay, I've decided!\Shoji, where in the city do the fashionable young people hang out?\Young people?\Yes, youngsters not wearing suits and stuff.\At the arcade, maybe?\No way. There are also kids and older guys there. response:	And it's not at all fashionable.
context: Nana...\Okay, I've decided!\Shoji, where in the city do the fashionable young people hang out?\Young people?\Yes, youngsters not wearing suits and stuff.\At the arcade, maybe?\No way. There are also kids and older guys there.\And it's not at all fashionable. response:	Then maybe a club.
context: Okay, I've decided!\Shoji, where in the city do the fashionable young people hang out?\Young people?\Yes, youngsters not wearing suits and stuff.\At the arcade, maybe?\No way. There are also kids and older guys there.\And it's not at all fashionable.\Then maybe a club. response:	Bingo!
