context: After an utterly impartial drawing, response:	it has been decided that the role of Romeo will go to Raku, while Onodera-san will be Juliet!
context: Boys don't come in!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Girls Changing!! response:	Boys don't come in!!
context: Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!! response:	Girls Changing!!
context: Girls Changing!!\Boys don't come in!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Girls Changing!! response:	Boys don't come in!!
context: Boys don't come in!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!! response:	Onodera's costume?
context: Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Onodera's costume? response:	Wh-What's it like?
context: Girls Changing!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Onodera's costume?\Wh-What's it like? response:	Ichijou-kun?
context: Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Onodera's costume?\Wh-What's it like?\Ichijou-kun? response:	H-How cute is that?! She looks awesome in that!
context: Girls Changing!!\Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Onodera's costume?\Wh-What's it like?\Ichijou-kun?\H-How cute is that?! She looks awesome in that! response:	What the hell?
context: Boys don't come in!!\Girls Changing!!\Boys don't come in!!\Onodera's costume?\Wh-What's it like?\Ichijou-kun?\H-How cute is that?! She looks awesome in that!\What the hell? response:	She's absolutely adorable!
context: Girls Changing!!\Boys don't come in!!\Onodera's costume?\Wh-What's it like?\Ichijou-kun?\H-How cute is that?! She looks awesome in that!\What the hell?\She's absolutely adorable! response:	Does it look okay?
context: Boys don't come in!!\Onodera's costume?\Wh-What's it like?\Ichijou-kun?\H-How cute is that?! She looks awesome in that!\What the hell?\She's absolutely adorable!\Does it look okay? response:	Y-Yeah... I mean... I think...
context: Onodera's costume?\Wh-What's it like?\Ichijou-kun?\H-How cute is that?! She looks awesome in that!\What the hell?\She's absolutely adorable!\Does it look okay?\Y-Yeah... I mean... I think... response:	It looks great on you.
context: Wh-What's it like?\Ichijou-kun?\H-How cute is that?! She looks awesome in that!\What the hell?\She's absolutely adorable!\Does it look okay?\Y-Yeah... I mean... I think...\It looks great on you. response:	Thank you.
context: Ichijou-kun?\H-How cute is that?! She looks awesome in that!\What the hell?\She's absolutely adorable!\Does it look okay?\Y-Yeah... I mean... I think...\It looks great on you.\Thank you. response:	You look great too, Ichijou-kun. Very cool!
context: H-How cute is that?! She looks awesome in that!\What the hell?\She's absolutely adorable!\Does it look okay?\Y-Yeah... I mean... I think...\It looks great on you.\Thank you.\You look great too, Ichijou-kun. Very cool! response:	Really? Well, thanks!
context: What the hell?\She's absolutely adorable!\Does it look okay?\Y-Yeah... I mean... I think...\It looks great on you.\Thank you.\You look great too, Ichijou-kun. Very cool!\Really? Well, thanks! response:	Yes, really.
context: She's absolutely adorable!\Does it look okay?\Y-Yeah... I mean... I think...\It looks great on you.\Thank you.\You look great too, Ichijou-kun. Very cool!\Really? Well, thanks!\Yes, really. response:	But damn, these costumes are well-made.
context: Does it look okay?\Y-Yeah... I mean... I think...\It looks great on you.\Thank you.\You look great too, Ichijou-kun. Very cool!\Really? Well, thanks!\Yes, really.\But damn, these costumes are well-made. response:	Like, they're really elaborate.
context: Y-Yeah... I mean... I think...\It looks great on you.\Thank you.\You look great too, Ichijou-kun. Very cool!\Really? Well, thanks!\Yes, really.\But damn, these costumes are well-made.\Like, they're really elaborate. response:	How would she look if she wore...
context: It looks great on you.\Thank you.\You look great too, Ichijou-kun. Very cool!\Really? Well, thanks!\Yes, really.\But damn, these costumes are well-made.\Like, they're really elaborate.\How would she look if she wore... response:	Hey! Why am I thinking about her again?
context: Thank you.\You look great too, Ichijou-kun. Very cool!\Really? Well, thanks!\Yes, really.\But damn, these costumes are well-made.\Like, they're really elaborate.\How would she look if she wore...\Hey! Why am I thinking about her again? response:	Moron!
context: You look great too, Ichijou-kun. Very cool!\Really? Well, thanks!\Yes, really.\But damn, these costumes are well-made.\Like, they're really elaborate.\How would she look if she wore...\Hey! Why am I thinking about her again?\Moron! response:	And then...
context: Really? Well, thanks!\Yes, really.\But damn, these costumes are well-made.\Like, they're really elaborate.\How would she look if she wore...\Hey! Why am I thinking about her again?\Moron!\And then... response:	No way! What do you mean? No way...
context: Yes, really.\But damn, these costumes are well-made.\Like, they're really elaborate.\How would she look if she wore...\Hey! Why am I thinking about her again?\Moron!\And then...\No way! What do you mean? No way... response:	Unbelievable, right?
context: But damn, these costumes are well-made.\Like, they're really elaborate.\How would she look if she wore...\Hey! Why am I thinking about her again?\Moron!\And then...\No way! What do you mean? No way...\Unbelievable, right? response:	Why should I have to hide?
context: Like, they're really elaborate.\How would she look if she wore...\Hey! Why am I thinking about her again?\Moron!\And then...\No way! What do you mean? No way...\Unbelievable, right?\Why should I have to hide? response:	Damn it, this isn't going to work.
context: How would she look if she wore...\Hey! Why am I thinking about her again?\Moron!\And then...\No way! What do you mean? No way...\Unbelievable, right?\Why should I have to hide?\Damn it, this isn't going to work. response:	But she's the one with the nasty attitude.
context: Hey! Why am I thinking about her again?\Moron!\And then...\No way! What do you mean? No way...\Unbelievable, right?\Why should I have to hide?\Damn it, this isn't going to work.\But she's the one with the nasty attitude. response:	Hey, Chitoge! Chitoge!
context: Moron!\And then...\No way! What do you mean? No way...\Unbelievable, right?\Why should I have to hide?\Damn it, this isn't going to work.\But she's the one with the nasty attitude.\Hey, Chitoge! Chitoge! response:	What?
context: And then...\No way! What do you mean? No way...\Unbelievable, right?\Why should I have to hide?\Damn it, this isn't going to work.\But she's the one with the nasty attitude.\Hey, Chitoge! Chitoge!\What? response:	Don't what me! I can't take this anymore.
context: No way! What do you mean? No way...\Unbelievable, right?\Why should I have to hide?\Damn it, this isn't going to work.\But she's the one with the nasty attitude.\Hey, Chitoge! Chitoge!\What?\Don't what me! I can't take this anymore. response:	That Four Eyes is totally suspicious of us.
context: Unbelievable, right?\Why should I have to hide?\Damn it, this isn't going to work.\But she's the one with the nasty attitude.\Hey, Chitoge! Chitoge!\What?\Don't what me! I can't take this anymore.\That Four Eyes is totally suspicious of us. response:	We better let him see us acting chummy at least once.
context: Why should I have to hide?\Damn it, this isn't going to work.\But she's the one with the nasty attitude.\Hey, Chitoge! Chitoge!\What?\Don't what me! I can't take this anymore.\That Four Eyes is totally suspicious of us.\We better let him see us acting chummy at least once. response:	Our guys are also worried that we haven't been seeing each other.
context: Damn it, this isn't going to work.\But she's the one with the nasty attitude.\Hey, Chitoge! Chitoge!\What?\Don't what me! I can't take this anymore.\That Four Eyes is totally suspicious of us.\We better let him see us acting chummy at least once.\Our guys are also worried that we haven't been seeing each other. response:	I know that you don't feel up to it, but...
context: But she's the one with the nasty attitude.\Hey, Chitoge! Chitoge!\What?\Don't what me! I can't take this anymore.\That Four Eyes is totally suspicious of us.\We better let him see us acting chummy at least once.\Our guys are also worried that we haven't been seeing each other.\I know that you don't feel up to it, but... response:	At least while he's got his eyes on us, we should.
context: Hey, Chitoge! Chitoge!\What?\Don't what me! I can't take this anymore.\That Four Eyes is totally suspicious of us.\We better let him see us acting chummy at least once.\Our guys are also worried that we haven't been seeing each other.\I know that you don't feel up to it, but...\At least while he's got his eyes on us, we should. response:	No. I'm through pretending to be close with you. I'm through being your girlfriend.
context: What?\Don't what me! I can't take this anymore.\That Four Eyes is totally suspicious of us.\We better let him see us acting chummy at least once.\Our guys are also worried that we haven't been seeing each other.\I know that you don't feel up to it, but...\At least while he's got his eyes on us, we should.\No. I'm through pretending to be close with you. I'm through being your girlfriend. response:	Knock it off, will you? This doesn't just affect the two of us!
context: Don't what me! I can't take this anymore.\That Four Eyes is totally suspicious of us.\We better let him see us acting chummy at least once.\Our guys are also worried that we haven't been seeing each other.\I know that you don't feel up to it, but...\At least while he's got his eyes on us, we should.\No. I'm through pretending to be close with you. I'm through being your girlfriend.\Knock it off, will you? This doesn't just affect the two of us! response:	Did you forget? If word gets out that we don't like each other,
context: That Four Eyes is totally suspicious of us.\We better let him see us acting chummy at least once.\Our guys are also worried that we haven't been seeing each other.\I know that you don't feel up to it, but...\At least while he's got his eyes on us, we should.\No. I'm through pretending to be close with you. I'm through being your girlfriend.\Knock it off, will you? This doesn't just affect the two of us!\Did you forget? If word gets out that we don't like each other, response:	then our families might start a war!
context: We better let him see us acting chummy at least once.\Our guys are also worried that we haven't been seeing each other.\I know that you don't feel up to it, but...\At least while he's got his eyes on us, we should.\No. I'm through pretending to be close with you. I'm through being your girlfriend.\Knock it off, will you? This doesn't just affect the two of us!\Did you forget? If word gets out that we don't like each other,\then our families might start a war! response:	And if that happens...
context: Our guys are also worried that we haven't been seeing each other.\I know that you don't feel up to it, but...\At least while he's got his eyes on us, we should.\No. I'm through pretending to be close with you. I'm through being your girlfriend.\Knock it off, will you? This doesn't just affect the two of us!\Did you forget? If word gets out that we don't like each other,\then our families might start a war!\And if that happens... response:	Oh, shut up!
context: I know that you don't feel up to it, but...\At least while he's got his eyes on us, we should.\No. I'm through pretending to be close with you. I'm through being your girlfriend.\Knock it off, will you? This doesn't just affect the two of us!\Did you forget? If word gets out that we don't like each other,\then our families might start a war!\And if that happens...\Oh, shut up! response:	I just don't want to do it!
context: At least while he's got his eyes on us, we should.\No. I'm through pretending to be close with you. I'm through being your girlfriend.\Knock it off, will you? This doesn't just affect the two of us!\Did you forget? If word gets out that we don't like each other,\then our families might start a war!\And if that happens...\Oh, shut up!\I just don't want to do it! response:	Why are you being so defiant about it?
context: No. I'm through pretending to be close with you. I'm through being your girlfriend.\Knock it off, will you? This doesn't just affect the two of us!\Did you forget? If word gets out that we don't like each other,\then our families might start a war!\And if that happens...\Oh, shut up!\I just don't want to do it!\Why are you being so defiant about it? response:	I don't want to have anything to do with you now.
context: Knock it off, will you? This doesn't just affect the two of us!\Did you forget? If word gets out that we don't like each other,\then our families might start a war!\And if that happens...\Oh, shut up!\I just don't want to do it!\Why are you being so defiant about it?\I don't want to have anything to do with you now. response:	I don't want to talk to you, and I don't want to be near you.
context: Did you forget? If word gets out that we don't like each other,\then our families might start a war!\And if that happens...\Oh, shut up!\I just don't want to do it!\Why are you being so defiant about it?\I don't want to have anything to do with you now.\I don't want to talk to you, and I don't want to be near you. response:	Is that why you turned down the role of Juliet, too?
context: then our families might start a war!\And if that happens...\Oh, shut up!\I just don't want to do it!\Why are you being so defiant about it?\I don't want to have anything to do with you now.\I don't want to talk to you, and I don't want to be near you.\Is that why you turned down the role of Juliet, too? response:	That's right! Me? Play Juliet to your Romeo?
context: And if that happens...\Oh, shut up!\I just don't want to do it!\Why are you being so defiant about it?\I don't want to have anything to do with you now.\I don't want to talk to you, and I don't want to be near you.\Is that why you turned down the role of Juliet, too?\That's right! Me? Play Juliet to your Romeo? response:	In your dreams!
context: Oh, shut up!\I just don't want to do it!\Why are you being so defiant about it?\I don't want to have anything to do with you now.\I don't want to talk to you, and I don't want to be near you.\Is that why you turned down the role of Juliet, too?\That's right! Me? Play Juliet to your Romeo?\In your dreams! response:	Your girlfriend?
context: I just don't want to do it!\Why are you being so defiant about it?\I don't want to have anything to do with you now.\I don't want to talk to you, and I don't want to be near you.\Is that why you turned down the role of Juliet, too?\That's right! Me? Play Juliet to your Romeo?\In your dreams!\Your girlfriend? response:	Me? Play your girlfriend?
context: Why are you being so defiant about it?\I don't want to have anything to do with you now.\I don't want to talk to you, and I don't want to be near you.\Is that why you turned down the role of Juliet, too?\That's right! Me? Play Juliet to your Romeo?\In your dreams!\Your girlfriend?\Me? Play your girlfriend? response:	You and I are just two total strangers, aren't we?
context: I don't want to have anything to do with you now.\I don't want to talk to you, and I don't want to be near you.\Is that why you turned down the role of Juliet, too?\That's right! Me? Play Juliet to your Romeo?\In your dreams!\Your girlfriend?\Me? Play your girlfriend?\You and I are just two total strangers, aren't we? response:	Our families? Our situation?
context: I don't want to talk to you, and I don't want to be near you.\Is that why you turned down the role of Juliet, too?\That's right! Me? Play Juliet to your Romeo?\In your dreams!\Your girlfriend?\Me? Play your girlfriend?\You and I are just two total strangers, aren't we?\Our families? Our situation? response:	Well, I don't care about any of that anymore!
context: Is that why you turned down the role of Juliet, too?\That's right! Me? Play Juliet to your Romeo?\In your dreams!\Your girlfriend?\Me? Play your girlfriend?\You and I are just two total strangers, aren't we?\Our families? Our situation?\Well, I don't care about any of that anymore! response:	What are you saying?
context: That's right! Me? Play Juliet to your Romeo?\In your dreams!\Your girlfriend?\Me? Play your girlfriend?\You and I are just two total strangers, aren't we?\Our families? Our situation?\Well, I don't care about any of that anymore!\What are you saying? response:	Two total strangers? In my dreams?
context: In your dreams!\Your girlfriend?\Me? Play your girlfriend?\You and I are just two total strangers, aren't we?\Our families? Our situation?\Well, I don't care about any of that anymore!\What are you saying?\Two total strangers? In my dreams? response:	Why should I...
context: Your girlfriend?\Me? Play your girlfriend?\You and I are just two total strangers, aren't we?\Our families? Our situation?\Well, I don't care about any of that anymore!\What are you saying?\Two total strangers? In my dreams?\Why should I... response:	Why should I have to take all that?
context: Me? Play your girlfriend?\You and I are just two total strangers, aren't we?\Our families? Our situation?\Well, I don't care about any of that anymore!\What are you saying?\Two total strangers? In my dreams?\Why should I...\Why should I have to take all that? response:	Is that how you've felt all this time?
context: You and I are just two total strangers, aren't we?\Our families? Our situation?\Well, I don't care about any of that anymore!\What are you saying?\Two total strangers? In my dreams?\Why should I...\Why should I have to take all that?\Is that how you've felt all this time? response:	I always felt... You and I...
context: Our families? Our situation?\Well, I don't care about any of that anymore!\What are you saying?\Two total strangers? In my dreams?\Why should I...\Why should I have to take all that?\Is that how you've felt all this time?\I always felt... You and I... response:	Having to fake being your boyfriend,
context: Well, I don't care about any of that anymore!\What are you saying?\Two total strangers? In my dreams?\Why should I...\Why should I have to take all that?\Is that how you've felt all this time?\I always felt... You and I...\Having to fake being your boyfriend, response:	finding out that we'd already met years ago...
context: What are you saying?\Two total strangers? In my dreams?\Why should I...\Why should I have to take all that?\Is that how you've felt all this time?\I always felt... You and I...\Having to fake being your boyfriend,\finding out that we'd already met years ago... response:	I'm not quite sure how to put it into words,
context: Two total strangers? In my dreams?\Why should I...\Why should I have to take all that?\Is that how you've felt all this time?\I always felt... You and I...\Having to fake being your boyfriend,\finding out that we'd already met years ago...\I'm not quite sure how to put it into words, response:	but I thought we had a connection,
context: Why should I...\Why should I have to take all that?\Is that how you've felt all this time?\I always felt... You and I...\Having to fake being your boyfriend,\finding out that we'd already met years ago...\I'm not quite sure how to put it into words,\but I thought we had a connection, response:	and I thought you'd been feeling the same, lately.
context: Why should I have to take all that?\Is that how you've felt all this time?\I always felt... You and I...\Having to fake being your boyfriend,\finding out that we'd already met years ago...\I'm not quite sure how to put it into words,\but I thought we had a connection,\and I thought you'd been feeling the same, lately. response:	Oh, is that right?
context: Is that how you've felt all this time?\I always felt... You and I...\Having to fake being your boyfriend,\finding out that we'd already met years ago...\I'm not quite sure how to put it into words,\but I thought we had a connection,\and I thought you'd been feeling the same, lately.\Oh, is that right? response:	Fine, I hear you loud and clear. Total strangers, right?
context: I always felt... You and I...\Having to fake being your boyfriend,\finding out that we'd already met years ago...\I'm not quite sure how to put it into words,\but I thought we had a connection,\and I thought you'd been feeling the same, lately.\Oh, is that right?\Fine, I hear you loud and clear. Total strangers, right? response:	There was never anything between you and me.
context: Having to fake being your boyfriend,\finding out that we'd already met years ago...\I'm not quite sure how to put it into words,\but I thought we had a connection,\and I thought you'd been feeling the same, lately.\Oh, is that right?\Fine, I hear you loud and clear. Total strangers, right?\There was never anything between you and me. response:	That's what you're saying, right?
context: finding out that we'd already met years ago...\I'm not quite sure how to put it into words,\but I thought we had a connection,\and I thought you'd been feeling the same, lately.\Oh, is that right?\Fine, I hear you loud and clear. Total strangers, right?\There was never anything between you and me.\That's what you're saying, right? response:	I never once enjoyed hanging out with you.
context: I'm not quite sure how to put it into words,\but I thought we had a connection,\and I thought you'd been feeling the same, lately.\Oh, is that right?\Fine, I hear you loud and clear. Total strangers, right?\There was never anything between you and me.\That's what you're saying, right?\I never once enjoyed hanging out with you. response:	We haven't gotten any closer,
context: but I thought we had a connection,\and I thought you'd been feeling the same, lately.\Oh, is that right?\Fine, I hear you loud and clear. Total strangers, right?\There was never anything between you and me.\That's what you're saying, right?\I never once enjoyed hanging out with you.\We haven't gotten any closer, response:	and all my memories with you...
context: and I thought you'd been feeling the same, lately.\Oh, is that right?\Fine, I hear you loud and clear. Total strangers, right?\There was never anything between you and me.\That's what you're saying, right?\I never once enjoyed hanging out with you.\We haven't gotten any closer,\and all my memories with you... response:	They're completely fake, all of them.
context: Oh, is that right?\Fine, I hear you loud and clear. Total strangers, right?\There was never anything between you and me.\That's what you're saying, right?\I never once enjoyed hanging out with you.\We haven't gotten any closer,\and all my memories with you...\They're completely fake, all of them. response:	I'll bet that even the memory of that day ten years ago
context: Fine, I hear you loud and clear. Total strangers, right?\There was never anything between you and me.\That's what you're saying, right?\I never once enjoyed hanging out with you.\We haven't gotten any closer,\and all my memories with you...\They're completely fake, all of them.\I'll bet that even the memory of that day ten years ago response:	was just a misunderstanding on your old man's part, wasn't it?
context: There was never anything between you and me.\That's what you're saying, right?\I never once enjoyed hanging out with you.\We haven't gotten any closer,\and all my memories with you...\They're completely fake, all of them.\I'll bet that even the memory of that day ten years ago\was just a misunderstanding on your old man's part, wasn't it? response:	At the very least, no way were you the girl I made that promise to.
context: That's what you're saying, right?\I never once enjoyed hanging out with you.\We haven't gotten any closer,\and all my memories with you...\They're completely fake, all of them.\I'll bet that even the memory of that day ten years ago\was just a misunderstanding on your old man's part, wasn't it?\At the very least, no way were you the girl I made that promise to. response:	If we can't even get along now, no way would it have worked out back then.
context: I never once enjoyed hanging out with you.\We haven't gotten any closer,\and all my memories with you...\They're completely fake, all of them.\I'll bet that even the memory of that day ten years ago\was just a misunderstanding on your old man's part, wasn't it?\At the very least, no way were you the girl I made that promise to.\If we can't even get along now, no way would it have worked out back then. response:	Let's just forget about the lovers charade.
context: We haven't gotten any closer,\and all my memories with you...\They're completely fake, all of them.\I'll bet that even the memory of that day ten years ago\was just a misunderstanding on your old man's part, wasn't it?\At the very least, no way were you the girl I made that promise to.\If we can't even get along now, no way would it have worked out back then.\Let's just forget about the lovers charade. response:	It's not like we had an obligation to go through with it anyway.
context: and all my memories with you...\They're completely fake, all of them.\I'll bet that even the memory of that day ten years ago\was just a misunderstanding on your old man's part, wasn't it?\At the very least, no way were you the girl I made that promise to.\If we can't even get along now, no way would it have worked out back then.\Let's just forget about the lovers charade.\It's not like we had an obligation to go through with it anyway. response:	If we talk it over with our fathers, I'm sure they'll under
context: They're completely fake, all of them.\I'll bet that even the memory of that day ten years ago\was just a misunderstanding on your old man's part, wasn't it?\At the very least, no way were you the girl I made that promise to.\If we can't even get along now, no way would it have worked out back then.\Let's just forget about the lovers charade.\It's not like we had an obligation to go through with it anyway.\If we talk it over with our fathers, I'm sure they'll under response:	I-Ichijou-kun?
context: I'll bet that even the memory of that day ten years ago\was just a misunderstanding on your old man's part, wasn't it?\At the very least, no way were you the girl I made that promise to.\If we can't even get along now, no way would it have worked out back then.\Let's just forget about the lovers charade.\It's not like we had an obligation to go through with it anyway.\If we talk it over with our fathers, I'm sure they'll under\I-Ichijou-kun? response:	Sorry, Onodera.
context: was just a misunderstanding on your old man's part, wasn't it?\At the very least, no way were you the girl I made that promise to.\If we can't even get along now, no way would it have worked out back then.\Let's just forget about the lovers charade.\It's not like we had an obligation to go through with it anyway.\If we talk it over with our fathers, I'm sure they'll under\I-Ichijou-kun?\Sorry, Onodera. response:	I'm stepping out for a minute.
context: At the very least, no way were you the girl I made that promise to.\If we can't even get along now, no way would it have worked out back then.\Let's just forget about the lovers charade.\It's not like we had an obligation to go through with it anyway.\If we talk it over with our fathers, I'm sure they'll under\I-Ichijou-kun?\Sorry, Onodera.\I'm stepping out for a minute. response:	But...
context: If we can't even get along now, no way would it have worked out back then.\Let's just forget about the lovers charade.\It's not like we had an obligation to go through with it anyway.\If we talk it over with our fathers, I'm sure they'll under\I-Ichijou-kun?\Sorry, Onodera.\I'm stepping out for a minute.\But... response:	To tell you the truth, I'm already used to getting clobbered by her. But...
context: Let's just forget about the lovers charade.\It's not like we had an obligation to go through with it anyway.\If we talk it over with our fathers, I'm sure they'll under\I-Ichijou-kun?\Sorry, Onodera.\I'm stepping out for a minute.\But...\To tell you the truth, I'm already used to getting clobbered by her. But... response:	Damn it... A slap across the face hurts so much more.
context: It's not like we had an obligation to go through with it anyway.\If we talk it over with our fathers, I'm sure they'll under\I-Ichijou-kun?\Sorry, Onodera.\I'm stepping out for a minute.\But...\To tell you the truth, I'm already used to getting clobbered by her. But...\Damn it... A slap across the face hurts so much more. response:	Stupid! Stupid! That stupid bean sprout!
context: If we talk it over with our fathers, I'm sure they'll under\I-Ichijou-kun?\Sorry, Onodera.\I'm stepping out for a minute.\But...\To tell you the truth, I'm already used to getting clobbered by her. But...\Damn it... A slap across the face hurts so much more.\Stupid! Stupid! That stupid bean sprout! response:	Stupid!
context: I-Ichijou-kun?\Sorry, Onodera.\I'm stepping out for a minute.\But...\To tell you the truth, I'm already used to getting clobbered by her. But...\Damn it... A slap across the face hurts so much more.\Stupid! Stupid! That stupid bean sprout!\Stupid! response:	I'm so stupid.
context: Sorry, Onodera.\I'm stepping out for a minute.\But...\To tell you the truth, I'm already used to getting clobbered by her. But...\Damn it... A slap across the face hurts so much more.\Stupid! Stupid! That stupid bean sprout!\Stupid!\I'm so stupid. response:	Even I...
context: I'm stepping out for a minute.\But...\To tell you the truth, I'm already used to getting clobbered by her. But...\Damn it... A slap across the face hurts so much more.\Stupid! Stupid! That stupid bean sprout!\Stupid!\I'm so stupid.\Even I... response:	Bonyari High School
context: But...\To tell you the truth, I'm already used to getting clobbered by her. But...\Damn it... A slap across the face hurts so much more.\Stupid! Stupid! That stupid bean sprout!\Stupid!\I'm so stupid.\Even I...\Bonyari High School response:	Culture Festival
context: To tell you the truth, I'm already used to getting clobbered by her. But...\Damn it... A slap across the face hurts so much more.\Stupid! Stupid! That stupid bean sprout!\Stupid!\I'm so stupid.\Even I...\Bonyari High School\Culture Festival response:	The day of the Culture Festival.
context: Damn it... A slap across the face hurts so much more.\Stupid! Stupid! That stupid bean sprout!\Stupid!\I'm so stupid.\Even I...\Bonyari High School\Culture Festival\The day of the Culture Festival. response:	Our debut's finally here, isn't it, Ichijou-kun?
context: Stupid! Stupid! That stupid bean sprout!\Stupid!\I'm so stupid.\Even I...\Bonyari High School\Culture Festival\The day of the Culture Festival.\Our debut's finally here, isn't it, Ichijou-kun? response:	Break a leg out there!
context: Stupid!\I'm so stupid.\Even I...\Bonyari High School\Culture Festival\The day of the Culture Festival.\Our debut's finally here, isn't it, Ichijou-kun?\Break a leg out there! response:	Right. Well, let's just do our best.
context: I'm so stupid.\Even I...\Bonyari High School\Culture Festival\The day of the Culture Festival.\Our debut's finally here, isn't it, Ichijou-kun?\Break a leg out there!\Right. Well, let's just do our best. response:	I asked Ichijou-kun later... but he wouldn't tell me anything about that day.
context: Even I...\Bonyari High School\Culture Festival\The day of the Culture Festival.\Our debut's finally here, isn't it, Ichijou-kun?\Break a leg out there!\Right. Well, let's just do our best.\I asked Ichijou-kun later... but he wouldn't tell me anything about that day. response:	What happened between them?
context: Bonyari High School\Culture Festival\The day of the Culture Festival.\Our debut's finally here, isn't it, Ichijou-kun?\Break a leg out there!\Right. Well, let's just do our best.\I asked Ichijou-kun later... but he wouldn't tell me anything about that day.\What happened between them? response:	Will Chitoge-chan even come to see the play?
context: Culture Festival\The day of the Culture Festival.\Our debut's finally here, isn't it, Ichijou-kun?\Break a leg out there!\Right. Well, let's just do our best.\I asked Ichijou-kun later... but he wouldn't tell me anything about that day.\What happened between them?\Will Chitoge-chan even come to see the play? response:	Oh, hey! Kirisaki-san?
context: The day of the Culture Festival.\Our debut's finally here, isn't it, Ichijou-kun?\Break a leg out there!\Right. Well, let's just do our best.\I asked Ichijou-kun later... but he wouldn't tell me anything about that day.\What happened between them?\Will Chitoge-chan even come to see the play?\Oh, hey! Kirisaki-san? response:	Sorry! I'm from Class B next door, and we're totally swamped and short-staffed right now!
context: Our debut's finally here, isn't it, Ichijou-kun?\Break a leg out there!\Right. Well, let's just do our best.\I asked Ichijou-kun later... but he wouldn't tell me anything about that day.\What happened between them?\Will Chitoge-chan even come to see the play?\Oh, hey! Kirisaki-san?\Sorry! I'm from Class B next door, and we're totally swamped and short-staffed right now! response:	I heard that you might be free,
context: Break a leg out there!\Right. Well, let's just do our best.\I asked Ichijou-kun later... but he wouldn't tell me anything about that day.\What happened between them?\Will Chitoge-chan even come to see the play?\Oh, hey! Kirisaki-san?\Sorry! I'm from Class B next door, and we're totally swamped and short-staffed right now!\I heard that you might be free, response:	so if you don't mind, could you help us out?
context: Right. Well, let's just do our best.\I asked Ichijou-kun later... but he wouldn't tell me anything about that day.\What happened between them?\Will Chitoge-chan even come to see the play?\Oh, hey! Kirisaki-san?\Sorry! I'm from Class B next door, and we're totally swamped and short-staffed right now!\I heard that you might be free,\so if you don't mind, could you help us out? response:	Sure.
context: I asked Ichijou-kun later... but he wouldn't tell me anything about that day.\What happened between them?\Will Chitoge-chan even come to see the play?\Oh, hey! Kirisaki-san?\Sorry! I'm from Class B next door, and we're totally swamped and short-staffed right now!\I heard that you might be free,\so if you don't mind, could you help us out?\Sure. response:	Oh my gosh, I'm so nervous!
context: What happened between them?\Will Chitoge-chan even come to see the play?\Oh, hey! Kirisaki-san?\Sorry! I'm from Class B next door, and we're totally swamped and short-staffed right now!\I heard that you might be free,\so if you don't mind, could you help us out?\Sure.\Oh my gosh, I'm so nervous! response:	After all, I've never set foot on such a big stage as this one! But...
context: Will Chitoge-chan even come to see the play?\Oh, hey! Kirisaki-san?\Sorry! I'm from Class B next door, and we're totally swamped and short-staffed right now!\I heard that you might be free,\so if you don't mind, could you help us out?\Sure.\Oh my gosh, I'm so nervous!\After all, I've never set foot on such a big stage as this one! But... response:	I've got to do my best.
context: Oh, hey! Kirisaki-san?\Sorry! I'm from Class B next door, and we're totally swamped and short-staffed right now!\I heard that you might be free,\so if you don't mind, could you help us out?\Sure.\Oh my gosh, I'm so nervous!\After all, I've never set foot on such a big stage as this one! But...\I've got to do my best. response:	Ichijou-kun will be there for me, so I'll be all right!
context: Sorry! I'm from Class B next door, and we're totally swamped and short-staffed right now!\I heard that you might be free,\so if you don't mind, could you help us out?\Sure.\Oh my gosh, I'm so nervous!\After all, I've never set foot on such a big stage as this one! But...\I've got to do my best.\Ichijou-kun will be there for me, so I'll be all right! response:	I rehearsed like crazy, and I've memorized my lines,
context: I heard that you might be free,\so if you don't mind, could you help us out?\Sure.\Oh my gosh, I'm so nervous!\After all, I've never set foot on such a big stage as this one! But...\I've got to do my best.\Ichijou-kun will be there for me, so I'll be all right!\I rehearsed like crazy, and I've memorized my lines, response:	so I'll be fine!
context: so if you don't mind, could you help us out?\Sure.\Oh my gosh, I'm so nervous!\After all, I've never set foot on such a big stage as this one! But...\I've got to do my best.\Ichijou-kun will be there for me, so I'll be all right!\I rehearsed like crazy, and I've memorized my lines,\so I'll be fine! response:	I'm going to look over the script one more time.
context: Sure.\Oh my gosh, I'm so nervous!\After all, I've never set foot on such a big stage as this one! But...\I've got to do my best.\Ichijou-kun will be there for me, so I'll be all right!\I rehearsed like crazy, and I've memorized my lines,\so I'll be fine!\I'm going to look over the script one more time. response:	Hey! That's dangerous!
