context: My moves! response:	While I was spending my time uselessly at my internship...
context: Wow, the hand guy!\You're friends with the great Stain, right? Right?\Let me join, too! The League of Villains!\They start moving a third time.\Every time we drive them back,\they come back stronger.\Here's the preview!\Preview response:	Someone appeared before me when I went to the mall with everyone...
context: You're friends with the great Stain, right? Right?\Let me join, too! The League of Villains!\They start moving a third time.\Every time we drive them back,\they come back stronger.\Here's the preview!\Preview\Someone appeared before me when I went to the mall with everyone... response:	Tell me...
context: Let me join, too! The League of Villains!\They start moving a third time.\Every time we drive them back,\they come back stronger.\Here's the preview!\Preview\Someone appeared before me when I went to the mall with everyone...\Tell me... response:	It was Tomura Shigaraki!
context: They start moving a third time.\Every time we drive them back,\they come back stronger.\Here's the preview!\Preview\Someone appeared before me when I went to the mall with everyone...\Tell me...\It was Tomura Shigaraki! response:	What's the difference between me and the hero killer?
context: Every time we drive them back,\they come back stronger.\Here's the preview!\Preview\Someone appeared before me when I went to the mall with everyone...\Tell me...\It was Tomura Shigaraki!\What's the difference between me and the hero killer? response:	Aren't we doing the same thing?
context: they come back stronger.\Here's the preview!\Preview\Someone appeared before me when I went to the mall with everyone...\Tell me...\It was Tomura Shigaraki!\What's the difference between me and the hero killer?\Aren't we doing the same thing? response:	But almost everyone is looking at him rather than me.
context: Here's the preview!\Preview\Someone appeared before me when I went to the mall with everyone...\Tell me...\It was Tomura Shigaraki!\What's the difference between me and the hero killer?\Aren't we doing the same thing?\But almost everyone is looking at him rather than me. response:	Why is that, Midoriya?
context: Preview\Someone appeared before me when I went to the mall with everyone...\Tell me...\It was Tomura Shigaraki!\What's the difference between me and the hero killer?\Aren't we doing the same thing?\But almost everyone is looking at him rather than me.\Why is that, Midoriya? response:	Next time, Encounter.
context: Someone appeared before me when I went to the mall with everyone...\Tell me...\It was Tomura Shigaraki!\What's the difference between me and the hero killer?\Aren't we doing the same thing?\But almost everyone is looking at him rather than me.\Why is that, Midoriya?\Next time, Encounter. response:	Oh, I get it.
context: Tell me...\It was Tomura Shigaraki!\What's the difference between me and the hero killer?\Aren't we doing the same thing?\But almost everyone is looking at him rather than me.\Why is that, Midoriya?\Next time, Encounter.\Oh, I get it. response:	Everything's All Might's fault.
context: It was Tomura Shigaraki!\What's the difference between me and the hero killer?\Aren't we doing the same thing?\But almost everyone is looking at him rather than me.\Why is that, Midoriya?\Next time, Encounter.\Oh, I get it.\Everything's All Might's fault. response:	Next time: Encounter
context: What's the difference between me and the hero killer?\Aren't we doing the same thing?\But almost everyone is looking at him rather than me.\Why is that, Midoriya?\Next time, Encounter.\Oh, I get it.\Everything's All Might's fault.\Next time: Encounter response:	Go beyond!
context: Aren't we doing the same thing?\But almost everyone is looking at him rather than me.\Why is that, Midoriya?\Next time, Encounter.\Oh, I get it.\Everything's All Might's fault.\Next time: Encounter\Go beyond! response:	Plus Ultra!
