context: Sensei! response:	What's up?
context: I'm sure how they were raised is part of it,\and they're probably blessed with good teachers, too.\Sorry I took your Demi-human Division job.\Bold words!\But unfortunately, I have a job that you can never take from me.\Meaning?\The majority of incidents caused by demi-humans\are incidents involving aphrodisiac effects. response:	Aphrodisiac effects?
context: and they're probably blessed with good teachers, too.\Sorry I took your Demi-human Division job.\Bold words!\But unfortunately, I have a job that you can never take from me.\Meaning?\The majority of incidents caused by demi-humans\are incidents involving aphrodisiac effects.\Aphrodisiac effects? response:	You mean incidents caused by succubi's aphrodisiac effects, right?
context: Sorry I took your Demi-human Division job.\Bold words!\But unfortunately, I have a job that you can never take from me.\Meaning?\The majority of incidents caused by demi-humans\are incidents involving aphrodisiac effects.\Aphrodisiac effects?\You mean incidents caused by succubi's aphrodisiac effects, right? response:	Let's say a succubus is molested.
context: Bold words!\But unfortunately, I have a job that you can never take from me.\Meaning?\The majority of incidents caused by demi-humans\are incidents involving aphrodisiac effects.\Aphrodisiac effects?\You mean incidents caused by succubi's aphrodisiac effects, right?\Let's say a succubus is molested. response:	It isn't always true that the succubus used her aphrodisiac effect accidentally.
context: But unfortunately, I have a job that you can never take from me.\Meaning?\The majority of incidents caused by demi-humans\are incidents involving aphrodisiac effects.\Aphrodisiac effects?\You mean incidents caused by succubi's aphrodisiac effects, right?\Let's say a succubus is molested.\It isn't always true that the succubus used her aphrodisiac effect accidentally. response:	Some of them intentionally use it to get molested.
context: Meaning?\The majority of incidents caused by demi-humans\are incidents involving aphrodisiac effects.\Aphrodisiac effects?\You mean incidents caused by succubi's aphrodisiac effects, right?\Let's say a succubus is molested.\It isn't always true that the succubus used her aphrodisiac effect accidentally.\Some of them intentionally use it to get molested. response:	Serves you right!
context: The majority of incidents caused by demi-humans\are incidents involving aphrodisiac effects.\Aphrodisiac effects?\You mean incidents caused by succubi's aphrodisiac effects, right?\Let's say a succubus is molested.\It isn't always true that the succubus used her aphrodisiac effect accidentally.\Some of them intentionally use it to get molested.\Serves you right! response:	Determining whether the succubus used the aphrodisiac effect
context: are incidents involving aphrodisiac effects.\Aphrodisiac effects?\You mean incidents caused by succubi's aphrodisiac effects, right?\Let's say a succubus is molested.\It isn't always true that the succubus used her aphrodisiac effect accidentally.\Some of them intentionally use it to get molested.\Serves you right!\Determining whether the succubus used the aphrodisiac effect response:	deliberately is extremely difficult.
context: Aphrodisiac effects?\You mean incidents caused by succubi's aphrodisiac effects, right?\Let's say a succubus is molested.\It isn't always true that the succubus used her aphrodisiac effect accidentally.\Some of them intentionally use it to get molested.\Serves you right!\Determining whether the succubus used the aphrodisiac effect\deliberately is extremely difficult. response:	What teacher could actually steal that job?
context: You mean incidents caused by succubi's aphrodisiac effects, right?\Let's say a succubus is molested.\It isn't always true that the succubus used her aphrodisiac effect accidentally.\Some of them intentionally use it to get molested.\Serves you right!\Determining whether the succubus used the aphrodisiac effect\deliberately is extremely difficult.\What teacher could actually steal that job? response:	W-Wait a second.
context: Let's say a succubus is molested.\It isn't always true that the succubus used her aphrodisiac effect accidentally.\Some of them intentionally use it to get molested.\Serves you right!\Determining whether the succubus used the aphrodisiac effect\deliberately is extremely difficult.\What teacher could actually steal that job?\W-Wait a second. response:	Huh?
context: It isn't always true that the succubus used her aphrodisiac effect accidentally.\Some of them intentionally use it to get molested.\Serves you right!\Determining whether the succubus used the aphrodisiac effect\deliberately is extremely difficult.\What teacher could actually steal that job?\W-Wait a second.\Huh? response:	You mean there's a way to make the correct judgment in those cases?
context: Some of them intentionally use it to get molested.\Serves you right!\Determining whether the succubus used the aphrodisiac effect\deliberately is extremely difficult.\What teacher could actually steal that job?\W-Wait a second.\Huh?\You mean there's a way to make the correct judgment in those cases? response:	There's no failsafe method.
context: Serves you right!\Determining whether the succubus used the aphrodisiac effect\deliberately is extremely difficult.\What teacher could actually steal that job?\W-Wait a second.\Huh?\You mean there's a way to make the correct judgment in those cases?\There's no failsafe method. response:	All we can do right now
context: Determining whether the succubus used the aphrodisiac effect\deliberately is extremely difficult.\What teacher could actually steal that job?\W-Wait a second.\Huh?\You mean there's a way to make the correct judgment in those cases?\There's no failsafe method.\All we can do right now response:	is to maintain communication with succubi in our jurisdictions,
context: deliberately is extremely difficult.\What teacher could actually steal that job?\W-Wait a second.\Huh?\You mean there's a way to make the correct judgment in those cases?\There's no failsafe method.\All we can do right now\is to maintain communication with succubi in our jurisdictions, response:	and determine in advance if they're malicious or not.
context: What teacher could actually steal that job?\W-Wait a second.\Huh?\You mean there's a way to make the correct judgment in those cases?\There's no failsafe method.\All we can do right now\is to maintain communication with succubi in our jurisdictions,\and determine in advance if they're malicious or not. response:	I bet succubi don't like you much, huh?
context: W-Wait a second.\Huh?\You mean there's a way to make the correct judgment in those cases?\There's no failsafe method.\All we can do right now\is to maintain communication with succubi in our jurisdictions,\and determine in advance if they're malicious or not.\I bet succubi don't like you much, huh? response:	I'm basically interrogating them about things that may or may not happen.
context: Huh?\You mean there's a way to make the correct judgment in those cases?\There's no failsafe method.\All we can do right now\is to maintain communication with succubi in our jurisdictions,\and determine in advance if they're malicious or not.\I bet succubi don't like you much, huh?\I'm basically interrogating them about things that may or may not happen. response:	All I can tell them is that it's my job.
context: You mean there's a way to make the correct judgment in those cases?\There's no failsafe method.\All we can do right now\is to maintain communication with succubi in our jurisdictions,\and determine in advance if they're malicious or not.\I bet succubi don't like you much, huh?\I'm basically interrogating them about things that may or may not happen.\All I can tell them is that it's my job. response:	It isn't like I want them to hate me.
context: There's no failsafe method.\All we can do right now\is to maintain communication with succubi in our jurisdictions,\and determine in advance if they're malicious or not.\I bet succubi don't like you much, huh?\I'm basically interrogating them about things that may or may not happen.\All I can tell them is that it's my job.\It isn't like I want them to hate me. response:	So you haven't reached any compromise?
context: All we can do right now\is to maintain communication with succubi in our jurisdictions,\and determine in advance if they're malicious or not.\I bet succubi don't like you much, huh?\I'm basically interrogating them about things that may or may not happen.\All I can tell them is that it's my job.\It isn't like I want them to hate me.\So you haven't reached any compromise? response:	Well, I do occasionally meet succubi I get along with, for whatever reason.
context: is to maintain communication with succubi in our jurisdictions,\and determine in advance if they're malicious or not.\I bet succubi don't like you much, huh?\I'm basically interrogating them about things that may or may not happen.\All I can tell them is that it's my job.\It isn't like I want them to hate me.\So you haven't reached any compromise?\Well, I do occasionally meet succubi I get along with, for whatever reason. response:	There's one rather unusual one...
context: and determine in advance if they're malicious or not.\I bet succubi don't like you much, huh?\I'm basically interrogating them about things that may or may not happen.\All I can tell them is that it's my job.\It isn't like I want them to hate me.\So you haven't reached any compromise?\Well, I do occasionally meet succubi I get along with, for whatever reason.\There's one rather unusual one... response:	By the way, I hear you're pretty knowledgeable about demis.
context: I bet succubi don't like you much, huh?\I'm basically interrogating them about things that may or may not happen.\All I can tell them is that it's my job.\It isn't like I want them to hate me.\So you haven't reached any compromise?\Well, I do occasionally meet succubi I get along with, for whatever reason.\There's one rather unusual one...\By the way, I hear you're pretty knowledgeable about demis. response:	Oh, not really...
context: I'm basically interrogating them about things that may or may not happen.\All I can tell them is that it's my job.\It isn't like I want them to hate me.\So you haven't reached any compromise?\Well, I do occasionally meet succubi I get along with, for whatever reason.\There's one rather unusual one...\By the way, I hear you're pretty knowledgeable about demis.\Oh, not really... response:	But you do know about the nickname demis.
context: All I can tell them is that it's my job.\It isn't like I want them to hate me.\So you haven't reached any compromise?\Well, I do occasionally meet succubi I get along with, for whatever reason.\There's one rather unusual one...\By the way, I hear you're pretty knowledgeable about demis.\Oh, not really...\But you do know about the nickname demis. response:	Sensei, take care of Sakie, will ya?
context: It isn't like I want them to hate me.\So you haven't reached any compromise?\Well, I do occasionally meet succubi I get along with, for whatever reason.\There's one rather unusual one...\By the way, I hear you're pretty knowledgeable about demis.\Oh, not really...\But you do know about the nickname demis.\Sensei, take care of Sakie, will ya? response:	What about the other demi-chans?
context: So you haven't reached any compromise?\Well, I do occasionally meet succubi I get along with, for whatever reason.\There's one rather unusual one...\By the way, I hear you're pretty knowledgeable about demis.\Oh, not really...\But you do know about the nickname demis.\Sensei, take care of Sakie, will ya?\What about the other demi-chans? response:	Right.
context: Well, I do occasionally meet succubi I get along with, for whatever reason.\There's one rather unusual one...\By the way, I hear you're pretty knowledgeable about demis.\Oh, not really...\But you do know about the nickname demis.\Sensei, take care of Sakie, will ya?\What about the other demi-chans?\Right. response:	Take care of all the demi-chans, including Sakie,
context: There's one rather unusual one...\By the way, I hear you're pretty knowledgeable about demis.\Oh, not really...\But you do know about the nickname demis.\Sensei, take care of Sakie, will ya?\What about the other demi-chans?\Right.\Take care of all the demi-chans, including Sakie, response:	Sensei...
context: By the way, I hear you're pretty knowledgeable about demis.\Oh, not really...\But you do know about the nickname demis.\Sensei, take care of Sakie, will ya?\What about the other demi-chans?\Right.\Take care of all the demi-chans, including Sakie,\Sensei... response:	I'll do my best to make this a world where demis can feel at ease.
context: Oh, not really...\But you do know about the nickname demis.\Sensei, take care of Sakie, will ya?\What about the other demi-chans?\Right.\Take care of all the demi-chans, including Sakie,\Sensei...\I'll do my best to make this a world where demis can feel at ease. response:	You just do your best to look after each of them.
context: But you do know about the nickname demis.\Sensei, take care of Sakie, will ya?\What about the other demi-chans?\Right.\Take care of all the demi-chans, including Sakie,\Sensei...\I'll do my best to make this a world where demis can feel at ease.\You just do your best to look after each of them. response:	Give them lots of good memories.
context: Sensei, take care of Sakie, will ya?\What about the other demi-chans?\Right.\Take care of all the demi-chans, including Sakie,\Sensei...\I'll do my best to make this a world where demis can feel at ease.\You just do your best to look after each of them.\Give them lots of good memories. response:	Okay... You can count on me.
context: What about the other demi-chans?\Right.\Take care of all the demi-chans, including Sakie,\Sensei...\I'll do my best to make this a world where demis can feel at ease.\You just do your best to look after each of them.\Give them lots of good memories.\Okay... You can count on me. response:	When you interact with demis, is there anything you're careful about?
context: Right.\Take care of all the demi-chans, including Sakie,\Sensei...\I'll do my best to make this a world where demis can feel at ease.\You just do your best to look after each of them.\Give them lots of good memories.\Okay... You can count on me.\When you interact with demis, is there anything you're careful about? response:	Rather than try to make them like me, I try to make them not hate me.
context: Take care of all the demi-chans, including Sakie,\Sensei...\I'll do my best to make this a world where demis can feel at ease.\You just do your best to look after each of them.\Give them lots of good memories.\Okay... You can count on me.\When you interact with demis, is there anything you're careful about?\Rather than try to make them like me, I try to make them not hate me. response:	Smoking Room
context: Sensei...\I'll do my best to make this a world where demis can feel at ease.\You just do your best to look after each of them.\Give them lots of good memories.\Okay... You can count on me.\When you interact with demis, is there anything you're careful about?\Rather than try to make them like me, I try to make them not hate me.\Smoking Room response:	If being hated by girls is 100,
context: I'll do my best to make this a world where demis can feel at ease.\You just do your best to look after each of them.\Give them lots of good memories.\Okay... You can count on me.\When you interact with demis, is there anything you're careful about?\Rather than try to make them like me, I try to make them not hate me.\Smoking Room\If being hated by girls is 100, response:	and being hated by demis is 100,
context: You just do your best to look after each of them.\Give them lots of good memories.\Okay... You can count on me.\When you interact with demis, is there anything you're careful about?\Rather than try to make them like me, I try to make them not hate me.\Smoking Room\If being hated by girls is 100,\and being hated by demis is 100, response:	then being hated by demi girls would be 100 x 100, which is 10,000.
context: Give them lots of good memories.\Okay... You can count on me.\When you interact with demis, is there anything you're careful about?\Rather than try to make them like me, I try to make them not hate me.\Smoking Room\If being hated by girls is 100,\and being hated by demis is 100,\then being hated by demi girls would be 100 x 100, which is 10,000. response:	You can really express it with such simple math?
context: Okay... You can count on me.\When you interact with demis, is there anything you're careful about?\Rather than try to make them like me, I try to make them not hate me.\Smoking Room\If being hated by girls is 100,\and being hated by demis is 100,\then being hated by demi girls would be 100 x 100, which is 10,000.\You can really express it with such simple math? response:	It's only an example.
context: When you interact with demis, is there anything you're careful about?\Rather than try to make them like me, I try to make them not hate me.\Smoking Room\If being hated by girls is 100,\and being hated by demis is 100,\then being hated by demi girls would be 100 x 100, which is 10,000.\You can really express it with such simple math?\It's only an example. response:	That's just how complicated it is.
context: Rather than try to make them like me, I try to make them not hate me.\Smoking Room\If being hated by girls is 100,\and being hated by demis is 100,\then being hated by demi girls would be 100 x 100, which is 10,000.\You can really express it with such simple math?\It's only an example.\That's just how complicated it is. response:	You might find yourself distanced from them for surprising reasons, too.
context: Smoking Room\If being hated by girls is 100,\and being hated by demis is 100,\then being hated by demi girls would be 100 x 100, which is 10,000.\You can really express it with such simple math?\It's only an example.\That's just how complicated it is.\You might find yourself distanced from them for surprising reasons, too. response:	Please don't try to scare me.
context: If being hated by girls is 100,\and being hated by demis is 100,\then being hated by demi girls would be 100 x 100, which is 10,000.\You can really express it with such simple math?\It's only an example.\That's just how complicated it is.\You might find yourself distanced from them for surprising reasons, too.\Please don't try to scare me. response:	Sensei!
context: and being hated by demis is 100,\then being hated by demi girls would be 100 x 100, which is 10,000.\You can really express it with such simple math?\It's only an example.\That's just how complicated it is.\You might find yourself distanced from them for surprising reasons, too.\Please don't try to scare me.\Sensei! response:	Speak of the devil.
context: then being hated by demi girls would be 100 x 100, which is 10,000.\You can really express it with such simple math?\It's only an example.\That's just how complicated it is.\You might find yourself distanced from them for surprising reasons, too.\Please don't try to scare me.\Sensei!\Speak of the devil. response:	Are you done talking now?
context: You can really express it with such simple math?\It's only an example.\That's just how complicated it is.\You might find yourself distanced from them for surprising reasons, too.\Please don't try to scare me.\Sensei!\Speak of the devil.\Are you done talking now? response:	Yeah, I guess.
context: It's only an example.\That's just how complicated it is.\You might find yourself distanced from them for surprising reasons, too.\Please don't try to scare me.\Sensei!\Speak of the devil.\Are you done talking now?\Yeah, I guess. response:	Hi there, little lady vampire.
context: That's just how complicated it is.\You might find yourself distanced from them for surprising reasons, too.\Please don't try to scare me.\Sensei!\Speak of the devil.\Are you done talking now?\Yeah, I guess.\Hi there, little lady vampire. response:	My name's Ugaki.
context: You might find yourself distanced from them for surprising reasons, too.\Please don't try to scare me.\Sensei!\Speak of the devil.\Are you done talking now?\Yeah, I guess.\Hi there, little lady vampire.\My name's Ugaki. response:	I'm Takanashi Hikari, from class 1-B!
context: Please don't try to scare me.\Sensei!\Speak of the devil.\Are you done talking now?\Yeah, I guess.\Hi there, little lady vampire.\My name's Ugaki.\I'm Takanashi Hikari, from class 1-B! response:	Nice to meet you!
context: Sensei!\Speak of the devil.\Are you done talking now?\Yeah, I guess.\Hi there, little lady vampire.\My name's Ugaki.\I'm Takanashi Hikari, from class 1-B!\Nice to meet you! response:	Little lady, he said!
context: Speak of the devil.\Are you done talking now?\Yeah, I guess.\Hi there, little lady vampire.\My name's Ugaki.\I'm Takanashi Hikari, from class 1-B!\Nice to meet you!\Little lady, he said! response:	Yeah, good for you.
context: Are you done talking now?\Yeah, I guess.\Hi there, little lady vampire.\My name's Ugaki.\I'm Takanashi Hikari, from class 1-B!\Nice to meet you!\Little lady, he said!\Yeah, good for you. response:	Huh?
context: Yeah, I guess.\Hi there, little lady vampire.\My name's Ugaki.\I'm Takanashi Hikari, from class 1-B!\Nice to meet you!\Little lady, he said!\Yeah, good for you.\Huh? response:	Sniff, sniff. Sniff, sniff.
context: Hi there, little lady vampire.\My name's Ugaki.\I'm Takanashi Hikari, from class 1-B!\Nice to meet you!\Little lady, he said!\Yeah, good for you.\Huh?\Sniff, sniff. Sniff, sniff. response:	Uh, what?
context: My name's Ugaki.\I'm Takanashi Hikari, from class 1-B!\Nice to meet you!\Little lady, he said!\Yeah, good for you.\Huh?\Sniff, sniff. Sniff, sniff.\Uh, what? response:	You stink!
context: I'm Takanashi Hikari, from class 1-B!\Nice to meet you!\Little lady, he said!\Yeah, good for you.\Huh?\Sniff, sniff. Sniff, sniff.\Uh, what?\You stink! response:	I hate cigarettes!
context: Nice to meet you!\Little lady, he said!\Yeah, good for you.\Huh?\Sniff, sniff. Sniff, sniff.\Uh, what?\You stink!\I hate cigarettes! response:	I guess she's sensitive to cigarette smoke.
context: Little lady, he said!\Yeah, good for you.\Huh?\Sniff, sniff. Sniff, sniff.\Uh, what?\You stink!\I hate cigarettes!\I guess she's sensitive to cigarette smoke. response:	So, anyway, that's how I deal with demi-humans.
context: Yeah, good for you.\Huh?\Sniff, sniff. Sniff, sniff.\Uh, what?\You stink!\I hate cigarettes!\I guess she's sensitive to cigarette smoke.\So, anyway, that's how I deal with demi-humans. response:	Occasionally, I go out to meet demi-humans out of my jurisdiction.
context: Huh?\Sniff, sniff. Sniff, sniff.\Uh, what?\You stink!\I hate cigarettes!\I guess she's sensitive to cigarette smoke.\So, anyway, that's how I deal with demi-humans.\Occasionally, I go out to meet demi-humans out of my jurisdiction. response:	But I don't think the police will have to do anything about those demi-chans.
context: Sniff, sniff. Sniff, sniff.\Uh, what?\You stink!\I hate cigarettes!\I guess she's sensitive to cigarette smoke.\So, anyway, that's how I deal with demi-humans.\Occasionally, I go out to meet demi-humans out of my jurisdiction.\But I don't think the police will have to do anything about those demi-chans. response:	It's just that succubus.
context: Uh, what?\You stink!\I hate cigarettes!\I guess she's sensitive to cigarette smoke.\So, anyway, that's how I deal with demi-humans.\Occasionally, I go out to meet demi-humans out of my jurisdiction.\But I don't think the police will have to do anything about those demi-chans.\It's just that succubus. response:	Someday, I'll probably need to have you do some serious work for us...
context: You stink!\I hate cigarettes!\I guess she's sensitive to cigarette smoke.\So, anyway, that's how I deal with demi-humans.\Occasionally, I go out to meet demi-humans out of my jurisdiction.\But I don't think the police will have to do anything about those demi-chans.\It's just that succubus.\Someday, I'll probably need to have you do some serious work for us... response:	Takoyaki is so good!
context: I hate cigarettes!\I guess she's sensitive to cigarette smoke.\So, anyway, that's how I deal with demi-humans.\Occasionally, I go out to meet demi-humans out of my jurisdiction.\But I don't think the police will have to do anything about those demi-chans.\It's just that succubus.\Someday, I'll probably need to have you do some serious work for us...\Takoyaki is so good! response:	I'll smack him later...
context: I guess she's sensitive to cigarette smoke.\So, anyway, that's how I deal with demi-humans.\Occasionally, I go out to meet demi-humans out of my jurisdiction.\But I don't think the police will have to do anything about those demi-chans.\It's just that succubus.\Someday, I'll probably need to have you do some serious work for us...\Takoyaki is so good!\I'll smack him later... response:	Next Time Demi-chans Want to Learn
context: So, anyway, that's how I deal with demi-humans.\Occasionally, I go out to meet demi-humans out of my jurisdiction.\But I don't think the police will have to do anything about those demi-chans.\It's just that succubus.\Someday, I'll probably need to have you do some serious work for us...\Takoyaki is so good!\I'll smack him later...\Next Time Demi-chans Want to Learn response:	Demi-chans Want to Learn.
