context: Am I gonna die? response:	You did die...
context: My husband was just murdered!\Suspecting me!\What reason could I have to kill him?!\Yes. I want to know the reason for that, too.\That one's out again...\Who is that?!\This person is... my boss...\I guess... response:	My name is Inga, little lady.
context: Suspecting me!\What reason could I have to kill him?!\Yes. I want to know the reason for that, too.\That one's out again...\Who is that?!\This person is... my boss...\I guess...\My name is Inga, little lady. response:	Please, let me ask you...
context: What reason could I have to kill him?!\Yes. I want to know the reason for that, too.\That one's out again...\Who is that?!\This person is... my boss...\I guess...\My name is Inga, little lady.\Please, let me ask you... response:	What?!
context: Yes. I want to know the reason for that, too.\That one's out again...\Who is that?!\This person is... my boss...\I guess...\My name is Inga, little lady.\Please, let me ask you...\What?! response:	Um...
context: That one's out again...\Who is that?!\This person is... my boss...\I guess...\My name is Inga, little lady.\Please, let me ask you...\What?!\Um... response:	Got it!
context: Who is that?!\This person is... my boss...\I guess...\My name is Inga, little lady.\Please, let me ask you...\What?!\Um...\Got it! response:	All right...
context: This person is... my boss...\I guess...\My name is Inga, little lady.\Please, let me ask you...\What?!\Um...\Got it!\All right... response:	Tell me...
context: I guess...\My name is Inga, little lady.\Please, let me ask you...\What?!\Um...\Got it!\All right...\Tell me... response:	What was your husband to you?
context: My name is Inga, little lady.\Please, let me ask you...\What?!\Um...\Got it!\All right...\Tell me...\What was your husband to you? response:	A criminal?
context: Please, let me ask you...\What?!\Um...\Got it!\All right...\Tell me...\What was your husband to you?\A criminal? response:	The man you loved?
context: What?!\Um...\Got it!\All right...\Tell me...\What was your husband to you?\A criminal?\The man you loved? response:	Or... what?
context: Um...\Got it!\All right...\Tell me...\What was your husband to you?\A criminal?\The man you loved?\Or... what? response:	I don't... have to answer that!
context: Got it!\All right...\Tell me...\What was your husband to you?\A criminal?\The man you loved?\Or... what?\I don't... have to answer that! response:	Tell me...
context: All right...\Tell me...\What was your husband to you?\A criminal?\The man you loved?\Or... what?\I don't... have to answer that!\Tell me... response:	Tell me...
context: Tell me...\What was your husband to you?\A criminal?\The man you loved?\Or... what?\I don't... have to answer that!\Tell me...\Tell me... response:	What was your husband to you?
context: What was your husband to you?\A criminal?\The man you loved?\Or... what?\I don't... have to answer that!\Tell me...\Tell me...\What was your husband to you? response:	What?
context: A criminal?\The man you loved?\Or... what?\I don't... have to answer that!\Tell me...\Tell me...\What was your husband to you?\What? response:	What?!
context: The man you loved?\Or... what?\I don't... have to answer that!\Tell me...\Tell me...\What was your husband to you?\What?\What?! response:	A hero...
context: Or... what?\I don't... have to answer that!\Tell me...\Tell me...\What was your husband to you?\What?\What?!\A hero... response:	He had to be a hero...
context: I don't... have to answer that!\Tell me...\Tell me...\What was your husband to you?\What?\What?!\A hero...\He had to be a hero... response:	What was that just now?
context: Tell me...\Tell me...\What was your husband to you?\What?\What?!\A hero...\He had to be a hero...\What was that just now? response:	She can ask one question, and people have no choice but to answer.
context: Tell me...\What was your husband to you?\What?\What?!\A hero...\He had to be a hero...\What was that just now?\She can ask one question, and people have no choice but to answer. response:	What do you mean he was a hero?
context: What was your husband to you?\What?\What?!\A hero...\He had to be a hero...\What was that just now?\She can ask one question, and people have no choice but to answer.\What do you mean he was a hero? response:	Have you forgotten already?
context: What?\What?!\A hero...\He had to be a hero...\What was that just now?\She can ask one question, and people have no choice but to answer.\What do you mean he was a hero?\Have you forgotten already? response:	Until recently, we were at war.
context: What?!\A hero...\He had to be a hero...\What was that just now?\She can ask one question, and people have no choice but to answer.\What do you mean he was a hero?\Have you forgotten already?\Until recently, we were at war. response:	In retaliation for seriously dispatching troops,
context: A hero...\He had to be a hero...\What was that just now?\She can ask one question, and people have no choice but to answer.\What do you mean he was a hero?\Have you forgotten already?\Until recently, we were at war.\In retaliation for seriously dispatching troops, response:	terrorists launched multiple attacks against us...
context: He had to be a hero...\What was that just now?\She can ask one question, and people have no choice but to answer.\What do you mean he was a hero?\Have you forgotten already?\Until recently, we were at war.\In retaliation for seriously dispatching troops,\terrorists launched multiple attacks against us... response:	I know. There was a war...
context: What was that just now?\She can ask one question, and people have no choice but to answer.\What do you mean he was a hero?\Have you forgotten already?\Until recently, we were at war.\In retaliation for seriously dispatching troops,\terrorists launched multiple attacks against us...\I know. There was a war... response:	But it's over.
context: She can ask one question, and people have no choice but to answer.\What do you mean he was a hero?\Have you forgotten already?\Until recently, we were at war.\In retaliation for seriously dispatching troops,\terrorists launched multiple attacks against us...\I know. There was a war...\But it's over. response:	No Trespassing
context: What do you mean he was a hero?\Have you forgotten already?\Until recently, we were at war.\In retaliation for seriously dispatching troops,\terrorists launched multiple attacks against us...\I know. There was a war...\But it's over.\No Trespassing response:	No, it's unsettled.
context: Have you forgotten already?\Until recently, we were at war.\In retaliation for seriously dispatching troops,\terrorists launched multiple attacks against us...\I know. There was a war...\But it's over.\No Trespassing\No, it's unsettled. response:	During the war, Kanou dedicated his resources
context: Until recently, we were at war.\In retaliation for seriously dispatching troops,\terrorists launched multiple attacks against us...\I know. There was a war...\But it's over.\No Trespassing\No, it's unsettled.\During the war, Kanou dedicated his resources response:	to combat terrorism in this country and he was lauded for it!
context: In retaliation for seriously dispatching troops,\terrorists launched multiple attacks against us...\I know. There was a war...\But it's over.\No Trespassing\No, it's unsettled.\During the war, Kanou dedicated his resources\to combat terrorism in this country and he was lauded for it! response:	And yet, after the war, all they can say is he's lining his pockets!
context: terrorists launched multiple attacks against us...\I know. There was a war...\But it's over.\No Trespassing\No, it's unsettled.\During the war, Kanou dedicated his resources\to combat terrorism in this country and he was lauded for it!\And yet, after the war, all they can say is he's lining his pockets! response:	Even though the victims of terrorism are treated as heroes!
context: I know. There was a war...\But it's over.\No Trespassing\No, it's unsettled.\During the war, Kanou dedicated his resources\to combat terrorism in this country and he was lauded for it!\And yet, after the war, all they can say is he's lining his pockets!\Even though the victims of terrorism are treated as heroes! response:	Even though we, who survived, were just desperately trying to stay alive...
context: But it's over.\No Trespassing\No, it's unsettled.\During the war, Kanou dedicated his resources\to combat terrorism in this country and he was lauded for it!\And yet, after the war, all they can say is he's lining his pockets!\Even though the victims of terrorism are treated as heroes!\Even though we, who survived, were just desperately trying to stay alive... response:	That man lived for this country and I wasn't going to let him be arrested...
context: No Trespassing\No, it's unsettled.\During the war, Kanou dedicated his resources\to combat terrorism in this country and he was lauded for it!\And yet, after the war, all they can say is he's lining his pockets!\Even though the victims of terrorism are treated as heroes!\Even though we, who survived, were just desperately trying to stay alive...\That man lived for this country and I wasn't going to let him be arrested... response:	He...
context: No, it's unsettled.\During the war, Kanou dedicated his resources\to combat terrorism in this country and he was lauded for it!\And yet, after the war, all they can say is he's lining his pockets!\Even though the victims of terrorism are treated as heroes!\Even though we, who survived, were just desperately trying to stay alive...\That man lived for this country and I wasn't going to let him be arrested...\He... response:	He became a hero and died!
context: During the war, Kanou dedicated his resources\to combat terrorism in this country and he was lauded for it!\And yet, after the war, all they can say is he's lining his pockets!\Even though the victims of terrorism are treated as heroes!\Even though we, who survived, were just desperately trying to stay alive...\That man lived for this country and I wasn't going to let him be arrested...\He...\He became a hero and died! response:	That's why you stabbed him...
context: to combat terrorism in this country and he was lauded for it!\And yet, after the war, all they can say is he's lining his pockets!\Even though the victims of terrorism are treated as heroes!\Even though we, who survived, were just desperately trying to stay alive...\That man lived for this country and I wasn't going to let him be arrested...\He...\He became a hero and died!\That's why you stabbed him... response:	You killed the SP, impersonated her...
context: And yet, after the war, all they can say is he's lining his pockets!\Even though the victims of terrorism are treated as heroes!\Even though we, who survived, were just desperately trying to stay alive...\That man lived for this country and I wasn't going to let him be arrested...\He...\He became a hero and died!\That's why you stabbed him...\You killed the SP, impersonated her... response:	But what about proof?
context: Even though the victims of terrorism are treated as heroes!\Even though we, who survived, were just desperately trying to stay alive...\That man lived for this country and I wasn't going to let him be arrested...\He...\He became a hero and died!\That's why you stabbed him...\You killed the SP, impersonated her...\But what about proof? response:	The SP's jacket was taken off.
context: Even though we, who survived, were just desperately trying to stay alive...\That man lived for this country and I wasn't going to let him be arrested...\He...\He became a hero and died!\That's why you stabbed him...\You killed the SP, impersonated her...\But what about proof?\The SP's jacket was taken off. response:	Most likely, she borrowed the jacket from the SP and then returned to the hall.
context: That man lived for this country and I wasn't going to let him be arrested...\He...\He became a hero and died!\That's why you stabbed him...\You killed the SP, impersonated her...\But what about proof?\The SP's jacket was taken off.\Most likely, she borrowed the jacket from the SP and then returned to the hall. response:	Afterwards, she didn't put the jacket back on the SP.
context: He...\He became a hero and died!\That's why you stabbed him...\You killed the SP, impersonated her...\But what about proof?\The SP's jacket was taken off.\Most likely, she borrowed the jacket from the SP and then returned to the hall.\Afterwards, she didn't put the jacket back on the SP. response:	But at her feet was...
context: He became a hero and died!\That's why you stabbed him...\You killed the SP, impersonated her...\But what about proof?\The SP's jacket was taken off.\Most likely, she borrowed the jacket from the SP and then returned to the hall.\Afterwards, she didn't put the jacket back on the SP.\But at her feet was... response:	That dress is the kind that can be put on easily, isn't it?
context: That's why you stabbed him...\You killed the SP, impersonated her...\But what about proof?\The SP's jacket was taken off.\Most likely, she borrowed the jacket from the SP and then returned to the hall.\Afterwards, she didn't put the jacket back on the SP.\But at her feet was...\That dress is the kind that can be put on easily, isn't it? response:	Yes...
context: You killed the SP, impersonated her...\But what about proof?\The SP's jacket was taken off.\Most likely, she borrowed the jacket from the SP and then returned to the hall.\Afterwards, she didn't put the jacket back on the SP.\But at her feet was...\That dress is the kind that can be put on easily, isn't it?\Yes... response:	Then under all that frilly stuff, it's possible to wear pants, right?
context: But what about proof?\The SP's jacket was taken off.\Most likely, she borrowed the jacket from the SP and then returned to the hall.\Afterwards, she didn't put the jacket back on the SP.\But at her feet was...\That dress is the kind that can be put on easily, isn't it?\Yes...\Then under all that frilly stuff, it's possible to wear pants, right? response:	Maybe, even now...
context: The SP's jacket was taken off.\Most likely, she borrowed the jacket from the SP and then returned to the hall.\Afterwards, she didn't put the jacket back on the SP.\But at her feet was...\That dress is the kind that can be put on easily, isn't it?\Yes...\Then under all that frilly stuff, it's possible to wear pants, right?\Maybe, even now... response:	Those shoes...
context: Most likely, she borrowed the jacket from the SP and then returned to the hall.\Afterwards, she didn't put the jacket back on the SP.\But at her feet was...\That dress is the kind that can be put on easily, isn't it?\Yes...\Then under all that frilly stuff, it's possible to wear pants, right?\Maybe, even now...\Those shoes... response:	If the police had killed him, Mr. Kanou wouldn't be a criminal,
context: Afterwards, she didn't put the jacket back on the SP.\But at her feet was...\That dress is the kind that can be put on easily, isn't it?\Yes...\Then under all that frilly stuff, it's possible to wear pants, right?\Maybe, even now...\Those shoes...\If the police had killed him, Mr. Kanou wouldn't be a criminal, response:	but the victim of a government conspiracy.
context: But at her feet was...\That dress is the kind that can be put on easily, isn't it?\Yes...\Then under all that frilly stuff, it's possible to wear pants, right?\Maybe, even now...\Those shoes...\If the police had killed him, Mr. Kanou wouldn't be a criminal,\but the victim of a government conspiracy. response:	Is that why you went so far as to murder an innocent SP?
context: That dress is the kind that can be put on easily, isn't it?\Yes...\Then under all that frilly stuff, it's possible to wear pants, right?\Maybe, even now...\Those shoes...\If the police had killed him, Mr. Kanou wouldn't be a criminal,\but the victim of a government conspiracy.\Is that why you went so far as to murder an innocent SP? response:	More people died in the war, didn't they?!
context: Yes...\Then under all that frilly stuff, it's possible to wear pants, right?\Maybe, even now...\Those shoes...\If the police had killed him, Mr. Kanou wouldn't be a criminal,\but the victim of a government conspiracy.\Is that why you went so far as to murder an innocent SP?\More people died in the war, didn't they?! response:	During the war, he gathered up supplies from around the world
context: Then under all that frilly stuff, it's possible to wear pants, right?\Maybe, even now...\Those shoes...\If the police had killed him, Mr. Kanou wouldn't be a criminal,\but the victim of a government conspiracy.\Is that why you went so far as to murder an innocent SP?\More people died in the war, didn't they?!\During the war, he gathered up supplies from around the world response:	for the sake of the country,
context: Maybe, even now...\Those shoes...\If the police had killed him, Mr. Kanou wouldn't be a criminal,\but the victim of a government conspiracy.\Is that why you went so far as to murder an innocent SP?\More people died in the war, didn't they?!\During the war, he gathered up supplies from around the world\for the sake of the country, response:	but now it's evil that he survived and made money?!
context: Those shoes...\If the police had killed him, Mr. Kanou wouldn't be a criminal,\but the victim of a government conspiracy.\Is that why you went so far as to murder an innocent SP?\More people died in the war, didn't they?!\During the war, he gathered up supplies from around the world\for the sake of the country,\but now it's evil that he survived and made money?! response:	It's the damned war!
context: If the police had killed him, Mr. Kanou wouldn't be a criminal,\but the victim of a government conspiracy.\Is that why you went so far as to murder an innocent SP?\More people died in the war, didn't they?!\During the war, he gathered up supplies from around the world\for the sake of the country,\but now it's evil that he survived and made money?!\It's the damned war! response:	It's war's fault that we fall!
context: but the victim of a government conspiracy.\Is that why you went so far as to murder an innocent SP?\More people died in the war, didn't they?!\During the war, he gathered up supplies from around the world\for the sake of the country,\but now it's evil that he survived and made money?!\It's the damned war!\It's war's fault that we fall! response:	It's the war...
context: Is that why you went so far as to murder an innocent SP?\More people died in the war, didn't they?!\During the war, he gathered up supplies from around the world\for the sake of the country,\but now it's evil that he survived and made money?!\It's the damned war!\It's war's fault that we fall!\It's the war... response:	People get corrupted.
context: More people died in the war, didn't they?!\During the war, he gathered up supplies from around the world\for the sake of the country,\but now it's evil that he survived and made money?!\It's the damned war!\It's war's fault that we fall!\It's the war...\People get corrupted. response:	Even saints and heroes...
context: During the war, he gathered up supplies from around the world\for the sake of the country,\but now it's evil that he survived and made money?!\It's the damned war!\It's war's fault that we fall!\It's the war...\People get corrupted.\Even saints and heroes... response:	There's nothing you can do to prevent it.
context: for the sake of the country,\but now it's evil that he survived and made money?!\It's the damned war!\It's war's fault that we fall!\It's the war...\People get corrupted.\Even saints and heroes...\There's nothing you can do to prevent it. response:	That's our salvation.
context: but now it's evil that he survived and made money?!\It's the damned war!\It's war's fault that we fall!\It's the war...\People get corrupted.\Even saints and heroes...\There's nothing you can do to prevent it.\That's our salvation. response:	Phone call for you.
context: It's the damned war!\It's war's fault that we fall!\It's the war...\People get corrupted.\Even saints and heroes...\There's nothing you can do to prevent it.\That's our salvation.\Phone call for you. response:	Again, it seems I fell just a little short of you.
context: It's war's fault that we fall!\It's the war...\People get corrupted.\Even saints and heroes...\There's nothing you can do to prevent it.\That's our salvation.\Phone call for you.\Again, it seems I fell just a little short of you. response:	You knew from the beginning, didn't you?
context: It's the war...\People get corrupted.\Even saints and heroes...\There's nothing you can do to prevent it.\That's our salvation.\Phone call for you.\Again, it seems I fell just a little short of you.\You knew from the beginning, didn't you? response:	But unfortunately, as always,
context: People get corrupted.\Even saints and heroes...\There's nothing you can do to prevent it.\That's our salvation.\Phone call for you.\Again, it seems I fell just a little short of you.\You knew from the beginning, didn't you?\But unfortunately, as always, response:	the woman SP is going to be announced as the criminal.
context: Even saints and heroes...\There's nothing you can do to prevent it.\That's our salvation.\Phone call for you.\Again, it seems I fell just a little short of you.\You knew from the beginning, didn't you?\But unfortunately, as always,\the woman SP is going to be announced as the criminal. response:	Let's see... Mrs. Kanou realized before the police
context: There's nothing you can do to prevent it.\That's our salvation.\Phone call for you.\Again, it seems I fell just a little short of you.\You knew from the beginning, didn't you?\But unfortunately, as always,\the woman SP is going to be announced as the criminal.\Let's see... Mrs. Kanou realized before the police response:	who the killer was and shot her to death.
context: That's our salvation.\Phone call for you.\Again, it seems I fell just a little short of you.\You knew from the beginning, didn't you?\But unfortunately, as always,\the woman SP is going to be announced as the criminal.\Let's see... Mrs. Kanou realized before the police\who the killer was and shot her to death. response:	Does that sound okay?
context: Phone call for you.\Again, it seems I fell just a little short of you.\You knew from the beginning, didn't you?\But unfortunately, as always,\the woman SP is going to be announced as the criminal.\Let's see... Mrs. Kanou realized before the police\who the killer was and shot her to death.\Does that sound okay? response:	Kanou-san's misappropriation of goods was a false charge, somebody's plot.
context: Again, it seems I fell just a little short of you.\You knew from the beginning, didn't you?\But unfortunately, as always,\the woman SP is going to be announced as the criminal.\Let's see... Mrs. Kanou realized before the police\who the killer was and shot her to death.\Does that sound okay?\Kanou-san's misappropriation of goods was a false charge, somebody's plot. response:	This way, his honor stays intact, too.
context: You knew from the beginning, didn't you?\But unfortunately, as always,\the woman SP is going to be announced as the criminal.\Let's see... Mrs. Kanou realized before the police\who the killer was and shot her to death.\Does that sound okay?\Kanou-san's misappropriation of goods was a false charge, somebody's plot.\This way, his honor stays intact, too. response:	A beautiful outcome?
context: But unfortunately, as always,\the woman SP is going to be announced as the criminal.\Let's see... Mrs. Kanou realized before the police\who the killer was and shot her to death.\Does that sound okay?\Kanou-san's misappropriation of goods was a false charge, somebody's plot.\This way, his honor stays intact, too.\A beautiful outcome? response:	I hope you'll like it.
context: the woman SP is going to be announced as the criminal.\Let's see... Mrs. Kanou realized before the police\who the killer was and shot her to death.\Does that sound okay?\Kanou-san's misappropriation of goods was a false charge, somebody's plot.\This way, his honor stays intact, too.\A beautiful outcome?\I hope you'll like it. response:	Huh? Where did that woman go?
context: Let's see... Mrs. Kanou realized before the police\who the killer was and shot her to death.\Does that sound okay?\Kanou-san's misappropriation of goods was a false charge, somebody's plot.\This way, his honor stays intact, too.\A beautiful outcome?\I hope you'll like it.\Huh? Where did that woman go? response:	Oh...
context: who the killer was and shot her to death.\Does that sound okay?\Kanou-san's misappropriation of goods was a false charge, somebody's plot.\This way, his honor stays intact, too.\A beautiful outcome?\I hope you'll like it.\Huh? Where did that woman go?\Oh... response:	She said she was tired, so she went home.
context: Does that sound okay?\Kanou-san's misappropriation of goods was a false charge, somebody's plot.\This way, his honor stays intact, too.\A beautiful outcome?\I hope you'll like it.\Huh? Where did that woman go?\Oh...\She said she was tired, so she went home. response:	I see...
context: Kanou-san's misappropriation of goods was a false charge, somebody's plot.\This way, his honor stays intact, too.\A beautiful outcome?\I hope you'll like it.\Huh? Where did that woman go?\Oh...\She said she was tired, so she went home.\I see... response:	Um... I'm sorry!
context: This way, his honor stays intact, too.\A beautiful outcome?\I hope you'll like it.\Huh? Where did that woman go?\Oh...\She said she was tired, so she went home.\I see...\Um... I'm sorry! response:	I didn't know.
context: A beautiful outcome?\I hope you'll like it.\Huh? Where did that woman go?\Oh...\She said she was tired, so she went home.\I see...\Um... I'm sorry!\I didn't know. response:	My father's deductions were always off and you're actually right...
context: I hope you'll like it.\Huh? Where did that woman go?\Oh...\She said she was tired, so she went home.\I see...\Um... I'm sorry!\I didn't know.\My father's deductions were always off and you're actually right... response:	But my father and Ms. Koyama don't let that...
context: Huh? Where did that woman go?\Oh...\She said she was tired, so she went home.\I see...\Um... I'm sorry!\I didn't know.\My father's deductions were always off and you're actually right...\But my father and Ms. Koyama don't let that... response:	I always lose. That's why I'm the Defeated Detective...
context: Oh...\She said she was tired, so she went home.\I see...\Um... I'm sorry!\I didn't know.\My father's deductions were always off and you're actually right...\But my father and Ms. Koyama don't let that...\I always lose. That's why I'm the Defeated Detective... response:	But I'm sure Mr. Kanou really was a hero to his wife.
context: She said she was tired, so she went home.\I see...\Um... I'm sorry!\I didn't know.\My father's deductions were always off and you're actually right...\But my father and Ms. Koyama don't let that...\I always lose. That's why I'm the Defeated Detective...\But I'm sure Mr. Kanou really was a hero to his wife. response:	A hero that desperately protected his family
context: I see...\Um... I'm sorry!\I didn't know.\My father's deductions were always off and you're actually right...\But my father and Ms. Koyama don't let that...\I always lose. That's why I'm the Defeated Detective...\But I'm sure Mr. Kanou really was a hero to his wife.\A hero that desperately protected his family response:	and his company in this chaotic society...
context: Um... I'm sorry!\I didn't know.\My father's deductions were always off and you're actually right...\But my father and Ms. Koyama don't let that...\I always lose. That's why I'm the Defeated Detective...\But I'm sure Mr. Kanou really was a hero to his wife.\A hero that desperately protected his family\and his company in this chaotic society... response:	Even if it's a lie, one so beautiful should...
context: I didn't know.\My father's deductions were always off and you're actually right...\But my father and Ms. Koyama don't let that...\I always lose. That's why I'm the Defeated Detective...\But I'm sure Mr. Kanou really was a hero to his wife.\A hero that desperately protected his family\and his company in this chaotic society...\Even if it's a lie, one so beautiful should... response:	Um...
context: My father's deductions were always off and you're actually right...\But my father and Ms. Koyama don't let that...\I always lose. That's why I'm the Defeated Detective...\But I'm sure Mr. Kanou really was a hero to his wife.\A hero that desperately protected his family\and his company in this chaotic society...\Even if it's a lie, one so beautiful should...\Um... response:	Something beautiful should be allowed to end... while it's still beautiful?
context: But my father and Ms. Koyama don't let that...\I always lose. That's why I'm the Defeated Detective...\But I'm sure Mr. Kanou really was a hero to his wife.\A hero that desperately protected his family\and his company in this chaotic society...\Even if it's a lie, one so beautiful should...\Um...\Something beautiful should be allowed to end... while it's still beautiful? response:	Yes.
context: I always lose. That's why I'm the Defeated Detective...\But I'm sure Mr. Kanou really was a hero to his wife.\A hero that desperately protected his family\and his company in this chaotic society...\Even if it's a lie, one so beautiful should...\Um...\Something beautiful should be allowed to end... while it's still beautiful?\Yes. response:	It's not something that applies to us...
context: But I'm sure Mr. Kanou really was a hero to his wife.\A hero that desperately protected his family\and his company in this chaotic society...\Even if it's a lie, one so beautiful should...\Um...\Something beautiful should be allowed to end... while it's still beautiful?\Yes.\It's not something that applies to us... response:	Since we'll always be in the process of falling...
context: A hero that desperately protected his family\and his company in this chaotic society...\Even if it's a lie, one so beautiful should...\Um...\Something beautiful should be allowed to end... while it's still beautiful?\Yes.\It's not something that applies to us...\Since we'll always be in the process of falling... response:	In the pale morning mist, a whispered prayer
context: and his company in this chaotic society...\Even if it's a lie, one so beautiful should...\Um...\Something beautiful should be allowed to end... while it's still beautiful?\Yes.\It's not something that applies to us...\Since we'll always be in the process of falling...\In the pale morning mist, a whispered prayer response:	I'm gonna follow this twisted landscape with you
context: Even if it's a lie, one so beautiful should...\Um...\Something beautiful should be allowed to end... while it's still beautiful?\Yes.\It's not something that applies to us...\Since we'll always be in the process of falling...\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you response:	Looking for the truth, a'lie' will do is it?
context: Um...\Something beautiful should be allowed to end... while it's still beautiful?\Yes.\It's not something that applies to us...\Since we'll always be in the process of falling...\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it? response:	Tracing it as if we can see through
context: Something beautiful should be allowed to end... while it's still beautiful?\Yes.\It's not something that applies to us...\Since we'll always be in the process of falling...\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through response:	Looking for, beyond words
context: Yes.\It's not something that applies to us...\Since we'll always be in the process of falling...\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words response:	Like a falling feather
context: It's not something that applies to us...\Since we'll always be in the process of falling...\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather response:	Looking for, find it
context: Since we'll always be in the process of falling...\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it response:	So we can cuddle close together here
context: In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here response:	Looking for, unravel it
context: I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it response:	Like a tattered cloud
context: Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud response:	Looking for, find it
context: Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it response:	So we can cuddle close together here
context: Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here response:	I hear that the next original story is called Les Miserables,
context: Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\I hear that the next original story is called Les Miserables, response:	from Ango Sakaguchis Ango Torimonochou (Ango Detective Stories)!
context: Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\I hear that the next original story is called Les Miserables,\from Ango Sakaguchis Ango Torimonochou (Ango Detective Stories)! response:	I'm gonna read it now!
context: So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\I hear that the next original story is called Les Miserables,\from Ango Sakaguchis Ango Torimonochou (Ango Detective Stories)!\I'm gonna read it now! response:	Um, what's a sketchy rickshaw man?
context: Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\I hear that the next original story is called Les Miserables,\from Ango Sakaguchis Ango Torimonochou (Ango Detective Stories)!\I'm gonna read it now!\Um, what's a sketchy rickshaw man? response:	Pourboire?
context: Like a tattered cloud\Looking for, find it\So we can cuddle close together here\I hear that the next original story is called Les Miserables,\from Ango Sakaguchis Ango Torimonochou (Ango Detective Stories)!\I'm gonna read it now!\Um, what's a sketchy rickshaw man?\Pourboire? response:	English Twist?
context: Looking for, find it\So we can cuddle close together here\I hear that the next original story is called Les Miserables,\from Ango Sakaguchis Ango Torimonochou (Ango Detective Stories)!\I'm gonna read it now!\Um, what's a sketchy rickshaw man?\Pourboire?\English Twist? response:	Hey, Shinjurou! This is a completely different story!
context: So we can cuddle close together here\I hear that the next original story is called Les Miserables,\from Ango Sakaguchis Ango Torimonochou (Ango Detective Stories)!\I'm gonna read it now!\Um, what's a sketchy rickshaw man?\Pourboire?\English Twist?\Hey, Shinjurou! This is a completely different story! response:	The bad guy is xxx, it says!
context: I hear that the next original story is called Les Miserables,\from Ango Sakaguchis Ango Torimonochou (Ango Detective Stories)!\I'm gonna read it now!\Um, what's a sketchy rickshaw man?\Pourboire?\English Twist?\Hey, Shinjurou! This is a completely different story!\The bad guy is xxx, it says! response:	There was no xxx in our story, right?
context: from Ango Sakaguchis Ango Torimonochou (Ango Detective Stories)!\I'm gonna read it now!\Um, what's a sketchy rickshaw man?\Pourboire?\English Twist?\Hey, Shinjurou! This is a completely different story!\The bad guy is xxx, it says!\There was no xxx in our story, right? response:	Episode 2
context: I'm gonna read it now!\Um, what's a sketchy rickshaw man?\Pourboire?\English Twist?\Hey, Shinjurou! This is a completely different story!\The bad guy is xxx, it says!\There was no xxx in our story, right?\Episode 2 response:	Pitiless Song
context: Um, what's a sketchy rickshaw man?\Pourboire?\English Twist?\Hey, Shinjurou! This is a completely different story!\The bad guy is xxx, it says!\There was no xxx in our story, right?\Episode 2\Pitiless Song response:	Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Les Miserables
context: Pourboire?\English Twist?\Hey, Shinjurou! This is a completely different story!\The bad guy is xxx, it says!\There was no xxx in our story, right?\Episode 2\Pitiless Song\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Les Miserables response:	Next Episode Preview
context: English Twist?\Hey, Shinjurou! This is a completely different story!\The bad guy is xxx, it says!\There was no xxx in our story, right?\Episode 2\Pitiless Song\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Les Miserables\Next Episode Preview response:	UN-GO episode 2: Pitiless Song.
