context: Anzai, please... response:	drink my blood.
context: And that's not a metaphor.\What are you trying to say?\His blood is actually ketchup.\Huh?\At least come up with something that's actually funny!\Hey, I got your mind off it.\No more signs of you transforming.\So I guess you really do only go full-on devil when you're lusting after Tsukasa. response:	Even blood from an old man like me turns you on, eh?
context: What are you trying to say?\His blood is actually ketchup.\Huh?\At least come up with something that's actually funny!\Hey, I got your mind off it.\No more signs of you transforming.\So I guess you really do only go full-on devil when you're lusting after Tsukasa.\Even blood from an old man like me turns you on, eh? response:	I almost feel sorry for you devils.
context: His blood is actually ketchup.\Huh?\At least come up with something that's actually funny!\Hey, I got your mind off it.\No more signs of you transforming.\So I guess you really do only go full-on devil when you're lusting after Tsukasa.\Even blood from an old man like me turns you on, eh?\I almost feel sorry for you devils. response:	You talk too much, Ketchup.
context: Huh?\At least come up with something that's actually funny!\Hey, I got your mind off it.\No more signs of you transforming.\So I guess you really do only go full-on devil when you're lusting after Tsukasa.\Even blood from an old man like me turns you on, eh?\I almost feel sorry for you devils.\You talk too much, Ketchup. response:	You really don't have to listen to a ketchup like him.
context: At least come up with something that's actually funny!\Hey, I got your mind off it.\No more signs of you transforming.\So I guess you really do only go full-on devil when you're lusting after Tsukasa.\Even blood from an old man like me turns you on, eh?\I almost feel sorry for you devils.\You talk too much, Ketchup.\You really don't have to listen to a ketchup like him. response:	When you need to pull it out, you need to pull it out.
context: Hey, I got your mind off it.\No more signs of you transforming.\So I guess you really do only go full-on devil when you're lusting after Tsukasa.\Even blood from an old man like me turns you on, eh?\I almost feel sorry for you devils.\You talk too much, Ketchup.\You really don't have to listen to a ketchup like him.\When you need to pull it out, you need to pull it out. response:	What?
context: No more signs of you transforming.\So I guess you really do only go full-on devil when you're lusting after Tsukasa.\Even blood from an old man like me turns you on, eh?\I almost feel sorry for you devils.\You talk too much, Ketchup.\You really don't have to listen to a ketchup like him.\When you need to pull it out, you need to pull it out.\What? response:	A doctor told me that.
context: So I guess you really do only go full-on devil when you're lusting after Tsukasa.\Even blood from an old man like me turns you on, eh?\I almost feel sorry for you devils.\You talk too much, Ketchup.\You really don't have to listen to a ketchup like him.\When you need to pull it out, you need to pull it out.\What?\A doctor told me that. response:	Sexual lust comes with bloodlust and vice versa. It's physiological.
context: Even blood from an old man like me turns you on, eh?\I almost feel sorry for you devils.\You talk too much, Ketchup.\You really don't have to listen to a ketchup like him.\When you need to pull it out, you need to pull it out.\What?\A doctor told me that.\Sexual lust comes with bloodlust and vice versa. It's physiological. response:	So instead of relying on sedatives, a more natural outlet would be masturbation.
context: I almost feel sorry for you devils.\You talk too much, Ketchup.\You really don't have to listen to a ketchup like him.\When you need to pull it out, you need to pull it out.\What?\A doctor told me that.\Sexual lust comes with bloodlust and vice versa. It's physiological.\So instead of relying on sedatives, a more natural outlet would be masturbation. response:	Anyway, got any handcuffs?
context: You talk too much, Ketchup.\You really don't have to listen to a ketchup like him.\When you need to pull it out, you need to pull it out.\What?\A doctor told me that.\Sexual lust comes with bloodlust and vice versa. It's physiological.\So instead of relying on sedatives, a more natural outlet would be masturbation.\Anyway, got any handcuffs? response:	So you just accept the idea that we have lusts that lead us to murder.
context: You really don't have to listen to a ketchup like him.\When you need to pull it out, you need to pull it out.\What?\A doctor told me that.\Sexual lust comes with bloodlust and vice versa. It's physiological.\So instead of relying on sedatives, a more natural outlet would be masturbation.\Anyway, got any handcuffs?\So you just accept the idea that we have lusts that lead us to murder. response:	Whether you accept it or not, bloodlust is going to exist.
context: When you need to pull it out, you need to pull it out.\What?\A doctor told me that.\Sexual lust comes with bloodlust and vice versa. It's physiological.\So instead of relying on sedatives, a more natural outlet would be masturbation.\Anyway, got any handcuffs?\So you just accept the idea that we have lusts that lead us to murder.\Whether you accept it or not, bloodlust is going to exist. response:	The question is how to control it.
context: What?\A doctor told me that.\Sexual lust comes with bloodlust and vice versa. It's physiological.\So instead of relying on sedatives, a more natural outlet would be masturbation.\Anyway, got any handcuffs?\So you just accept the idea that we have lusts that lead us to murder.\Whether you accept it or not, bloodlust is going to exist.\The question is how to control it. response:	He's right.
context: A doctor told me that.\Sexual lust comes with bloodlust and vice versa. It's physiological.\So instead of relying on sedatives, a more natural outlet would be masturbation.\Anyway, got any handcuffs?\So you just accept the idea that we have lusts that lead us to murder.\Whether you accept it or not, bloodlust is going to exist.\The question is how to control it.\He's right. response:	But...
context: Sexual lust comes with bloodlust and vice versa. It's physiological.\So instead of relying on sedatives, a more natural outlet would be masturbation.\Anyway, got any handcuffs?\So you just accept the idea that we have lusts that lead us to murder.\Whether you accept it or not, bloodlust is going to exist.\The question is how to control it.\He's right.\But... response:	Anzai! Where's Katagiri?
context: So instead of relying on sedatives, a more natural outlet would be masturbation.\Anyway, got any handcuffs?\So you just accept the idea that we have lusts that lead us to murder.\Whether you accept it or not, bloodlust is going to exist.\The question is how to control it.\He's right.\But...\Anzai! Where's Katagiri? response:	I-I'm here!
context: Anyway, got any handcuffs?\So you just accept the idea that we have lusts that lead us to murder.\Whether you accept it or not, bloodlust is going to exist.\The question is how to control it.\He's right.\But...\Anzai! Where's Katagiri?\I-I'm here! response:	Wait, aren't you Tsukasa's...
context: So you just accept the idea that we have lusts that lead us to murder.\Whether you accept it or not, bloodlust is going to exist.\The question is how to control it.\He's right.\But...\Anzai! Where's Katagiri?\I-I'm here!\Wait, aren't you Tsukasa's... response:	Lee's here, too?
context: Whether you accept it or not, bloodlust is going to exist.\The question is how to control it.\He's right.\But...\Anzai! Where's Katagiri?\I-I'm here!\Wait, aren't you Tsukasa's...\Lee's here, too? response:	Um... Lee's here, too?
context: The question is how to control it.\He's right.\But...\Anzai! Where's Katagiri?\I-I'm here!\Wait, aren't you Tsukasa's...\Lee's here, too?\Um... Lee's here, too? response:	Are the people at the bar alright?
context: He's right.\But...\Anzai! Where's Katagiri?\I-I'm here!\Wait, aren't you Tsukasa's...\Lee's here, too?\Um... Lee's here, too?\Are the people at the bar alright? response:	This man said he was going to kill them, too.
context: But...\Anzai! Where's Katagiri?\I-I'm here!\Wait, aren't you Tsukasa's...\Lee's here, too?\Um... Lee's here, too?\Are the people at the bar alright?\This man said he was going to kill them, too. response:	I left another detective at the bar.
context: Anzai! Where's Katagiri?\I-I'm here!\Wait, aren't you Tsukasa's...\Lee's here, too?\Um... Lee's here, too?\Are the people at the bar alright?\This man said he was going to kill them, too.\I left another detective at the bar. response:	You said he's an informant on the Ikebukuro case.
context: I-I'm here!\Wait, aren't you Tsukasa's...\Lee's here, too?\Um... Lee's here, too?\Are the people at the bar alright?\This man said he was going to kill them, too.\I left another detective at the bar.\You said he's an informant on the Ikebukuro case. response:	Is that why that guy was after him?
context: Wait, aren't you Tsukasa's...\Lee's here, too?\Um... Lee's here, too?\Are the people at the bar alright?\This man said he was going to kill them, too.\I left another detective at the bar.\You said he's an informant on the Ikebukuro case.\Is that why that guy was after him? response:	Anzai, hide Katagiri at Bar Sakaki.
context: Lee's here, too?\Um... Lee's here, too?\Are the people at the bar alright?\This man said he was going to kill them, too.\I left another detective at the bar.\You said he's an informant on the Ikebukuro case.\Is that why that guy was after him?\Anzai, hide Katagiri at Bar Sakaki. response:	And don't answer any questions from the investigation team.
context: Um... Lee's here, too?\Are the people at the bar alright?\This man said he was going to kill them, too.\I left another detective at the bar.\You said he's an informant on the Ikebukuro case.\Is that why that guy was after him?\Anzai, hide Katagiri at Bar Sakaki.\And don't answer any questions from the investigation team. response:	Katagiri's tip isn't common knowledge at HQ.
context: Are the people at the bar alright?\This man said he was going to kill them, too.\I left another detective at the bar.\You said he's an informant on the Ikebukuro case.\Is that why that guy was after him?\Anzai, hide Katagiri at Bar Sakaki.\And don't answer any questions from the investigation team.\Katagiri's tip isn't common knowledge at HQ. response:	Only a few people know about it.
context: This man said he was going to kill them, too.\I left another detective at the bar.\You said he's an informant on the Ikebukuro case.\Is that why that guy was after him?\Anzai, hide Katagiri at Bar Sakaki.\And don't answer any questions from the investigation team.\Katagiri's tip isn't common knowledge at HQ.\Only a few people know about it. response:	There's a mole?
context: I left another detective at the bar.\You said he's an informant on the Ikebukuro case.\Is that why that guy was after him?\Anzai, hide Katagiri at Bar Sakaki.\And don't answer any questions from the investigation team.\Katagiri's tip isn't common knowledge at HQ.\Only a few people know about it.\There's a mole? response:	Well, well. Looks just like his father.
context: You said he's an informant on the Ikebukuro case.\Is that why that guy was after him?\Anzai, hide Katagiri at Bar Sakaki.\And don't answer any questions from the investigation team.\Katagiri's tip isn't common knowledge at HQ.\Only a few people know about it.\There's a mole?\Well, well. Looks just like his father. response:	That is a surprise.
context: Is that why that guy was after him?\Anzai, hide Katagiri at Bar Sakaki.\And don't answer any questions from the investigation team.\Katagiri's tip isn't common knowledge at HQ.\Only a few people know about it.\There's a mole?\Well, well. Looks just like his father.\That is a surprise. response:	To think I'd see a child of the light and a child of the dark together in one place.
context: Anzai, hide Katagiri at Bar Sakaki.\And don't answer any questions from the investigation team.\Katagiri's tip isn't common knowledge at HQ.\Only a few people know about it.\There's a mole?\Well, well. Looks just like his father.\That is a surprise.\To think I'd see a child of the light and a child of the dark together in one place. response:	You're hurt.
context: And don't answer any questions from the investigation team.\Katagiri's tip isn't common knowledge at HQ.\Only a few people know about it.\There's a mole?\Well, well. Looks just like his father.\That is a surprise.\To think I'd see a child of the light and a child of the dark together in one place.\You're hurt. response:	Tsukasa...
context: Katagiri's tip isn't common knowledge at HQ.\Only a few people know about it.\There's a mole?\Well, well. Looks just like his father.\That is a surprise.\To think I'd see a child of the light and a child of the dark together in one place.\You're hurt.\Tsukasa... response:	Oryo! Why are you...?
context: Only a few people know about it.\There's a mole?\Well, well. Looks just like his father.\That is a surprise.\To think I'd see a child of the light and a child of the dark together in one place.\You're hurt.\Tsukasa...\Oryo! Why are you...? response:	Apparently he's a vital witness in the Ikebukuro case.
context: There's a mole?\Well, well. Looks just like his father.\That is a surprise.\To think I'd see a child of the light and a child of the dark together in one place.\You're hurt.\Tsukasa...\Oryo! Why are you...?\Apparently he's a vital witness in the Ikebukuro case. response:	What the hell did you see?
context: Well, well. Looks just like his father.\That is a surprise.\To think I'd see a child of the light and a child of the dark together in one place.\You're hurt.\Tsukasa...\Oryo! Why are you...?\Apparently he's a vital witness in the Ikebukuro case.\What the hell did you see? response:	On the news, they said that the suspect jumped to his death, but he didn't.
context: That is a surprise.\To think I'd see a child of the light and a child of the dark together in one place.\You're hurt.\Tsukasa...\Oryo! Why are you...?\Apparently he's a vital witness in the Ikebukuro case.\What the hell did you see?\On the news, they said that the suspect jumped to his death, but he didn't. response:	I saw it happen.
context: To think I'd see a child of the light and a child of the dark together in one place.\You're hurt.\Tsukasa...\Oryo! Why are you...?\Apparently he's a vital witness in the Ikebukuro case.\What the hell did you see?\On the news, they said that the suspect jumped to his death, but he didn't.\I saw it happen. response:	As he fell, he was saying something.
context: You're hurt.\Tsukasa...\Oryo! Why are you...?\Apparently he's a vital witness in the Ikebukuro case.\What the hell did you see?\On the news, they said that the suspect jumped to his death, but he didn't.\I saw it happen.\As he fell, he was saying something. response:	I think he was saying, Traitor.
context: Tsukasa...\Oryo! Why are you...?\Apparently he's a vital witness in the Ikebukuro case.\What the hell did you see?\On the news, they said that the suspect jumped to his death, but he didn't.\I saw it happen.\As he fell, he was saying something.\I think he was saying, Traitor. response:	Did that happen when he was chasing you?
context: Oryo! Why are you...?\Apparently he's a vital witness in the Ikebukuro case.\What the hell did you see?\On the news, they said that the suspect jumped to his death, but he didn't.\I saw it happen.\As he fell, he was saying something.\I think he was saying, Traitor.\Did that happen when he was chasing you? response:	This is, um...
context: Apparently he's a vital witness in the Ikebukuro case.\What the hell did you see?\On the news, they said that the suspect jumped to his death, but he didn't.\I saw it happen.\As he fell, he was saying something.\I think he was saying, Traitor.\Did that happen when he was chasing you?\This is, um... response:	No. You did that to yourself, to fend off your bloodlust, didn't you?
context: What the hell did you see?\On the news, they said that the suspect jumped to his death, but he didn't.\I saw it happen.\As he fell, he was saying something.\I think he was saying, Traitor.\Did that happen when he was chasing you?\This is, um...\No. You did that to yourself, to fend off your bloodlust, didn't you? response:	I saw the dead boy's blood.
context: On the news, they said that the suspect jumped to his death, but he didn't.\I saw it happen.\As he fell, he was saying something.\I think he was saying, Traitor.\Did that happen when he was chasing you?\This is, um...\No. You did that to yourself, to fend off your bloodlust, didn't you?\I saw the dead boy's blood. response:	Devils do it all the time.
context: I saw it happen.\As he fell, he was saying something.\I think he was saying, Traitor.\Did that happen when he was chasing you?\This is, um...\No. You did that to yourself, to fend off your bloodlust, didn't you?\I saw the dead boy's blood.\Devils do it all the time. response:	One of my coworkers at the bar said she used to do it, too.
context: As he fell, he was saying something.\I think he was saying, Traitor.\Did that happen when he was chasing you?\This is, um...\No. You did that to yourself, to fend off your bloodlust, didn't you?\I saw the dead boy's blood.\Devils do it all the time.\One of my coworkers at the bar said she used to do it, too. response:	She was wondering what's going to become of us now.
context: I think he was saying, Traitor.\Did that happen when he was chasing you?\This is, um...\No. You did that to yourself, to fend off your bloodlust, didn't you?\I saw the dead boy's blood.\Devils do it all the time.\One of my coworkers at the bar said she used to do it, too.\She was wondering what's going to become of us now. response:	Are they trolling us? Or is it movie footage?
context: Did that happen when he was chasing you?\This is, um...\No. You did that to yourself, to fend off your bloodlust, didn't you?\I saw the dead boy's blood.\Devils do it all the time.\One of my coworkers at the bar said she used to do it, too.\She was wondering what's going to become of us now.\Are they trolling us? Or is it movie footage? response:	Johannes, take care of Oryo.
context: This is, um...\No. You did that to yourself, to fend off your bloodlust, didn't you?\I saw the dead boy's blood.\Devils do it all the time.\One of my coworkers at the bar said she used to do it, too.\She was wondering what's going to become of us now.\Are they trolling us? Or is it movie footage?\Johannes, take care of Oryo. response:	I'll go in through the window and come down when my eyes are back to normal.
context: No. You did that to yourself, to fend off your bloodlust, didn't you?\I saw the dead boy's blood.\Devils do it all the time.\One of my coworkers at the bar said she used to do it, too.\She was wondering what's going to become of us now.\Are they trolling us? Or is it movie footage?\Johannes, take care of Oryo.\I'll go in through the window and come down when my eyes are back to normal. response:	But Anzai, you have to get your wounds treated.
context: I saw the dead boy's blood.\Devils do it all the time.\One of my coworkers at the bar said she used to do it, too.\She was wondering what's going to become of us now.\Are they trolling us? Or is it movie footage?\Johannes, take care of Oryo.\I'll go in through the window and come down when my eyes are back to normal.\But Anzai, you have to get your wounds treated. response:	I'm fine. Just go to your room.
context: Devils do it all the time.\One of my coworkers at the bar said she used to do it, too.\She was wondering what's going to become of us now.\Are they trolling us? Or is it movie footage?\Johannes, take care of Oryo.\I'll go in through the window and come down when my eyes are back to normal.\But Anzai, you have to get your wounds treated.\I'm fine. Just go to your room. response:	It's nothing to worry about.
context: One of my coworkers at the bar said she used to do it, too.\She was wondering what's going to become of us now.\Are they trolling us? Or is it movie footage?\Johannes, take care of Oryo.\I'll go in through the window and come down when my eyes are back to normal.\But Anzai, you have to get your wounds treated.\I'm fine. Just go to your room.\It's nothing to worry about. response:	That's just how he deals with his bloodlust right now.
context: She was wondering what's going to become of us now.\Are they trolling us? Or is it movie footage?\Johannes, take care of Oryo.\I'll go in through the window and come down when my eyes are back to normal.\But Anzai, you have to get your wounds treated.\I'm fine. Just go to your room.\It's nothing to worry about.\That's just how he deals with his bloodlust right now. response:	Tsukasa, are you angry?
context: Are they trolling us? Or is it movie footage?\Johannes, take care of Oryo.\I'll go in through the window and come down when my eyes are back to normal.\But Anzai, you have to get your wounds treated.\I'm fine. Just go to your room.\It's nothing to worry about.\That's just how he deals with his bloodlust right now.\Tsukasa, are you angry? response:	Bloodlust is going to exist.
context: Johannes, take care of Oryo.\I'll go in through the window and come down when my eyes are back to normal.\But Anzai, you have to get your wounds treated.\I'm fine. Just go to your room.\It's nothing to worry about.\That's just how he deals with his bloodlust right now.\Tsukasa, are you angry?\Bloodlust is going to exist. response:	I can't change that fact.
context: I'll go in through the window and come down when my eyes are back to normal.\But Anzai, you have to get your wounds treated.\I'm fine. Just go to your room.\It's nothing to worry about.\That's just how he deals with his bloodlust right now.\Tsukasa, are you angry?\Bloodlust is going to exist.\I can't change that fact. response:	But...
context: But Anzai, you have to get your wounds treated.\I'm fine. Just go to your room.\It's nothing to worry about.\That's just how he deals with his bloodlust right now.\Tsukasa, are you angry?\Bloodlust is going to exist.\I can't change that fact.\But... response:	if I admit that this craving is natural,
context: I'm fine. Just go to your room.\It's nothing to worry about.\That's just how he deals with his bloodlust right now.\Tsukasa, are you angry?\Bloodlust is going to exist.\I can't change that fact.\But...\if I admit that this craving is natural, response:	it would be like I...
context: It's nothing to worry about.\That's just how he deals with his bloodlust right now.\Tsukasa, are you angry?\Bloodlust is going to exist.\I can't change that fact.\But...\if I admit that this craving is natural,\it would be like I... response:	No, I've been a devil...
context: That's just how he deals with his bloodlust right now.\Tsukasa, are you angry?\Bloodlust is going to exist.\I can't change that fact.\But...\if I admit that this craving is natural,\it would be like I...\No, I've been a devil... response:	since the day I met her.
context: Tsukasa, are you angry?\Bloodlust is going to exist.\I can't change that fact.\But...\if I admit that this craving is natural,\it would be like I...\No, I've been a devil...\since the day I met her. response:	You've lost a lot of blood.
context: Bloodlust is going to exist.\I can't change that fact.\But...\if I admit that this craving is natural,\it would be like I...\No, I've been a devil...\since the day I met her.\You've lost a lot of blood. response:	We need to get you to a hospital.
context: I can't change that fact.\But...\if I admit that this craving is natural,\it would be like I...\No, I've been a devil...\since the day I met her.\You've lost a lot of blood.\We need to get you to a hospital. response:	But that Sawazaki guy said we have to hide him.
context: But...\if I admit that this craving is natural,\it would be like I...\No, I've been a devil...\since the day I met her.\You've lost a lot of blood.\We need to get you to a hospital.\But that Sawazaki guy said we have to hide him. response:	If we leave him like this, he could die.
context: if I admit that this craving is natural,\it would be like I...\No, I've been a devil...\since the day I met her.\You've lost a lot of blood.\We need to get you to a hospital.\But that Sawazaki guy said we have to hide him.\If we leave him like this, he could die. response:	But what hospitals around here treat devils?
context: it would be like I...\No, I've been a devil...\since the day I met her.\You've lost a lot of blood.\We need to get you to a hospital.\But that Sawazaki guy said we have to hide him.\If we leave him like this, he could die.\But what hospitals around here treat devils? response:	Shirase Hospital.
context: No, I've been a devil...\since the day I met her.\You've lost a lot of blood.\We need to get you to a hospital.\But that Sawazaki guy said we have to hide him.\If we leave him like this, he could die.\But what hospitals around here treat devils?\Shirase Hospital. response:	Jill, call Sawazaki for me.
context: since the day I met her.\You've lost a lot of blood.\We need to get you to a hospital.\But that Sawazaki guy said we have to hide him.\If we leave him like this, he could die.\But what hospitals around here treat devils?\Shirase Hospital.\Jill, call Sawazaki for me. response:	Taira, you go back to the bar.
context: You've lost a lot of blood.\We need to get you to a hospital.\But that Sawazaki guy said we have to hide him.\If we leave him like this, he could die.\But what hospitals around here treat devils?\Shirase Hospital.\Jill, call Sawazaki for me.\Taira, you go back to the bar. response:	Actually...
context: We need to get you to a hospital.\But that Sawazaki guy said we have to hide him.\If we leave him like this, he could die.\But what hospitals around here treat devils?\Shirase Hospital.\Jill, call Sawazaki for me.\Taira, you go back to the bar.\Actually... response:	Hey, where are you going?
context: But that Sawazaki guy said we have to hide him.\If we leave him like this, he could die.\But what hospitals around here treat devils?\Shirase Hospital.\Jill, call Sawazaki for me.\Taira, you go back to the bar.\Actually...\Hey, where are you going? response:	We're taking Oryo to the hospital.
context: If we leave him like this, he could die.\But what hospitals around here treat devils?\Shirase Hospital.\Jill, call Sawazaki for me.\Taira, you go back to the bar.\Actually...\Hey, where are you going?\We're taking Oryo to the hospital. response:	You don't have to go with them. Stay here.
context: But what hospitals around here treat devils?\Shirase Hospital.\Jill, call Sawazaki for me.\Taira, you go back to the bar.\Actually...\Hey, where are you going?\We're taking Oryo to the hospital.\You don't have to go with them. Stay here. response:	It's not safe out there.
context: Shirase Hospital.\Jill, call Sawazaki for me.\Taira, you go back to the bar.\Actually...\Hey, where are you going?\We're taking Oryo to the hospital.\You don't have to go with them. Stay here.\It's not safe out there. response:	No.
context: Jill, call Sawazaki for me.\Taira, you go back to the bar.\Actually...\Hey, where are you going?\We're taking Oryo to the hospital.\You don't have to go with them. Stay here.\It's not safe out there.\No. response:	Makimura, give me a status report.
context: Taira, you go back to the bar.\Actually...\Hey, where are you going?\We're taking Oryo to the hospital.\You don't have to go with them. Stay here.\It's not safe out there.\No.\Makimura, give me a status report. response:	Come in, Makimura!
context: Actually...\Hey, where are you going?\We're taking Oryo to the hospital.\You don't have to go with them. Stay here.\It's not safe out there.\No.\Makimura, give me a status report.\Come in, Makimura! response:	Nothing to report.
context: Hey, where are you going?\We're taking Oryo to the hospital.\You don't have to go with them. Stay here.\It's not safe out there.\No.\Makimura, give me a status report.\Come in, Makimura!\Nothing to report. response:	What about you?
context: We're taking Oryo to the hospital.\You don't have to go with them. Stay here.\It's not safe out there.\No.\Makimura, give me a status report.\Come in, Makimura!\Nothing to report.\What about you? response:	We arrested the guy.
context: You don't have to go with them. Stay here.\It's not safe out there.\No.\Makimura, give me a status report.\Come in, Makimura!\Nothing to report.\What about you?\We arrested the guy. response:	Now I'm looking for Katagiri; he's gone missing.
context: It's not safe out there.\No.\Makimura, give me a status report.\Come in, Makimura!\Nothing to report.\What about you?\We arrested the guy.\Now I'm looking for Katagiri; he's gone missing. response:	You stay where you are.
context: No.\Makimura, give me a status report.\Come in, Makimura!\Nothing to report.\What about you?\We arrested the guy.\Now I'm looking for Katagiri; he's gone missing.\You stay where you are. response:	Understood. You be careful.
context: Makimura, give me a status report.\Come in, Makimura!\Nothing to report.\What about you?\We arrested the guy.\Now I'm looking for Katagiri; he's gone missing.\You stay where you are.\Understood. You be careful. response:	Eleven. Zero Four's been arrested.
context: Come in, Makimura!\Nothing to report.\What about you?\We arrested the guy.\Now I'm looking for Katagiri; he's gone missing.\You stay where you are.\Understood. You be careful.\Eleven. Zero Four's been arrested. response:	And there was a human working at Cross Bar.
context: Nothing to report.\What about you?\We arrested the guy.\Now I'm looking for Katagiri; he's gone missing.\You stay where you are.\Understood. You be careful.\Eleven. Zero Four's been arrested.\And there was a human working at Cross Bar. response:	You told me they were all devils.
context: What about you?\We arrested the guy.\Now I'm looking for Katagiri; he's gone missing.\You stay where you are.\Understood. You be careful.\Eleven. Zero Four's been arrested.\And there was a human working at Cross Bar.\You told me they were all devils. response:	I can't stand incompetence.
context: We arrested the guy.\Now I'm looking for Katagiri; he's gone missing.\You stay where you are.\Understood. You be careful.\Eleven. Zero Four's been arrested.\And there was a human working at Cross Bar.\You told me they were all devils.\I can't stand incompetence. response:	Next time you slip up, you're sleeping with the fishes.
context: Now I'm looking for Katagiri; he's gone missing.\You stay where you are.\Understood. You be careful.\Eleven. Zero Four's been arrested.\And there was a human working at Cross Bar.\You told me they were all devils.\I can't stand incompetence.\Next time you slip up, you're sleeping with the fishes. response:	Zero Seven!
context: You stay where you are.\Understood. You be careful.\Eleven. Zero Four's been arrested.\And there was a human working at Cross Bar.\You told me they were all devils.\I can't stand incompetence.\Next time you slip up, you're sleeping with the fishes.\Zero Seven! response:	Shirase Hospital
context: Understood. You be careful.\Eleven. Zero Four's been arrested.\And there was a human working at Cross Bar.\You told me they were all devils.\I can't stand incompetence.\Next time you slip up, you're sleeping with the fishes.\Zero Seven!\Shirase Hospital response:	Uno, you remember this one?
context: Eleven. Zero Four's been arrested.\And there was a human working at Cross Bar.\You told me they were all devils.\I can't stand incompetence.\Next time you slip up, you're sleeping with the fishes.\Zero Seven!\Shirase Hospital\Uno, you remember this one? response:	You mean the sniper?
context: And there was a human working at Cross Bar.\You told me they were all devils.\I can't stand incompetence.\Next time you slip up, you're sleeping with the fishes.\Zero Seven!\Shirase Hospital\Uno, you remember this one?\You mean the sniper? response:	Material Witness Tenjo, Nanako Yeah, and I'm sure I've seen that name somewhere before.
context: You told me they were all devils.\I can't stand incompetence.\Next time you slip up, you're sleeping with the fishes.\Zero Seven!\Shirase Hospital\Uno, you remember this one?\You mean the sniper?\Material Witness Tenjo, Nanako Yeah, and I'm sure I've seen that name somewhere before. response:	Hang in there, Oryo! We're almost there!
context: I can't stand incompetence.\Next time you slip up, you're sleeping with the fishes.\Zero Seven!\Shirase Hospital\Uno, you remember this one?\You mean the sniper?\Material Witness Tenjo, Nanako Yeah, and I'm sure I've seen that name somewhere before.\Hang in there, Oryo! We're almost there! response:	She's escaping! Hey, stop!
context: Next time you slip up, you're sleeping with the fishes.\Zero Seven!\Shirase Hospital\Uno, you remember this one?\You mean the sniper?\Material Witness Tenjo, Nanako Yeah, and I'm sure I've seen that name somewhere before.\Hang in there, Oryo! We're almost there!\She's escaping! Hey, stop! response:	Who is that? A devil?
context: Zero Seven!\Shirase Hospital\Uno, you remember this one?\You mean the sniper?\Material Witness Tenjo, Nanako Yeah, and I'm sure I've seen that name somewhere before.\Hang in there, Oryo! We're almost there!\She's escaping! Hey, stop!\Who is that? A devil? response:	That's the person who shot Anzai.
context: Shirase Hospital\Uno, you remember this one?\You mean the sniper?\Material Witness Tenjo, Nanako Yeah, and I'm sure I've seen that name somewhere before.\Hang in there, Oryo! We're almost there!\She's escaping! Hey, stop!\Who is that? A devil?\That's the person who shot Anzai. response:	Give me the keys to your car! Or I'll break her neck!
context: Uno, you remember this one?\You mean the sniper?\Material Witness Tenjo, Nanako Yeah, and I'm sure I've seen that name somewhere before.\Hang in there, Oryo! We're almost there!\She's escaping! Hey, stop!\Who is that? A devil?\That's the person who shot Anzai.\Give me the keys to your car! Or I'll break her neck! response:	Sotto tokete yuku you ni
context: You mean the sniper?\Material Witness Tenjo, Nanako Yeah, and I'm sure I've seen that name somewhere before.\Hang in there, Oryo! We're almost there!\She's escaping! Hey, stop!\Who is that? A devil?\That's the person who shot Anzai.\Give me the keys to your car! Or I'll break her neck!\Sotto tokete yuku you ni response:	Motto ai shiaetara
context: Material Witness Tenjo, Nanako Yeah, and I'm sure I've seen that name somewhere before.\Hang in there, Oryo! We're almost there!\She's escaping! Hey, stop!\Who is that? A devil?\That's the person who shot Anzai.\Give me the keys to your car! Or I'll break her neck!\Sotto tokete yuku you ni\Motto ai shiaetara response:	Nani o tsutaerareta no
context: Hang in there, Oryo! We're almost there!\She's escaping! Hey, stop!\Who is that? A devil?\That's the person who shot Anzai.\Give me the keys to your car! Or I'll break her neck!\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no response:	Ai o tsumugenai meguriawase
context: She's escaping! Hey, stop!\Who is that? A devil?\That's the person who shot Anzai.\Give me the keys to your car! Or I'll break her neck!\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase response:	Dare ka yurushite
context: Who is that? A devil?\That's the person who shot Anzai.\Give me the keys to your car! Or I'll break her neck!\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite response:	Kegareta sugata ga boku de aru koto o
context: That's the person who shot Anzai.\Give me the keys to your car! Or I'll break her neck!\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o response:	Aa doushite
context: Give me the keys to your car! Or I'll break her neck!\Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite response:	Fureru yubi ga furueteiru
context: Sotto tokete yuku you ni\Motto ai shiaetara\Nani o tsutaerareta no\Ai o tsumugenai meguriawase\Dare ka yurushite\Kegareta sugata ga boku de aru koto o\Aa doushite\Fureru yubi ga furueteiru response:	It's story of fight together
