context: Gotcha! response:	Stick with your close range weapons!
context: Don't you worry, Shihoru.\What are you aiming at me for?\I don't think I'll miss this shot.\Obviously! You're freakin' close!\You know Shihoru, you look skinny, but you're actually pretty soft.\Please don't touch me... it's embarrassing.\You smell good, too.\Yeah, you smell so good. response:	N-No way... s-smell?
context: What are you aiming at me for?\I don't think I'll miss this shot.\Obviously! You're freakin' close!\You know Shihoru, you look skinny, but you're actually pretty soft.\Please don't touch me... it's embarrassing.\You smell good, too.\Yeah, you smell so good.\N-No way... s-smell? response:	Let's see how it feels to touch them...!
context: I don't think I'll miss this shot.\Obviously! You're freakin' close!\You know Shihoru, you look skinny, but you're actually pretty soft.\Please don't touch me... it's embarrassing.\You smell good, too.\Yeah, you smell so good.\N-No way... s-smell?\Let's see how it feels to touch them...! response:	Th-This is a feast for my eyes...!
context: Obviously! You're freakin' close!\You know Shihoru, you look skinny, but you're actually pretty soft.\Please don't touch me... it's embarrassing.\You smell good, too.\Yeah, you smell so good.\N-No way... s-smell?\Let's see how it feels to touch them...!\Th-This is a feast for my eyes...! response:	Hey, you hear?!
context: You know Shihoru, you look skinny, but you're actually pretty soft.\Please don't touch me... it's embarrassing.\You smell good, too.\Yeah, you smell so good.\N-No way... s-smell?\Let's see how it feels to touch them...!\Th-This is a feast for my eyes...!\Hey, you hear?! response:	Keep going!
context: Please don't touch me... it's embarrassing.\You smell good, too.\Yeah, you smell so good.\N-No way... s-smell?\Let's see how it feels to touch them...!\Th-This is a feast for my eyes...!\Hey, you hear?!\Keep going! response:	Sorry to break up the fun...
context: You smell good, too.\Yeah, you smell so good.\N-No way... s-smell?\Let's see how it feels to touch them...!\Th-This is a feast for my eyes...!\Hey, you hear?!\Keep going!\Sorry to break up the fun... response:	It won't be safe after sundown.
context: Yeah, you smell so good.\N-No way... s-smell?\Let's see how it feels to touch them...!\Th-This is a feast for my eyes...!\Hey, you hear?!\Keep going!\Sorry to break up the fun...\It won't be safe after sundown. response:	And it gets pitch-black.
context: N-No way... s-smell?\Let's see how it feels to touch them...!\Th-This is a feast for my eyes...!\Hey, you hear?!\Keep going!\Sorry to break up the fun...\It won't be safe after sundown.\And it gets pitch-black. response:	Dangerous monsters will be out, too.
context: Let's see how it feels to touch them...!\Th-This is a feast for my eyes...!\Hey, you hear?!\Keep going!\Sorry to break up the fun...\It won't be safe after sundown.\And it gets pitch-black.\Dangerous monsters will be out, too. response:	What's taking you guys so long?
context: Th-This is a feast for my eyes...!\Hey, you hear?!\Keep going!\Sorry to break up the fun...\It won't be safe after sundown.\And it gets pitch-black.\Dangerous monsters will be out, too.\What's taking you guys so long? response:	Fast!
context: Hey, you hear?!\Keep going!\Sorry to break up the fun...\It won't be safe after sundown.\And it gets pitch-black.\Dangerous monsters will be out, too.\What's taking you guys so long?\Fast! response:	You change gears just like that, huh.
context: Keep going!\Sorry to break up the fun...\It won't be safe after sundown.\And it gets pitch-black.\Dangerous monsters will be out, too.\What's taking you guys so long?\Fast!\You change gears just like that, huh. response:	Naturally.
context: Sorry to break up the fun...\It won't be safe after sundown.\And it gets pitch-black.\Dangerous monsters will be out, too.\What's taking you guys so long?\Fast!\You change gears just like that, huh.\Naturally. response:	I'm a man who makes precise choices about time, place, and people.
context: It won't be safe after sundown.\And it gets pitch-black.\Dangerous monsters will be out, too.\What's taking you guys so long?\Fast!\You change gears just like that, huh.\Naturally.\I'm a man who makes precise choices about time, place, and people. response:	People call me Master of Choices.
context: And it gets pitch-black.\Dangerous monsters will be out, too.\What's taking you guys so long?\Fast!\You change gears just like that, huh.\Naturally.\I'm a man who makes precise choices about time, place, and people.\People call me Master of Choices. response:	I'm gonna be King of the Choices!
context: Dangerous monsters will be out, too.\What's taking you guys so long?\Fast!\You change gears just like that, huh.\Naturally.\I'm a man who makes precise choices about time, place, and people.\People call me Master of Choices.\I'm gonna be King of the Choices! response:	One, two, three... four of them!
context: What's taking you guys so long?\Fast!\You change gears just like that, huh.\Naturally.\I'm a man who makes precise choices about time, place, and people.\People call me Master of Choices.\I'm gonna be King of the Choices!\One, two, three... four of them! response:	Yeah...
context: Fast!\You change gears just like that, huh.\Naturally.\I'm a man who makes precise choices about time, place, and people.\People call me Master of Choices.\I'm gonna be King of the Choices!\One, two, three... four of them!\Yeah... response:	Yume, you'll give us away!
context: You change gears just like that, huh.\Naturally.\I'm a man who makes precise choices about time, place, and people.\People call me Master of Choices.\I'm gonna be King of the Choices!\One, two, three... four of them!\Yeah...\Yume, you'll give us away! response:	But, the Gobs are eating yummier food than mine!
context: Naturally.\I'm a man who makes precise choices about time, place, and people.\People call me Master of Choices.\I'm gonna be King of the Choices!\One, two, three... four of them!\Yeah...\Yume, you'll give us away!\But, the Gobs are eating yummier food than mine! response:	Day thirteen in Grimgar.
context: I'm a man who makes precise choices about time, place, and people.\People call me Master of Choices.\I'm gonna be King of the Choices!\One, two, three... four of them!\Yeah...\Yume, you'll give us away!\But, the Gobs are eating yummier food than mine!\Day thirteen in Grimgar. response:	We didn't earn any money today either.
context: People call me Master of Choices.\I'm gonna be King of the Choices!\One, two, three... four of them!\Yeah...\Yume, you'll give us away!\But, the Gobs are eating yummier food than mine!\Day thirteen in Grimgar.\We didn't earn any money today either. response:	Our wallets are a little
context: I'm gonna be King of the Choices!\One, two, three... four of them!\Yeah...\Yume, you'll give us away!\But, the Gobs are eating yummier food than mine!\Day thirteen in Grimgar.\We didn't earn any money today either.\Our wallets are a little response:	No. Very empty.
context: One, two, three... four of them!\Yeah...\Yume, you'll give us away!\But, the Gobs are eating yummier food than mine!\Day thirteen in Grimgar.\We didn't earn any money today either.\Our wallets are a little\No. Very empty. response:	I'm hungry.
context: Yeah...\Yume, you'll give us away!\But, the Gobs are eating yummier food than mine!\Day thirteen in Grimgar.\We didn't earn any money today either.\Our wallets are a little\No. Very empty.\I'm hungry. response:	After today, tomorrow will come again.
context: Yume, you'll give us away!\But, the Gobs are eating yummier food than mine!\Day thirteen in Grimgar.\We didn't earn any money today either.\Our wallets are a little\No. Very empty.\I'm hungry.\After today, tomorrow will come again. response:	Maybe I've been taking that for granted.
context: But, the Gobs are eating yummier food than mine!\Day thirteen in Grimgar.\We didn't earn any money today either.\Our wallets are a little\No. Very empty.\I'm hungry.\After today, tomorrow will come again.\Maybe I've been taking that for granted. response:	But now...
context: Day thirteen in Grimgar.\We didn't earn any money today either.\Our wallets are a little\No. Very empty.\I'm hungry.\After today, tomorrow will come again.\Maybe I've been taking that for granted.\But now... response:	It's not... easy, huh...
context: We didn't earn any money today either.\Our wallets are a little\No. Very empty.\I'm hungry.\After today, tomorrow will come again.\Maybe I've been taking that for granted.\But now...\It's not... easy, huh... response:	Hm?
context: Our wallets are a little\No. Very empty.\I'm hungry.\After today, tomorrow will come again.\Maybe I've been taking that for granted.\But now...\It's not... easy, huh...\Hm? response:	No.
context: No. Very empty.\I'm hungry.\After today, tomorrow will come again.\Maybe I've been taking that for granted.\But now...\It's not... easy, huh...\Hm?\No. response:	Nothing.
context: I'm hungry.\After today, tomorrow will come again.\Maybe I've been taking that for granted.\But now...\It's not... easy, huh...\Hm?\No.\Nothing. response:	Repeating a yesterday filled with scrapes,
context: After today, tomorrow will come again.\Maybe I've been taking that for granted.\But now...\It's not... easy, huh...\Hm?\No.\Nothing.\Repeating a yesterday filled with scrapes, response:	We clear the path to a hopeful tomorrow.
context: Maybe I've been taking that for granted.\But now...\It's not... easy, huh...\Hm?\No.\Nothing.\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow. response:	I wonder what remains
context: But now...\It's not... easy, huh...\Hm?\No.\Nothing.\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains response:	in both these tiny hands?
context: It's not... easy, huh...\Hm?\No.\Nothing.\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands? response:	The voice I raised upwards scattered into the air.
context: Hm?\No.\Nothing.\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air. response:	The reality I've gamed is hazy,
context: No.\Nothing.\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy, response:	and even if I can't see ahead of me,
context: Nothing.\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me, response:	I can keep moving forward on this long road
context: Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road response:	if I'm with you.
context: We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you. response:	Connecting a bond covered in dust,
context: I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust, response:	We join back to back in the past and future.
context: in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future. response:	Repeating an answer full of mistakes,
context: The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes, response:	I will reach out my hands to seek the light, again and again.
context: The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again. response:	Grimgar of Fantasy and Ash
context: and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Grimgar of Fantasy and Ash response:	Whisper, Chant, Prayer, Awaken
context: I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Grimgar of Fantasy and Ash\Whisper, Chant, Prayer, Awaken response:	Grimgar of Fantasy and Ash
context: if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Grimgar of Fantasy and Ash\Whisper, Chant, Prayer, Awaken\Grimgar of Fantasy and Ash response:	Long Day of the Trainee Volunteer Soldier
context: Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Grimgar of Fantasy and Ash\Whisper, Chant, Prayer, Awaken\Grimgar of Fantasy and Ash\Long Day of the Trainee Volunteer Soldier response:	Also check out!
context: We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Grimgar of Fantasy and Ash\Whisper, Chant, Prayer, Awaken\Grimgar of Fantasy and Ash\Long Day of the Trainee Volunteer Soldier\Also check out! response:	Goblin's
context: Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Grimgar of Fantasy and Ash\Whisper, Chant, Prayer, Awaken\Grimgar of Fantasy and Ash\Long Day of the Trainee Volunteer Soldier\Also check out!\Goblin's response:	Journey
context: I will reach out my hands to seek the light, again and again.\Grimgar of Fantasy and Ash\Whisper, Chant, Prayer, Awaken\Grimgar of Fantasy and Ash\Long Day of the Trainee Volunteer Soldier\Also check out!\Goblin's\Journey response:	Now serialized on the official anime web site.
