context: Xiwu Palace is so large. response:	Will you be able to find the Hall of Beautiful Youth?
context: She was this way after she returned.\- She went to the Taoist temple? - Yes, Your Majesty.\Didn't I say not to allow the Pure Consort to go to the Taoist temple?\Your Majesty, nobody but you can stop the Pure Consort.\Your Majesty, you had best hurry to take a look.\She is vomiting and fainting. What should we do?\It... Could it have been...\Could have been what? response:	Could it have been that the Noble Consort was afraid
context: - She went to the Taoist temple? - Yes, Your Majesty.\Didn't I say not to allow the Pure Consort to go to the Taoist temple?\Your Majesty, nobody but you can stop the Pure Consort.\Your Majesty, you had best hurry to take a look.\She is vomiting and fainting. What should we do?\It... Could it have been...\Could have been what?\Could it have been that the Noble Consort was afraid response:	the Pure Consort would bear a son
context: Didn't I say not to allow the Pure Consort to go to the Taoist temple?\Your Majesty, nobody but you can stop the Pure Consort.\Your Majesty, you had best hurry to take a look.\She is vomiting and fainting. What should we do?\It... Could it have been...\Could have been what?\Could it have been that the Noble Consort was afraid\the Pure Consort would bear a son response:	and steal the title of Crown Prince
context: Your Majesty, nobody but you can stop the Pure Consort.\Your Majesty, you had best hurry to take a look.\She is vomiting and fainting. What should we do?\It... Could it have been...\Could have been what?\Could it have been that the Noble Consort was afraid\the Pure Consort would bear a son\and steal the title of Crown Prince response:	so she drugged the refreshments?
context: Your Majesty, you had best hurry to take a look.\She is vomiting and fainting. What should we do?\It... Could it have been...\Could have been what?\Could it have been that the Noble Consort was afraid\the Pure Consort would bear a son\and steal the title of Crown Prince\so she drugged the refreshments? response:	Atrocious!
context: She is vomiting and fainting. What should we do?\It... Could it have been...\Could have been what?\Could it have been that the Noble Consort was afraid\the Pure Consort would bear a son\and steal the title of Crown Prince\so she drugged the refreshments?\Atrocious! response:	How can you vilify the Crown Prince's mother in such a way?
context: It... Could it have been...\Could have been what?\Could it have been that the Noble Consort was afraid\the Pure Consort would bear a son\and steal the title of Crown Prince\so she drugged the refreshments?\Atrocious!\How can you vilify the Crown Prince's mother in such a way? response:	I am wrong! I am wrong!
context: Could have been what?\Could it have been that the Noble Consort was afraid\the Pure Consort would bear a son\and steal the title of Crown Prince\so she drugged the refreshments?\Atrocious!\How can you vilify the Crown Prince's mother in such a way?\I am wrong! I am wrong! response:	In any case, she gave birth to the Crown Prince.
context: Could it have been that the Noble Consort was afraid\the Pure Consort would bear a son\and steal the title of Crown Prince\so she drugged the refreshments?\Atrocious!\How can you vilify the Crown Prince's mother in such a way?\I am wrong! I am wrong!\In any case, she gave birth to the Crown Prince. response:	You must not make such presumptuous guesses.
context: the Pure Consort would bear a son\and steal the title of Crown Prince\so she drugged the refreshments?\Atrocious!\How can you vilify the Crown Prince's mother in such a way?\I am wrong! I am wrong!\In any case, she gave birth to the Crown Prince.\You must not make such presumptuous guesses. response:	Yes, yes.
context: and steal the title of Crown Prince\so she drugged the refreshments?\Atrocious!\How can you vilify the Crown Prince's mother in such a way?\I am wrong! I am wrong!\In any case, she gave birth to the Crown Prince.\You must not make such presumptuous guesses.\Yes, yes. response:	Come with me to see the Pure Consort.
context: so she drugged the refreshments?\Atrocious!\How can you vilify the Crown Prince's mother in such a way?\I am wrong! I am wrong!\In any case, she gave birth to the Crown Prince.\You must not make such presumptuous guesses.\Yes, yes.\Come with me to see the Pure Consort. response:	This is such an insidious plot line.
context: Atrocious!\How can you vilify the Crown Prince's mother in such a way?\I am wrong! I am wrong!\In any case, she gave birth to the Crown Prince.\You must not make such presumptuous guesses.\Yes, yes.\Come with me to see the Pure Consort.\This is such an insidious plot line. response:	Greetings, Your Majesty.
context: How can you vilify the Crown Prince's mother in such a way?\I am wrong! I am wrong!\In any case, she gave birth to the Crown Prince.\You must not make such presumptuous guesses.\Yes, yes.\Come with me to see the Pure Consort.\This is such an insidious plot line.\Greetings, Your Majesty. response:	Your Majesty.
context: I am wrong! I am wrong!\In any case, she gave birth to the Crown Prince.\You must not make such presumptuous guesses.\Yes, yes.\Come with me to see the Pure Consort.\This is such an insidious plot line.\Greetings, Your Majesty.\Your Majesty. response:	Here.
context: In any case, she gave birth to the Crown Prince.\You must not make such presumptuous guesses.\Yes, yes.\Come with me to see the Pure Consort.\This is such an insidious plot line.\Greetings, Your Majesty.\Your Majesty.\Here. response:	What is causing your sudden stomach pains?
context: You must not make such presumptuous guesses.\Yes, yes.\Come with me to see the Pure Consort.\This is such an insidious plot line.\Greetings, Your Majesty.\Your Majesty.\Here.\What is causing your sudden stomach pains? response:	And you are sweating so much.
context: Yes, yes.\Come with me to see the Pure Consort.\This is such an insidious plot line.\Greetings, Your Majesty.\Your Majesty.\Here.\What is causing your sudden stomach pains?\And you are sweating so much. response:	I heard you went to the Noble Consort's Taoist temple.
context: Come with me to see the Pure Consort.\This is such an insidious plot line.\Greetings, Your Majesty.\Your Majesty.\Here.\What is causing your sudden stomach pains?\And you are sweating so much.\I heard you went to the Noble Consort's Taoist temple. response:	I did go.
context: This is such an insidious plot line.\Greetings, Your Majesty.\Your Majesty.\Here.\What is causing your sudden stomach pains?\And you are sweating so much.\I heard you went to the Noble Consort's Taoist temple.\I did go. response:	Ever since I was young, Aunt taught me
context: Greetings, Your Majesty.\Your Majesty.\Here.\What is causing your sudden stomach pains?\And you are sweating so much.\I heard you went to the Noble Consort's Taoist temple.\I did go.\Ever since I was young, Aunt taught me response:	to be worthy of my identity as a princess of Qing Qiu.
context: Your Majesty.\Here.\What is causing your sudden stomach pains?\And you are sweating so much.\I heard you went to the Noble Consort's Taoist temple.\I did go.\Ever since I was young, Aunt taught me\to be worthy of my identity as a princess of Qing Qiu. response:	How can I act like a raving lunatic
context: Here.\What is causing your sudden stomach pains?\And you are sweating so much.\I heard you went to the Noble Consort's Taoist temple.\I did go.\Ever since I was young, Aunt taught me\to be worthy of my identity as a princess of Qing Qiu.\How can I act like a raving lunatic response:	and cause harm to such a benevolent woman who is devoted to Taoism?
context: What is causing your sudden stomach pains?\And you are sweating so much.\I heard you went to the Noble Consort's Taoist temple.\I did go.\Ever since I was young, Aunt taught me\to be worthy of my identity as a princess of Qing Qiu.\How can I act like a raving lunatic\and cause harm to such a benevolent woman who is devoted to Taoism? response:	Jiu'er?
context: And you are sweating so much.\I heard you went to the Noble Consort's Taoist temple.\I did go.\Ever since I was young, Aunt taught me\to be worthy of my identity as a princess of Qing Qiu.\How can I act like a raving lunatic\and cause harm to such a benevolent woman who is devoted to Taoism?\Jiu'er? response:	No, no.
context: I heard you went to the Noble Consort's Taoist temple.\I did go.\Ever since I was young, Aunt taught me\to be worthy of my identity as a princess of Qing Qiu.\How can I act like a raving lunatic\and cause harm to such a benevolent woman who is devoted to Taoism?\Jiu'er?\No, no. response:	Doing this would be too much of a disappointment to Aunt.
context: I did go.\Ever since I was young, Aunt taught me\to be worthy of my identity as a princess of Qing Qiu.\How can I act like a raving lunatic\and cause harm to such a benevolent woman who is devoted to Taoism?\Jiu'er?\No, no.\Doing this would be too much of a disappointment to Aunt. response:	I must change the plan.
context: Ever since I was young, Aunt taught me\to be worthy of my identity as a princess of Qing Qiu.\How can I act like a raving lunatic\and cause harm to such a benevolent woman who is devoted to Taoism?\Jiu'er?\No, no.\Doing this would be too much of a disappointment to Aunt.\I must change the plan. response:	I did go to the temple.
context: to be worthy of my identity as a princess of Qing Qiu.\How can I act like a raving lunatic\and cause harm to such a benevolent woman who is devoted to Taoism?\Jiu'er?\No, no.\Doing this would be too much of a disappointment to Aunt.\I must change the plan.\I did go to the temple. response:	But this has nothing to do with the Noble Consort.
context: How can I act like a raving lunatic\and cause harm to such a benevolent woman who is devoted to Taoism?\Jiu'er?\No, no.\Doing this would be too much of a disappointment to Aunt.\I must change the plan.\I did go to the temple.\But this has nothing to do with the Noble Consort. response:	Do not imagine things, Your Majesty.
context: and cause harm to such a benevolent woman who is devoted to Taoism?\Jiu'er?\No, no.\Doing this would be too much of a disappointment to Aunt.\I must change the plan.\I did go to the temple.\But this has nothing to do with the Noble Consort.\Do not imagine things, Your Majesty. response:	I secretly played in the water a few days ago and caught a cold.
context: Jiu'er?\No, no.\Doing this would be too much of a disappointment to Aunt.\I must change the plan.\I did go to the temple.\But this has nothing to do with the Noble Consort.\Do not imagine things, Your Majesty.\I secretly played in the water a few days ago and caught a cold. response:	It has nothing to do with the Noble Consort.
context: No, no.\Doing this would be too much of a disappointment to Aunt.\I must change the plan.\I did go to the temple.\But this has nothing to do with the Noble Consort.\Do not imagine things, Your Majesty.\I secretly played in the water a few days ago and caught a cold.\It has nothing to do with the Noble Consort. response:	Of course I would not blame her.
context: Doing this would be too much of a disappointment to Aunt.\I must change the plan.\I did go to the temple.\But this has nothing to do with the Noble Consort.\Do not imagine things, Your Majesty.\I secretly played in the water a few days ago and caught a cold.\It has nothing to do with the Noble Consort.\Of course I would not blame her. response:	I understand very well the sort of person the Noble Consort is.
context: I must change the plan.\I did go to the temple.\But this has nothing to do with the Noble Consort.\Do not imagine things, Your Majesty.\I secretly played in the water a few days ago and caught a cold.\It has nothing to do with the Noble Consort.\Of course I would not blame her.\I understand very well the sort of person the Noble Consort is. response:	But you did not treasure your own body.
context: I did go to the temple.\But this has nothing to do with the Noble Consort.\Do not imagine things, Your Majesty.\I secretly played in the water a few days ago and caught a cold.\It has nothing to do with the Noble Consort.\Of course I would not blame her.\I understand very well the sort of person the Noble Consort is.\But you did not treasure your own body. response:	Have you considered my feelings?
context: But this has nothing to do with the Noble Consort.\Do not imagine things, Your Majesty.\I secretly played in the water a few days ago and caught a cold.\It has nothing to do with the Noble Consort.\Of course I would not blame her.\I understand very well the sort of person the Noble Consort is.\But you did not treasure your own body.\Have you considered my feelings? response:	I was too mischievous. I've caused Your Majesty to worry.
context: Do not imagine things, Your Majesty.\I secretly played in the water a few days ago and caught a cold.\It has nothing to do with the Noble Consort.\Of course I would not blame her.\I understand very well the sort of person the Noble Consort is.\But you did not treasure your own body.\Have you considered my feelings?\I was too mischievous. I've caused Your Majesty to worry. response:	Jiu'er.
context: I secretly played in the water a few days ago and caught a cold.\It has nothing to do with the Noble Consort.\Of course I would not blame her.\I understand very well the sort of person the Noble Consort is.\But you did not treasure your own body.\Have you considered my feelings?\I was too mischievous. I've caused Your Majesty to worry.\Jiu'er. response:	I was very afraid you were going to say it was the Noble Consort who harmed you.
context: It has nothing to do with the Noble Consort.\Of course I would not blame her.\I understand very well the sort of person the Noble Consort is.\But you did not treasure your own body.\Have you considered my feelings?\I was too mischievous. I've caused Your Majesty to worry.\Jiu'er.\I was very afraid you were going to say it was the Noble Consort who harmed you. response:	Since you had that speculation
context: Of course I would not blame her.\I understand very well the sort of person the Noble Consort is.\But you did not treasure your own body.\Have you considered my feelings?\I was too mischievous. I've caused Your Majesty to worry.\Jiu'er.\I was very afraid you were going to say it was the Noble Consort who harmed you.\Since you had that speculation response:	if I really had said that, would Your Majesty have believed me?
context: I understand very well the sort of person the Noble Consort is.\But you did not treasure your own body.\Have you considered my feelings?\I was too mischievous. I've caused Your Majesty to worry.\Jiu'er.\I was very afraid you were going to say it was the Noble Consort who harmed you.\Since you had that speculation\if I really had said that, would Your Majesty have believed me? response:	No.
context: But you did not treasure your own body.\Have you considered my feelings?\I was too mischievous. I've caused Your Majesty to worry.\Jiu'er.\I was very afraid you were going to say it was the Noble Consort who harmed you.\Since you had that speculation\if I really had said that, would Your Majesty have believed me?\No. response:	Yes, I'd forgotten.
context: Have you considered my feelings?\I was too mischievous. I've caused Your Majesty to worry.\Jiu'er.\I was very afraid you were going to say it was the Noble Consort who harmed you.\Since you had that speculation\if I really had said that, would Your Majesty have believed me?\No.\Yes, I'd forgotten. response:	When I was still an Honored Lady
context: I was too mischievous. I've caused Your Majesty to worry.\Jiu'er.\I was very afraid you were going to say it was the Noble Consort who harmed you.\Since you had that speculation\if I really had said that, would Your Majesty have believed me?\No.\Yes, I'd forgotten.\When I was still an Honored Lady response:	Your Majesty had come to speak of your grievances
context: Jiu'er.\I was very afraid you were going to say it was the Noble Consort who harmed you.\Since you had that speculation\if I really had said that, would Your Majesty have believed me?\No.\Yes, I'd forgotten.\When I was still an Honored Lady\Your Majesty had come to speak of your grievances response:	because of the heartbreak the Noble Consort caused you.
context: I was very afraid you were going to say it was the Noble Consort who harmed you.\Since you had that speculation\if I really had said that, would Your Majesty have believed me?\No.\Yes, I'd forgotten.\When I was still an Honored Lady\Your Majesty had come to speak of your grievances\because of the heartbreak the Noble Consort caused you. response:	You would surely trust her and not me.
context: Since you had that speculation\if I really had said that, would Your Majesty have believed me?\No.\Yes, I'd forgotten.\When I was still an Honored Lady\Your Majesty had come to speak of your grievances\because of the heartbreak the Noble Consort caused you.\You would surely trust her and not me. response:	I believe both of you.
context: if I really had said that, would Your Majesty have believed me?\No.\Yes, I'd forgotten.\When I was still an Honored Lady\Your Majesty had come to speak of your grievances\because of the heartbreak the Noble Consort caused you.\You would surely trust her and not me.\I believe both of you. response:	The Noble Consort has long since abandoned human society
context: No.\Yes, I'd forgotten.\When I was still an Honored Lady\Your Majesty had come to speak of your grievances\because of the heartbreak the Noble Consort caused you.\You would surely trust her and not me.\I believe both of you.\The Noble Consort has long since abandoned human society response:	and you...
context: Yes, I'd forgotten.\When I was still an Honored Lady\Your Majesty had come to speak of your grievances\because of the heartbreak the Noble Consort caused you.\You would surely trust her and not me.\I believe both of you.\The Noble Consort has long since abandoned human society\and you... response:	are the one I love the most.
context: When I was still an Honored Lady\Your Majesty had come to speak of your grievances\because of the heartbreak the Noble Consort caused you.\You would surely trust her and not me.\I believe both of you.\The Noble Consort has long since abandoned human society\and you...\are the one I love the most. response:	You have a pure and kind disposition.
context: Your Majesty had come to speak of your grievances\because of the heartbreak the Noble Consort caused you.\You would surely trust her and not me.\I believe both of you.\The Noble Consort has long since abandoned human society\and you...\are the one I love the most.\You have a pure and kind disposition. response:	You would never harm her.
context: because of the heartbreak the Noble Consort caused you.\You would surely trust her and not me.\I believe both of you.\The Noble Consort has long since abandoned human society\and you...\are the one I love the most.\You have a pure and kind disposition.\You would never harm her. response:	I was very anxious on my way here.
context: You would surely trust her and not me.\I believe both of you.\The Noble Consort has long since abandoned human society\and you...\are the one I love the most.\You have a pure and kind disposition.\You would never harm her.\I was very anxious on my way here. response:	I clearly knew that with the Noble Consort's character
context: I believe both of you.\The Noble Consort has long since abandoned human society\and you...\are the one I love the most.\You have a pure and kind disposition.\You would never harm her.\I was very anxious on my way here.\I clearly knew that with the Noble Consort's character response:	she would never do such a thing.
context: The Noble Consort has long since abandoned human society\and you...\are the one I love the most.\You have a pure and kind disposition.\You would never harm her.\I was very anxious on my way here.\I clearly knew that with the Noble Consort's character\she would never do such a thing. response:	However, I could imagine
context: and you...\are the one I love the most.\You have a pure and kind disposition.\You would never harm her.\I was very anxious on my way here.\I clearly knew that with the Noble Consort's character\she would never do such a thing.\However, I could imagine response:	if anything were to happen to you
context: are the one I love the most.\You have a pure and kind disposition.\You would never harm her.\I was very anxious on my way here.\I clearly knew that with the Noble Consort's character\she would never do such a thing.\However, I could imagine\if anything were to happen to you response:	I would never forgive anyone in the Taoist temple.
context: You have a pure and kind disposition.\You would never harm her.\I was very anxious on my way here.\I clearly knew that with the Noble Consort's character\she would never do such a thing.\However, I could imagine\if anything were to happen to you\I would never forgive anyone in the Taoist temple. response:	It seems I could be a fatuous ruler.
context: You would never harm her.\I was very anxious on my way here.\I clearly knew that with the Noble Consort's character\she would never do such a thing.\However, I could imagine\if anything were to happen to you\I would never forgive anyone in the Taoist temple.\It seems I could be a fatuous ruler. response:	Is Your Majesty speaking the truth?
context: I was very anxious on my way here.\I clearly knew that with the Noble Consort's character\she would never do such a thing.\However, I could imagine\if anything were to happen to you\I would never forgive anyone in the Taoist temple.\It seems I could be a fatuous ruler.\Is Your Majesty speaking the truth? response:	The absolute truth.
context: I clearly knew that with the Noble Consort's character\she would never do such a thing.\However, I could imagine\if anything were to happen to you\I would never forgive anyone in the Taoist temple.\It seems I could be a fatuous ruler.\Is Your Majesty speaking the truth?\The absolute truth. response:	Jiu'er.
context: she would never do such a thing.\However, I could imagine\if anything were to happen to you\I would never forgive anyone in the Taoist temple.\It seems I could be a fatuous ruler.\Is Your Majesty speaking the truth?\The absolute truth.\Jiu'er. response:	If anything were to happen to you, I would lose all reason.
context: However, I could imagine\if anything were to happen to you\I would never forgive anyone in the Taoist temple.\It seems I could be a fatuous ruler.\Is Your Majesty speaking the truth?\The absolute truth.\Jiu'er.\If anything were to happen to you, I would lose all reason. response:	Then...
context: if anything were to happen to you\I would never forgive anyone in the Taoist temple.\It seems I could be a fatuous ruler.\Is Your Majesty speaking the truth?\The absolute truth.\Jiu'er.\If anything were to happen to you, I would lose all reason.\Then... response:	What if I were to do wrong one day?
context: I would never forgive anyone in the Taoist temple.\It seems I could be a fatuous ruler.\Is Your Majesty speaking the truth?\The absolute truth.\Jiu'er.\If anything were to happen to you, I would lose all reason.\Then...\What if I were to do wrong one day? response:	No matter what you do, I will pardon you.
context: It seems I could be a fatuous ruler.\Is Your Majesty speaking the truth?\The absolute truth.\Jiu'er.\If anything were to happen to you, I would lose all reason.\Then...\What if I were to do wrong one day?\No matter what you do, I will pardon you. response:	Give me another two years.
context: Is Your Majesty speaking the truth?\The absolute truth.\Jiu'er.\If anything were to happen to you, I would lose all reason.\Then...\What if I were to do wrong one day?\No matter what you do, I will pardon you.\Give me another two years. response:	After two years, I will do those things to betray him.
context: The absolute truth.\Jiu'er.\If anything were to happen to you, I would lose all reason.\Then...\What if I were to do wrong one day?\No matter what you do, I will pardon you.\Give me another two years.\After two years, I will do those things to betray him. response:	Your Highness.
context: Jiu'er.\If anything were to happen to you, I would lose all reason.\Then...\What if I were to do wrong one day?\No matter what you do, I will pardon you.\Give me another two years.\After two years, I will do those things to betray him.\Your Highness. response:	You must not continue living this life so willfully just because you know me.
context: If anything were to happen to you, I would lose all reason.\Then...\What if I were to do wrong one day?\No matter what you do, I will pardon you.\Give me another two years.\After two years, I will do those things to betray him.\Your Highness.\You must not continue living this life so willfully just because you know me. response:	Dijun is an immortal who has lived hundreds of millennia.
context: Then...\What if I were to do wrong one day?\No matter what you do, I will pardon you.\Give me another two years.\After two years, I will do those things to betray him.\Your Highness.\You must not continue living this life so willfully just because you know me.\Dijun is an immortal who has lived hundreds of millennia. response:	Will he really remember this relationship that only lasts a few days?
context: What if I were to do wrong one day?\No matter what you do, I will pardon you.\Give me another two years.\After two years, I will do those things to betray him.\Your Highness.\You must not continue living this life so willfully just because you know me.\Dijun is an immortal who has lived hundreds of millennia.\Will he really remember this relationship that only lasts a few days? response:	What does it matter that it is just a few days?
context: No matter what you do, I will pardon you.\Give me another two years.\After two years, I will do those things to betray him.\Your Highness.\You must not continue living this life so willfully just because you know me.\Dijun is an immortal who has lived hundreds of millennia.\Will he really remember this relationship that only lasts a few days?\What does it matter that it is just a few days? response:	I will take as many as I can.
context: Give me another two years.\After two years, I will do those things to betray him.\Your Highness.\You must not continue living this life so willfully just because you know me.\Dijun is an immortal who has lived hundreds of millennia.\Will he really remember this relationship that only lasts a few days?\What does it matter that it is just a few days?\I will take as many as I can. response:	All right.
context: After two years, I will do those things to betray him.\Your Highness.\You must not continue living this life so willfully just because you know me.\Dijun is an immortal who has lived hundreds of millennia.\Will he really remember this relationship that only lasts a few days?\What does it matter that it is just a few days?\I will take as many as I can.\All right. response:	Then two years will be the limit. I will appear again when the time comes.
context: Your Highness.\You must not continue living this life so willfully just because you know me.\Dijun is an immortal who has lived hundreds of millennia.\Will he really remember this relationship that only lasts a few days?\What does it matter that it is just a few days?\I will take as many as I can.\All right.\Then two years will be the limit. I will appear again when the time comes. response:	Your Majesty.
context: You must not continue living this life so willfully just because you know me.\Dijun is an immortal who has lived hundreds of millennia.\Will he really remember this relationship that only lasts a few days?\What does it matter that it is just a few days?\I will take as many as I can.\All right.\Then two years will be the limit. I will appear again when the time comes.\Your Majesty. response:	It's so late. Why are you here?
context: Dijun is an immortal who has lived hundreds of millennia.\Will he really remember this relationship that only lasts a few days?\What does it matter that it is just a few days?\I will take as many as I can.\All right.\Then two years will be the limit. I will appear again when the time comes.\Your Majesty.\It's so late. Why are you here? response:	I made some desserts.
context: Will he really remember this relationship that only lasts a few days?\What does it matter that it is just a few days?\I will take as many as I can.\All right.\Then two years will be the limit. I will appear again when the time comes.\Your Majesty.\It's so late. Why are you here?\I made some desserts. response:	I'd like to look at the moon with Your Majesty.
context: What does it matter that it is just a few days?\I will take as many as I can.\All right.\Then two years will be the limit. I will appear again when the time comes.\Your Majesty.\It's so late. Why are you here?\I made some desserts.\I'd like to look at the moon with Your Majesty. response:	Look at the moon?
context: I will take as many as I can.\All right.\Then two years will be the limit. I will appear again when the time comes.\Your Majesty.\It's so late. Why are you here?\I made some desserts.\I'd like to look at the moon with Your Majesty.\Look at the moon? response:	Didn't you say you haven't been feeling well lately?
context: All right.\Then two years will be the limit. I will appear again when the time comes.\Your Majesty.\It's so late. Why are you here?\I made some desserts.\I'd like to look at the moon with Your Majesty.\Look at the moon?\Didn't you say you haven't been feeling well lately? response:	Have you forgotten what the physician said?
context: Then two years will be the limit. I will appear again when the time comes.\Your Majesty.\It's so late. Why are you here?\I made some desserts.\I'd like to look at the moon with Your Majesty.\Look at the moon?\Didn't you say you haven't been feeling well lately?\Have you forgotten what the physician said? response:	That is why I came here in secret. The physician does not know.
context: Your Majesty.\It's so late. Why are you here?\I made some desserts.\I'd like to look at the moon with Your Majesty.\Look at the moon?\Didn't you say you haven't been feeling well lately?\Have you forgotten what the physician said?\That is why I came here in secret. The physician does not know. response:	Jiu'er, you seem different today.
context: It's so late. Why are you here?\I made some desserts.\I'd like to look at the moon with Your Majesty.\Look at the moon?\Didn't you say you haven't been feeling well lately?\Have you forgotten what the physician said?\That is why I came here in secret. The physician does not know.\Jiu'er, you seem different today. response:	Do I? How am I different?
context: I made some desserts.\I'd like to look at the moon with Your Majesty.\Look at the moon?\Didn't you say you haven't been feeling well lately?\Have you forgotten what the physician said?\That is why I came here in secret. The physician does not know.\Jiu'er, you seem different today.\Do I? How am I different? response:	In the past year, I have felt there has been something on your mind.
context: I'd like to look at the moon with Your Majesty.\Look at the moon?\Didn't you say you haven't been feeling well lately?\Have you forgotten what the physician said?\That is why I came here in secret. The physician does not know.\Jiu'er, you seem different today.\Do I? How am I different?\In the past year, I have felt there has been something on your mind. response:	But tonight, I feel
context: Look at the moon?\Didn't you say you haven't been feeling well lately?\Have you forgotten what the physician said?\That is why I came here in secret. The physician does not know.\Jiu'er, you seem different today.\Do I? How am I different?\In the past year, I have felt there has been something on your mind.\But tonight, I feel response:	you have already let go of whatever was troubling you
context: Didn't you say you haven't been feeling well lately?\Have you forgotten what the physician said?\That is why I came here in secret. The physician does not know.\Jiu'er, you seem different today.\Do I? How am I different?\In the past year, I have felt there has been something on your mind.\But tonight, I feel\you have already let go of whatever was troubling you response:	and are finally willing to be open with me.
context: Have you forgotten what the physician said?\That is why I came here in secret. The physician does not know.\Jiu'er, you seem different today.\Do I? How am I different?\In the past year, I have felt there has been something on your mind.\But tonight, I feel\you have already let go of whatever was troubling you\and are finally willing to be open with me. response:	I understand it now. Life is short.
context: That is why I came here in secret. The physician does not know.\Jiu'er, you seem different today.\Do I? How am I different?\In the past year, I have felt there has been something on your mind.\But tonight, I feel\you have already let go of whatever was troubling you\and are finally willing to be open with me.\I understand it now. Life is short. response:	Since I love Your Majesty
context: Jiu'er, you seem different today.\Do I? How am I different?\In the past year, I have felt there has been something on your mind.\But tonight, I feel\you have already let go of whatever was troubling you\and are finally willing to be open with me.\I understand it now. Life is short.\Since I love Your Majesty response:	I should put my whole heart into treating Your Majesty well.
context: Do I? How am I different?\In the past year, I have felt there has been something on your mind.\But tonight, I feel\you have already let go of whatever was troubling you\and are finally willing to be open with me.\I understand it now. Life is short.\Since I love Your Majesty\I should put my whole heart into treating Your Majesty well. response:	Otherwise, I will surely regret it when I think back on it later.
context: In the past year, I have felt there has been something on your mind.\But tonight, I feel\you have already let go of whatever was troubling you\and are finally willing to be open with me.\I understand it now. Life is short.\Since I love Your Majesty\I should put my whole heart into treating Your Majesty well.\Otherwise, I will surely regret it when I think back on it later. response:	Is that true?
context: But tonight, I feel\you have already let go of whatever was troubling you\and are finally willing to be open with me.\I understand it now. Life is short.\Since I love Your Majesty\I should put my whole heart into treating Your Majesty well.\Otherwise, I will surely regret it when I think back on it later.\Is that true? response:	Since you have thought things through, then come here.
context: you have already let go of whatever was troubling you\and are finally willing to be open with me.\I understand it now. Life is short.\Since I love Your Majesty\I should put my whole heart into treating Your Majesty well.\Otherwise, I will surely regret it when I think back on it later.\Is that true?\Since you have thought things through, then come here. response:	Your Majesty, you must promise me
context: and are finally willing to be open with me.\I understand it now. Life is short.\Since I love Your Majesty\I should put my whole heart into treating Your Majesty well.\Otherwise, I will surely regret it when I think back on it later.\Is that true?\Since you have thought things through, then come here.\Your Majesty, you must promise me response:	that no matter what, you must not forget these two years.
context: I understand it now. Life is short.\Since I love Your Majesty\I should put my whole heart into treating Your Majesty well.\Otherwise, I will surely regret it when I think back on it later.\Is that true?\Since you have thought things through, then come here.\Your Majesty, you must promise me\that no matter what, you must not forget these two years. response:	I promise you.
context: Since I love Your Majesty\I should put my whole heart into treating Your Majesty well.\Otherwise, I will surely regret it when I think back on it later.\Is that true?\Since you have thought things through, then come here.\Your Majesty, you must promise me\that no matter what, you must not forget these two years.\I promise you. response:	Yan Zhi, do not blame me for being heartless.
context: I should put my whole heart into treating Your Majesty well.\Otherwise, I will surely regret it when I think back on it later.\Is that true?\Since you have thought things through, then come here.\Your Majesty, you must promise me\that no matter what, you must not forget these two years.\I promise you.\Yan Zhi, do not blame me for being heartless. response:	Only by killing you can your father's powers increase
context: Otherwise, I will surely regret it when I think back on it later.\Is that true?\Since you have thought things through, then come here.\Your Majesty, you must promise me\that no matter what, you must not forget these two years.\I promise you.\Yan Zhi, do not blame me for being heartless.\Only by killing you can your father's powers increase response:	so he can break out of the Bell of the East Emperor's seal.
context: Is that true?\Since you have thought things through, then come here.\Your Majesty, you must promise me\that no matter what, you must not forget these two years.\I promise you.\Yan Zhi, do not blame me for being heartless.\Only by killing you can your father's powers increase\so he can break out of the Bell of the East Emperor's seal. response:	Only your father will kill all of Qing Qiu for me
context: Since you have thought things through, then come here.\Your Majesty, you must promise me\that no matter what, you must not forget these two years.\I promise you.\Yan Zhi, do not blame me for being heartless.\Only by killing you can your father's powers increase\so he can break out of the Bell of the East Emperor's seal.\Only your father will kill all of Qing Qiu for me response:	to get revenge for me.
context: Your Majesty, you must promise me\that no matter what, you must not forget these two years.\I promise you.\Yan Zhi, do not blame me for being heartless.\Only by killing you can your father's powers increase\so he can break out of the Bell of the East Emperor's seal.\Only your father will kill all of Qing Qiu for me\to get revenge for me. response:	Who are you? Are you from the Ghost Tribe?
context: that no matter what, you must not forget these two years.\I promise you.\Yan Zhi, do not blame me for being heartless.\Only by killing you can your father's powers increase\so he can break out of the Bell of the East Emperor's seal.\Only your father will kill all of Qing Qiu for me\to get revenge for me.\Who are you? Are you from the Ghost Tribe? response:	You still don't recognize my voice?
context: I promise you.\Yan Zhi, do not blame me for being heartless.\Only by killing you can your father's powers increase\so he can break out of the Bell of the East Emperor's seal.\Only your father will kill all of Qing Qiu for me\to get revenge for me.\Who are you? Are you from the Ghost Tribe?\You still don't recognize my voice? response:	Are you Zi Lan?
context: Yan Zhi, do not blame me for being heartless.\Only by killing you can your father's powers increase\so he can break out of the Bell of the East Emperor's seal.\Only your father will kill all of Qing Qiu for me\to get revenge for me.\Who are you? Are you from the Ghost Tribe?\You still don't recognize my voice?\Are you Zi Lan? response:	That's right. It's me.
