context: What is the Ideal? response:	What is the Ideal?
context: Let's go!\Ability: Doppo Poet!\Doppo Poet\Flash Bang!\Flash Bang\Now!\Metal is fragile,\and so is the human psyche. response:	What about you all, Armed Detective Agency?
context: Ability: Doppo Poet!\Doppo Poet\Flash Bang!\Flash Bang\Now!\Metal is fragile,\and so is the human psyche.\What about you all, Armed Detective Agency? response:	You...
context: Doppo Poet\Flash Bang!\Flash Bang\Now!\Metal is fragile,\and so is the human psyche.\What about you all, Armed Detective Agency?\You... response:	Akutagawa of the Port Mafia!
context: Flash Bang!\Flash Bang\Now!\Metal is fragile,\and so is the human psyche.\What about you all, Armed Detective Agency?\You...\Akutagawa of the Port Mafia! response:	Indeed.
context: Flash Bang\Now!\Metal is fragile,\and so is the human psyche.\What about you all, Armed Detective Agency?\You...\Akutagawa of the Port Mafia!\Indeed. response:	If you can't shoot straight,
context: Now!\Metal is fragile,\and so is the human psyche.\What about you all, Armed Detective Agency?\You...\Akutagawa of the Port Mafia!\Indeed.\If you can't shoot straight, response:	there's no need for me to devour the space around your bullets.
context: Metal is fragile,\and so is the human psyche.\What about you all, Armed Detective Agency?\You...\Akutagawa of the Port Mafia!\Indeed.\If you can't shoot straight,\there's no need for me to devour the space around your bullets. response:	My hobbies don't include murder.
context: and so is the human psyche.\What about you all, Armed Detective Agency?\You...\Akutagawa of the Port Mafia!\Indeed.\If you can't shoot straight,\there's no need for me to devour the space around your bullets.\My hobbies don't include murder. response:	Trifling words of a weakling.
context: What about you all, Armed Detective Agency?\You...\Akutagawa of the Port Mafia!\Indeed.\If you can't shoot straight,\there's no need for me to devour the space around your bullets.\My hobbies don't include murder.\Trifling words of a weakling. response:	Doppo Poet!
context: You...\Akutagawa of the Port Mafia!\Indeed.\If you can't shoot straight,\there's no need for me to devour the space around your bullets.\My hobbies don't include murder.\Trifling words of a weakling.\Doppo Poet! response:	Stun gun!
context: Akutagawa of the Port Mafia!\Indeed.\If you can't shoot straight,\there's no need for me to devour the space around your bullets.\My hobbies don't include murder.\Trifling words of a weakling.\Doppo Poet!\Stun gun! response:	Come to heel, you aberrant dog.
context: Indeed.\If you can't shoot straight,\there's no need for me to devour the space around your bullets.\My hobbies don't include murder.\Trifling words of a weakling.\Doppo Poet!\Stun gun!\Come to heel, you aberrant dog. response:	It appears the Armed Detective Agency is not merely a group of entertainers.
context: If you can't shoot straight,\there's no need for me to devour the space around your bullets.\My hobbies don't include murder.\Trifling words of a weakling.\Doppo Poet!\Stun gun!\Come to heel, you aberrant dog.\It appears the Armed Detective Agency is not merely a group of entertainers. response:	You're worthy of being Dazai-san's cover.
context: there's no need for me to devour the space around your bullets.\My hobbies don't include murder.\Trifling words of a weakling.\Doppo Poet!\Stun gun!\Come to heel, you aberrant dog.\It appears the Armed Detective Agency is not merely a group of entertainers.\You're worthy of being Dazai-san's cover. response:	Interference.
context: My hobbies don't include murder.\Trifling words of a weakling.\Doppo Poet!\Stun gun!\Come to heel, you aberrant dog.\It appears the Armed Detective Agency is not merely a group of entertainers.\You're worthy of being Dazai-san's cover.\Interference. response:	Very well.
context: Trifling words of a weakling.\Doppo Poet!\Stun gun!\Come to heel, you aberrant dog.\It appears the Armed Detective Agency is not merely a group of entertainers.\You're worthy of being Dazai-san's cover.\Interference.\Very well. response:	Our paths will cross again in the future.
context: Doppo Poet!\Stun gun!\Come to heel, you aberrant dog.\It appears the Armed Detective Agency is not merely a group of entertainers.\You're worthy of being Dazai-san's cover.\Interference.\Very well.\Our paths will cross again in the future. response:	We'll continue this another time.
context: Stun gun!\Come to heel, you aberrant dog.\It appears the Armed Detective Agency is not merely a group of entertainers.\You're worthy of being Dazai-san's cover.\Interference.\Very well.\Our paths will cross again in the future.\We'll continue this another time. response:	Don't ever come again.
context: Come to heel, you aberrant dog.\It appears the Armed Detective Agency is not merely a group of entertainers.\You're worthy of being Dazai-san's cover.\Interference.\Very well.\Our paths will cross again in the future.\We'll continue this another time.\Don't ever come again. response:	I turned the driver over to the military police.
context: It appears the Armed Detective Agency is not merely a group of entertainers.\You're worthy of being Dazai-san's cover.\Interference.\Very well.\Our paths will cross again in the future.\We'll continue this another time.\Don't ever come again.\I turned the driver over to the military police. response:	So this is the building the organ traffickers used for their deals?
context: You're worthy of being Dazai-san's cover.\Interference.\Very well.\Our paths will cross again in the future.\We'll continue this another time.\Don't ever come again.\I turned the driver over to the military police.\So this is the building the organ traffickers used for their deals? response:	They've already flown the coop.
context: Interference.\Very well.\Our paths will cross again in the future.\We'll continue this another time.\Don't ever come again.\I turned the driver over to the military police.\So this is the building the organ traffickers used for their deals?\They've already flown the coop. response:	The wall's scorched black.
context: Very well.\Our paths will cross again in the future.\We'll continue this another time.\Don't ever come again.\I turned the driver over to the military police.\So this is the building the organ traffickers used for their deals?\They've already flown the coop.\The wall's scorched black. response:	This is where the Azure King blew himself up.
context: Our paths will cross again in the future.\We'll continue this another time.\Don't ever come again.\I turned the driver over to the military police.\So this is the building the organ traffickers used for their deals?\They've already flown the coop.\The wall's scorched black.\This is where the Azure King blew himself up. response:	That's right.
context: We'll continue this another time.\Don't ever come again.\I turned the driver over to the military police.\So this is the building the organ traffickers used for their deals?\They've already flown the coop.\The wall's scorched black.\This is where the Azure King blew himself up.\That's right. response:	What?
context: Don't ever come again.\I turned the driver over to the military police.\So this is the building the organ traffickers used for their deals?\They've already flown the coop.\The wall's scorched black.\This is where the Azure King blew himself up.\That's right.\What? response:	You mean, the one in the infamous Azure Flag terrorist incident?
context: I turned the driver over to the military police.\So this is the building the organ traffickers used for their deals?\They've already flown the coop.\The wall's scorched black.\This is where the Azure King blew himself up.\That's right.\What?\You mean, the one in the infamous Azure Flag terrorist incident? response:	That Azure King?
context: So this is the building the organ traffickers used for their deals?\They've already flown the coop.\The wall's scorched black.\This is where the Azure King blew himself up.\That's right.\What?\You mean, the one in the infamous Azure Flag terrorist incident?\That Azure King? response:	That's right.
context: They've already flown the coop.\The wall's scorched black.\This is where the Azure King blew himself up.\That's right.\What?\You mean, the one in the infamous Azure Flag terrorist incident?\That Azure King?\That's right. response:	A terrorist who destroyed many national and corporate facilities.
context: The wall's scorched black.\This is where the Azure King blew himself up.\That's right.\What?\You mean, the one in the infamous Azure Flag terrorist incident?\That Azure King?\That's right.\A terrorist who destroyed many national and corporate facilities. response:	Azure Flag Terrorist Incident
context: This is where the Azure King blew himself up.\That's right.\What?\You mean, the one in the infamous Azure Flag terrorist incident?\That Azure King?\That's right.\A terrorist who destroyed many national and corporate facilities.\Azure Flag Terrorist Incident response:	From the time I heard the term Azure Messenger,
context: That's right.\What?\You mean, the one in the infamous Azure Flag terrorist incident?\That Azure King?\That's right.\A terrorist who destroyed many national and corporate facilities.\Azure Flag Terrorist Incident\From the time I heard the term Azure Messenger, response:	I've been wondering if there were ties to the Azure King.
context: What?\You mean, the one in the infamous Azure Flag terrorist incident?\That Azure King?\That's right.\A terrorist who destroyed many national and corporate facilities.\Azure Flag Terrorist Incident\From the time I heard the term Azure Messenger,\I've been wondering if there were ties to the Azure King. response:	I'd heard that the Azure King blew himself up in the end.
context: You mean, the one in the infamous Azure Flag terrorist incident?\That Azure King?\That's right.\A terrorist who destroyed many national and corporate facilities.\Azure Flag Terrorist Incident\From the time I heard the term Azure Messenger,\I've been wondering if there were ties to the Azure King.\I'd heard that the Azure King blew himself up in the end. response:	So this was the place.
context: That Azure King?\That's right.\A terrorist who destroyed many national and corporate facilities.\Azure Flag Terrorist Incident\From the time I heard the term Azure Messenger,\I've been wondering if there were ties to the Azure King.\I'd heard that the Azure King blew himself up in the end.\So this was the place. response:	He committed suicide after the police cornered him, right?
context: That's right.\A terrorist who destroyed many national and corporate facilities.\Azure Flag Terrorist Incident\From the time I heard the term Azure Messenger,\I've been wondering if there were ties to the Azure King.\I'd heard that the Azure King blew himself up in the end.\So this was the place.\He committed suicide after the police cornered him, right? response:	That's right.
context: A terrorist who destroyed many national and corporate facilities.\Azure Flag Terrorist Incident\From the time I heard the term Azure Messenger,\I've been wondering if there were ties to the Azure King.\I'd heard that the Azure King blew himself up in the end.\So this was the place.\He committed suicide after the police cornered him, right?\That's right. response:	I'd determined that this was his hideout
context: Azure Flag Terrorist Incident\From the time I heard the term Azure Messenger,\I've been wondering if there were ties to the Azure King.\I'd heard that the Azure King blew himself up in the end.\So this was the place.\He committed suicide after the police cornered him, right?\That's right.\I'd determined that this was his hideout response:	and reported it to the police.
context: From the time I heard the term Azure Messenger,\I've been wondering if there were ties to the Azure King.\I'd heard that the Azure King blew himself up in the end.\So this was the place.\He committed suicide after the police cornered him, right?\That's right.\I'd determined that this was his hideout\and reported it to the police. response:	You were the one who found the Azure King's hideout?
context: I've been wondering if there were ties to the Azure King.\I'd heard that the Azure King blew himself up in the end.\So this was the place.\He committed suicide after the police cornered him, right?\That's right.\I'd determined that this was his hideout\and reported it to the police.\You were the one who found the Azure King's hideout? response:	But on that day,
context: I'd heard that the Azure King blew himself up in the end.\So this was the place.\He committed suicide after the police cornered him, right?\That's right.\I'd determined that this was his hideout\and reported it to the police.\You were the one who found the Azure King's hideout?\But on that day, response:	the military, the public safety bureau, and the police were all working in tandem,
context: So this was the place.\He committed suicide after the police cornered him, right?\That's right.\I'd determined that this was his hideout\and reported it to the police.\You were the one who found the Azure King's hideout?\But on that day,\the military, the public safety bureau, and the police were all working in tandem, response:	so the chain of command was in utter chaos.
context: He committed suicide after the police cornered him, right?\That's right.\I'd determined that this was his hideout\and reported it to the police.\You were the one who found the Azure King's hideout?\But on that day,\the military, the public safety bureau, and the police were all working in tandem,\so the chain of command was in utter chaos. response:	Only five detectives arrived at the hideout in a timely manner upon receiving the report.
context: That's right.\I'd determined that this was his hideout\and reported it to the police.\You were the one who found the Azure King's hideout?\But on that day,\the military, the public safety bureau, and the police were all working in tandem,\so the chain of command was in utter chaos.\Only five detectives arrived at the hideout in a timely manner upon receiving the report. response:	To add further insult to injury,
context: I'd determined that this was his hideout\and reported it to the police.\You were the one who found the Azure King's hideout?\But on that day,\the military, the public safety bureau, and the police were all working in tandem,\so the chain of command was in utter chaos.\Only five detectives arrived at the hideout in a timely manner upon receiving the report.\To add further insult to injury, response:	the Azure King got wind of the police's actions,
context: and reported it to the police.\You were the one who found the Azure King's hideout?\But on that day,\the military, the public safety bureau, and the police were all working in tandem,\so the chain of command was in utter chaos.\Only five detectives arrived at the hideout in a timely manner upon receiving the report.\To add further insult to injury,\the Azure King got wind of the police's actions, response:	so he holed himself up with a bomb.
context: You were the one who found the Azure King's hideout?\But on that day,\the military, the public safety bureau, and the police were all working in tandem,\so the chain of command was in utter chaos.\Only five detectives arrived at the hideout in a timely manner upon receiving the report.\To add further insult to injury,\the Azure King got wind of the police's actions,\so he holed himself up with a bomb. response:	After a conflicting set of orders,
context: But on that day,\the military, the public safety bureau, and the police were all working in tandem,\so the chain of command was in utter chaos.\Only five detectives arrived at the hideout in a timely manner upon receiving the report.\To add further insult to injury,\the Azure King got wind of the police's actions,\so he holed himself up with a bomb.\After a conflicting set of orders, response:	a decision was made to raid.
context: the military, the public safety bureau, and the police were all working in tandem,\so the chain of command was in utter chaos.\Only five detectives arrived at the hideout in a timely manner upon receiving the report.\To add further insult to injury,\the Azure King got wind of the police's actions,\so he holed himself up with a bomb.\After a conflicting set of orders,\a decision was made to raid. response:	But ordinary policemen without special training or abilities didn't stand a chance.
context: so the chain of command was in utter chaos.\Only five detectives arrived at the hideout in a timely manner upon receiving the report.\To add further insult to injury,\the Azure King got wind of the police's actions,\so he holed himself up with a bomb.\After a conflicting set of orders,\a decision was made to raid.\But ordinary policemen without special training or abilities didn't stand a chance. response:	Cornered, the Azure King blew himself up and perished,
context: Only five detectives arrived at the hideout in a timely manner upon receiving the report.\To add further insult to injury,\the Azure King got wind of the police's actions,\so he holed himself up with a bomb.\After a conflicting set of orders,\a decision was made to raid.\But ordinary policemen without special training or abilities didn't stand a chance.\Cornered, the Azure King blew himself up and perished, response:	along with the five detectives.
context: To add further insult to injury,\the Azure King got wind of the police's actions,\so he holed himself up with a bomb.\After a conflicting set of orders,\a decision was made to raid.\But ordinary policemen without special training or abilities didn't stand a chance.\Cornered, the Azure King blew himself up and perished,\along with the five detectives. response:	I remember now, Kunikida-kun.
context: the Azure King got wind of the police's actions,\so he holed himself up with a bomb.\After a conflicting set of orders,\a decision was made to raid.\But ordinary policemen without special training or abilities didn't stand a chance.\Cornered, the Azure King blew himself up and perished,\along with the five detectives.\I remember now, Kunikida-kun. response:	One of the detectives was that Rokuzou boy's father, wasn't he?
context: so he holed himself up with a bomb.\After a conflicting set of orders,\a decision was made to raid.\But ordinary policemen without special training or abilities didn't stand a chance.\Cornered, the Azure King blew himself up and perished,\along with the five detectives.\I remember now, Kunikida-kun.\One of the detectives was that Rokuzou boy's father, wasn't he? response:	He was a good detective with a strong sense of justice.
context: After a conflicting set of orders,\a decision was made to raid.\But ordinary policemen without special training or abilities didn't stand a chance.\Cornered, the Azure King blew himself up and perished,\along with the five detectives.\I remember now, Kunikida-kun.\One of the detectives was that Rokuzou boy's father, wasn't he?\He was a good detective with a strong sense of justice. response:	I'm the one who reported the hideout's location to the police.
context: a decision was made to raid.\But ordinary policemen without special training or abilities didn't stand a chance.\Cornered, the Azure King blew himself up and perished,\along with the five detectives.\I remember now, Kunikida-kun.\One of the detectives was that Rokuzou boy's father, wasn't he?\He was a good detective with a strong sense of justice.\I'm the one who reported the hideout's location to the police. response:	I may as well have set the bomb off myself.
context: But ordinary policemen without special training or abilities didn't stand a chance.\Cornered, the Azure King blew himself up and perished,\along with the five detectives.\I remember now, Kunikida-kun.\One of the detectives was that Rokuzou boy's father, wasn't he?\He was a good detective with a strong sense of justice.\I'm the one who reported the hideout's location to the police.\I may as well have set the bomb off myself. response:	That's not true!
context: Cornered, the Azure King blew himself up and perished,\along with the five detectives.\I remember now, Kunikida-kun.\One of the detectives was that Rokuzou boy's father, wasn't he?\He was a good detective with a strong sense of justice.\I'm the one who reported the hideout's location to the police.\I may as well have set the bomb off myself.\That's not true! response:	It's the terrorist's fault for blowing himself up!
context: along with the five detectives.\I remember now, Kunikida-kun.\One of the detectives was that Rokuzou boy's father, wasn't he?\He was a good detective with a strong sense of justice.\I'm the one who reported the hideout's location to the police.\I may as well have set the bomb off myself.\That's not true!\It's the terrorist's fault for blowing himself up! response:	That's right, Atsushi-kun.
context: I remember now, Kunikida-kun.\One of the detectives was that Rokuzou boy's father, wasn't he?\He was a good detective with a strong sense of justice.\I'm the one who reported the hideout's location to the police.\I may as well have set the bomb off myself.\That's not true!\It's the terrorist's fault for blowing himself up!\That's right, Atsushi-kun. response:	Yet Kunikida-kun can't stop trying to look out for the Rokuzou boy...
context: One of the detectives was that Rokuzou boy's father, wasn't he?\He was a good detective with a strong sense of justice.\I'm the one who reported the hideout's location to the police.\I may as well have set the bomb off myself.\That's not true!\It's the terrorist's fault for blowing himself up!\That's right, Atsushi-kun.\Yet Kunikida-kun can't stop trying to look out for the Rokuzou boy... response:	in his deceased father's stead.
context: He was a good detective with a strong sense of justice.\I'm the one who reported the hideout's location to the police.\I may as well have set the bomb off myself.\That's not true!\It's the terrorist's fault for blowing himself up!\That's right, Atsushi-kun.\Yet Kunikida-kun can't stop trying to look out for the Rokuzou boy...\in his deceased father's stead. response:	What is it?
context: I'm the one who reported the hideout's location to the police.\I may as well have set the bomb off myself.\That's not true!\It's the terrorist's fault for blowing himself up!\That's right, Atsushi-kun.\Yet Kunikida-kun can't stop trying to look out for the Rokuzou boy...\in his deceased father's stead.\What is it? response:	Another job for the Agency.
context: I may as well have set the bomb off myself.\That's not true!\It's the terrorist's fault for blowing himself up!\That's right, Atsushi-kun.\Yet Kunikida-kun can't stop trying to look out for the Rokuzou boy...\in his deceased father's stead.\What is it?\Another job for the Agency. response:	The client...
context: That's not true!\It's the terrorist's fault for blowing himself up!\That's right, Atsushi-kun.\Yet Kunikida-kun can't stop trying to look out for the Rokuzou boy...\in his deceased father's stead.\What is it?\Another job for the Agency.\The client... response:	Regards, The Azure Messenger
context: It's the terrorist's fault for blowing himself up!\That's right, Atsushi-kun.\Yet Kunikida-kun can't stop trying to look out for the Rokuzou boy...\in his deceased father's stead.\What is it?\Another job for the Agency.\The client...\Regards, The Azure Messenger response:	is the Azure Messenger.
context: That's right, Atsushi-kun.\Yet Kunikida-kun can't stop trying to look out for the Rokuzou boy...\in his deceased father's stead.\What is it?\Another job for the Agency.\The client...\Regards, The Azure Messenger\is the Azure Messenger. response:	I see.
context: Yet Kunikida-kun can't stop trying to look out for the Rokuzou boy...\in his deceased father's stead.\What is it?\Another job for the Agency.\The client...\Regards, The Azure Messenger\is the Azure Messenger.\I see. response:	I'm starting to see who this Azure Messenger is.
context: in his deceased father's stead.\What is it?\Another job for the Agency.\The client...\Regards, The Azure Messenger\is the Azure Messenger.\I see.\I'm starting to see who this Azure Messenger is. response:	So? What's the job?
context: What is it?\Another job for the Agency.\The client...\Regards, The Azure Messenger\is the Azure Messenger.\I see.\I'm starting to see who this Azure Messenger is.\So? What's the job? response:	Disarming a bomb.
context: Another job for the Agency.\The client...\Regards, The Azure Messenger\is the Azure Messenger.\I see.\I'm starting to see who this Azure Messenger is.\So? What's the job?\Disarming a bomb. response:	A bomb?
context: The client...\Regards, The Azure Messenger\is the Azure Messenger.\I see.\I'm starting to see who this Azure Messenger is.\So? What's the job?\Disarming a bomb.\A bomb? response:	If we don't disarm the bomb by sunset tomorrow,
context: Regards, The Azure Messenger\is the Azure Messenger.\I see.\I'm starting to see who this Azure Messenger is.\So? What's the job?\Disarming a bomb.\A bomb?\If we don't disarm the bomb by sunset tomorrow, response:	several hundred people will die.
context: is the Azure Messenger.\I see.\I'm starting to see who this Azure Messenger is.\So? What's the job?\Disarming a bomb.\A bomb?\If we don't disarm the bomb by sunset tomorrow,\several hundred people will die. response:	A bomb capable of that can't be easy...
context: I see.\I'm starting to see who this Azure Messenger is.\So? What's the job?\Disarming a bomb.\A bomb?\If we don't disarm the bomb by sunset tomorrow,\several hundred people will die.\A bomb capable of that can't be easy... response:	The equipment here is for building a bomb.
context: I'm starting to see who this Azure Messenger is.\So? What's the job?\Disarming a bomb.\A bomb?\If we don't disarm the bomb by sunset tomorrow,\several hundred people will die.\A bomb capable of that can't be easy...\The equipment here is for building a bomb. response:	With this setup,
context: So? What's the job?\Disarming a bomb.\A bomb?\If we don't disarm the bomb by sunset tomorrow,\several hundred people will die.\A bomb capable of that can't be easy...\The equipment here is for building a bomb.\With this setup, response:	you could build a very advanced bomb.
context: Disarming a bomb.\A bomb?\If we don't disarm the bomb by sunset tomorrow,\several hundred people will die.\A bomb capable of that can't be easy...\The equipment here is for building a bomb.\With this setup,\you could build a very advanced bomb. response:	But...
context: A bomb?\If we don't disarm the bomb by sunset tomorrow,\several hundred people will die.\A bomb capable of that can't be easy...\The equipment here is for building a bomb.\With this setup,\you could build a very advanced bomb.\But... response:	Don't worry. We won't let the bomb go off.
context: If we don't disarm the bomb by sunset tomorrow,\several hundred people will die.\A bomb capable of that can't be easy...\The equipment here is for building a bomb.\With this setup,\you could build a very advanced bomb.\But...\Don't worry. We won't let the bomb go off. response:	We'll stop it for sure this time!
context: several hundred people will die.\A bomb capable of that can't be easy...\The equipment here is for building a bomb.\With this setup,\you could build a very advanced bomb.\But...\Don't worry. We won't let the bomb go off.\We'll stop it for sure this time! response:	What should we do?
context: A bomb capable of that can't be easy...\The equipment here is for building a bomb.\With this setup,\you could build a very advanced bomb.\But...\Don't worry. We won't let the bomb go off.\We'll stop it for sure this time!\What should we do? response:	If we don't find and disarm the bomb by sundown,
context: The equipment here is for building a bomb.\With this setup,\you could build a very advanced bomb.\But...\Don't worry. We won't let the bomb go off.\We'll stop it for sure this time!\What should we do?\If we don't find and disarm the bomb by sundown, response:	there will be hundreds of casualties.
context: With this setup,\you could build a very advanced bomb.\But...\Don't worry. We won't let the bomb go off.\We'll stop it for sure this time!\What should we do?\If we don't find and disarm the bomb by sundown,\there will be hundreds of casualties. response:	If we cannot find the bomb
context: you could build a very advanced bomb.\But...\Don't worry. We won't let the bomb go off.\We'll stop it for sure this time!\What should we do?\If we don't find and disarm the bomb by sundown,\there will be hundreds of casualties.\If we cannot find the bomb response:	and lives are lost,
context: But...\Don't worry. We won't let the bomb go off.\We'll stop it for sure this time!\What should we do?\If we don't find and disarm the bomb by sundown,\there will be hundreds of casualties.\If we cannot find the bomb\and lives are lost, response:	we no longer have the right to call ourselves a detective agency.
context: Don't worry. We won't let the bomb go off.\We'll stop it for sure this time!\What should we do?\If we don't find and disarm the bomb by sundown,\there will be hundreds of casualties.\If we cannot find the bomb\and lives are lost,\we no longer have the right to call ourselves a detective agency. response:	Oh, President.
context: We'll stop it for sure this time!\What should we do?\If we don't find and disarm the bomb by sundown,\there will be hundreds of casualties.\If we cannot find the bomb\and lives are lost,\we no longer have the right to call ourselves a detective agency.\Oh, President. response:	Think of this mission as a fight for the Agency's existence and pride.
context: What should we do?\If we don't find and disarm the bomb by sundown,\there will be hundreds of casualties.\If we cannot find the bomb\and lives are lost,\we no longer have the right to call ourselves a detective agency.\Oh, President.\Think of this mission as a fight for the Agency's existence and pride. response:	Begin the investigation!
context: If we don't find and disarm the bomb by sundown,\there will be hundreds of casualties.\If we cannot find the bomb\and lives are lost,\we no longer have the right to call ourselves a detective agency.\Oh, President.\Think of this mission as a fight for the Agency's existence and pride.\Begin the investigation! response:	Man, where'd Dazai-san run off to now, of all times?
context: there will be hundreds of casualties.\If we cannot find the bomb\and lives are lost,\we no longer have the right to call ourselves a detective agency.\Oh, President.\Think of this mission as a fight for the Agency's existence and pride.\Begin the investigation!\Man, where'd Dazai-san run off to now, of all times? response:	Love for the Disease Called Ideals.
context: If we cannot find the bomb\and lives are lost,\we no longer have the right to call ourselves a detective agency.\Oh, President.\Think of this mission as a fight for the Agency's existence and pride.\Begin the investigation!\Man, where'd Dazai-san run off to now, of all times?\Love for the Disease Called Ideals. response:	Episode 7 Love for the Disease Called Ideals
