context: -So, do your time-leap, and change this world for us! -Big Brother Yu! response:	-Is this world really going to change? -Just make sure to time it right.
context: That is so promising...\You know...\Yes?\I think I may have had a misunderstanding about you.\After I lost Ayumi once, I became reckless and started falling down...\And the person that saved me from that was you, Tomori.\Since you're talking about the future, I don't recall any of this.\But, if you're saying so, I guess that's how things went. response:	I saw all sorts of horrible situations, but you were always correct.
context: You know...\Yes?\I think I may have had a misunderstanding about you.\After I lost Ayumi once, I became reckless and started falling down...\And the person that saved me from that was you, Tomori.\Since you're talking about the future, I don't recall any of this.\But, if you're saying so, I guess that's how things went.\I saw all sorts of horrible situations, but you were always correct. response:	Sure...
context: Yes?\I think I may have had a misunderstanding about you.\After I lost Ayumi once, I became reckless and started falling down...\And the person that saved me from that was you, Tomori.\Since you're talking about the future, I don't recall any of this.\But, if you're saying so, I guess that's how things went.\I saw all sorts of horrible situations, but you were always correct.\Sure... response:	Thank you.
context: I think I may have had a misunderstanding about you.\After I lost Ayumi once, I became reckless and started falling down...\And the person that saved me from that was you, Tomori.\Since you're talking about the future, I don't recall any of this.\But, if you're saying so, I guess that's how things went.\I saw all sorts of horrible situations, but you were always correct.\Sure...\Thank you. response:	Then, good night!
context: After I lost Ayumi once, I became reckless and started falling down...\And the person that saved me from that was you, Tomori.\Since you're talking about the future, I don't recall any of this.\But, if you're saying so, I guess that's how things went.\I saw all sorts of horrible situations, but you were always correct.\Sure...\Thank you.\Then, good night! response:	No, hold on a second.
context: And the person that saved me from that was you, Tomori.\Since you're talking about the future, I don't recall any of this.\But, if you're saying so, I guess that's how things went.\I saw all sorts of horrible situations, but you were always correct.\Sure...\Thank you.\Then, good night!\No, hold on a second. response:	Let me cast a magic spell that cures colds.
context: Since you're talking about the future, I don't recall any of this.\But, if you're saying so, I guess that's how things went.\I saw all sorts of horrible situations, but you were always correct.\Sure...\Thank you.\Then, good night!\No, hold on a second.\Let me cast a magic spell that cures colds. response:	Y-Yes?
context: But, if you're saying so, I guess that's how things went.\I saw all sorts of horrible situations, but you were always correct.\Sure...\Thank you.\Then, good night!\No, hold on a second.\Let me cast a magic spell that cures colds.\Y-Yes? response:	Are you all right?
context: I saw all sorts of horrible situations, but you were always correct.\Sure...\Thank you.\Then, good night!\No, hold on a second.\Let me cast a magic spell that cures colds.\Y-Yes?\Are you all right? response:	I am fine.
context: Sure...\Thank you.\Then, good night!\No, hold on a second.\Let me cast a magic spell that cures colds.\Y-Yes?\Are you all right?\I am fine. response:	With that, Ayumi's ability is no longer with her... now, one more...
context: Thank you.\Then, good night!\No, hold on a second.\Let me cast a magic spell that cures colds.\Y-Yes?\Are you all right?\I am fine.\With that, Ayumi's ability is no longer with her... now, one more... response:	See ya.
context: Then, good night!\No, hold on a second.\Let me cast a magic spell that cures colds.\Y-Yes?\Are you all right?\I am fine.\With that, Ayumi's ability is no longer with her... now, one more...\See ya. response:	I'll come pick you up to go home.
context: No, hold on a second.\Let me cast a magic spell that cures colds.\Y-Yes?\Are you all right?\I am fine.\With that, Ayumi's ability is no longer with her... now, one more...\See ya.\I'll come pick you up to go home. response:	You're still recovering, so don't go out of your way.
context: Let me cast a magic spell that cures colds.\Y-Yes?\Are you all right?\I am fine.\With that, Ayumi's ability is no longer with her... now, one more...\See ya.\I'll come pick you up to go home.\You're still recovering, so don't go out of your way. response:	Sure! It is only a temporary farewell!
context: Y-Yes?\Are you all right?\I am fine.\With that, Ayumi's ability is no longer with her... now, one more...\See ya.\I'll come pick you up to go home.\You're still recovering, so don't go out of your way.\Sure! It is only a temporary farewell! response:	This now will be the key part... I have to act carefully.
context: Are you all right?\I am fine.\With that, Ayumi's ability is no longer with her... now, one more...\See ya.\I'll come pick you up to go home.\You're still recovering, so don't go out of your way.\Sure! It is only a temporary farewell!\This now will be the key part... I have to act carefully. response:	Good morning.
context: I am fine.\With that, Ayumi's ability is no longer with her... now, one more...\See ya.\I'll come pick you up to go home.\You're still recovering, so don't go out of your way.\Sure! It is only a temporary farewell!\This now will be the key part... I have to act carefully.\Good morning. response:	I'm amazed you got a hold of that... But what are you going to be?
context: With that, Ayumi's ability is no longer with her... now, one more...\See ya.\I'll come pick you up to go home.\You're still recovering, so don't go out of your way.\Sure! It is only a temporary farewell!\This now will be the key part... I have to act carefully.\Good morning.\I'm amazed you got a hold of that... But what are you going to be? response:	They decided that no matter what I did, I wouldn't look like a middle school student!
context: See ya.\I'll come pick you up to go home.\You're still recovering, so don't go out of your way.\Sure! It is only a temporary farewell!\This now will be the key part... I have to act carefully.\Good morning.\I'm amazed you got a hold of that... But what are you going to be?\They decided that no matter what I did, I wouldn't look like a middle school student! response:	So, I'm going to disguise myself as a teacher!
context: I'll come pick you up to go home.\You're still recovering, so don't go out of your way.\Sure! It is only a temporary farewell!\This now will be the key part... I have to act carefully.\Good morning.\I'm amazed you got a hold of that... But what are you going to be?\They decided that no matter what I did, I wouldn't look like a middle school student!\So, I'm going to disguise myself as a teacher! response:	Are you all right just the way you are?
context: You're still recovering, so don't go out of your way.\Sure! It is only a temporary farewell!\This now will be the key part... I have to act carefully.\Good morning.\I'm amazed you got a hold of that... But what are you going to be?\They decided that no matter what I did, I wouldn't look like a middle school student!\So, I'm going to disguise myself as a teacher!\Are you all right just the way you are? response:	Yeah. I want to show myself in front of her as Ayumi's big brother.
context: Sure! It is only a temporary farewell!\This now will be the key part... I have to act carefully.\Good morning.\I'm amazed you got a hold of that... But what are you going to be?\They decided that no matter what I did, I wouldn't look like a middle school student!\So, I'm going to disguise myself as a teacher!\Are you all right just the way you are?\Yeah. I want to show myself in front of her as Ayumi's big brother. response:	Wise idea. That totally changes how imposing you look.
context: This now will be the key part... I have to act carefully.\Good morning.\I'm amazed you got a hold of that... But what are you going to be?\They decided that no matter what I did, I wouldn't look like a middle school student!\So, I'm going to disguise myself as a teacher!\Are you all right just the way you are?\Yeah. I want to show myself in front of her as Ayumi's big brother.\Wise idea. That totally changes how imposing you look. response:	So everyone, I'm counting on you.
context: Good morning.\I'm amazed you got a hold of that... But what are you going to be?\They decided that no matter what I did, I wouldn't look like a middle school student!\So, I'm going to disguise myself as a teacher!\Are you all right just the way you are?\Yeah. I want to show myself in front of her as Ayumi's big brother.\Wise idea. That totally changes how imposing you look.\So everyone, I'm counting on you. response:	Yes! Let us make sure to save the life of Otosaka's little sister!
context: I'm amazed you got a hold of that... But what are you going to be?\They decided that no matter what I did, I wouldn't look like a middle school student!\So, I'm going to disguise myself as a teacher!\Are you all right just the way you are?\Yeah. I want to show myself in front of her as Ayumi's big brother.\Wise idea. That totally changes how imposing you look.\So everyone, I'm counting on you.\Yes! Let us make sure to save the life of Otosaka's little sister! response:	Yeah!
context: They decided that no matter what I did, I wouldn't look like a middle school student!\So, I'm going to disguise myself as a teacher!\Are you all right just the way you are?\Yeah. I want to show myself in front of her as Ayumi's big brother.\Wise idea. That totally changes how imposing you look.\So everyone, I'm counting on you.\Yes! Let us make sure to save the life of Otosaka's little sister!\Yeah! response:	By the way, there is no magic spell for saving a life!
context: So, I'm going to disguise myself as a teacher!\Are you all right just the way you are?\Yeah. I want to show myself in front of her as Ayumi's big brother.\Wise idea. That totally changes how imposing you look.\So everyone, I'm counting on you.\Yes! Let us make sure to save the life of Otosaka's little sister!\Yeah!\By the way, there is no magic spell for saving a life! response:	I'm sorry!
context: Are you all right just the way you are?\Yeah. I want to show myself in front of her as Ayumi's big brother.\Wise idea. That totally changes how imposing you look.\So everyone, I'm counting on you.\Yes! Let us make sure to save the life of Otosaka's little sister!\Yeah!\By the way, there is no magic spell for saving a life!\I'm sorry! response:	Now, over here. Let's go in from the back entrance.
context: Yeah. I want to show myself in front of her as Ayumi's big brother.\Wise idea. That totally changes how imposing you look.\So everyone, I'm counting on you.\Yes! Let us make sure to save the life of Otosaka's little sister!\Yeah!\By the way, there is no magic spell for saving a life!\I'm sorry!\Now, over here. Let's go in from the back entrance. response:	Hey, are you a student of this school?
context: Wise idea. That totally changes how imposing you look.\So everyone, I'm counting on you.\Yes! Let us make sure to save the life of Otosaka's little sister!\Yeah!\By the way, there is no magic spell for saving a life!\I'm sorry!\Now, over here. Let's go in from the back entrance.\Hey, are you a student of this school? response:	I am a teacher here, do you have some issues?
context: So everyone, I'm counting on you.\Yes! Let us make sure to save the life of Otosaka's little sister!\Yeah!\By the way, there is no magic spell for saving a life!\I'm sorry!\Now, over here. Let's go in from the back entrance.\Hey, are you a student of this school?\I am a teacher here, do you have some issues? response:	I don't recognize you at all.
context: Yes! Let us make sure to save the life of Otosaka's little sister!\Yeah!\By the way, there is no magic spell for saving a life!\I'm sorry!\Now, over here. Let's go in from the back entrance.\Hey, are you a student of this school?\I am a teacher here, do you have some issues?\I don't recognize you at all. response:	Can you come to the faculty office with me?
context: Yeah!\By the way, there is no magic spell for saving a life!\I'm sorry!\Now, over here. Let's go in from the back entrance.\Hey, are you a student of this school?\I am a teacher here, do you have some issues?\I don't recognize you at all.\Can you come to the faculty office with me? response:	Well, um... sure, I'll go! I totally will go!
context: By the way, there is no magic spell for saving a life!\I'm sorry!\Now, over here. Let's go in from the back entrance.\Hey, are you a student of this school?\I am a teacher here, do you have some issues?\I don't recognize you at all.\Can you come to the faculty office with me?\Well, um... sure, I'll go! I totally will go! response:	I immediately lose one?
context: I'm sorry!\Now, over here. Let's go in from the back entrance.\Hey, are you a student of this school?\I am a teacher here, do you have some issues?\I don't recognize you at all.\Can you come to the faculty office with me?\Well, um... sure, I'll go! I totally will go!\I immediately lose one? response:	But, I still have Tomori and Yusa with me!
context: Now, over here. Let's go in from the back entrance.\Hey, are you a student of this school?\I am a teacher here, do you have some issues?\I don't recognize you at all.\Can you come to the faculty office with me?\Well, um... sure, I'll go! I totally will go!\I immediately lose one?\But, I still have Tomori and Yusa with me! response:	Wait, can it be, are you Yusarin?
context: Hey, are you a student of this school?\I am a teacher here, do you have some issues?\I don't recognize you at all.\Can you come to the faculty office with me?\Well, um... sure, I'll go! I totally will go!\I immediately lose one?\But, I still have Tomori and Yusa with me!\Wait, can it be, are you Yusarin? response:	No, I'm not!
context: I am a teacher here, do you have some issues?\I don't recognize you at all.\Can you come to the faculty office with me?\Well, um... sure, I'll go! I totally will go!\I immediately lose one?\But, I still have Tomori and Yusa with me!\Wait, can it be, are you Yusarin?\No, I'm not! response:	No matter how I look at you, you're Yusarin!
context: I don't recognize you at all.\Can you come to the faculty office with me?\Well, um... sure, I'll go! I totally will go!\I immediately lose one?\But, I still have Tomori and Yusa with me!\Wait, can it be, are you Yusarin?\No, I'm not!\No matter how I look at you, you're Yusarin! response:	Hey! Yusarin transferred into our school!
context: Can you come to the faculty office with me?\Well, um... sure, I'll go! I totally will go!\I immediately lose one?\But, I still have Tomori and Yusa with me!\Wait, can it be, are you Yusarin?\No, I'm not!\No matter how I look at you, you're Yusarin!\Hey! Yusarin transferred into our school! response:	So cute!
context: Well, um... sure, I'll go! I totally will go!\I immediately lose one?\But, I still have Tomori and Yusa with me!\Wait, can it be, are you Yusarin?\No, I'm not!\No matter how I look at you, you're Yusarin!\Hey! Yusarin transferred into our school!\So cute! response:	Sing for us!
context: I immediately lose one?\But, I still have Tomori and Yusa with me!\Wait, can it be, are you Yusarin?\No, I'm not!\No matter how I look at you, you're Yusarin!\Hey! Yusarin transferred into our school!\So cute!\Sing for us! response:	She's prettier than when I see her on TV!
context: But, I still have Tomori and Yusa with me!\Wait, can it be, are you Yusarin?\No, I'm not!\No matter how I look at you, you're Yusarin!\Hey! Yusarin transferred into our school!\So cute!\Sing for us!\She's prettier than when I see her on TV! response:	I ain't nothing like Yusarin!
context: Wait, can it be, are you Yusarin?\No, I'm not!\No matter how I look at you, you're Yusarin!\Hey! Yusarin transferred into our school!\So cute!\Sing for us!\She's prettier than when I see her on TV!\I ain't nothing like Yusarin! response:	But no matter how I look at you, you're Yusarin, right?
context: No, I'm not!\No matter how I look at you, you're Yusarin!\Hey! Yusarin transferred into our school!\So cute!\Sing for us!\She's prettier than when I see her on TV!\I ain't nothing like Yusarin!\But no matter how I look at you, you're Yusarin, right? response:	Then, how about this?
context: No matter how I look at you, you're Yusarin!\Hey! Yusarin transferred into our school!\So cute!\Sing for us!\She's prettier than when I see her on TV!\I ain't nothing like Yusarin!\But no matter how I look at you, you're Yusarin, right?\Then, how about this? response:	Would a pop idol do something like this?
context: Hey! Yusarin transferred into our school!\So cute!\Sing for us!\She's prettier than when I see her on TV!\I ain't nothing like Yusarin!\But no matter how I look at you, you're Yusarin, right?\Then, how about this?\Would a pop idol do something like this? response:	This saliva... what should I do with it?
context: So cute!\Sing for us!\She's prettier than when I see her on TV!\I ain't nothing like Yusarin!\But no matter how I look at you, you're Yusarin, right?\Then, how about this?\Would a pop idol do something like this?\This saliva... what should I do with it? response:	Such a turn-off!
context: Sing for us!\She's prettier than when I see her on TV!\I ain't nothing like Yusarin!\But no matter how I look at you, you're Yusarin, right?\Then, how about this?\Would a pop idol do something like this?\This saliva... what should I do with it?\Such a turn-off! response:	Wait, this girl is cute, too!
context: She's prettier than when I see her on TV!\I ain't nothing like Yusarin!\But no matter how I look at you, you're Yusarin, right?\Then, how about this?\Would a pop idol do something like this?\This saliva... what should I do with it?\Such a turn-off!\Wait, this girl is cute, too! response:	Maybe she's a pop idol just like Yusarin!
context: I ain't nothing like Yusarin!\But no matter how I look at you, you're Yusarin, right?\Then, how about this?\Would a pop idol do something like this?\This saliva... what should I do with it?\Such a turn-off!\Wait, this girl is cute, too!\Maybe she's a pop idol just like Yusarin! response:	Maybe they're filming some show right now!
context: But no matter how I look at you, you're Yusarin, right?\Then, how about this?\Would a pop idol do something like this?\This saliva... what should I do with it?\Such a turn-off!\Wait, this girl is cute, too!\Maybe she's a pop idol just like Yusarin!\Maybe they're filming some show right now! response:	But, Yusarin is in high school, right?
context: Then, how about this?\Would a pop idol do something like this?\This saliva... what should I do with it?\Such a turn-off!\Wait, this girl is cute, too!\Maybe she's a pop idol just like Yusarin!\Maybe they're filming some show right now!\But, Yusarin is in high school, right? response:	Hey, you!
context: Would a pop idol do something like this?\This saliva... what should I do with it?\Such a turn-off!\Wait, this girl is cute, too!\Maybe she's a pop idol just like Yusarin!\Maybe they're filming some show right now!\But, Yusarin is in high school, right?\Hey, you! response:	Don't you run off by yourself!
context: This saliva... what should I do with it?\Such a turn-off!\Wait, this girl is cute, too!\Maybe she's a pop idol just like Yusarin!\Maybe they're filming some show right now!\But, Yusarin is in high school, right?\Hey, you!\Don't you run off by yourself! response:	Their disguises... none of them meant anything...
context: Such a turn-off!\Wait, this girl is cute, too!\Maybe she's a pop idol just like Yusarin!\Maybe they're filming some show right now!\But, Yusarin is in high school, right?\Hey, you!\Don't you run off by yourself!\Their disguises... none of them meant anything... response:	One hour left...
context: Wait, this girl is cute, too!\Maybe she's a pop idol just like Yusarin!\Maybe they're filming some show right now!\But, Yusarin is in high school, right?\Hey, you!\Don't you run off by yourself!\Their disguises... none of them meant anything...\One hour left... response:	It's because you showed up...
context: Maybe she's a pop idol just like Yusarin!\Maybe they're filming some show right now!\But, Yusarin is in high school, right?\Hey, you!\Don't you run off by yourself!\Their disguises... none of them meant anything...\One hour left...\It's because you showed up... response:	Oikawa...
context: Maybe they're filming some show right now!\But, Yusarin is in high school, right?\Hey, you!\Don't you run off by yourself!\Their disguises... none of them meant anything...\One hour left...\It's because you showed up...\Oikawa... response:	It's as if he's completely forgotten about me!
context: But, Yusarin is in high school, right?\Hey, you!\Don't you run off by yourself!\Their disguises... none of them meant anything...\One hour left...\It's because you showed up...\Oikawa...\It's as if he's completely forgotten about me! response:	He looks at just you all of the time!
context: Hey, you!\Don't you run off by yourself!\Their disguises... none of them meant anything...\One hour left...\It's because you showed up...\Oikawa...\It's as if he's completely forgotten about me!\He looks at just you all of the time! response:	It's your fault...
context: Don't you run off by yourself!\Their disguises... none of them meant anything...\One hour left...\It's because you showed up...\Oikawa...\It's as if he's completely forgotten about me!\He looks at just you all of the time!\It's your fault... response:	It's your fault...
context: Their disguises... none of them meant anything...\One hour left...\It's because you showed up...\Oikawa...\It's as if he's completely forgotten about me!\He looks at just you all of the time!\It's your fault...\It's your fault... response:	It's your fault...
context: One hour left...\It's because you showed up...\Oikawa...\It's as if he's completely forgotten about me!\He looks at just you all of the time!\It's your fault...\It's your fault...\It's your fault... response:	T-That's not true!
context: It's because you showed up...\Oikawa...\It's as if he's completely forgotten about me!\He looks at just you all of the time!\It's your fault...\It's your fault...\It's your fault...\T-That's not true! response:	That's why... you're going to see some pain!
context: Oikawa...\It's as if he's completely forgotten about me!\He looks at just you all of the time!\It's your fault...\It's your fault...\It's your fault...\T-That's not true!\That's why... you're going to see some pain! response:	W-Who is it?
context: It's as if he's completely forgotten about me!\He looks at just you all of the time!\It's your fault...\It's your fault...\It's your fault...\T-That's not true!\That's why... you're going to see some pain!\W-Who is it? response:	Big Brother Yu?
context: He looks at just you all of the time!\It's your fault...\It's your fault...\It's your fault...\T-That's not true!\That's why... you're going to see some pain!\W-Who is it?\Big Brother Yu? response:	I'm gonna have to scare you a bit.
context: It's your fault...\It's your fault...\It's your fault...\T-That's not true!\That's why... you're going to see some pain!\W-Who is it?\Big Brother Yu?\I'm gonna have to scare you a bit. response:	W-What the
context: It's your fault...\It's your fault...\T-That's not true!\That's why... you're going to see some pain!\W-Who is it?\Big Brother Yu?\I'm gonna have to scare you a bit.\W-What the response:	The next time you try to harm my little sister, you won't get off this easily...
context: It's your fault...\T-That's not true!\That's why... you're going to see some pain!\W-Who is it?\Big Brother Yu?\I'm gonna have to scare you a bit.\W-What the\The next time you try to harm my little sister, you won't get off this easily... response:	If you understand that, hurry up and get lost!
context: T-That's not true!\That's why... you're going to see some pain!\W-Who is it?\Big Brother Yu?\I'm gonna have to scare you a bit.\W-What the\The next time you try to harm my little sister, you won't get off this easily...\If you understand that, hurry up and get lost! response:	I was so scared!
context: That's why... you're going to see some pain!\W-Who is it?\Big Brother Yu?\I'm gonna have to scare you a bit.\W-What the\The next time you try to harm my little sister, you won't get off this easily...\If you understand that, hurry up and get lost!\I was so scared! response:	I'm glad you were all right...
context: W-Who is it?\Big Brother Yu?\I'm gonna have to scare you a bit.\W-What the\The next time you try to harm my little sister, you won't get off this easily...\If you understand that, hurry up and get lost!\I was so scared!\I'm glad you were all right... response:	You're fine now. Let's go home for today.
context: Big Brother Yu?\I'm gonna have to scare you a bit.\W-What the\The next time you try to harm my little sister, you won't get off this easily...\If you understand that, hurry up and get lost!\I was so scared!\I'm glad you were all right...\You're fine now. Let's go home for today. response:	Yup, yup!
context: I'm gonna have to scare you a bit.\W-What the\The next time you try to harm my little sister, you won't get off this easily...\If you understand that, hurry up and get lost!\I was so scared!\I'm glad you were all right...\You're fine now. Let's go home for today.\Yup, yup! response:	I saved her... I was able to save her! We accomplished it!
context: W-What the\The next time you try to harm my little sister, you won't get off this easily...\If you understand that, hurry up and get lost!\I was so scared!\I'm glad you were all right...\You're fine now. Let's go home for today.\Yup, yup!\I saved her... I was able to save her! We accomplished it! response:	I don't care if people say I have a sister complex and stuff.
context: The next time you try to harm my little sister, you won't get off this easily...\If you understand that, hurry up and get lost!\I was so scared!\I'm glad you were all right...\You're fine now. Let's go home for today.\Yup, yup!\I saved her... I was able to save her! We accomplished it!\I don't care if people say I have a sister complex and stuff. response:	I never want to lose Ayumi ever again...
context: If you understand that, hurry up and get lost!\I was so scared!\I'm glad you were all right...\You're fine now. Let's go home for today.\Yup, yup!\I saved her... I was able to save her! We accomplished it!\I don't care if people say I have a sister complex and stuff.\I never want to lose Ayumi ever again... response:	What, you're already here, Kumagami?
context: I was so scared!\I'm glad you were all right...\You're fine now. Let's go home for today.\Yup, yup!\I saved her... I was able to save her! We accomplished it!\I don't care if people say I have a sister complex and stuff.\I never want to lose Ayumi ever again...\What, you're already here, Kumagami? response:	Oh, so you know about me?
context: I'm glad you were all right...\You're fine now. Let's go home for today.\Yup, yup!\I saved her... I was able to save her! We accomplished it!\I don't care if people say I have a sister complex and stuff.\I never want to lose Ayumi ever again...\What, you're already here, Kumagami?\Oh, so you know about me? response:	Yeah, Pooh.
context: You're fine now. Let's go home for today.\Yup, yup!\I saved her... I was able to save her! We accomplished it!\I don't care if people say I have a sister complex and stuff.\I never want to lose Ayumi ever again...\What, you're already here, Kumagami?\Oh, so you know about me?\Yeah, Pooh. response:	Well, that makes it easy. I want you to come with me.
context: Yup, yup!\I saved her... I was able to save her! We accomplished it!\I don't care if people say I have a sister complex and stuff.\I never want to lose Ayumi ever again...\What, you're already here, Kumagami?\Oh, so you know about me?\Yeah, Pooh.\Well, that makes it easy. I want you to come with me. response:	Together with your little sister.
context: I saved her... I was able to save her! We accomplished it!\I don't care if people say I have a sister complex and stuff.\I never want to lose Ayumi ever again...\What, you're already here, Kumagami?\Oh, so you know about me?\Yeah, Pooh.\Well, that makes it easy. I want you to come with me.\Together with your little sister. response:	Yeah. Take us to where our big brother is.
