context: Kyouma, response:	I want...
context: Is this really okay?\Don't worry about it.\My Reading Steiner activated!\Which means...\I see... Some people are like that, huh?\Yes, it's cute!\Ruka-chan, I think you'd look great in something like this.\Y-You think? response:	This is...
context: Don't worry about it.\My Reading Steiner activated!\Which means...\I see... Some people are like that, huh?\Yes, it's cute!\Ruka-chan, I think you'd look great in something like this.\Y-You think?\This is... response:	You pervert!
context: My Reading Steiner activated!\Which means...\I see... Some people are like that, huh?\Yes, it's cute!\Ruka-chan, I think you'd look great in something like this.\Y-You think?\This is...\You pervert! response:	Where are you staring?
context: Which means...\I see... Some people are like that, huh?\Yes, it's cute!\Ruka-chan, I think you'd look great in something like this.\Y-You think?\This is...\You pervert!\Where are you staring? response:	No, I mean...
context: I see... Some people are like that, huh?\Yes, it's cute!\Ruka-chan, I think you'd look great in something like this.\Y-You think?\This is...\You pervert!\Where are you staring?\No, I mean... response:	Wait.
context: Yes, it's cute!\Ruka-chan, I think you'd look great in something like this.\Y-You think?\This is...\You pervert!\Where are you staring?\No, I mean...\Wait. response:	It's difficult to ask if Rukako became a girl.
context: Ruka-chan, I think you'd look great in something like this.\Y-You think?\This is...\You pervert!\Where are you staring?\No, I mean...\Wait.\It's difficult to ask if Rukako became a girl. response:	But...
context: Y-You think?\This is...\You pervert!\Where are you staring?\No, I mean...\Wait.\It's difficult to ask if Rukako became a girl.\But... response:	This failed.
context: This is...\You pervert!\Where are you staring?\No, I mean...\Wait.\It's difficult to ask if Rukako became a girl.\But...\This failed. response:	What kind of perverted thing are you imagining?
context: You pervert!\Where are you staring?\No, I mean...\Wait.\It's difficult to ask if Rukako became a girl.\But...\This failed.\What kind of perverted thing are you imagining? response:	Jeez, Okarin!
context: Where are you staring?\No, I mean...\Wait.\It's difficult to ask if Rukako became a girl.\But...\This failed.\What kind of perverted thing are you imagining?\Jeez, Okarin! response:	I can't take my eyes off you two perverts for a minute.
context: No, I mean...\Wait.\It's difficult to ask if Rukako became a girl.\But...\This failed.\What kind of perverted thing are you imagining?\Jeez, Okarin!\I can't take my eyes off you two perverts for a minute. response:	I'm not a pervert! I'm a perverted gentlemen!
context: Wait.\It's difficult to ask if Rukako became a girl.\But...\This failed.\What kind of perverted thing are you imagining?\Jeez, Okarin!\I can't take my eyes off you two perverts for a minute.\I'm not a pervert! I'm a perverted gentlemen! response:	It doesn't matter... It really doesn't matter!
context: It's difficult to ask if Rukako became a girl.\But...\This failed.\What kind of perverted thing are you imagining?\Jeez, Okarin!\I can't take my eyes off you two perverts for a minute.\I'm not a pervert! I'm a perverted gentlemen!\It doesn't matter... It really doesn't matter! response:	But...
context: But...\This failed.\What kind of perverted thing are you imagining?\Jeez, Okarin!\I can't take my eyes off you two perverts for a minute.\I'm not a pervert! I'm a perverted gentlemen!\It doesn't matter... It really doesn't matter!\But... response:	The world line changed.
context: This failed.\What kind of perverted thing are you imagining?\Jeez, Okarin!\I can't take my eyes off you two perverts for a minute.\I'm not a pervert! I'm a perverted gentlemen!\It doesn't matter... It really doesn't matter!\But...\The world line changed. response:	Something happened...
context: What kind of perverted thing are you imagining?\Jeez, Okarin!\I can't take my eyes off you two perverts for a minute.\I'm not a pervert! I'm a perverted gentlemen!\It doesn't matter... It really doesn't matter!\But...\The world line changed.\Something happened... response:	But what?
context: Jeez, Okarin!\I can't take my eyes off you two perverts for a minute.\I'm not a pervert! I'm a perverted gentlemen!\It doesn't matter... It really doesn't matter!\But...\The world line changed.\Something happened...\But what? response:	ED
context: I can't take my eyes off you two perverts for a minute.\I'm not a pervert! I'm a perverted gentlemen!\It doesn't matter... It really doesn't matter!\But...\The world line changed.\Something happened...\But what?\ED response:	kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai
context: I'm not a pervert! I'm a perverted gentlemen!\It doesn't matter... It really doesn't matter!\But...\The world line changed.\Something happened...\But what?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai response:	We cannot escape the 12 merciless truths and the controlled oath we took
context: It doesn't matter... It really doesn't matter!\But...\The world line changed.\Something happened...\But what?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took response:	ansoku no asu wo negattara
context: But...\The world line changed.\Something happened...\But what?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara response:	If we wish for a tomorrow full of rest
context: The world line changed.\Something happened...\But what?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest response:	te no naka no toutoi jishou no chihei he
context: Something happened...\But what?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he response:	to be given to the precious event horizon in our hands
context: But what?\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands response:	toraware shi meiyaku arawareta gishou no rinkaku
context: ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku response:	the promise we made in captivity turns out to be a phantom
context: kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	habatake butterfly
context: to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly response:	A flapping butterfly
context: toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly response:	kiseki no butterfly
context: the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly response:	A miraculous butterfly
context: seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly response:	anata he sasageru
context: The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru response:	I will consecrate them to you
context: seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you response:	namida no butterfly
context: The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly response:	A butterfly of tears
context: habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears response:	mabushii butterfly
context: A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly response:	A radiant butterfly
context: kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly response:	subete ga ima kakikaerareru
context: A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru response:	Everything may now be rewritten
context: anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru\Everything may now be rewritten response:	subete ga ima kakikaerareru
context: I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru\Everything may now be rewritten\subete ga ima kakikaerareru response:	Everything may now be rewritten
