context: My lady! response:	So what is the real reason the suspect threw the corpse into this swamp?
context: Kids these days sure come up with some bizarre jokes.\Is she actually a child? Wait, just how old is she?\I'm not sure who you are, but thank you very much.\She's rather petite and cute.\But...\What's this strange presence I sense from her?\I realize that you were kind enough to save me,\but please take my advice and run away. response:	From what?
context: Is she actually a child? Wait, just how old is she?\I'm not sure who you are, but thank you very much.\She's rather petite and cute.\But...\What's this strange presence I sense from her?\I realize that you were kind enough to save me,\but please take my advice and run away.\From what? response:	Steel Lady... Nanase!
context: I'm not sure who you are, but thank you very much.\She's rather petite and cute.\But...\What's this strange presence I sense from her?\I realize that you were kind enough to save me,\but please take my advice and run away.\From what?\Steel Lady... Nanase! response:	Please, run away.
context: She's rather petite and cute.\But...\What's this strange presence I sense from her?\I realize that you were kind enough to save me,\but please take my advice and run away.\From what?\Steel Lady... Nanase!\Please, run away. response:	Your eyes aren't playing tricks on you.
context: But...\What's this strange presence I sense from her?\I realize that you were kind enough to save me,\but please take my advice and run away.\From what?\Steel Lady... Nanase!\Please, run away.\Your eyes aren't playing tricks on you. response:	She's exactly what she seems to be.
context: What's this strange presence I sense from her?\I realize that you were kind enough to save me,\but please take my advice and run away.\From what?\Steel Lady... Nanase!\Please, run away.\Your eyes aren't playing tricks on you.\She's exactly what she seems to be. response:	A creature that's often referred to as a spirit, monster, or yokai.
context: I realize that you were kind enough to save me,\but please take my advice and run away.\From what?\Steel Lady... Nanase!\Please, run away.\Your eyes aren't playing tricks on you.\She's exactly what she seems to be.\A creature that's often referred to as a spirit, monster, or yokai. response:	I know... That presence is real.
context: but please take my advice and run away.\From what?\Steel Lady... Nanase!\Please, run away.\Your eyes aren't playing tricks on you.\She's exactly what she seems to be.\A creature that's often referred to as a spirit, monster, or yokai.\I know... That presence is real. response:	Those giant boobs are real, too.
context: From what?\Steel Lady... Nanase!\Please, run away.\Your eyes aren't playing tricks on you.\She's exactly what she seems to be.\A creature that's often referred to as a spirit, monster, or yokai.\I know... That presence is real.\Those giant boobs are real, too. response:	Is that really relevant right now?!
context: Steel Lady... Nanase!\Please, run away.\Your eyes aren't playing tricks on you.\She's exactly what she seems to be.\A creature that's often referred to as a spirit, monster, or yokai.\I know... That presence is real.\Those giant boobs are real, too.\Is that really relevant right now?! response:	Enough.
context: Please, run away.\Your eyes aren't playing tricks on you.\She's exactly what she seems to be.\A creature that's often referred to as a spirit, monster, or yokai.\I know... That presence is real.\Those giant boobs are real, too.\Is that really relevant right now?!\Enough. response:	I'm done with this.
context: Your eyes aren't playing tricks on you.\She's exactly what she seems to be.\A creature that's often referred to as a spirit, monster, or yokai.\I know... That presence is real.\Those giant boobs are real, too.\Is that really relevant right now?!\Enough.\I'm done with this. response:	I ran away from the kappa, ran away from Kuro-kun...
context: She's exactly what she seems to be.\A creature that's often referred to as a spirit, monster, or yokai.\I know... That presence is real.\Those giant boobs are real, too.\Is that really relevant right now?!\Enough.\I'm done with this.\I ran away from the kappa, ran away from Kuro-kun... response:	And I'm living a life of depression because of it.
context: A creature that's often referred to as a spirit, monster, or yokai.\I know... That presence is real.\Those giant boobs are real, too.\Is that really relevant right now?!\Enough.\I'm done with this.\I ran away from the kappa, ran away from Kuro-kun...\And I'm living a life of depression because of it. response:	I'm sick of letting these things rule my life!
context: I know... That presence is real.\Those giant boobs are real, too.\Is that really relevant right now?!\Enough.\I'm done with this.\I ran away from the kappa, ran away from Kuro-kun...\And I'm living a life of depression because of it.\I'm sick of letting these things rule my life! response:	All this absurdity...
context: Those giant boobs are real, too.\Is that really relevant right now?!\Enough.\I'm done with this.\I ran away from the kappa, ran away from Kuro-kun...\And I'm living a life of depression because of it.\I'm sick of letting these things rule my life!\All this absurdity... response:	I'm going to be done with it tonight!
context: Is that really relevant right now?!\Enough.\I'm done with this.\I ran away from the kappa, ran away from Kuro-kun...\And I'm living a life of depression because of it.\I'm sick of letting these things rule my life!\All this absurdity...\I'm going to be done with it tonight! response:	This is...
context: Enough.\I'm done with this.\I ran away from the kappa, ran away from Kuro-kun...\And I'm living a life of depression because of it.\I'm sick of letting these things rule my life!\All this absurdity...\I'm going to be done with it tonight!\This is... response:	illogical.
context: I'm done with this.\I ran away from the kappa, ran away from Kuro-kun...\And I'm living a life of depression because of it.\I'm sick of letting these things rule my life!\All this absurdity...\I'm going to be done with it tonight!\This is...\illogical. response:	This is why I told you to run away!
context: I ran away from the kappa, ran away from Kuro-kun...\And I'm living a life of depression because of it.\I'm sick of letting these things rule my life!\All this absurdity...\I'm going to be done with it tonight!\This is...\illogical.\This is why I told you to run away! response:	Whoa, whoa...
context: And I'm living a life of depression because of it.\I'm sick of letting these things rule my life!\All this absurdity...\I'm going to be done with it tonight!\This is...\illogical.\This is why I told you to run away!\Whoa, whoa... response:	She fled...
context: I'm sick of letting these things rule my life!\All this absurdity...\I'm going to be done with it tonight!\This is...\illogical.\This is why I told you to run away!\Whoa, whoa...\She fled... response:	I won't be able to defeat that thing with brute force, though.
context: All this absurdity...\I'm going to be done with it tonight!\This is...\illogical.\This is why I told you to run away!\Whoa, whoa...\She fled...\I won't be able to defeat that thing with brute force, though. response:	I don't know what's going on.
context: I'm going to be done with it tonight!\This is...\illogical.\This is why I told you to run away!\Whoa, whoa...\She fled...\I won't be able to defeat that thing with brute force, though.\I don't know what's going on. response:	She just kicked a ghost.
context: This is...\illogical.\This is why I told you to run away!\Whoa, whoa...\She fled...\I won't be able to defeat that thing with brute force, though.\I don't know what's going on.\She just kicked a ghost. response:	Who in the world is she?
context: illogical.\This is why I told you to run away!\Whoa, whoa...\She fled...\I won't be able to defeat that thing with brute force, though.\I don't know what's going on.\She just kicked a ghost.\Who in the world is she? response:	Wait, is she not human, either?
context: This is why I told you to run away!\Whoa, whoa...\She fled...\I won't be able to defeat that thing with brute force, though.\I don't know what's going on.\She just kicked a ghost.\Who in the world is she?\Wait, is she not human, either? response:	Have no fear. It's a prosthetic.
context: Whoa, whoa...\She fled...\I won't be able to defeat that thing with brute force, though.\I don't know what's going on.\She just kicked a ghost.\Who in the world is she?\Wait, is she not human, either?\Have no fear. It's a prosthetic. response:	It's built to come off if it gets overburdened.
context: She fled...\I won't be able to defeat that thing with brute force, though.\I don't know what's going on.\She just kicked a ghost.\Who in the world is she?\Wait, is she not human, either?\Have no fear. It's a prosthetic.\It's built to come off if it gets overburdened. response:	Because if it doesn't come off, I could harm myself even more.
context: I won't be able to defeat that thing with brute force, though.\I don't know what's going on.\She just kicked a ghost.\Who in the world is she?\Wait, is she not human, either?\Have no fear. It's a prosthetic.\It's built to come off if it gets overburdened.\Because if it doesn't come off, I could harm myself even more. response:	Why were you able to touch that thing when I wasn't?
context: I don't know what's going on.\She just kicked a ghost.\Who in the world is she?\Wait, is she not human, either?\Have no fear. It's a prosthetic.\It's built to come off if it gets overburdened.\Because if it doesn't come off, I could harm myself even more.\Why were you able to touch that thing when I wasn't? response:	Are you like a yokai, as well?
context: She just kicked a ghost.\Who in the world is she?\Wait, is she not human, either?\Have no fear. It's a prosthetic.\It's built to come off if it gets overburdened.\Because if it doesn't come off, I could harm myself even more.\Why were you able to touch that thing when I wasn't?\Are you like a yokai, as well? response:	Oh... No.
context: Who in the world is she?\Wait, is she not human, either?\Have no fear. It's a prosthetic.\It's built to come off if it gets overburdened.\Because if it doesn't come off, I could harm myself even more.\Why were you able to touch that thing when I wasn't?\Are you like a yokai, as well?\Oh... No. response:	I'm somewhere in between...
context: Wait, is she not human, either?\Have no fear. It's a prosthetic.\It's built to come off if it gets overburdened.\Because if it doesn't come off, I could harm myself even more.\Why were you able to touch that thing when I wasn't?\Are you like a yokai, as well?\Oh... No.\I'm somewhere in between... response:	I don't know who you are, and I see that you're a brave soul,
context: Have no fear. It's a prosthetic.\It's built to come off if it gets overburdened.\Because if it doesn't come off, I could harm myself even more.\Why were you able to touch that thing when I wasn't?\Are you like a yokai, as well?\Oh... No.\I'm somewhere in between...\I don't know who you are, and I see that you're a brave soul, response:	but please forget everything you saw today.
context: It's built to come off if it gets overburdened.\Because if it doesn't come off, I could harm myself even more.\Why were you able to touch that thing when I wasn't?\Are you like a yokai, as well?\Oh... No.\I'm somewhere in between...\I don't know who you are, and I see that you're a brave soul,\but please forget everything you saw today. response:	I'll take care of Steel Lady Nanase in the very near future.
context: Because if it doesn't come off, I could harm myself even more.\Why were you able to touch that thing when I wasn't?\Are you like a yokai, as well?\Oh... No.\I'm somewhere in between...\I don't know who you are, and I see that you're a brave soul,\but please forget everything you saw today.\I'll take care of Steel Lady Nanase in the very near future. response:	That's the reason I'm here.
context: Why were you able to touch that thing when I wasn't?\Are you like a yokai, as well?\Oh... No.\I'm somewhere in between...\I don't know who you are, and I see that you're a brave soul,\but please forget everything you saw today.\I'll take care of Steel Lady Nanase in the very near future.\That's the reason I'm here. response:	I'd rather not get the police involved,
context: Are you like a yokai, as well?\Oh... No.\I'm somewhere in between...\I don't know who you are, and I see that you're a brave soul,\but please forget everything you saw today.\I'll take care of Steel Lady Nanase in the very near future.\That's the reason I'm here.\I'd rather not get the police involved, response:	so please don't tell anyone about me, either.
context: Oh... No.\I'm somewhere in between...\I don't know who you are, and I see that you're a brave soul,\but please forget everything you saw today.\I'll take care of Steel Lady Nanase in the very near future.\That's the reason I'm here.\I'd rather not get the police involved,\so please don't tell anyone about me, either. response:	You can tell me more back at the station. It's right at the bottom of this hill.
context: I'm somewhere in between...\I don't know who you are, and I see that you're a brave soul,\but please forget everything you saw today.\I'll take care of Steel Lady Nanase in the very near future.\That's the reason I'm here.\I'd rather not get the police involved,\so please don't tell anyone about me, either.\You can tell me more back at the station. It's right at the bottom of this hill. response:	Unbelievable!
context: I don't know who you are, and I see that you're a brave soul,\but please forget everything you saw today.\I'll take care of Steel Lady Nanase in the very near future.\That's the reason I'm here.\I'd rather not get the police involved,\so please don't tell anyone about me, either.\You can tell me more back at the station. It's right at the bottom of this hill.\Unbelievable! response:	Your leg might be okay, but I'm sure you have bruises and cuts everywhere.
context: but please forget everything you saw today.\I'll take care of Steel Lady Nanase in the very near future.\That's the reason I'm here.\I'd rather not get the police involved,\so please don't tell anyone about me, either.\You can tell me more back at the station. It's right at the bottom of this hill.\Unbelievable!\Your leg might be okay, but I'm sure you have bruises and cuts everywhere. response:	I'll treat them for you.
context: I'll take care of Steel Lady Nanase in the very near future.\That's the reason I'm here.\I'd rather not get the police involved,\so please don't tell anyone about me, either.\You can tell me more back at the station. It's right at the bottom of this hill.\Unbelievable!\Your leg might be okay, but I'm sure you have bruises and cuts everywhere.\I'll treat them for you. response:	Don't worry.
context: That's the reason I'm here.\I'd rather not get the police involved,\so please don't tell anyone about me, either.\You can tell me more back at the station. It's right at the bottom of this hill.\Unbelievable!\Your leg might be okay, but I'm sure you have bruises and cuts everywhere.\I'll treat them for you.\Don't worry. response:	Traffic Division
context: I'd rather not get the police involved,\so please don't tell anyone about me, either.\You can tell me more back at the station. It's right at the bottom of this hill.\Unbelievable!\Your leg might be okay, but I'm sure you have bruises and cuts everywhere.\I'll treat them for you.\Don't worry.\Traffic Division response:	I don't plan to get a statement from you or try to contact your family.
context: so please don't tell anyone about me, either.\You can tell me more back at the station. It's right at the bottom of this hill.\Unbelievable!\Your leg might be okay, but I'm sure you have bruises and cuts everywhere.\I'll treat them for you.\Don't worry.\Traffic Division\I don't plan to get a statement from you or try to contact your family. response:	But there are incidents
context: You can tell me more back at the station. It's right at the bottom of this hill.\Unbelievable!\Your leg might be okay, but I'm sure you have bruises and cuts everywhere.\I'll treat them for you.\Don't worry.\Traffic Division\I don't plan to get a statement from you or try to contact your family.\But there are incidents response:	that the police believe Steel Lady Nanase is responsible for,
context: Unbelievable!\Your leg might be okay, but I'm sure you have bruises and cuts everywhere.\I'll treat them for you.\Don't worry.\Traffic Division\I don't plan to get a statement from you or try to contact your family.\But there are incidents\that the police believe Steel Lady Nanase is responsible for, response:	so I can't just let this go.
context: Your leg might be okay, but I'm sure you have bruises and cuts everywhere.\I'll treat them for you.\Don't worry.\Traffic Division\I don't plan to get a statement from you or try to contact your family.\But there are incidents\that the police believe Steel Lady Nanase is responsible for,\so I can't just let this go. response:	A police officer from the traffic division, Yumihara Saki...
context: I'll treat them for you.\Don't worry.\Traffic Division\I don't plan to get a statement from you or try to contact your family.\But there are incidents\that the police believe Steel Lady Nanase is responsible for,\so I can't just let this go.\A police officer from the traffic division, Yumihara Saki... response:	Are you actually Saki-san?!
context: Don't worry.\Traffic Division\I don't plan to get a statement from you or try to contact your family.\But there are incidents\that the police believe Steel Lady Nanase is responsible for,\so I can't just let this go.\A police officer from the traffic division, Yumihara Saki...\Are you actually Saki-san?! response:	Um... I'm not sure what you're talking abou
context: Traffic Division\I don't plan to get a statement from you or try to contact your family.\But there are incidents\that the police believe Steel Lady Nanase is responsible for,\so I can't just let this go.\A police officer from the traffic division, Yumihara Saki...\Are you actually Saki-san?!\Um... I'm not sure what you're talking abou response:	Your hair is shorter, and you may have lost some weight...
context: I don't plan to get a statement from you or try to contact your family.\But there are incidents\that the police believe Steel Lady Nanase is responsible for,\so I can't just let this go.\A police officer from the traffic division, Yumihara Saki...\Are you actually Saki-san?!\Um... I'm not sure what you're talking abou\Your hair is shorter, and you may have lost some weight... response:	That's why I didn't realize it!
context: But there are incidents\that the police believe Steel Lady Nanase is responsible for,\so I can't just let this go.\A police officer from the traffic division, Yumihara Saki...\Are you actually Saki-san?!\Um... I'm not sure what you're talking abou\Your hair is shorter, and you may have lost some weight...\That's why I didn't realize it! response:	Augh! I never would've saved you if I knew you were Saki-san!
context: that the police believe Steel Lady Nanase is responsible for,\so I can't just let this go.\A police officer from the traffic division, Yumihara Saki...\Are you actually Saki-san?!\Um... I'm not sure what you're talking abou\Your hair is shorter, and you may have lost some weight...\That's why I didn't realize it!\Augh! I never would've saved you if I knew you were Saki-san! response:	I mean, I wouldn't just let you die, but...
context: so I can't just let this go.\A police officer from the traffic division, Yumihara Saki...\Are you actually Saki-san?!\Um... I'm not sure what you're talking abou\Your hair is shorter, and you may have lost some weight...\That's why I didn't realize it!\Augh! I never would've saved you if I knew you were Saki-san!\I mean, I wouldn't just let you die, but... response:	Explain this in a way I can understand.
context: A police officer from the traffic division, Yumihara Saki...\Are you actually Saki-san?!\Um... I'm not sure what you're talking abou\Your hair is shorter, and you may have lost some weight...\That's why I didn't realize it!\Augh! I never would've saved you if I knew you were Saki-san!\I mean, I wouldn't just let you die, but...\Explain this in a way I can understand. response:	Do you know me?
context: Are you actually Saki-san?!\Um... I'm not sure what you're talking abou\Your hair is shorter, and you may have lost some weight...\That's why I didn't realize it!\Augh! I never would've saved you if I knew you were Saki-san!\I mean, I wouldn't just let you die, but...\Explain this in a way I can understand.\Do you know me? response:	I don't recall us ever meeting before.
context: Um... I'm not sure what you're talking abou\Your hair is shorter, and you may have lost some weight...\That's why I didn't realize it!\Augh! I never would've saved you if I knew you were Saki-san!\I mean, I wouldn't just let you die, but...\Explain this in a way I can understand.\Do you know me?\I don't recall us ever meeting before. response:	We have met before, but this is the first time we've properly greeted each other.
context: Your hair is shorter, and you may have lost some weight...\That's why I didn't realize it!\Augh! I never would've saved you if I knew you were Saki-san!\I mean, I wouldn't just let you die, but...\Explain this in a way I can understand.\Do you know me?\I don't recall us ever meeting before.\We have met before, but this is the first time we've properly greeted each other. response:	My name is Iwanaga Kotoko.
context: That's why I didn't realize it!\Augh! I never would've saved you if I knew you were Saki-san!\I mean, I wouldn't just let you die, but...\Explain this in a way I can understand.\Do you know me?\I don't recall us ever meeting before.\We have met before, but this is the first time we've properly greeted each other.\My name is Iwanaga Kotoko. response:	I'm Sakuragawa Kuro-senpai's current girlfriend!
context: Augh! I never would've saved you if I knew you were Saki-san!\I mean, I wouldn't just let you die, but...\Explain this in a way I can understand.\Do you know me?\I don't recall us ever meeting before.\We have met before, but this is the first time we've properly greeted each other.\My name is Iwanaga Kotoko.\I'm Sakuragawa Kuro-senpai's current girlfriend! response:	Meep!
context: I mean, I wouldn't just let you die, but...\Explain this in a way I can understand.\Do you know me?\I don't recall us ever meeting before.\We have met before, but this is the first time we've properly greeted each other.\My name is Iwanaga Kotoko.\I'm Sakuragawa Kuro-senpai's current girlfriend!\Meep! response:	To Be Continued
context: Explain this in a way I can understand.\Do you know me?\I don't recall us ever meeting before.\We have met before, but this is the first time we've properly greeted each other.\My name is Iwanaga Kotoko.\I'm Sakuragawa Kuro-senpai's current girlfriend!\Meep!\To Be Continued response:	Preview
context: Do you know me?\I don't recall us ever meeting before.\We have met before, but this is the first time we've properly greeted each other.\My name is Iwanaga Kotoko.\I'm Sakuragawa Kuro-senpai's current girlfriend!\Meep!\To Be Continued\Preview response:	Steel Lady Nanase strikes with violence.
context: I don't recall us ever meeting before.\We have met before, but this is the first time we've properly greeted each other.\My name is Iwanaga Kotoko.\I'm Sakuragawa Kuro-senpai's current girlfriend!\Meep!\To Be Continued\Preview\Steel Lady Nanase strikes with violence. response:	Her original form, the idol Nanase Karin, died a mysterious death.
context: We have met before, but this is the first time we've properly greeted each other.\My name is Iwanaga Kotoko.\I'm Sakuragawa Kuro-senpai's current girlfriend!\Meep!\To Be Continued\Preview\Steel Lady Nanase strikes with violence.\Her original form, the idol Nanase Karin, died a mysterious death. response:	To defeat Steel Lady Nanase,
context: My name is Iwanaga Kotoko.\I'm Sakuragawa Kuro-senpai's current girlfriend!\Meep!\To Be Continued\Preview\Steel Lady Nanase strikes with violence.\Her original form, the idol Nanase Karin, died a mysterious death.\To defeat Steel Lady Nanase, response:	we'll have to find out the truth behind Nanase Karin's death.
context: I'm Sakuragawa Kuro-senpai's current girlfriend!\Meep!\To Be Continued\Preview\Steel Lady Nanase strikes with violence.\Her original form, the idol Nanase Karin, died a mysterious death.\To defeat Steel Lady Nanase,\we'll have to find out the truth behind Nanase Karin's death. response:	Next time, Idol Dies by Steel Beam.
