context: Beyond these doors is the chamber of the Divine Assembly, response:	Miss Human God.
context: It is nothing.\Nanami could not have possibly returned home, so why did I feel the need to come back so hastily?\Oh, yes, Master Tomoe.\To Tomoe\I was entrusted with a message for you from Lady Nanami.\To Tomoe\To Tomoe\From Nanami? response:	It warms my heart to hear it's from her because she took all the warmth of the shrine away with her.
context: Nanami could not have possibly returned home, so why did I feel the need to come back so hastily?\Oh, yes, Master Tomoe.\To Tomoe\I was entrusted with a message for you from Lady Nanami.\To Tomoe\To Tomoe\From Nanami?\It warms my heart to hear it's from her because she took all the warmth of the shrine away with her. response:	Nanami...
context: Oh, yes, Master Tomoe.\To Tomoe\I was entrusted with a message for you from Lady Nanami.\To Tomoe\To Tomoe\From Nanami?\It warms my heart to hear it's from her because she took all the warmth of the shrine away with her.\Nanami... response:	To Tomoe.
context: To Tomoe\I was entrusted with a message for you from Lady Nanami.\To Tomoe\To Tomoe\From Nanami?\It warms my heart to hear it's from her because she took all the warmth of the shrine away with her.\Nanami...\To Tomoe. response:	Thanks for going to school!
context: I was entrusted with a message for you from Lady Nanami.\To Tomoe\To Tomoe\From Nanami?\It warms my heart to hear it's from her because she took all the warmth of the shrine away with her.\Nanami...\To Tomoe.\Thanks for going to school! response:	On Wednesday, there's an English vocabulary test in the morning,
context: To Tomoe\To Tomoe\From Nanami?\It warms my heart to hear it's from her because she took all the warmth of the shrine away with her.\Nanami...\To Tomoe.\Thanks for going to school!\On Wednesday, there's an English vocabulary test in the morning, response:	so make sure you study so you can score at least 80 points!
context: To Tomoe\From Nanami?\It warms my heart to hear it's from her because she took all the warmth of the shrine away with her.\Nanami...\To Tomoe.\Thanks for going to school!\On Wednesday, there's an English vocabulary test in the morning,\so make sure you study so you can score at least 80 points! response:	Nanami.
context: From Nanami?\It warms my heart to hear it's from her because she took all the warmth of the shrine away with her.\Nanami...\To Tomoe.\Thanks for going to school!\On Wednesday, there's an English vocabulary test in the morning,\so make sure you study so you can score at least 80 points!\Nanami. response:	English Vocab
context: It warms my heart to hear it's from her because she took all the warmth of the shrine away with her.\Nanami...\To Tomoe.\Thanks for going to school!\On Wednesday, there's an English vocabulary test in the morning,\so make sure you study so you can score at least 80 points!\Nanami.\English Vocab response:	English Vocab
context: Nanami...\To Tomoe.\Thanks for going to school!\On Wednesday, there's an English vocabulary test in the morning,\so make sure you study so you can score at least 80 points!\Nanami.\English Vocab\English Vocab response:	English Vocab
context: To Tomoe.\Thanks for going to school!\On Wednesday, there's an English vocabulary test in the morning,\so make sure you study so you can score at least 80 points!\Nanami.\English Vocab\English Vocab\English Vocab response:	There are four hours left until the test in the morning.
context: Thanks for going to school!\On Wednesday, there's an English vocabulary test in the morning,\so make sure you study so you can score at least 80 points!\Nanami.\English Vocab\English Vocab\English Vocab\There are four hours left until the test in the morning. response:	What?!
context: On Wednesday, there's an English vocabulary test in the morning,\so make sure you study so you can score at least 80 points!\Nanami.\English Vocab\English Vocab\English Vocab\There are four hours left until the test in the morning.\What?! response:	Oh-ho...
context: so make sure you study so you can score at least 80 points!\Nanami.\English Vocab\English Vocab\English Vocab\There are four hours left until the test in the morning.\What?!\Oh-ho... response:	An unexpected and very interesting party seems to have joined us here in the Netherworld.
context: Nanami.\English Vocab\English Vocab\English Vocab\There are four hours left until the test in the morning.\What?!\Oh-ho...\An unexpected and very interesting party seems to have joined us here in the Netherworld. response:	Wow, I slept like a baby.
context: English Vocab\English Vocab\English Vocab\There are four hours left until the test in the morning.\What?!\Oh-ho...\An unexpected and very interesting party seems to have joined us here in the Netherworld.\Wow, I slept like a baby. response:	Where am I?
context: English Vocab\English Vocab\There are four hours left until the test in the morning.\What?!\Oh-ho...\An unexpected and very interesting party seems to have joined us here in the Netherworld.\Wow, I slept like a baby.\Where am I? response:	God woke up.
context: English Vocab\There are four hours left until the test in the morning.\What?!\Oh-ho...\An unexpected and very interesting party seems to have joined us here in the Netherworld.\Wow, I slept like a baby.\Where am I?\God woke up. response:	Surface god woke up.
context: There are four hours left until the test in the morning.\What?!\Oh-ho...\An unexpected and very interesting party seems to have joined us here in the Netherworld.\Wow, I slept like a baby.\Where am I?\God woke up.\Surface god woke up. response:	Woke up.
context: What?!\Oh-ho...\An unexpected and very interesting party seems to have joined us here in the Netherworld.\Wow, I slept like a baby.\Where am I?\God woke up.\Surface god woke up.\Woke up. response:	Who the?!
context: Oh-ho...\An unexpected and very interesting party seems to have joined us here in the Netherworld.\Wow, I slept like a baby.\Where am I?\God woke up.\Surface god woke up.\Woke up.\Who the?! response:	So many! What the?!
context: An unexpected and very interesting party seems to have joined us here in the Netherworld.\Wow, I slept like a baby.\Where am I?\God woke up.\Surface god woke up.\Woke up.\Who the?!\So many! What the?! response:	Surface god, you eat this.
context: Wow, I slept like a baby.\Where am I?\God woke up.\Surface god woke up.\Woke up.\Who the?!\So many! What the?!\Surface god, you eat this. response:	What?
context: Where am I?\God woke up.\Surface god woke up.\Woke up.\Who the?!\So many! What the?!\Surface god, you eat this.\What? response:	A dumpling?
context: God woke up.\Surface god woke up.\Woke up.\Who the?!\So many! What the?!\Surface god, you eat this.\What?\A dumpling? response:	Thank you.
context: Surface god woke up.\Woke up.\Who the?!\So many! What the?!\Surface god, you eat this.\What?\A dumpling?\Thank you. response:	Don't eat it.
context: Woke up.\Who the?!\So many! What the?!\Surface god, you eat this.\What?\A dumpling?\Thank you.\Don't eat it. response:	Wh-What did you do that for?! That was dangerous!
context: Who the?!\So many! What the?!\Surface god, you eat this.\What?\A dumpling?\Thank you.\Don't eat it.\Wh-What did you do that for?! That was dangerous! response:	Don't put any food from the Netherworld into your mouth.
context: So many! What the?!\Surface god, you eat this.\What?\A dumpling?\Thank you.\Don't eat it.\Wh-What did you do that for?! That was dangerous!\Don't put any food from the Netherworld into your mouth. response:	That is, if you ever want to return to the surface.
context: Surface god, you eat this.\What?\A dumpling?\Thank you.\Don't eat it.\Wh-What did you do that for?! That was dangerous!\Don't put any food from the Netherworld into your mouth.\That is, if you ever want to return to the surface. response:	The Netherworld?
context: What?\A dumpling?\Thank you.\Don't eat it.\Wh-What did you do that for?! That was dangerous!\Don't put any food from the Netherworld into your mouth.\That is, if you ever want to return to the surface.\The Netherworld? response:	That's right. I fell into the Netherworld, and...
context: A dumpling?\Thank you.\Don't eat it.\Wh-What did you do that for?! That was dangerous!\Don't put any food from the Netherworld into your mouth.\That is, if you ever want to return to the surface.\The Netherworld?\That's right. I fell into the Netherworld, and... response:	Oh, yeah! Are you all right?!
context: Thank you.\Don't eat it.\Wh-What did you do that for?! That was dangerous!\Don't put any food from the Netherworld into your mouth.\That is, if you ever want to return to the surface.\The Netherworld?\That's right. I fell into the Netherworld, and...\Oh, yeah! Are you all right?! response:	No problem? You're not decaying?
context: Don't eat it.\Wh-What did you do that for?! That was dangerous!\Don't put any food from the Netherworld into your mouth.\That is, if you ever want to return to the surface.\The Netherworld?\That's right. I fell into the Netherworld, and...\Oh, yeah! Are you all right?!\No problem? You're not decaying? response:	Wh-Who are these people?
context: Wh-What did you do that for?! That was dangerous!\Don't put any food from the Netherworld into your mouth.\That is, if you ever want to return to the surface.\The Netherworld?\That's right. I fell into the Netherworld, and...\Oh, yeah! Are you all right?!\No problem? You're not decaying?\Wh-Who are these people? response:	If any more of them come, it'll become unmanageable.
context: Don't put any food from the Netherworld into your mouth.\That is, if you ever want to return to the surface.\The Netherworld?\That's right. I fell into the Netherworld, and...\Oh, yeah! Are you all right?!\No problem? You're not decaying?\Wh-Who are these people?\If any more of them come, it'll become unmanageable. response:	Do something.
context: That is, if you ever want to return to the surface.\The Netherworld?\That's right. I fell into the Netherworld, and...\Oh, yeah! Are you all right?!\No problem? You're not decaying?\Wh-Who are these people?\If any more of them come, it'll become unmanageable.\Do something. response:	That's right.
context: The Netherworld?\That's right. I fell into the Netherworld, and...\Oh, yeah! Are you all right?!\No problem? You're not decaying?\Wh-Who are these people?\If any more of them come, it'll become unmanageable.\Do something.\That's right. response:	I made sure to bring white talismans for such an occasion!
context: That's right. I fell into the Netherworld, and...\Oh, yeah! Are you all right?!\No problem? You're not decaying?\Wh-Who are these people?\If any more of them come, it'll become unmanageable.\Do something.\That's right.\I made sure to bring white talismans for such an occasion! response:	If I make an evil spirits begone talisman with this...
context: Oh, yeah! Are you all right?!\No problem? You're not decaying?\Wh-Who are these people?\If any more of them come, it'll become unmanageable.\Do something.\That's right.\I made sure to bring white talismans for such an occasion!\If I make an evil spirits begone talisman with this... response:	Oh, I wrote it wrong.
context: No problem? You're not decaying?\Wh-Who are these people?\If any more of them come, it'll become unmanageable.\Do something.\That's right.\I made sure to bring white talismans for such an occasion!\If I make an evil spirits begone talisman with this...\Oh, I wrote it wrong. response:	Evil
context: Wh-Who are these people?\If any more of them come, it'll become unmanageable.\Do something.\That's right.\I made sure to bring white talismans for such an occasion!\If I make an evil spirits begone talisman with this...\Oh, I wrote it wrong.\Evil response:	Cloud
context: If any more of them come, it'll become unmanageable.\Do something.\That's right.\I made sure to bring white talismans for such an occasion!\If I make an evil spirits begone talisman with this...\Oh, I wrote it wrong.\Evil\Cloud response:	Never mind. Dimwit.
context: Do something.\That's right.\I made sure to bring white talismans for such an occasion!\If I make an evil spirits begone talisman with this...\Oh, I wrote it wrong.\Evil\Cloud\Never mind. Dimwit. response:	I was saved by you?
context: That's right.\I made sure to bring white talismans for such an occasion!\If I make an evil spirits begone talisman with this...\Oh, I wrote it wrong.\Evil\Cloud\Never mind. Dimwit.\I was saved by you? response:	I've really hit rock bottom.
context: I made sure to bring white talismans for such an occasion!\If I make an evil spirits begone talisman with this...\Oh, I wrote it wrong.\Evil\Cloud\Never mind. Dimwit.\I was saved by you?\I've really hit rock bottom. response:	Run!
context: If I make an evil spirits begone talisman with this...\Oh, I wrote it wrong.\Evil\Cloud\Never mind. Dimwit.\I was saved by you?\I've really hit rock bottom.\Run! response:	Why is this guy...
context: Oh, I wrote it wrong.\Evil\Cloud\Never mind. Dimwit.\I was saved by you?\I've really hit rock bottom.\Run!\Why is this guy... response:	Swim to the opposite shore!
context: Evil\Cloud\Never mind. Dimwit.\I was saved by you?\I've really hit rock bottom.\Run!\Why is this guy...\Swim to the opposite shore! response:	They won't chase us into the water!
context: Cloud\Never mind. Dimwit.\I was saved by you?\I've really hit rock bottom.\Run!\Why is this guy...\Swim to the opposite shore!\They won't chase us into the water! response:	How can he be so calm?!
context: Never mind. Dimwit.\I was saved by you?\I've really hit rock bottom.\Run!\Why is this guy...\Swim to the opposite shore!\They won't chase us into the water!\How can he be so calm?! response:	She's not here.
context: I was saved by you?\I've really hit rock bottom.\Run!\Why is this guy...\Swim to the opposite shore!\They won't chase us into the water!\How can he be so calm?!\She's not here. response:	She should have fallen here somewhere.
context: I've really hit rock bottom.\Run!\Why is this guy...\Swim to the opposite shore!\They won't chase us into the water!\How can he be so calm?!\She's not here.\She should have fallen here somewhere. response:	Where in the world did that little girl go?
context: Run!\Why is this guy...\Swim to the opposite shore!\They won't chase us into the water!\How can he be so calm?!\She's not here.\She should have fallen here somewhere.\Where in the world did that little girl go? response:	Honestly! Talk about making more work for me.
context: Why is this guy...\Swim to the opposite shore!\They won't chase us into the water!\How can he be so calm?!\She's not here.\She should have fallen here somewhere.\Where in the world did that little girl go?\Honestly! Talk about making more work for me. response:	Woof! Woof!
context: Swim to the opposite shore!\They won't chase us into the water!\How can he be so calm?!\She's not here.\She should have fallen here somewhere.\Where in the world did that little girl go?\Honestly! Talk about making more work for me.\Woof! Woof! response:	Oh, dear, is it that late already?
context: They won't chase us into the water!\How can he be so calm?!\She's not here.\She should have fallen here somewhere.\Where in the world did that little girl go?\Honestly! Talk about making more work for me.\Woof! Woof!\Oh, dear, is it that late already? response:	Otohiko!
context: How can he be so calm?!\She's not here.\She should have fallen here somewhere.\Where in the world did that little girl go?\Honestly! Talk about making more work for me.\Woof! Woof!\Oh, dear, is it that late already?\Otohiko! response:	War God!
context: She's not here.\She should have fallen here somewhere.\Where in the world did that little girl go?\Honestly! Talk about making more work for me.\Woof! Woof!\Oh, dear, is it that late already?\Otohiko!\War God! response:	Have you still not wrapped up the Hirasaka situation?
context: She should have fallen here somewhere.\Where in the world did that little girl go?\Honestly! Talk about making more work for me.\Woof! Woof!\Oh, dear, is it that late already?\Otohiko!\War God!\Have you still not wrapped up the Hirasaka situation? response:	The little girl went missing along with a human.
context: Where in the world did that little girl go?\Honestly! Talk about making more work for me.\Woof! Woof!\Oh, dear, is it that late already?\Otohiko!\War God!\Have you still not wrapped up the Hirasaka situation?\The little girl went missing along with a human. response:	Help me find them.
context: Honestly! Talk about making more work for me.\Woof! Woof!\Oh, dear, is it that late already?\Otohiko!\War God!\Have you still not wrapped up the Hirasaka situation?\The little girl went missing along with a human.\Help me find them. response:	I haven't the time.
context: Woof! Woof!\Oh, dear, is it that late already?\Otohiko!\War God!\Have you still not wrapped up the Hirasaka situation?\The little girl went missing along with a human.\Help me find them.\I haven't the time. response:	It is the third day of the Divine Assembly.
context: Oh, dear, is it that late already?\Otohiko!\War God!\Have you still not wrapped up the Hirasaka situation?\The little girl went missing along with a human.\Help me find them.\I haven't the time.\It is the third day of the Divine Assembly. response:	Everyone is already at the Grand Shrine.
context: Otohiko!\War God!\Have you still not wrapped up the Hirasaka situation?\The little girl went missing along with a human.\Help me find them.\I haven't the time.\It is the third day of the Divine Assembly.\Everyone is already at the Grand Shrine. response:	Forget about the girl!
context: War God!\Have you still not wrapped up the Hirasaka situation?\The little girl went missing along with a human.\Help me find them.\I haven't the time.\It is the third day of the Divine Assembly.\Everyone is already at the Grand Shrine.\Forget about the girl! response:	She is a human god, so she should be able to return without help!
context: Have you still not wrapped up the Hirasaka situation?\The little girl went missing along with a human.\Help me find them.\I haven't the time.\It is the third day of the Divine Assembly.\Everyone is already at the Grand Shrine.\Forget about the girl!\She is a human god, so she should be able to return without help! response:	Come along, Taroumaru, Jiroumaru.
context: The little girl went missing along with a human.\Help me find them.\I haven't the time.\It is the third day of the Divine Assembly.\Everyone is already at the Grand Shrine.\Forget about the girl!\She is a human god, so she should be able to return without help!\Come along, Taroumaru, Jiroumaru. response:	Woof!
context: Help me find them.\I haven't the time.\It is the third day of the Divine Assembly.\Everyone is already at the Grand Shrine.\Forget about the girl!\She is a human god, so she should be able to return without help!\Come along, Taroumaru, Jiroumaru.\Woof! response:	I didn't think I'd be going for a midwinter swim in the Netherworld.
context: I haven't the time.\It is the third day of the Divine Assembly.\Everyone is already at the Grand Shrine.\Forget about the girl!\She is a human god, so she should be able to return without help!\Come along, Taroumaru, Jiroumaru.\Woof!\I didn't think I'd be going for a midwinter swim in the Netherworld. response:	The insides of my shoes just feel gross.
context: It is the third day of the Divine Assembly.\Everyone is already at the Grand Shrine.\Forget about the girl!\She is a human god, so she should be able to return without help!\Come along, Taroumaru, Jiroumaru.\Woof!\I didn't think I'd be going for a midwinter swim in the Netherworld.\The insides of my shoes just feel gross. response:	If you can't swim, you should've said so.
context: Everyone is already at the Grand Shrine.\Forget about the girl!\She is a human god, so she should be able to return without help!\Come along, Taroumaru, Jiroumaru.\Woof!\I didn't think I'd be going for a midwinter swim in the Netherworld.\The insides of my shoes just feel gross.\If you can't swim, you should've said so. response:	I'm sinking!
context: Forget about the girl!\She is a human god, so she should be able to return without help!\Come along, Taroumaru, Jiroumaru.\Woof!\I didn't think I'd be going for a midwinter swim in the Netherworld.\The insides of my shoes just feel gross.\If you can't swim, you should've said so.\I'm sinking! response:	I can swim!
context: She is a human god, so she should be able to return without help!\Come along, Taroumaru, Jiroumaru.\Woof!\I didn't think I'd be going for a midwinter swim in the Netherworld.\The insides of my shoes just feel gross.\If you can't swim, you should've said so.\I'm sinking!\I can swim! response:	I was just surprised that I didn't float!
context: Come along, Taroumaru, Jiroumaru.\Woof!\I didn't think I'd be going for a midwinter swim in the Netherworld.\The insides of my shoes just feel gross.\If you can't swim, you should've said so.\I'm sinking!\I can swim!\I was just surprised that I didn't float! response:	Anyway, it'll be all right now that I'm here.
context: Woof!\I didn't think I'd be going for a midwinter swim in the Netherworld.\The insides of my shoes just feel gross.\If you can't swim, you should've said so.\I'm sinking!\I can swim!\I was just surprised that I didn't float!\Anyway, it'll be all right now that I'm here. response:	We'll quickly find the exit to the surface and escape...
context: I didn't think I'd be going for a midwinter swim in the Netherworld.\The insides of my shoes just feel gross.\If you can't swim, you should've said so.\I'm sinking!\I can swim!\I was just surprised that I didn't float!\Anyway, it'll be all right now that I'm here.\We'll quickly find the exit to the surface and escape... response:	Growl
context: The insides of my shoes just feel gross.\If you can't swim, you should've said so.\I'm sinking!\I can swim!\I was just surprised that I didn't float!\Anyway, it'll be all right now that I'm here.\We'll quickly find the exit to the surface and escape...\Growl response:	Growl
context: If you can't swim, you should've said so.\I'm sinking!\I can swim!\I was just surprised that I didn't float!\Anyway, it'll be all right now that I'm here.\We'll quickly find the exit to the surface and escape...\Growl\Growl response:	Growl
context: I'm sinking!\I can swim!\I was just surprised that I didn't float!\Anyway, it'll be all right now that I'm here.\We'll quickly find the exit to the surface and escape...\Growl\Growl\Growl response:	Growl
context: I can swim!\I was just surprised that I didn't float!\Anyway, it'll be all right now that I'm here.\We'll quickly find the exit to the surface and escape...\Growl\Growl\Growl\Growl response:	Growl
context: I was just surprised that I didn't float!\Anyway, it'll be all right now that I'm here.\We'll quickly find the exit to the surface and escape...\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Anyway, it'll be all right now that I'm here.\We'll quickly find the exit to the surface and escape...\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: We'll quickly find the exit to the surface and escape...\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Growl response:	Escape...
context: Growl\Growl\Growl\Growl\Growl\Growl\Growl\Escape... response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Growl\Escape...\Growl response:	Growl
context: Growl\Growl\Growl\Growl\Growl\Escape...\Growl\Growl response:	Could it be that you're hungry or something?!
context: Growl\Growl\Growl\Growl\Escape...\Growl\Growl\Could it be that you're hungry or something?! response:	That would be you.
context: Growl\Growl\Growl\Escape...\Growl\Growl\Could it be that you're hungry or something?!\That would be you. response:	All right, leave it to me!
context: Growl\Growl\Escape...\Growl\Growl\Could it be that you're hungry or something?!\That would be you.\All right, leave it to me! response:	Kawagoe Specialty Sweet Potato Donut
context: Growl\Escape...\Growl\Growl\Could it be that you're hungry or something?!\That would be you.\All right, leave it to me!\Kawagoe Specialty Sweet Potato Donut response:	I'll write out a white talisman, and...
context: Escape...\Growl\Growl\Could it be that you're hungry or something?!\That would be you.\All right, leave it to me!\Kawagoe Specialty Sweet Potato Donut\I'll write out a white talisman, and... response:	Once I slap this talisman onto one of the wild mushrooms around here...
context: Growl\Growl\Could it be that you're hungry or something?!\That would be you.\All right, leave it to me!\Kawagoe Specialty Sweet Potato Donut\I'll write out a white talisman, and...\Once I slap this talisman onto one of the wild mushrooms around here... response:	Voila!
context: Growl\Could it be that you're hungry or something?!\That would be you.\All right, leave it to me!\Kawagoe Specialty Sweet Potato Donut\I'll write out a white talisman, and...\Once I slap this talisman onto one of the wild mushrooms around here...\Voila! response:	It's transformed into an 85-yen sweet potato donut, a Kawagoe specialty!
context: Could it be that you're hungry or something?!\That would be you.\All right, leave it to me!\Kawagoe Specialty Sweet Potato Donut\I'll write out a white talisman, and...\Once I slap this talisman onto one of the wild mushrooms around here...\Voila!\It's transformed into an 85-yen sweet potato donut, a Kawagoe specialty! response:	Still looks like a mushroom to me.
context: That would be you.\All right, leave it to me!\Kawagoe Specialty Sweet Potato Donut\I'll write out a white talisman, and...\Once I slap this talisman onto one of the wild mushrooms around here...\Voila!\It's transformed into an 85-yen sweet potato donut, a Kawagoe specialty!\Still looks like a mushroom to me. response:	Once you try it, you'll see it's a sweet potato donut.
context: All right, leave it to me!\Kawagoe Specialty Sweet Potato Donut\I'll write out a white talisman, and...\Once I slap this talisman onto one of the wild mushrooms around here...\Voila!\It's transformed into an 85-yen sweet potato donut, a Kawagoe specialty!\Still looks like a mushroom to me.\Once you try it, you'll see it's a sweet potato donut. response:	Probably.
context: Kawagoe Specialty Sweet Potato Donut\I'll write out a white talisman, and...\Once I slap this talisman onto one of the wild mushrooms around here...\Voila!\It's transformed into an 85-yen sweet potato donut, a Kawagoe specialty!\Still looks like a mushroom to me.\Once you try it, you'll see it's a sweet potato donut.\Probably. response:	Which means, even if I eat this, I won't become a denizen of the Netherworld.
context: I'll write out a white talisman, and...\Once I slap this talisman onto one of the wild mushrooms around here...\Voila!\It's transformed into an 85-yen sweet potato donut, a Kawagoe specialty!\Still looks like a mushroom to me.\Once you try it, you'll see it's a sweet potato donut.\Probably.\Which means, even if I eat this, I won't become a denizen of the Netherworld. response:	Maybe I'll give it a shot.
context: Once I slap this talisman onto one of the wild mushrooms around here...\Voila!\It's transformed into an 85-yen sweet potato donut, a Kawagoe specialty!\Still looks like a mushroom to me.\Once you try it, you'll see it's a sweet potato donut.\Probably.\Which means, even if I eat this, I won't become a denizen of the Netherworld.\Maybe I'll give it a shot. response:	Don't!
context: Voila!\It's transformed into an 85-yen sweet potato donut, a Kawagoe specialty!\Still looks like a mushroom to me.\Once you try it, you'll see it's a sweet potato donut.\Probably.\Which means, even if I eat this, I won't become a denizen of the Netherworld.\Maybe I'll give it a shot.\Don't! response:	I knew it.
context: It's transformed into an 85-yen sweet potato donut, a Kawagoe specialty!\Still looks like a mushroom to me.\Once you try it, you'll see it's a sweet potato donut.\Probably.\Which means, even if I eat this, I won't become a denizen of the Netherworld.\Maybe I'll give it a shot.\Don't!\I knew it. response:	Are you not confident in your power?
context: Still looks like a mushroom to me.\Once you try it, you'll see it's a sweet potato donut.\Probably.\Which means, even if I eat this, I won't become a denizen of the Netherworld.\Maybe I'll give it a shot.\Don't!\I knew it.\Are you not confident in your power? response:	You're a good-for-nothing woman.
context: Once you try it, you'll see it's a sweet potato donut.\Probably.\Which means, even if I eat this, I won't become a denizen of the Netherworld.\Maybe I'll give it a shot.\Don't!\I knew it.\Are you not confident in your power?\You're a good-for-nothing woman. response:	L-Like you're such a hotshot yourself.
context: Probably.\Which means, even if I eat this, I won't become a denizen of the Netherworld.\Maybe I'll give it a shot.\Don't!\I knew it.\Are you not confident in your power?\You're a good-for-nothing woman.\L-Like you're such a hotshot yourself. response:	Let's get going, Ms. Good-For-Nothing.
context: Which means, even if I eat this, I won't become a denizen of the Netherworld.\Maybe I'll give it a shot.\Don't!\I knew it.\Are you not confident in your power?\You're a good-for-nothing woman.\L-Like you're such a hotshot yourself.\Let's get going, Ms. Good-For-Nothing. response:	My name is Momozono Nanami!
context: Maybe I'll give it a shot.\Don't!\I knew it.\Are you not confident in your power?\You're a good-for-nothing woman.\L-Like you're such a hotshot yourself.\Let's get going, Ms. Good-For-Nothing.\My name is Momozono Nanami! response:	Now tell me your name, you creep!
context: Don't!\I knew it.\Are you not confident in your power?\You're a good-for-nothing woman.\L-Like you're such a hotshot yourself.\Let's get going, Ms. Good-For-Nothing.\My name is Momozono Nanami!\Now tell me your name, you creep! response:	Kirihito.
context: I knew it.\Are you not confident in your power?\You're a good-for-nothing woman.\L-Like you're such a hotshot yourself.\Let's get going, Ms. Good-For-Nothing.\My name is Momozono Nanami!\Now tell me your name, you creep!\Kirihito. response:	Kirihito...
context: Are you not confident in your power?\You're a good-for-nothing woman.\L-Like you're such a hotshot yourself.\Let's get going, Ms. Good-For-Nothing.\My name is Momozono Nanami!\Now tell me your name, you creep!\Kirihito.\Kirihito... response:	I love the enthusiasm, but do you actually know the way?
context: You're a good-for-nothing woman.\L-Like you're such a hotshot yourself.\Let's get going, Ms. Good-For-Nothing.\My name is Momozono Nanami!\Now tell me your name, you creep!\Kirihito.\Kirihito...\I love the enthusiasm, but do you actually know the way? response:	And besides, you're human, so why...
context: L-Like you're such a hotshot yourself.\Let's get going, Ms. Good-For-Nothing.\My name is Momozono Nanami!\Now tell me your name, you creep!\Kirihito.\Kirihito...\I love the enthusiasm, but do you actually know the way?\And besides, you're human, so why... response:	We have been waiting for you, human god and company.
context: Let's get going, Ms. Good-For-Nothing.\My name is Momozono Nanami!\Now tell me your name, you creep!\Kirihito.\Kirihito...\I love the enthusiasm, but do you actually know the way?\And besides, you're human, so why...\We have been waiting for you, human god and company. response:	Lady Nanami and...
context: My name is Momozono Nanami!\Now tell me your name, you creep!\Kirihito.\Kirihito...\I love the enthusiasm, but do you actually know the way?\And besides, you're human, so why...\We have been waiting for you, human god and company.\Lady Nanami and... response:	Hey, can you hear me?
context: Now tell me your name, you creep!\Kirihito.\Kirihito...\I love the enthusiasm, but do you actually know the way?\And besides, you're human, so why...\We have been waiting for you, human god and company.\Lady Nanami and...\Hey, can you hear me? response:	Our lady and mistress, the presiding goddess of the Netherworld, Lady Izanami...
context: Kirihito.\Kirihito...\I love the enthusiasm, but do you actually know the way?\And besides, you're human, so why...\We have been waiting for you, human god and company.\Lady Nanami and...\Hey, can you hear me?\Our lady and mistress, the presiding goddess of the Netherworld, Lady Izanami... response:	Hey, can you hear me?
context: Kirihito...\I love the enthusiasm, but do you actually know the way?\And besides, you're human, so why...\We have been waiting for you, human god and company.\Lady Nanami and...\Hey, can you hear me?\Our lady and mistress, the presiding goddess of the Netherworld, Lady Izanami...\Hey, can you hear me? response:	Izanami of the Netherworld...
context: I love the enthusiasm, but do you actually know the way?\And besides, you're human, so why...\We have been waiting for you, human god and company.\Lady Nanami and...\Hey, can you hear me?\Our lady and mistress, the presiding goddess of the Netherworld, Lady Izanami...\Hey, can you hear me?\Izanami of the Netherworld... response:	That night, I was looking
context: And besides, you're human, so why...\We have been waiting for you, human god and company.\Lady Nanami and...\Hey, can you hear me?\Our lady and mistress, the presiding goddess of the Netherworld, Lady Izanami...\Hey, can you hear me?\Izanami of the Netherworld...\That night, I was looking response:	at the fleeting remnants of the day
context: We have been waiting for you, human god and company.\Lady Nanami and...\Hey, can you hear me?\Our lady and mistress, the presiding goddess of the Netherworld, Lady Izanami...\Hey, can you hear me?\Izanami of the Netherworld...\That night, I was looking\at the fleeting remnants of the day response:	The milky way spread across my vision
context: Lady Nanami and...\Hey, can you hear me?\Our lady and mistress, the presiding goddess of the Netherworld, Lady Izanami...\Hey, can you hear me?\Izanami of the Netherworld...\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision response:	It was very beautiful
context: Hey, can you hear me?\Our lady and mistress, the presiding goddess of the Netherworld, Lady Izanami...\Hey, can you hear me?\Izanami of the Netherworld...\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful response:	Hey, can you hear me?
context: Our lady and mistress, the presiding goddess of the Netherworld, Lady Izanami...\Hey, can you hear me?\Izanami of the Netherworld...\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me? response:	I don't think I can talk to other people about this
context: Hey, can you hear me?\Izanami of the Netherworld...\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this response:	I'll call up God, I think
