context: Steel Lady Nanase Wiki response:	Name: Anonymous 09/03 23:57 hhI was just attacked by Steel Lady Nanase hhin a park in East Makurazaka City!
context: It'll all be up to you after that, Kuro-senpai.\Yeah, I'll go get the future that goes along with your solution.\I'll die as many times as I need to for you.\There's not just a single future.\When you look into the future from the present,\it splits, changes, and spreads out into different paths.\There are paths to various kinds of futures, and any future is possible.\And when you choose a path and move forward, response:	all the splits behind you disappear, and your past becomes one path.
context: Yeah, I'll go get the future that goes along with your solution.\I'll die as many times as I need to for you.\There's not just a single future.\When you look into the future from the present,\it splits, changes, and spreads out into different paths.\There are paths to various kinds of futures, and any future is possible.\And when you choose a path and move forward,\all the splits behind you disappear, and your past becomes one path. response:	One path to the past and infinite paths to the future.
context: I'll die as many times as I need to for you.\There's not just a single future.\When you look into the future from the present,\it splits, changes, and spreads out into different paths.\There are paths to various kinds of futures, and any future is possible.\And when you choose a path and move forward,\all the splits behind you disappear, and your past becomes one path.\One path to the past and infinite paths to the future. response:	The future is always unknown and undecided.
context: There's not just a single future.\When you look into the future from the present,\it splits, changes, and spreads out into different paths.\There are paths to various kinds of futures, and any future is possible.\And when you choose a path and move forward,\all the splits behind you disappear, and your past becomes one path.\One path to the past and infinite paths to the future.\The future is always unknown and undecided. response:	But wouldn't that make telling the future impossible?
context: When you look into the future from the present,\it splits, changes, and spreads out into different paths.\There are paths to various kinds of futures, and any future is possible.\And when you choose a path and move forward,\all the splits behind you disappear, and your past becomes one path.\One path to the past and infinite paths to the future.\The future is always unknown and undecided.\But wouldn't that make telling the future impossible? response:	If the future continues splitting infinitely,
context: it splits, changes, and spreads out into different paths.\There are paths to various kinds of futures, and any future is possible.\And when you choose a path and move forward,\all the splits behind you disappear, and your past becomes one path.\One path to the past and infinite paths to the future.\The future is always unknown and undecided.\But wouldn't that make telling the future impossible?\If the future continues splitting infinitely, response:	there's no way to find a single destination.
context: There are paths to various kinds of futures, and any future is possible.\And when you choose a path and move forward,\all the splits behind you disappear, and your past becomes one path.\One path to the past and infinite paths to the future.\The future is always unknown and undecided.\But wouldn't that make telling the future impossible?\If the future continues splitting infinitely,\there's no way to find a single destination. response:	But the kudan is able to predict the future without fail.
context: And when you choose a path and move forward,\all the splits behind you disappear, and your past becomes one path.\One path to the past and infinite paths to the future.\The future is always unknown and undecided.\But wouldn't that make telling the future impossible?\If the future continues splitting infinitely,\there's no way to find a single destination.\But the kudan is able to predict the future without fail. response:	So why the contradiction?
context: all the splits behind you disappear, and your past becomes one path.\One path to the past and infinite paths to the future.\The future is always unknown and undecided.\But wouldn't that make telling the future impossible?\If the future continues splitting infinitely,\there's no way to find a single destination.\But the kudan is able to predict the future without fail.\So why the contradiction? response:	The kudan doesn't make predictions by looking into the future.
context: One path to the past and infinite paths to the future.\The future is always unknown and undecided.\But wouldn't that make telling the future impossible?\If the future continues splitting infinitely,\there's no way to find a single destination.\But the kudan is able to predict the future without fail.\So why the contradiction?\The kudan doesn't make predictions by looking into the future. response:	The kudan is able to make those infinite splits into a single future.
context: The future is always unknown and undecided.\But wouldn't that make telling the future impossible?\If the future continues splitting infinitely,\there's no way to find a single destination.\But the kudan is able to predict the future without fail.\So why the contradiction?\The kudan doesn't make predictions by looking into the future.\The kudan is able to make those infinite splits into a single future. response:	It has the power to determine which future will occur
context: But wouldn't that make telling the future impossible?\If the future continues splitting infinitely,\there's no way to find a single destination.\But the kudan is able to predict the future without fail.\So why the contradiction?\The kudan doesn't make predictions by looking into the future.\The kudan is able to make those infinite splits into a single future.\It has the power to determine which future will occur response:	and what destination awaits.
context: If the future continues splitting infinitely,\there's no way to find a single destination.\But the kudan is able to predict the future without fail.\So why the contradiction?\The kudan doesn't make predictions by looking into the future.\The kudan is able to make those infinite splits into a single future.\It has the power to determine which future will occur\and what destination awaits. response:	So that's the true power of the prophet beast kudan?
context: there's no way to find a single destination.\But the kudan is able to predict the future without fail.\So why the contradiction?\The kudan doesn't make predictions by looking into the future.\The kudan is able to make those infinite splits into a single future.\It has the power to determine which future will occur\and what destination awaits.\So that's the true power of the prophet beast kudan? response:	What a terrifying power.
context: But the kudan is able to predict the future without fail.\So why the contradiction?\The kudan doesn't make predictions by looking into the future.\The kudan is able to make those infinite splits into a single future.\It has the power to determine which future will occur\and what destination awaits.\So that's the true power of the prophet beast kudan?\What a terrifying power. response:	In exchange for using that power, the kudan loses its life.
context: So why the contradiction?\The kudan doesn't make predictions by looking into the future.\The kudan is able to make those infinite splits into a single future.\It has the power to determine which future will occur\and what destination awaits.\So that's the true power of the prophet beast kudan?\What a terrifying power.\In exchange for using that power, the kudan loses its life. response:	It looks through the endless amounts of futures and chooses one,
context: The kudan doesn't make predictions by looking into the future.\The kudan is able to make those infinite splits into a single future.\It has the power to determine which future will occur\and what destination awaits.\So that's the true power of the prophet beast kudan?\What a terrifying power.\In exchange for using that power, the kudan loses its life.\It looks through the endless amounts of futures and chooses one, response:	so its life probably burns out.
context: The kudan is able to make those infinite splits into a single future.\It has the power to determine which future will occur\and what destination awaits.\So that's the true power of the prophet beast kudan?\What a terrifying power.\In exchange for using that power, the kudan loses its life.\It looks through the endless amounts of futures and chooses one,\so its life probably burns out. response:	But it can't determine any kind of future.
context: It has the power to determine which future will occur\and what destination awaits.\So that's the true power of the prophet beast kudan?\What a terrifying power.\In exchange for using that power, the kudan loses its life.\It looks through the endless amounts of futures and chooses one,\so its life probably burns out.\But it can't determine any kind of future. response:	They can't use it to their advantage, either.
context: and what destination awaits.\So that's the true power of the prophet beast kudan?\What a terrifying power.\In exchange for using that power, the kudan loses its life.\It looks through the endless amounts of futures and chooses one,\so its life probably burns out.\But it can't determine any kind of future.\They can't use it to their advantage, either. response:	Are there limits?
context: So that's the true power of the prophet beast kudan?\What a terrifying power.\In exchange for using that power, the kudan loses its life.\It looks through the endless amounts of futures and chooses one,\so its life probably burns out.\But it can't determine any kind of future.\They can't use it to their advantage, either.\Are there limits? response:	Well, if I'm not prepared to die,
context: What a terrifying power.\In exchange for using that power, the kudan loses its life.\It looks through the endless amounts of futures and chooses one,\so its life probably burns out.\But it can't determine any kind of future.\They can't use it to their advantage, either.\Are there limits?\Well, if I'm not prepared to die, response:	I can't see the splits in the future and choose.
context: In exchange for using that power, the kudan loses its life.\It looks through the endless amounts of futures and chooses one,\so its life probably burns out.\But it can't determine any kind of future.\They can't use it to their advantage, either.\Are there limits?\Well, if I'm not prepared to die,\I can't see the splits in the future and choose. response:	Perhaps the kudan doesn't die because it states its prophecy,
context: It looks through the endless amounts of futures and chooses one,\so its life probably burns out.\But it can't determine any kind of future.\They can't use it to their advantage, either.\Are there limits?\Well, if I'm not prepared to die,\I can't see the splits in the future and choose.\Perhaps the kudan doesn't die because it states its prophecy, response:	but is able to state its prophecy because it's about to die.
context: so its life probably burns out.\But it can't determine any kind of future.\They can't use it to their advantage, either.\Are there limits?\Well, if I'm not prepared to die,\I can't see the splits in the future and choose.\Perhaps the kudan doesn't die because it states its prophecy,\but is able to state its prophecy because it's about to die. response:	Then I guess seeing the future is a privilege for those who are about to die.
context: But it can't determine any kind of future.\They can't use it to their advantage, either.\Are there limits?\Well, if I'm not prepared to die,\I can't see the splits in the future and choose.\Perhaps the kudan doesn't die because it states its prophecy,\but is able to state its prophecy because it's about to die.\Then I guess seeing the future is a privilege for those who are about to die. response:	You talk like it doesn't apply to you.
context: They can't use it to their advantage, either.\Are there limits?\Well, if I'm not prepared to die,\I can't see the splits in the future and choose.\Perhaps the kudan doesn't die because it states its prophecy,\but is able to state its prophecy because it's about to die.\Then I guess seeing the future is a privilege for those who are about to die.\You talk like it doesn't apply to you. response:	Well, I can return to life.
context: Are there limits?\Well, if I'm not prepared to die,\I can't see the splits in the future and choose.\Perhaps the kudan doesn't die because it states its prophecy,\but is able to state its prophecy because it's about to die.\Then I guess seeing the future is a privilege for those who are about to die.\You talk like it doesn't apply to you.\Well, I can return to life. response:	Also, I can only choose futures that have a high probability of occurring.
context: Well, if I'm not prepared to die,\I can't see the splits in the future and choose.\Perhaps the kudan doesn't die because it states its prophecy,\but is able to state its prophecy because it's about to die.\Then I guess seeing the future is a privilege for those who are about to die.\You talk like it doesn't apply to you.\Well, I can return to life.\Also, I can only choose futures that have a high probability of occurring. response:	If we're talking about a year into the future,
context: I can't see the splits in the future and choose.\Perhaps the kudan doesn't die because it states its prophecy,\but is able to state its prophecy because it's about to die.\Then I guess seeing the future is a privilege for those who are about to die.\You talk like it doesn't apply to you.\Well, I can return to life.\Also, I can only choose futures that have a high probability of occurring.\If we're talking about a year into the future, response:	there are too many splits, so I can't choose.
context: Perhaps the kudan doesn't die because it states its prophecy,\but is able to state its prophecy because it's about to die.\Then I guess seeing the future is a privilege for those who are about to die.\You talk like it doesn't apply to you.\Well, I can return to life.\Also, I can only choose futures that have a high probability of occurring.\If we're talking about a year into the future,\there are too many splits, so I can't choose. response:	And if the probability of that future happening is too low,
context: but is able to state its prophecy because it's about to die.\Then I guess seeing the future is a privilege for those who are about to die.\You talk like it doesn't apply to you.\Well, I can return to life.\Also, I can only choose futures that have a high probability of occurring.\If we're talking about a year into the future,\there are too many splits, so I can't choose.\And if the probability of that future happening is too low, response:	the branch is far away and hard to grasp.
context: Then I guess seeing the future is a privilege for those who are about to die.\You talk like it doesn't apply to you.\Well, I can return to life.\Also, I can only choose futures that have a high probability of occurring.\If we're talking about a year into the future,\there are too many splits, so I can't choose.\And if the probability of that future happening is too low,\the branch is far away and hard to grasp. response:	This all sounds like a pain.
context: You talk like it doesn't apply to you.\Well, I can return to life.\Also, I can only choose futures that have a high probability of occurring.\If we're talking about a year into the future,\there are too many splits, so I can't choose.\And if the probability of that future happening is too low,\the branch is far away and hard to grasp.\This all sounds like a pain. response:	Yeah.
context: Well, I can return to life.\Also, I can only choose futures that have a high probability of occurring.\If we're talking about a year into the future,\there are too many splits, so I can't choose.\And if the probability of that future happening is too low,\the branch is far away and hard to grasp.\This all sounds like a pain.\Yeah. response:	By the way, Kuro-san,
context: Also, I can only choose futures that have a high probability of occurring.\If we're talking about a year into the future,\there are too many splits, so I can't choose.\And if the probability of that future happening is too low,\the branch is far away and hard to grasp.\This all sounds like a pain.\Yeah.\By the way, Kuro-san, response:	I wanted to report something to you today.
context: If we're talking about a year into the future,\there are too many splits, so I can't choose.\And if the probability of that future happening is too low,\the branch is far away and hard to grasp.\This all sounds like a pain.\Yeah.\By the way, Kuro-san,\I wanted to report something to you today. response:	Report?
context: there are too many splits, so I can't choose.\And if the probability of that future happening is too low,\the branch is far away and hard to grasp.\This all sounds like a pain.\Yeah.\By the way, Kuro-san,\I wanted to report something to you today.\Report? response:	Yes! I just received my letter of acceptance!
context: And if the probability of that future happening is too low,\the branch is far away and hard to grasp.\This all sounds like a pain.\Yeah.\By the way, Kuro-san,\I wanted to report something to you today.\Report?\Yes! I just received my letter of acceptance! response:	Iwanaga Kotoko-dono
context: the branch is far away and hard to grasp.\This all sounds like a pain.\Yeah.\By the way, Kuro-san,\I wanted to report something to you today.\Report?\Yes! I just received my letter of acceptance!\Iwanaga Kotoko-dono response:	Letter of Acceptance
context: This all sounds like a pain.\Yeah.\By the way, Kuro-san,\I wanted to report something to you today.\Report?\Yes! I just received my letter of acceptance!\Iwanaga Kotoko-dono\Letter of Acceptance response:	We are pleased to inform you that you have passed the entrance exam for our law program.
context: Yeah.\By the way, Kuro-san,\I wanted to report something to you today.\Report?\Yes! I just received my letter of acceptance!\Iwanaga Kotoko-dono\Letter of Acceptance\We are pleased to inform you that you have passed the entrance exam for our law program. response:	Oh, congrats.
context: By the way, Kuro-san,\I wanted to report something to you today.\Report?\Yes! I just received my letter of acceptance!\Iwanaga Kotoko-dono\Letter of Acceptance\We are pleased to inform you that you have passed the entrance exam for our law program.\Oh, congrats. response:	We'll be going to the same university in the spring, Kuro-senpai.
context: I wanted to report something to you today.\Report?\Yes! I just received my letter of acceptance!\Iwanaga Kotoko-dono\Letter of Acceptance\We are pleased to inform you that you have passed the entrance exam for our law program.\Oh, congrats.\We'll be going to the same university in the spring, Kuro-senpai. response:	Kuro-senpai, when Steel Lady Nanase killed you earlier,
context: Report?\Yes! I just received my letter of acceptance!\Iwanaga Kotoko-dono\Letter of Acceptance\We are pleased to inform you that you have passed the entrance exam for our law program.\Oh, congrats.\We'll be going to the same university in the spring, Kuro-senpai.\Kuro-senpai, when Steel Lady Nanase killed you earlier, response:	were you not able to see a future in which she was destroyed?
context: Yes! I just received my letter of acceptance!\Iwanaga Kotoko-dono\Letter of Acceptance\We are pleased to inform you that you have passed the entrance exam for our law program.\Oh, congrats.\We'll be going to the same university in the spring, Kuro-senpai.\Kuro-senpai, when Steel Lady Nanase killed you earlier,\were you not able to see a future in which she was destroyed? response:	There probably was one, but I couldn't reach it.
context: Iwanaga Kotoko-dono\Letter of Acceptance\We are pleased to inform you that you have passed the entrance exam for our law program.\Oh, congrats.\We'll be going to the same university in the spring, Kuro-senpai.\Kuro-senpai, when Steel Lady Nanase killed you earlier,\were you not able to see a future in which she was destroyed?\There probably was one, but I couldn't reach it. response:	There were too many splits, so I couldn't sort through them in time.
context: Letter of Acceptance\We are pleased to inform you that you have passed the entrance exam for our law program.\Oh, congrats.\We'll be going to the same university in the spring, Kuro-senpai.\Kuro-senpai, when Steel Lady Nanase killed you earlier,\were you not able to see a future in which she was destroyed?\There probably was one, but I couldn't reach it.\There were too many splits, so I couldn't sort through them in time. response:	Determining the best future to defeat that thing
context: We are pleased to inform you that you have passed the entrance exam for our law program.\Oh, congrats.\We'll be going to the same university in the spring, Kuro-senpai.\Kuro-senpai, when Steel Lady Nanase killed you earlier,\were you not able to see a future in which she was destroyed?\There probably was one, but I couldn't reach it.\There were too many splits, so I couldn't sort through them in time.\Determining the best future to defeat that thing response:	and coming back to life took everything out of me.
context: Oh, congrats.\We'll be going to the same university in the spring, Kuro-senpai.\Kuro-senpai, when Steel Lady Nanase killed you earlier,\were you not able to see a future in which she was destroyed?\There probably was one, but I couldn't reach it.\There were too many splits, so I couldn't sort through them in time.\Determining the best future to defeat that thing\and coming back to life took everything out of me. response:	Though, you didn't actually defeat her.
context: We'll be going to the same university in the spring, Kuro-senpai.\Kuro-senpai, when Steel Lady Nanase killed you earlier,\were you not able to see a future in which she was destroyed?\There probably was one, but I couldn't reach it.\There were too many splits, so I couldn't sort through them in time.\Determining the best future to defeat that thing\and coming back to life took everything out of me.\Though, you didn't actually defeat her. response:	You always think you can solve everything on your own.
context: Kuro-senpai, when Steel Lady Nanase killed you earlier,\were you not able to see a future in which she was destroyed?\There probably was one, but I couldn't reach it.\There were too many splits, so I couldn't sort through them in time.\Determining the best future to defeat that thing\and coming back to life took everything out of me.\Though, you didn't actually defeat her.\You always think you can solve everything on your own. response:	Look who's talking.
context: were you not able to see a future in which she was destroyed?\There probably was one, but I couldn't reach it.\There were too many splits, so I couldn't sort through them in time.\Determining the best future to defeat that thing\and coming back to life took everything out of me.\Though, you didn't actually defeat her.\You always think you can solve everything on your own.\Look who's talking. response:	I can come back to life, but if you die, that's it.
context: There probably was one, but I couldn't reach it.\There were too many splits, so I couldn't sort through them in time.\Determining the best future to defeat that thing\and coming back to life took everything out of me.\Though, you didn't actually defeat her.\You always think you can solve everything on your own.\Look who's talking.\I can come back to life, but if you die, that's it. response:	You leave me alone for a week, and now you act like you're my guardian or something?
context: There were too many splits, so I couldn't sort through them in time.\Determining the best future to defeat that thing\and coming back to life took everything out of me.\Though, you didn't actually defeat her.\You always think you can solve everything on your own.\Look who's talking.\I can come back to life, but if you die, that's it.\You leave me alone for a week, and now you act like you're my guardian or something? response:	Back then, Senpai died once, determined a future, and came back.
context: Determining the best future to defeat that thing\and coming back to life took everything out of me.\Though, you didn't actually defeat her.\You always think you can solve everything on your own.\Look who's talking.\I can come back to life, but if you die, that's it.\You leave me alone for a week, and now you act like you're my guardian or something?\Back then, Senpai died once, determined a future, and came back. response:	But even then, he couldn't choose a future where he was able to
context: and coming back to life took everything out of me.\Though, you didn't actually defeat her.\You always think you can solve everything on your own.\Look who's talking.\I can come back to life, but if you die, that's it.\You leave me alone for a week, and now you act like you're my guardian or something?\Back then, Senpai died once, determined a future, and came back.\But even then, he couldn't choose a future where he was able to response:	defeat Steel Lady Nanase and win.
context: Though, you didn't actually defeat her.\You always think you can solve everything on your own.\Look who's talking.\I can come back to life, but if you die, that's it.\You leave me alone for a week, and now you act like you're my guardian or something?\Back then, Senpai died once, determined a future, and came back.\But even then, he couldn't choose a future where he was able to\defeat Steel Lady Nanase and win. response:	That was a future outside of Senpai's grasp.
context: You always think you can solve everything on your own.\Look who's talking.\I can come back to life, but if you die, that's it.\You leave me alone for a week, and now you act like you're my guardian or something?\Back then, Senpai died once, determined a future, and came back.\But even then, he couldn't choose a future where he was able to\defeat Steel Lady Nanase and win.\That was a future outside of Senpai's grasp. response:	That's why I have to make it something obtainable.
context: Look who's talking.\I can come back to life, but if you die, that's it.\You leave me alone for a week, and now you act like you're my guardian or something?\Back then, Senpai died once, determined a future, and came back.\But even then, he couldn't choose a future where he was able to\defeat Steel Lady Nanase and win.\That was a future outside of Senpai's grasp.\That's why I have to make it something obtainable. response:	If I can at least set up an opportunity, we can defeat Steel Lady Nanase.
context: I can come back to life, but if you die, that's it.\You leave me alone for a week, and now you act like you're my guardian or something?\Back then, Senpai died once, determined a future, and came back.\But even then, he couldn't choose a future where he was able to\defeat Steel Lady Nanase and win.\That was a future outside of Senpai's grasp.\That's why I have to make it something obtainable.\If I can at least set up an opportunity, we can defeat Steel Lady Nanase. response:	Senpai will make that opportunity a reality.
context: You leave me alone for a week, and now you act like you're my guardian or something?\Back then, Senpai died once, determined a future, and came back.\But even then, he couldn't choose a future where he was able to\defeat Steel Lady Nanase and win.\That was a future outside of Senpai's grasp.\That's why I have to make it something obtainable.\If I can at least set up an opportunity, we can defeat Steel Lady Nanase.\Senpai will make that opportunity a reality. response:	So you haven't told Saki-san about her, have you?
context: Back then, Senpai died once, determined a future, and came back.\But even then, he couldn't choose a future where he was able to\defeat Steel Lady Nanase and win.\That was a future outside of Senpai's grasp.\That's why I have to make it something obtainable.\If I can at least set up an opportunity, we can defeat Steel Lady Nanase.\Senpai will make that opportunity a reality.\So you haven't told Saki-san about her, have you? response:	Not a single word.
context: But even then, he couldn't choose a future where he was able to\defeat Steel Lady Nanase and win.\That was a future outside of Senpai's grasp.\That's why I have to make it something obtainable.\If I can at least set up an opportunity, we can defeat Steel Lady Nanase.\Senpai will make that opportunity a reality.\So you haven't told Saki-san about her, have you?\Not a single word. response:	Yeah. It hasn't been determined that she's actually involved in any of this.
context: defeat Steel Lady Nanase and win.\That was a future outside of Senpai's grasp.\That's why I have to make it something obtainable.\If I can at least set up an opportunity, we can defeat Steel Lady Nanase.\Senpai will make that opportunity a reality.\So you haven't told Saki-san about her, have you?\Not a single word.\Yeah. It hasn't been determined that she's actually involved in any of this. response:	Senpai, didn't you try picking a future where you
context: That was a future outside of Senpai's grasp.\That's why I have to make it something obtainable.\If I can at least set up an opportunity, we can defeat Steel Lady Nanase.\Senpai will make that opportunity a reality.\So you haven't told Saki-san about her, have you?\Not a single word.\Yeah. It hasn't been determined that she's actually involved in any of this.\Senpai, didn't you try picking a future where you response:	and Saki-san didn't break up with your power over the future?
context: That's why I have to make it something obtainable.\If I can at least set up an opportunity, we can defeat Steel Lady Nanase.\Senpai will make that opportunity a reality.\So you haven't told Saki-san about her, have you?\Not a single word.\Yeah. It hasn't been determined that she's actually involved in any of this.\Senpai, didn't you try picking a future where you\and Saki-san didn't break up with your power over the future? response:	If I can do that,
context: If I can at least set up an opportunity, we can defeat Steel Lady Nanase.\Senpai will make that opportunity a reality.\So you haven't told Saki-san about her, have you?\Not a single word.\Yeah. It hasn't been determined that she's actually involved in any of this.\Senpai, didn't you try picking a future where you\and Saki-san didn't break up with your power over the future?\If I can do that, response:	I'm going to go grab a future where it's okay for me to break up with you.
context: Senpai will make that opportunity a reality.\So you haven't told Saki-san about her, have you?\Not a single word.\Yeah. It hasn't been determined that she's actually involved in any of this.\Senpai, didn't you try picking a future where you\and Saki-san didn't break up with your power over the future?\If I can do that,\I'm going to go grab a future where it's okay for me to break up with you. response:	Th-That's totally unfair! How dastardly can you get?!
context: So you haven't told Saki-san about her, have you?\Not a single word.\Yeah. It hasn't been determined that she's actually involved in any of this.\Senpai, didn't you try picking a future where you\and Saki-san didn't break up with your power over the future?\If I can do that,\I'm going to go grab a future where it's okay for me to break up with you.\Th-That's totally unfair! How dastardly can you get?! response:	Stop laughing!
context: Not a single word.\Yeah. It hasn't been determined that she's actually involved in any of this.\Senpai, didn't you try picking a future where you\and Saki-san didn't break up with your power over the future?\If I can do that,\I'm going to go grab a future where it's okay for me to break up with you.\Th-That's totally unfair! How dastardly can you get?!\Stop laughing! response:	Makurazaka Central Park
context: Yeah. It hasn't been determined that she's actually involved in any of this.\Senpai, didn't you try picking a future where you\and Saki-san didn't break up with your power over the future?\If I can do that,\I'm going to go grab a future where it's okay for me to break up with you.\Th-That's totally unfair! How dastardly can you get?!\Stop laughing!\Makurazaka Central Park response:	Don't worry.
context: Senpai, didn't you try picking a future where you\and Saki-san didn't break up with your power over the future?\If I can do that,\I'm going to go grab a future where it's okay for me to break up with you.\Th-That's totally unfair! How dastardly can you get?!\Stop laughing!\Makurazaka Central Park\Don't worry. response:	It's not as if I think I can get back with Saki-san.
context: and Saki-san didn't break up with your power over the future?\If I can do that,\I'm going to go grab a future where it's okay for me to break up with you.\Th-That's totally unfair! How dastardly can you get?!\Stop laughing!\Makurazaka Central Park\Don't worry.\It's not as if I think I can get back with Saki-san. response:	I'm pretty sure she feels the same way.
context: If I can do that,\I'm going to go grab a future where it's okay for me to break up with you.\Th-That's totally unfair! How dastardly can you get?!\Stop laughing!\Makurazaka Central Park\Don't worry.\It's not as if I think I can get back with Saki-san.\I'm pretty sure she feels the same way. response:	I don't appreciate you two agreeing like that, either.
context: I'm going to go grab a future where it's okay for me to break up with you.\Th-That's totally unfair! How dastardly can you get?!\Stop laughing!\Makurazaka Central Park\Don't worry.\It's not as if I think I can get back with Saki-san.\I'm pretty sure she feels the same way.\I don't appreciate you two agreeing like that, either. response:	So what exactly do you want me to say?
context: Th-That's totally unfair! How dastardly can you get?!\Stop laughing!\Makurazaka Central Park\Don't worry.\It's not as if I think I can get back with Saki-san.\I'm pretty sure she feels the same way.\I don't appreciate you two agreeing like that, either.\So what exactly do you want me to say? response:	Passionately say that you'll make me happy, no matter what.
context: Stop laughing!\Makurazaka Central Park\Don't worry.\It's not as if I think I can get back with Saki-san.\I'm pretty sure she feels the same way.\I don't appreciate you two agreeing like that, either.\So what exactly do you want me to say?\Passionately say that you'll make me happy, no matter what. response:	What's so funny?
context: Makurazaka Central Park\Don't worry.\It's not as if I think I can get back with Saki-san.\I'm pretty sure she feels the same way.\I don't appreciate you two agreeing like that, either.\So what exactly do you want me to say?\Passionately say that you'll make me happy, no matter what.\What's so funny? response:	Kuro-senpai's attachments to others can seem rather weak.
context: Don't worry.\It's not as if I think I can get back with Saki-san.\I'm pretty sure she feels the same way.\I don't appreciate you two agreeing like that, either.\So what exactly do you want me to say?\Passionately say that you'll make me happy, no matter what.\What's so funny?\Kuro-senpai's attachments to others can seem rather weak. response:	So weak that I can see him leaving me one day and seeing it as a favor.
context: It's not as if I think I can get back with Saki-san.\I'm pretty sure she feels the same way.\I don't appreciate you two agreeing like that, either.\So what exactly do you want me to say?\Passionately say that you'll make me happy, no matter what.\What's so funny?\Kuro-senpai's attachments to others can seem rather weak.\So weak that I can see him leaving me one day and seeing it as a favor. response:	He's such a pain.
context: I'm pretty sure she feels the same way.\I don't appreciate you two agreeing like that, either.\So what exactly do you want me to say?\Passionately say that you'll make me happy, no matter what.\What's so funny?\Kuro-senpai's attachments to others can seem rather weak.\So weak that I can see him leaving me one day and seeing it as a favor.\He's such a pain. response:	Why can't you be true to your feelings?
context: I don't appreciate you two agreeing like that, either.\So what exactly do you want me to say?\Passionately say that you'll make me happy, no matter what.\What's so funny?\Kuro-senpai's attachments to others can seem rather weak.\So weak that I can see him leaving me one day and seeing it as a favor.\He's such a pain.\Why can't you be true to your feelings? response:	Let's head to the hotel. Once you get through the park, turn right.
context: So what exactly do you want me to say?\Passionately say that you'll make me happy, no matter what.\What's so funny?\Kuro-senpai's attachments to others can seem rather weak.\So weak that I can see him leaving me one day and seeing it as a favor.\He's such a pain.\Why can't you be true to your feelings?\Let's head to the hotel. Once you get through the park, turn right. response:	Okay.
context: Passionately say that you'll make me happy, no matter what.\What's so funny?\Kuro-senpai's attachments to others can seem rather weak.\So weak that I can see him leaving me one day and seeing it as a favor.\He's such a pain.\Why can't you be true to your feelings?\Let's head to the hotel. Once you get through the park, turn right.\Okay. response:	I need to think.
context: What's so funny?\Kuro-senpai's attachments to others can seem rather weak.\So weak that I can see him leaving me one day and seeing it as a favor.\He's such a pain.\Why can't you be true to your feelings?\Let's head to the hotel. Once you get through the park, turn right.\Okay.\I need to think. response:	If a victim turns up, creating this solution will become even more difficult.
context: Kuro-senpai's attachments to others can seem rather weak.\So weak that I can see him leaving me one day and seeing it as a favor.\He's such a pain.\Why can't you be true to your feelings?\Let's head to the hotel. Once you get through the park, turn right.\Okay.\I need to think.\If a victim turns up, creating this solution will become even more difficult. response:	It's okay. I'm sure Steel Lady Nanase won't be able to kill anyone yet.
context: So weak that I can see him leaving me one day and seeing it as a favor.\He's such a pain.\Why can't you be true to your feelings?\Let's head to the hotel. Once you get through the park, turn right.\Okay.\I need to think.\If a victim turns up, creating this solution will become even more difficult.\It's okay. I'm sure Steel Lady Nanase won't be able to kill anyone yet. response:	As long as no one tries to approach her, nothing should happen tonight.
context: He's such a pain.\Why can't you be true to your feelings?\Let's head to the hotel. Once you get through the park, turn right.\Okay.\I need to think.\If a victim turns up, creating this solution will become even more difficult.\It's okay. I'm sure Steel Lady Nanase won't be able to kill anyone yet.\As long as no one tries to approach her, nothing should happen tonight. response:	I'm a police officer.
context: Why can't you be true to your feelings?\Let's head to the hotel. Once you get through the park, turn right.\Okay.\I need to think.\If a victim turns up, creating this solution will become even more difficult.\It's okay. I'm sure Steel Lady Nanase won't be able to kill anyone yet.\As long as no one tries to approach her, nothing should happen tonight.\I'm a police officer. response:	What are you doing at this hour dressed like that?
context: Let's head to the hotel. Once you get through the park, turn right.\Okay.\I need to think.\If a victim turns up, creating this solution will become even more difficult.\It's okay. I'm sure Steel Lady Nanase won't be able to kill anyone yet.\As long as no one tries to approach her, nothing should happen tonight.\I'm a police officer.\What are you doing at this hour dressed like that? response:	Just like the rumors said...
context: Okay.\I need to think.\If a victim turns up, creating this solution will become even more difficult.\It's okay. I'm sure Steel Lady Nanase won't be able to kill anyone yet.\As long as no one tries to approach her, nothing should happen tonight.\I'm a police officer.\What are you doing at this hour dressed like that?\Just like the rumors said... response:	A woman without a face, wearing a red dress, and carrying a steel beam.
context: I need to think.\If a victim turns up, creating this solution will become even more difficult.\It's okay. I'm sure Steel Lady Nanase won't be able to kill anyone yet.\As long as no one tries to approach her, nothing should happen tonight.\I'm a police officer.\What are you doing at this hour dressed like that?\Just like the rumors said...\A woman without a face, wearing a red dress, and carrying a steel beam. response:	Are they using special effects makeup? It's pretty well-done.
context: If a victim turns up, creating this solution will become even more difficult.\It's okay. I'm sure Steel Lady Nanase won't be able to kill anyone yet.\As long as no one tries to approach her, nothing should happen tonight.\I'm a police officer.\What are you doing at this hour dressed like that?\Just like the rumors said...\A woman without a face, wearing a red dress, and carrying a steel beam.\Are they using special effects makeup? It's pretty well-done. response:	Is she charging me? Then I have no choice.
