context: New School Term response:	I knew this would happen, but...
context: Then we're all here, huh? Let's go!\Okay!\There was no one here from the start.\The moment I answered him, I felt a lump in my throat.\Teacher, will the seat next to me be empty for the rest of my life?\All right. Next, seat 5. The match with Sugawara.\To me, that was a magic ticket.\Good luck. response:	As long as I had that ticket,
context: Okay!\There was no one here from the start.\The moment I answered him, I felt a lump in my throat.\Teacher, will the seat next to me be empty for the rest of my life?\All right. Next, seat 5. The match with Sugawara.\To me, that was a magic ticket.\Good luck.\As long as I had that ticket, response:	somebody would always,
context: There was no one here from the start.\The moment I answered him, I felt a lump in my throat.\Teacher, will the seat next to me be empty for the rest of my life?\All right. Next, seat 5. The match with Sugawara.\To me, that was a magic ticket.\Good luck.\As long as I had that ticket,\somebody would always, response:	automatically,
context: The moment I answered him, I felt a lump in my throat.\Teacher, will the seat next to me be empty for the rest of my life?\All right. Next, seat 5. The match with Sugawara.\To me, that was a magic ticket.\Good luck.\As long as I had that ticket,\somebody would always,\automatically, response:	sit across from me.
context: Teacher, will the seat next to me be empty for the rest of my life?\All right. Next, seat 5. The match with Sugawara.\To me, that was a magic ticket.\Good luck.\As long as I had that ticket,\somebody would always,\automatically,\sit across from me. response:	I encountered many different kinds of people.
context: All right. Next, seat 5. The match with Sugawara.\To me, that was a magic ticket.\Good luck.\As long as I had that ticket,\somebody would always,\automatically,\sit across from me.\I encountered many different kinds of people. response:	Crap! Who is this little brat?
context: To me, that was a magic ticket.\Good luck.\As long as I had that ticket,\somebody would always,\automatically,\sit across from me.\I encountered many different kinds of people.\Crap! Who is this little brat? response:	You're too good! Sheesh!
context: Good luck.\As long as I had that ticket,\somebody would always,\automatically,\sit across from me.\I encountered many different kinds of people.\Crap! Who is this little brat?\You're too good! Sheesh! response:	Dammit, I'll walk with you to the station, since it's already dark.
context: As long as I had that ticket,\somebody would always,\automatically,\sit across from me.\I encountered many different kinds of people.\Crap! Who is this little brat?\You're too good! Sheesh!\Dammit, I'll walk with you to the station, since it's already dark. response:	Here, drink this. Do you like coco? Dammit!
context: somebody would always,\automatically,\sit across from me.\I encountered many different kinds of people.\Crap! Who is this little brat?\You're too good! Sheesh!\Dammit, I'll walk with you to the station, since it's already dark.\Here, drink this. Do you like coco? Dammit! response:	Th-Thank you.
context: automatically,\sit across from me.\I encountered many different kinds of people.\Crap! Who is this little brat?\You're too good! Sheesh!\Dammit, I'll walk with you to the station, since it's already dark.\Here, drink this. Do you like coco? Dammit!\Th-Thank you. response:	Some were kind.
context: sit across from me.\I encountered many different kinds of people.\Crap! Who is this little brat?\You're too good! Sheesh!\Dammit, I'll walk with you to the station, since it's already dark.\Here, drink this. Do you like coco? Dammit!\Th-Thank you.\Some were kind. response:	And of course...
context: I encountered many different kinds of people.\Crap! Who is this little brat?\You're too good! Sheesh!\Dammit, I'll walk with you to the station, since it's already dark.\Here, drink this. Do you like coco? Dammit!\Th-Thank you.\Some were kind.\And of course... response:	Well, you're pretty weak.
context: Crap! Who is this little brat?\You're too good! Sheesh!\Dammit, I'll walk with you to the station, since it's already dark.\Here, drink this. Do you like coco? Dammit!\Th-Thank you.\Some were kind.\And of course...\Well, you're pretty weak. response:	Even though I heard Kouda took you in as his disciple.
context: You're too good! Sheesh!\Dammit, I'll walk with you to the station, since it's already dark.\Here, drink this. Do you like coco? Dammit!\Th-Thank you.\Some were kind.\And of course...\Well, you're pretty weak.\Even though I heard Kouda took you in as his disciple. response:	But as long as I kept fighting, somebody would always sit before me.
context: Dammit, I'll walk with you to the station, since it's already dark.\Here, drink this. Do you like coco? Dammit!\Th-Thank you.\Some were kind.\And of course...\Well, you're pretty weak.\Even though I heard Kouda took you in as his disciple.\But as long as I kept fighting, somebody would always sit before me. response:	This is a ticket.
context: Here, drink this. Do you like coco? Dammit!\Th-Thank you.\Some were kind.\And of course...\Well, you're pretty weak.\Even though I heard Kouda took you in as his disciple.\But as long as I kept fighting, somebody would always sit before me.\This is a ticket. response:	As long as I have this ticket, I belong somewhere.
context: Th-Thank you.\Some were kind.\And of course...\Well, you're pretty weak.\Even though I heard Kouda took you in as his disciple.\But as long as I kept fighting, somebody would always sit before me.\This is a ticket.\As long as I have this ticket, I belong somewhere. response:	This ticket was my lifeline.
context: Some were kind.\And of course...\Well, you're pretty weak.\Even though I heard Kouda took you in as his disciple.\But as long as I kept fighting, somebody would always sit before me.\This is a ticket.\As long as I have this ticket, I belong somewhere.\This ticket was my lifeline. response:	I didn't have to arrive anywhere.
context: And of course...\Well, you're pretty weak.\Even though I heard Kouda took you in as his disciple.\But as long as I kept fighting, somebody would always sit before me.\This is a ticket.\As long as I have this ticket, I belong somewhere.\This ticket was my lifeline.\I didn't have to arrive anywhere. response:	I could just keep on riding.
context: Well, you're pretty weak.\Even though I heard Kouda took you in as his disciple.\But as long as I kept fighting, somebody would always sit before me.\This is a ticket.\As long as I have this ticket, I belong somewhere.\This ticket was my lifeline.\I didn't have to arrive anywhere.\I could just keep on riding. response:	That was fine with me.
context: Even though I heard Kouda took you in as his disciple.\But as long as I kept fighting, somebody would always sit before me.\This is a ticket.\As long as I have this ticket, I belong somewhere.\This ticket was my lifeline.\I didn't have to arrive anywhere.\I could just keep on riding.\That was fine with me. response:	If I got off this train, I would have nowhere to go.
context: But as long as I kept fighting, somebody would always sit before me.\This is a ticket.\As long as I have this ticket, I belong somewhere.\This ticket was my lifeline.\I didn't have to arrive anywhere.\I could just keep on riding.\That was fine with me.\If I got off this train, I would have nowhere to go. response:	This ticket alone would take me to tomorrow.
context: This is a ticket.\As long as I have this ticket, I belong somewhere.\This ticket was my lifeline.\I didn't have to arrive anywhere.\I could just keep on riding.\That was fine with me.\If I got off this train, I would have nowhere to go.\This ticket alone would take me to tomorrow. response:	I had to hold on to this ticket like my life depended on it.
context: As long as I have this ticket, I belong somewhere.\This ticket was my lifeline.\I didn't have to arrive anywhere.\I could just keep on riding.\That was fine with me.\If I got off this train, I would have nowhere to go.\This ticket alone would take me to tomorrow.\I had to hold on to this ticket like my life depended on it. response:	I have to protect it...
context: This ticket was my lifeline.\I didn't have to arrive anywhere.\I could just keep on riding.\That was fine with me.\If I got off this train, I would have nowhere to go.\This ticket alone would take me to tomorrow.\I had to hold on to this ticket like my life depended on it.\I have to protect it... response:	Kiriyama. Kiriyama.
context: I didn't have to arrive anywhere.\I could just keep on riding.\That was fine with me.\If I got off this train, I would have nowhere to go.\This ticket alone would take me to tomorrow.\I had to hold on to this ticket like my life depended on it.\I have to protect it...\Kiriyama. Kiriyama. response:	Hey, Kiriyama.
context: I could just keep on riding.\That was fine with me.\If I got off this train, I would have nowhere to go.\This ticket alone would take me to tomorrow.\I had to hold on to this ticket like my life depended on it.\I have to protect it...\Kiriyama. Kiriyama.\Hey, Kiriyama. response:	Kiriyama!
context: That was fine with me.\If I got off this train, I would have nowhere to go.\This ticket alone would take me to tomorrow.\I had to hold on to this ticket like my life depended on it.\I have to protect it...\Kiriyama. Kiriyama.\Hey, Kiriyama.\Kiriyama! response:	What are you spacing out for?
context: If I got off this train, I would have nowhere to go.\This ticket alone would take me to tomorrow.\I had to hold on to this ticket like my life depended on it.\I have to protect it...\Kiriyama. Kiriyama.\Hey, Kiriyama.\Kiriyama!\What are you spacing out for? response:	Sit your butt down!
context: This ticket alone would take me to tomorrow.\I had to hold on to this ticket like my life depended on it.\I have to protect it...\Kiriyama. Kiriyama.\Hey, Kiriyama.\Kiriyama!\What are you spacing out for?\Sit your butt down! response:	He moved, and it was amazing!
context: I had to hold on to this ticket like my life depended on it.\I have to protect it...\Kiriyama. Kiriyama.\Hey, Kiriyama.\Kiriyama!\What are you spacing out for?\Sit your butt down!\He moved, and it was amazing! response:	The 5-c-Pawn+ being sacrificed was a great move!
context: I have to protect it...\Kiriyama. Kiriyama.\Hey, Kiriyama.\Kiriyama!\What are you spacing out for?\Sit your butt down!\He moved, and it was amazing!\The 5-c-Pawn+ being sacrificed was a great move! response:	With same, Gold and 7-g-Rook, what's next? Kiriyama, what do you think?
context: Kiriyama. Kiriyama.\Hey, Kiriyama.\Kiriyama!\What are you spacing out for?\Sit your butt down!\He moved, and it was amazing!\The 5-c-Pawn+ being sacrificed was a great move!\With same, Gold and 7-g-Rook, what's next? Kiriyama, what do you think? response:	How much time is left?
context: Hey, Kiriyama.\Kiriyama!\What are you spacing out for?\Sit your butt down!\He moved, and it was amazing!\The 5-c-Pawn+ being sacrificed was a great move!\With same, Gold and 7-g-Rook, what's next? Kiriyama, what do you think?\How much time is left? response:	Shogi Dragon Fujimoto has eight minutes. Brother has less than three minutes.
context: Kiriyama!\What are you spacing out for?\Sit your butt down!\He moved, and it was amazing!\The 5-c-Pawn+ being sacrificed was a great move!\With same, Gold and 7-g-Rook, what's next? Kiriyama, what do you think?\How much time is left?\Shogi Dragon Fujimoto has eight minutes. Brother has less than three minutes. response:	Regarding the 7-g-Rook, crush it. Take the initiative by moving 6-d-Gold.
context: What are you spacing out for?\Sit your butt down!\He moved, and it was amazing!\The 5-c-Pawn+ being sacrificed was a great move!\With same, Gold and 7-g-Rook, what's next? Kiriyama, what do you think?\How much time is left?\Shogi Dragon Fujimoto has eight minutes. Brother has less than three minutes.\Regarding the 7-g-Rook, crush it. Take the initiative by moving 6-d-Gold. response:	6-d-Gold? Not the 7-c-Pawn?
context: Sit your butt down!\He moved, and it was amazing!\The 5-c-Pawn+ being sacrificed was a great move!\With same, Gold and 7-g-Rook, what's next? Kiriyama, what do you think?\How much time is left?\Shogi Dragon Fujimoto has eight minutes. Brother has less than three minutes.\Regarding the 7-g-Rook, crush it. Take the initiative by moving 6-d-Gold.\6-d-Gold? Not the 7-c-Pawn? response:	If you did that, it'd be tough with the 6-b-Bishop.
context: He moved, and it was amazing!\The 5-c-Pawn+ being sacrificed was a great move!\With same, Gold and 7-g-Rook, what's next? Kiriyama, what do you think?\How much time is left?\Shogi Dragon Fujimoto has eight minutes. Brother has less than three minutes.\Regarding the 7-g-Rook, crush it. Take the initiative by moving 6-d-Gold.\6-d-Gold? Not the 7-c-Pawn?\If you did that, it'd be tough with the 6-b-Bishop. response:	It's not like I've changed.
context: The 5-c-Pawn+ being sacrificed was a great move!\With same, Gold and 7-g-Rook, what's next? Kiriyama, what do you think?\How much time is left?\Shogi Dragon Fujimoto has eight minutes. Brother has less than three minutes.\Regarding the 7-g-Rook, crush it. Take the initiative by moving 6-d-Gold.\6-d-Gold? Not the 7-c-Pawn?\If you did that, it'd be tough with the 6-b-Bishop.\It's not like I've changed. response:	And then,
context: With same, Gold and 7-g-Rook, what's next? Kiriyama, what do you think?\How much time is left?\Shogi Dragon Fujimoto has eight minutes. Brother has less than three minutes.\Regarding the 7-g-Rook, crush it. Take the initiative by moving 6-d-Gold.\6-d-Gold? Not the 7-c-Pawn?\If you did that, it'd be tough with the 6-b-Bishop.\It's not like I've changed.\And then, response:	the people around me haven't changed either.
context: How much time is left?\Shogi Dragon Fujimoto has eight minutes. Brother has less than three minutes.\Regarding the 7-g-Rook, crush it. Take the initiative by moving 6-d-Gold.\6-d-Gold? Not the 7-c-Pawn?\If you did that, it'd be tough with the 6-b-Bishop.\It's not like I've changed.\And then,\the people around me haven't changed either. response:	It's just that while desperately playing and playing,
context: Shogi Dragon Fujimoto has eight minutes. Brother has less than three minutes.\Regarding the 7-g-Rook, crush it. Take the initiative by moving 6-d-Gold.\6-d-Gold? Not the 7-c-Pawn?\If you did that, it'd be tough with the 6-b-Bishop.\It's not like I've changed.\And then,\the people around me haven't changed either.\It's just that while desperately playing and playing, response:	every single day until it seemed like my head would spin,
context: Regarding the 7-g-Rook, crush it. Take the initiative by moving 6-d-Gold.\6-d-Gold? Not the 7-c-Pawn?\If you did that, it'd be tough with the 6-b-Bishop.\It's not like I've changed.\And then,\the people around me haven't changed either.\It's just that while desperately playing and playing,\every single day until it seemed like my head would spin, response:	One day, I realized
context: 6-d-Gold? Not the 7-c-Pawn?\If you did that, it'd be tough with the 6-b-Bishop.\It's not like I've changed.\And then,\the people around me haven't changed either.\It's just that while desperately playing and playing,\every single day until it seemed like my head would spin,\One day, I realized response:	that other people were traveling with me
context: If you did that, it'd be tough with the 6-b-Bishop.\It's not like I've changed.\And then,\the people around me haven't changed either.\It's just that while desperately playing and playing,\every single day until it seemed like my head would spin,\One day, I realized\that other people were traveling with me response:	towards the same place, where the light was shining.
context: It's not like I've changed.\And then,\the people around me haven't changed either.\It's just that while desperately playing and playing,\every single day until it seemed like my head would spin,\One day, I realized\that other people were traveling with me\towards the same place, where the light was shining. response:	And today too,
context: And then,\the people around me haven't changed either.\It's just that while desperately playing and playing,\every single day until it seemed like my head would spin,\One day, I realized\that other people were traveling with me\towards the same place, where the light was shining.\And today too, response:	someone is sitting across from me.
context: the people around me haven't changed either.\It's just that while desperately playing and playing,\every single day until it seemed like my head would spin,\One day, I realized\that other people were traveling with me\towards the same place, where the light was shining.\And today too,\someone is sitting across from me. response:	Another new story will begin.
context: It's just that while desperately playing and playing,\every single day until it seemed like my head would spin,\One day, I realized\that other people were traveling with me\towards the same place, where the light was shining.\And today too,\someone is sitting across from me.\Another new story will begin. response:	Our journey towards the shining light will continue.
context: every single day until it seemed like my head would spin,\One day, I realized\that other people were traveling with me\towards the same place, where the light was shining.\And today too,\someone is sitting across from me.\Another new story will begin.\Our journey towards the shining light will continue. response:	Fighter
context: One day, I realized\that other people were traveling with me\towards the same place, where the light was shining.\And today too,\someone is sitting across from me.\Another new story will begin.\Our journey towards the shining light will continue.\Fighter response:	Thank you for watching March Comes in Like a Lion”.
