context: This feels great... response:	There's nothing like relaxing in your own home...
context: If no one had noticed me, I would've been a goner there.\Sheesh... You've been acting weird, Cana.\I'm sure you heard from Mira.\I've got this complex about the S Class Exam, or something like that.\Does this have something to do with you saying you wanted to quit the guild?\This'll be the fifth time.\I've failed the test 4 times... I'm a wizard who didn't live up to expectations.\Oh, is that it? response:	What does it matter how many times you fail?
context: Sheesh... You've been acting weird, Cana.\I'm sure you heard from Mira.\I've got this complex about the S Class Exam, or something like that.\Does this have something to do with you saying you wanted to quit the guild?\This'll be the fifth time.\I've failed the test 4 times... I'm a wizard who didn't live up to expectations.\Oh, is that it?\What does it matter how many times you fail? response:	I'm the first ever to fail four times.
context: I'm sure you heard from Mira.\I've got this complex about the S Class Exam, or something like that.\Does this have something to do with you saying you wanted to quit the guild?\This'll be the fifth time.\I've failed the test 4 times... I'm a wizard who didn't live up to expectations.\Oh, is that it?\What does it matter how many times you fail?\I'm the first ever to fail four times. response:	So, I'm going to make this the last.
context: I've got this complex about the S Class Exam, or something like that.\Does this have something to do with you saying you wanted to quit the guild?\This'll be the fifth time.\I've failed the test 4 times... I'm a wizard who didn't live up to expectations.\Oh, is that it?\What does it matter how many times you fail?\I'm the first ever to fail four times.\So, I'm going to make this the last. response:	If I don't become S Class after this, I'm leaving Fairy Tail.
context: Does this have something to do with you saying you wanted to quit the guild?\This'll be the fifth time.\I've failed the test 4 times... I'm a wizard who didn't live up to expectations.\Oh, is that it?\What does it matter how many times you fail?\I'm the first ever to fail four times.\So, I'm going to make this the last.\If I don't become S Class after this, I'm leaving Fairy Tail. response:	Hey... You don't have to be so hung up over being S Class...
context: This'll be the fifth time.\I've failed the test 4 times... I'm a wizard who didn't live up to expectations.\Oh, is that it?\What does it matter how many times you fail?\I'm the first ever to fail four times.\So, I'm going to make this the last.\If I don't become S Class after this, I'm leaving Fairy Tail.\Hey... You don't have to be so hung up over being S Class... response:	I have to become S Class!
context: I've failed the test 4 times... I'm a wizard who didn't live up to expectations.\Oh, is that it?\What does it matter how many times you fail?\I'm the first ever to fail four times.\So, I'm going to make this the last.\If I don't become S Class after this, I'm leaving Fairy Tail.\Hey... You don't have to be so hung up over being S Class...\I have to become S Class! response:	I have to...
context: Oh, is that it?\What does it matter how many times you fail?\I'm the first ever to fail four times.\So, I'm going to make this the last.\If I don't become S Class after this, I'm leaving Fairy Tail.\Hey... You don't have to be so hung up over being S Class...\I have to become S Class!\I have to... response:	And there you have it.
context: What does it matter how many times you fail?\I'm the first ever to fail four times.\So, I'm going to make this the last.\If I don't become S Class after this, I'm leaving Fairy Tail.\Hey... You don't have to be so hung up over being S Class...\I have to become S Class!\I have to...\And there you have it. response:	If I don't become S Class this time...
context: I'm the first ever to fail four times.\So, I'm going to make this the last.\If I don't become S Class after this, I'm leaving Fairy Tail.\Hey... You don't have to be so hung up over being S Class...\I have to become S Class!\I have to...\And there you have it.\If I don't become S Class this time... response:	I've made up my mind.
context: So, I'm going to make this the last.\If I don't become S Class after this, I'm leaving Fairy Tail.\Hey... You don't have to be so hung up over being S Class...\I have to become S Class!\I have to...\And there you have it.\If I don't become S Class this time...\I've made up my mind. response:	I'll be your partner, Cana!
context: If I don't become S Class after this, I'm leaving Fairy Tail.\Hey... You don't have to be so hung up over being S Class...\I have to become S Class!\I have to...\And there you have it.\If I don't become S Class this time...\I've made up my mind.\I'll be your partner, Cana! response:	There's no way I'll let you quit the guild!
context: Hey... You don't have to be so hung up over being S Class...\I have to become S Class!\I have to...\And there you have it.\If I don't become S Class this time...\I've made up my mind.\I'll be your partner, Cana!\There's no way I'll let you quit the guild! response:	Because I'll make you an S Class wizard, Cana!
context: I have to become S Class!\I have to...\And there you have it.\If I don't become S Class this time...\I've made up my mind.\I'll be your partner, Cana!\There's no way I'll let you quit the guild!\Because I'll make you an S Class wizard, Cana! response:	Lucy...
context: I have to...\And there you have it.\If I don't become S Class this time...\I've made up my mind.\I'll be your partner, Cana!\There's no way I'll let you quit the guild!\Because I'll make you an S Class wizard, Cana!\Lucy... response:	Then, one week later, at Hargeon Port...
context: And there you have it.\If I don't become S Class this time...\I've made up my mind.\I'll be your partner, Cana!\There's no way I'll let you quit the guild!\Because I'll make you an S Class wizard, Cana!\Lucy...\Then, one week later, at Hargeon Port... response:	Each with their own feelings in their chests, the day of the S Class Advancement Exam has come.
context: If I don't become S Class this time...\I've made up my mind.\I'll be your partner, Cana!\There's no way I'll let you quit the guild!\Because I'll make you an S Class wizard, Cana!\Lucy...\Then, one week later, at Hargeon Port...\Each with their own feelings in their chests, the day of the S Class Advancement Exam has come. response:	What's with the creepy face?
context: I've made up my mind.\I'll be your partner, Cana!\There's no way I'll let you quit the guild!\Because I'll make you an S Class wizard, Cana!\Lucy...\Then, one week later, at Hargeon Port...\Each with their own feelings in their chests, the day of the S Class Advancement Exam has come.\What's with the creepy face? response:	Wanna know?
context: I'll be your partner, Cana!\There's no way I'll let you quit the guild!\Because I'll make you an S Class wizard, Cana!\Lucy...\Then, one week later, at Hargeon Port...\Each with their own feelings in their chests, the day of the S Class Advancement Exam has come.\What's with the creepy face?\Wanna know? response:	Actually, I'm not that intere-
context: There's no way I'll let you quit the guild!\Because I'll make you an S Class wizard, Cana!\Lucy...\Then, one week later, at Hargeon Port...\Each with their own feelings in their chests, the day of the S Class Advancement Exam has come.\What's with the creepy face?\Wanna know?\Actually, I'm not that intere- response:	You see, my horoscope said that today I have the best luck in love!
context: Because I'll make you an S Class wizard, Cana!\Lucy...\Then, one week later, at Hargeon Port...\Each with their own feelings in their chests, the day of the S Class Advancement Exam has come.\What's with the creepy face?\Wanna know?\Actually, I'm not that intere-\You see, my horoscope said that today I have the best luck in love! response:	Cana told me my fortune!
context: Lucy...\Then, one week later, at Hargeon Port...\Each with their own feelings in their chests, the day of the S Class Advancement Exam has come.\What's with the creepy face?\Wanna know?\Actually, I'm not that intere-\You see, my horoscope said that today I have the best luck in love!\Cana told me my fortune! response:	So if I show everyone how awesome I am during the exam, then Carla will...
context: Then, one week later, at Hargeon Port...\Each with their own feelings in their chests, the day of the S Class Advancement Exam has come.\What's with the creepy face?\Wanna know?\Actually, I'm not that intere-\You see, my horoscope said that today I have the best luck in love!\Cana told me my fortune!\So if I show everyone how awesome I am during the exam, then Carla will... response:	Next time: Who's the One with the Good Luck?
context: Each with their own feelings in their chests, the day of the S Class Advancement Exam has come.\What's with the creepy face?\Wanna know?\Actually, I'm not that intere-\You see, my horoscope said that today I have the best luck in love!\Cana told me my fortune!\So if I show everyone how awesome I am during the exam, then Carla will...\Next time: Who's the One with the Good Luck? response:	For your information, Carla isn't participating in the exam.
context: What's with the creepy face?\Wanna know?\Actually, I'm not that intere-\You see, my horoscope said that today I have the best luck in love!\Cana told me my fortune!\So if I show everyone how awesome I am during the exam, then Carla will...\Next time: Who's the One with the Good Luck?\For your information, Carla isn't participating in the exam. response:	No!!
context: Wanna know?\Actually, I'm not that intere-\You see, my horoscope said that today I have the best luck in love!\Cana told me my fortune!\So if I show everyone how awesome I am during the exam, then Carla will...\Next time: Who's the One with the Good Luck?\For your information, Carla isn't participating in the exam.\No!! response:	Waste of luck, Happy.
