context: So that guy, Hazamada, says response:	he doesn't know anything about the electric bastard
context: I'm going to give you some questions.\You'll choose the correct answer from boxes A, B, and C,\and you'll eat what's inside your chosen box.\W-Wait a sec...\You're going to do this!\While you live in this house, everything we do must be for your betterment!\Right?\Here's your question. response:	Prince often sings the lyric funky music. What does that mean in Japanese?
context: You'll choose the correct answer from boxes A, B, and C,\and you'll eat what's inside your chosen box.\W-Wait a sec...\You're going to do this!\While you live in this house, everything we do must be for your betterment!\Right?\Here's your question.\Prince often sings the lyric funky music. What does that mean in Japanese? response:	Wild Music
context: and you'll eat what's inside your chosen box.\W-Wait a sec...\You're going to do this!\While you live in this house, everything we do must be for your betterment!\Right?\Here's your question.\Prince often sings the lyric funky music. What does that mean in Japanese?\Wild Music response:	A: Wild music.
context: W-Wait a sec...\You're going to do this!\While you live in this house, everything we do must be for your betterment!\Right?\Here's your question.\Prince often sings the lyric funky music. What does that mean in Japanese?\Wild Music\A: Wild music. response:	B: Primitive music.
context: You're going to do this!\While you live in this house, everything we do must be for your betterment!\Right?\Here's your question.\Prince often sings the lyric funky music. What does that mean in Japanese?\Wild Music\A: Wild music.\B: Primitive music. response:	Primitive Music
context: While you live in this house, everything we do must be for your betterment!\Right?\Here's your question.\Prince often sings the lyric funky music. What does that mean in Japanese?\Wild Music\A: Wild music.\B: Primitive music.\Primitive Music response:	C: Fantasy music.
context: Right?\Here's your question.\Prince often sings the lyric funky music. What does that mean in Japanese?\Wild Music\A: Wild music.\B: Primitive music.\Primitive Music\C: Fantasy music. response:	Fantasy Music
context: Here's your question.\Prince often sings the lyric funky music. What does that mean in Japanese?\Wild Music\A: Wild music.\B: Primitive music.\Primitive Music\C: Fantasy music.\Fantasy Music response:	I-If I disobey, I'll be in trouble...
context: Prince often sings the lyric funky music. What does that mean in Japanese?\Wild Music\A: Wild music.\B: Primitive music.\Primitive Music\C: Fantasy music.\Fantasy Music\I-If I disobey, I'll be in trouble... response:	B-But I have no idea what the answer is.
context: Wild Music\A: Wild music.\B: Primitive music.\Primitive Music\C: Fantasy music.\Fantasy Music\I-If I disobey, I'll be in trouble...\B-But I have no idea what the answer is. response:	I have a feeling it's A, but B and C also sound right.
context: A: Wild music.\B: Primitive music.\Primitive Music\C: Fantasy music.\Fantasy Music\I-If I disobey, I'll be in trouble...\B-But I have no idea what the answer is.\I have a feeling it's A, but B and C also sound right. response:	Whatever, I'll just pick one.
context: B: Primitive music.\Primitive Music\C: Fantasy music.\Fantasy Music\I-If I disobey, I'll be in trouble...\B-But I have no idea what the answer is.\I have a feeling it's A, but B and C also sound right.\Whatever, I'll just pick one. response:	I think it's B...
context: Primitive Music\C: Fantasy music.\Fantasy Music\I-If I disobey, I'll be in trouble...\B-But I have no idea what the answer is.\I have a feeling it's A, but B and C also sound right.\Whatever, I'll just pick one.\I think it's B... response:	Squee! You're right!
context: C: Fantasy music.\Fantasy Music\I-If I disobey, I'll be in trouble...\B-But I have no idea what the answer is.\I have a feeling it's A, but B and C also sound right.\Whatever, I'll just pick one.\I think it's B...\Squee! You're right! response:	I'm so happy! This box contains boiled eggs!
context: Fantasy Music\I-If I disobey, I'll be in trouble...\B-But I have no idea what the answer is.\I have a feeling it's A, but B and C also sound right.\Whatever, I'll just pick one.\I think it's B...\Squee! You're right!\I'm so happy! This box contains boiled eggs! response:	I'll peel them for you. You want some salt, right?
context: I-If I disobey, I'll be in trouble...\B-But I have no idea what the answer is.\I have a feeling it's A, but B and C also sound right.\Whatever, I'll just pick one.\I think it's B...\Squee! You're right!\I'm so happy! This box contains boiled eggs!\I'll peel them for you. You want some salt, right? response:	By the way, if you had chosen box A, I would have had you eat this eraser.
context: B-But I have no idea what the answer is.\I have a feeling it's A, but B and C also sound right.\Whatever, I'll just pick one.\I think it's B...\Squee! You're right!\I'm so happy! This box contains boiled eggs!\I'll peel them for you. You want some salt, right?\By the way, if you had chosen box A, I would have had you eat this eraser. response:	Wild Music
context: I have a feeling it's A, but B and C also sound right.\Whatever, I'll just pick one.\I think it's B...\Squee! You're right!\I'm so happy! This box contains boiled eggs!\I'll peel them for you. You want some salt, right?\By the way, if you had chosen box A, I would have had you eat this eraser.\Wild Music response:	Huh?!
context: Whatever, I'll just pick one.\I think it's B...\Squee! You're right!\I'm so happy! This box contains boiled eggs!\I'll peel them for you. You want some salt, right?\By the way, if you had chosen box A, I would have had you eat this eraser.\Wild Music\Huh?! response:	Box C contained soap.
context: I think it's B...\Squee! You're right!\I'm so happy! This box contains boiled eggs!\I'll peel them for you. You want some salt, right?\By the way, if you had chosen box A, I would have had you eat this eraser.\Wild Music\Huh?!\Box C contained soap. response:	Wh-What?!
context: Squee! You're right!\I'm so happy! This box contains boiled eggs!\I'll peel them for you. You want some salt, right?\By the way, if you had chosen box A, I would have had you eat this eraser.\Wild Music\Huh?!\Box C contained soap.\Wh-What?! response:	Next, you'll be able to eat bacon and eggs. Do your best.
context: I'm so happy! This box contains boiled eggs!\I'll peel them for you. You want some salt, right?\By the way, if you had chosen box A, I would have had you eat this eraser.\Wild Music\Huh?!\Box C contained soap.\Wh-What?!\Next, you'll be able to eat bacon and eggs. Do your best. response:	Question: How is contrast ( taisho ) written in Japanese?
context: I'll peel them for you. You want some salt, right?\By the way, if you had chosen box A, I would have had you eat this eraser.\Wild Music\Huh?!\Box C contained soap.\Wh-What?!\Next, you'll be able to eat bacon and eggs. Do your best.\Question: How is contrast ( taisho ) written in Japanese? response:	Is it taisho A, taisho B, or taisho C?
context: By the way, if you had chosen box A, I would have had you eat this eraser.\Wild Music\Huh?!\Box C contained soap.\Wh-What?!\Next, you'll be able to eat bacon and eggs. Do your best.\Question: How is contrast ( taisho ) written in Japanese?\Is it taisho A, taisho B, or taisho C? response:	Taisho
context: Wild Music\Huh?!\Box C contained soap.\Wh-What?!\Next, you'll be able to eat bacon and eggs. Do your best.\Question: How is contrast ( taisho ) written in Japanese?\Is it taisho A, taisho B, or taisho C?\Taisho response:	Taisho
context: Huh?!\Box C contained soap.\Wh-What?!\Next, you'll be able to eat bacon and eggs. Do your best.\Question: How is contrast ( taisho ) written in Japanese?\Is it taisho A, taisho B, or taisho C?\Taisho\Taisho response:	Taisho
context: Box C contained soap.\Wh-What?!\Next, you'll be able to eat bacon and eggs. Do your best.\Question: How is contrast ( taisho ) written in Japanese?\Is it taisho A, taisho B, or taisho C?\Taisho\Taisho\Taisho response:	Sh-She's serious...
context: Wh-What?!\Next, you'll be able to eat bacon and eggs. Do your best.\Question: How is contrast ( taisho ) written in Japanese?\Is it taisho A, taisho B, or taisho C?\Taisho\Taisho\Taisho\Sh-She's serious... response:	If I choose the wrong box, she'll definitely make me eat what's in there...
context: Next, you'll be able to eat bacon and eggs. Do your best.\Question: How is contrast ( taisho ) written in Japanese?\Is it taisho A, taisho B, or taisho C?\Taisho\Taisho\Taisho\Sh-She's serious...\If I choose the wrong box, she'll definitely make me eat what's in there... response:	Come on, hurry up and answer!
context: Question: How is contrast ( taisho ) written in Japanese?\Is it taisho A, taisho B, or taisho C?\Taisho\Taisho\Taisho\Sh-She's serious...\If I choose the wrong box, she'll definitely make me eat what's in there...\Come on, hurry up and answer! response:	The food will get cold.
context: Is it taisho A, taisho B, or taisho C?\Taisho\Taisho\Taisho\Sh-She's serious...\If I choose the wrong box, she'll definitely make me eat what's in there...\Come on, hurry up and answer!\The food will get cold. response:	U-Um, uh...
context: Taisho\Taisho\Taisho\Sh-She's serious...\If I choose the wrong box, she'll definitely make me eat what's in there...\Come on, hurry up and answer!\The food will get cold.\U-Um, uh... response:	What am I going to do? This is ridiculous...
context: Taisho\Taisho\Sh-She's serious...\If I choose the wrong box, she'll definitely make me eat what's in there...\Come on, hurry up and answer!\The food will get cold.\U-Um, uh...\What am I going to do? This is ridiculous... response:	I-I think it's C...
context: Taisho\Sh-She's serious...\If I choose the wrong box, she'll definitely make me eat what's in there...\Come on, hurry up and answer!\The food will get cold.\U-Um, uh...\What am I going to do? This is ridiculous...\I-I think it's C... response:	Koichi, you just chose your answer by watching the look on my face, didn't you?
context: Sh-She's serious...\If I choose the wrong box, she'll definitely make me eat what's in there...\Come on, hurry up and answer!\The food will get cold.\U-Um, uh...\What am I going to do? This is ridiculous...\I-I think it's C...\Koichi, you just chose your answer by watching the look on my face, didn't you? response:	Huh?!
context: If I choose the wrong box, she'll definitely make me eat what's in there...\Come on, hurry up and answer!\The food will get cold.\U-Um, uh...\What am I going to do? This is ridiculous...\I-I think it's C...\Koichi, you just chose your answer by watching the look on my face, didn't you?\Huh?! response:	So the rumors about you being someone
context: Come on, hurry up and answer!\The food will get cold.\U-Um, uh...\What am I going to do? This is ridiculous...\I-I think it's C...\Koichi, you just chose your answer by watching the look on my face, didn't you?\Huh?!\So the rumors about you being someone response:	who's sneaky and shoplifts and cheats on his tests is true!
context: The food will get cold.\U-Um, uh...\What am I going to do? This is ridiculous...\I-I think it's C...\Koichi, you just chose your answer by watching the look on my face, didn't you?\Huh?!\So the rumors about you being someone\who's sneaky and shoplifts and cheats on his tests is true! response:	As punishment, I'll have you eat both A and B.
context: U-Um, uh...\What am I going to do? This is ridiculous...\I-I think it's C...\Koichi, you just chose your answer by watching the look on my face, didn't you?\Huh?!\So the rumors about you being someone\who's sneaky and shoplifts and cheats on his tests is true!\As punishment, I'll have you eat both A and B. response:	A is English vocabulary corn flakes.
context: What am I going to do? This is ridiculous...\I-I think it's C...\Koichi, you just chose your answer by watching the look on my face, didn't you?\Huh?!\So the rumors about you being someone\who's sneaky and shoplifts and cheats on his tests is true!\As punishment, I'll have you eat both A and B.\A is English vocabulary corn flakes. response:	B is asparagus wrapped in pages from an English dictionary.
context: I-I think it's C...\Koichi, you just chose your answer by watching the look on my face, didn't you?\Huh?!\So the rumors about you being someone\who's sneaky and shoplifts and cheats on his tests is true!\As punishment, I'll have you eat both A and B.\A is English vocabulary corn flakes.\B is asparagus wrapped in pages from an English dictionary. response:	I'm going to make sure you learn while you eat!
context: Koichi, you just chose your answer by watching the look on my face, didn't you?\Huh?!\So the rumors about you being someone\who's sneaky and shoplifts and cheats on his tests is true!\As punishment, I'll have you eat both A and B.\A is English vocabulary corn flakes.\B is asparagus wrapped in pages from an English dictionary.\I'm going to make sure you learn while you eat! response:	Here!
context: Huh?!\So the rumors about you being someone\who's sneaky and shoplifts and cheats on his tests is true!\As punishment, I'll have you eat both A and B.\A is English vocabulary corn flakes.\B is asparagus wrapped in pages from an English dictionary.\I'm going to make sure you learn while you eat!\Here! response:	Open your mouth! I'll feed it to you.
context: So the rumors about you being someone\who's sneaky and shoplifts and cheats on his tests is true!\As punishment, I'll have you eat both A and B.\A is English vocabulary corn flakes.\B is asparagus wrapped in pages from an English dictionary.\I'm going to make sure you learn while you eat!\Here!\Open your mouth! I'll feed it to you. response:	What's the matter? Eat!
context: who's sneaky and shoplifts and cheats on his tests is true!\As punishment, I'll have you eat both A and B.\A is English vocabulary corn flakes.\B is asparagus wrapped in pages from an English dictionary.\I'm going to make sure you learn while you eat!\Here!\Open your mouth! I'll feed it to you.\What's the matter? Eat! response:	No way! You expect me to put up with this?! I can't take it anymore!
context: As punishment, I'll have you eat both A and B.\A is English vocabulary corn flakes.\B is asparagus wrapped in pages from an English dictionary.\I'm going to make sure you learn while you eat!\Here!\Open your mouth! I'll feed it to you.\What's the matter? Eat!\No way! You expect me to put up with this?! I can't take it anymore! response:	I'm outta here!
context: A is English vocabulary corn flakes.\B is asparagus wrapped in pages from an English dictionary.\I'm going to make sure you learn while you eat!\Here!\Open your mouth! I'll feed it to you.\What's the matter? Eat!\No way! You expect me to put up with this?! I can't take it anymore!\I'm outta here! response:	I-I'm being pulled! By my scalp!
context: B is asparagus wrapped in pages from an English dictionary.\I'm going to make sure you learn while you eat!\Here!\Open your mouth! I'll feed it to you.\What's the matter? Eat!\No way! You expect me to put up with this?! I can't take it anymore!\I'm outta here!\I-I'm being pulled! By my scalp! response:	Th-There's moving hair mixed in!
context: I'm going to make sure you learn while you eat!\Here!\Open your mouth! I'll feed it to you.\What's the matter? Eat!\No way! You expect me to put up with this?! I can't take it anymore!\I'm outta here!\I-I'm being pulled! By my scalp!\Th-There's moving hair mixed in! response:	That's right. I had planted a few hundred strands of my hair in your scalp.
context: Here!\Open your mouth! I'll feed it to you.\What's the matter? Eat!\No way! You expect me to put up with this?! I can't take it anymore!\I'm outta here!\I-I'm being pulled! By my scalp!\Th-There's moving hair mixed in!\That's right. I had planted a few hundred strands of my hair in your scalp. response:	Koichi,
context: Open your mouth! I'll feed it to you.\What's the matter? Eat!\No way! You expect me to put up with this?! I can't take it anymore!\I'm outta here!\I-I'm being pulled! By my scalp!\Th-There's moving hair mixed in!\That's right. I had planted a few hundred strands of my hair in your scalp.\Koichi, response:	you may come to hate me.
context: What's the matter? Eat!\No way! You expect me to put up with this?! I can't take it anymore!\I'm outta here!\I-I'm being pulled! By my scalp!\Th-There's moving hair mixed in!\That's right. I had planted a few hundred strands of my hair in your scalp.\Koichi,\you may come to hate me. response:	But once you leave this house,
context: No way! You expect me to put up with this?! I can't take it anymore!\I'm outta here!\I-I'm being pulled! By my scalp!\Th-There's moving hair mixed in!\That's right. I had planted a few hundred strands of my hair in your scalp.\Koichi,\you may come to hate me.\But once you leave this house, response:	you'll see a much better man in the mirror,
context: I'm outta here!\I-I'm being pulled! By my scalp!\Th-There's moving hair mixed in!\That's right. I had planted a few hundred strands of my hair in your scalp.\Koichi,\you may come to hate me.\But once you leave this house,\you'll see a much better man in the mirror, response:	and I know you'll thank me.
context: I-I'm being pulled! By my scalp!\Th-There's moving hair mixed in!\That's right. I had planted a few hundred strands of my hair in your scalp.\Koichi,\you may come to hate me.\But once you leave this house,\you'll see a much better man in the mirror,\and I know you'll thank me. response:	You'll realize that you need a woman like me in your life.
context: Th-There's moving hair mixed in!\That's right. I had planted a few hundred strands of my hair in your scalp.\Koichi,\you may come to hate me.\But once you leave this house,\you'll see a much better man in the mirror,\and I know you'll thank me.\You'll realize that you need a woman like me in your life. response:	You won't be able to live without Yukako Yamagishi.
context: That's right. I had planted a few hundred strands of my hair in your scalp.\Koichi,\you may come to hate me.\But once you leave this house,\you'll see a much better man in the mirror,\and I know you'll thank me.\You'll realize that you need a woman like me in your life.\You won't be able to live without Yukako Yamagishi. response:	And just so you know, until you finish eating plates A and B,
context: Koichi,\you may come to hate me.\But once you leave this house,\you'll see a much better man in the mirror,\and I know you'll thank me.\You'll realize that you need a woman like me in your life.\You won't be able to live without Yukako Yamagishi.\And just so you know, until you finish eating plates A and B, response:	you won't be getting the next dish.
context: you may come to hate me.\But once you leave this house,\you'll see a much better man in the mirror,\and I know you'll thank me.\You'll realize that you need a woman like me in your life.\You won't be able to live without Yukako Yamagishi.\And just so you know, until you finish eating plates A and B,\you won't be getting the next dish. response:	This is some company president's holiday villa.
context: But once you leave this house,\you'll see a much better man in the mirror,\and I know you'll thank me.\You'll realize that you need a woman like me in your life.\You won't be able to live without Yukako Yamagishi.\And just so you know, until you finish eating plates A and B,\you won't be getting the next dish.\This is some company president's holiday villa. response:	No one will come here until summer.
context: you'll see a much better man in the mirror,\and I know you'll thank me.\You'll realize that you need a woman like me in your life.\You won't be able to live without Yukako Yamagishi.\And just so you know, until you finish eating plates A and B,\you won't be getting the next dish.\This is some company president's holiday villa.\No one will come here until summer. response:	S-Summer?!
context: and I know you'll thank me.\You'll realize that you need a woman like me in your life.\You won't be able to live without Yukako Yamagishi.\And just so you know, until you finish eating plates A and B,\you won't be getting the next dish.\This is some company president's holiday villa.\No one will come here until summer.\S-Summer?! response:	Even then,
context: You'll realize that you need a woman like me in your life.\You won't be able to live without Yukako Yamagishi.\And just so you know, until you finish eating plates A and B,\you won't be getting the next dish.\This is some company president's holiday villa.\No one will come here until summer.\S-Summer?!\Even then, response:	it doesn't matter if anyone comes...
context: You won't be able to live without Yukako Yamagishi.\And just so you know, until you finish eating plates A and B,\you won't be getting the next dish.\This is some company president's holiday villa.\No one will come here until summer.\S-Summer?!\Even then,\it doesn't matter if anyone comes... response:	Because love is invincible.
context: And just so you know, until you finish eating plates A and B,\you won't be getting the next dish.\This is some company president's holiday villa.\No one will come here until summer.\S-Summer?!\Even then,\it doesn't matter if anyone comes...\Because love is invincible. response:	H-Help me!
context: you won't be getting the next dish.\This is some company president's holiday villa.\No one will come here until summer.\S-Summer?!\Even then,\it doesn't matter if anyone comes...\Because love is invincible.\H-Help me! response:	Episode 9 Yukako Yamagishi Falls in Love, Part 2
context: This is some company president's holiday villa.\No one will come here until summer.\S-Summer?!\Even then,\it doesn't matter if anyone comes...\Because love is invincible.\H-Help me!\Episode 9 Yukako Yamagishi Falls in Love, Part 2 response:	Episode 9 Yu ka ko Yamagishi Falls in Love, Part 2
